SA3_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
21103,123,762,1034,1002,931,916,933,561,182,6445,82,836,1643,1368,1334,1163,872,372,128,7805,26,713,2090,1635,1637,1449,743,265,92,8646,13,392,1796,1515,1382,1095,418,116,31,6759,3,138,1674,1501,1410,1053,355,89,46,6259,4,53,1101,1326,1100,765,185,36,9,4577,3,33,1465,2850,2237,1371,277,60,18,8318,0,0,226,645,555,312,60,9,9,1811,0,4,185,788,805,437,102,40,20,2384,218,252,653,637,583,538,476,586,579,4524,6454,6419,14998,16781,15307,13555,10729,6543,2874,93662
21104,49,341,513,460,478,470,507,398,109,3317,29,395,777,630,625,557,443,267,89,3814,16,364,1009,844,836,671,379,181,59,4361,3,184,910,786,651,484,257,113,28,3423,4,98,776,806,722,460,177,77,19,3141,0,30,448,721,640,354,113,23,11,2351,0,11,745,1702,1376,742,173,45,16,4818,0,0,140,474,391,167,38,10,5,1234,0,0,106,569,587,269,77,24,3,1636,96,149,314,297,271,269,301,362,462,2521,3582,3621,7442,9221,8593,6971,6188,4398,1983,52005
21105,242,1147,1422,1425,1380,1420,1414,733,184,9363,151,1270,2105,1736,1946,1971,1176,422,88,10868,69,941,2718,2242,2436,2228,1041,301,54,12036,14,462,2313,1956,2077,1633,628,135,31,9245,10,206,2094,2009,1958,1487,457,113,34,8370,0,99,1303,1503,1449,1095,298,52,9,5807,0,56,1675,2813,2664,1712,406,81,8,9409,0,17,227,566,607,386,95,17,5,1923,4,15,176,640,890,552,178,66,21,2543,464,449,947,907,1094,1009,882,736,447,6933,9381,8637,19073,20308,21344,20163,16273,8503,2672,126350
21201,191,910,1464,1252,1033,854,664,374,92,6833,97,1104,2364,1784,1395,1075,571,199,44,8634,31,886,2932,2213,1790,1402,524,113,23,9919,10,407,2223,1814,1471,999,284,71,15,7296,10,168,1785,1619,1363,822,198,43,18,6026,7,59,1014,1231,973,571,121,24,3,4005,0,46,1178,1940,1556,832,153,37,5,5743,0,6,161,382,314,176,28,8,0,1079,4,5,117,375,434,259,78,30,8,1304,485,448,1133,996,891,677,598,550,400,6177,7301,7073,18610,17520,14493,11675,8722,4646,1493,91543
21202,173,973,1404,1285,1268,1118,825,349,134,7532,132,1138,2180,2000,1835,1573,685,213,50,9814,60,909,2676,2329,2114,1830,631,154,37,10747,19,483,2047,1879,1713,1344,389,69,11,7954,8,212,1567,1665,1497,1088,275,65,17,6395,4,84,922,1259,1125,705,168,35,10,4302,0,56,1173,2114,1883,1195,236,45,5,6709,0,7,157,471,415,256,46,15,3,1365,3,13,125,546,603,394,95,40,14,1839,533,622,1314,1094,1012,812,669,609,418,7076,8969,9110,18322,19428,18323,16492,11354,6024,2428,110454
21203,315,1754,3121,2984,2115,1497,813,381,62,13044,253,2158,4974,4503,3209,2073,691,171,37,18070,95,1648,5748,5504,3910,2337,575,96,29,19934,29,756,4244,4189,2744,1622,363,31,14,13993,14,313,3139,3501,2308,1268,232,28,13,10823,3,114,1735,2343,1557,813,171,19,5,6756,3,82,1865,3438,2240,1051,150,23,3,8856,0,13,237,632,363,184,33,3,0,1462,4,18,190,504,422,189,56,14,5,1411,785,934,2287,1893,1396,1047,757,482,272,9856,14189,15196,37361,38576,26931,19713,12305,5685,1779,171741
21204,167,1438,2948,2374,2001,1676,1017,583,184,12390,121,1662,4685,3402,2910,2243,942,304,99,16361,53,1210,4713,3394,2796,2069,656,150,33,15070,11,568,3235,2389,1735,1289,367,68,19,9687,5,211,2284,1982,1360,910,315,85,28,7190,6,92,1359,1416,971,536,154,27,10,4572,0,61,1471,2133,1434,753,164,36,3,6060,0,6,196,429,270,144,37,9,0,1094,0,9,172,464,347,146,59,22,11,1228,644,963,2464,1749,1315,1237,1092,1007,725,11191,10386,13723,33086,27822,22866,20781,17176,10518,4396,160760
21205,136,1243,1976,1350,1338,1210,1168,858,320,9586,84,1343,2966,1837,1751,1466,1118,668,295,11518,35,1247,3787,2330,2100,1737,940,485,146,12805,19,679,3101,2035,1698,1337,610,258,91,9820,9,309,2439,2071,1744,1258,528,217,72,8644,5,115,1550,1786,1467,983,321,118,48,6391,4,103,2191,4064,3267,1915,474,155,54,12224,3,29,366,1182,912,548,127,39,19,3219,4,21,369,1511,1678,873,230,103,44,4829,422,956,1882,1121,935,780,746,983,1060,8874,10691,15607,27994,24798,22637,19073,15737,11896,5990,154433
21301,148,1339,2423,1932,1919,1664,1007,478,111,11031,138,1430,3630,2738,2736,2116,712,205,77,13779,54,1137,4091,2841,2709,2049,590,87,22,13580,23,597,2848,2166,1758,1354,368,46,9,9167,5,239,2166,1817,1480,1047,253,44,7,7055,5,102,1335,1316,1020,707,153,15,4,4664,4,57,1499,2041,1426,856,158,15,0,6061,0,7,197,384,287,180,42,5,0,1105,9,28,165,400,334,206,61,22,3,1220,818,1075,2653,1980,1571,1350,1197,869,522,12031,10631,12962,29712,25432,23403,22022,17238,8959,3377,153723
21302,75,438,635,546,599,661,616,307,81,3948,40,478,1016,827,868,837,499,187,65,4816,17,378,1353,1079,1041,966,476,123,43,5485,0,195,1283,1118,984,790,281,65,21,4743,3,110,1214,1186,1080,787,214,68,12,4676,0,47,863,1080,917,615,152,24,7,3713,0,36,1371,2595,1991,1111,202,29,7,7344,0,4,260,736,583,332,61,7,4,1991,4,19,257,1273,1181,568,115,20,13,3438,213,224,726,701,593,474,480,421,419,4242,4289,4122,11195,13504,12418,10604,7780,4441,2064,70407
21303,51,602,1368,709,584,515,354,105,47,4338,24,634,1984,975,762,656,276,80,35,5427,23,523,2363,1325,939,716,262,43,12,6202,9,293,2162,1337,790,557,152,23,3,5326,0,109,1918,1368,902,532,142,33,10,5011,0,45,1326,1279,802,417,71,10,8,3964,0,41,2086,2807,1678,779,106,11,9,7517,0,3,404,800,451,181,28,3,0,1873,0,13,356,1198,907,267,55,6,0,2797,188,393,1327,807,574,487,373,282,248,4666,3426,5577,19257,15258,10931,8225,5253,2669,1348,71946
21304,276,1312,2261,2249,1716,1172,854,335,70,10248,180,1549,3480,3283,2430,1583,646,192,81,13432,90,1263,4111,3833,3041,1815,561,93,23,14824,26,683,3228,3303,2396,1331,341,42,13,11358,11,284,2732,2900,2101,1126,236,36,7,9437,3,122,1529,2162,1555,781,147,25,8,6331,5,81,1951,3538,2614,1028,195,17,3,9427,3,12,285,724,503,203,29,7,3,1769,0,21,216,685,621,244,66,27,11,1894,865,1101,2891,2577,1717,1082,833,536,263,11865,12758,12207,30609,33096,25099,17257,12804,5409,1565,150806
21305,296,2011,4070,3576,2112,1423,928,408,123,14949,182,2342,6240,5474,3199,1924,728,224,67,20376,96,1859,7116,6833,3812,2340,692,137,19,22909,26,845,5285,5376,2894,1614,424,78,10,16555,14,348,3972,4982,2640,1433,312,52,21,13760,3,142,2378,3793,1986,1039,177,26,5,9551,0,120,3408,7711,3428,1495,267,21,8,16451,3,26,493,1818,757,315,51,7,0,3466,3,17,407,1668,1014,420,88,24,5,3652,1168,1660,4338,3703,1950,1255,959,602,370,16016,16203,18465,52248,57834,31868,22475,14687,6174,1904,221868
21401,188,980,1441,1361,1255,1242,1072,573,179,8279,108,1074,2305,1898,1879,1701,837,333,114,10245,52,851,2710,2298,2361,1980,759,199,47,11262,9,386,2368,1958,1793,1340,452,92,21,8435,5,173,1868,1861,1581,1157,335,88,19,7094,3,56,1170,1473,1330,852,182,30,11,5110,0,59,1549,2466,2136,1235,275,49,6,7773,0,6,181,459,407,236,50,11,0,1348,6,9,159,523,623,345,103,34,12,1825,523,505,1254,1208,1219,953,792,752,602,7805,7827,7760,19076,19695,18983,16928,12919,7236,3017,113444
21402,296,1036,1136,1149,1406,1731,2119,1317,377,10563,237,1144,1619,1433,2005,2013,1723,852,243,11268,131,797,1954,1826,2385,2292,1632,723,149,11892,30,383,1716,1531,1938,1772,1015,394,104,8894,10,166,1537,1632,1941,1565,780,314,107,8049,0,77,875,1224,1421,1130,526,186,39,5479,9,60,1105,2345,2812,2104,829,250,68,9584,0,13,199,574,742,506,238,95,22,2385,7,12,224,1084,1562,1270,656,274,90,5183,623,463,918,1136,1455,1383,1667,1640,1345,10623,9616,7640,14555,17834,22616,23203,24115,15833,6029,141435
21501,107,421,633,508,618,698,631,370,123,4121,81,478,980,688,814,946,483,228,82,4788,42,346,1050,772,900,928,430,167,53,4703,8,187,680,561,626,652,274,82,18,3091,5,83,512,469,536,608,195,85,29,2525,3,28,266,290,353,363,112,29,8,1462,3,20,340,476,568,508,177,46,11,2156,0,0,37,81,84,105,57,18,11,389,0,5,62,132,169,194,85,46,10,715,322,249,682,624,710,751,813,659,517,5330,3127,2859,6896,6198,7280,9097,8082,4811,2123,50466
21502,107,424,776,610,570,611,500,215,68,3884,51,526,1033,723,787,731,383,115,43,4393,23,343,1113,846,814,829,341,78,22,4407,7,149,681,576,623,536,181,28,6,2783,0,85,566,542,522,419,126,52,27,2349,0,28,286,357,422,293,76,17,5,1488,0,12,297,514,542,382,100,33,6,1892,0,3,36,71,98,57,28,0,0,301,3,11,51,106,147,113,56,17,6,510,369,282,679,667,656,655,645,463,304,4721,3279,3176,7619,6720,7076,7383,6137,3505,1526,46427
21503,68,280,450,379,378,478,394,230,66,2726,43,306,607,527,520,594,313,118,43,3075,26,229,680,552,537,626,262,68,14,2995,6,101,397,354,343,395,125,53,11,1777,5,44,323,262,275,264,97,35,17,1322,0,12,156,193,181,200,71,30,5,854,0,14,161,256,267,217,89,15,6,1037,0,0,27,36,69,41,14,9,3,193,0,6,38,65,101,94,51,19,13,378,230,188,433,427,442,541,503,381,257,3398,1935,1862,4503,4175,4431,5575,4945,2936,1297,31652
21601,89,285,384,334,421,491,468,237,56,2762,40,301,518,429,512,593,344,119,47,2899,13,242,595,514,627,623,268,99,15,2990,3,107,388,380,417,385,158,30,8,1879,0,64,338,310,403,352,93,34,22,1614,5,22,155,226,249,210,65,12,8,955,0,17,190,299,389,297,66,12,9,1272,4,4,29,57,71,53,20,6,3,245,0,10,18,65,101,90,52,21,9,362,193,128,312,302,389,405,488,426,319,2966,2226,1881,3910,3906,4947,5730,5159,3205,1276,32243
21602,68,195,308,268,308,409,398,198,74,2231,29,210,421,340,369,434,248,122,29,2211,19,175,464,402,467,450,225,58,8,2268,8,72,292,291,316,292,134,20,7,1430,4,30,225,227,263,214,86,25,5,1082,3,14,105,144,186,150,49,6,3,663,0,6,115,210,290,207,46,16,3,894,0,0,22,50,47,31,15,8,0,173,0,0,20,43,75,61,42,17,5,268,167,104,281,271,299,349,400,345,169,2378,1644,1307,3055,3039,3661,4402,4581,2735,1050,25470
21603,122,520,803,710,674,637,649,302,75,4500,75,575,1211,975,993,777,465,205,70,5342,30,433,1290,979,1014,908,373,125,27,5182,5,218,879,694,755,673,220,64,17,3520,0,98,713,637,579,527,166,60,24,2802,0,33,352,468,487,336,104,34,13,1829,0,29,367,593,729,525,143,33,7,2426,0,4,58,105,134,90,36,9,3,434,7,4,57,165,231,181,49,31,14,742,400,357,840,756,710,704,642,532,256,5195,4109,3830,8876,8147,8499,8472,7190,4253,1648,55021
21701,83,244,333,312,393,433,480,222,99,2605,41,253,394,403,487,519,370,148,58,2676,27,195,522,424,567,597,271,74,21,2701,6,122,375,320,392,397,161,46,11,1831,5,36,296,303,338,367,151,50,17,1565,5,28,151,219,221,213,91,21,0,951,0,9,163,318,455,377,111,22,12,1471,0,0,17,42,75,55,22,15,0,230,0,5,41,65,116,109,63,45,11,457,175,121,246,305,312,384,449,324,185,2505,2057,1622,3532,3756,4688,5738,5411,2898,1184,30877
21703,91,245,357,331,373,510,468,221,66,2664,82,334,609,438,541,563,368,171,31,3143,40,272,752,517,639,638,329,99,12,3303,6,108,415,424,411,400,175,57,11,2012,3,37,272,331,363,315,141,41,15,1511,4,16,139,195,251,219,51,25,8,898,0,10,151,294,362,267,118,25,10,1230,0,4,29,46,91,48,20,10,0,247,0,0,35,95,128,121,70,39,7,497,235,129,323,327,398,429,444,322,209,2812,2142,1766,4143,4060,4872,5753,5227,2972,1171,32101
21704,108,368,551,518,515,565,590,287,75,3570,58,429,838,644,726,734,472,186,37,4125,19,319,1018,779,857,866,419,136,37,4449,9,117,711,619,655,626,239,80,12,3069,6,66,545,494,561,463,157,56,22,2381,0,14,333,392,454,314,129,24,5,1660,0,17,290,597,594,456,120,51,15,2145,0,7,40,106,101,96,47,7,3,420,4,11,76,181,242,205,89,34,11,849,265,177,422,420,442,441,469,368,278,3279,3156,2560,6237,6106,6714,7198,6448,3430,1445,43291
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
29999,9,31,110,51,56,36,29,5,0,332,13,37,129,52,48,48,16,8,0,344,9,34,116,59,48,36,13,0,0,323,0,18,61,34,27,31,17,0,0,189,5,3,69,37,31,22,6,6,0,180,0,7,39,21,16,19,3,0,0,107,0,0,48,42,26,13,5,0,0,141,0,0,3,17,6,8,3,0,0,41,0,0,15,35,21,12,0,0,0,85,174,214,655,823,616,405,194,37,14,3132,459,671,1819,1736,1393,1074,613,152,29,7946
