SA3_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
21105,320,237,553,150,115,267,20,9,22,0,0,5,27,25,52,25245,18720,43964,1361,1202,2567,707,14,721,149,21,164,115,12,127,164,89,251,545,482,1023,28797,20922,49716,108,90,197,0,0,0,10,5,15,126,76,199,21,21,38,16,3,15,269,201,472,3,0,3,0,0,0,11,9,25,32,22,50,0,3,3,50,32,81,243,87,335,572,320,887,57,45,102,0,5,16,11,5,10,65,62,128,7727,10164,17886,3698,6874,10574,172,129,295,41025,38464,79488
21201,399,380,776,49,64,112,13,0,10,5,0,0,32,44,71,20686,14464,35149,1072,1129,2196,575,16,589,125,8,135,53,19,76,147,72,218,312,305,612,23458,16504,39959,85,107,194,0,0,0,20,18,33,110,52,165,21,22,41,32,16,42,261,221,480,4,0,4,0,0,0,4,7,8,5,16,22,5,7,7,17,26,38,226,98,326,506,339,844,58,77,140,3,0,5,7,0,7,69,84,152,4499,6527,11029,2209,4322,6530,145,127,272,30878,27907,58784
21202,425,342,772,134,174,304,3,3,6,0,3,5,60,48,114,22846,15089,37932,1191,1472,2665,455,12,470,94,8,113,65,5,72,185,101,289,169,207,371,25630,17469,43103,105,120,223,0,0,0,15,14,27,143,80,221,25,24,50,17,11,27,298,250,546,0,0,0,0,0,0,16,11,23,12,36,48,8,3,8,34,49,81,216,103,323,548,401,949,69,100,172,4,7,11,6,3,14,84,109,195,6026,7523,13550,2438,4182,6617,148,105,253,34881,29785,64667
21203,851,689,1543,215,317,534,7,7,20,3,0,4,181,144,324,40934,27090,68031,2087,2744,4833,920,21,936,199,4,202,93,15,112,392,192,579,240,366,603,46113,31603,77721,204,315,522,0,0,0,25,29,51,282,150,430,24,82,106,18,19,40,556,590,1149,0,0,0,0,0,0,22,21,41,32,68,104,6,14,20,61,106,166,404,261,670,1022,963,1988,170,223,390,22,20,39,20,5,23,206,241,451,7500,10042,17542,3819,6859,10677,317,198,511,58985,49903,108888
21204,946,945,1898,434,685,1121,6,0,12,4,9,10,175,171,347,31373,18851,50225,1917,3087,5005,517,12,529,115,13,126,196,44,238,339,173,519,377,508,884,36413,24490,60911,269,466,738,0,0,0,40,48,92,208,131,340,25,61,83,25,18,42,571,728,1295,0,0,0,0,0,0,30,24,55,37,96,135,18,30,48,84,154,238,348,197,546,1006,1082,2086,197,268,463,15,25,37,6,9,14,216,303,511,6454,7305,13757,2753,4220,6970,293,185,485,47135,37580,84715
21205,1198,972,2179,436,623,1055,8,3,11,18,23,36,128,118,248,22922,16335,39258,1033,1787,2818,229,3,235,156,21,176,279,67,349,283,133,418,714,776,1481,27403,20857,48256,278,303,581,0,0,0,69,101,175,244,141,382,30,52,82,35,24,56,651,626,1279,0,0,0,17,12,25,28,25,54,39,85,121,22,24,42,101,147,249,239,190,431,991,963,1956,194,207,402,15,37,54,14,10,26,229,249,474,14072,13462,27534,3670,5630,9300,204,157,364,46565,41321,87886
21301,1144,1319,2459,215,329,543,6,3,11,9,14,19,158,116,274,28130,16986,45115,1507,2370,3872,460,10,469,137,14,152,134,33,175,265,128,398,247,338,587,32412,21669,54078,229,382,613,0,0,0,55,113,169,231,178,409,40,102,134,40,21,56,587,795,1385,0,0,0,0,3,0,15,21,38,31,53,86,3,11,14,53,92,139,321,196,528,964,1084,2050,186,315,499,11,12,23,15,0,16,214,331,536,6038,7800,13838,3187,4784,7980,266,174,438,43083,35843,78928
21302,534,466,999,81,120,193,10,0,13,3,0,4,38,31,72,10993,7389,18391,496,637,1129,132,3,134,91,14,104,225,77,298,93,72,161,242,324,565,12928,9139,22066,62,112,171,0,0,0,32,53,83,74,64,144,15,22,38,44,14,60,223,272,495,0,0,0,7,3,15,10,4,12,11,16,22,0,0,3,25,30,54,134,65,199,381,366,748,76,77,148,0,0,3,3,0,6,81,76,162,6536,8263,14797,1832,3031,4870,79,77,157,21837,20959,42791
21303,892,811,1704,213,288,509,3,3,6,57,114,168,82,72,151,10331,6681,17015,445,794,1232,97,6,101,164,20,183,445,194,635,94,75,164,448,510,954,13272,9564,22831,178,244,424,0,0,0,134,160,293,74,60,136,18,43,61,55,32,86,451,539,994,0,0,0,17,44,62,17,11,27,9,25,30,8,6,18,48,83,137,143,98,238,639,723,1365,153,193,345,8,7,17,6,4,5,164,207,367,7914,9088,16998,2139,3179,5325,94,71,171,24226,22830,47058
21304,759,705,1459,107,183,291,8,10,16,3,10,16,88,62,146,31609,20882,52493,1800,2064,3868,723,18,737,125,7,129,67,23,91,284,158,441,244,327,578,35816,24454,60271,109,197,304,0,0,0,22,43,62,249,199,440,31,64,92,20,10,35,421,513,938,4,0,4,0,0,3,11,14,27,21,39,65,6,4,12,42,60,103,326,181,506,794,750,1542,145,203,350,3,10,18,7,4,10,159,218,377,7425,10332,17753,3944,6359,10302,234,161,397,48370,42267,90639
21305,1762,2053,3811,218,434,649,15,3,16,13,15,25,239,249,481,43769,26362,70126,2448,3443,5893,786,11,795,265,29,290,228,62,290,531,234,772,390,581,972,50662,33474,84134,399,635,1037,0,0,0,79,128,204,542,305,842,59,175,239,64,37,104,1146,1284,2428,0,0,0,0,0,0,32,27,57,32,69,106,14,20,30,74,112,192,530,275,804,1757,1667,3423,423,700,1123,20,18,38,15,12,31,460,737,1196,17172,17621,34791,5536,8291,13829,429,258,686,76004,62044,138048
21401,290,185,467,196,231,429,21,5,25,0,0,0,60,49,116,22804,17054,39861,1255,1208,2463,405,14,419,149,12,164,153,48,202,152,97,241,365,398,759,25850,19296,45145,79,72,152,0,0,0,8,3,14,96,43,144,12,10,19,22,9,30,215,137,353,3,0,3,0,0,0,17,4,15,22,42,61,6,9,22,47,57,104,199,108,311,462,299,761,52,47,99,8,10,21,11,0,7,69,61,129,5552,8150,13702,2925,5639,8568,118,121,246,34983,33566,68545
21402,88,41,129,133,128,255,11,7,24,0,3,6,20,7,24,23244,17978,41224,1248,1246,2488,505,18,524,103,0,104,185,55,241,222,113,333,1072,666,1733,26824,20264,47086,16,16,28,0,0,0,5,0,5,73,29,105,8,11,16,4,0,4,104,50,154,4,0,4,0,0,0,6,12,24,15,30,39,4,3,12,28,44,72,213,79,287,342,173,517,13,7,19,4,3,8,17,3,14,34,17,43,7505,9614,17119,3808,6690,10497,249,261,509,38755,37014,75773
21501,0,0,6,36,38,70,9,3,9,0,0,0,15,10,21,9174,7637,16814,566,649,1207,183,8,195,49,13,62,171,42,212,165,51,214,861,736,1599,11221,9194,20418,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,3,3,4,8,0,0,0,14,3,12,114,37,153,134,43,175,0,0,0,0,0,0,14,6,17,14,7,19,1567,1793,3357,975,1706,2679,128,113,243,14033,12853,26892
21502,5,3,6,68,48,115,5,0,5,0,0,0,17,19,40,9203,7898,17100,809,1005,1821,159,4,162,69,11,83,69,40,107,67,39,111,421,373,798,10887,9451,20332,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,5,3,7,4,10,13,3,0,3,12,15,30,92,44,136,107,58,162,0,4,3,0,5,6,7,0,8,11,8,15,951,1329,2280,737,1314,2050,145,115,257,12827,12270,25101
21503,0,0,0,101,18,120,5,0,5,3,0,3,14,11,27,6169,4744,10909,496,539,1035,117,3,116,48,13,58,81,33,116,84,22,106,549,507,1056,7663,5896,13559,0,5,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,10,3,8,79,41,121,87,51,143,0,0,0,0,0,0,7,0,8,8,3,12,837,920,1754,423,836,1258,105,77,182,9121,7783,16906
21601,3,3,5,6,3,13,4,0,0,0,0,0,4,10,12,6035,5281,11311,420,380,800,136,6,142,88,15,103,107,37,142,60,21,83,375,373,743,7242,6129,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,6,68,28,96,70,33,102,0,0,0,0,0,0,5,0,5,6,0,6,902,1114,2019,638,1162,1797,86,75,165,8944,8518,17465
21602,0,0,0,5,5,18,0,0,0,0,0,3,3,0,0,4567,3842,8404,303,318,620,98,0,96,33,15,49,79,19,102,46,17,64,313,283,595,5443,4510,9952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,58,29,82,58,34,89,5,0,5,0,0,0,0,0,0,4,0,4,685,748,1433,425,818,1243,87,61,146,6699,6168,12870
21603,3,3,9,30,36,70,5,0,6,0,0,3,25,34,61,11165,9280,20446,767,995,1763,175,8,183,73,15,88,146,57,200,87,49,130,494,438,924,12972,10912,23884,0,0,4,0,0,0,4,0,3,3,6,7,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,5,0,5,8,8,12,6,6,8,14,8,26,100,67,164,123,85,207,0,0,0,0,0,0,9,3,11,9,8,10,1260,1644,2908,992,1802,2792,119,100,213,15464,14550,30019
21701,4,0,4,8,5,16,5,0,5,0,0,0,10,7,22,5667,4892,10559,365,357,723,142,7,142,35,17,50,59,13,70,73,23,95,438,392,829,6796,5715,12514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,59,29,90,63,33,98,0,0,0,0,0,0,10,0,12,12,5,15,1048,1091,2142,654,1012,1670,81,80,152,8653,7932,16589
21703,10,3,13,15,5,23,0,0,0,0,0,0,21,4,30,5964,4931,10895,374,436,814,129,9,140,96,20,119,73,30,98,90,53,140,638,512,1149,7413,6008,13420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,8,4,12,65,31,95,68,39,110,0,0,0,0,0,0,8,0,8,8,4,13,1303,1325,2626,701,1162,1866,108,73,188,9608,8607,18216
21704,4,5,12,51,30,85,7,0,7,0,0,3,25,24,48,8754,7778,16535,600,682,1282,150,0,150,62,16,76,127,46,174,95,38,131,563,460,1022,10444,9090,19526,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,5,0,8,0,6,9,0,0,0,12,11,16,85,43,130,105,53,156,0,0,0,0,0,6,4,0,9,10,4,12,1466,1754,3218,980,1760,2737,89,84,177,13091,12739,25830
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
29999,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
