SA3_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
21204,46,100,202,401,144,1146,120,744,74,2968,309,1174,1217,1221,826,1470,790,1525,247,8784,1664,5435,3540,2427,2563,1532,2387,3300,732,23581,2256,4130,2911,1970,2370,1018,1972,2494,513,19637,1639,2213,2257,1680,1813,874,1992,2635,368,15472,1083,1113,1563,1121,1382,589,1776,2203,262,11098,283,376,394,265,418,180,396,513,62,2897,31,39,37,13,32,16,6,59,19,257,3,0,3,0,0,4,0,0,5,16,7311,14594,12124,9112,9543,6827,9443,13480,2279,84715
21205,47,194,203,719,254,1373,97,690,62,3643,381,2034,994,1611,1219,1786,509,1036,197,9767,2049,8271,2283,1727,2399,1527,964,1537,513,21271,3793,7551,1805,1326,2379,1122,571,792,427,19763,3411,5464,1701,1441,2499,1056,663,953,329,17522,1927,3425,1284,986,1916,678,635,929,211,11993,471,973,335,264,613,191,185,277,76,3387,91,123,40,23,95,33,11,48,28,506,6,5,8,0,4,0,3,0,15,52,12175,28046,8652,8092,11378,7752,3638,6279,1866,87886
21301,50,76,256,385,158,1262,163,704,78,3136,291,1109,1181,1207,964,1446,775,1106,282,8360,1488,4857,2971,2276,2726,1395,2203,2107,695,20714,1945,3396,2408,1822,2333,948,1875,1961,481,17170,1585,2056,2075,1657,2167,856,2268,2375,388,15427,1010,1188,1570,1186,1669,648,1952,2005,265,11485,223,285,290,241,347,142,382,477,77,2464,20,33,17,6,21,10,17,30,5,156,0,3,0,0,0,0,0,0,4,9,6604,13004,10759,8774,10391,6713,9633,10767,2274,78928
21302,17,38,142,307,80,663,64,393,26,1734,148,466,452,520,351,519,163,266,49,2924,1100,2993,1201,837,1121,529,422,455,191,8857,2348,3779,1110,775,1428,489,409,412,210,10974,2097,2692,975,788,1488,522,569,504,197,9832,1101,1684,753,588,1180,368,533,519,116,6849,207,342,155,128,250,87,122,137,42,1472,18,35,16,9,16,9,7,19,8,143,5,0,0,0,0,0,0,0,3,12,7036,12031,4812,3956,5911,3195,2286,2716,847,42791
21303,12,35,63,266,64,499,19,255,20,1240,176,593,396,747,517,662,235,450,81,3847,1749,5731,1496,1542,1834,1020,719,973,308,15379,2525,4813,1056,842,1472,504,409,540,214,12360,1733,2591,741,678,1102,365,460,505,158,8335,684,1234,464,414,718,284,447,471,92,4816,142,239,89,75,145,67,111,125,18,1000,20,17,4,4,5,9,0,9,8,74,0,0,0,0,0,0,0,0,0,3,7038,15251,4310,4565,5859,3407,2402,3333,896,47058
21304,52,87,594,559,213,2015,195,1056,84,4847,371,915,1585,1156,1031,1404,726,940,207,8315,1785,4631,3570,2685,2955,1460,2309,1815,555,21763,3112,5295,3210,2845,3677,1381,2796,1788,538,24648,2541,3034,2350,2179,3042,1179,2250,1721,409,18701,1085,1231,1276,1232,1657,702,1517,1166,209,10072,223,265,261,226,372,124,307,309,46,2129,19,22,11,10,21,12,16,28,13,149,4,0,0,0,0,0,0,0,7,13,9189,15479,12842,10892,12969,8270,10115,8812,2065,90639
21305,82,150,510,621,243,2165,271,1156,116,5310,502,1140,2039,1707,1250,1885,1569,1729,354,12185,2937,8885,4703,4211,4568,2443,4748,3216,1049,36751,5999,12928,4461,4685,6056,2301,4178,2664,1031,44297,3297,4637,2755,2761,3664,1296,2802,2040,495,23743,1494,1913,1532,1421,2266,852,1837,1491,228,13042,314,433,284,228,401,170,334,321,57,2544,33,27,16,10,19,6,15,26,8,166,4,0,0,0,0,0,0,4,5,11,14663,30109,16303,15644,18469,11126,15747,12645,3342,138048
21401,51,36,459,529,100,1322,92,866,60,3508,258,543,1210,1041,509,982,306,736,103,5683,1483,3553,3233,1836,1698,1078,742,1220,284,15133,2402,3574,2582,1704,2060,993,849,1165,277,15612,2224,2775,2154,1711,2232,1003,1113,1237,248,14690,1356,1740,1514,1297,1877,829,1021,1137,173,10938,308,505,354,268,470,209,232,287,62,2692,40,59,25,16,34,29,14,40,18,271,0,0,0,0,0,0,0,5,5,16,8120,12782,11535,8402,8986,6439,4361,6696,1227,68545
21402,61,67,742,1106,126,1545,103,1005,98,4855,262,489,1552,1345,408,993,215,645,107,6018,1276,2670,2819,1554,1037,828,360,946,199,11683,2769,3546,2490,1416,1619,856,401,903,248,14251,3598,3940,2571,1873,2289,1310,680,1277,330,17877,2693,3189,1978,1504,2209,1124,758,1205,234,14896,1024,1308,539,348,885,426,234,398,138,5300,216,194,63,26,123,58,36,73,56,838,15,17,0,0,3,0,0,0,6,54,11921,15422,12759,9177,8704,7142,2789,6450,1413,75773
21501,58,9,233,206,34,443,54,439,29,1510,122,194,430,346,159,233,132,415,31,2064,620,1085,805,677,439,308,300,849,102,5191,975,852,553,562,478,289,287,490,78,4561,1210,837,524,769,614,311,375,606,93,5354,1432,736,539,761,634,341,496,699,89,5731,748,217,146,180,173,88,143,219,37,1959,281,27,27,15,23,18,18,31,34,463,39,0,0,0,0,3,0,5,14,59,5486,3948,3255,3514,2560,2045,1808,3755,512,26892
21502,36,25,208,150,48,604,43,362,29,1505,131,200,464,361,183,319,112,339,69,2185,547,1155,855,728,446,383,331,853,138,5444,781,961,683,553,537,286,335,633,109,4878,916,917,578,609,635,375,361,625,137,5146,802,640,454,537,574,323,443,636,90,4490,326,184,119,99,168,75,122,171,31,1287,54,14,8,7,12,8,8,17,23,141,10,0,0,0,0,0,0,0,8,24,3596,4105,3362,3035,2607,2371,1754,3642,626,25101
21503,42,8,158,123,37,257,37,217,21,906,129,116,286,193,93,155,69,258,23,1322,465,584,487,359,274,188,201,669,85,3308,647,503,390,275,318,180,192,522,81,3100,767,413,320,351,371,195,253,500,60,3233,868,415,352,356,391,207,320,545,57,3499,450,147,104,72,116,78,110,149,40,1264,122,12,11,9,15,9,11,29,29,247,16,0,0,0,0,0,0,0,4,22,3510,2204,2111,1740,1608,1267,1188,2885,399,16906
21601,31,17,202,182,24,380,17,265,23,1157,80,133,360,233,90,175,59,238,24,1393,337,593,607,363,243,207,171,403,46,2976,553,578,460,341,302,191,183,403,40,3053,702,537,491,461,423,269,337,510,60,3799,736,457,382,439,446,242,394,504,70,3669,361,155,98,108,130,78,100,153,30,1206,101,16,10,0,13,3,8,23,23,193,16,0,0,0,0,4,0,0,11,32,2922,2487,2612,2131,1668,1545,1273,2503,329,17465
21602,26,8,155,134,16,236,17,213,25,829,76,70,246,158,66,107,47,185,17,973,275,389,439,307,174,130,130,422,47,2316,451,344,334,240,252,138,146,334,49,2297,570,348,320,303,328,190,221,409,46,2730,520,345,271,286,305,183,258,454,57,2682,277,116,59,65,93,48,102,105,25,881,77,6,11,8,7,3,4,16,15,143,10,0,0,0,0,0,0,0,0,19,2289,1630,1837,1498,1242,1045,925,2133,276,12870
21603,40,32,245,219,83,737,33,442,40,1868,144,286,543,454,225,333,128,415,52,2588,640,1500,1072,796,587,396,337,897,128,6353,891,1299,768,688,616,338,354,777,120,5853,1100,1053,687,707,821,432,497,815,111,6211,946,818,599,528,747,344,468,702,88,5248,366,278,145,124,226,90,155,221,36,1640,87,26,13,5,28,17,19,22,14,222,12,0,0,0,0,0,0,0,8,29,4221,5299,4066,3524,3321,2692,1992,4301,597,30019
21701,25,6,141,160,30,330,29,275,27,1021,76,104,262,202,83,146,76,222,17,1186,328,549,459,382,194,184,212,346,48,2700,513,550,426,308,288,170,238,301,53,2854,670,556,480,425,402,221,303,402,69,3533,743,512,377,409,406,200,396,472,60,3579,567,183,94,107,137,56,90,148,29,1405,175,25,6,6,5,8,13,17,26,272,16,3,4,0,0,0,4,6,13,38,3111,2483,2249,1988,1549,1325,1355,2193,337,16589
21703,63,9,165,150,20,350,38,367,31,1192,126,89,283,215,73,140,99,341,19,1382,447,484,549,358,210,184,200,732,57,3227,678,524,432,329,286,165,242,500,54,3200,872,485,430,449,388,219,337,525,62,3776,872,487,379,407,383,200,380,509,60,3677,537,178,100,93,124,84,109,175,49,1436,178,22,6,4,21,11,13,27,12,290,19,0,0,0,4,3,0,0,8,34,3784,2267,2350,2005,1511,1359,1412,3174,348,18216
21704,47,14,248,240,64,646,43,455,43,1810,134,165,371,359,152,283,94,377,46,1980,507,1177,933,651,399,354,224,714,89,5056,777,1216,746,581,498,293,220,546,61,4927,1029,1079,589,642,669,344,335,581,100,5362,926,871,454,566,591,348,402,639,66,4864,488,229,120,112,165,98,110,183,39,1541,133,22,16,7,13,14,7,26,20,260,26,0,0,0,4,0,0,0,5,29,4075,4773,3490,3162,2560,2372,1425,3510,461,25830
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,15
29999,4,0,17,14,4,26,9,10,0,82,7,18,32,45,16,30,15,35,3,217,41,143,83,80,47,36,45,117,14,600,45,89,48,24,29,16,21,53,13,341,34,40,37,32,18,15,38,60,6,277,30,39,28,27,24,10,31,29,5,227,4,7,10,4,3,4,5,6,3,47,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,174,334,250,227,143,129,177,308,49,1797
