SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
21203,4097,1317,484,216,53,9,9221,123,767,987,562,319,142,50,9,2953,1770,7997,8456,3821,1741,879,272,53,24983,1412,5288,6111,3639,2034,992,319,66,19866,2888,7242,6542,5365,3819,1856,710,156,28572,441,453,384,314,229,74,27,4,1932,236,492,623,586,448,244,95,16,2741,3565,8186,7542,6269,4487,2176,836,174,33245,79,226,295,161,123,90,44,14,1036,1598,2499,2178,1527,1256,946,637,280,10907,8688,27869,29670,17295,10444,5436,2209,592,102204
21204,2887,1133,548,303,78,22,9506,93,609,614,456,313,214,73,12,2383,2364,8870,6147,3166,1932,1268,487,146,24369,1241,3599,3423,2527,1768,1107,422,136,14227,1659,3377,3175,3132,2640,1932,1016,275,17202,240,278,280,232,184,119,37,8,1386,146,376,416,473,432,310,147,38,2341,2043,4029,3866,3843,3256,2369,1205,317,20929,89,255,256,151,121,126,76,34,1113,1555,2720,2007,1499,1449,1430,1190,660,12502,7673,24330,19198,12765,9390,6816,3530,1329,85033
21205,5904,3299,2115,1106,503,87,20393,93,712,966,993,832,575,220,44,4428,3870,10218,8874,6728,4422,2771,1283,446,38615,1300,2298,2641,2820,2352,1747,1127,384,14665,1195,1983,1724,2353,2121,1391,1046,432,12248,193,139,110,145,134,113,43,18,894,123,166,245,425,455,353,279,133,2184,1509,2285,2079,2923,2711,1861,1374,581,15326,109,186,206,175,167,179,126,71,1211,1333,1967,1270,1044,914,919,1165,1100,9712,8820,24434,21955,17977,13507,9153,5789,2704,104348
21301,1725,741,439,219,58,6,6431,94,609,596,462,289,133,33,6,2222,2308,7708,5272,3092,1832,1074,299,57,21641,1134,3234,3069,2285,1665,840,251,53,12540,1679,3579,3568,3431,3113,1912,782,203,18261,241,281,321,291,247,114,19,0,1519,157,341,399,551,501,278,102,31,2353,2070,4203,4292,4276,3857,2298,903,235,22133,74,201,165,109,133,112,36,10,832,1766,2849,2199,1726,1550,1456,1092,608,13250,7734,21757,17325,12688,9762,6130,2674,977,79053
21302,1773,1189,737,348,102,10,5412,42,413,647,609,490,265,53,6,2524,811,3704,4486,2900,1664,825,264,55,14706,317,1153,1567,1624,1158,595,236,61,6715,577,1697,1762,1811,1678,1046,433,178,9174,83,93,89,100,97,59,14,6,543,59,100,187,254,238,162,44,20,1053,719,1884,2036,2164,2012,1267,489,197,10770,14,61,68,52,64,58,31,6,354,413,789,739,638,534,543,448,311,4416,2375,9203,11315,9173,6660,3890,1628,656,44901
21303,2469,1204,583,229,45,3,8144,37,691,818,623,395,148,27,0,2734,1190,6966,5397,2921,1257,554,157,40,18468,478,1746,1639,1245,766,377,102,31,6389,600,1736,1373,1153,968,498,189,67,6588,115,137,92,84,69,34,12,0,548,40,160,174,222,183,110,28,10,925,756,2038,1642,1456,1221,648,229,74,8064,37,134,83,49,49,33,10,3,397,559,1437,891,641,576,451,329,319,5202,3282,16391,12938,8134,4839,2442,901,470,49395
21304,2896,1102,458,225,64,4,7118,114,719,929,618,289,197,35,0,2902,1559,6450,7161,3783,1584,918,267,45,21774,930,3793,4506,2985,1643,846,303,63,15076,2337,6124,5990,4854,3252,1832,626,114,25135,321,356,362,293,195,97,16,6,1641,199,412,608,582,407,266,79,22,2571,2862,6884,6961,5728,3855,2197,718,139,29349,36,159,234,132,92,69,31,12,784,1619,2399,2205,1577,1167,985,642,261,10860,7259,22646,24899,15931,9088,5437,2066,534,87858
21305,11217,2704,958,466,106,10,23999,154,1138,1792,958,483,248,59,5,4840,2620,13446,16449,5752,2591,1517,368,52,42801,1661,6220,7093,4062,2401,1214,364,56,23069,3075,6858,6364,5315,3743,1869,681,138,28038,394,440,389,287,226,110,20,0,1877,252,522,767,660,496,286,82,18,3082,3722,7820,7523,6262,4466,2265,787,159,32998,119,456,572,231,170,132,66,6,1759,2567,4386,3873,2049,1453,1173,745,392,16646,11255,41594,48523,22024,12519,7017,2489,687,146108
21401,1102,771,495,303,82,26,3805,64,507,717,586,428,324,88,13,2718,771,3955,3833,2703,1662,1184,455,113,14672,615,2459,3032,2660,1989,1282,518,140,12691,1712,5050,4727,4498,3734,2186,1020,272,23207,252,245,261,200,198,127,32,9,1335,115,252,346,386,396,324,161,40,2018,2085,5545,5342,5091,4325,2642,1218,316,26558,35,90,90,83,103,96,80,41,622,940,1295,1266,1291,1110,1046,1000,695,8650,4556,14819,15370,13186,10121,6869,3436,1337,69705
21402,1006,1164,1122,1003,425,72,5529,47,329,678,859,902,819,276,36,3950,709,3215,4083,4191,3386,3230,1668,406,20885,590,1727,2548,3222,2985,2868,1562,418,15917,1658,4125,4369,5004,4929,3555,1889,550,26087,251,191,211,228,255,206,82,27,1454,105,221,312,456,506,567,354,116,2633,2023,4541,4886,5690,5691,4323,2330,687,30166,33,57,83,103,135,200,179,83,871,1065,941,1166,1547,1630,2141,2149,1320,11957,4498,11507,14448,16771,15849,14588,8590,3019,89268
21501,217,174,138,97,27,7,977,30,160,177,181,182,156,47,3,934,188,1115,920,789,680,559,217,49,4525,155,607,709,860,951,682,276,76,4324,790,1950,1630,1691,1975,1221,457,116,9815,113,139,111,95,103,69,28,3,665,40,68,108,138,159,128,45,17,698,946,2150,1840,1921,2238,1425,528,132,11176,7,25,20,24,34,51,33,15,204,548,570,502,626,791,963,820,517,5342,1893,4924,4391,4573,5012,3934,1947,802,27485
21502,227,160,121,63,24,4,877,11,156,166,208,159,105,16,4,821,191,1219,981,754,553,348,122,35,4214,176,631,695,743,700,484,170,25,3630,801,2023,1687,1617,1409,827,314,73,8757,135,164,122,106,86,34,13,0,657,58,78,101,149,104,81,33,8,606,992,2262,1911,1868,1601,945,358,84,10025,8,35,38,34,28,32,22,10,214,629,756,706,692,760,755,584,323,5211,2041,5322,4724,4452,3912,2733,1301,483,24978
21503,87,61,50,39,8,0,406,11,77,80,99,122,66,28,6,480,123,653,574,406,319,272,94,24,2469,90,370,411,419,412,358,136,47,2242,471,1131,1031,1037,1190,731,239,51,5888,69,68,57,47,55,46,9,0,349,26,54,73,77,87,69,27,4,419,565,1252,1166,1155,1333,843,278,55,6657,6,25,15,14,15,28,10,6,121,415,460,481,468,599,611,483,297,3814,1231,2980,2816,2620,2851,2219,1036,437,16194
21601,102,102,78,52,13,0,488,3,87,106,116,112,76,31,0,531,124,649,639,535,400,320,111,19,2791,93,327,433,529,547,396,177,38,2550,570,1240,1140,1293,1341,836,321,83,6831,74,67,71,49,70,27,14,5,375,24,44,61,84,109,77,29,13,438,677,1359,1271,1427,1515,942,361,94,7644,3,15,19,17,19,26,29,4,131,329,317,329,412,527,579,538,355,3385,1249,2878,2896,3130,3197,2386,1263,520,17524
21602,64,60,47,37,15,3,320,5,61,74,78,88,66,16,0,386,64,477,397,345,272,248,93,21,1923,85,297,313,383,395,347,159,31,2008,411,903,912,955,959,697,317,65,5223,38,53,65,45,52,43,16,0,324,16,41,44,64,93,67,37,0,377,469,1000,1023,1076,1106,813,370,71,5920,6,11,19,12,23,22,22,3,113,279,286,279,344,395,522,442,218,2768,919,2215,2168,2293,2316,2051,1114,353,13438
21603,386,259,181,111,31,7,1490,20,236,274,271,216,145,30,5,1198,297,1590,1274,875,678,520,159,37,5440,246,894,980,916,838,564,233,56,4734,971,2071,1778,1851,1662,1012,414,92,9843,168,137,110,110,66,57,14,0,662,66,100,123,162,135,98,53,14,752,1202,2309,2004,2133,1862,1171,475,112,11259,20,46,47,24,36,32,13,9,234,725,867,757,748,795,747,758,477,5874,2558,6416,5725,5225,4606,3288,1709,695,30231
21701,122,118,93,99,21,6,607,13,69,116,121,148,111,28,7,610,107,563,574,536,447,420,150,22,2820,70,331,430,482,526,486,168,46,2557,553,1104,1028,1244,1352,827,270,76,6448,103,74,81,63,70,39,9,0,440,20,47,62,97,97,93,33,9,470,673,1226,1170,1401,1522,956,315,84,7349,10,0,15,13,28,37,20,11,136,285,247,313,368,485,593,468,270,3033,1167,2564,2745,3043,3254,2713,1182,443,17108
21703,142,143,150,121,28,3,721,15,77,110,110,130,128,32,3,602,115,669,620,571,483,514,166,34,3173,75,357,404,514,599,495,190,46,2674,536,1244,1196,1220,1258,706,254,52,6470,70,69,77,55,55,45,10,3,377,24,55,53,77,95,85,34,5,437,632,1375,1325,1355,1405,838,293,65,7290,0,25,17,17,19,31,15,8,132,336,332,347,413,508,558,455,263,3202,1179,2969,2956,3123,3295,2683,1175,416,17796
21704,310,264,265,189,54,10,1415,21,161,240,258,234,182,40,6,1141,203,1299,1280,1019,827,689,224,61,5598,129,619,717,793,795,659,277,60,4051,786,1740,1688,1632,1449,816,318,77,8510,115,101,79,77,86,55,15,5,536,38,57,73,129,128,111,56,18,610,941,1896,1840,1835,1666,984,387,102,9654,5,27,21,17,27,26,26,9,162,430,439,461,459,526,614,545,334,3810,1746,4745,4869,4646,4339,3341,1560,588,25833
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3,15,4,0,0,40
29999,77,37,26,13,0,0,239,4,20,25,17,21,9,0,0,98,44,280,153,107,71,37,8,0,701,25,95,66,56,79,42,7,0,372,100,227,210,170,141,83,20,0,949,29,26,20,17,13,7,0,0,112,3,13,17,25,11,11,0,0,90,131,270,243,211,161,104,20,0,1148,9,8,8,8,8,0,0,0,37,397,694,879,659,422,207,45,15,3316,608,1458,1448,1099,779,411,85,18,5907
