SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
21304,2681,2698,5379,7284,6639,13929,2100,2172,4278,1429,1513,2938,10836,10337,21176,4534,4442,8976,1592,1762,3351,1318,1369,2687,7467,7574,15039,427,369,801,351,515,867,657,269,934,668,1158,1824,8,5,7,2117,2318,4433,1729,2412,4136,469,891,1362,238,307,542,493,979,1477,3,9,15,2934,4594,7527,5066,6913,11981,497,536,1027,539,909,1451,8,15,20,1040,1457,2498,6904,5312,12210,33988,34298,68285
21305,4566,4111,8681,11516,10697,22210,3055,3035,6087,2246,2327,4575,16859,16085,32946,6178,5450,11635,2209,2406,4615,1597,1595,3194,10009,9472,19482,1046,639,1684,1029,1256,2284,850,417,1265,1237,2114,3352,12,12,27,4172,4433,8608,2955,3523,6477,1402,1918,3318,351,448,799,959,1580,2538,22,24,44,5689,7486,13180,9885,11952,21829,1302,1105,2405,1152,1650,2804,27,17,42,2486,2768,5251,9611,8109,17721,53412,52503,105918
21401,1764,1611,3373,4662,4437,9100,744,700,1448,373,343,711,5786,5481,11269,3394,3131,6531,554,528,1086,525,555,1084,4480,4227,8705,224,348,579,199,412,611,625,274,901,601,848,1449,7,0,14,1656,1886,3542,817,1278,2090,242,518,759,105,214,327,431,930,1362,6,12,19,1607,2952,4557,3268,4844,8110,191,201,395,292,501,787,0,7,7,484,715,1196,3681,3640,7318,19460,20521,39979
21402,1732,1530,3264,4985,4569,9549,849,801,1652,675,734,1413,6513,6111,12618,2892,2680,5572,1205,1228,2435,1308,1416,2720,5401,5334,10737,312,290,604,146,316,464,697,248,945,448,822,1273,11,10,17,1607,1687,3292,899,1325,2226,180,448,629,150,214,363,419,913,1334,10,7,14,1660,2913,4572,3274,4603,7874,182,122,303,260,470,725,5,13,20,443,599,1045,4642,4996,9640,22012,23172,45182
21501,578,559,1139,1591,1390,2988,435,415,846,205,234,441,2239,2046,4283,1301,1183,2489,285,339,627,153,163,313,1741,1685,3429,49,63,108,32,73,104,179,102,288,138,275,411,0,0,3,401,509,911,99,181,282,48,140,186,23,63,89,99,305,404,3,0,8,277,687,970,676,1198,1878,77,59,136,111,189,306,3,8,13,194,256,448,2932,2086,5016,8365,7833,16196
21502,617,569,1182,1729,1638,3366,375,432,806,203,190,390,2307,2258,4564,1335,1283,2617,275,320,593,121,123,247,1741,1729,3466,100,128,224,69,134,205,203,127,332,195,382,580,4,5,6,575,773,1341,102,230,335,59,139,194,30,50,79,98,256,352,0,3,3,291,681,969,862,1450,2308,80,78,157,117,199,311,8,6,20,206,285,485,2432,2301,4730,8160,8584,16740
21503,343,336,679,922,814,1736,493,503,989,61,56,115,1477,1375,2848,823,801,1627,185,228,416,64,71,128,1069,1102,2175,36,59,93,25,59,86,129,66,193,84,210,295,3,6,8,275,397,669,72,132,209,27,54,77,12,28,42,40,151,196,0,0,0,150,369,519,426,764,1190,36,28,64,55,100,151,5,0,5,90,121,219,1732,1596,3321,5143,5290,10436
21601,361,333,697,954,887,1834,478,536,1015,91,79,173,1521,1504,3025,664,612,1278,434,456,887,116,147,268,1216,1217,2432,51,45,97,31,73,103,183,117,298,115,231,341,3,8,6,379,465,847,63,153,214,15,84,95,11,29,40,55,168,222,0,0,0,144,430,578,526,896,1424,27,28,55,50,110,159,0,6,6,81,140,223,1453,1398,2849,5162,5490,10655
21602,294,250,543,624,536,1159,470,461,936,79,76,156,1171,1078,2252,429,449,873,318,362,684,96,124,215,849,935,1779,28,33,65,23,64,81,132,85,217,99,175,269,7,3,11,284,361,647,53,91,143,24,48,70,7,23,32,34,143,173,0,0,3,123,308,429,407,666,1075,23,18,39,37,79,116,4,0,3,62,96,159,1196,1184,2379,3977,4206,8187
21603,772,650,1432,2066,1855,3918,710,774,1484,148,146,295,2926,2777,5706,1102,1071,2166,964,853,1816,341,293,634,2407,2221,4630,85,152,233,74,181,256,297,193,492,237,420,655,10,9,18,697,959,1653,189,362,551,92,186,273,30,96,127,176,350,519,0,3,8,489,991,1472,1183,1954,3139,96,97,198,151,230,372,13,5,11,259,325,582,2835,2504,5338,10383,10440,20821
21701,330,325,653,862,806,1669,274,279,557,188,179,362,1327,1262,2592,596,547,1142,285,297,582,263,247,507,1139,1090,2229,39,58,98,21,53,69,153,83,235,93,206,295,0,3,4,306,399,702,47,77,132,25,66,92,12,36,44,78,174,250,0,0,0,161,356,518,468,755,1221,43,29,66,44,81,127,0,6,7,85,118,197,1243,1223,2467,4581,4778,9357
21703,384,358,744,910,859,1776,538,513,1049,9,9,21,1466,1387,2851,660,572,1230,533,530,1067,36,24,60,1230,1126,2355,35,45,85,31,59,93,161,78,241,99,166,265,7,3,7,335,357,691,57,144,203,34,96,129,14,34,46,67,154,221,0,3,4,171,430,601,505,792,1297,37,39,73,43,78,117,0,4,4,81,114,197,1411,1299,2716,5078,5078,10159
21704,547,531,1079,1233,1095,2333,891,855,1747,84,74,160,2211,2030,4235,1048,1047,2090,543,680,1222,117,95,221,1713,1823,3535,68,109,177,67,148,217,244,170,414,259,331,593,8,0,9,650,759,1411,118,279,402,83,139,213,30,41,69,137,330,463,0,3,5,367,794,1153,1015,1554,2568,32,37,72,69,129,198,0,6,9,106,172,278,1631,1583,3208,7217,7689,14904
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,25,3,29
29999,45,31,78,137,129,266,10,10,20,9,11,18,155,154,303,63,78,137,6,4,17,3,14,14,73,97,172,12,26,36,6,29,37,13,4,20,24,27,52,4,0,3,54,92,146,39,50,90,23,41,69,5,20,21,22,42,64,0,0,0,91,152,244,148,246,391,13,11,25,17,25,39,0,0,0,27,40,71,2220,1366,3584,2670,1932,4600
