SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
21501,124,207,156,124,112,34,3,767,22,12,17,11,10,3,0,74,5,8,5,0,3,3,0,26,208,334,270,237,262,60,12,1379,7,20,17,0,3,0,0,49,8,18,5,3,9,0,0,45,20,34,22,7,20,0,0,94,224,368,287,241,283,60,12,1471,278,287,146,108,70,9,5,895,9,9,7,6,0,0,0,28,505,661,437,355,350,71,22,2398
21502,127,228,156,102,122,30,4,773,28,28,11,8,12,0,0,87,5,15,9,13,9,0,0,57,240,438,330,252,332,80,18,1684,14,15,10,3,6,0,0,52,16,25,17,6,6,0,0,71,27,40,27,17,13,0,0,125,267,479,357,263,344,77,15,1810,309,331,170,119,84,27,5,1054,10,14,6,7,7,3,0,50,590,824,533,394,439,107,27,2913
21503,77,133,86,76,62,14,0,446,15,8,9,0,5,0,0,40,0,7,3,6,5,0,0,18,114,231,173,132,142,31,4,820,5,11,11,3,4,0,0,40,0,18,3,3,3,0,0,32,13,26,14,9,15,0,0,70,122,256,186,139,152,34,6,892,167,177,105,85,56,8,0,599,3,4,5,0,0,0,0,12,293,433,293,228,206,45,6,1501
21601,71,151,107,78,98,18,6,525,21,20,4,7,8,0,0,72,4,12,5,4,0,0,0,29,126,295,214,162,200,40,5,1040,10,0,6,5,6,0,0,31,12,6,7,6,8,0,0,33,11,14,11,11,12,0,0,64,137,303,226,175,209,40,5,1107,192,160,105,55,66,11,0,592,8,4,7,8,5,0,0,25,339,473,336,234,278,46,12,1720
21602,73,132,96,77,59,14,3,456,16,9,5,0,0,0,0,33,0,11,3,0,8,0,0,23,114,228,162,126,149,21,6,804,0,4,11,4,0,0,0,19,8,8,9,7,0,0,0,32,8,13,16,9,3,0,0,53,121,239,184,132,156,19,6,855,118,115,68,38,39,8,3,382,8,3,8,0,0,0,0,17,238,360,255,172,189,25,9,1246
21603,137,308,177,136,142,39,7,940,24,33,10,6,20,5,6,105,11,16,14,8,12,0,0,62,243,555,360,287,342,91,32,1905,10,16,15,14,11,6,0,75,30,24,21,13,9,7,0,100,35,44,31,32,23,13,3,178,283,598,393,313,360,106,30,2086,366,398,214,136,150,24,9,1297,5,15,20,0,3,5,0,46,649,1003,627,453,519,130,46,3431
21701,73,127,102,81,83,17,0,481,18,19,6,6,4,0,0,50,0,0,6,5,0,0,0,11,104,207,175,151,190,24,12,866,3,6,3,0,5,0,0,24,3,18,7,3,7,4,0,47,6,25,13,8,13,4,0,62,112,230,193,158,196,34,12,933,136,165,66,55,48,10,0,476,3,7,4,0,0,0,0,23,252,404,265,217,245,41,11,1434
21703,67,154,90,77,95,15,10,504,10,14,7,8,5,3,0,46,5,4,7,5,3,0,0,14,93,241,163,142,175,42,13,880,0,0,3,3,0,0,0,5,10,4,13,7,5,0,0,37,10,5,10,12,5,0,0,39,100,250,177,158,185,42,12,925,124,148,80,42,41,8,5,451,5,0,0,6,0,0,0,14,234,398,256,200,223,55,13,1382
21704,119,246,190,124,140,30,11,847,25,21,7,3,4,0,0,67,5,6,5,4,0,0,0,16,182,397,325,234,271,62,13,1488,3,11,4,6,13,0,0,32,4,9,11,3,4,0,0,34,13,14,13,11,12,0,0,69,195,409,342,243,285,64,15,1554,149,173,103,61,57,20,3,573,3,7,3,4,4,0,0,16,352,597,448,309,344,82,18,2142
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
