SA3_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
21302,268,238,359,344,1215,1959,733,1873,43,7036,542,991,1125,1070,2417,3273,855,1680,63,12031,204,383,387,267,1079,1461,330,631,74,4812,415,1016,653,403,543,513,155,211,48,3956,235,660,789,500,1642,1371,265,406,44,5911,269,1016,446,203,513,420,121,189,22,3195,105,227,224,140,521,537,167,327,45,2286,185,746,374,206,448,404,104,217,34,2716,45,67,58,47,145,175,34,74,206,847,2261,5350,4409,3174,8513,10125,2764,5617,577,42791
21303,270,296,408,402,1517,1933,690,1478,48,7038,599,1115,1239,1285,3524,4243,1128,2014,87,15251,228,422,480,295,982,1140,233,463,70,4310,554,1092,791,458,666,561,151,222,68,4565,211,543,652,474,1894,1380,293,374,47,5859,266,1035,548,259,574,423,92,175,34,3407,95,313,372,172,604,469,124,212,46,2402,168,809,748,267,555,452,100,160,66,3333,44,73,72,40,164,151,32,79,242,896,2437,5704,5305,3649,10478,10751,2847,5176,709,47058
21304,313,420,527,410,2197,2666,748,1813,99,9189,690,1194,1296,1342,3983,4428,893,1504,146,15479,474,865,951,648,3273,3974,921,1486,252,12842,940,2072,1917,1448,2104,1374,286,526,217,10892,510,1295,1637,1045,4116,2896,511,802,163,12969,657,2916,1404,535,1299,870,205,278,106,8270,338,727,887,658,2414,2474,791,1577,241,10115,478,2062,1153,647,1762,1483,382,618,229,8812,101,163,128,108,409,375,69,138,582,2065,4496,11721,9901,6850,21553,20536,4804,8741,2029,90639
21305,476,702,876,699,3688,4616,1055,2376,180,14663,944,1893,2133,2063,8364,10666,1419,2257,378,30109,629,1355,1689,932,4316,4506,1048,1506,319,16303,1282,3047,2960,1956,3096,1897,412,698,303,15644,653,1680,2074,1421,6274,4349,785,1033,197,18469,810,3475,1903,823,1963,1298,254,432,170,11126,544,1357,1945,1178,3705,3546,1085,1981,404,15747,606,2906,2183,1039,2690,1835,432,642,303,12645,148,252,217,174,670,612,91,188,987,3342,6094,16668,15990,10279,34768,33321,6577,11102,3245,138048
21401,307,345,460,457,1671,2178,793,1846,65,8120,687,1188,1427,1323,2706,3070,845,1441,102,12782,520,743,727,642,2680,3881,896,1280,157,11535,786,1886,1623,1043,1323,1047,222,369,104,8402,400,1097,1293,903,2482,1835,387,517,67,8986,487,2017,1028,475,1072,787,218,284,71,6439,152,334,320,254,1164,1126,358,592,58,4361,403,1641,855,544,1271,1127,277,465,101,6696,81,106,79,71,220,204,49,118,305,1227,3823,9367,7818,5704,14588,15260,4054,6920,1018,68545
21402,467,851,906,727,1816,2913,1092,3049,99,11921,876,2041,1957,1695,2388,3230,992,2112,125,15422,628,1119,1027,849,2594,3969,917,1461,187,12759,1238,2207,1629,970,1158,1076,290,482,127,9177,432,1758,1606,976,1790,1328,288,432,92,8704,566,2444,1201,555,880,801,216,368,103,7142,151,347,232,196,538,583,208,482,47,2789,558,1872,876,500,925,900,236,453,137,6450,121,180,110,67,162,201,48,125,405,1413,5023,12820,9558,6538,12259,15002,4289,8956,1324,75773
21501,181,376,387,302,586,1148,389,2041,68,5486,225,427,455,514,739,897,242,424,35,3948,141,292,219,221,750,946,223,424,47,3255,322,654,625,489,597,497,99,184,51,3514,109,445,443,297,599,441,81,122,19,2560,141,625,288,175,378,245,65,97,35,2045,92,134,127,104,328,415,122,451,36,1808,186,900,412,333,704,723,181,240,74,3755,33,55,32,22,59,74,20,39,170,512,1432,3901,2990,2454,4725,5399,1423,4031,541,26892
21502,115,225,215,195,628,807,275,1063,68,3596,195,325,388,427,1035,946,264,470,43,4105,131,231,206,170,878,960,236,482,64,3362,257,512,562,408,623,358,91,158,68,3035,85,315,403,259,829,473,85,127,29,2607,129,777,406,198,428,237,59,85,45,2371,81,112,111,91,349,424,149,395,41,1754,168,774,476,346,700,630,163,269,119,3642,33,58,47,32,88,75,19,45,226,626,1208,3334,2809,2134,5564,4906,1347,3091,705,25101
21503,98,217,206,166,375,736,293,1357,69,3510,136,231,238,253,434,490,137,263,22,2204,76,167,132,117,468,637,153,306,35,2111,142,391,347,233,275,188,37,95,24,1740,57,281,290,192,363,277,60,78,21,1608,62,375,213,107,202,168,48,80,15,1267,41,103,89,44,218,277,120,280,23,1188,120,570,335,261,630,539,151,196,78,2885,22,38,36,15,56,40,10,33,152,399,753,2381,1884,1386,3022,3351,1012,2693,439,16906
21601,87,185,198,148,332,574,220,1103,78,2922,134,263,319,289,478,529,152,301,23,2487,115,175,174,140,618,772,186,370,52,2612,208,488,443,294,295,215,59,95,39,2131,62,262,282,194,417,265,58,95,21,1668,109,501,257,121,256,165,44,57,31,1545,79,94,93,60,209,288,131,294,23,1273,155,567,316,203,404,391,173,232,63,2503,33,30,16,18,40,37,6,22,134,329,992,2555,2097,1464,3070,3234,1028,2572,462,17465
21602,83,144,135,123,274,445,170,858,61,2289,75,190,207,212,291,357,97,189,11,1630,56,154,124,98,374,585,156,270,32,1837,154,363,278,218,217,145,35,61,29,1498,61,206,218,153,290,212,36,58,15,1242,63,334,161,101,179,112,27,45,22,1045,60,58,75,50,143,209,89,221,26,925,133,455,228,170,379,404,151,165,55,2133,26,19,18,14,36,36,8,29,97,276,712,1910,1443,1138,2177,2501,766,1885,341,12870
21603,159,251,272,205,702,950,372,1249,63,4221,244,489,544,652,1185,1222,342,580,32,5299,125,248,258,217,947,1329,329,563,54,4066,273,677,677,504,641,430,100,181,46,3524,139,479,494,338,912,614,143,170,29,3321,186,956,404,215,415,268,77,123,51,2692,102,147,140,89,420,485,190,369,47,1992,200,941,469,350,904,780,265,282,113,4301,44,47,39,23,68,111,29,38,195,597,1472,4233,3307,2588,6190,6193,1849,3554,619,30019
21701,94,216,221,178,274,639,241,1191,65,3111,147,299,321,284,444,518,139,301,21,2483,108,191,173,147,509,663,147,277,34,2249,206,457,423,237,280,231,53,73,29,1988,70,238,280,183,333,289,58,82,11,1549,82,447,207,108,204,165,44,56,13,1325,85,93,88,49,191,361,102,346,29,1355,118,582,281,189,337,367,88,184,50,2193,26,28,20,6,36,55,14,39,111,337,943,2559,2015,1382,2617,3279,894,2539,361,16589
21703,108,298,274,196,379,618,243,1562,104,3784,149,283,309,310,373,397,133,296,14,2267,127,239,181,120,465,651,175,353,36,2350,168,460,416,274,289,207,40,100,40,2005,85,281,253,190,316,233,57,85,15,1511,85,522,205,125,181,123,27,67,30,1359,77,89,87,55,222,333,156,351,39,1412,198,748,343,180,581,582,205,268,80,3174,35,37,22,6,44,47,18,36,117,348,1027,2957,2097,1476,2847,3187,1047,3109,471,18216
21704,154,241,266,219,501,855,342,1413,80,4075,281,540,633,606,963,931,288,498,37,4773,166,261,276,211,732,1076,241,474,49,3490,303,735,622,374,493,362,99,149,38,3162,117,455,443,276,624,412,99,97,25,2560,163,846,361,167,365,240,63,123,39,2372,64,113,93,77,248,360,145,288,28,1425,188,954,393,241,555,631,200,272,73,3510,24,46,23,28,67,71,19,42,133,461,1465,4192,3117,2193,4553,4945,1500,3355,510,25830
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
29999,19,21,10,3,33,43,14,33,4,174,18,34,45,24,74,99,12,25,6,334,20,28,20,14,53,60,23,25,8,250,35,60,39,31,15,21,9,8,5,227,4,25,21,14,39,26,3,12,4,143,13,40,20,9,15,11,5,4,7,129,17,34,17,11,30,36,8,28,6,177,27,60,46,33,50,54,3,27,11,308,7,8,0,0,10,3,0,0,23,49,164,300,218,132,329,340,91,164,69,1797
