SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
21402,67516,73922,141435,26633,13873,40506,9471,19448,28913,2649,3698,6346,1400,1208,2605,40155,38225,78380,23410,31254,54668,3.5,3.2,3.3,59.5,51.7,55.4,57.4,50.1,53.6,2543,2985,5529,1270,2678,3950,8658,12227,20885,6476,9441,15917,17829,8257,26087,491,955,1454,992,1639,2633,19314,10854,30166,66608,71361,137967,9589,10143,19730,44246,47488,91738,28387,30616,59007
21501,25265,25200,50466,10253,5320,15571,2902,6443,9346,881,1097,1970,525,393,912,14557,13251,27808,8880,10147,19032,3.6,3,3.3,57.6,52.6,55.1,55.5,51,53.3,429,553,977,235,705,934,1515,3006,4525,1587,2742,4324,6344,3476,9815,253,408,665,295,402,698,6890,4284,11176,24030,24231,48263,3051,3270,6323,17145,16982,34129,8580,9090,17673
21502,22661,23768,46427,9289,5618,14908,2678,5601,8280,861,1048,1916,796,586,1375,13620,12857,26476,7067,9017,16082,5.8,4.6,5.2,60.1,54.1,57,56.6,51.6,54.1,397,481,877,233,587,821,1454,2759,4214,1370,2259,3630,5475,3280,8757,247,410,657,254,352,606,5981,4042,10025,21846,22799,44643,3449,3528,6972,14395,14746,29135,9464,10150,19621
21503,15907,15746,31652,6849,3229,10080,1725,3913,5647,551,639,1184,361,246,611,9486,8028,17516,4958,6369,11327,3.8,3.1,3.5,59.6,51,55.3,57.4,49.4,53.4,134,275,406,118,361,480,809,1657,2469,838,1405,2242,3843,2050,5888,114,238,349,175,239,419,4134,2522,6657,15309,15081,30397,1951,2068,4023,10898,10696,21589,5505,5605,11108
21601,15809,16442,32243,6523,3368,9897,1763,4354,6117,658,796,1453,353,286,639,9299,8803,18101,5327,6474,11800,3.8,3.2,3.5,58.8,53.5,56.1,56.6,51.8,54.2,177,308,488,152,377,531,929,1868,2791,899,1652,2550,4512,2315,6831,130,247,375,167,269,438,4812,2835,7644,15394,15820,31217,2160,2264,4424,10931,11051,21981,5755,6233,11989
21602,12635,12834,25470,4883,2444,7329,1308,3178,4491,508,543,1048,264,204,468,6964,6375,13337,4690,5504,10197,3.8,3.2,3.5,55.1,49.6,52.4,53,48.1,50.5,118,201,320,84,300,386,629,1291,1923,730,1279,2008,3451,1765,5223,113,207,324,171,205,377,3740,2181,5920,12013,12112,24124,1824,1848,3671,8222,8197,16422,4990,5184,10172
21603,27035,27985,55021,11338,6454,17790,3177,6955,10126,953,1145,2100,852,590,1435,16314,15141,31453,8539,10770,19310,5.2,3.9,4.6,60.3,54.1,57.2,57.2,52,54.5,669,822,1490,348,846,1198,1978,3459,5440,1769,2966,4734,6351,3499,9843,257,403,662,296,453,752,6907,4351,11259,26761,26990,53753,3911,4354,8262,17592,17584,35175,11281,12190,23473
21701,15173,15704,30877,6181,3154,9332,1867,4085,5952,609,702,1306,362,283,644,9019,8215,17233,5159,6497,11659,4,3.4,3.7,59.4,52.3,55.8,57,50.5,53.7,252,356,607,179,431,610,962,1857,2820,939,1618,2557,4220,2223,6448,149,286,440,193,276,470,4567,2784,7349,14713,14930,29642,2032,2211,4237,10435,10343,20772,5549,6064,11614
21703,15994,16111,32101,6825,3373,10195,2081,4442,6526,705,797,1496,278,224,510,9892,8836,18727,4952,6209,11158,2.9,2.6,2.7,61.8,54.9,58.3,60.1,53.5,56.8,276,445,721,171,435,602,1113,2057,3173,1005,1666,2674,4201,2268,6470,149,227,377,203,240,437,4550,2737,7290,15620,15631,31254,2022,1996,4019,11004,10949,21962,5785,5917,11704
21704,20705,22580,43291,9367,4978,14348,2868,6637,9507,856,1125,1981,402,363,761,13492,13097,26589,5898,8128,14032,3,2.7,2.9,65.2,58,61.4,63.2,56.4,59.7,598,822,1415,341,804,1141,2059,3537,5598,1518,2529,4051,5396,3115,8510,197,337,536,233,380,610,5820,3833,9654,20826,22052,42876,2876,3184,6058,14158,14790,28955,8380,9307,17688
29797,36,6,38,7,0,8,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,28.6,25,28.2,28.6,25,28.2,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,5,0,5,7,0,9
29999,4576,3373,7946,621,302,919,281,367,646,125,103,231,298,191,485,1324,961,2281,1218,1228,2447,22.6,19.6,0,28.9,28.4,0,22.4,22.9,0,114,129,239,35,69,98,337,365,701,161,208,372,614,336,949,54,54,112,50,41,90,715,435,1148,847,576,1426,2008,1884,3889,538,340,876,2171,2008,4180
