SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED26504,0,0,0,16,3,0,0,0,0,22,0,0,0,0,0,3,11,3,0,17,0,0,0,3,0,0,0,0,0,8,0,8,8,51,29,40,47,36,15,237,66,204,177,408,254,300,286,254,150,2095,1452,3444,2821,6329,3940,4383,4243,2682,1176,30468,0,0,0,0,0,0,0,0,0,0,2721,6477,5158,9834,6389,7045,6523,3718,1384,49246,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,9,5,0,0,0,0,14,0,0,0,11,0,0,0,0,0,23,0,5,0,29,9,14,12,3,0,81,0,0,0,4,5,0,0,0,0,11,0,5,7,44,17,8,4,0,0,77,0,0,0,0,4,11,12,27,4,65,0,0,0,3,0,0,0,0,0,8,4,12,25,141,150,286,361,290,99,1372,0,0,6,13,8,3,5,0,0,33,0,0,4,16,5,9,10,0,0,48
SED26603,0,6,21,150,83,63,45,3,8,382,0,0,0,0,4,3,0,0,0,10,0,0,4,27,0,0,0,0,0,29,12,74,73,632,155,157,128,104,78,1422,92,151,159,588,201,149,130,138,140,1742,2505,4139,4225,14292,5080,3916,2684,2113,1626,40578,0,0,4,22,8,4,0,0,0,39,4771,7137,6427,16055,6409,4418,2081,940,877,49111,0,7,17,106,16,9,5,0,0,162,0,0,0,35,10,18,8,3,3,85,0,10,5,102,16,4,5,0,0,153,0,0,0,14,6,0,3,0,0,26,5,8,3,73,24,12,4,0,0,141,0,0,8,53,24,11,9,10,3,109,7,32,95,504,153,195,139,34,21,1174,0,0,0,14,17,35,26,44,24,171,4,26,13,74,29,38,66,53,49,350,10,59,51,583,244,189,119,78,56,1383,0,7,0,56,26,18,9,9,6,128,0,0,3,58,9,15,4,3,0,99
SED26708,0,0,0,10,0,6,6,0,0,20,0,0,0,6,0,3,6,0,0,20,0,0,0,5,5,0,6,0,0,10,0,14,10,108,40,56,42,30,16,317,84,242,176,465,280,350,292,204,100,2198,1653,3882,3057,7247,4226,4839,4227,2306,1067,32505,0,4,3,16,0,0,0,0,0,25,3273,7429,5978,11557,6975,7851,6794,3484,1338,54675,0,0,0,8,0,0,0,0,0,10,0,0,0,4,0,3,0,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,5,26,4,12,0,6,0,60,0,0,0,7,3,0,0,0,0,12,0,33,17,114,29,18,6,0,0,226,0,0,0,6,8,7,15,13,0,47,0,0,0,8,0,6,3,0,0,22,0,27,48,202,195,367,425,239,80,1585,0,0,0,12,4,0,0,0,0,23,0,0,7,28,10,0,0,0,0,47
SED26806,0,3,35,122,37,34,25,12,4,258,0,0,0,14,0,0,5,0,0,31,0,0,0,34,6,4,6,0,0,50,17,36,126,1224,177,170,186,217,161,2306,56,94,251,1075,260,194,167,152,140,2401,1206,1697,4221,18129,3925,3244,2818,1795,898,37937,0,0,7,22,0,0,0,0,0,26,2159,2677,5038,18544,4807,3864,2900,1590,517,42092,0,0,3,32,0,0,0,0,0,34,0,0,0,43,6,10,5,7,0,70,0,9,26,337,23,8,5,0,0,411,0,0,15,14,8,14,7,4,0,62,0,5,17,221,39,27,13,4,0,321,0,4,3,156,14,5,11,12,0,211,10,97,401,1209,244,194,115,59,26,2360,0,0,0,31,10,15,16,8,0,85,0,0,4,51,5,16,25,21,10,129,12,61,190,1680,375,386,278,163,59,3208,0,0,7,38,12,12,6,3,0,72,5,17,32,330,34,22,21,3,8,464
SED26903,0,10,62,278,191,182,107,34,10,875,0,0,0,3,0,5,6,0,0,15,0,0,0,23,3,0,3,0,0,36,21,89,93,674,144,182,145,81,38,1464,65,119,139,551,219,171,155,136,144,1694,1928,3186,3476,12459,4524,3610,2663,2063,1286,35203,0,3,6,20,8,0,0,0,0,43,3725,5743,5258,14029,5820,3743,1859,870,627,41675,0,6,12,100,6,3,0,0,0,135,0,4,0,29,13,16,13,13,6,99,0,0,5,73,3,6,0,0,0,95,0,0,6,15,15,9,12,3,0,62,6,5,0,84,32,14,0,0,0,141,0,0,0,39,18,20,11,8,3,102,8,32,219,966,336,412,264,74,41,2353,0,4,0,16,9,36,37,47,18,167,0,9,5,46,12,19,43,28,14,172,5,27,35,450,200,168,104,66,22,1071,0,0,0,37,24,23,16,3,3,107,0,0,5,68,27,13,7,0,0,118
SED27003,0,18,91,338,299,284,247,79,50,1410,0,0,0,21,0,4,7,4,0,39,0,0,3,21,4,3,0,0,0,31,16,57,145,1014,236,150,123,91,55,1894,71,136,213,858,221,200,134,83,37,1952,1525,2425,4076,18281,4200,3377,2640,1416,636,38572,0,6,0,25,11,0,4,0,0,50,2784,3993,5639,23156,5292,4133,2765,1096,306,49160,0,0,5,17,0,0,0,0,0,26,0,0,0,26,3,8,7,9,0,50,0,0,12,126,6,4,3,0,0,154,0,0,0,15,7,24,15,0,0,60,0,6,12,254,34,23,10,0,0,338,0,8,0,40,14,15,5,9,0,85,0,19,78,442,117,142,126,116,112,1155,0,0,0,29,13,17,22,18,10,104,0,9,3,16,0,14,16,10,8,76,11,56,161,1741,396,383,250,127,30,3153,0,0,0,19,8,16,8,0,0,50,3,9,15,261,29,12,7,3,0,340
SED27101,0,7,17,115,50,54,57,16,0,332,0,0,0,0,8,0,0,0,3,14,0,0,3,15,4,7,0,0,0,36,8,24,42,243,112,109,108,77,49,761,39,71,76,313,102,108,90,96,74,966,1970,3871,3418,10300,4484,3670,2974,2028,914,33629,0,0,0,14,9,0,3,0,0,26,3765,6670,5451,10287,5709,4250,3047,2095,837,42117,0,4,0,37,3,7,4,0,0,55,0,0,0,12,5,13,12,0,0,41,0,0,0,28,11,6,0,0,0,45,3,0,9,52,50,45,34,16,5,215,0,10,11,47,22,16,5,10,0,117,0,3,3,15,16,10,4,0,0,49,18,178,303,2317,566,550,437,148,34,4552,0,0,0,17,3,18,27,23,10,94,0,4,9,31,5,16,13,16,7,100,9,50,81,303,262,339,322,248,116,1730,0,0,7,35,9,10,15,5,0,79,0,4,3,25,9,6,12,0,4,63
SED27208,0,0,4,17,5,5,0,0,0,30,0,0,0,0,5,4,6,0,0,20,0,0,0,7,0,0,3,0,0,21,3,5,5,82,41,39,51,33,11,280,80,250,188,495,356,389,379,294,194,2623,1699,3674,3123,7011,4320,5052,4815,2705,1209,33616,0,0,0,5,0,0,4,0,0,10,3190,6957,5772,11300,7206,8228,7651,4007,1510,55819,0,6,4,22,7,0,0,0,0,36,0,0,0,0,0,8,4,0,0,10,0,5,0,9,3,6,0,0,0,12,0,3,0,6,0,0,0,0,0,12,0,3,4,13,13,25,14,0,0,66,0,0,0,0,6,0,0,6,0,14,0,3,21,108,13,26,5,0,0,186,0,0,0,0,0,10,16,15,3,47,0,0,6,8,0,9,4,4,0,29,4,32,27,117,180,405,558,378,101,1804,0,3,0,16,15,9,5,4,0,43,0,0,0,14,4,7,3,0,0,32
SED27305,0,3,11,54,81,81,32,9,5,262,0,0,0,5,4,8,4,0,4,23,0,0,0,0,3,0,0,0,0,13,0,12,45,158,140,176,105,92,28,756,25,69,73,151,73,75,71,58,22,619,1288,3228,3636,6739,4447,4155,2578,1462,455,27986,0,0,12,74,32,30,24,4,3,177,2563,6040,6307,7876,5017,4260,2211,1195,375,35846,0,0,0,15,3,9,5,0,0,30,0,0,0,9,6,15,8,3,0,42,0,0,0,9,0,4,0,0,0,18,0,9,6,60,78,59,38,16,5,260,0,5,6,19,11,7,0,3,0,54,0,0,0,3,26,27,16,10,0,79,5,96,127,1178,383,366,219,63,14,2452,0,0,0,8,13,24,34,30,4,114,0,10,21,53,42,93,82,53,8,358,6,31,72,172,250,414,324,262,59,1600,0,0,10,37,38,28,29,13,4,146,0,0,6,8,6,10,0,4,0,35
SED27406,0,0,0,36,21,5,13,4,0,84,0,3,4,14,11,9,6,3,0,50,0,0,0,11,15,3,6,0,0,35,8,53,44,399,252,188,182,128,48,1305,40,114,61,241,124,116,126,100,86,992,1458,3917,3507,7595,5273,4488,3727,2296,1244,33504,0,0,0,6,0,0,3,0,0,10,2783,6561,5895,9036,6535,5703,4480,2490,1239,44718,0,0,0,14,0,0,0,0,0,15,0,0,5,17,10,21,9,4,0,62,3,4,6,80,14,6,0,0,0,118,0,0,0,9,3,3,0,5,0,28,0,20,22,84,56,40,21,10,3,242,0,0,0,26,23,7,13,8,0,80,3,78,97,467,181,169,76,48,15,1142,0,0,0,15,17,24,33,30,7,123,0,0,0,6,5,17,45,22,6,104,18,343,342,747,839,672,519,397,135,4016,0,0,0,20,22,13,6,0,0,59,0,11,10,59,44,19,19,0,3,165
SED27504,0,0,0,37,10,3,0,0,0,51,0,0,0,6,7,3,4,4,0,14,0,0,0,9,11,0,0,0,0,23,16,72,116,299,84,80,60,43,19,792,128,344,277,727,311,356,315,256,133,2839,2101,4754,4180,9439,4580,4811,4099,2520,1173,37654,3,56,150,309,139,70,22,5,0,742,4051,8399,6905,11989,6959,7264,6085,3449,1386,56486,0,4,0,18,4,3,0,0,0,42,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,14,0,11,4,17,7,6,6,3,0,57,0,0,0,12,0,0,0,0,0,11,0,7,8,157,38,31,20,5,0,264,0,0,0,5,4,8,17,17,0,52,0,12,8,14,3,0,4,0,0,47,0,29,33,122,109,227,256,184,52,1017,6,3,5,49,23,9,6,0,0,92,0,0,0,15,4,5,4,0,0,31
SED27608,5,0,14,53,12,9,4,0,4,89,0,0,6,3,11,12,3,13,0,44,0,0,8,27,14,12,0,0,0,52,9,39,49,282,100,103,86,59,29,762,70,176,230,420,173,147,210,130,92,1649,3012,6015,5948,13511,5746,4986,4406,2525,1293,47440,0,6,4,21,12,3,0,0,0,47,5938,11264,9973,19649,8714,7277,6144,3355,1465,73771,0,6,14,49,12,8,0,0,0,88,0,0,0,17,11,14,8,0,3,46,0,5,4,56,11,4,0,0,0,83,0,0,4,5,0,0,0,0,0,13,0,24,19,102,34,13,10,5,0,212,0,0,0,11,9,3,0,0,0,31,3,39,73,359,92,82,47,13,3,717,0,0,0,14,18,43,23,17,3,123,0,8,3,29,6,7,8,3,0,69,12,161,219,577,476,533,506,395,171,3048,0,0,5,30,10,8,3,0,0,54,0,8,9,52,10,4,8,3,0,104
SED27708,0,9,10,41,4,3,0,0,0,70,0,0,0,0,0,3,9,3,0,14,0,6,0,19,3,3,0,0,0,24,0,9,22,84,41,39,28,19,14,249,72,214,177,462,237,283,277,201,139,2053,1637,3911,3421,7721,4451,4855,4279,2315,1144,33739,0,0,5,0,0,0,0,0,0,11,3149,7365,6221,12157,7266,7812,6924,3466,1422,55789,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,7,3,0,0,0,0,13,0,3,0,6,4,0,0,0,0,10,0,6,10,26,8,18,9,6,0,72,0,0,0,4,3,0,0,0,0,10,4,20,34,154,21,16,9,4,0,264,0,0,0,0,0,0,5,3,0,10,0,4,4,10,4,4,3,0,3,31,3,44,39,129,139,284,350,233,68,1285,0,0,5,12,4,3,5,0,0,28,0,6,0,8,6,3,9,0,0,35
SED27807,18,170,535,2773,1742,1309,721,187,87,7546,0,0,0,0,0,0,4,0,0,8,0,0,5,8,0,0,0,0,0,18,16,63,183,632,298,330,379,246,146,2281,149,284,287,830,274,262,240,170,199,2697,2059,3826,4451,11224,4467,4332,3786,2175,1127,37447,0,7,19,104,22,3,4,0,0,169,3736,5969,5212,7829,2559,2217,1466,495,195,29682,0,9,24,133,10,7,7,0,0,192,0,0,6,106,59,110,92,62,19,450,5,0,3,23,4,0,0,0,0,39,0,8,4,26,23,29,11,12,0,121,0,3,8,18,5,5,0,0,0,38,0,0,0,25,45,56,56,45,3,229,0,21,65,297,134,173,94,38,22,847,0,4,0,34,41,162,253,308,95,907,4,9,26,31,24,49,83,44,22,299,4,10,13,89,72,122,98,68,23,496,0,9,17,52,40,28,26,6,0,171,0,0,4,19,8,8,3,5,7,49
