SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED25205,0,0,0,0,0,3,14,8,3,33,0,0,0,29,24,20,33,12,10,117,0,0,0,0,3,3,4,0,0,9,0,0,6,17,4,0,0,0,0,23,0,0,8,10,10,10,21,13,12,81,4,10,29,184,129,98,66,17,8,550,0,0,0,7,0,6,0,3,0,15,0,0,0,5,4,3,0,0,0,14,0,0,0,6,3,5,3,0,0,19,0,10,19,90,46,56,31,15,3,272,0,3,0,41,16,29,42,17,3,153,0,0,0,3,0,0,3,0,0,3,0,5,20,60,46,51,35,43,27,287,0,8,8,10,15,10,4,4,0,64,0,32,25,103,65,34,34,12,10,319,0,3,4,40,41,57,54,21,12,230,0,0,0,13,5,5,5,0,0,24,0,0,4,58,20,10,3,0,0,99,0,6,0,22,21,33,23,13,9,126,0,13,16,61,27,20,18,4,0,168
SED25302,0,0,0,0,0,3,19,14,3,41,0,0,0,8,4,3,6,3,0,28,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,9,11,16,68,55,16,182,0,12,22,110,103,87,79,56,17,484,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,4,3,0,0,26,0,4,6,54,20,20,16,0,0,118,0,0,0,15,8,11,24,10,0,66,0,0,0,0,0,0,0,0,0,0,0,10,26,46,72,72,97,72,33,419,0,7,5,0,7,6,3,0,0,28,4,14,20,58,53,37,40,22,5,257,0,0,0,10,11,10,22,8,4,62,0,0,0,4,0,0,0,0,0,9,0,14,7,43,27,5,5,0,0,89,0,0,0,0,4,3,4,0,0,14,4,18,18,38,45,22,28,8,3,177
SED25402,0,0,0,0,0,9,42,40,15,113,0,0,0,3,0,5,0,0,0,10,0,0,10,25,6,0,0,0,0,39,0,0,13,11,0,0,0,0,0,25,0,0,3,14,14,21,101,81,33,276,0,26,17,92,70,56,48,15,4,330,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,4,0,0,0,27,0,0,0,0,7,3,0,0,0,13,9,14,19,140,61,84,43,10,0,373,0,0,0,0,7,6,17,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,43,66,58,27,222,0,0,0,7,7,6,0,0,0,14,0,0,3,15,19,14,7,3,0,61,0,8,6,31,8,8,8,0,0,59,0,0,0,5,0,0,0,0,0,10,0,11,17,42,18,9,0,0,0,90,0,0,0,3,0,3,0,0,0,8,0,8,7,22,5,3,15,5,0,62
SED25501,0,0,0,0,0,4,9,5,0,16,0,0,5,23,0,19,10,6,0,58,0,0,0,10,6,4,6,0,0,18,0,0,9,21,4,0,3,0,0,41,0,0,7,0,0,0,16,14,9,52,3,41,61,73,36,30,39,19,10,321,0,0,0,4,0,0,3,3,0,11,0,16,17,63,8,7,4,0,0,109,0,0,0,0,5,0,0,0,0,6,0,4,18,92,31,39,23,5,0,213,0,3,0,16,5,37,25,12,15,105,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,12,18,27,9,80,3,46,72,83,65,61,36,14,0,396,0,18,27,41,39,31,20,9,5,186,6,96,165,459,283,221,143,66,21,1465,0,7,7,100,43,26,30,4,4,211,0,13,15,58,30,16,5,4,0,141,0,0,0,6,15,7,11,8,8,63,4,34,24,30,10,6,10,0,0,127
SED25605,0,0,0,0,0,0,12,15,6,32,0,0,4,41,20,35,35,33,36,201,0,0,13,71,34,17,14,8,3,155,0,0,6,32,0,0,0,0,0,40,0,0,0,4,0,0,6,17,14,53,3,33,37,105,45,46,29,10,5,309,0,0,0,8,6,19,10,9,5,63,6,37,21,126,9,13,9,0,0,215,0,0,0,7,4,0,0,0,0,6,3,27,47,202,74,79,35,6,7,472,0,0,0,25,10,43,36,21,11,148,0,0,0,6,8,0,0,0,0,19,0,0,3,5,7,8,15,28,19,82,0,21,22,37,27,20,24,5,3,161,0,8,10,35,28,16,27,8,9,140,10,38,82,455,198,208,166,82,42,1276,0,8,7,37,11,14,16,0,0,104,4,16,39,91,37,12,7,0,0,205,0,0,4,7,25,35,37,19,7,132,0,9,8,21,4,0,9,0,0,53
SED25704,0,0,0,0,0,8,0,4,0,12,0,0,0,4,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,7,21,0,0,0,0,0,30,0,0,0,5,5,4,34,13,8,72,5,16,10,73,60,66,44,14,7,287,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,8,0,44,31,152,63,45,30,0,0,366,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,26,17,3,68,0,0,0,3,0,0,0,0,0,5,0,5,9,23,11,12,6,0,3,73,0,5,0,26,0,3,6,0,0,46,0,0,0,7,0,0,0,0,0,13,0,3,3,27,15,5,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,7,0,0,46
SED25802,0,0,0,0,0,13,34,14,3,61,0,0,4,15,0,12,3,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,35,108,74,36,282,0,16,28,103,87,91,67,30,0,428,0,0,0,0,0,0,0,3,0,3,0,4,0,6,6,0,0,0,0,20,0,0,0,11,6,0,4,0,0,23,3,9,12,107,45,53,30,7,0,263,0,0,0,6,6,7,12,9,4,46,0,0,0,6,0,0,0,0,0,3,0,0,4,7,10,50,63,56,15,210,0,0,0,9,3,8,0,0,0,22,6,14,7,31,22,20,21,9,3,125,0,3,0,36,14,9,12,0,0,84,0,0,3,52,0,0,0,0,0,56,5,6,6,39,25,9,0,0,0,97,0,0,0,3,0,0,0,0,0,6,0,8,6,22,18,14,17,3,0,88
SED25905,0,0,0,0,0,4,19,23,9,48,0,0,6,39,40,80,70,26,15,274,0,0,0,10,0,0,6,0,0,14,0,0,5,18,0,0,0,0,0,25,0,0,0,4,9,17,39,32,25,122,11,57,88,174,86,83,39,6,6,554,0,0,0,26,9,21,25,3,4,81,3,40,71,170,43,20,15,3,0,369,0,0,0,5,0,0,0,0,0,10,3,26,31,194,82,111,59,14,6,532,0,0,3,27,35,79,83,33,22,274,0,9,9,33,32,18,12,0,4,114,0,0,0,9,9,31,31,32,23,129,0,14,9,34,11,31,11,0,0,107,0,7,9,49,49,49,37,17,6,224,0,42,83,504,210,245,153,50,26,1329,0,0,3,41,4,3,3,0,0,57,0,3,5,71,28,7,0,0,0,118,0,0,0,14,37,39,12,6,5,117,0,5,11,20,11,3,3,0,0,59
SED26005,0,0,0,0,3,5,30,3,6,49,0,4,20,100,75,140,80,36,17,472,0,0,7,22,6,5,7,0,0,44,0,0,6,37,4,6,0,0,0,49,0,3,3,3,4,14,36,30,4,102,15,122,194,337,170,96,40,8,0,970,0,0,0,25,18,15,6,4,0,62,5,112,138,266,52,19,7,0,0,607,0,0,0,0,3,0,0,0,0,9,10,28,95,325,167,182,77,19,12,906,0,0,7,44,24,38,29,16,6,155,0,17,45,80,60,60,14,12,0,287,0,7,8,15,31,40,33,17,3,156,0,20,23,40,34,30,9,4,0,162,0,5,19,62,81,48,23,16,5,267,8,81,176,785,418,270,134,70,14,1953,0,3,4,40,11,0,0,0,0,58,0,3,9,90,27,18,3,0,0,155,0,0,6,21,40,28,17,9,0,113,3,14,18,22,9,10,6,0,0,86
SED26102,0,0,0,0,0,6,29,11,0,51,0,0,0,3,6,12,9,9,5,42,0,0,0,0,0,5,0,0,0,10,0,0,3,6,0,0,0,0,0,11,0,0,0,14,9,15,61,51,16,162,0,22,12,83,80,108,106,43,6,460,0,0,0,5,8,6,9,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,8,0,0,26,0,9,8,65,22,16,18,7,0,154,0,0,0,10,0,6,21,3,5,51,0,0,0,0,0,0,0,0,0,0,0,5,0,22,20,43,64,53,33,234,0,0,0,3,6,5,10,4,0,27,0,4,0,24,20,38,31,12,3,136,0,0,0,7,3,6,4,9,0,31,0,0,0,3,3,0,0,0,0,8,0,8,8,33,18,12,0,0,0,72,0,0,0,3,6,9,3,4,0,19,6,5,13,35,15,23,28,7,5,137
SED26207,0,0,0,4,9,28,106,109,55,310,0,0,0,10,3,5,7,4,4,41,0,0,0,0,4,0,0,3,0,5,0,0,4,19,0,0,0,0,0,21,0,0,0,7,0,0,6,11,5,32,0,14,19,109,40,38,12,8,0,250,0,0,0,15,31,35,43,23,9,158,4,6,6,24,5,0,0,5,0,46,0,0,0,4,4,5,0,0,0,10,0,8,10,92,51,45,56,8,0,278,0,0,0,20,10,16,30,21,12,115,0,0,0,7,0,0,0,0,0,9,0,0,0,7,15,16,14,15,6,76,0,10,10,18,6,0,5,0,0,53,0,0,0,28,12,11,6,3,0,68,0,8,9,51,30,27,26,5,7,167,0,3,0,10,4,5,4,0,0,21,0,3,12,77,19,9,0,0,0,127,0,0,0,22,23,23,6,9,0,85,5,12,5,34,11,4,7,3,0,84
SED26303,0,0,0,3,4,3,11,4,7,33,0,0,3,14,5,4,5,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,26,43,0,0,0,0,0,68,0,0,4,19,7,8,8,4,0,52,0,12,24,437,104,76,35,12,0,706,0,0,0,18,22,30,47,28,15,158,0,0,3,11,4,3,0,0,0,21,0,0,0,6,6,3,0,0,0,15,0,3,8,86,24,21,22,0,3,167,0,0,0,30,12,6,14,4,6,60,0,0,0,0,4,0,0,0,0,9,0,4,3,65,24,20,18,6,4,136,0,4,5,66,11,8,3,4,0,109,0,4,4,78,26,10,8,0,0,130,4,0,6,48,8,19,6,4,0,93,0,0,3,37,0,4,0,0,0,50,0,12,9,54,27,3,4,0,0,108,0,0,0,14,13,8,0,5,0,52,13,19,26,202,47,25,12,3,0,346
SED26406,0,0,0,0,0,5,7,4,0,17,0,0,14,56,23,36,13,13,6,161,0,0,3,13,0,3,3,0,0,28,0,10,61,118,3,0,0,0,0,189,0,0,0,13,4,13,8,4,3,45,0,17,49,174,74,71,34,14,4,431,0,0,0,0,0,4,4,4,0,10,0,4,10,50,10,4,0,0,0,81,0,0,6,6,9,3,0,0,0,21,0,14,41,258,49,40,35,10,0,448,0,0,0,30,19,26,52,19,19,163,0,0,0,0,0,5,0,0,0,8,0,0,3,22,9,24,16,20,6,92,0,8,96,106,30,14,23,0,7,283,0,4,23,94,51,29,31,14,7,254,0,11,123,354,78,73,64,38,17,759,0,4,8,103,20,3,3,0,0,141,0,3,19,128,24,17,5,0,0,202,0,0,0,11,0,9,3,0,0,25,10,21,19,47,16,17,16,6,0,142
SED26504,0,0,0,0,0,4,8,9,0,18,0,0,5,0,0,0,0,0,0,3,0,5,0,17,0,0,0,0,0,21,0,3,10,30,0,0,0,0,0,43,0,0,0,5,14,14,50,24,7,120,0,12,18,70,61,62,38,19,6,286,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,12,0,0,0,5,8,0,4,0,0,12,0,9,12,123,30,32,23,3,0,242,0,0,0,4,0,0,4,0,0,8,0,0,0,4,0,3,0,0,0,10,0,3,0,12,8,30,39,21,0,115,0,0,0,3,3,0,3,0,0,11,0,5,5,22,20,8,0,5,0,67,0,5,0,17,7,4,0,0,0,34,0,0,0,35,3,0,0,0,0,38,0,4,9,43,16,5,6,0,0,80,0,0,0,0,0,0,0,0,0,5,0,5,0,21,7,18,16,3,0,81
SED26603,0,0,0,3,9,15,53,83,51,210,0,0,0,28,8,8,3,0,0,49,0,0,0,7,0,7,0,0,0,21,0,15,373,657,22,9,5,3,0,1073,0,0,0,14,3,9,8,7,0,42,5,16,40,310,104,58,22,6,5,571,0,0,0,7,7,11,7,10,6,51,9,42,36,260,14,3,3,0,0,371,0,0,0,6,8,7,0,0,0,15,9,20,27,230,64,50,39,17,5,451,0,0,0,32,14,17,20,24,30,139,0,0,3,3,7,6,0,0,0,17,0,0,3,26,12,18,10,9,5,91,0,8,6,51,16,9,4,0,0,97,0,3,3,59,20,8,0,0,0,96,0,16,20,131,42,47,10,20,4,288,0,0,0,41,9,4,0,0,0,53,0,7,9,97,28,9,3,0,0,172,0,9,11,142,178,128,70,47,8,588,0,13,16,109,14,8,5,0,3,176
SED26708,0,0,0,5,0,7,15,4,0,30,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,10,13,10,37,37,12,123,0,17,37,111,80,84,49,21,4,411,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,15,0,9,14,75,24,19,13,3,0,154,0,0,0,3,9,0,0,0,3,17,0,0,0,4,0,0,0,0,0,4,0,0,0,9,13,36,36,29,10,132,0,0,0,0,6,10,3,0,0,14,0,0,0,23,12,7,6,0,0,49,0,0,0,13,6,0,0,0,0,18,0,0,6,76,0,0,0,0,0,77,0,0,5,22,8,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,9,21,7,9,17,0,0,67
SED26806,0,0,0,0,0,6,5,4,0,19,0,0,5,32,0,10,7,7,3,64,0,0,3,4,0,4,0,0,0,15,0,0,17,35,0,0,0,0,0,56,0,0,6,34,3,4,13,10,0,69,5,9,89,659,124,97,66,25,13,1081,0,0,0,13,4,0,5,0,0,24,0,0,0,16,0,3,0,0,0,18,0,0,0,7,9,4,5,0,0,23,3,3,25,247,46,21,20,6,0,374,0,0,4,47,19,25,49,21,34,212,0,0,0,0,0,0,0,0,0,5,3,0,10,105,19,21,14,11,4,192,0,9,30,118,25,12,24,8,0,220,0,6,21,152,31,28,28,14,0,281,0,0,8,89,18,16,24,0,5,166,3,0,8,111,15,11,6,0,0,154,4,0,23,188,22,4,11,0,0,258,0,0,0,22,8,15,0,0,0,48,17,22,56,242,36,50,31,19,0,478
SED26903,0,0,0,5,3,11,27,31,16,97,0,0,0,25,11,9,6,0,10,61,0,0,0,3,0,0,0,0,0,8,0,3,139,258,3,0,0,0,0,398,0,0,4,10,4,0,6,8,6,34,7,6,23,323,89,49,22,8,3,534,0,4,3,60,51,81,113,74,28,412,0,7,3,62,4,7,0,0,0,87,0,0,0,7,9,0,0,0,0,20,0,11,25,201,64,67,47,12,5,435,0,0,0,11,8,8,7,13,3,47,0,0,0,0,3,8,5,0,0,18,0,0,4,16,9,15,15,11,0,70,0,0,9,44,11,6,7,0,0,81,0,3,5,47,11,4,4,0,0,82,0,4,11,93,14,16,19,10,3,168,0,3,5,50,3,3,3,0,0,62,0,6,15,112,18,12,7,0,0,171,0,0,0,27,10,11,18,12,0,82,8,10,15,83,16,11,5,3,0,136
SED27003,0,0,0,6,0,0,10,4,4,26,0,0,0,9,7,9,0,0,0,20,0,0,0,7,6,3,0,0,0,16,0,4,12,19,0,0,0,0,0,33,0,0,6,39,6,8,9,10,0,78,0,5,84,774,136,81,52,13,0,1146,0,0,0,15,3,6,4,3,4,37,0,0,3,15,0,3,0,0,0,18,0,0,0,13,6,6,0,0,0,19,0,4,14,174,41,18,17,4,0,272,0,0,0,38,11,9,6,9,0,78,0,0,0,3,0,0,0,0,0,6,0,0,3,109,30,24,22,18,5,202,0,10,8,110,16,8,9,3,0,160,0,0,12,145,28,9,15,3,0,210,0,0,5,80,10,10,5,0,0,117,5,0,10,61,12,0,3,0,0,91,0,3,14,108,32,6,9,0,0,181,0,0,5,28,15,10,19,5,3,82,11,26,32,367,38,25,16,8,0,519
SED27101,0,0,0,0,5,0,4,9,0,20,0,4,3,20,3,5,3,5,0,39,0,26,89,256,43,33,20,3,0,469,0,3,39,83,0,0,0,0,0,121,0,3,3,7,11,5,25,30,19,99,0,20,37,115,83,64,29,23,3,372,0,0,0,0,3,0,4,4,3,14,0,8,10,57,5,4,3,0,0,92,0,0,0,4,11,7,3,0,0,22,0,15,15,163,49,36,17,6,4,293,0,0,0,14,13,16,25,10,12,89,0,0,0,0,0,0,0,0,0,3,0,0,3,12,18,29,28,30,21,141,0,22,13,56,21,14,16,10,5,155,4,6,15,79,39,18,19,14,9,200,0,8,9,131,19,40,27,17,3,255,0,6,6,106,21,15,10,3,0,173,0,18,16,104,29,14,3,0,0,186,0,0,0,11,6,4,0,0,0,30,5,12,7,49,17,25,9,0,0,120
SED27208,0,0,0,0,0,9,14,6,0,32,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,0,0,3,0,5,0,0,3,27,0,0,0,0,0,30,0,0,0,0,3,12,69,44,13,144,4,14,18,67,65,73,58,15,4,312,0,0,0,0,0,0,0,0,0,3,0,5,0,22,4,0,0,0,0,29,0,0,0,0,3,3,5,0,0,7,3,15,23,124,53,45,29,3,0,286,0,0,0,7,0,5,7,0,0,18,0,0,9,16,0,0,0,0,0,22,0,0,4,8,13,22,30,31,8,118,0,0,0,0,3,4,0,0,0,14,0,7,9,24,16,11,4,0,0,67,0,0,0,18,5,4,0,0,0,30,0,0,0,80,0,0,0,0,0,86,0,3,4,25,15,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,11,3,0,56
SED27305,0,0,0,0,0,14,14,9,9,43,0,0,8,9,14,39,31,16,0,116,0,0,0,9,0,4,5,0,0,15,0,0,0,15,0,0,0,0,0,22,0,0,0,9,3,8,23,45,11,95,3,20,48,102,71,74,20,12,5,358,0,0,0,0,4,6,6,5,0,13,0,4,4,29,8,5,0,3,0,59,0,0,0,5,11,0,0,0,0,16,0,9,29,87,59,67,42,9,3,298,0,0,0,22,27,35,35,0,7,132,0,0,0,6,0,0,4,0,0,6,0,0,3,15,11,33,28,13,0,103,0,12,24,50,31,33,23,3,0,181,0,14,21,56,50,44,37,13,3,235,0,19,68,253,182,189,106,46,15,867,0,3,0,38,6,9,8,3,0,69,0,8,9,51,20,15,4,0,0,100,0,0,0,0,15,11,9,8,0,41,3,6,4,23,9,8,7,0,0,62
SED27406,0,0,0,0,4,6,12,0,7,34,0,0,0,17,9,12,9,9,3,57,0,0,0,4,8,0,6,0,0,16,0,0,7,23,0,0,0,0,0,35,0,3,8,11,16,16,27,14,12,106,0,18,45,162,143,126,85,24,3,616,0,0,0,3,4,0,6,0,0,19,0,0,0,11,0,0,4,0,0,18,0,0,0,0,5,10,0,0,0,18,0,8,13,89,31,24,16,6,0,185,0,0,0,49,17,33,39,17,9,164,0,0,0,3,0,0,0,0,0,5,0,6,15,52,38,70,49,41,17,274,4,18,16,20,19,6,8,3,0,91,5,42,41,123,142,44,39,21,0,448,0,4,0,39,12,20,31,6,7,127,0,0,0,19,3,0,4,0,0,22,0,8,9,59,17,3,6,0,0,102,0,0,6,15,13,12,19,10,10,84,9,32,27,72,42,39,28,8,3,262
SED27504,0,0,0,0,0,0,8,4,0,10,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,12,35,3,5,0,0,0,51,0,0,0,7,9,15,41,26,13,113,5,29,57,100,65,72,43,18,0,386,0,0,0,5,0,4,10,9,7,39,3,25,22,58,0,6,0,0,0,118,0,0,4,7,4,5,0,0,0,17,3,19,31,205,61,67,46,8,0,443,0,0,0,4,0,3,4,0,4,16,3,4,10,15,15,5,3,0,0,61,0,0,0,7,10,19,18,20,3,77,0,0,0,7,5,0,0,0,0,19,0,4,10,26,11,8,6,8,0,68,0,11,6,48,20,10,6,0,0,98,0,0,10,117,3,4,4,0,0,126,0,6,0,66,25,18,3,0,0,121,0,0,0,22,41,32,20,6,4,121,0,10,6,12,10,8,9,6,0,58
SED27608,0,0,0,3,6,8,17,5,4,42,0,0,3,11,3,5,3,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,8,51,0,0,0,0,0,58,0,8,4,12,11,15,65,47,29,203,9,42,49,196,107,69,48,19,0,542,0,0,0,9,5,12,8,8,0,34,0,4,6,32,6,0,0,0,0,52,0,0,0,5,5,4,0,0,0,15,0,11,23,191,48,42,27,4,0,357,0,0,0,22,11,3,11,4,4,57,0,0,0,3,0,0,0,0,0,6,0,7,8,51,32,43,48,38,7,228,0,3,8,19,11,9,8,0,0,56,4,22,37,92,60,39,28,11,4,296,0,9,24,76,15,15,8,3,0,155,0,0,0,19,0,6,0,0,0,27,0,5,6,48,28,11,0,0,0,107,0,0,0,3,3,0,0,0,0,13,7,16,29,81,17,14,14,5,0,192
SED27708,0,0,0,0,3,0,9,3,3,18,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,6,0,0,7,24,0,0,0,0,0,29,0,0,0,15,3,10,32,29,13,105,0,16,28,108,84,91,60,14,4,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,3,5,0,0,0,0,10,0,17,16,132,56,37,16,4,0,280,0,0,0,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,5,19,16,24,30,13,9,115,0,0,0,0,4,0,0,0,0,10,0,12,0,38,20,20,0,4,0,101,0,0,0,42,11,4,5,5,0,61,0,0,0,26,4,0,0,0,0,33,0,9,6,45,20,15,0,0,0,95,0,0,0,3,0,0,0,0,0,7,0,0,4,23,10,9,12,0,0,65
SED27807,0,0,0,10,17,97,386,330,117,957,0,0,0,12,5,7,13,5,5,40,0,23,72,194,26,10,7,0,0,334,0,6,104,174,7,9,4,0,0,299,0,0,0,0,0,0,0,17,5,24,12,62,84,193,67,36,23,4,3,492,0,0,4,42,38,121,182,75,27,490,3,25,11,123,10,6,3,0,0,186,0,0,3,0,4,0,0,0,0,7,6,34,74,476,155,160,124,44,9,1086,0,0,0,6,16,34,57,45,44,206,0,16,26,55,34,23,8,0,3,171,0,3,0,9,3,7,12,11,7,43,0,0,3,27,8,3,4,4,0,40,0,3,6,13,0,4,0,0,0,28,5,7,33,112,23,27,24,7,4,237,0,0,0,31,7,0,3,0,0,39,0,0,12,74,33,17,4,5,0,148,0,0,0,17,17,14,23,15,0,90,0,0,5,10,7,0,0,0,0,32
SED27907,0,0,0,8,8,38,87,55,11,210,0,0,0,12,4,3,4,0,0,29,0,0,0,0,0,0,0,0,0,9,0,3,0,19,0,0,0,0,0,24,0,0,0,6,9,3,30,23,7,76,4,30,46,166,79,84,50,15,0,475,0,0,0,6,10,7,9,0,0,36,0,10,4,31,4,9,0,0,0,54,0,0,0,3,10,4,3,0,0,23,0,13,29,175,86,63,59,13,0,452,0,0,0,22,11,13,17,13,0,83,0,0,9,16,14,3,8,0,0,60,0,0,0,25,18,29,46,44,8,168,0,3,8,16,10,13,9,0,3,60,0,9,13,29,22,10,11,0,0,95,0,14,19,64,61,38,31,22,3,249,0,0,0,19,0,3,3,0,0,25,4,10,10,73,27,11,3,0,0,140,0,0,0,30,46,32,17,11,3,141,4,10,5,23,11,6,12,0,0,77
