SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED25402,0,11,4,39,3,7,5,0,0,59,0,0,0,4,11,3,4,0,0,19,11,34,39,216,80,94,55,11,0,536,0,0,0,14,7,12,31,7,7,76,0,0,0,0,3,4,0,0,0,6,0,0,6,14,20,87,143,110,39,421,0,0,0,8,7,6,0,0,0,26,3,10,22,38,38,23,14,7,0,150,0,9,11,68,28,12,15,6,0,144,0,0,0,8,0,0,0,4,0,23,0,18,31,51,19,9,4,0,0,122,0,0,0,5,0,3,0,3,0,17,4,9,20,37,18,16,22,3,0,128,0,8,0,44,15,15,7,0,0,88,0,0,3,5,5,8,12,5,5,47,0,0,7,14,14,5,0,0,0,41,11,41,74,194,101,149,155,118,56,891,251,597,552,1287,610,704,595,396,225,5217,3879,8409,7737,16669,8216,9346,7990,4307,1690,68256
SED25501,0,36,47,159,34,11,4,0,0,295,0,0,0,4,7,0,0,0,0,16,3,16,31,150,54,59,28,4,0,353,0,3,3,25,12,55,51,26,20,191,0,0,0,0,0,0,0,0,0,4,3,5,3,14,10,32,30,46,25,165,8,95,153,156,114,113,63,27,6,721,0,36,45,84,83,59,39,18,5,365,14,201,412,1035,584,408,295,135,37,3125,0,14,28,166,70,39,43,3,4,372,5,15,28,92,41,20,13,4,0,220,0,0,3,18,24,23,16,17,18,114,8,73,52,58,23,25,18,13,0,266,0,31,55,224,279,267,159,33,10,1052,0,4,0,3,5,6,4,9,6,31,0,0,7,12,13,0,6,0,0,43,18,131,172,394,237,235,186,191,108,1667,64,235,299,609,277,228,159,167,134,2172,2618,8456,8877,16844,8785,7606,5784,4457,2230,65663
SED25605,8,66,70,312,40,20,14,6,0,537,0,0,4,7,4,3,0,0,0,13,3,48,79,341,127,120,56,15,7,791,0,0,0,40,29,78,76,34,12,262,0,0,0,18,13,8,7,0,0,39,0,0,4,10,22,16,41,55,25,179,3,47,53,96,44,37,39,15,3,332,0,15,13,58,47,40,54,24,11,254,11,79,223,1024,384,398,329,161,66,2674,0,10,11,83,27,27,28,0,0,194,4,43,73,127,34,12,12,0,0,309,0,5,6,35,45,69,62,41,16,278,5,22,15,43,15,10,9,8,0,125,9,64,195,882,658,600,354,103,36,2905,0,0,0,0,6,4,4,8,3,34,0,0,4,15,4,0,0,0,0,29,11,105,159,630,400,424,469,355,156,2714,102,233,263,722,286,250,267,332,263,2706,3112,7056,7306,17316,7990,6995,6714,4903,2241,63639
SED25704,0,11,0,28,11,3,0,0,0,43,0,0,0,0,8,6,0,0,0,20,0,72,61,262,109,54,30,0,0,593,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,27,47,31,0,126,0,0,0,6,0,0,0,0,0,9,3,13,14,48,24,19,7,0,0,138,4,8,0,62,0,3,5,0,0,92,0,0,0,16,0,0,0,0,0,20,0,5,6,34,13,5,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,5,0,19,16,14,16,3,0,77,0,31,11,107,19,16,0,0,0,189,0,4,0,3,4,0,5,0,0,16,0,0,0,13,15,3,0,0,0,39,5,24,13,98,59,52,61,42,12,367,199,549,437,1019,636,749,717,536,291,5134,3384,7952,6796,13649,7841,9321,8420,5196,2206,64766
SED25802,0,0,4,14,14,3,0,0,0,35,0,0,0,12,10,8,4,0,0,38,8,8,37,141,51,58,36,6,0,344,0,0,0,12,7,12,27,12,8,85,0,0,0,37,0,0,0,0,0,38,0,3,12,21,31,80,121,100,25,383,0,0,7,17,11,8,6,0,0,38,3,21,22,75,46,41,30,21,4,253,0,6,5,79,37,22,20,12,0,174,0,0,10,97,0,0,0,0,0,113,5,7,18,47,31,9,0,0,0,122,0,4,0,3,9,5,5,0,0,25,0,21,14,38,31,28,41,6,0,166,6,11,13,59,17,3,0,4,0,103,0,3,4,13,10,23,18,15,3,83,0,3,0,24,13,4,9,0,0,60,4,29,38,236,124,153,200,155,49,981,209,597,428,1200,664,740,675,468,191,5178,4531,9888,8289,18093,9458,10382,9485,5246,1795,77157
SED25905,22,100,165,345,96,58,24,7,4,813,0,0,0,9,3,0,0,0,0,15,9,43,79,304,129,174,80,20,11,847,0,0,4,71,54,149,151,53,26,512,0,13,23,67,56,39,18,4,4,228,0,0,0,13,23,57,78,56,36,272,4,27,21,63,19,44,27,6,0,207,0,13,22,106,88,82,64,27,4,409,5,83,179,1059,404,495,339,128,41,2738,0,0,7,66,5,10,4,0,0,95,0,5,9,93,30,6,7,3,0,164,0,3,4,34,66,80,33,12,10,241,0,12,20,45,19,13,4,3,0,123,0,6,15,150,100,102,63,10,7,461,0,0,0,8,12,5,10,9,4,48,0,0,0,12,6,9,6,0,0,38,12,95,207,965,773,900,651,310,134,4052,197,407,432,1036,377,353,256,156,77,3287,4143,8577,8991,18622,8735,8885,5917,2843,1273,67990
SED26005,23,237,271,524,97,53,22,3,4,1229,0,0,0,5,4,4,0,0,0,13,16,74,166,574,292,292,117,26,15,1561,0,4,9,74,46,60,57,25,3,282,0,38,81,167,105,128,38,13,4,573,0,13,16,24,57,85,69,36,9,313,4,43,46,60,53,58,18,4,0,290,0,18,62,122,168,94,59,31,8,559,8,175,383,1587,823,578,275,127,31,3993,0,6,5,81,13,5,8,0,0,117,6,9,14,149,39,18,4,0,0,237,0,6,6,48,69,50,25,18,3,219,10,40,37,39,33,23,6,0,0,183,0,20,42,273,147,109,51,7,3,658,0,0,3,4,6,13,11,11,0,50,0,3,12,43,29,8,4,0,0,100,8,128,322,1051,774,720,420,190,66,3662,209,545,493,1076,447,328,203,103,31,3443,5617,13871,13161,24380,12469,9090,5100,2210,596,86498
SED26102,0,0,0,3,0,0,0,0,0,9,0,0,0,9,11,8,4,0,0,37,0,14,16,84,30,21,18,7,4,196,0,0,0,22,4,4,31,6,3,73,0,0,0,7,5,3,0,0,0,9,0,5,9,40,47,84,127,100,42,457,0,0,5,5,15,6,13,4,0,53,0,10,4,42,41,57,50,27,5,234,0,0,3,19,11,17,16,10,0,77,0,0,0,11,3,0,0,0,0,13,0,8,7,38,23,12,0,0,0,91,0,0,0,6,6,16,7,0,0,42,8,11,19,62,33,43,53,15,4,252,0,3,0,14,6,0,0,0,0,35,0,4,3,7,11,8,19,16,0,74,0,0,3,3,6,7,3,0,0,25,8,28,19,156,107,143,253,159,88,965,169,466,417,974,729,831,879,654,298,5420,2797,6553,5606,11909,8423,10134,11544,7279,2714,66960
SED26207,4,10,25,80,19,4,3,5,0,142,0,0,0,9,5,0,0,0,0,15,0,11,26,149,72,61,78,18,0,425,0,4,0,32,17,39,62,40,21,210,0,0,0,9,0,0,0,0,0,10,0,3,3,23,26,36,36,32,12,179,0,22,15,25,14,7,12,4,0,96,5,10,10,55,25,24,9,5,0,135,0,17,17,103,61,57,55,17,8,338,0,3,0,27,3,4,5,0,0,45,0,14,25,80,31,10,0,0,0,161,0,0,0,43,42,42,11,10,0,153,8,16,19,53,28,15,13,4,0,152,7,21,67,336,334,335,216,69,67,1447,0,0,0,7,3,7,3,6,0,24,0,0,0,12,5,5,0,0,0,20,3,73,70,531,296,309,331,277,125,2017,87,204,144,515,274,214,204,242,125,2003,3223,7234,6872,15252,8613,7317,6307,4851,2133,61796
SED26303,0,0,3,45,12,5,0,0,0,66,0,0,0,12,11,3,0,0,0,34,0,9,17,134,32,28,26,0,3,252,0,0,0,47,14,7,16,5,8,96,0,0,0,0,4,3,0,0,0,9,0,11,13,121,58,50,35,11,4,291,0,20,14,95,24,13,6,3,0,170,0,4,18,139,42,19,11,0,0,236,4,3,18,98,20,29,19,9,0,196,0,0,8,53,9,4,0,0,0,66,0,20,17,80,31,9,3,0,0,159,0,0,0,31,22,14,4,8,0,89,18,37,39,309,88,50,30,7,0,572,0,8,31,147,122,136,81,42,17,581,0,0,0,21,11,7,7,3,0,47,0,0,0,28,5,5,0,0,0,40,10,42,60,825,243,186,160,126,63,1714,66,174,217,848,289,229,175,131,53,2177,3334,6769,6727,24681,9848,7065,4553,2858,1441,67269
SED26406,4,14,37,155,19,11,3,0,0,243,0,0,4,3,9,6,0,0,0,29,10,25,72,419,76,64,43,9,0,718,0,0,0,53,23,43,94,44,24,280,0,0,3,0,4,9,4,0,0,16,0,5,6,43,28,44,26,31,15,186,0,28,152,204,60,20,35,4,6,503,0,14,58,184,94,68,43,35,9,514,9,24,268,794,160,142,123,66,28,1623,0,3,13,170,20,5,4,0,0,228,4,6,40,182,23,23,6,0,0,290,0,0,0,26,4,24,4,8,4,67,10,42,49,102,30,31,26,6,0,305,9,25,164,392,174,131,71,30,8,1007,0,0,5,17,7,11,3,4,0,46,0,0,19,32,5,11,0,0,0,68,18,89,316,1103,402,424,479,337,194,3366,82,202,526,1098,259,193,188,138,78,2772,3518,6854,11376,25276,8717,7033,5061,3470,1820,73129
SED26504,0,3,0,24,0,0,0,0,0,36,0,0,0,4,8,0,4,0,0,25,5,36,19,192,36,37,31,8,0,359,0,0,0,7,3,0,6,5,0,26,0,0,5,5,0,3,0,0,0,8,0,8,0,22,25,44,62,52,5,220,3,0,0,9,3,0,3,0,0,20,0,9,13,31,38,19,9,5,0,131,0,10,4,33,15,4,8,0,0,69,0,0,4,43,3,0,0,0,0,44,4,6,7,70,23,11,6,0,0,129,0,0,0,0,0,0,0,0,0,6,0,9,10,32,15,16,27,8,0,119,0,0,0,18,5,0,0,0,0,27,0,0,0,4,5,7,8,10,0,34,0,0,0,8,0,4,4,0,0,16,5,11,14,95,56,74,98,85,33,466,131,415,350,813,477,609,636,472,253,4153,2888,7097,5789,12309,7548,8547,8402,5161,1980,59712
SED26603,22,99,101,661,55,17,8,0,0,957,0,0,0,9,5,0,0,0,0,23,11,40,47,395,99,70,55,20,5,733,0,0,3,49,22,38,40,36,44,233,0,0,4,4,7,7,0,3,0,30,0,3,3,69,21,33,22,18,15,187,3,17,7,87,21,12,11,0,0,170,0,6,11,109,36,15,10,3,0,187,4,38,37,253,77,89,32,29,5,567,0,0,3,57,9,5,0,0,0,79,0,18,20,138,33,9,3,0,0,228,0,25,20,330,306,293,123,85,14,1203,8,28,25,173,39,21,15,5,5,315,0,23,33,237,150,120,79,13,9,663,0,0,0,7,10,0,0,5,0,31,0,0,4,49,8,0,0,0,0,56,21,147,130,1217,323,273,240,192,112,2657,168,318,387,1218,420,285,252,250,228,3533,5072,8422,8844,28468,9924,7585,4975,3618,2584,79479
SED26708,0,0,0,5,0,0,0,3,0,12,0,0,0,0,9,0,9,0,0,22,7,25,33,132,31,19,15,3,0,266,0,0,0,7,9,5,7,0,3,38,0,0,4,27,0,0,0,0,0,33,0,7,0,19,26,58,59,45,14,235,0,0,4,3,10,9,6,0,0,26,0,5,6,35,24,14,9,6,0,102,0,0,4,30,7,6,10,4,0,59,0,3,10,143,0,0,0,0,0,159,0,3,9,30,12,3,3,0,0,58,0,0,0,3,0,0,0,0,0,8,0,3,12,26,17,15,30,10,0,121,0,0,4,21,14,6,6,0,0,39,0,0,0,9,5,5,13,5,3,39,0,0,0,8,7,5,6,0,0,24,0,29,22,193,94,103,89,65,22,617,189,476,367,967,609,715,653,391,180,4550,3482,8124,6621,14310,8393,9568,8571,4524,1709,65296
SED26806,0,0,11,67,0,4,0,0,0,87,0,0,5,11,12,5,8,0,0,44,5,9,39,437,70,29,25,7,0,617,0,0,4,91,23,48,86,45,40,334,0,0,0,0,0,3,0,0,0,5,3,0,13,231,54,45,39,32,9,428,4,10,40,204,46,18,35,12,3,371,0,11,48,364,66,63,62,15,5,631,0,0,24,197,39,24,44,14,6,346,3,6,10,153,20,7,10,0,0,215,4,5,33,253,36,9,14,0,0,360,0,0,3,59,22,21,4,11,0,117,26,41,101,427,73,75,58,33,8,847,0,6,41,203,70,57,42,14,3,445,0,0,4,55,8,14,4,6,0,84,0,0,7,66,8,11,6,0,0,97,26,64,235,2304,364,341,337,366,244,4276,114,202,472,2131,548,417,339,293,222,4741,2420,3397,7628,35726,7908,6487,5208,3325,1452,73559
SED26903,3,23,35,174,12,11,0,5,0,255,0,7,6,18,10,3,0,0,0,42,9,34,47,344,95,90,66,19,4,701,0,0,0,20,14,10,13,13,9,81,0,0,3,6,7,11,5,0,0,32,0,0,5,55,23,28,21,23,4,158,0,9,14,69,26,7,11,3,0,131,0,3,10,85,26,7,9,3,0,145,0,10,30,214,38,32,28,18,10,370,0,3,0,68,5,9,3,0,0,93,0,11,19,150,28,12,6,0,0,224,0,0,3,48,32,36,26,18,8,170,3,15,21,155,25,21,7,3,0,243,3,26,112,471,320,362,186,63,22,1555,0,0,0,11,13,4,7,3,0,36,0,4,3,33,8,3,3,0,0,58,53,179,175,1288,322,320,268,159,69,2824,151,258,304,1133,446,361,318,245,233,3447,4038,6649,7134,24811,8996,6997,5016,3596,2099,69342
SED27003,0,4,9,33,9,3,0,0,0,57,0,0,0,14,15,5,5,0,0,38,0,11,37,298,53,30,23,3,0,448,0,0,4,53,21,13,14,12,0,127,0,4,0,6,3,0,0,0,0,8,0,0,10,231,53,45,40,23,10,413,0,12,25,172,35,14,9,4,0,270,0,3,20,274,57,19,21,4,0,403,0,0,13,166,30,12,14,5,6,247,5,0,13,111,16,6,3,0,0,153,4,7,20,156,46,10,13,0,0,257,0,0,5,52,34,25,20,14,3,151,20,49,65,601,93,54,38,15,0,939,3,39,156,526,467,507,395,136,74,2307,0,0,0,45,11,9,13,4,4,80,0,0,7,36,10,4,5,4,0,61,28,113,254,1859,444,310,229,164,72,3475,141,284,406,1760,482,442,286,149,80,4037,3028,4742,7384,36593,8524,6923,4941,2533,1005,75675
SED27101,0,14,31,151,13,7,9,0,0,225,0,0,0,13,23,7,0,0,0,40,0,25,31,249,71,51,30,8,3,462,0,3,0,24,17,31,46,19,17,158,0,0,0,3,0,0,0,0,0,3,0,0,3,24,40,52,64,50,25,254,3,44,25,126,49,26,24,12,3,314,3,18,35,133,84,40,26,18,9,371,0,13,26,280,40,78,58,29,14,527,0,11,11,183,43,16,19,0,0,287,0,33,38,140,38,19,6,4,0,281,0,7,9,16,12,12,6,3,0,60,3,27,28,82,38,35,19,7,0,234,0,19,29,191,112,106,105,43,3,610,0,0,0,7,5,9,7,5,3,33,0,3,4,21,11,14,7,0,0,58,9,52,95,467,220,188,192,142,74,1440,85,170,185,613,234,217,173,167,110,1941,3968,7911,7203,20063,8846,7005,5492,3567,1496,65551
SED27208,0,9,6,58,5,0,0,0,0,76,0,0,0,0,7,9,5,0,0,18,6,43,51,192,70,49,31,3,0,445,0,0,0,10,5,5,15,3,5,38,0,0,14,30,0,4,0,0,0,51,0,3,4,8,23,40,67,54,14,220,0,0,0,9,5,7,3,0,0,23,0,11,11,47,35,17,9,0,0,142,0,0,5,49,16,4,0,0,0,77,0,0,6,130,5,0,0,0,0,137,0,5,11,35,10,4,0,0,0,75,0,0,0,0,7,4,0,0,0,13,6,9,3,26,15,20,30,14,0,123,0,4,6,33,11,9,0,0,0,67,0,0,0,6,3,9,18,3,0,44,0,3,4,12,4,9,9,0,0,43,5,16,20,176,85,88,119,94,28,634,158,496,408,984,725,861,828,585,301,5338,3378,7681,6497,14124,8740,10176,9886,5433,2034,67957
SED27305,0,11,9,55,16,16,6,3,0,113,0,0,0,5,11,4,0,0,0,20,3,19,42,128,92,105,61,17,3,466,0,3,0,40,44,69,74,6,10,243,0,0,0,8,0,4,4,0,0,16,0,0,3,27,22,61,56,30,4,206,0,33,59,83,62,57,60,9,3,365,3,20,43,101,100,93,74,26,3,454,3,36,148,502,317,376,240,85,21,1726,0,8,0,54,13,12,13,5,0,109,0,8,12,65,22,15,5,0,0,128,0,0,0,10,24,16,13,15,0,80,3,18,16,35,25,13,14,3,0,123,0,3,22,94,145,161,57,10,6,500,0,3,3,11,7,15,12,4,4,54,0,0,0,8,3,4,0,0,0,29,0,36,87,309,268,344,221,178,47,1494,48,134,147,332,150,156,130,122,47,1255,2662,6768,7655,13293,8367,8179,5012,2726,786,55451
SED27406,0,0,0,26,3,4,0,0,0,36,0,0,0,7,12,12,0,0,0,33,0,14,23,146,40,26,20,6,0,265,0,5,0,59,29,48,71,28,9,249,0,0,0,4,0,0,4,0,0,7,0,16,30,102,102,130,92,71,20,565,7,31,31,46,24,12,7,4,0,160,8,84,86,248,271,95,65,39,7,905,0,4,0,71,30,36,45,15,9,223,0,0,0,24,4,0,6,0,0,37,0,12,15,68,30,3,10,0,0,139,0,4,3,39,35,41,28,24,9,184,17,60,57,114,81,77,47,17,3,480,0,3,8,64,32,9,20,3,0,147,0,11,3,22,29,15,18,11,0,103,0,0,0,29,28,13,8,6,0,79,19,110,102,695,444,333,311,232,92,2331,62,229,138,493,262,217,228,178,134,1936,2935,7764,7190,14353,10046,8565,6919,4195,1942,63903
SED27504,9,64,49,141,13,5,5,0,0,285,0,0,3,8,3,3,5,0,0,21,3,52,70,378,97,72,51,8,0,733,0,0,0,4,0,3,5,0,4,24,3,13,28,45,30,13,8,0,0,131,0,0,8,15,12,33,48,40,5,158,0,0,0,8,13,6,0,0,0,27,0,11,20,44,22,16,8,4,3,134,5,19,14,88,39,21,6,0,0,196,0,0,12,155,3,6,4,0,0,181,0,7,8,75,30,22,6,3,0,150,0,0,3,51,79,66,35,19,0,257,0,15,8,29,14,13,11,4,0,91,0,10,0,57,22,0,5,0,0,92,0,0,0,4,11,9,7,4,0,29,0,0,5,14,17,5,0,0,0,41,29,169,221,566,177,173,125,78,40,1573,275,721,607,1430,678,747,649,482,225,5823,4418,9907,8656,18304,9151,9370,8048,4806,1928,74598
SED27608,0,14,35,105,12,0,6,0,0,178,0,0,4,11,12,4,6,0,0,34,4,19,58,291,75,56,33,4,0,548,0,0,0,31,13,12,22,9,10,89,0,0,0,8,3,0,0,0,0,13,0,6,17,95,62,87,88,67,22,448,0,14,13,26,15,18,18,0,0,108,4,43,77,176,120,80,52,15,4,573,0,10,85,191,36,20,24,10,6,378,0,3,0,22,0,4,0,0,0,36,0,0,17,65,25,12,0,0,0,122,0,4,0,5,11,3,0,0,0,24,13,41,46,143,49,37,33,8,0,376,5,3,38,92,19,16,5,3,4,172,0,0,6,12,21,22,13,17,3,99,0,0,15,58,24,17,8,0,0,120,10,91,127,501,196,182,177,138,47,1472,133,354,486,903,365,302,392,253,150,3338,6156,12442,11945,26359,11110,9370,8322,4700,2053,92460
SED27708,0,0,0,3,3,0,0,0,0,14,0,0,0,6,4,3,4,0,0,21,3,36,34,203,67,37,17,4,0,409,0,0,0,11,4,6,5,3,0,22,0,0,0,5,0,0,0,0,0,4,0,4,6,30,21,46,63,30,14,214,0,0,5,4,4,6,0,4,0,18,0,26,14,69,40,33,6,4,3,196,0,6,5,76,21,6,11,5,0,130,0,0,3,54,4,0,0,0,0,61,6,18,13,56,19,15,0,0,0,130,0,0,0,10,3,6,4,0,0,16,0,9,8,33,19,25,29,4,0,127,5,20,13,82,10,3,0,0,0,136,0,3,0,4,5,6,9,3,0,32,0,6,0,23,6,7,5,0,0,46,0,12,40,200,70,77,72,35,19,521,173,474,407,928,520,557,571,384,214,4220,3358,8136,7002,14980,8534,9277,8449,4345,1819,65902
SED27807,13,50,89,562,53,12,12,0,0,792,0,0,11,4,8,7,0,0,0,21,10,93,157,859,270,259,182,65,13,1915,0,0,0,18,26,65,99,81,56,348,4,33,40,104,62,62,17,0,3,328,0,3,3,16,11,22,24,22,5,107,0,0,3,39,9,15,5,3,0,72,0,4,7,23,8,3,0,5,0,55,4,13,67,308,64,76,38,17,0,587,0,0,4,44,6,11,8,0,0,68,3,7,23,107,43,22,3,8,0,217,5,0,3,39,45,37,32,25,4,186,0,8,16,32,15,6,0,0,0,81,32,354,1027,4606,3060,2707,1412,376,156,13746,0,0,0,0,0,3,7,0,0,10,0,0,6,11,7,0,0,0,0,25,27,136,356,1223,607,644,720,465,223,4389,317,594,660,1853,606,544,490,389,298,5744,4247,7960,9289,23220,8773,8610,7350,4148,1791,75388
SED27907,0,14,30,83,7,17,3,5,0,157,0,0,3,8,22,9,4,0,0,42,0,45,70,276,124,94,83,24,4,722,0,5,0,25,17,26,34,17,12,128,0,7,17,35,23,13,12,0,0,118,0,0,6,55,38,67,83,72,11,336,0,3,13,28,12,23,12,0,3,94,0,14,26,53,46,26,19,6,0,204,0,25,35,130,102,89,62,37,6,479,0,0,0,21,0,9,4,0,0,35,4,15,19,90,34,17,3,0,0,174,5,3,3,66,78,83,35,12,9,294,4,22,10,47,26,13,17,5,0,151,0,6,18,81,40,34,7,0,3,189,0,0,0,15,6,8,4,6,0,44,0,0,4,15,8,10,5,0,0,42,6,131,145,533,266,297,283,226,60,1940,116,319,289,851,363,313,284,206,95,2842,4090,8059,7564,19030,8596,8004,6482,3374,1114,66327
SED28007,5,39,38,255,58,50,30,4,0,473,0,0,0,4,0,0,0,0,0,7,7,78,254,774,518,416,237,71,15,2366,0,0,0,50,44,73,88,22,12,285,0,10,38,64,29,20,11,6,0,186,0,3,0,17,21,34,35,20,12,128,4,18,16,49,23,26,23,4,0,161,0,5,28,89,45,43,20,7,0,238,3,45,93,333,236,208,107,46,12,1085,0,0,0,21,3,6,4,0,0,35,3,7,19,88,24,11,6,4,0,161,0,0,0,47,69,46,34,16,0,212,5,20,20,35,19,13,8,0,0,121,12,43,95,735,531,480,186,41,15,2143,0,0,0,6,3,13,7,4,3,34,0,0,7,22,11,8,0,0,0,49,15,128,265,1123,886,986,626,285,107,4410,149,385,332,835,344,315,206,105,25,2690,4700,11348,11519,22322,11947,9396,5625,2451,806,80110
SED28107,47,371,278,1703,251,70,47,12,0,2780,0,4,4,21,13,3,3,0,0,54,16,187,509,1805,838,605,244,41,21,4264,0,0,0,56,41,43,57,22,8,215,6,31,78,241,119,108,41,10,4,635,0,0,10,30,30,70,58,22,14,238,13,91,98,160,93,50,17,4,0,528,0,21,43,109,58,48,21,4,5,316,8,61,174,812,248,149,67,35,6,1561,0,8,4,88,11,9,6,4,0,132,5,55,143,230,55,32,11,0,0,533,0,0,0,41,30,20,5,7,0,104,9,64,47,54,14,18,15,0,0,231,7,38,93,625,202,190,91,35,5,1289,0,7,0,9,4,8,10,0,0,28,0,4,20,84,25,8,0,0,0,149,64,584,938,3300,1481,813,414,180,45,7809,665,1244,891,2910,631,395,282,123,42,7176,13009,22290,15873,52681,12774,9270,5707,2185,521,134306
SED28203,9,89,73,501,54,14,17,3,0,767,0,0,0,4,8,0,6,0,0,11,5,79,107,588,184,143,94,10,0,1216,0,0,0,21,7,9,21,13,9,75,0,17,33,78,54,46,25,9,0,264,0,6,4,9,8,15,11,10,8,64,0,32,18,71,25,14,11,0,0,179,0,6,8,28,14,12,0,4,0,79,7,38,113,601,178,129,102,23,4,1200,0,0,0,45,5,9,0,0,5,66,0,6,17,127,22,8,0,0,0,189,0,9,11,146,160,156,112,43,13,648,0,8,20,42,9,10,4,0,0,101,5,57,116,870,615,567,276,77,25,2598,0,0,0,0,3,3,3,0,0,7,0,3,16,44,19,8,0,0,0,87,28,300,362,1483,605,536,458,211,85,4062,230,488,457,1297,476,362,343,257,102,4010,6224,10970,9307,27358,8881,7338,6607,4260,1573,82511
