SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED23602,87,180,92,65,14,0,0,0,436,3,5,19,13,18,0,0,0,59,4,33,84,155,275,493,264,145,1459,96,224,195,229,309,493,264,145,1953,2705,2357,2572,3110,3850,3702,1791,403,20494,265,556,518,336,327,288,168,96,2546,3065,3133,3280,3673,4487,4484,2221,645,24988,55,35,15,17,0,0,0,0,124,0,6,0,6,3,0,0,0,21,3,4,29,52,73,41,12,8,224,63,49,47,76,77,41,12,8,372,2484,2649,2946,3699,4364,4129,2067,793,23130,216,205,258,227,248,290,224,125,1790,2758,2903,3249,3996,4682,4459,2306,931,25288,142,221,106,76,20,0,0,0,562,3,13,19,18,22,0,0,0,81,5,38,114,206,344,540,279,154,1681,153,272,239,306,384,540,279,154,2326,5188,5008,5518,6809,8215,7833,3861,1196,43626,478,755,780,561,571,574,390,218,4329,5824,6031,6534,7669,9169,8946,4528,1574,50279
SED23702,513,239,97,53,17,0,0,0,919,3,13,15,6,18,0,0,0,57,15,72,111,172,276,383,263,130,1421,531,318,221,229,316,383,263,130,2401,4013,4023,3919,4063,4017,3073,1480,369,24954,174,197,251,203,202,177,120,51,1369,4726,4543,4387,4501,4533,3627,1867,555,28731,132,69,32,12,0,0,0,0,243,0,6,5,7,0,0,0,0,22,8,16,44,50,74,35,13,10,248,146,88,76,69,75,35,13,10,510,3694,4393,4328,4701,4699,3706,2003,639,28163,205,171,205,199,163,166,156,92,1358,4039,4651,4607,4963,4942,3906,2174,744,30030,649,301,124,59,23,0,0,0,1163,4,21,16,12,24,0,0,0,80,17,85,153,227,348,415,276,146,1667,677,407,300,297,397,415,276,146,2911,7708,8421,8246,8763,8714,6774,3482,1008,53117,377,365,455,400,366,345,280,145,2732,8765,9194,8995,9468,9472,7533,4036,1298,58759
SED23806,4,0,8,3,0,0,0,0,13,11,21,10,10,12,0,0,0,63,3,39,40,91,90,186,195,125,768,16,62,56,108,97,186,195,125,842,4456,4962,3799,3655,3179,2398,1309,416,24173,137,221,154,134,94,82,64,35,929,4617,5246,4011,3891,3373,2663,1567,576,25940,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,4,5,3,21,13,9,5,3,71,4,15,3,21,18,9,5,3,81,4490,5290,4324,4317,3649,3065,1889,904,27935,153,215,148,114,102,101,85,62,974,4653,5514,4473,4449,3775,3176,1983,962,28990,4,4,8,6,0,0,0,0,21,11,21,10,11,13,0,0,0,69,8,46,47,107,106,189,201,133,837,26,73,59,121,121,189,201,133,929,8952,10254,8125,7973,6831,5460,3201,1316,52102,294,437,300,246,199,183,147,93,1901,9268,10758,8485,8343,7146,5835,3547,1543,54928
SED23901,156,121,65,51,14,0,0,0,407,7,8,14,10,12,0,0,0,45,9,43,68,112,125,202,184,144,886,161,171,149,173,150,202,184,144,1334,3625,4247,4424,3993,3580,2647,1454,566,24522,166,199,199,147,117,102,57,48,1043,3959,4621,4771,4309,3849,2953,1688,762,26906,26,23,14,10,0,0,0,0,78,4,5,6,0,4,0,0,0,21,0,10,11,20,28,19,3,9,98,27,40,32,35,28,19,3,9,195,3593,4570,4786,4444,4062,3208,2049,1190,27900,123,181,170,128,114,136,89,64,1002,3740,4792,4990,4603,4207,3358,2141,1264,29097,177,148,82,60,18,0,0,0,480,6,14,17,12,16,0,0,0,65,9,53,75,135,146,221,189,153,984,187,211,174,204,182,221,189,153,1524,7217,8817,9209,8438,7643,5851,3503,1755,52423,287,387,373,270,230,244,142,119,2047,7691,9412,9754,8915,8053,6312,3835,2023,56001
SED24006,0,4,0,7,3,0,0,0,16,6,10,9,0,13,0,0,0,31,7,18,35,68,77,146,146,154,659,16,34,48,73,88,146,146,154,713,4818,3234,3126,4102,3899,2675,1549,557,23952,125,130,101,138,125,87,72,46,830,4952,3400,3267,4316,4116,2910,1763,759,25488,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,3,11,17,14,12,6,70,0,3,4,13,17,14,12,6,78,4415,3226,3887,4926,4295,3180,2006,1136,27071,118,106,105,142,93,96,109,110,881,4531,3337,3997,5084,4406,3284,2126,1263,28030,5,4,7,4,3,0,0,0,22,6,12,10,3,13,0,0,0,33,11,24,39,82,92,164,148,167,729,18,39,48,89,104,164,148,167,786,9226,6463,7012,9028,8197,5851,3557,1698,51027,242,238,198,287,225,179,176,164,1705,9487,6737,7266,9401,8524,6196,3884,2027,53517
SED24105,5,3,10,6,0,0,0,0,22,7,9,3,0,5,0,0,0,20,6,18,30,45,70,126,130,65,502,15,27,44,56,79,126,130,65,547,4983,5409,5048,4491,4014,2988,1616,474,29028,199,309,217,149,153,128,92,37,1282,5200,5747,5306,4690,4240,3242,1842,581,30850,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,4,3,16,11,7,6,8,49,3,5,3,16,11,7,6,8,56,4613,5199,5395,4843,4062,3434,1883,819,30249,165,245,230,149,139,124,126,72,1241,4784,5447,5634,5006,4209,3566,2009,903,31547,5,7,10,6,0,0,0,0,32,7,8,5,0,5,0,0,0,22,9,22,35,59,84,134,132,70,548,21,35,50,67,85,134,132,70,604,9602,10610,10447,9331,8070,6423,3500,1298,59278,358,550,448,302,291,247,212,107,2522,9984,11199,10941,9696,8444,6809,3846,1479,62404
SED24207,0,6,10,6,0,0,0,0,37,0,14,12,9,5,0,0,0,31,10,33,55,66,84,112,73,35,463,10,53,74,87,89,112,73,35,533,6034,6915,7833,5849,4198,2978,1214,222,35239,695,1246,1010,536,275,174,116,43,4094,6737,8214,8916,6471,4561,3269,1403,297,39860,0,3,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,5,0,6,3,18,14,12,0,6,56,3,7,13,19,15,12,0,6,74,5742,7281,8064,6115,4390,3409,1310,381,36690,354,670,512,341,215,145,97,55,2383,6107,7956,8586,6472,4624,3561,1402,436,39148,6,9,15,8,3,0,0,0,44,4,14,14,10,6,0,0,0,43,6,37,59,86,90,118,76,33,520,14,61,83,105,99,118,76,33,604,11779,14198,15892,11966,8589,6388,2522,602,71931,1049,1913,1518,873,492,322,212,96,6478,12842,16173,17500,12948,9186,6827,2812,735,79009
SED24308,4,0,0,3,0,0,0,0,14,5,12,5,5,9,0,0,0,35,9,62,77,146,236,337,179,95,1137,19,74,85,148,241,337,179,95,1181,4165,4786,3749,3894,3562,2746,1458,494,24854,364,767,597,407,270,170,129,55,2756,4547,5634,4435,4446,4073,3254,1769,645,28794,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,9,0,6,23,39,62,38,10,12,190,0,10,28,39,62,38,10,12,200,3981,4821,4164,4220,3912,3440,1943,889,27370,273,324,290,248,162,196,165,96,1745,4257,5153,4480,4507,4138,3673,2118,992,29316,4,4,4,3,0,0,0,0,17,5,18,10,5,7,0,0,0,40,9,60,99,181,292,376,192,106,1324,20,82,113,189,301,376,192,106,1382,8144,9610,7916,8109,7478,6187,3401,1384,52221,632,1097,888,653,432,366,296,152,4504,8802,10785,8915,8954,8210,6927,3887,1635,58107
SED24408,0,0,0,0,0,0,0,0,9,4,7,8,9,6,0,0,0,36,3,38,57,106,203,384,206,217,1204,6,46,66,111,213,384,206,217,1248,2889,2907,2627,3079,3922,3323,1796,475,21021,216,209,179,202,240,264,193,104,1604,3111,3159,2869,3388,4379,3970,2197,793,23874,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,11,10,37,62,34,10,17,198,3,15,10,43,66,34,10,17,203,2563,2918,2899,3392,4109,3605,2227,1082,22793,221,171,176,214,234,250,268,183,1713,2783,3105,3087,3652,4407,3894,2507,1281,24707,0,0,0,0,0,0,0,0,10,4,13,8,7,11,0,0,0,43,9,49,65,142,267,425,215,236,1401,7,61,74,155,274,425,215,236,1451,5446,5818,5526,6471,8034,6933,4028,1553,43816,434,378,357,415,471,513,458,286,3317,5895,6260,5959,7038,8784,7869,4705,2075,48584
SED24504,6,0,0,10,4,0,0,0,22,5,5,20,8,11,0,0,0,58,9,45,103,189,247,377,278,127,1366,15,54,126,206,263,377,278,127,1443,3163,2470,3526,4334,4128,3450,1616,286,22983,217,161,190,250,266,219,145,67,1519,3399,2688,3840,4792,4660,4048,2038,481,25942,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,7,3,5,19,40,54,39,7,9,181,0,4,23,46,61,39,7,9,191,2837,2654,4090,4868,4540,3901,1787,585,25261,207,153,200,261,244,253,154,122,1594,3049,2816,4310,5180,4843,4195,1947,715,27045,6,0,0,9,4,0,0,0,22,10,11,25,15,14,0,0,0,65,9,46,121,235,303,412,294,136,1546,18,58,145,260,322,412,294,136,1637,6005,5125,7619,9198,8668,7351,3400,874,48240,424,313,391,510,506,476,292,190,3106,6443,5500,8155,9964,9502,8241,3984,1202,52988
SED24606,0,5,0,6,3,0,0,0,13,0,10,10,5,7,0,0,0,33,3,28,32,61,90,155,193,132,692,12,39,39,70,104,155,193,132,734,3644,4197,3447,3556,2998,2417,1542,505,22305,134,218,137,127,114,110,94,79,1019,3790,4454,3629,3749,3209,2682,1825,712,24055,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,4,6,16,14,16,12,16,88,9,8,6,17,18,16,12,16,95,3928,4526,3791,4196,3563,3155,2087,1023,26273,128,175,143,129,108,128,127,133,1077,4063,4711,3943,4341,3689,3297,2223,1177,27447,3,5,0,6,3,0,0,0,16,7,10,10,3,8,0,0,0,42,8,28,36,82,106,170,198,148,779,11,47,48,90,117,170,198,148,834,7573,8727,7240,7748,6563,5577,3631,1530,48579,260,394,286,257,219,239,224,212,2091,7855,9166,7567,8091,6899,5983,4053,1891,51505
SED24703,8,32,10,16,4,0,0,0,67,14,37,13,7,5,0,0,0,70,19,108,77,102,120,149,103,58,740,45,170,95,125,122,149,103,58,874,11997,19587,8682,4256,3299,2286,999,258,51356,999,1791,879,459,319,172,119,29,4769,13037,21557,9656,4842,3736,2604,1219,352,57000,7,7,9,3,0,0,0,0,30,0,5,0,0,0,0,0,0,10,6,9,11,25,28,11,4,6,97,15,26,16,28,28,11,4,6,135,14026,19748,7999,4430,3541,2533,1172,474,53919,1084,1699,670,360,269,215,95,64,4454,15131,21468,8682,4818,3841,2763,1272,535,58507,18,41,13,15,4,0,0,0,90,13,40,14,11,6,0,0,0,81,25,120,86,124,146,161,105,64,836,64,196,117,156,154,161,105,64,1012,26027,39339,16677,8684,6836,4818,2166,727,105271,2085,3490,1546,820,583,389,215,94,9221,28167,43021,18338,9660,7578,5368,2489,890,115506
SED24808,12,3,11,0,5,0,0,0,28,0,6,15,15,10,0,0,0,46,7,73,99,175,234,375,172,76,1201,18,80,122,183,250,375,172,76,1276,5388,6646,6836,5008,3827,3076,1302,253,32341,401,545,474,344,246,180,115,32,2320,5801,7269,7426,5536,4320,3627,1591,360,35934,0,8,4,4,0,0,0,0,12,0,0,0,4,0,0,0,0,8,3,11,17,44,49,36,8,11,179,7,21,20,51,52,36,8,11,199,5267,7491,7041,5282,4430,3800,1594,604,35501,411,536,474,329,225,192,130,52,2348,5677,8042,7537,5657,4702,4033,1735,661,38042,10,7,13,4,8,0,0,0,38,0,12,15,16,12,0,0,0,55,12,82,115,214,283,409,180,88,1377,23,103,144,234,302,409,180,88,1475,10649,14134,13874,10294,8256,6881,2896,853,67837,811,1078,949,670,471,368,252,78,4669,11484,15318,14965,11193,9022,7657,3321,1020,73975
SED24904,4,4,5,0,3,0,0,0,15,0,13,6,4,0,0,0,0,24,4,28,46,111,185,435,211,144,1155,10,45,55,110,186,435,211,144,1196,3461,3985,3447,3544,3895,2966,1579,439,23314,372,414,372,371,363,318,190,96,2490,3841,4441,3876,4029,4437,3719,1974,675,26999,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,4,4,4,14,20,33,24,12,12,126,3,4,13,20,35,24,12,12,134,3207,4058,3652,3879,4138,3374,1919,963,25181,299,382,355,289,298,282,206,174,2288,3508,4446,4023,4183,4471,3680,2139,1151,27601,3,7,5,0,6,0,0,0,21,4,13,8,4,0,0,0,0,29,9,31,56,129,218,459,218,160,1280,19,48,65,134,226,459,218,160,1320,6668,8038,7098,7421,8028,6337,3501,1404,48492,666,797,726,656,661,599,393,269,4781,7352,8886,7895,8212,8908,7397,4111,1833,54597
SED25003,0,8,11,4,7,0,0,0,30,7,13,5,7,5,0,0,0,35,4,33,44,68,102,150,68,24,495,13,50,62,82,117,150,68,24,563,4661,4927,4904,4327,3894,2447,983,249,26393,208,249,218,163,129,111,134,109,1323,4878,5226,5186,4563,4144,2703,1178,387,28277,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,5,5,7,16,25,16,0,3,70,5,7,13,17,26,16,0,3,86,4218,5003,5051,4862,4385,2705,1172,467,27862,158,224,204,153,132,146,218,271,1508,4383,5235,5264,5030,4546,2865,1383,739,29450,0,12,17,0,7,0,0,0,36,7,15,5,8,7,0,0,0,44,5,33,52,90,126,161,69,29,570,15,64,78,100,140,161,69,29,652,8879,9932,9952,9183,8286,5151,2150,721,54254,364,468,430,317,266,260,351,383,2829,9265,10462,10458,9600,8690,5574,2568,1128,57732
SED25102,3,5,3,0,0,0,0,0,12,5,7,14,11,5,0,0,0,44,4,31,82,128,174,255,165,63,902,13,35,92,140,182,255,165,63,960,3377,2930,3540,3969,3569,2727,1145,246,21505,109,129,119,151,115,99,74,40,836,3499,3094,3751,4257,3870,3075,1392,352,23300,3,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,0,0,15,29,38,27,5,12,122,4,5,15,29,42,27,5,12,134,3143,3019,3965,4254,3908,3051,1354,487,23174,86,120,115,106,125,96,75,52,776,3236,3140,4099,4389,4074,3176,1431,554,24085,3,6,3,5,0,0,0,0,18,10,7,14,8,4,0,0,0,45,4,31,98,152,212,281,176,71,1030,19,40,113,164,223,281,176,71,1089,6520,5946,7507,8229,7477,5776,2502,731,44681,195,245,231,255,245,196,146,95,1610,6737,6231,7852,8643,7942,6255,2821,900,47384
SED25205,0,4,8,8,5,0,0,0,26,8,3,13,7,7,0,0,0,37,0,37,74,113,122,220,176,135,884,10,44,94,125,137,220,176,135,945,3521,3227,4319,4564,3679,2426,1314,447,23493,101,135,144,143,112,89,87,59,863,3631,3406,4560,4826,3921,2737,1576,634,25300,4,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,3,14,25,30,14,20,23,131,5,12,17,30,32,14,20,23,141,3499,3563,4849,5147,4114,3067,1936,968,27137,86,146,144,142,106,122,133,113,978,3597,3714,5003,5317,4255,3197,2080,1104,28262,5,6,11,4,10,0,0,0,37,6,3,13,10,7,0,0,0,40,3,43,89,141,152,237,191,156,1013,17,53,111,155,167,237,191,156,1089,7025,6785,9172,9710,7789,5489,3246,1411,50631,184,282,283,278,222,207,217,167,1847,7231,7118,9567,10143,8183,5936,3655,1736,53566
SED25302,4,12,12,12,6,0,0,0,48,0,10,5,3,12,0,0,0,31,3,22,76,141,167,346,392,265,1406,8,50,85,153,181,346,392,265,1482,3495,1969,3077,4203,3654,3272,2230,606,22510,129,77,126,167,135,154,149,143,1079,3638,2100,3283,4522,3973,3774,2768,1009,25071,5,9,5,0,0,0,0,0,17,0,0,0,0,4,0,0,0,9,0,3,14,41,26,32,14,20,152,5,15,19,42,36,32,14,20,174,3327,2040,3730,4952,4192,4456,3129,1204,27041,126,86,124,170,121,194,224,271,1316,3460,2133,3873,5164,4349,4685,3370,1497,28525,8,26,14,15,9,0,0,0,69,0,11,6,3,16,0,0,0,32,8,25,90,181,194,374,401,285,1557,14,59,103,201,214,374,401,285,1654,6826,4015,6806,9152,7851,7731,5356,1812,49543,255,165,243,338,257,348,375,413,2394,7098,4230,7160,9688,8324,8456,6138,2509,53599
SED25402,3,0,4,5,3,0,0,0,16,3,13,3,4,3,0,0,0,26,3,45,109,141,241,393,280,137,1362,15,55,121,146,249,393,280,137,1402,3559,3832,3439,3547,3921,3299,1578,399,23571,311,321,290,286,289,252,173,102,2025,3886,4205,3849,3984,4458,3942,2033,643,27000,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,3,4,10,36,61,37,19,14,190,3,11,15,41,66,37,19,14,204,3533,4155,3780,3949,4537,3763,2049,849,26623,315,336,314,248,289,246,211,183,2143,3852,4501,4116,4239,4894,4046,2277,1049,28965,4,5,9,4,8,0,0,0,23,3,10,7,4,5,0,0,0,27,6,55,119,180,303,434,304,149,1549,17,68,135,191,314,434,304,149,1608,7093,7984,7222,7497,8452,7060,3621,1246,50188,622,651,605,536,576,497,388,287,4165,7737,8706,7961,8216,9346,7990,4307,1690,55962
SED25501,3,3,0,3,7,0,0,0,20,8,8,3,4,3,0,0,0,29,3,12,16,44,63,130,213,201,684,18,30,20,49,68,130,213,201,730,4524,3910,4043,3994,3522,2507,1656,698,24858,197,204,171,149,108,65,79,69,1045,4738,4137,4241,4194,3699,2702,1949,969,26632,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,13,18,13,14,13,68,0,3,5,13,18,13,14,13,71,3986,3449,4657,4444,3774,2995,2392,1139,26846,151,187,157,133,118,81,101,110,1043,4143,3641,4822,4590,3909,3083,2512,1264,27959,5,8,4,3,7,0,0,0,22,8,13,8,4,3,0,0,0,31,3,14,17,56,78,147,223,207,748,15,36,30,58,89,147,223,207,801,8515,7359,8707,8439,7296,5493,4052,1842,51696,345,393,330,285,222,149,179,184,2089,8877,7779,9066,8785,7606,5784,4457,2230,54589
SED25605,0,4,0,0,0,0,0,0,7,6,3,3,5,0,0,0,0,22,4,22,25,43,59,144,166,89,545,11,29,29,48,57,144,166,89,574,3724,4348,4051,3715,3191,2814,2039,676,24564,191,296,190,175,137,111,161,108,1363,3922,4673,4269,3946,3384,3072,2372,873,26504,0,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,10,0,4,6,8,10,13,11,9,56,3,8,4,8,6,13,11,9,73,3239,3866,4105,3891,3478,3492,2336,1156,25570,138,218,169,144,126,142,183,203,1319,3381,4093,4283,4049,3612,3648,2529,1368,26960,0,3,4,0,0,0,0,0,13,6,8,3,9,4,0,0,0,23,5,20,28,52,70,155,180,97,607,13,41,35,59,69,155,180,97,648,6964,8215,8157,7613,6669,6306,4374,1836,50135,336,514,356,318,262,253,346,307,2686,7306,8765,8550,7990,6995,6714,4903,2241,53464
SED25704,0,3,0,0,6,0,0,0,11,5,10,8,3,4,0,0,0,25,13,31,52,127,203,374,288,194,1284,22,42,60,138,210,374,288,194,1323,3229,3053,2940,3367,4107,3554,1996,556,22801,271,267,249,298,309,314,212,123,2045,3520,3355,3249,3803,4624,4239,2498,877,26167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,26,40,35,11,9,154,3,11,13,26,41,35,11,9,160,3021,3282,3238,3770,4368,3853,2408,1081,25029,249,237,260,247,286,290,282,236,2084,3273,3532,3515,4039,4694,4180,2698,1328,27267,0,3,0,0,4,0,0,0,12,5,10,10,3,4,0,0,0,27,19,38,62,159,241,415,295,208,1438,22,46,75,165,250,415,295,208,1476,6252,6338,6181,7134,8477,7409,4408,1642,47830,525,503,508,544,592,598,493,361,4128,6796,6890,6759,7841,9321,8420,5196,2206,53432
SED25802,5,4,0,0,0,0,0,0,16,0,12,7,4,11,0,0,0,30,9,71,103,161,229,468,311,181,1532,12,85,111,167,243,468,311,181,1577,3913,4117,3830,4052,4447,3902,2076,461,26790,275,268,308,306,286,263,173,87,1963,4207,4465,4249,4526,4976,4633,2562,726,30332,4,4,0,4,0,0,0,0,5,0,3,0,5,0,0,0,0,6,6,19,22,37,56,39,15,14,204,10,17,22,37,61,39,15,14,216,3838,4584,4159,4624,5056,4542,2446,903,30157,237,315,279,266,288,275,227,149,2039,4080,4919,4461,4934,5402,4852,2690,1065,32415,7,5,0,4,0,0,0,0,23,3,12,7,4,12,0,0,0,40,12,84,131,195,287,507,321,194,1736,27,104,138,207,299,507,321,194,1798,7749,8700,7984,8679,9505,8441,4518,1366,56947,516,580,586,571,574,535,404,233,4002,8289,9381,8708,9458,10382,9485,5246,1795,62742
SED25905,0,4,7,5,0,0,0,0,19,0,11,3,0,0,0,0,0,21,7,26,39,69,105,142,90,65,535,7,45,53,77,106,142,90,65,575,4459,4509,4117,3898,4049,2666,1159,329,25185,273,343,248,182,171,116,95,50,1481,4743,4893,4413,4151,4328,2924,1339,450,27239,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,13,15,14,5,13,77,0,8,4,16,12,14,5,13,81,4017,4537,4230,4345,4358,2851,1387,698,26426,229,283,248,220,185,130,105,118,1510,4248,4827,4487,4583,4559,2993,1504,822,28023,4,11,10,7,0,0,0,0,30,0,11,3,0,0,0,0,0,21,3,29,39,84,122,157,95,73,611,10,48,56,90,123,157,95,73,659,8478,9042,8348,8243,8411,5509,2552,1026,51610,506,626,495,399,353,242,195,170,2994,8991,9721,8897,8735,8885,5917,2843,1273,55261
SED26005,5,9,4,6,0,0,0,0,18,9,9,4,4,8,0,0,0,27,8,38,47,110,132,121,73,31,572,20,52,55,118,138,121,73,31,616,6548,5186,6038,5758,4268,2275,933,174,31168,310,336,293,262,172,90,56,19,1546,6880,5582,6392,6136,4577,2489,1055,226,33337,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,0,0,13,5,7,10,25,21,13,3,0,81,3,8,9,31,25,13,3,0,96,6007,5412,6403,6079,4345,2485,1085,346,32162,274,304,268,226,143,119,66,26,1423,6285,5729,6679,6333,4517,2618,1153,367,33680,9,12,6,3,0,0,0,0,22,8,8,7,8,10,0,0,0,40,12,43,55,134,160,140,80,31,649,22,62,66,152,169,140,80,31,714,12554,10599,12445,11837,8609,4755,2010,523,63331,581,647,563,487,317,206,119,47,2962,13161,11304,13074,12469,9090,5100,2210,596,67011
