SED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SED23308,0,73,0,73,1589,92,1760,29,50,0,85,2071,151,2306,909,97,12,1021,3941,297,5259,2297,58,48,2401,1588,224,4215,1452,79,24,1560,2203,204,3961,224,271,0,501,3127,184,3806,22,411,0,435,2504,164,3097,0,86,0,92,1404,109,1603,0,4,0,4,527,80,612,4932,1135,88,6160,18955,1507,26627,4,86,0,97,1463,64,1618,76,107,7,196,1984,121,2300,1375,216,57,1653,3487,253,5396,2662,131,104,2901,1388,214,4499,1467,236,43,1753,2429,175,4364,111,741,10,858,3278,177,4309,25,761,6,791,2675,188,3650,3,140,0,143,1905,178,2223,0,12,0,12,901,160,1068,5736,2435,229,8397,19509,1529,29434,4,157,0,166,3053,159,3381,111,166,7,279,4054,271,4608,2280,311,76,2674,7425,554,10653,4958,183,152,5298,2980,440,8718,2925,320,64,3316,4633,381,8322,332,1007,13,1357,6411,358,8118,47,1177,3,1224,5178,346,6745,7,231,0,237,3304,285,3832,0,14,0,19
SED23402,3,84,0,89,2481,155,2731,72,77,5,149,2376,124,2655,1729,117,40,1887,3641,313,5845,3563,76,71,3705,1914,301,5922,1849,134,33,2023,2980,240,5245,325,320,0,647,3580,183,4412,54,441,3,502,2472,141,3111,3,87,0,92,1511,109,1712,0,3,0,3,460,46,512,7606,1344,160,9100,21415,1620,32139,14,171,0,185,2193,133,2513,127,155,0,291,2093,116,2505,2623,241,102,2960,3078,309,6352,4134,142,165,4441,1477,298,6214,1829,310,52,2184,3219,252,5659,156,942,4,1102,3364,191,4660,33,796,3,827,2532,162,3523,3,108,3,114,1703,168,1986,0,9,0,9,685,98,790,8919,2873,335,12117,20345,1736,34204,15,260,0,271,4670,291,5244,199,238,8,441,4468,240,5153,4349,357,141,4845,6717,627,12192,7696,221,235,8147,3396,597,12138,3677,445,86,4210,6200,488,10902,483,1260,4,1750,6942,381,9074,89,1234,9,1331,5001,308,6636,7,197,3,206,3215,275,3701,0,8,0,15
SED23502,15,64,0,74,1394,192,1665,68,53,5,124,1076,110,1316,908,74,28,1009,1667,246,2921,1510,56,54,1620,1040,274,2934,886,112,21,1020,2142,284,3451,204,339,9,545,3887,369,4805,44,391,0,439,4695,408,5544,9,77,0,88,2583,273,2944,0,6,0,6,643,116,766,3642,1171,110,4927,19136,2285,26344,9,119,0,135,1229,171,1532,136,94,4,236,868,106,1211,1374,118,97,1588,1294,254,3139,1853,114,125,2088,899,262,3243,888,302,36,1227,2363,295,3887,92,801,9,904,3931,327,5163,27,599,0,627,4300,373,5297,6,100,0,103,2549,283,2938,3,6,0,5,868,186,1055,4399,2248,272,6917,18292,2251,27463,26,185,0,210,2623,362,3198,206,147,4,361,1947,212,2521,2287,190,126,2603,2959,500,6056,3363,172,176,3709,1939,530,6177,1772,411,55,2245,4506,587,7336,299,1137,12,1449,7819,702,9968,71,988,0,1065,9002,777,10844,16,177,0,195,5131,556,5880,3,10,0,9
SED23602,4,78,0,82,1448,142,1679,62,28,0,90,1141,154,1391,867,62,27,956,1620,558,3133,1632,53,52,1737,1025,524,3280,987,98,29,1117,2208,346,3673,201,322,5,534,3614,342,4487,44,427,0,469,3690,324,4484,6,76,0,83,1948,196,2221,0,0,0,0,546,98,645,3800,1140,125,5065,17246,2678,24988,13,120,0,133,1315,150,1595,106,73,4,183,894,90,1167,1292,127,75,1493,1201,209,2903,1951,88,119,2162,834,257,3249,980,264,49,1297,2468,229,3996,98,856,6,956,3464,260,4682,25,634,4,660,3495,299,4459,6,86,0,92,1989,223,2306,4,11,0,15,801,117,931,4465,2260,256,6981,16468,1839,25288,15,194,0,212,2764,296,3271,169,98,7,272,2042,244,2555,2161,190,102,2443,2823,768,6031,3584,136,169,3893,1860,786,6534,1968,371,72,2413,4679,580,7669,302,1176,16,1494,7077,601,9169,63,1063,4,1128,7185,630,8946,10,167,0,177,3940,413,4528,4,9,0,10
SED23702,6,104,0,112,2188,110,2412,39,45,0,90,2124,99,2313,1381,105,18,1507,2817,217,4543,2546,86,81,2710,1423,256,4387,1455,115,34,1601,2677,222,4501,212,357,6,578,3718,238,4533,37,448,3,489,2947,189,3627,4,99,0,104,1625,130,1867,0,3,0,8,493,55,555,5683,1363,140,7192,20021,1517,28731,18,135,0,154,1820,129,2106,110,114,7,231,1609,99,1937,1908,224,116,2247,2220,183,4651,2974,138,183,3296,1099,214,4607,1470,319,57,1843,2894,229,4963,111,1095,0,1203,3542,195,4942,33,820,5,858,2872,173,3906,9,115,0,126,1865,182,2174,0,11,0,12,628,97,744,6626,2975,372,9972,18556,1499,30030,24,241,0,263,4014,243,4515,148,167,7,321,3733,192,4245,3287,329,139,3758,5036,402,9194,5520,222,262,6006,2520,474,8995,2927,431,92,3450,5567,446,9468,323,1451,7,1775,7261,428,9472,74,1261,9,1348,5819,365,7533,11,221,0,229,3496,312,4036,4,14,0,22
SED23806,0,45,0,48,1934,64,2049,7,38,0,39,2440,89,2567,390,47,5,440,4565,237,5246,2004,47,27,2075,1772,161,4011,1868,28,20,1916,1838,139,3891,387,135,4,523,2742,104,3373,65,491,0,551,2019,85,2663,8,170,0,179,1313,76,1567,0,8,0,11,532,34,576,4732,1007,61,5799,19158,989,25940,8,87,0,94,1825,71,1994,3,70,0,78,2479,102,2661,598,117,13,734,4558,228,5514,2514,106,63,2679,1634,162,4473,2090,67,36,2197,2133,125,4449,197,373,10,583,3078,114,3775,44,891,12,939,2120,112,3176,9,214,4,227,1667,87,1983,0,3,0,7,896,65,962,5467,1939,126,7533,20395,1063,28990,7,133,0,140,3758,132,4036,11,106,0,120,4920,185,5227,987,170,21,1176,9119,464,10758,4516,157,84,4757,3404,320,8485,3964,96,52,4112,3968,260,8343,584,507,19,1108,5819,220,7146,103,1381,9,1496,4142,200,5835,15,386,7,402,2983,169,3547,0,11,0,14
SED23901,0,49,0,54,1803,70,1922,9,27,0,32,1890,107,2027,670,67,4,750,3654,220,4621,2581,54,35,2666,1886,212,4771,1928,48,26,2000,2144,163,4309,322,182,9,510,3193,143,3849,50,446,0,499,2335,120,2953,6,121,0,129,1492,74,1688,0,7,0,8,683,62,762,5569,1004,69,6648,19081,1175,26906,0,96,0,103,1593,60,1752,26,74,0,103,1811,74,1988,1006,153,21,1178,3421,194,4792,3089,117,94,3304,1502,180,4990,1918,111,39,2069,2388,147,4603,208,505,9,720,3354,138,4207,34,778,0,812,2401,148,3358,10,163,0,179,1865,99,2141,8,9,0,12,1180,73,1264,6306,2004,167,8478,19514,1105,29097,4,147,0,150,3394,131,3677,33,103,0,136,3696,181,4017,1679,219,26,1929,7072,413,9412,5677,174,128,5976,3387,396,9754,3846,160,70,4071,4539,306,8915,533,691,16,1228,6550,276,8053,91,1221,0,1313,4733,271,6312,19,283,0,302,3360,170,3835,7,15,0,23
SED24006,4,64,0,68,2464,66,2591,8,35,0,37,2254,69,2362,393,57,0,451,2805,142,3400,1942,41,23,2004,1158,99,3267,2193,39,22,2249,1918,152,4316,487,168,9,653,3333,124,4116,64,490,5,555,2261,88,2910,10,171,4,182,1508,74,1763,0,12,0,12,707,49,759,5092,1072,57,6222,18396,869,25488,4,82,0,92,2229,65,2384,5,77,0,81,1994,73,2150,658,101,14,772,2449,121,3337,2720,76,45,2839,1044,115,3997,2486,89,32,2614,2316,156,5084,267,491,15,768,3526,110,4406,50,933,0,990,2186,118,3284,14,233,0,249,1761,112,2126,4,9,0,15,1130,121,1263,6209,2099,110,8417,18635,980,28030,9,150,0,159,4689,129,4975,12,114,0,123,4246,142,4509,1045,157,15,1222,5253,264,6737,4659,118,67,4844,2207,215,7266,4679,129,52,4863,4234,302,9401,748,658,16,1424,6865,238,8524,115,1422,4,1538,4446,208,6196,23,404,3,435,3268,184,3884,4,20,0,24
SED24105,10,61,0,68,2221,94,2388,26,68,0,100,2574,137,2810,900,99,8,1011,4375,361,5747,2430,71,34,2529,2519,263,5306,1544,59,10,1610,2910,170,4690,362,190,6,558,3513,173,4240,79,356,0,443,2662,138,3242,11,96,0,107,1622,111,1842,0,13,0,13,533,33,581,5376,1001,62,6441,22915,1489,30850,10,122,0,129,2051,85,2273,79,126,3,213,2198,106,2515,1659,174,28,1857,3300,287,5447,3260,100,59,3421,1954,260,5634,1472,147,31,1653,3186,168,5006,163,582,17,758,3295,149,4209,55,632,5,691,2718,153,3566,7,96,0,105,1772,131,2009,0,15,0,13,816,74,903,6712,1990,144,8844,21280,1425,31547,18,183,0,200,4278,181,4657,109,196,4,308,4765,249,5326,2559,272,36,2869,7677,651,11199,5695,163,88,5949,4474,525,10941,3024,205,39,3270,6090,340,9696,519,773,22,1321,6810,320,8444,139,986,4,1139,5375,297,6809,23,191,0,212,3386,247,3846,0,19,0,21
SED24207,16,109,0,124,2851,251,3226,45,116,4,161,2854,492,3510,1584,171,16,1772,5133,1307,8214,4337,90,40,4465,3379,1071,8916,2021,87,24,2138,3759,574,6471,385,244,8,640,3616,313,4561,49,372,6,426,2645,192,3269,13,70,0,81,1201,121,1403,0,0,0,3,251,44,297,8455,1260,94,9814,25679,4369,39860,15,175,3,186,2754,168,3117,130,198,8,331,2432,229,2992,2938,216,63,3218,4027,716,7956,5240,140,107,5484,2555,542,8586,1951,254,34,2234,3865,374,6472,174,742,16,937,3449,238,4624,57,617,9,687,2699,178,3561,9,78,0,89,1218,99,1402,0,5,0,8,375,50,436,10508,2422,239,13170,23374,2608,39148,26,284,3,314,5607,419,6337,176,310,9,492,5285,725,6501,4525,390,75,4986,9160,2025,16173,9572,232,144,9956,5934,1619,17500,3973,340,57,4376,7622,952,12948,556,986,29,1572,7068,551,9186,104,989,14,1108,5343,374,6827,23,143,0,169,2415,221,2812,0,7,0,14
SED24308,9,67,0,77,1978,149,2208,56,60,3,127,1984,231,2335,1215,104,19,1339,3497,795,5634,1957,74,44,2078,1738,624,4435,1239,113,19,1373,2646,425,4446,220,301,3,530,3254,287,4073,29,355,0,384,2660,209,3254,6,80,0,90,1535,146,1769,0,4,0,4,568,64,645,4737,1170,95,6006,19854,2933,28794,15,144,0,161,1781,150,2092,172,124,12,313,1717,134,2169,1828,236,93,2159,2651,349,5153,2496,143,101,2745,1433,299,4480,1176,294,43,1516,2724,263,4507,119,814,15,938,3017,182,4138,22,654,3,679,2787,205,3673,11,86,0,99,1830,181,2118,0,0,0,0,902,89,992,5842,2505,266,8614,18845,1854,29316,27,210,0,239,3761,300,4298,228,192,16,434,3698,368,4503,3043,343,111,3501,6146,1144,10785,4460,215,146,4818,3173,923,8915,2414,411,63,2890,5370,690,8954,340,1116,14,1472,6268,469,8210,53,1010,4,1067,5447,417,6927,18,174,0,189,3364,333,3887,0,4,0,7
SED24408,7,68,0,75,1489,136,1701,55,46,4,108,1207,96,1411,942,79,27,1045,1911,210,3159,1585,63,48,1692,990,186,2869,1009,87,23,1116,2068,203,3388,182,263,4,447,3679,253,4379,48,310,0,361,3309,309,3970,3,96,0,99,1878,219,2197,0,4,0,7,682,103,793,3826,1015,106,4947,17210,1719,23874,20,129,0,150,1191,147,1485,144,69,3,220,981,95,1295,1276,114,85,1469,1458,171,3105,1923,94,107,2128,787,177,3087,908,238,37,1189,2237,225,3652,80,755,11,843,3324,239,4407,16,567,4,589,3039,271,3894,8,104,0,111,2135,263,2507,0,12,0,13,1100,171,1281,4380,2082,247,6707,16244,1760,24707,25,199,0,225,2679,287,3190,201,119,10,327,2190,188,2706,2221,193,107,2515,3367,383,6260,3513,152,157,3820,1773,360,5959,1913,326,63,2301,4304,433,7038,264,1015,14,1286,7000,492,8784,60,884,4,941,6346,573,7869,7,196,0,209,4015,482,4705,0,14,0,21
SED24504,10,69,0,78,1819,149,2045,25,30,0,63,1207,86,1353,744,47,14,807,1708,174,2688,2313,56,47,2418,1225,201,3840,1827,92,31,1949,2570,268,4792,322,291,9,622,3769,271,4660,51,455,0,508,3295,244,4048,4,101,0,106,1768,166,2038,0,0,0,3,406,67,481,5294,1147,109,6549,17760,1625,25942,4,101,0,112,1594,140,1850,49,69,4,122,993,83,1198,1087,105,49,1242,1411,160,2816,2875,107,131,3111,982,219,4310,1827,239,61,2131,2770,274,5180,154,772,4,931,3661,244,4843,32,771,3,806,3118,260,4195,8,125,0,135,1649,165,1947,0,10,0,10,589,124,715,6037,2300,257,8595,16777,1669,27045,14,174,0,190,3415,291,3892,73,102,8,181,2197,168,2551,1828,153,63,2047,3119,333,5500,5186,162,180,5523,2213,417,8155,3652,332,95,4087,5340,540,9964,473,1063,12,1558,7430,518,9502,82,1230,9,1312,6415,506,8241,17,224,3,240,3411,332,3984,0,13,0,13
SED24606,4,42,0,58,1548,66,1675,5,30,0,39,1998,81,2116,310,68,3,383,3832,241,4454,1794,33,23,1848,1626,152,3629,1778,25,23,1819,1800,130,3749,366,117,0,482,2602,127,3209,49,441,0,490,2076,120,2682,11,162,0,172,1551,100,1825,0,7,0,9,629,79,712,4322,922,51,5297,17662,1097,24055,4,70,0,71,1669,59,1796,9,63,0,66,2112,87,2269,596,129,12,741,3786,189,4711,2190,89,51,2337,1448,155,3943,1986,75,35,2097,2109,136,4341,226,367,5,605,2964,120,3689,26,875,3,907,2258,128,3297,18,216,0,230,1864,127,2223,3,14,0,16,1017,145,1177,5062,1897,112,7072,19234,1142,27447,12,111,0,125,3215,129,3468,9,89,0,105,4112,169,4380,904,198,17,1124,7615,432,9166,3983,124,80,4185,3074,310,7567,3763,95,55,3916,3914,264,8091,591,479,9,1083,5568,250,6899,80,1317,4,1403,4330,248,5983,30,373,0,406,3420,224,4053,6,26,0,25
SED24703,0,44,0,46,2314,199,2551,16,55,0,71,9573,844,10487,756,161,9,923,18775,1857,21557,2184,97,31,2313,6427,921,9656,1170,41,22,1233,3139,474,4842,274,123,5,393,3016,325,3736,68,265,3,339,2086,186,2604,0,84,0,91,1024,104,1219,0,4,0,4,320,32,352,4463,871,65,5405,46665,4931,57000,6,86,4,93,2837,236,3173,45,135,4,186,10886,881,11961,1223,308,26,1548,18173,1743,21468,2532,183,51,2767,5234,683,8682,1208,108,22,1337,3113,373,4818,161,324,3,491,3073,279,3841,25,522,3,554,1997,212,2763,5,105,3,111,1070,86,1272,0,5,0,3,482,46,535,5206,1779,113,7094,46876,4542,58507,9,125,7,135,5152,428,5722,66,184,8,260,20458,1727,22444,1981,465,34,2474,36943,3601,43021,4713,278,87,5074,11661,1603,18338,2371,150,38,2562,6258,844,9660,430,442,11,883,6092,599,7578,98,786,9,891,4081,397,5368,5,192,3,197,2093,191,2489,0,6,0,12
SED24808,14,109,0,123,2538,212,2881,106,112,9,228,2477,224,2927,2180,188,43,2411,4270,589,7269,3892,113,74,4080,2832,514,7426,1636,140,35,1813,3362,363,5536,262,337,6,608,3450,260,4320,53,397,3,452,2979,200,3627,3,65,0,66,1398,123,1591,0,0,0,0,325,35,360,8155,1457,165,9778,23637,2517,35934,26,239,0,260,2346,241,2844,305,181,16,495,2119,218,2832,3698,286,116,4102,3360,578,8042,4508,207,152,4862,2156,517,7537,1479,403,47,1931,3387,339,5657,120,902,6,1037,3420,250,4702,37,701,3,744,3086,202,4033,5,68,3,72,1509,154,1735,0,4,0,3,601,56,661,10179,2984,350,13510,21980,2547,38042,32,350,3,390,4886,451,5727,407,291,19,723,4593,442,5756,5881,480,158,6518,7632,1170,15318,8402,312,228,8940,4990,1031,14965,3117,545,80,3739,6749,703,11193,387,1241,16,1644,6873,513,9022,96,1092,6,1191,6062,404,7657,11,128,5,142,2902,277,3321,0,4,0,4
SED24904,4,71,0,77,1656,219,1951,79,48,0,127,1592,173,1890,1076,96,26,1196,2814,430,4441,1801,56,52,1904,1584,383,3876,1004,98,13,1116,2540,374,4029,193,305,5,507,3551,386,4437,39,299,0,342,3026,351,3719,12,52,0,61,1714,203,1974,0,8,0,5,577,97,675,4197,1034,99,5330,19045,2621,26999,14,165,0,169,1450,177,1803,157,115,7,275,1280,152,1705,1694,160,90,1947,2101,404,4446,2254,98,115,2463,1183,368,4023,980,293,34,1306,2575,302,4183,105,779,12,892,3256,318,4471,21,485,5,510,2879,292,3680,8,76,0,83,1832,219,2139,0,5,0,5,990,162,1151,5226,2174,263,7659,17544,2397,27601,19,235,0,252,3109,398,3753,235,163,7,404,2868,315,3592,2764,262,116,3142,4913,834,8886,4051,155,167,4371,2770,754,7895,1982,388,47,2422,5114,678,8212,294,1090,22,1400,6810,703,8908,63,789,5,849,5902,645,7397,13,132,0,146,3541,422,4111,3,5,0,13
SED25003,5,56,0,60,2187,122,2371,35,59,0,92,2296,120,2509,1048,90,10,1144,3800,292,5226,2782,51,29,2869,2068,254,5186,1422,50,10,1487,2905,178,4563,260,265,0,527,3457,154,4144,49,335,0,385,2191,124,2703,8,51,0,63,982,136,1178,0,6,0,6,285,99,387,5615,960,55,6635,20168,1474,28277,6,100,0,105,1928,87,2128,59,87,0,149,2016,88,2260,1766,164,53,1989,3009,243,5235,3336,83,72,3491,1544,230,5264,1458,187,24,1668,3193,164,5030,132,828,7,962,3423,159,4546,50,522,9,575,2125,165,2865,4,44,0,54,1127,208,1383,0,0,0,0,500,240,739,6812,2019,160,8987,18874,1592,29450,11,153,0,168,4118,210,4497,93,146,0,244,4313,211,4770,2813,258,59,3130,6807,533,10462,6121,139,100,6364,3606,490,10458,2881,239,36,3159,6095,346,9600,393,1086,9,1491,6887,310,8690,101,856,9,956,4319,289,5574,15,94,0,115,2105,344,2568,0,6,0,6
SED25102,6,66,0,68,1768,58,1895,20,44,0,61,1487,58,1607,834,67,14,913,2044,139,3094,2329,50,58,2443,1183,126,3751,1751,83,35,1866,2236,154,4257,258,295,3,561,3182,128,3870,48,487,3,540,2440,95,3075,6,98,5,115,1211,71,1392,0,0,0,0,318,31,352,5251,1200,119,6571,15868,863,23300,3,120,0,124,1557,54,1737,37,82,0,117,1341,37,1499,1121,148,70,1336,1668,125,3140,2812,96,150,3053,916,125,4099,1689,203,49,1944,2325,118,4389,117,822,13,950,2990,133,4074,29,780,4,812,2252,110,3176,11,102,0,118,1252,66,1431,0,8,0,8,512,28,554,5817,2363,286,8465,14823,800,24085,12,185,0,193,3326,120,3634,54,124,0,179,2824,96,3103,1954,217,83,2253,3711,267,6231,5140,147,205,5497,2095,252,7852,3438,285,86,3814,4559,274,8643,380,1115,14,1511,6173,263,7942,79,1266,10,1355,4690,204,6255,22,207,5,227,2461,135,2821,0,10,0,10
SED25205,0,48,0,53,1857,65,1977,11,31,0,45,1568,41,1659,649,63,3,716,2532,160,3406,2745,59,45,2848,1556,156,4560,2114,55,35,2210,2469,150,4826,338,207,0,549,3245,134,3921,29,412,7,446,2197,98,2737,5,92,0,104,1395,82,1576,0,7,0,6,584,46,634,5895,978,103,6974,17387,935,25300,0,103,0,104,1803,54,1963,20,75,0,100,1489,41,1635,980,141,43,1158,2408,150,3714,3348,116,110,3570,1276,152,5003,2200,154,51,2407,2757,151,5317,163,594,7,761,3373,118,4255,33,746,0,778,2301,121,3197,10,114,0,125,1836,113,2080,5,3,0,12,1019,78,1104,6756,2055,213,9021,18270,982,28262,0,149,6,154,3657,123,3939,40,105,0,145,3062,87,3288,1624,204,41,1873,4937,310,7118,6096,171,155,6420,2832,306,9567,4317,213,87,4615,5226,300,10143,501,801,11,1315,6614,249,8183,62,1156,9,1226,4492,218,5936,15,209,4,227,3229,201,3655,3,13,0,17
SED25302,0,67,0,71,2016,95,2185,15,33,0,52,1354,46,1452,536,48,4,588,1428,87,2100,2227,45,50,2321,840,126,3283,2075,95,25,2190,2144,184,4522,385,324,3,711,3107,149,3973,39,590,3,630,2975,165,3774,9,180,0,187,2424,153,2768,0,6,0,6,865,138,1009,5281,1399,91,6769,17151,1153,25071,4,115,0,121,1849,99,2069,29,71,0,102,1244,47,1390,804,92,29,928,1115,91,2133,2792,82,125,3006,741,127,3873,2222,188,58,2466,2515,178,5164,145,834,9,982,3234,129,4349,43,1062,4,1107,3373,208,4685,0,198,6,204,2918,247,3370,7,5,0,16,1216,272,1497,6056,2645,229,8933,18202,1392,28525,6,182,3,192,3868,187,4252,46,106,0,150,2604,88,2840,1346,136,35,1515,2546,173,4230,5017,130,180,5328,1580,251,7160,4297,281,84,4659,4661,367,9688,523,1159,11,1701,6339,283,8324,81,1653,7,1740,6347,373,8456,10,374,6,392,5345,404,6138,4,15,0,20
SED25402,12,68,0,73,1729,173,1973,102,74,4,179,1579,152,1907,1174,138,31,1348,2516,345,4205,2002,90,50,2142,1403,303,3849,1033,128,21,1190,2494,303,3984,198,412,8,616,3537,302,4458,28,401,0,430,3226,289,3942,9,64,0,72,1779,191,2033,0,4,0,4,543,105,643,4554,1372,118,6043,18797,2163,27000,24,156,0,180,1576,163,1919,229,123,6,358,1401,174,1936,1849,182,118,2144,2009,352,4501,2338,131,141,2603,1190,318,4116,961,364,35,1368,2594,272,4239,96,992,4,1093,3490,315,4894,17,591,0,617,3160,272,4046,13,83,0,95,1966,215,2277,0,3,0,6,870,167,1049,5529,2627,312,8463,18251,2241,28965,33,221,0,259,3303,336,3898,327,196,13,537,2977,328,3845,3025,319,143,3488,4525,689,8706,4339,221,193,4748,2595,617,7961,2003,495,60,2553,5090,576,8216,288,1409,12,1715,7026,612,9346,46,991,0,1044,6384,561,7990,19,143,0,163,3735,410,4307,0,8,0,8
