SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED22404,0,0,0,0,0,0,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,26,18,27,3,22,8,0,0,0,0,0,0,0,118,20,74,53,10,6,0,3,10,0,0,0,0,0,0,10,186,0,0,4,4,4,10,12,7,0,0,0,0,0,0,0,46,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,8,0,6,7,13,17,5,12,14,4,0,0,0,0,0,0,87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,13,191,59,32,42,22,27,4,0,0,0,0,0,0,10,406,8,11,63,146,185,146,125,49,4,9,4,6,8,4,35,797,0,0,9,10,3,0,3,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,4,0,9,0,0,0,4,0,0,22
SED22501,12,18,8,6,3,0,5,343,0,0,0,0,0,8,6,0,0,12,0,3,0,0,0,33,0,0,30,33,46,25,37,31,0,0,6,0,0,0,0,208,23,320,231,39,15,10,18,10,0,0,0,0,0,0,19,686,0,0,0,0,4,12,31,12,0,0,0,3,0,0,3,72,0,0,0,4,4,12,42,3,5,5,0,0,0,0,0,78,0,4,10,20,16,0,0,4,0,0,0,0,0,0,0,52,0,0,24,51,87,29,59,22,8,6,3,0,0,0,0,311,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,15,3,61,14,11,14,15,24,8,0,3,0,0,0,0,3,168,3,7,38,82,111,130,177,69,18,15,4,4,3,0,11,682,0,11,54,39,7,12,12,11,0,0,0,0,0,0,0,145,0,0,0,0,0,3,5,9,0,4,5,0,0,0,0,29
SED22607,11,11,20,14,6,4,3,219,0,0,0,0,8,42,27,16,0,4,0,0,0,0,0,102,3,12,19,17,43,25,78,39,7,3,10,4,0,6,0,262,36,660,617,94,21,21,33,63,15,9,4,11,0,0,40,1636,0,0,0,4,17,36,56,30,5,13,7,5,9,0,6,190,0,0,0,0,20,16,52,50,15,8,8,4,6,0,4,174,0,7,35,51,18,12,15,3,0,0,0,0,0,0,8,152,0,0,21,52,83,58,148,82,32,26,12,19,12,0,7,551,0,0,0,0,0,3,57,74,48,92,149,138,28,0,12,603,3,39,6,7,8,8,10,7,9,0,0,0,4,0,0,106,0,12,36,82,129,143,290,185,35,31,52,35,17,16,21,1067,0,0,17,16,20,11,11,10,0,0,0,0,0,0,0,83,0,0,0,0,6,9,20,33,15,12,3,11,6,0,0,117
SED22704,0,0,0,5,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,13,24,20,21,12,31,33,3,0,0,3,4,0,12,172,8,106,86,12,3,6,0,5,0,0,5,0,0,0,24,267,0,0,0,0,3,11,3,3,0,0,0,0,0,0,0,23,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,14,0,0,13,7,5,5,0,0,0,0,0,0,0,0,5,30,0,0,11,6,19,6,18,22,6,0,6,7,0,11,0,94,0,0,0,0,0,0,6,9,4,7,8,4,4,0,0,50,8,129,47,14,13,11,15,0,0,0,0,0,0,0,13,252,5,12,58,125,156,111,119,50,3,11,6,5,0,0,34,700,0,0,12,6,5,0,3,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,5,7,0,0,8,7,0,0,0,30
SED22802,22,9,3,6,0,0,0,192,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,12,25,21,28,5,16,11,0,3,0,4,0,0,4,130,31,228,163,22,12,3,14,12,0,0,0,0,0,0,11,500,0,0,0,0,3,3,4,9,4,0,0,0,0,0,0,25,0,0,0,0,0,9,23,17,0,0,0,0,0,0,0,58,0,0,8,11,6,3,4,0,0,0,5,4,0,0,0,38,0,3,3,10,35,10,50,37,10,9,9,4,0,0,7,176,0,0,0,0,0,0,33,4,3,0,0,0,0,0,0,44,20,276,68,32,45,12,16,7,0,0,3,0,0,0,10,482,6,0,34,101,133,108,132,75,3,8,3,11,3,3,13,631,0,0,6,10,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,9,6,3,4,4,9,0,0,0,43
SED22901,23,16,17,17,3,0,0,366,0,0,5,0,4,12,16,19,9,0,0,0,0,0,0,60,3,14,26,36,35,8,17,10,0,0,0,3,0,0,6,146,12,138,126,25,11,3,8,7,0,0,0,3,0,3,19,354,0,4,0,0,11,7,26,12,0,0,0,0,0,0,0,55,0,0,0,0,12,36,202,61,0,10,8,3,0,3,0,341,0,0,6,20,18,5,7,0,0,0,0,0,0,0,3,58,0,0,43,119,431,237,648,337,29,49,25,26,15,5,29,2000,0,0,0,0,0,12,42,10,4,5,0,4,0,0,0,75,6,166,34,16,7,0,12,7,4,0,0,0,0,0,5,260,7,8,44,72,143,118,173,102,8,17,11,6,9,4,15,725,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,11,8,34,43,0,4,14,14,6,0,0,137
SED23007,11,15,16,17,0,5,0,226,0,0,0,0,0,19,28,33,0,0,0,0,9,0,0,93,0,4,19,19,24,13,57,30,3,3,3,0,0,0,0,182,19,323,316,64,14,12,19,57,10,14,4,3,3,0,44,895,0,0,0,0,6,28,51,29,3,3,14,13,3,3,7,160,0,0,0,0,8,17,84,47,8,11,10,9,3,0,4,208,0,0,9,29,21,14,15,0,4,0,0,0,6,0,6,112,0,0,10,37,130,116,267,153,74,80,84,38,15,0,15,1018,0,0,0,0,0,10,89,102,52,76,157,156,37,0,19,690,0,20,7,7,4,3,12,13,5,3,6,0,0,0,0,90,0,0,23,67,135,210,409,295,42,32,43,44,10,10,30,1368,0,0,178,227,87,46,21,19,0,0,4,4,3,0,19,609,0,0,0,0,3,11,78,224,20,34,54,40,30,8,18,529
SED23101,17,14,17,14,8,0,8,392,0,0,0,0,0,11,3,10,0,0,0,0,0,0,0,26,5,4,15,15,13,6,19,14,0,0,0,0,0,0,4,95,18,232,183,31,5,8,7,26,4,6,4,0,0,0,28,547,0,0,4,9,22,35,32,22,5,11,0,0,4,0,5,143,0,0,0,8,23,46,203,106,14,11,13,4,5,0,4,428,0,4,8,15,22,3,8,4,0,3,4,0,0,0,0,75,0,6,59,163,528,225,587,332,74,77,63,75,13,9,35,2247,0,0,0,0,0,9,18,11,3,4,8,12,0,0,0,75,4,83,10,9,8,5,8,0,0,4,0,0,0,0,7,141,4,10,32,64,110,94,135,95,17,3,19,14,9,4,15,625,0,8,9,8,4,3,0,0,0,0,0,0,0,0,0,27,0,0,0,5,12,14,68,65,28,16,21,25,7,0,0,258
SED23205,3,0,4,5,3,0,0,67,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,14,0,15,22,38,54,12,32,31,14,0,3,0,0,0,13,222,17,90,78,30,9,3,13,13,3,0,0,3,0,0,13,270,0,0,0,0,5,13,24,8,0,0,3,0,3,0,0,57,0,0,0,0,7,6,23,12,14,0,3,0,0,0,0,68,0,0,9,17,9,13,9,0,0,0,0,0,0,0,4,66,0,4,4,21,38,14,33,25,11,16,14,0,4,0,3,181,0,0,0,0,0,0,11,15,3,11,10,3,3,0,3,57,12,131,31,10,11,5,11,5,0,4,0,0,0,0,12,238,4,15,62,139,282,221,310,166,21,16,18,24,5,9,49,1341,0,0,0,8,6,10,0,0,0,0,0,0,0,0,0,18,0,0,3,3,0,4,7,11,0,0,0,0,0,0,0,32
SED23308,10,15,11,15,3,0,0,139,0,0,0,0,0,3,9,23,4,0,6,0,0,0,0,38,3,8,14,9,35,18,41,46,0,3,3,3,0,0,6,194,21,197,159,36,8,0,16,14,5,3,5,4,0,0,24,490,0,0,0,0,0,7,20,9,6,5,4,0,3,0,4,55,0,0,0,0,7,5,18,30,8,15,0,5,0,0,0,77,0,0,4,10,4,0,5,0,0,0,0,0,0,0,0,25,3,3,3,17,18,14,37,45,17,9,18,21,9,0,3,219,0,0,0,0,0,0,21,38,23,23,31,20,4,0,0,163,7,222,15,6,10,9,12,0,8,0,4,0,0,0,0,301,4,3,29,93,127,125,149,72,17,14,9,19,12,4,16,688,0,12,34,16,10,0,0,4,0,0,0,0,0,0,3,79,0,0,0,0,0,4,11,52,10,18,17,43,12,0,8,182
SED23402,5,5,6,0,0,0,3,74,0,0,0,0,0,9,13,8,7,0,3,5,0,0,0,46,0,10,21,33,51,16,38,36,3,0,0,0,0,0,0,207,19,119,109,31,13,13,17,14,4,0,0,3,0,0,20,350,0,4,0,3,4,10,18,5,0,0,5,4,0,3,0,55,0,0,0,3,3,6,56,30,0,5,0,0,0,0,3,109,0,0,8,7,16,17,8,7,0,4,0,4,0,0,0,64,0,0,16,15,30,12,92,71,6,23,11,3,3,0,3,284,0,0,0,0,0,0,18,19,7,3,0,5,0,0,0,62,22,263,41,28,40,11,27,5,5,0,0,0,0,0,4,452,5,9,50,129,209,216,270,225,39,31,26,39,6,8,28,1303,0,0,7,8,11,6,0,5,0,0,0,0,0,0,0,29,0,0,0,7,7,24,121,167,27,32,8,23,7,3,3,426
SED23502,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,9,27,17,11,6,8,8,0,0,0,0,0,0,3,82,8,89,45,8,0,5,6,3,0,0,0,0,0,0,10,173,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,7,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,11,12,3,15,13,9,0,0,0,105,0,0,0,0,0,0,0,8,8,5,3,0,0,0,0,21,16,237,45,20,17,11,11,4,0,0,0,0,0,0,22,377,9,16,55,127,132,120,93,55,6,10,4,4,7,4,41,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,30
SED23602,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,13,5,7,13,19,21,11,15,21,0,0,3,0,3,0,5,116,19,128,69,6,4,0,3,0,0,0,0,5,0,0,25,264,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,3,7,0,0,8,5,0,0,0,21,0,0,3,7,0,0,0,0,0,0,0,0,0,0,5,10,0,0,12,12,17,4,13,11,0,5,3,4,0,0,33,115,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,19,18,259,52,20,32,14,10,14,0,0,0,0,0,0,18,429,0,8,53,139,135,112,154,51,9,5,11,9,7,4,56,749,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,13,0,0,3,3,0,0,0,26
SED23702,0,0,0,4,0,0,0,12,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,15,5,15,37,30,47,10,43,25,3,0,0,0,0,0,4,215,12,92,90,16,7,6,7,4,7,0,0,0,0,0,16,255,0,0,0,4,0,4,13,11,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,7,14,11,13,3,0,0,0,0,0,0,0,0,59,0,3,9,18,8,11,12,13,0,0,0,0,0,0,4,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,196,53,30,31,7,12,11,0,0,0,0,0,0,9,372,4,13,67,179,249,138,209,72,13,9,15,0,5,11,26,1006,0,0,5,4,4,0,0,0,0,0,0,0,0,0,3,17,0,0,4,7,0,0,3,5,0,3,0,0,0,0,0,15
SED23806,10,20,20,21,4,4,0,232,0,0,0,0,0,7,8,22,0,0,4,0,0,0,0,38,0,11,17,9,37,17,40,29,8,3,0,0,6,0,3,189,26,193,92,21,16,11,18,26,8,5,17,3,0,0,14,436,0,4,0,10,20,30,39,22,4,6,4,13,8,3,0,173,0,0,0,3,18,22,80,39,13,16,11,17,14,0,6,229,0,4,10,10,3,3,0,0,0,0,0,0,0,0,0,32,6,13,68,172,292,118,205,102,32,30,36,31,14,3,17,1152,0,0,0,0,0,0,7,15,11,26,24,28,3,0,0,120,5,33,14,4,4,12,13,13,4,0,6,10,4,0,0,127,5,13,58,99,137,173,265,170,34,28,29,32,13,6,16,1085,0,0,5,6,3,4,0,4,0,0,0,0,0,0,0,27,0,0,0,7,7,6,8,27,8,9,25,16,9,0,5,118
SED23901,16,19,30,16,7,3,5,397,0,0,0,0,0,23,13,8,0,0,0,0,0,0,6,48,0,9,19,22,50,30,51,25,3,5,3,0,0,0,6,234,64,555,374,54,31,16,21,33,6,0,9,3,0,0,37,1215,0,0,0,6,27,38,58,28,5,3,3,9,0,5,0,188,0,0,0,8,20,17,59,30,0,0,5,3,0,0,0,133,3,12,37,85,79,13,14,3,3,0,4,0,0,0,3,255,0,5,31,87,177,81,169,97,34,26,15,7,6,3,0,751,0,0,0,0,0,4,25,15,12,13,18,26,4,0,7,120,4,40,6,11,9,7,14,5,11,0,3,0,0,0,0,115,0,11,29,71,130,178,212,135,12,22,22,21,3,9,9,866,0,10,65,42,34,18,10,5,0,0,0,0,0,0,3,188,0,0,0,6,6,17,28,28,4,10,9,11,5,0,0,118
SED24006,16,15,27,24,3,8,8,419,0,0,0,0,3,12,8,5,0,0,0,0,0,0,0,29,0,7,14,22,33,8,43,29,6,5,4,5,3,0,0,178,35,346,178,29,11,19,31,24,3,4,7,0,0,0,24,714,5,0,3,8,18,39,37,21,0,6,4,4,0,0,6,156,0,0,0,9,28,44,105,41,10,0,5,13,12,0,6,266,0,6,17,24,7,0,0,0,0,0,0,0,0,0,9,67,0,17,90,267,503,237,329,166,43,41,31,29,35,3,13,1814,0,0,0,0,0,6,9,11,0,3,5,13,0,0,0,50,7,35,9,3,12,10,15,7,0,0,7,0,0,0,4,113,8,16,52,84,101,137,179,98,13,18,16,10,12,11,10,771,0,11,21,7,3,12,11,0,0,0,0,0,0,0,0,66,0,0,0,7,17,14,25,40,10,4,7,12,3,0,0,134
SED24105,4,4,4,3,0,0,0,100,0,0,0,0,0,26,20,18,16,4,0,8,0,0,0,89,0,12,18,28,22,0,24,14,0,0,0,0,0,0,0,125,15,151,219,49,14,16,9,20,0,3,3,0,3,0,16,526,0,0,0,9,15,9,31,5,0,0,0,10,4,0,5,78,0,0,0,3,7,23,63,34,3,5,4,8,0,3,0,165,0,0,12,44,35,25,23,8,0,0,4,4,3,0,3,161,0,0,7,43,125,65,153,211,208,251,301,163,53,0,49,1619,0,0,0,0,0,10,18,21,8,9,13,12,4,0,0,101,6,49,13,9,6,4,6,0,0,0,0,0,0,0,0,100,0,6,26,48,119,193,247,179,34,21,23,29,11,3,34,964,0,0,13,30,22,20,13,0,0,0,0,0,0,0,0,100,0,0,3,5,26,22,94,88,14,35,46,39,19,0,7,389
SED24207,9,0,9,0,3,4,21,228,0,0,0,0,5,46,77,121,375,148,95,282,81,0,17,1248,0,3,14,14,5,0,18,23,7,0,6,0,0,0,8,93,9,197,259,69,41,21,32,23,0,0,0,5,0,0,30,688,0,0,0,0,0,19,32,12,3,0,0,0,4,0,0,72,0,0,0,0,11,15,49,26,0,4,3,4,0,0,0,117,0,0,19,31,55,44,32,17,3,3,3,9,4,0,5,233,0,0,5,25,89,64,191,158,26,31,17,21,5,0,36,664,0,0,0,0,3,15,122,49,8,5,14,9,4,0,0,240,0,35,5,8,4,4,3,3,0,0,0,0,0,0,4,71,0,0,7,57,123,202,551,500,103,58,50,75,23,26,126,1894,0,0,253,437,184,164,143,52,6,9,12,9,7,4,28,1314,0,0,0,8,22,53,332,438,98,108,68,82,38,23,20,1298
SED24308,5,4,6,13,3,0,12,161,0,0,0,0,0,9,5,17,51,16,11,18,8,0,13,142,0,11,24,24,18,9,27,15,4,4,0,0,0,0,6,153,29,200,190,28,4,8,21,9,4,0,0,0,0,0,34,534,0,0,0,0,0,4,10,4,0,0,0,4,0,0,0,30,0,0,0,0,5,0,12,8,0,5,0,0,0,0,0,32,0,0,4,15,8,8,10,0,0,3,0,0,0,0,9,59,0,3,6,13,23,11,16,21,11,7,8,6,7,0,13,135,0,0,0,0,0,0,13,14,5,11,0,0,0,0,0,54,10,307,29,17,5,3,3,4,0,0,0,0,0,0,13,400,0,7,21,80,100,113,157,73,6,6,17,14,5,4,72,671,0,12,236,169,57,26,22,10,3,0,3,0,0,0,8,536,0,0,0,5,3,6,38,206,20,33,37,47,17,4,12,420
SED24408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,4,6,0,0,3,10,0,0,0,3,3,0,6,51,3,34,15,4,0,0,0,3,0,0,0,0,0,0,6,75,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,10,4,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,4,5,6,15,0,0,0,0,0,0,0,42,0,0,0,0,0,0,18,25,8,15,3,4,7,0,0,82,5,108,19,5,5,0,13,0,0,0,0,0,0,0,4,171,4,4,28,73,96,86,120,51,9,0,9,13,11,10,35,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,9,3,0,0,6,0,0,0,0,25
SED24504,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,17,0,10,26,17,34,20,43,20,0,0,6,0,0,0,0,179,6,99,81,17,0,10,11,12,3,0,5,3,3,0,13,257,0,0,0,0,7,14,15,4,0,3,0,3,0,0,5,47,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,12,0,0,4,10,0,0,6,0,0,0,0,0,0,0,0,24,0,6,12,20,23,10,5,3,4,9,0,6,0,0,0,93,0,0,0,0,0,0,3,13,7,8,0,3,0,0,0,48,8,96,25,22,20,15,18,11,0,4,0,3,0,4,6,234,3,6,45,140,192,166,215,66,19,7,10,4,0,3,25,909,0,0,15,22,4,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11
SED24606,3,8,14,9,4,8,0,152,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,20,0,15,17,31,40,22,28,44,9,3,6,0,0,0,0,214,28,140,108,25,7,9,14,14,9,7,3,6,5,0,15,387,0,4,0,18,12,31,47,27,3,10,9,4,3,0,8,170,0,0,0,9,21,32,52,25,8,5,3,9,0,0,4,158,0,0,9,9,6,4,3,4,0,0,0,0,0,0,0,44,0,3,45,97,180,95,120,73,23,26,32,29,15,3,3,749,0,0,0,0,0,0,11,21,9,28,36,38,11,0,0,159,4,40,4,4,10,6,11,3,3,9,0,4,0,0,0,98,13,25,58,93,108,185,174,123,22,16,15,44,9,5,21,896,0,0,7,6,4,6,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,15,11,6,4,11,3,3,0,3,57
SED24703,32,54,60,68,23,58,4,572,0,0,0,0,4,23,24,17,0,0,6,5,5,4,7,92,0,9,14,22,45,27,74,75,12,17,28,38,22,14,3,398,29,223,132,35,16,20,57,150,31,50,62,85,38,8,58,1000,0,0,0,0,23,63,180,124,39,69,98,104,73,12,27,812,0,0,0,9,32,82,559,453,148,141,173,189,76,12,30,1917,0,6,15,16,11,10,22,3,0,4,4,4,3,9,6,106,0,5,29,106,248,230,969,1012,502,572,572,506,209,37,61,5063,0,0,0,0,0,13,41,41,40,91,187,227,74,0,11,726,3,33,13,11,4,14,28,23,6,9,11,10,7,3,0,189,3,9,33,110,178,319,515,449,113,122,117,196,99,180,52,2506,0,0,9,16,11,17,14,5,0,0,4,0,0,0,0,81,0,0,0,0,10,21,37,65,22,30,40,39,28,12,5,309
SED24808,0,7,0,0,0,0,0,76,0,0,0,0,0,6,23,65,27,3,4,6,0,0,10,143,0,10,36,26,37,8,18,11,0,0,0,0,0,0,0,155,4,113,137,37,8,11,16,17,0,0,0,0,0,0,12,355,0,0,0,0,0,7,20,13,0,0,0,0,0,0,3,37,0,0,0,0,13,10,41,6,4,3,0,0,0,0,0,76,0,0,10,16,25,21,26,8,4,0,0,0,0,0,6,120,0,0,3,25,25,20,65,96,17,8,15,6,0,4,8,298,0,0,0,0,0,3,59,39,10,0,5,9,0,0,0,128,6,122,32,18,12,3,15,3,0,0,0,0,0,0,0,224,0,5,34,116,219,348,612,594,113,97,86,84,23,26,89,2445,0,0,54,58,42,36,29,8,3,4,4,0,3,0,3,238,0,0,0,5,13,34,210,238,48,74,30,38,7,19,10,722
SED24904,0,0,0,3,0,0,0,28,0,0,0,0,0,7,16,12,0,0,0,4,8,0,0,52,0,3,4,4,4,3,13,0,0,5,3,5,0,0,4,50,58,264,162,24,10,0,0,19,4,0,0,5,0,0,37,584,0,0,0,0,0,0,13,3,3,0,0,3,3,0,0,31,0,0,0,0,0,7,23,11,4,3,0,5,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,8,4,91,237,260,275,269,283,61,0,97,1592,0,0,0,0,0,0,14,16,12,16,13,10,0,0,0,84,4,48,17,9,5,0,4,0,3,0,0,4,0,0,4,100,0,0,26,65,101,119,82,70,5,17,13,12,3,7,29,543,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,3,6,16,5,8,19,0,3,0,0,57
SED25003,22,29,20,32,13,5,9,835,0,0,0,5,13,262,228,148,55,51,34,67,4,0,4,867,0,10,15,12,40,4,12,16,3,0,0,0,0,0,3,124,31,521,821,143,57,30,51,68,7,6,3,5,0,0,109,1849,0,0,3,0,3,14,24,8,0,0,0,0,0,0,0,55,0,0,0,5,6,16,61,12,3,3,5,0,0,0,0,109,0,4,36,116,160,101,95,56,15,11,9,14,6,4,18,642,0,0,5,30,115,49,95,61,18,8,15,9,0,0,7,416,0,0,0,0,0,5,162,93,23,22,28,36,8,0,0,378,0,20,7,0,3,0,6,4,4,0,0,0,0,0,0,48,0,0,9,45,89,133,182,154,45,31,19,15,4,8,16,749,6,29,377,545,372,278,179,77,12,12,3,17,0,5,67,1980,0,0,0,4,18,46,122,157,39,24,31,22,8,3,3,481
SED25102,11,0,5,0,4,0,0,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,20,29,28,18,33,22,3,0,0,0,0,0,0,164,11,85,66,12,3,3,22,6,3,0,0,0,0,0,12,215,0,0,0,0,3,13,27,11,0,5,0,0,0,0,3,65,0,0,0,0,3,3,14,18,0,0,0,0,0,0,5,45,0,0,5,8,7,0,4,0,0,0,0,0,0,0,0,19,0,3,13,17,30,16,37,21,3,3,0,3,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,266,116,42,58,26,29,12,0,0,0,0,0,0,14,589,4,11,51,136,154,120,157,50,6,5,0,7,0,0,16,725,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SED25205,0,4,0,3,6,0,0,73,0,0,3,0,9,3,0,6,0,0,0,0,0,0,0,20,0,9,38,31,49,28,112,106,5,9,5,0,0,5,0,409,22,169,174,42,7,10,20,41,5,0,0,3,5,0,16,502,0,0,0,0,13,29,39,10,3,0,0,0,0,0,5,110,0,0,0,4,4,7,30,7,0,0,0,0,0,0,0,52,0,0,9,26,16,7,7,5,0,0,3,0,0,0,5,87,0,0,10,33,68,22,55,14,0,3,0,0,0,0,0,219,0,0,0,0,0,5,16,10,0,4,8,5,3,0,0,48,9,64,17,13,15,12,11,8,0,3,0,7,0,0,9,168,6,9,54,132,182,156,276,130,21,17,25,19,6,0,33,1051,0,0,0,12,3,7,4,0,0,0,0,0,0,0,0,31,0,0,6,0,6,0,17,0,0,0,0,0,0,0,0,23
