SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED25905,0,95,..,2319,184,2505,13,2521,..,320,52,376,4,383,..,36,0,36,0,36,..,140,66,203,0,205,..,69,26,95,0,99,..,64,6,68,0,68,..,224,14,237,4,239,..,244,76,322,0,322,..,225,54,278,3,282,..,60,3,59,0,59,..,109,17,127,0,127,..,204,17,222,3,220,..,430,79,506,3,510,..,184,3,189,0,189,..,132,13,145,0,148,..,178,8,185,0,185,..,97,14,106,0,110,..,593,37,628,0,633,..,362,69,426,0,428,..,373,33,405,4,415,..,58,19,82,0,87,..,181,62,239,0,239,..,229,93,320,0,321,..,2880,864,3744,42,3782,..,11874,2571,14442,126,14567,..,302,86,385,1558,1940,17702,12167,2656,14824,1682,34213,35572,..,..,..,..,35572,..,91,0,91,0,91,..,1282,171,1457,16,1471,..,9,0,8,0,8,..,499,156,656,0,656,..,1406,755,2162,25,2191
SED26005,0,174,..,4057,334,4388,45,4433,..,213,28,239,0,246,..,30,0,29,0,29,..,319,203,524,4,531,..,142,58,202,0,202,..,44,4,51,0,51,..,392,26,423,11,431,..,253,67,318,5,325,..,139,25,173,0,172,..,32,12,41,0,41,..,83,17,99,0,99,..,431,48,476,6,483,..,237,61,295,4,296,..,285,16,304,4,305,..,154,14,165,4,171,..,383,14,396,0,396,..,169,14,176,0,176,..,986,58,1045,8,1052,..,464,80,545,4,541,..,621,61,678,11,694,..,97,11,112,3,109,..,143,36,176,0,178,..,323,170,495,4,492,..,3851,1372,5224,64,5284,..,15327,3361,18690,177,18867,..,369,136,504,1610,2113,22069,15694,3499,19192,1785,43046,44783,..,..,..,..,44783,..,109,5,110,0,110,..,1177,146,1327,3,1331,..,16,0,16,0,16,..,392,128,521,5,524,..,1748,742,2495,20,2519
SED26102,0,4,..,60,0,63,0,63,..,413,45,458,8,457,..,36,4,36,0,36,..,7,0,7,0,7,..,6,0,6,0,6,..,38,0,41,0,41,..,19,0,23,0,23,..,4,0,4,0,4,..,40,0,36,0,36,..,13,0,13,0,13,..,22,0,26,0,28,..,0,0,0,0,0,..,21,3,20,0,20,..,28,0,28,0,26,..,21,0,21,0,21,..,36,0,38,0,38,..,8,0,8,0,8,..,92,0,91,0,92,..,84,8,89,0,89,..,5,0,5,0,5,..,56,8,63,0,63,..,15,8,21,0,21,..,20,3,20,0,20,..,232,24,254,10,265,..,1875,231,2103,35,2138,..,87,9,89,2350,2441,29833,1961,235,2192,2380,34406,58001,..,..,..,..,58001,..,34,0,34,0,36,..,85,3,90,0,86,..,10,0,10,0,10,..,31,7,41,4,46,..,91,41,131,3,136
SED26207,0,20,..,520,29,549,0,551,..,2215,447,2664,20,2681,..,66,3,71,0,71,..,4,3,14,0,14,..,23,17,38,0,44,..,213,39,249,7,250,..,39,0,39,0,39,..,70,10,79,0,79,..,130,8,133,4,138,..,61,3,63,0,62,..,39,4,44,0,44,..,15,0,15,0,15,..,117,14,139,0,139,..,89,7,100,0,100,..,47,0,43,0,43,..,103,0,111,0,111,..,26,3,28,0,28,..,267,11,278,0,278,..,325,38,367,0,368,..,67,3,69,0,70,..,82,19,97,0,97,..,150,23,171,0,171,..,653,247,899,0,899,..,768,90,859,7,868,..,8621,1622,10251,59,10307,..,121,23,147,882,1029,20380,8751,1645,10393,943,31722,40529,..,..,..,..,40529,..,24,0,26,0,26,..,946,100,1047,3,1052,..,4,0,4,0,4,..,680,279,952,5,962,..,695,156,850,5,856
SED26303,0,30,..,323,19,341,5,342,..,990,291,1280,4,1287,..,127,10,133,0,137,..,14,0,14,0,14,..,38,10,44,0,44,..,209,57,269,4,272,..,15,0,15,0,15,..,49,5,53,0,53,..,47,0,51,0,51,..,77,10,79,0,79,..,30,3,34,0,35,..,4,0,4,0,4,..,65,11,71,0,71,..,42,0,44,0,44,..,39,4,43,0,43,..,47,3,53,0,53,..,34,0,36,0,36,..,163,7,168,0,168,..,299,18,321,6,321,..,29,3,27,0,27,..,62,8,72,0,72,..,61,7,70,4,69,..,304,108,418,4,418,..,538,53,589,13,607,..,6418,1599,8022,61,8080,..,117,18,131,1007,1137,26024,6534,1614,8151,1069,35242,50190,..,..,..,..,50190,..,25,0,25,0,23,..,659,121,781,0,784,..,27,0,27,0,27,..,364,132,500,5,502,..,653,196,851,11,860
SED26406,0,172,..,2271,115,2387,15,2405,..,600,141,739,3,748,..,220,30,252,3,259,..,54,9,62,0,62,..,263,73,341,0,345,..,19,3,19,0,19,..,105,5,112,0,112,..,120,5,126,0,126,..,125,12,140,6,146,..,68,0,67,0,68,..,467,123,583,14,601,..,13,0,13,0,13,..,91,11,96,0,101,..,149,5,155,0,155,..,285,25,304,0,311,..,159,0,164,0,164,..,70,0,72,0,72,..,667,26,698,0,696,..,285,20,304,3,306,..,327,21,344,7,350,..,136,26,167,3,164,..,28,0,30,0,33,..,510,98,610,3,616,..,1135,103,1239,33,1267,..,13816,2403,16226,145,16365,..,118,28,148,1247,1397,19013,13935,2433,16374,1392,36777,38471,..,..,..,..,38471,..,57,0,57,0,57,..,400,39,438,3,440,..,0,0,0,0,0,..,1319,247,1561,11,1576,..,5086,1243,6326,71,6392
SED26504,0,7,..,211,27,231,0,238,..,439,72,514,9,522,..,22,5,23,0,23,..,10,3,8,0,8,..,9,0,12,0,12,..,0,0,0,0,0,..,18,9,26,0,26,..,0,0,0,0,0,..,9,0,6,0,6,..,8,0,8,0,8,..,6,0,5,0,5,..,6,0,6,0,6,..,5,0,4,0,4,..,91,4,90,0,94,..,5,9,13,0,13,..,63,0,63,0,63,..,44,10,55,0,55,..,205,16,226,0,224,..,32,7,33,0,33,..,29,0,25,0,25,..,52,18,71,0,71,..,3,0,3,0,3,..,20,4,21,0,21,..,202,29,236,4,240,..,1571,273,1841,21,1860,..,73,7,87,1807,1894,26718,1642,279,1926,1827,30468,52374,..,..,..,..,52374,..,30,0,34,0,34,..,58,23,84,0,84,..,26,3,30,0,30,..,42,23,61,0,61,..,157,111,267,6,273
SED26603,3,81,..,2397,179,2584,22,2599,..,1977,577,2555,19,2575,..,111,7,121,3,125,..,10,7,12,0,12,..,68,14,81,0,81,..,67,11,78,0,78,..,172,8,182,0,180,..,115,21,129,0,134,..,113,21,133,0,134,..,110,8,118,0,119,..,66,5,70,0,70,..,30,0,30,0,30,..,67,9,82,0,84,..,141,6,148,0,149,..,102,5,108,0,109,..,174,3,176,0,183,..,62,4,62,0,62,..,481,22,498,3,507,..,388,38,423,6,431,..,101,10,112,0,112,..,111,20,131,0,131,..,727,217,952,9,962,..,346,112,459,0,463,..,1017,142,1160,34,1196,..,12643,2392,15037,150,15191,..,217,31,247,1697,1943,23450,12863,2424,15284,1849,40578,46158,..,..,..,..,46158,..,30,0,30,0,34,..,3386,548,3932,33,3964,..,13,0,13,0,13,..,372,115,483,9,493,..,1108,415,1525,10,1537
SED26708,0,4,..,75,4,82,0,82,..,61,6,62,3,68,..,28,3,32,0,32,..,0,0,0,0,0,..,11,4,16,0,16,..,5,0,8,0,8,..,24,0,24,0,24,..,3,0,5,0,5,..,10,0,9,3,13,..,12,0,12,0,12,..,18,0,17,0,21,..,4,0,4,0,4,..,6,0,10,0,10,..,55,0,61,0,61,..,25,0,29,0,29,..,40,6,48,0,48,..,25,4,34,0,34,..,147,16,164,0,164,..,59,5,59,0,59,..,0,0,0,0,0,..,33,8,42,0,41,..,7,0,7,0,7,..,21,8,22,0,23,..,227,29,257,4,264,..,1076,190,1271,22,1290,..,54,5,60,1938,2002,29207,1135,202,1327,1965,32505,58514,..,..,..,..,58514,..,27,0,27,0,25,..,55,8,59,6,69,..,4,0,4,0,4,..,30,9,34,0,34,..,192,178,371,4,372
SED26806,0,53,..,638,22,660,5,667,..,288,7,302,7,301,..,179,29,202,3,202,..,25,7,31,0,31,..,109,15,126,0,126,..,31,5,33,0,33,..,38,0,38,0,38,..,150,13,163,0,163,..,134,18,152,3,153,..,198,4,203,0,206,..,298,238,535,4,536,..,4,0,4,0,4,..,84,4,83,0,89,..,111,0,110,0,110,..,179,7,190,0,187,..,118,0,118,0,118,..,65,0,65,0,65,..,474,8,487,0,486,..,730,48,778,8,781,..,91,4,90,0,90,..,176,30,205,0,204,..,99,27,129,0,133,..,231,33,263,0,266,..,811,94,907,14,919,..,8179,1235,9411,69,9485,..,87,16,105,2402,2511,25946,8269,1247,9515,2475,37937,51177,..,..,..,..,51177,..,78,0,78,0,78,..,307,20,320,0,327,..,5,0,5,0,5,..,763,114,875,0,880,..,2483,463,2950,12,2957
SED26903,0,44,..,1310,106,1419,11,1431,..,1826,468,2293,17,2312,..,119,12,128,0,128,..,15,11,24,0,28,..,39,3,43,0,43,..,492,150,640,3,647,..,80,10,83,3,89,..,69,15,88,0,91,..,44,4,49,0,49,..,78,10,85,0,82,..,21,0,22,0,22,..,19,0,20,0,20,..,73,22,94,0,95,..,107,5,109,0,114,..,81,13,89,0,89,..,162,10,174,0,171,..,58,3,64,0,64,..,412,22,435,4,442,..,346,40,387,3,390,..,112,12,120,3,121,..,110,19,131,0,131,..,89,30,123,0,123,..,694,321,1018,3,1018,..,955,187,1148,27,1168,..,10719,2797,13513,116,13624,..,139,32,170,1612,1780,19804,10858,2824,13681,1723,35203,39127,..,..,..,..,39127,..,16,0,18,0,17,..,1807,334,2137,17,2152,..,41,0,41,5,47,..,582,327,916,8,919,..,1570,1132,2702,15,2718
SED27003,0,19,..,252,7,263,0,266,..,360,56,414,8,423,..,123,15,134,0,131,..,9,4,19,0,19,..,64,11,76,5,84,..,64,10,78,0,78,..,17,0,17,0,17,..,61,3,65,0,65,..,71,0,75,0,77,..,75,5,79,0,80,..,66,6,77,0,77,..,3,0,3,0,3,..,75,14,81,0,81,..,65,0,65,0,68,..,69,3,68,0,74,..,93,0,92,0,96,..,63,14,70,0,76,..,287,17,299,3,306,..,361,25,385,10,394,..,42,0,44,0,44,..,111,23,131,0,134,..,90,39,122,0,122,..,904,793,1695,13,1713,..,1023,195,1218,34,1253,..,6456,2131,8592,105,8696,..,131,29,161,1827,1987,27889,6591,2160,8749,1931,38572,55846,..,..,..,..,55846,..,39,0,39,0,39,..,414,71,490,0,486,..,32,0,32,0,33,..,649,319,971,7,975,..,1081,422,1507,19,1518
SED27101,0,77,..,1158,65,1223,12,1246,..,258,44,302,0,302,..,103,8,117,0,122,..,63,30,86,0,89,..,204,47,249,3,252,..,16,0,19,0,20,..,94,9,101,0,101,..,291,58,344,4,354,..,83,16,97,0,97,..,26,0,26,0,23,..,59,9,67,0,74,..,4,0,4,0,0,..,52,14,66,0,66,..,58,0,61,0,61,..,146,15,158,0,164,..,136,0,140,0,146,..,44,5,44,0,44,..,382,22,409,3,412,..,184,23,206,5,210,..,85,9,98,6,99,..,112,15,126,0,126,..,31,10,38,0,38,..,216,87,303,0,306,..,827,412,1232,34,1264,..,8209,2124,10330,130,10464,..,136,43,180,889,1070,22094,8347,2164,10511,1023,33629,43594,..,..,..,..,43594,..,67,0,74,0,74,..,200,22,216,0,220,..,11,6,14,0,14,..,1860,503,2365,26,2390,..,4227,1511,5740,67,5806
SED27208,0,7,..,249,21,270,0,267,..,42,0,43,0,43,..,24,6,25,0,28,..,3,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,79,3,87,0,88,..,0,0,4,0,4,..,14,0,13,0,13,..,12,0,12,0,12,..,14,8,17,0,17,..,17,0,24,0,24,..,7,4,6,0,6,..,82,0,90,3,86,..,20,0,20,0,20,..,96,10,98,0,98,..,29,3,29,0,29,..,222,16,236,4,242,..,34,5,39,0,39,..,20,0,21,0,23,..,35,4,41,0,41,..,8,0,7,0,7,..,28,9,34,4,35,..,240,19,261,0,266,..,1374,195,1567,17,1581,..,74,3,78,2260,2336,29694,1443,196,1643,2277,33616,58984,..,..,..,..,58984,..,46,0,54,0,54,..,53,0,58,0,56,..,20,0,20,0,13,..,36,12,53,0,53,..,218,132,344,3,349
SED27305,0,74,..,1244,71,1315,3,1320,..,326,42,369,0,369,..,35,0,35,0,35,..,70,40,107,0,107,..,111,36,145,0,145,..,40,0,42,0,42,..,92,0,91,0,91,..,179,41,216,4,221,..,125,12,136,0,136,..,27,0,27,0,27,..,53,9,63,0,63,..,8,0,8,0,8,..,62,6,66,0,66,..,91,0,89,0,89,..,91,7,98,0,98,..,114,0,114,0,120,..,54,0,54,0,54,..,353,5,360,0,360,..,112,13,126,0,128,..,280,22,302,0,305,..,59,12,75,0,75,..,34,9,42,3,39,..,188,71,256,0,262,..,628,78,702,19,724,..,7071,1246,8325,66,8388,..,128,26,154,583,738,18860,7200,1275,8476,650,27986,37835,..,..,..,..,37835,..,89,0,89,0,89,..,636,61,701,9,706,..,0,0,0,0,0,..,1207,327,1532,9,1538,..,2580,850,3427,51,3476
SED27406,0,15,..,299,11,312,0,317,..,314,28,337,0,339,..,102,11,114,0,117,..,11,5,15,0,15,..,31,0,35,0,35,..,17,0,24,0,23,..,14,0,14,0,12,..,58,10,69,5,74,..,141,10,150,0,150,..,73,11,82,4,82,..,362,66,430,0,431,..,0,0,0,0,0,..,78,8,87,0,85,..,44,0,38,0,38,..,47,3,49,0,54,..,60,0,64,0,64,..,20,0,20,0,20,..,173,5,176,0,174,..,255,12,267,0,269,..,35,0,30,0,30,..,61,4,66,0,64,..,107,20,125,5,133,..,64,10,76,0,76,..,518,54,571,19,584,..,4624,633,5252,56,5305,..,87,12,95,929,1031,27171,4711,645,5352,983,33504,52333,..,..,..,..,52333,..,166,0,166,0,166,..,190,5,203,0,203,..,5,0,5,0,5,..,208,53,263,4,265,..,983,328,1310,7,1320
SED27504,0,34,..,994,169,1169,13,1180,..,455,81,536,4,545,..,10,0,13,0,13,..,3,0,7,0,7,..,12,0,9,0,9,..,70,17,85,0,85,..,224,19,237,4,244,..,25,24,46,0,46,..,14,0,18,0,18,..,14,0,14,0,14,..,0,0,0,0,0,..,94,3,104,0,104,..,14,6,12,0,12,..,138,6,145,0,145,..,36,7,43,0,42,..,152,7,158,4,158,..,154,56,207,0,206,..,479,72,551,5,552,..,38,10,44,0,44,..,77,3,83,0,84,..,89,23,113,0,111,..,169,61,229,0,229,..,42,16,60,4,64,..,1000,344,1342,24,1367,..,4785,1270,6051,75,6132,..,147,35,183,2546,2735,28793,4937,1304,6241,2617,37654,56810,..,..,..,..,56810,..,60,4,63,0,63,..,1021,368,1388,18,1405,..,71,0,71,5,77,..,88,41,122,5,127,..,390,247,640,12,651
SED27608,0,36,..,866,67,931,10,936,..,204,16,223,0,223,..,74,9,83,0,85,..,4,0,10,0,10,..,45,5,48,0,48,..,66,5,68,0,68,..,183,11,197,3,197,..,98,11,108,0,108,..,44,0,55,0,55,..,80,0,88,3,88,..,42,6,44,0,44,..,5,0,5,0,3,..,54,7,62,0,62,..,121,0,121,0,122,..,48,0,49,0,51,..,118,6,119,0,119,..,45,0,48,0,50,..,332,5,336,0,337,..,179,11,188,0,192,..,54,0,54,0,54,..,63,16,82,0,83,..,20,0,27,0,27,..,94,23,117,0,117,..,556,71,623,17,643,..,4179,396,4576,61,4635,..,138,10,147,1613,1758,41043,4317,408,4724,1666,47440,79605,..,..,..,..,79605,..,143,0,143,0,147,..,256,13,267,3,273,..,15,0,15,0,15,..,166,32,202,0,204,..,776,185,963,9,970
SED27708,0,6,..,154,10,158,3,162,..,30,0,30,3,26,..,28,0,33,0,30,..,6,0,8,0,8,..,11,3,16,0,16,..,0,0,0,0,0,..,20,0,20,0,20,..,6,0,6,0,6,..,8,0,8,0,8,..,11,0,11,0,11,..,9,0,10,0,10,..,5,0,5,0,5,..,5,0,5,0,5,..,83,0,82,0,85,..,29,0,27,0,27,..,72,0,73,0,75,..,36,0,39,0,39,..,210,6,221,0,222,..,39,0,41,0,41,..,14,0,13,0,13,..,59,10,70,0,70,..,6,0,3,0,9,..,44,28,69,3,74,..,235,20,253,9,261,..,1198,165,1358,30,1393,..,96,8,105,1859,1967,30380,1295,170,1461,1891,33739,59237,..,..,..,..,59237,..,87,0,85,0,85,..,67,5,67,0,67,..,17,0,18,0,18,..,34,4,37,0,38,..,185,169,349,9,355
SED27807,0,26,..,1735,186,1917,22,1940,..,474,115,584,4,591,..,31,3,36,0,39,..,23,0,28,0,28,..,28,6,37,0,37,..,400,210,613,3,613,..,44,0,46,0,46,..,32,22,55,0,55,..,195,54,250,4,254,..,38,16,57,0,57,..,38,12,48,0,48,..,285,27,308,0,312,..,246,89,334,0,340,..,343,20,367,0,370,..,32,7,40,0,47,..,498,24,518,3,523,..,54,3,59,0,59,..,930,57,986,6,991,..,366,92,459,9,461,..,120,27,147,0,149,..,84,30,109,0,113,..,199,78,280,0,280,..,5624,4253,9873,77,9954,..,2703,800,3505,51,3560,..,16494,7256,23747,202,23949,..,221,99,319,2535,2854,10643,16717,7357,24072,2733,37447,22249,..,..,..,..,22249,..,6,0,6,0,6,..,1264,298,1565,9,1571,..,11,0,11,0,11,..,1205,644,1854,14,1863,..,676,352,1029,5,1032
SED27907,0,34,..,873,90,960,8,974,..,655,66,723,3,726,..,34,3,37,0,37,..,4,0,6,0,6,..,22,4,25,0,25,..,55,3,61,0,61,..,47,4,48,0,55,..,17,5,28,0,28,..,82,3,89,0,89,..,38,3,43,0,44,..,23,0,23,4,28,..,74,3,83,0,83,..,69,16,81,0,85,..,137,3,140,0,140,..,39,0,39,0,39,..,189,5,194,0,194,..,37,0,33,0,33,..,398,13,412,0,412,..,143,16,159,0,162,..,32,0,31,0,31,..,101,14,118,4,118,..,220,44,259,0,261,..,126,26,146,6,152,..,739,139,877,10,891,..,5409,750,6158,55,6211,..,120,15,132,1265,1395,26085,5526,765,6289,1320,33699,51661,..,..,..,..,51661,..,61,0,61,0,61,..,1316,263,1586,12,1597,..,3,0,4,0,4,..,172,52,220,0,226,..,332,90,419,6,422
SED28007,0,108,..,2860,271,3127,23,3153,..,921,96,1013,3,1014,..,31,3,32,0,32,..,16,6,13,0,13,..,34,7,43,0,43,..,1151,196,1341,7,1350,..,157,15,163,0,167,..,64,9,74,0,74,..,148,33,179,0,179,..,77,11,85,0,85,..,48,10,56,0,56,..,131,11,141,0,141,..,262,54,315,4,316,..,480,9,490,4,498,..,71,10,81,0,81,..,664,27,685,0,693,..,116,18,135,0,137,..,1327,60,1391,11,1397,..,495,72,567,0,570,..,247,19,266,0,266,..,87,16,100,0,100,..,445,91,533,0,537,..,1110,581,1696,11,1705,..,2218,334,2553,30,2583,..,15542,2556,18102,111,18210,..,281,54,337,1252,1588,20630,15821,2612,18433,1365,40433,41731,..,..,..,..,41731,..,34,0,34,0,34,..,2457,251,2708,15,2723,..,0,0,0,0,0,..,539,167,706,5,714,..,606,212,820,5,825
SED28107,9,453,..,16141,1585,17725,237,17955,..,337,50,387,6,389,..,62,12,70,3,77,..,34,13,46,0,46,..,97,39,138,0,138,..,260,44,300,0,306,..,590,39,626,9,633,..,103,15,114,0,123,..,103,14,116,0,116,..,65,8,76,0,78,..,70,16,87,0,87,..,572,32,603,5,610,..,163,29,189,0,189,..,869,21,889,10,897,..,363,42,401,7,411,..,1170,30,1202,5,1208,..,273,17,286,0,285,..,2672,108,2774,23,2802,..,474,59,534,4,539,..,872,75,945,7,953,..,156,45,205,0,205,..,94,12,106,0,106,..,621,257,878,3,879,..,6027,1017,7046,132,7173,..,33419,4397,37822,483,38308,..,533,122,651,3393,4038,23001,33949,4521,38473,3877,65349,46845,..,..,..,..,46845,..,94,0,94,0,94,..,3328,466,3797,40,3833,..,5,0,5,0,5,..,740,221,963,5,965,..,2349,908,3263,51,3314
SED28203,0,118,..,5056,489,5538,47,5588,..,2093,615,2712,20,2728,..,31,4,32,0,32,..,93,55,150,6,156,..,25,10,35,0,35,..,1901,647,2548,21,2564,..,390,29,414,3,420,..,205,69,279,0,279,..,36,6,47,0,47,..,98,19,115,3,116,..,27,0,27,0,27,..,202,17,223,0,222,..,146,30,173,3,181,..,272,4,278,3,276,..,97,21,111,0,116,..,300,12,310,0,316,..,121,5,125,0,125,..,787,39,830,8,834,..,152,28,177,0,182,..,387,54,439,7,445,..,79,19,96,0,100,..,510,166,673,3,678,..,1270,749,2024,12,2031,..,1765,348,2119,40,2154,..,20730,5109,25841,212,26047,..,331,111,437,1680,2124,12961,21057,5223,26278,1891,41131,26540,..,..,..,..,26540,..,15,0,15,0,15,..,6171,1320,7485,49,7539,..,14,0,14,0,16,..,457,247,705,7,707,..,999,574,1577,21,1595
