SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED22201,4,0,0,0,1693,1702,21,5,0,0,1742,1769,1269,49,46,4,2655,4023,2777,133,180,5,1185,4272,2285,187,410,24,753,3656,2200,178,496,47,482,3405,1969,85,365,130,179,2727,1275,42,155,158,54,1681,324,7,30,197,12,578,12133,684,1682,561,8756,23812,0,0,0,0,1576,1573,38,0,0,0,1662,1705,1683,84,88,11,2536,4400,2851,189,319,19,1133,4516,2298,270,693,58,783,4106,2214,221,873,186,363,3862,1906,138,736,480,147,3403,984,47,339,800,60,2231,183,4,66,742,22,1018,12154,956,3122,2287,8289,26807,5,0,0,0,3272,3277,60,3,0,0,3408,3473,2951,132,135,14,5190,8420,5624,319,506,21,2316,8789,4580,459,1099,86,1535,7762,4416,399,1369,234,850,7265,3874,224,1097,607,329,6132,2263,86,501,958,113,3914,506,15,97,938,34,1585,24281,1637,4806,2853,17046,50618
SED22305,0,3,3,0,2084,2088,133,7,7,0,2573,2716,2975,108,149,9,4290,7528,4025,203,323,13,1536,6110,2864,252,468,27,989,4599,2339,223,618,78,657,3916,1959,176,455,147,261,2997,1151,66,211,219,93,1742,349,16,39,159,17,577,15800,1050,2279,656,12497,32277,11,0,0,0,1988,1999,363,23,7,4,2044,2446,3380,164,208,16,2491,6260,3451,242,483,67,1009,5259,2236,271,672,142,680,3996,2202,239,797,331,370,3938,1691,147,580,635,196,3248,795,47,231,827,50,1953,182,14,70,651,19,930,14316,1141,3051,2681,8845,30033,13,3,3,0,4073,4094,500,25,16,4,4620,5158,6359,272,352,28,6777,13787,7485,446,814,84,2545,11366,5098,517,1146,167,1665,8594,4537,464,1411,409,1024,7847,3649,321,1037,788,459,6252,1946,113,448,1050,142,3696,533,25,113,807,34,1513,30114,2186,5333,3339,21340,62313
SED22404,0,0,0,0,1878,1877,18,4,0,0,1485,1508,754,39,35,4,2228,3066,1791,102,165,4,1243,3314,2268,258,518,30,1188,4268,2888,243,828,96,822,4879,2860,192,709,200,319,4281,1453,72,295,225,109,2160,298,10,45,180,23,551,12334,924,2599,743,9308,25903,0,0,0,4,1689,1698,25,0,3,0,1308,1345,1003,64,49,5,2000,3116,2014,156,247,19,1100,3540,2360,269,656,71,999,4349,3053,217,961,213,571,5022,2668,123,799,460,241,4279,1024,40,264,627,82,2047,139,10,53,542,22,761,12281,874,3036,1946,8011,26158,0,0,6,4,3567,3577,47,4,5,3,2798,2853,1759,97,83,7,4232,6184,3804,261,417,25,2345,6857,4629,519,1174,101,2186,8612,5939,461,1795,308,1394,9900,5529,315,1505,656,560,8564,2477,119,559,860,196,4203,440,16,97,722,43,1315,24616,1794,5636,2685,17322,52053
SED22501,0,0,0,0,1966,1966,8,0,0,0,1586,1590,680,13,15,0,1914,2620,2642,83,141,5,911,3784,3077,173,342,25,614,4228,2909,131,395,52,377,3862,2662,65,318,109,141,3299,1257,36,119,143,33,1590,246,4,20,129,10,406,13472,505,1358,459,7555,23346,0,0,0,0,1794,1797,14,0,0,0,1463,1480,994,33,29,6,1666,2726,2944,147,240,15,858,4197,3089,212,527,56,685,4568,3017,151,678,156,351,4361,2457,87,591,357,156,3652,910,39,242,515,39,1751,126,0,41,457,13,632,13550,677,2340,1564,7022,25149,0,0,0,0,3763,3765,19,0,0,0,3050,3073,1674,46,45,5,3581,5349,5587,231,378,14,1766,7976,6161,384,873,76,1293,8792,5930,279,1074,210,730,8222,5119,156,908,470,291,6946,2168,80,359,658,77,3341,365,5,59,588,18,1039,27020,1183,3699,2023,14572,48500
SED22607,0,0,0,0,1837,1844,48,7,6,0,2303,2362,1231,51,66,5,4674,6017,2829,162,265,6,1818,5079,2924,214,442,17,1033,4642,2476,176,518,50,680,3899,1794,106,375,121,407,2809,862,47,141,119,134,1302,288,7,21,169,29,523,12447,773,1833,492,12918,28459,0,0,0,0,1708,1711,102,11,0,0,2410,2529,1607,103,161,5,4557,6425,3024,202,371,20,1774,5393,2951,250,658,66,1055,4979,2393,191,754,173,678,4195,1643,120,516,384,361,3021,654,34,190,602,121,1600,141,9,42,704,45,935,12508,920,2697,1951,12714,30791,0,0,3,0,3551,3554,154,18,5,0,4708,4887,2831,148,218,10,9225,12442,5853,374,633,20,3590,10475,5874,465,1105,88,2097,9619,4868,362,1280,221,1358,8087,3438,227,888,503,773,5834,1513,85,326,721,249,2896,426,16,62,872,78,1454,24951,1693,4528,2440,25633,59245
SED22704,0,0,0,0,1989,1986,14,5,0,0,1791,1813,896,51,48,4,2546,3537,1760,155,223,8,1281,3431,2300,265,581,21,1160,4326,2981,318,917,114,894,5220,3184,254,893,250,464,5046,1712,114,390,342,123,2684,413,12,57,246,32,763,13263,1170,3107,989,10283,28810,0,0,0,0,1661,1665,52,5,0,0,1395,1447,1144,82,78,8,2178,3485,1921,185,301,23,1220,3650,2510,308,645,91,989,4550,3125,314,1008,285,614,5346,2797,195,876,660,237,4766,1313,58,312,894,79,2662,212,6,64,864,31,1180,13080,1158,3288,2826,8406,28760,0,0,0,0,3647,3649,64,8,0,0,3186,3265,2039,133,125,12,4725,7028,3682,343,520,30,2499,7076,4813,580,1225,114,2153,8883,6104,631,1924,399,1510,10570,5985,451,1766,912,703,9819,3022,175,710,1241,199,5343,622,22,119,1108,63,1940,26343,2331,6390,3819,18688,57571
SED22802,0,0,0,0,1956,1958,24,0,3,0,1868,1892,1355,38,35,6,2619,4052,2561,134,193,8,1087,3981,2508,197,392,14,732,3847,2476,146,487,60,389,3568,2055,108,334,97,152,2750,1208,36,139,182,47,1609,247,3,20,109,12,386,12438,660,1603,476,8862,24043,0,0,0,0,1847,1844,47,0,0,0,1725,1773,1719,72,58,9,2234,4085,2673,164,295,20,931,4083,2610,269,652,59,617,4204,2414,192,773,164,274,3813,1993,100,517,432,111,3157,882,40,190,584,32,1735,117,0,27,417,10,573,12458,844,2514,1680,7771,25271,5,0,0,0,3801,3810,64,0,3,0,3599,3664,3073,103,96,10,4849,8136,5232,304,488,26,2015,8064,5122,465,1044,69,1351,8045,4889,336,1263,230,662,7379,4048,214,848,533,258,5906,2094,74,328,767,77,3341,368,5,46,523,19,964,24894,1499,4116,2158,16635,49311
SED22901,0,0,0,0,1799,1799,20,0,0,0,1758,1781,1073,29,40,0,2567,3706,2825,104,161,7,1052,4155,2487,169,311,21,718,3698,2536,126,405,42,341,3461,2472,91,312,136,141,3154,1211,27,136,190,38,1599,313,9,26,214,13,579,12939,559,1396,609,8432,23938,0,0,0,0,1641,1647,35,0,0,0,1600,1642,1424,55,74,0,2113,3678,3064,168,275,13,911,4421,2537,220,520,44,606,3929,2674,189,674,164,314,4009,2261,121,597,464,131,3575,947,29,265,716,49,2004,175,6,45,781,26,1027,13111,790,2452,2188,7390,25931,0,0,0,0,3443,3441,56,3,0,0,3359,3420,2499,86,113,7,4684,7388,5887,275,433,19,1965,8577,5021,388,829,68,1323,7628,5211,312,1084,206,658,7470,4731,209,913,601,275,6731,2157,57,394,905,89,3606,491,18,73,989,33,1608,26047,1349,3848,2800,15822,49873
SED23007,4,0,0,0,1798,1800,68,3,0,0,2998,3077,2266,101,149,10,7379,9904,3636,245,404,17,2845,7147,2526,251,587,33,1617,5018,2151,253,701,53,910,4067,1686,171,454,136,381,2825,1014,60,153,154,142,1520,289,13,27,192,27,547,13643,1100,2477,602,18099,35918,4,0,0,0,1813,1818,185,12,9,0,2685,2893,2844,154,243,9,5842,9097,3458,338,576,39,2304,6712,2440,309,893,91,1284,5015,1913,255,896,298,725,4087,1550,149,560,544,323,3133,692,44,193,776,92,1796,137,9,38,695,31,908,13226,1267,3405,2447,15108,35453,5,0,0,0,3618,3624,254,18,11,0,5686,5968,5114,252,389,21,13225,19000,7095,580,979,57,5151,13860,4967,557,1480,126,2902,10025,4060,513,1596,349,1635,8154,3236,316,1021,678,705,5960,1714,100,342,930,231,3323,430,20,60,888,57,1455,26868,2361,5887,3042,33209,71367
SED23101,0,0,0,0,1922,1925,9,0,5,0,2067,2074,988,21,50,6,2284,3349,2918,63,155,3,790,3928,2947,141,281,24,594,3986,2539,104,308,47,360,3358,2258,85,249,112,173,2877,1739,44,124,228,63,2201,575,17,34,250,22,906,13974,477,1205,658,8277,24599,0,0,0,0,1731,1733,26,0,0,0,1722,1750,1374,38,65,0,1780,3264,3195,109,225,13,675,4225,3126,189,458,45,545,4366,2540,133,544,141,329,3680,2328,91,528,445,187,3573,1397,47,283,967,92,2790,268,8,82,938,63,1355,14259,613,2189,2547,7123,26726,0,0,0,0,3656,3657,32,0,5,4,3784,3819,2365,59,115,0,4067,6610,6111,173,381,14,1471,8147,6076,331,739,67,1142,8352,5078,233,845,185,691,7037,4584,172,778,557,357,6446,3133,91,409,1199,159,4991,844,25,122,1181,83,2256,28233,1086,3398,3210,15406,51325
SED23205,0,0,0,0,1839,1841,14,0,0,0,1765,1778,910,63,45,0,3272,4284,1895,160,247,8,1738,4055,1955,270,534,38,1255,4055,1872,265,766,63,755,3728,1812,153,563,152,301,2983,1141,81,230,213,102,1755,321,10,53,236,29,652,9924,1006,2438,708,11053,25125,0,0,0,0,1640,1648,32,5,0,0,1694,1735,1218,85,82,13,2962,4356,2111,265,363,26,1608,4365,1996,348,792,68,1063,4269,1858,263,1030,189,552,3903,1648,150,868,452,253,3369,926,54,409,708,69,2169,191,9,107,771,43,1126,9989,1179,3657,2231,9882,26936,0,0,0,0,3481,3489,48,5,3,4,3454,3514,2126,146,126,11,6230,8640,4007,426,616,31,3345,8418,3955,621,1326,106,2324,8325,3734,529,1801,254,1314,7627,3452,304,1429,603,558,6352,2069,140,636,919,166,3922,514,18,160,1015,70,1776,19906,2188,6089,2938,20939,52067
SED23308,4,5,0,0,1750,1760,24,0,3,0,2276,2306,1283,46,56,0,3876,5259,2359,156,235,8,1462,4215,2143,223,507,17,1072,3961,2087,217,668,74,764,3806,1952,144,537,142,321,3097,1109,54,180,176,85,1603,343,11,36,200,24,612,11302,851,2227,616,11634,26627,5,0,3,0,1616,1618,65,4,0,0,2231,2300,1589,86,83,4,3634,5396,2422,219,326,17,1515,4499,2198,325,712,54,1074,4364,2174,237,1034,215,641,4309,1811,144,902,493,296,3650,897,35,370,817,109,2223,169,7,65,796,32,1068,11329,1057,3487,2400,11159,29434,7,5,3,0,3370,3381,90,3,3,0,4514,4608,2869,135,133,7,7504,10653,4778,370,560,26,2978,8718,4341,541,1220,69,2151,8322,4261,462,1702,292,1400,8118,3764,282,1440,637,621,6745,2010,84,550,988,192,3832,514,16,100,1001,54,1688,22633,1904,5719,3014,22786,56060
SED23402,0,0,3,0,2722,2731,39,0,0,0,2610,2655,2110,64,70,8,3590,5845,4130,208,282,15,1285,5922,3598,256,560,34,796,5245,3121,214,580,84,415,4412,2326,135,386,115,153,3111,1259,58,154,191,54,1712,316,8,18,163,3,512,16900,935,2050,613,11631,32139,4,0,0,0,2512,2513,98,3,0,0,2402,2505,2851,132,127,3,3232,6352,4162,284,466,24,1277,6214,3632,358,872,68,725,5659,2964,254,894,218,332,4660,2181,140,637,444,125,3523,952,37,240,706,58,1986,145,3,54,578,18,790,16984,1210,3286,2051,10673,34204,4,0,3,0,5230,5244,131,5,0,0,5012,5153,4957,199,200,12,6821,12192,8295,491,748,41,2560,12138,7236,618,1434,100,1520,10902,6086,465,1473,304,741,9074,4507,273,1019,559,280,6636,2212,95,389,892,112,3701,456,7,69,747,21,1303,33887,2153,5336,2661,22301,66337
SED23502,0,3,0,0,1663,1665,19,0,0,0,1295,1316,793,43,40,0,2040,2921,1522,126,169,8,1105,2934,1853,202,402,17,978,3451,2829,263,829,98,796,4805,3543,280,981,283,451,5544,2052,88,351,325,131,2944,428,22,48,248,24,766,13041,1022,2817,982,8487,26344,0,0,0,0,1534,1532,37,9,0,0,1165,1211,1034,89,79,3,1928,3139,1728,213,237,30,1045,3243,2045,244,638,70,889,3887,3112,273,898,271,611,5163,3307,185,878,698,232,5297,1529,37,338,972,65,2938,218,4,42,774,17,1055,13007,1050,3105,2820,7490,27463,0,3,0,0,3199,3198,54,6,0,0,2455,2521,1826,140,120,3,3967,6056,3250,334,407,35,2154,6177,3897,447,1041,90,1864,7336,5940,532,1722,362,1410,9968,6851,462,1859,986,685,10844,3579,127,684,1293,199,5880,645,22,93,1024,39,1826,26042,2075,5923,3799,15978,53811
SED23602,0,0,0,0,1675,1679,26,0,0,0,1357,1391,828,47,29,4,2220,3133,1739,146,220,11,1172,3280,2065,206,395,30,974,3673,2658,229,730,99,763,4487,2915,219,772,215,364,4484,1546,73,251,248,109,2221,344,18,41,215,25,645,12124,938,2449,822,8652,24988,0,0,0,0,1591,1595,29,3,0,0,1132,1167,977,78,65,7,1772,2903,1801,196,259,11,981,3249,2240,258,578,75,847,3996,2758,223,890,250,556,4682,2773,146,775,555,217,4459,1089,29,239,881,61,2306,166,12,51,695,15,931,11835,951,2860,2481,7166,25288,0,4,0,0,3264,3271,61,10,0,0,2483,2555,1810,122,98,9,3992,6031,3536,342,484,24,2148,6534,4307,461,974,104,1817,7669,5421,457,1618,352,1319,9169,5684,366,1542,774,581,8946,2630,102,495,1125,177,4528,510,27,91,912,31,1574,23963,1885,5312,3300,15819,50279
SED23702,0,0,0,0,2408,2412,19,5,0,0,2284,2313,1156,47,53,0,3286,4543,2476,147,245,9,1502,4387,2697,239,520,16,1021,4501,2836,245,766,98,584,4533,2510,167,562,179,212,3627,1311,47,196,239,65,1867,314,15,38,180,13,555,13320,916,2386,725,11378,28731,0,0,0,0,2100,2106,48,4,0,0,1887,1937,1536,91,84,10,2937,4651,2638,212,389,30,1342,4607,2767,289,881,78,950,4963,2918,278,1041,246,453,4942,2243,152,843,504,165,3906,1017,59,324,730,48,2174,177,5,48,488,15,744,13336,1100,3612,2088,9896,30030,0,0,0,0,4513,4515,64,8,3,0,4170,4245,2688,141,140,15,6220,9194,5118,367,632,38,2842,8995,5461,535,1401,96,1970,9468,5750,526,1811,344,1042,9472,4747,319,1404,689,373,7533,2329,104,526,970,111,4036,495,18,89,666,34,1298,26655,2017,5992,2814,21279,58759
SED23806,0,0,0,0,2049,2049,18,0,0,0,2551,2567,947,31,45,0,4220,5246,2415,86,190,5,1311,4011,2767,128,293,14,688,3891,2474,104,338,39,416,3373,2038,66,262,64,234,2663,1197,23,118,138,97,1567,353,7,28,150,30,576,12207,449,1278,410,11594,25940,3,0,0,0,1985,1994,38,4,0,0,2622,2661,1200,40,87,0,4191,5514,2668,119,280,9,1400,4473,3035,191,406,50,760,4449,2492,131,554,116,478,3775,1932,90,517,339,296,3176,947,26,255,560,194,1983,155,3,63,633,112,962,12463,604,2164,1710,12045,28990,5,0,0,0,4032,4036,53,4,0,0,5172,5227,2147,76,131,0,8411,10758,5086,206,477,16,2713,8485,5805,321,703,61,1450,8343,4963,230,891,159,899,7146,3971,158,781,400,527,5835,2144,52,374,695,290,3547,508,14,97,785,141,1543,24674,1051,3443,2121,23634,54928
SED23901,0,0,0,0,1922,1922,10,0,0,0,2014,2027,1076,26,53,0,3462,4621,2938,132,199,10,1486,4771,2778,176,382,23,953,4309,2404,167,505,53,722,3849,2001,112,377,118,339,2953,1219,37,151,180,105,1688,452,13,39,232,32,762,12884,667,1701,621,11033,26906,0,3,0,0,1748,1752,32,0,0,0,1953,1988,1465,72,80,3,3170,4792,3166,159,276,12,1375,4990,2831,211,606,46,917,4603,2451,192,738,169,654,4207,1836,128,595,459,342,3358,979,42,284,725,118,2141,253,7,60,916,35,1264,13009,816,2630,2334,10305,29097,0,0,0,0,3669,3677,43,0,0,0,3969,4017,2537,97,130,8,6632,9412,6101,290,479,28,2865,9754,5611,384,988,69,1864,8915,4854,357,1245,221,1372,8053,3839,240,972,578,686,6312,2200,82,429,902,222,3835,700,18,94,1145,66,2023,25894,1481,4337,2955,21344,56001
SED24006,0,0,0,0,2590,2591,13,3,0,0,2341,2362,697,18,30,0,2657,3400,2306,61,130,6,771,3267,3324,150,250,29,566,4316,3177,111,324,39,459,4116,2302,72,192,97,254,2910,1356,42,119,145,107,1763,465,7,21,237,32,759,13637,462,1063,558,9765,25488,0,0,0,0,2383,2384,16,0,0,0,2125,2150,988,27,49,5,2271,3337,2873,108,220,18,779,3997,3834,176,495,50,530,5084,3136,139,600,114,420,4406,2203,69,419,354,243,3284,1034,28,203,704,150,2126,244,7,63,882,67,1263,14329,563,2047,2128,8971,28030,0,0,0,0,4977,4975,29,4,0,7,4468,4509,1685,49,79,8,4924,6737,5175,163,348,23,1553,7266,7158,332,745,72,1092,9401,6311,252,925,160,877,8524,4510,141,605,452,493,6196,2390,75,320,845,255,3884,711,13,83,1119,96,2027,27968,1022,3108,2685,18735,53517
SED24105,12,0,0,0,2368,2388,124,3,3,0,2682,2810,1933,90,134,6,3590,5747,3497,171,339,16,1285,5306,3226,205,468,39,754,4690,2991,175,526,69,479,4240,2348,136,398,130,224,3242,1321,64,166,216,73,1842,359,12,36,163,8,581,15815,856,2075,635,11469,30850,17,0,0,3,2249,2273,242,17,11,0,2239,2515,2545,136,232,19,2512,5447,3860,266,488,68,962,5634,3249,269,772,119,600,5006,2634,170,781,281,341,4209,2155,131,503,605,180,3566,879,44,204,832,46,2009,162,6,41,681,15,903,15746,1032,3031,2605,9140,31547,28,0,3,6,4622,4657,370,20,13,0,4919,5326,4478,224,366,25,6102,11199,7351,432,819,84,2248,10941,6480,479,1236,154,1352,9696,5627,341,1313,347,817,8444,4503,270,902,735,400,6809,2201,103,377,1043,126,3846,518,18,80,839,21,1479,31559,1891,5107,3234,20607,62404
SED24207,11,3,0,0,3208,3226,127,3,3,0,3370,3510,2978,124,164,3,4939,8214,6133,307,438,13,2024,8916,4438,333,598,24,1082,6471,3177,247,595,79,470,4561,2480,173,299,175,138,3269,1054,37,112,175,31,1403,148,4,19,114,14,297,20540,1231,2220,600,15266,39860,14,0,0,4,3094,3117,209,6,4,0,2775,2992,4034,175,231,13,3499,7956,6064,411,614,43,1453,8586,4035,405,991,137,905,6472,2877,277,785,349,339,4624,2084,154,508,693,123,3561,593,30,119,636,23,1402,77,0,27,317,11,436,19991,1451,3275,2201,12233,39148,27,3,0,3,6308,6337,334,12,10,0,6142,6501,7013,303,398,19,8441,16173,12202,716,1053,53,3478,17500,8475,733,1584,172,1988,12948,6054,518,1381,425,806,9186,4560,323,809,872,258,6827,1645,65,225,806,60,2812,225,7,39,439,22,735,40530,2686,5500,2796,27496,79009
SED24308,6,0,0,5,2199,2208,63,9,4,0,2265,2335,1582,75,70,4,3901,5634,2269,205,235,10,1713,4435,2273,281,535,33,1320,4446,2328,253,673,83,734,4073,2143,147,496,179,287,3254,1156,59,208,253,96,1769,317,17,26,263,19,645,12129,1041,2245,847,12534,28794,5,0,0,0,2088,2092,105,13,4,0,2044,2169,1775,135,92,9,3144,5153,2274,251,328,65,1557,4480,2288,297,722,141,1059,4507,2241,255,886,268,494,4138,2011,144,687,649,189,3673,861,37,257,922,41,2118,160,8,48,768,13,992,11715,1137,3026,2820,10620,29316,7,3,0,3,4282,4298,171,12,9,0,4311,4503,3361,208,163,13,7046,10785,4545,451,570,74,3275,8915,4557,582,1258,172,2380,8954,4565,506,1556,355,1223,8210,4155,288,1180,827,471,6927,2011,96,462,1175,139,3887,472,29,68,1037,30,1635,23844,2176,5267,3663,23157,58107
SED24408,0,0,0,3,1700,1701,25,0,0,5,1380,1411,895,57,42,0,2162,3159,1631,115,168,8,951,2869,2028,164,378,27,792,3388,2700,222,670,76,714,4379,2617,193,602,196,363,3970,1484,52,241,281,141,2197,444,7,24,259,56,793,11826,807,2128,856,8251,23874,0,0,0,0,1480,1485,43,3,0,0,1244,1295,1139,76,64,3,1823,3105,1829,175,211,15,863,3087,2167,224,493,78,686,3652,2770,191,754,236,449,4407,2426,134,572,557,211,3894,1166,41,203,1011,81,2507,230,0,37,965,42,1281,11785,849,2332,2864,6878,24707,0,0,0,5,3184,3190,67,10,0,4,2624,2706,2034,131,105,6,3988,6260,3461,288,375,21,1813,5959,4203,382,869,105,1476,7038,5467,414,1426,314,1164,8784,5040,323,1177,756,572,7869,2652,97,446,1292,219,4705,673,10,65,1223,96,2075,23606,1661,4462,3721,15132,48584
SED24504,0,0,0,0,2045,2045,10,5,0,0,1336,1353,756,21,25,0,1880,2688,2389,110,173,7,1161,3840,3001,205,479,23,1083,4792,3064,181,618,72,719,4660,2751,173,567,181,370,4048,1419,62,230,212,106,2038,238,4,33,178,25,481,13635,762,2131,679,8732,25942,0,0,0,0,1847,1850,22,4,0,0,1172,1198,998,51,55,6,1709,2816,2709,158,254,20,1173,4310,3175,247,682,72,1003,5180,3014,195,828,144,650,4843,2577,137,708,450,324,4195,969,36,251,602,87,1947,126,9,46,525,18,715,13589,823,2826,1818,7986,27045,0,0,0,0,3893,3892,33,5,5,0,2506,2551,1754,74,75,8,3590,5500,5102,264,432,29,2331,8155,6175,454,1165,101,2077,9964,6081,374,1452,221,1372,9502,5332,308,1274,634,693,8241,2392,98,484,819,200,3984,364,12,77,700,42,1202,27228,1590,4956,2497,16720,52988
SED24606,0,0,0,0,1672,1675,14,0,0,0,2098,2116,811,19,50,3,3571,4454,2186,76,162,3,1198,3629,2630,112,289,13,702,3749,2326,91,341,46,400,3209,1935,69,309,113,261,2682,1324,48,152,163,151,1825,440,12,35,196,33,712,11671,419,1339,537,10086,24055,6,0,0,0,1791,1796,22,6,4,0,2236,2269,1156,30,60,0,3467,4711,2342,138,236,15,1212,3943,2850,183,498,45,769,4341,2360,139,579,138,474,3689,1911,78,606,354,349,3297,1035,31,286,709,156,2223,212,9,76,802,73,1177,11887,609,2352,2061,10529,27447,6,0,0,0,3466,3468,41,6,4,0,4332,4380,1963,50,108,3,7039,9166,4530,211,401,18,2414,7567,5480,302,788,52,1469,8091,4684,230,923,184,871,6899,3850,144,909,468,609,5983,2353,83,439,870,304,4053,649,9,119,1000,113,1891,23555,1027,3695,2606,20619,51505
SED24703,9,0,0,0,2541,2551,136,7,10,10,10334,10487,3510,195,237,10,17610,21557,3883,281,581,10,4903,9656,2124,279,620,26,1795,4842,1792,229,693,63,963,3736,1495,137,465,98,409,2604,734,49,174,94,171,1219,155,9,46,92,42,352,13845,1171,2817,400,38762,57000,16,0,0,0,3150,3173,233,21,15,4,11681,11961,4128,261,365,9,16698,21468,3457,307,776,38,4105,8682,2165,281,797,54,1514,4818,1820,188,870,198,762,3841,1306,122,624,348,371,2763,478,27,225,419,121,1272,84,0,50,364,43,535,13691,1215,3733,1430,38440,58507,31,0,0,4,5687,5722,369,28,30,17,22004,22444,7642,458,601,17,34307,43021,7344,590,1353,46,9011,18338,4294,557,1418,88,3309,9660,3611,415,1569,254,1731,7578,2805,254,1088,445,782,5368,1210,78,402,507,287,2489,239,9,93,458,87,890,27531,2391,6550,1831,77205,115506
