LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA22910,2299,1129,1240,1685,2307,2740,2677,1244,448,15755,8,0,0,3,9,7,6,5,0,32,6,3,0,3,3,0,3,0,0,24,71,54,73,93,103,127,81,35,10,641,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,59,75,96,113,130,83,32,12,677,85,62,77,93,121,132,88,43,14,714,2378,1181,1314,1781,2424,2876,2765,1285,457,16472
LGA22980,834,477,584,513,640,870,734,515,266,5440,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,8,28,24,19,14,31,26,15,10,174,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,20,18,14,36,34,18,10,191,8,36,25,18,14,32,36,18,11,204,848,514,608,536,656,907,770,536,274,5644
LGA23110,16652,8776,12075,13962,12578,10717,7736,4416,2032,88944,12,11,9,10,19,13,12,13,14,117,4,6,10,9,12,10,9,0,0,57,133,185,251,148,168,155,116,85,56,1304,0,4,3,8,7,13,14,3,0,54,0,5,0,0,0,5,0,0,0,17,0,0,0,3,4,4,0,0,0,9,0,3,3,0,0,0,3,0,0,9,0,0,0,6,4,0,3,0,0,10,0,0,6,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,144,198,273,178,186,191,149,92,59,1470,154,209,281,187,204,203,153,107,74,1586,16807,8987,12358,14146,12786,10924,7892,4520,2109,90528
LGA23190,3691,2193,2448,2206,2343,2620,2106,1366,634,19595,4,11,7,4,0,11,11,10,0,55,0,6,4,4,3,0,0,0,0,21,46,145,107,63,73,80,50,27,30,615,0,0,3,3,8,3,3,0,0,23,0,8,3,0,7,3,0,0,0,28,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,166,115,75,95,94,55,28,30,702,49,181,114,77,102,100,67,41,30,761,3740,2369,2561,2282,2443,2723,2168,1398,660,20356
LGA23270,54230,31241,39331,36610,28287,24219,15816,7654,2369,239752,22,10,35,28,18,23,40,22,10,206,4,15,31,10,6,20,9,5,0,109,449,504,673,440,348,320,217,124,63,3151,11,17,21,29,15,16,14,6,0,123,0,7,20,14,5,10,0,0,0,60,7,5,8,3,3,7,4,0,0,34,0,3,15,6,10,9,13,3,0,61,0,0,9,5,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,477,558,776,518,386,380,261,141,65,3567,500,573,814,543,405,398,300,166,75,3778,54731,31811,40143,37150,28692,24614,16119,7823,2450,243524
LGA23350,2964,1461,1396,1849,2350,2659,2301,1169,381,16522,3,4,0,5,4,7,6,8,3,41,7,18,5,9,5,11,4,0,0,67,39,49,39,31,41,61,63,30,12,368,0,3,0,4,3,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,53,45,50,76,78,31,16,463,47,74,53,55,57,85,84,38,16,507,3006,1537,1446,1899,2401,2744,2385,1206,398,17029
LGA23430,26778,16514,19321,22325,22406,18647,14736,9167,4213,154099,11,6,8,12,13,15,19,29,13,127,3,4,10,14,5,6,11,6,3,59,274,364,400,306,284,279,214,177,143,2447,0,0,6,0,6,16,17,8,3,52,0,4,6,0,0,0,8,0,0,22,7,4,4,4,0,4,6,0,0,22,0,0,0,0,0,13,5,8,0,25,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,290,374,427,320,307,320,261,191,145,2639,296,382,432,338,316,336,285,228,162,2767,27075,16895,19755,22656,22718,18979,15019,9393,4374,156863
LGA23670,26788,18486,19724,21941,21190,20084,15412,8567,3399,155584,7,11,10,7,9,16,20,17,18,110,9,13,7,4,3,4,3,3,0,52,335,428,413,311,258,219,229,208,157,2555,0,9,6,8,10,11,9,5,0,62,0,0,0,0,3,5,0,0,0,22,0,5,3,0,0,0,3,3,0,16,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,345,458,442,326,282,246,246,219,161,2712,350,466,452,329,287,262,263,244,177,2822,27136,18947,20172,22267,21481,20347,15666,8803,3576,158406
LGA23810,13398,8317,9472,8607,8992,10105,8728,4777,1856,74256,23,14,10,13,20,23,28,33,6,181,0,3,4,7,5,5,6,4,0,48,318,403,414,291,276,287,269,229,166,2660,5,0,0,12,6,16,7,0,0,40,0,0,0,0,0,4,7,0,0,14,3,0,0,0,0,3,0,0,0,12,0,4,5,0,0,0,0,0,0,11,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,424,426,319,288,321,292,238,167,2803,359,434,438,333,308,345,317,266,176,2982,13752,8756,9913,8948,9303,10452,9053,5042,2029,77237
LGA23940,1134,606,598,666,951,1311,1243,617,294,7419,4,3,0,0,0,0,4,0,3,22,0,0,0,0,0,0,0,0,0,5,21,27,29,19,23,50,51,18,7,242,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,9,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,35,14,27,55,60,18,7,267,23,26,34,17,28,62,63,21,14,291,1156,636,635,684,978,1370,1303,639,304,7707
LGA24130,10073,5200,4257,6492,7647,6705,5551,2849,856,49628,6,4,3,7,7,6,17,5,3,58,0,0,0,0,6,4,7,0,0,30,96,231,134,117,112,137,111,62,28,1029,0,4,3,0,0,3,11,0,0,24,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,14,5,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,245,146,125,123,152,130,68,26,1118,111,250,155,134,123,155,149,77,28,1175,10186,5448,4407,6627,7771,6861,5697,2926,891,50802
LGA24210,19907,14365,13016,15771,16412,15524,12612,9793,4395,121790,12,4,8,4,10,8,7,21,22,90,5,10,9,7,3,18,8,8,0,69,217,254,296,226,191,164,151,116,78,1689,0,0,6,10,6,8,13,4,0,39,0,4,4,3,5,0,0,0,0,20,0,0,4,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,224,272,319,248,207,186,172,125,78,1836,239,274,328,256,207,192,179,145,102,1930,20142,14645,13337,16031,16626,15722,12787,9935,4493,123723
LGA24250,1646,787,784,1056,1157,1577,1471,697,225,9395,33,20,3,9,8,3,8,0,4,88,10,16,7,6,7,7,6,0,0,58,104,126,87,81,97,86,93,36,11,710,3,7,4,0,3,0,9,0,0,29,0,3,0,0,5,0,0,0,0,14,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,159,108,91,108,99,105,36,11,831,155,179,112,94,114,105,113,35,11,918,1802,963,891,1148,1271,1682,1586,735,230,10315
LGA24330,13014,8719,18687,14868,10640,7961,5071,2599,1301,82850,10,4,13,14,14,13,16,3,7,84,0,3,10,4,14,5,3,0,0,42,133,255,319,218,187,155,99,47,28,1436,0,9,9,9,3,16,12,0,0,56,0,3,0,0,3,0,9,0,0,22,0,0,4,0,0,3,3,0,0,16,0,0,8,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,134,275,355,229,208,183,123,55,27,1589,148,279,368,242,222,189,142,58,29,1676,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
LGA24410,20674,12499,14597,16515,15014,13228,10276,6258,2767,111831,0,13,6,5,19,13,16,6,0,73,0,5,12,0,7,8,3,0,0,41,249,350,326,232,193,153,173,116,116,1915,0,0,0,0,6,5,7,4,3,23,0,0,3,0,0,3,0,0,0,14,0,0,0,3,0,8,0,0,0,16,0,0,0,0,3,0,5,0,0,7,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,360,344,243,215,180,196,123,119,2023,254,364,351,245,227,193,206,129,119,2097,20926,12870,14943,16764,15243,13421,10487,6385,2885,113926
LGA24600,9834,30123,51418,22383,11246,8694,6087,2944,1135,143852,19,70,41,43,31,12,13,17,4,242,38,172,184,96,115,100,49,18,0,767,513,1447,1657,1181,835,728,538,294,160,7346,25,119,102,57,55,60,25,0,0,449,20,39,36,19,11,19,7,0,0,157,3,42,31,14,35,31,17,3,0,170,12,46,30,27,18,22,17,0,4,180,14,23,10,6,0,3,0,0,0,54,7,32,7,8,3,4,0,0,0,65,0,0,0,0,0,0,0,0,0,0,623,1921,2053,1414,1086,964,656,322,162,9196,643,1989,2098,1451,1112,977,664,332,172,9441,10474,32105,53517,23836,12357,9670,6748,3280,1304,153293
LGA24650,43140,22206,27794,30186,22144,14810,10389,4201,1118,175992,19,6,25,21,13,12,25,8,5,144,9,13,5,4,11,17,3,0,0,61,424,368,489,278,232,173,139,82,23,2205,9,4,11,5,0,15,6,0,0,46,0,0,4,0,0,0,3,0,0,8,4,0,6,3,3,6,0,0,0,19,3,4,4,8,0,0,8,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,388,522,293,244,212,158,83,23,2367,464,395,546,316,257,226,188,93,29,2511,43605,22599,28339,30503,22406,15036,10577,4291,1145,178500
LGA24780,10339,6157,7272,6471,6792,7039,5784,3367,1461,54674,9,11,7,12,16,20,16,16,6,115,27,29,32,17,31,21,10,5,0,170,165,239,310,174,230,349,263,104,57,1892,0,0,9,5,11,17,0,0,0,51,7,26,12,15,14,15,15,3,0,102,0,3,0,3,4,0,4,0,0,19,0,0,3,0,0,5,4,3,0,15,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,301,373,218,292,409,296,114,57,2249,208,311,378,230,305,423,317,129,64,2370,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
LGA24850,10131,5653,6789,6383,6196,5733,4289,2092,693,47958,7,13,3,4,16,11,5,8,6,71,3,24,15,6,3,8,0,0,0,57,142,225,177,149,145,97,71,48,17,1056,6,63,29,6,10,8,7,0,0,132,0,17,3,0,4,0,0,0,0,26,0,7,4,0,0,0,0,0,0,9,0,3,0,0,3,6,0,4,0,13,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,149,341,225,169,165,114,76,48,23,1318,156,355,234,172,178,129,85,54,26,1388,10289,6014,7023,6558,6375,5856,4375,2144,719,49344
LGA24900,4965,2799,2922,2937,3532,4176,4122,2563,1008,29020,9,12,8,8,9,12,17,10,6,88,22,21,16,6,9,22,10,3,0,105,68,129,142,79,162,162,178,78,20,1021,0,3,0,0,0,3,8,0,0,16,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,163,90,181,203,201,84,21,1176,95,163,167,100,184,211,215,96,31,1265,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
LGA24970,29259,26489,28613,25457,23341,19518,15782,11929,6006,186391,5,10,22,18,17,11,31,29,6,150,7,39,36,9,7,15,7,8,5,125,349,646,613,477,378,351,269,244,187,3510,9,26,9,5,12,14,7,3,0,79,0,5,10,3,8,4,3,0,0,36,3,16,7,5,0,3,0,0,0,37,0,15,11,0,0,0,3,0,0,37,0,6,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,371,758,690,501,400,392,293,259,193,3850,380,767,707,513,415,401,324,289,197,3991,29638,27259,29322,25972,23754,19919,16104,12212,6202,190387
LGA25060,19222,13842,17886,17126,16528,13575,10397,6639,3122,118339,13,5,15,8,19,18,22,27,16,145,7,19,17,14,7,10,7,0,0,86,221,288,351,241,256,211,158,61,41,1824,0,6,11,22,20,18,12,9,0,97,0,0,8,11,0,0,4,0,0,29,0,3,4,7,12,7,4,4,0,40,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,231,321,395,291,301,249,191,73,41,2099,246,327,411,298,321,268,216,105,53,2244,19467,14164,18292,17432,16849,13847,10613,6739,3179,120582
LGA25150,7472,3900,4588,5007,4946,4450,3699,1760,596,36427,5,0,3,4,4,17,20,18,8,70,0,3,0,0,0,3,0,0,0,19,104,144,98,84,74,86,55,32,22,690,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,112,147,98,94,79,97,58,32,22,741,117,152,102,96,76,112,77,42,25,810,7590,4057,4694,5107,5025,4558,3780,1802,631,37238
LGA25250,26095,19069,35872,27861,20237,15297,10221,7360,4493,166503,16,5,10,17,22,24,27,20,16,158,3,12,16,15,10,22,12,0,0,100,234,400,652,398,342,298,201,146,123,2786,0,6,10,4,9,16,10,5,0,50,0,3,14,4,5,7,3,4,3,42,0,3,9,0,3,0,5,5,0,23,0,5,6,0,8,6,5,0,0,23,4,0,4,9,3,0,0,0,0,22,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,246,428,711,432,375,343,235,156,119,3051,261,435,724,444,387,370,262,176,138,3208,26351,19504,36595,28310,20628,15663,10489,7535,4633,169709
LGA25340,26869,16469,13893,17237,21839,21756,21975,14746,5725,160511,22,16,16,26,26,36,51,45,35,275,11,62,32,15,15,13,22,7,0,187,853,884,759,639,812,934,855,448,194,6391,7,73,21,15,15,22,19,8,0,173,9,6,11,3,3,5,0,0,0,32,5,22,18,4,5,14,3,0,0,82,0,9,0,5,0,3,0,0,0,16,0,8,8,0,0,0,3,0,0,13,0,9,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,878,1074,853,683,856,988,907,466,197,6903,903,1082,872,706,882,1023,957,509,237,7179,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
LGA25430,2798,1494,1655,2188,2705,3148,3210,1701,628,19523,4,3,5,3,7,6,4,8,3,35,0,0,0,0,0,6,0,0,0,14,39,77,81,66,69,108,79,45,15,571,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,81,80,67,73,118,87,47,19,609,43,81,84,67,78,133,92,53,24,641,2838,1575,1739,2258,2774,3278,3295,1755,653,20168
LGA25490,3238,1656,1659,1813,2187,2502,2182,996,343,16584,0,3,3,6,3,7,8,7,6,50,0,0,0,0,0,0,4,0,0,8,50,68,66,40,48,82,80,38,15,486,0,0,0,0,0,3,7,0,0,12,0,0,3,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,69,43,50,94,98,38,15,524,54,73,74,50,52,100,101,44,23,570,3287,1735,1731,1865,2243,2604,2283,1040,362,17156
LGA25620,2173,1290,1218,1513,2063,2483,2250,1148,327,14469,5,4,6,5,4,4,4,4,0,29,0,4,3,4,3,4,4,5,0,21,80,86,65,70,92,101,82,40,10,633,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,73,67,102,107,96,44,8,688,88,98,74,72,103,112,99,49,8,719,2260,1387,1295,1590,2163,2597,2353,1197,338,15182
LGA25710,11501,8140,5378,7484,9697,8945,6286,2756,839,61012,3,12,3,0,7,5,8,8,3,50,0,9,0,6,5,4,6,0,0,26,139,199,147,103,77,77,63,43,26,882,0,3,3,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,216,156,114,90,80,67,48,30,945,144,225,160,118,92,93,76,55,38,997,11644,8365,5532,7602,9793,9032,6364,2807,873,62007
LGA25810,1749,1068,1293,1085,1392,1789,1689,971,370,11409,16,0,3,3,0,5,7,0,0,34,0,0,0,0,0,4,0,0,0,7,43,72,69,74,68,92,57,23,0,498,0,4,0,0,0,4,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,74,74,69,101,68,23,0,534,56,80,75,78,66,104,76,25,0,567,1806,1144,1370,1166,1459,1899,1765,996,377,11979
LGA25900,11256,8408,22228,17606,14045,10941,7476,4003,1389,97354,8,11,5,11,16,13,14,15,9,96,9,34,39,21,21,26,15,4,0,163,180,374,583,422,307,315,207,73,37,2498,0,123,68,16,17,22,19,6,0,273,0,14,14,21,7,13,10,8,0,79,0,34,16,9,10,9,4,0,0,85,0,5,10,0,10,3,7,0,0,38,5,0,4,3,0,0,0,0,0,13,3,4,8,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,192,583,744,497,373,395,266,93,38,3170,198,593,746,509,391,404,278,106,44,3272,11452,9000,22975,18112,14433,11347,7760,4109,1433,100625
LGA25990,1105,646,621,747,1083,1162,1224,581,181,7335,0,4,0,0,6,4,12,3,0,29,6,0,0,0,0,4,0,0,0,6,11,27,16,20,33,39,32,10,6,201,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,20,17,36,48,35,10,6,222,16,31,20,20,38,51,51,14,6,250,1120,672,646,768,1121,1212,1271,592,189,7585
LGA26080,301,199,143,211,303,503,696,474,163,2995,0,0,0,4,0,0,9,0,0,15,0,0,6,0,0,0,0,0,0,5,19,24,37,22,22,75,63,33,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45,22,26,75,63,32,5,319,21,23,39,23,26,81,68,31,10,336,328,229,184,241,331,587,762,501,172,3331
LGA26170,5016,2663,2502,3016,3756,4498,4469,2289,822,29041,9,6,4,4,5,16,14,14,3,79,0,4,0,4,5,0,3,0,0,14,122,165,141,95,124,244,160,67,28,1140,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,125,168,150,96,140,258,169,65,28,1196,133,177,150,101,142,275,182,80,35,1274,5149,2836,2656,3120,3900,4772,4655,2374,854,30320
LGA26260,2745,1599,1592,1631,1935,2293,2173,1267,560,15806,4,4,3,4,6,6,11,15,3,49,0,0,0,0,0,0,12,0,0,16,63,115,97,65,59,77,62,27,20,581,0,0,0,0,0,6,3,0,0,15,9,14,0,0,8,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,134,99,66,63,86,75,27,20,644,69,140,102,69,75,91,86,42,21,696,2818,1734,1700,1702,2008,2386,2259,1310,578,16508
LGA26350,11625,12060,22761,14513,12090,10088,8358,5731,2581,99807,33,4,11,11,12,14,22,23,48,190,3,76,102,18,29,31,12,10,0,278,186,364,599,296,269,263,268,182,111,2547,0,12,20,7,5,14,20,0,0,82,0,4,10,5,10,4,0,0,0,41,0,8,3,5,0,9,6,3,0,31,0,0,13,0,0,10,7,4,0,38,0,0,3,0,0,0,0,0,0,8,0,5,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,191,466,752,333,314,328,319,205,118,3033,227,472,766,341,330,343,345,228,169,3218,11851,12534,23529,14857,12412,10437,8704,5954,2749,103030
LGA26430,1589,879,862,1086,1294,1839,1948,1017,417,10929,3,7,0,5,3,3,0,3,5,31,0,0,0,3,4,4,5,0,0,17,33,54,44,40,58,57,64,24,11,389,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,47,43,70,62,69,21,11,425,38,64,47,49,73,70,77,25,13,453,1622,938,914,1128,1367,1910,2023,1048,426,11378
