LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA23190,2249,2109,799,61,5215,2056,200,7469,51,11,16,4,79,259,12,343,0,0,0,0,6,4,0,6,53,11,20,4,83,264,12,351,46,9,23,7,85,270,12,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,23,7,85,270,12,371,0,0,0,0,0,10,0,12,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,10,0,21,4,0,0,0,0,3,4,8,2350,2130,847,69,5394,2597,226,8216
LGA23270,13534,32236,8911,802,55484,9583,1422,66487,723,940,550,65,2276,1565,114,3954,625,867,466,59,2017,704,151,2873,1344,1807,1021,125,4295,2270,265,6828,364,365,315,39,1083,898,89,2070,0,0,0,0,0,0,0,0,21,29,25,3,67,52,6,128,0,0,0,0,0,0,0,0,6,7,6,0,22,19,0,45,390,397,342,40,1170,980,91,2242,0,0,0,0,3,42,0,46,4,0,0,0,5,57,0,63,0,0,0,0,0,0,0,0,7,3,0,0,5,7,0,8,9,6,4,0,15,103,0,123,7,25,7,0,41,27,3,67,15279,34468,10285,970,61006,12954,1782,75740
LGA23350,2222,1844,536,43,4647,1500,106,6253,28,14,17,0,64,160,11,238,0,0,0,0,3,0,0,3,29,13,17,0,68,160,11,236,0,0,7,0,9,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,3,3,7,0,10,27,0,37,6,0,3,0,9,16,0,29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,3,0,16,11,5,28,19,12,4,0,30,26,0,68,6,7,0,0,16,9,4,22,2284,1875,563,50,4774,1725,123,6615
LGA23430,8858,15824,3955,352,28989,6058,806,35855,2239,1697,990,107,5031,4053,326,9412,1847,1921,767,73,4605,1330,226,6165,4090,3615,1757,178,9635,5388,553,15576,1435,847,630,70,2986,3323,221,6531,242,91,83,9,428,494,49,967,325,107,110,10,553,694,48,1287,86,33,30,0,150,186,16,347,6,6,3,0,13,3,0,19,2093,1081,865,97,4132,4701,329,9155,0,0,0,0,5,22,0,23,12,3,4,0,22,121,4,145,0,0,0,0,0,0,0,0,14,18,16,3,60,66,8,139,37,24,22,8,79,214,8,306,7,10,3,0,18,30,0,48,15076,20543,6601,634,42855,16388,1699,60940
LGA23670,12474,20164,5591,480,38709,8049,1095,47854,1258,712,428,58,2459,2443,122,5021,712,839,419,49,2019,779,135,2931,1973,1548,846,107,4480,3223,255,7959,128,72,68,3,267,383,20,671,70,25,45,3,151,221,14,385,46,20,39,5,106,134,11,243,40,6,20,0,63,102,5,170,11,10,9,0,31,27,0,56,290,134,173,19,613,870,46,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,22,22,4,47,8,3,4,0,22,22,4,47,6,7,4,0,14,22,0,37,14753,21860,6620,606,43837,12185,1397,57422
LGA23810,7753,7287,3661,251,18948,7274,724,26943,221,55,117,13,403,1198,46,1649,23,8,29,0,65,79,11,150,249,64,148,16,466,1279,54,1802,215,62,140,23,438,1209,46,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,221,62,140,25,443,1217,46,1703,3,0,0,0,3,27,4,36,22,4,3,0,26,31,3,64,0,0,0,0,3,7,0,14,0,0,3,0,9,3,0,8,28,9,4,0,43,68,6,124,6,3,0,0,15,24,0,34,8257,7422,3949,287,19915,9859,833,30610
LGA23940,978,652,239,31,1898,936,81,2907,21,12,6,0,29,41,0,71,0,0,0,0,0,0,0,0,21,12,6,0,29,43,0,70,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,22,0,25,0,0,0,0,8,7,0,9,0,0,0,0,0,0,0,0,3,4,0,0,12,6,0,14,12,3,0,0,16,40,0,56,4,0,0,0,4,10,0,12,1007,668,242,31,1946,1022,80,3049
LGA24130,5314,6612,1577,99,13598,3004,277,16880,210,73,104,8,395,523,20,945,23,5,16,0,40,17,0,60,231,78,121,8,441,539,20,1000,14,6,3,0,20,15,0,35,0,6,0,0,7,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,9,20,17,4,0,35,20,4,56,6,0,0,0,6,7,0,11,18,19,0,0,38,16,0,54,0,0,0,0,0,0,0,3,9,5,4,0,14,12,4,34,33,24,3,0,61,39,4,102,7,3,0,0,12,9,0,17,5599,6736,1704,109,14147,3610,302,18060
LGA24210,9036,14103,3177,302,26629,4931,571,32131,666,605,308,29,1607,1220,60,2890,1134,1900,604,64,3699,729,113,4543,1801,2508,910,94,5312,1948,176,7437,330,288,145,16,785,609,30,1420,173,93,65,11,341,327,9,685,464,196,149,20,833,636,54,1518,406,172,140,26,741,532,45,1317,0,4,0,0,11,9,0,19,1380,754,498,71,2702,2116,136,4958,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,4,5,8,6,0,4,0,7,4,5,11,6,10,6,0,24,11,0,35,12228,17379,4606,470,34680,9008,888,44574
LGA24250,1376,878,288,19,2554,1021,66,3649,18,4,13,0,38,79,9,124,0,0,0,0,0,0,0,5,18,4,13,0,41,84,9,127,3,4,4,0,7,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,7,0,13,0,0,0,0,0,6,0,8,6,0,0,0,10,10,0,19,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,14,21,0,30,4,3,0,0,13,0,0,9,1405,891,306,18,2623,1129,76,3830
LGA24330,4058,6182,1851,313,12402,3170,1155,16731,549,396,286,45,1276,1127,149,2558,1622,1569,553,120,3864,1204,496,5563,2165,1968,840,165,5143,2330,645,8118,579,324,220,58,1189,1467,244,2898,437,174,95,42,743,887,151,1787,613,191,123,49,976,1219,166,2360,419,97,76,28,621,816,100,1525,6,8,6,3,25,8,0,38,2065,793,513,179,3548,4400,663,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,54,29,11,3,101,64,24,184,54,29,16,3,102,70,24,197,6,4,6,0,22,21,0,42,8347,8975,3229,660,21213,9996,2490,33695
LGA24410,9676,14148,4202,344,28362,8219,912,37499,485,412,253,28,1182,1254,76,2508,311,313,188,11,826,346,48,1225,793,727,444,42,2002,1599,130,3734,81,71,59,8,218,197,14,420,124,53,72,12,259,330,27,618,163,50,45,8,261,294,23,575,22,4,5,0,27,40,0,74,0,9,4,0,14,14,0,28,398,179,176,19,782,870,65,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,6,0,20,0,6,3,0,10,8,0,23,3,8,0,0,16,22,0,40,10873,15069,4824,405,31180,10719,1106,43006
LGA24600,455,467,136,33,1093,320,167,1576,737,390,140,38,1299,696,356,2346,1645,1247,399,109,3398,1436,908,5745,2378,1638,531,143,4694,2129,1272,8095,525,184,90,26,821,812,247,1876,1157,370,211,55,1792,2069,501,4357,2531,732,371,198,3825,4634,1162,9622,12006,3177,1686,1286,18147,20377,6324,44854,3,5,0,0,5,3,0,9,16213,4459,2354,1565,24586,27893,8234,60718,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,32,10,10,5,53,53,24,131,32,10,10,3,56,54,24,131,46,16,6,5,78,125,35,238,19125,6597,3041,1748,30511,30524,9725,70760
LGA24650,9910,24713,6744,544,41910,7073,989,49974,591,546,396,31,1570,1378,66,3011,239,425,309,21,994,312,37,1342,830,969,707,53,2567,1686,103,4353,29,31,27,0,85,85,5,175,17,6,12,3,33,32,0,74,40,16,26,0,84,48,3,137,0,0,0,0,0,0,0,0,7,8,0,0,14,7,0,23,90,55,67,3,218,176,7,409,7,0,0,0,5,45,0,47,5,0,0,0,5,54,3,54,0,0,0,0,0,4,0,0,0,5,0,0,7,3,0,16,6,7,0,0,16,103,4,122,12,23,3,0,38,19,0,56,10853,25769,7527,602,44745,9052,1102,54907
LGA24780,5357,5414,2358,203,13339,4308,534,18178,283,107,176,14,581,926,76,1586,24,6,3,3,38,25,4,72,306,117,180,18,618,954,84,1662,162,65,91,9,319,713,51,1085,4,0,0,0,5,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,166,65,89,9,329,726,51,1106,23,3,5,0,33,66,5,101,45,3,5,0,52,80,20,145,4,0,0,0,5,4,0,8,9,8,0,0,12,7,0,22,74,14,12,5,101,161,20,281,18,6,6,0,26,23,0,57,5920,5616,2647,242,14414,6177,689,21283
LGA24850,4334,5989,2031,148,12509,3115,320,15944,209,68,98,6,386,574,19,971,30,27,21,0,76,37,5,120,237,93,118,10,456,609,24,1094,9,0,4,0,10,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,10,10,6,4,0,20,17,0,36,0,0,0,0,4,17,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,11,3,11,0,0,11,29,6,43,7,7,0,0,14,10,0,23,4586,6100,2161,160,13008,3780,352,17140
LGA24900,3727,2698,1148,68,7639,2869,289,10801,141,43,62,8,254,578,25,856,10,8,0,0,23,14,0,36,157,48,65,9,272,600,25,890,7,0,7,0,10,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,7,0,12,14,0,30,20,4,0,0,29,42,0,75,27,0,3,0,29,52,5,90,3,0,0,0,3,0,0,0,7,0,0,0,8,5,0,13,52,8,4,3,67,102,3,176,4,5,0,0,14,5,0,17,3945,2764,1225,78,8013,3579,326,11917
LGA24970,11566,19203,5010,657,36448,7630,2063,46139,1288,1330,458,90,3171,1723,374,5272,1273,1856,514,133,3773,794,716,5291,2562,3188,967,221,6943,2519,1098,10558,1356,1684,555,105,3703,2069,319,6093,353,92,55,29,534,447,76,1053,578,136,127,48,889,1001,163,2054,262,85,74,24,444,380,133,951,6,3,3,0,17,21,0,41,2556,2003,817,208,5580,3920,694,10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,20,12,3,28,13,5,0,0,20,7,3,30,8,3,0,0,15,31,7,56,16703,24403,6799,1090,48995,14109,3868,66979
LGA25060,6624,11292,2621,315,20854,4888,738,26470,1049,907,410,54,2420,1625,192,4240,1550,1845,652,87,4131,1466,330,5923,2596,2752,1061,139,6547,3090,523,10166,779,417,282,66,1538,1785,212,3538,477,173,225,46,924,1615,170,2707,1003,247,171,59,1486,1961,206,3649,158,103,197,37,499,532,46,1079,3,0,0,0,5,15,0,20,2417,944,873,212,4452,5902,640,10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,9,4,64,66,17,145,21,26,9,4,64,66,17,145,7,7,0,0,19,12,0,35,11667,15025,4573,666,31933,13958,1920,47814
LGA25150,3636,4588,1449,107,9779,2500,235,12518,128,55,74,8,263,424,18,702,30,11,27,4,74,50,0,124,162,65,97,9,337,473,20,829,0,0,0,0,0,44,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,6,0,0,0,8,5,0,15,7,0,0,0,14,73,0,85,0,0,0,0,7,11,0,17,9,0,0,0,13,12,0,21,0,0,0,0,0,0,0,4,5,3,0,3,7,6,0,15,13,4,0,3,25,33,0,58,0,4,0,0,8,7,0,14,3819,4669,1552,122,10160,3085,256,13500
LGA25250,8580,13369,3854,563,26374,7388,2455,36218,1837,1261,626,105,3830,3036,665,7530,3307,2731,969,229,7232,2758,1195,11188,5145,3987,1590,338,11063,5793,1856,18715,926,422,273,76,1694,2524,401,4619,451,110,77,21,658,880,172,1717,1398,315,199,63,1974,2688,405,5069,276,55,35,23,388,631,110,1131,0,17,3,0,29,12,0,40,3050,922,585,178,4740,6741,1094,12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,44,22,3,134,93,64,297,70,44,22,3,136,93,64,295,12,14,10,3,38,37,3,74,16861,18340,6056,1090,42343,20051,5474,67871
LGA25340,17808,17312,5824,416,41364,12864,981,55205,1371,331,503,32,2236,2943,112,5290,644,283,256,6,1184,528,52,1766,2017,608,757,36,3424,3473,160,7055,418,107,161,11,705,924,29,1661,44,10,9,0,57,66,5,129,27,0,0,0,27,17,0,40,0,0,0,0,0,0,0,0,11,3,5,0,23,30,0,51,501,124,172,13,807,1047,36,1886,3,0,0,3,7,33,0,41,74,6,22,0,97,272,12,372,0,0,0,0,4,0,0,6,9,0,3,0,13,19,0,33,84,8,22,3,122,326,10,450,13,10,5,0,29,24,3,52,20426,18060,6783,468,45733,17727,1190,64650
LGA25430,2632,1776,827,66,5294,2550,230,8075,22,11,15,0,47,181,8,239,0,3,0,0,3,9,0,14,26,12,15,0,53,194,5,257,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,14,0,13,3,0,0,0,3,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,14,6,0,20,5,3,8,0,16,24,3,33,6,0,0,0,6,8,0,10,2667,1791,850,67,5369,2785,239,8396
LGA25490,2079,1924,555,62,4615,1507,101,6221,33,10,9,0,55,87,4,146,6,4,3,0,12,13,0,32,44,17,15,0,71,100,4,176,3,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,10,3,0,0,0,3,5,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,7,3,0,10,8,0,0,0,10,15,0,26,3,0,0,0,3,11,0,9,2134,1938,572,62,4704,1629,109,6439
LGA25620,2027,1377,516,34,3956,1638,146,5738,13,9,4,0,25,76,5,107,0,0,0,0,0,0,0,0,17,9,4,0,31,77,5,106,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,0,7,33,0,37,16,5,0,0,17,58,0,78,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,15,23,10,0,0,30,96,6,133,10,3,0,0,13,10,0,19,2074,1392,523,34,4029,1825,154,6006
LGA25710,5484,9432,1814,123,16858,2480,219,19557,57,29,43,0,135,167,0,306,98,105,93,5,301,122,8,428,155,138,138,3,434,287,8,726,111,79,70,0,264,259,10,528,9,0,0,0,6,35,0,40,10,0,4,0,12,18,0,32,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,13,133,80,70,0,294,312,10,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,5,0,9,0,3,0,0,6,3,0,9,5781,9659,2028,130,17601,3078,232,20912
LGA25810,1465,1016,421,55,2957,1472,132,4569,23,3,6,0,35,109,3,148,0,0,0,0,0,0,0,0,23,3,6,0,35,108,3,145,20,3,0,0,23,115,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,23,112,0,139,8,0,0,0,8,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,0,10,5,3,5,0,12,26,0,41,4,3,0,0,4,5,0,8,1516,1032,438,53,3038,1724,139,4903
LGA25900,1130,1745,343,29,3250,810,176,4239,1687,1749,494,65,3998,1681,322,5999,1501,1658,534,68,3765,1317,333,5407,3189,3410,1029,132,7762,2991,657,11406,1504,586,363,76,2527,3421,582,6525,2517,772,535,153,3975,6298,926,11198,1644,439,347,49,2484,3265,323,6072,2686,726,346,107,3865,4198,535,8598,9,13,9,0,28,12,0,43,8354,2532,1597,380,12871,17204,2367,32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,35,18,7,214,292,50,561,157,36,18,7,219,294,50,564,13,11,7,0,25,46,6,81,12846,7735,2994,544,24123,21347,3263,48731
LGA25990,1008,630,290,17,1942,897,64,2908,5,0,0,0,4,21,0,28,0,0,0,0,3,0,0,3,3,0,0,0,4,21,0,27,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,6,0,13,3,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,6,0,0,14,11,0,29,0,0,0,0,5,3,0,10,1026,633,292,17,1964,938,64,2976
LGA26080,567,235,72,7,884,400,11,1300,12,4,3,0,21,48,0,75,6,3,0,0,15,8,0,23,24,6,8,0,36,62,0,92,7,3,0,0,8,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,5,3,0,10,0,0,0,0,4,0,0,4,601,246,80,8,939,486,17,1441
LGA26170,3940,2989,1033,80,8036,3205,230,11464,54,7,18,0,87,213,12,306,3,7,3,5,18,11,0,26,58,16,23,0,106,221,12,331,3,0,5,0,12,93,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,5,0,12,96,0,111,0,0,0,0,0,18,0,25,0,0,3,0,5,17,0,28,0,0,0,0,3,0,0,3,12,4,6,0,18,12,3,32,14,7,12,0,30,48,3,78,0,0,0,0,4,14,0,18,4017,3007,1073,82,8184,3585,240,12001
LGA26260,2018,1593,593,58,4260,2019,132,6400,40,22,14,0,68,221,6,297,0,0,0,0,3,0,0,7,40,22,12,0,79,221,6,304,4,3,6,0,12,68,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,6,0,14,72,7,96,5,4,0,0,4,9,0,14,5,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,10,6,3,0,0,13,21,0,38,4,3,0,0,3,6,0,11,2075,1622,613,58,4365,2334,142,6844
LGA26350,3343,5581,1095,138,10161,2145,504,12804,1345,949,373,69,2734,1562,425,4721,1362,1031,387,44,2820,1105,314,4240,2704,1980,756,114,5556,2664,745,8964,1429,536,312,92,2368,2734,557,5667,2118,486,281,132,3022,4636,794,8450,1536,295,248,94,2170,3333,420,5918,1304,255,211,87,1863,2792,368,5018,5,4,0,0,8,4,0,10,6387,1578,1050,412,9425,13501,2138,25059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,99,13,8,6,128,187,26,346,99,13,8,6,128,191,26,344,13,11,4,0,28,27,4,58,12550,9163,2919,666,25295,18524,3411,47229
LGA26430,1587,942,432,44,3002,1378,100,4481,24,8,11,0,40,126,4,177,0,0,0,0,0,3,0,0,24,8,11,0,40,130,6,179,0,0,4,0,4,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,4,13,3,3,0,0,5,8,0,17,7,0,0,0,9,27,0,39,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,6,20,6,3,0,24,40,3,66,0,0,0,0,0,3,0,5,1621,954,449,41,3075,1559,112,4734
LGA26490,3975,4569,963,74,9587,2423,361,12363,89,36,32,4,157,200,15,369,117,73,49,0,241,120,28,387,206,103,82,3,395,319,39,754,6,0,0,0,11,31,4,43,11,3,0,0,10,14,0,31,3,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,29,49,5,83,4,3,0,0,8,5,0,11,4,3,0,0,8,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,12,4,4,0,21,15,3,39,8,3,0,0,14,11,0,27,4216,4690,1056,79,10041,2828,408,13270
LGA26610,2085,1970,717,90,4868,1607,257,6734,70,37,23,0,135,232,23,387,0,6,0,0,7,8,4,18,74,43,25,0,141,242,23,403,69,42,29,5,142,235,15,390,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,66,42,34,5,144,237,15,399,10,8,0,0,19,23,14,54,14,3,0,4,15,30,7,58,3,0,0,0,6,0,0,6,10,6,0,0,16,4,0,23,40,13,4,4,57,60,20,140,9,8,4,4,17,7,16,43,2275,2070,784,103,5228,2150,336,7718
LGA26670,913,559,150,8,1637,659,42,2333,0,3,4,0,8,24,0,34,0,0,0,0,0,0,0,0,0,3,4,0,8,24,0,34,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,5,0,0,6,12,0,21,0,0,0,0,3,5,0,0,920,560,158,13,1655,712,39,2406
LGA26700,3410,2932,1175,87,7611,2781,239,10637,146,38,69,7,268,778,23,1075,12,3,0,0,24,36,4,60,159,47,74,11,288,808,32,1128,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10,0,10,5,0,0,0,4,21,0,28,0,0,0,0,4,13,0,16,0,0,0,0,0,0,0,0,7,0,0,0,10,6,0,17,13,0,7,0,22,36,0,57,3,0,0,0,7,10,0,14,3588,2988,1259,92,7927,3645,275,11847
LGA26730,3451,3484,1410,133,8468,2818,371,11658,241,71,115,13,441,766,47,1248,89,44,42,8,176,148,14,339,326,112,159,24,616,916,55,1589,72,33,43,3,148,394,19,564,9,0,3,0,12,36,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,32,46,3,163,437,19,622,6,0,0,0,3,4,0,5,15,0,6,0,26,42,4,73,0,0,0,0,0,0,0,0,8,10,4,4,20,7,0,24,31,8,9,4,49,52,4,107,7,7,0,0,15,9,0,19,3891,3639,1622,159,9310,4229,452,13993
