LGA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
LGA22490,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,13,3,0,0,0,0,0,0,0,46,0,15,11,0,0,0,3,0,0,0,0,0,0,0,4,42,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,14,4,7,3,7,5,0,0,0,0,0,0,3,120,0,0,12,40,50,46,37,20,7,0,6,0,0,0,10,231,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22620,9,0,4,0,0,0,0,56,0,0,0,0,0,10,7,6,0,0,0,0,0,0,0,25,0,13,19,15,21,13,26,16,0,0,0,0,0,0,8,134,9,65,50,8,10,5,3,6,0,3,0,0,0,0,10,169,0,0,0,0,5,0,12,6,0,0,3,6,0,0,0,35,0,0,0,0,7,6,9,17,3,4,12,0,0,0,3,68,0,0,0,0,6,4,6,0,8,0,0,0,0,0,4,24,0,5,15,23,34,19,54,28,18,22,25,26,5,0,7,284,0,0,0,0,0,0,22,25,22,19,13,15,11,0,0,127,15,143,39,15,9,3,5,11,0,0,0,3,0,0,10,261,3,9,51,155,164,144,184,65,5,29,10,10,9,6,41,868,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,29,39,18,4,14,4,0,0,0,116
LGA22670,48,54,28,23,18,3,3,723,0,0,3,5,0,67,65,96,29,18,6,8,7,0,6,315,0,17,38,39,32,3,25,21,3,0,5,0,0,0,3,189,48,495,622,118,31,21,25,37,4,6,6,6,6,0,64,1478,0,0,3,6,18,14,48,10,12,3,0,13,4,0,0,139,0,0,0,3,10,44,235,147,24,22,24,19,5,6,13,554,0,6,65,158,117,75,72,44,9,8,6,13,11,0,19,595,0,3,8,70,204,123,349,492,422,535,614,388,99,0,97,3407,0,0,0,0,0,9,46,63,18,42,43,43,11,0,5,282,23,194,29,13,15,3,5,3,0,3,0,0,0,0,19,311,4,9,38,124,268,382,485,351,51,65,46,55,15,22,78,1988,0,5,73,229,267,220,142,46,4,5,0,5,0,0,26,1023,0,0,6,10,54,73,379,853,172,182,217,214,109,74,32,2388
LGA22750,24,26,31,32,12,4,12,528,0,0,0,0,0,21,29,62,92,16,17,23,8,0,13,279,4,38,76,69,94,55,159,129,8,11,10,12,4,0,20,695,82,629,522,102,24,24,54,54,10,0,7,9,4,0,84,1619,0,0,0,6,11,29,69,26,6,5,4,3,5,0,10,176,0,0,0,0,17,20,65,45,12,21,9,3,0,3,4,192,0,0,19,41,19,14,19,5,0,3,0,4,0,0,6,139,3,9,22,53,90,55,143,108,45,46,46,37,18,0,20,688,0,0,0,0,0,3,76,83,41,59,46,33,12,0,0,356,37,921,115,48,36,28,46,24,8,8,13,8,0,0,37,1315,13,26,155,356,507,445,601,374,58,41,50,62,28,14,128,2863,0,32,295,201,82,31,28,12,3,0,3,0,0,0,14,696,0,0,0,7,10,9,86,321,41,69,65,121,34,6,20,803
LGA22830,18,5,0,8,3,0,3,120,0,0,0,0,0,157,161,83,19,29,15,21,0,3,11,507,0,8,7,8,3,7,13,19,3,0,7,0,0,0,5,74,44,356,229,44,5,12,6,3,4,0,0,0,4,0,42,747,0,0,0,0,0,4,5,0,0,4,0,6,0,0,0,14,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,17,0,0,8,10,13,3,58,114,103,141,97,79,11,0,28,664,0,0,0,0,0,4,24,8,16,11,24,13,8,0,0,108,0,115,16,9,16,3,10,6,0,0,0,0,0,0,6,178,0,5,33,76,85,118,160,111,16,22,19,7,10,8,22,700,4,20,25,9,7,4,0,4,0,4,0,0,0,0,3,81,0,0,0,0,0,5,39,124,22,22,21,17,14,13,10,285
LGA22910,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,13,6,0,0,0,0,0,0,0,41,0,11,7,3,0,0,3,5,3,0,5,3,3,0,3,50,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,9,8,0,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,3,5,7,4,0,3,0,0,0,28,4,63,20,5,10,5,3,0,0,0,0,0,0,0,3,107,3,6,14,44,54,43,37,16,0,0,4,0,0,0,3,222,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,13,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,9,11,0,5,10,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
LGA23110,14,3,13,9,0,4,0,200,0,0,0,0,3,21,18,13,3,0,4,0,0,0,3,66,0,21,30,28,55,32,118,125,8,3,11,14,0,3,6,465,32,432,529,81,27,24,42,41,18,11,4,0,0,0,69,1310,0,0,0,0,11,13,46,34,11,8,0,6,0,0,0,125,0,0,0,0,8,14,29,23,7,0,0,0,0,0,7,93,0,10,82,202,139,145,178,104,12,15,12,12,5,4,32,954,0,0,11,41,80,39,148,62,15,19,14,11,7,0,8,461,0,0,0,0,0,6,45,39,15,20,44,56,9,0,5,241,6,75,12,10,7,17,37,18,4,4,9,0,4,0,3,200,4,9,31,140,272,297,557,348,54,35,57,46,26,16,38,1919,0,11,229,243,107,55,24,13,0,0,3,9,0,0,10,708,0,0,0,0,8,8,23,71,18,28,23,26,0,0,3,204
LGA23190,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,23,3,24,9,4,6,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,10,0,5,0,0,5,0,0,33,6,25,7,0,0,0,0,0,0,0,0,0,0,0,5,44,4,0,5,18,18,25,16,10,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10
LGA23270,26,16,3,27,3,6,35,929,0,0,10,75,161,2656,4219,3022,1473,1260,576,1384,393,29,223,15476,3,15,52,28,72,34,48,56,0,3,0,4,0,0,8,319,57,984,1431,256,82,57,70,82,15,12,7,9,3,0,100,3175,0,5,0,0,0,13,31,19,4,0,3,0,0,0,0,91,0,0,0,3,3,14,76,29,0,0,0,7,0,0,0,145,0,17,242,810,669,539,926,445,110,103,90,80,51,23,148,4263,0,3,11,37,85,51,161,134,32,38,25,22,3,0,14,614,0,0,0,0,0,21,864,589,121,206,232,271,86,10,32,2437,9,112,32,16,20,6,14,9,0,0,4,0,0,0,5,232,6,4,40,165,394,491,986,883,153,131,133,134,59,55,108,3731,0,8,91,119,58,54,34,24,11,6,3,3,4,0,9,426,0,0,5,3,51,188,891,1223,348,315,339,295,128,25,70,3886
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,20,0,16,3,3,0,0,0,3,0,0,0,0,0,0,7,33,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,4,34,8,5,0,0,0,0,0,3,0,0,0,0,0,63,0,4,13,37,31,27,24,13,0,0,0,0,0,0,12,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23430,11,8,8,13,12,0,0,212,0,0,3,6,6,39,28,16,0,0,0,0,0,0,0,105,0,23,72,68,110,50,207,200,21,18,12,12,0,3,9,792,43,463,555,112,24,22,49,87,13,3,10,8,3,0,44,1440,0,0,0,5,41,76,122,47,13,5,7,12,6,3,7,355,0,0,0,5,21,33,165,65,17,17,15,12,7,0,9,361,0,3,45,102,68,31,33,22,0,4,7,0,5,5,9,340,0,0,30,96,197,82,204,114,42,52,60,40,8,0,17,946,0,0,0,0,0,6,55,34,4,33,49,31,7,0,9,240,10,147,44,27,29,20,40,11,3,9,9,10,0,0,13,378,6,20,105,266,394,398,630,322,42,36,47,37,10,16,56,2369,0,6,12,27,11,10,4,3,0,0,0,0,0,0,0,81,0,0,3,8,23,9,46,37,16,11,20,13,7,3,3,209
LGA23670,47,49,36,57,7,0,8,957,0,0,4,3,8,20,58,27,11,24,0,4,0,0,0,151,3,21,51,82,90,26,32,39,5,0,4,6,0,0,6,373,31,349,434,84,32,15,22,23,3,0,0,3,0,3,53,1071,0,4,0,6,11,28,67,29,3,3,3,0,0,0,3,164,0,0,0,0,30,102,423,157,12,14,14,9,3,6,0,763,0,0,20,58,53,14,22,11,0,0,4,0,0,0,7,204,0,8,74,205,864,441,1278,627,117,97,82,66,36,12,53,3955,0,0,0,0,0,19,101,44,8,9,10,17,3,0,3,220,19,431,101,46,37,9,24,5,3,0,0,3,0,0,13,697,9,17,90,191,405,312,452,259,20,28,30,28,15,11,36,1915,0,5,16,23,11,9,0,0,3,0,0,0,0,0,3,74,0,0,0,11,30,35,76,85,6,17,24,29,8,6,5,334
LGA23810,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,17,20,26,25,6,13,9,0,0,0,0,0,0,12,119,20,201,221,43,8,7,3,6,0,0,0,4,0,0,36,539,0,0,0,0,5,0,5,0,0,0,0,3,7,3,3,32,0,0,0,0,5,0,5,4,0,0,0,0,0,0,0,14,0,0,0,5,0,0,8,0,6,0,0,0,0,0,0,16,0,3,9,20,7,10,24,33,6,3,13,4,0,0,3,145,0,0,0,0,0,0,6,4,6,8,10,4,3,0,0,45,25,409,66,33,51,15,13,0,0,0,0,0,0,0,23,634,3,10,31,128,146,99,134,81,13,8,9,18,7,4,35,740,0,0,0,7,0,3,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,3,18,22,3,9,6,3,0,0,0,63
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,3,22,14,9,10,3,0,5,0,0,0,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,12,0,8,21,15,26,13,35,17,0,0,6,0,0,0,5,151,4,83,76,14,0,9,3,3,0,0,0,0,0,0,8,208,0,0,0,0,0,6,13,3,0,4,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,10,0,0,4,7,0,0,6,0,0,0,0,0,0,0,0,16,0,0,6,10,12,5,4,4,0,3,0,6,0,0,0,67,0,0,0,0,0,0,3,8,4,3,0,5,0,0,0,23,9,68,12,15,8,10,14,11,0,4,0,3,0,4,0,165,7,3,32,105,134,121,175,51,14,7,10,0,0,0,25,699,0,0,9,13,8,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,12
LGA24210,215,133,137,143,76,83,35,3023,0,0,0,0,8,33,43,46,6,7,3,0,0,0,4,149,0,11,21,14,43,12,23,26,0,0,3,0,0,0,6,164,174,1477,760,122,42,34,43,71,8,8,9,9,0,0,93,2848,0,5,3,14,22,36,69,27,9,11,4,4,3,0,0,207,0,0,5,19,50,115,444,127,16,35,22,17,16,4,19,880,4,28,96,125,100,38,22,8,3,0,3,0,0,0,15,452,0,24,122,369,958,530,1237,699,178,178,183,117,58,13,49,4719,0,0,0,0,0,4,15,5,5,5,7,3,0,0,0,50,17,126,26,11,22,10,26,6,0,10,0,0,0,0,8,265,9,17,61,103,189,211,258,131,25,24,22,32,22,13,24,1129,5,52,88,63,31,13,4,3,0,0,0,0,0,0,0,265,0,0,0,13,32,50,95,165,34,61,35,54,18,6,13,598
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,11,8,3,4,6,0,0,0,0,0,0,0,0,0,39,0,0,12,17,25,13,22,8,0,0,0,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,4,0,0,0,4,0,0,9
LGA24330,11,10,16,14,0,3,0,174,0,0,0,0,0,9,19,17,0,0,0,0,0,0,0,59,0,5,20,21,32,29,100,54,10,10,8,9,3,0,0,294,20,269,270,50,18,17,22,63,8,14,10,3,3,0,36,804,0,0,0,3,13,33,59,33,7,7,12,11,3,3,8,189,0,0,0,0,11,20,88,45,8,11,11,9,3,0,4,204,0,0,16,35,12,11,9,0,0,0,0,0,0,0,4,99,0,6,10,42,126,105,237,147,64,71,61,35,10,3,16,936,0,0,0,0,0,15,84,83,36,50,119,113,24,4,10,530,0,21,8,7,6,7,25,21,5,3,10,0,0,0,0,114,0,4,32,89,173,238,522,333,50,38,55,55,17,17,25,1645,0,4,166,188,68,29,11,13,3,0,3,6,0,0,14,513,0,0,0,0,4,3,53,91,16,24,29,19,8,6,5,263
LGA24410,60,63,52,57,13,12,3,787,0,0,0,0,0,3,14,11,0,12,0,0,0,0,0,46,0,5,44,57,52,17,44,34,0,3,6,0,0,0,3,278,21,200,143,33,13,13,22,20,4,3,6,5,0,0,27,503,5,0,4,9,8,27,34,20,9,4,0,7,0,0,0,122,0,0,0,0,17,32,216,60,12,8,7,0,0,0,4,375,0,0,9,15,19,10,14,9,5,0,5,3,5,0,0,93,0,4,24,69,165,114,399,294,81,64,44,39,17,6,22,1339,0,0,0,0,0,0,26,20,9,17,21,20,10,0,3,120,20,284,66,47,30,18,24,9,3,0,0,0,0,0,16,508,13,10,74,186,288,217,260,129,19,11,4,15,15,5,34,1268,3,7,13,3,5,4,4,0,0,0,0,0,0,0,0,38,0,0,5,0,10,15,45,44,5,10,13,12,4,0,3,171
LGA24600,50,85,87,106,55,68,13,912,0,0,0,0,4,21,32,23,3,3,6,7,5,4,6,121,0,3,19,21,37,28,90,108,23,36,54,80,45,19,9,571,26,185,132,40,17,22,76,218,48,65,76,109,44,8,66,1135,0,0,8,9,33,76,234,147,59,83,140,143,92,25,31,1079,0,0,0,8,45,111,749,564,189,174,208,233,94,15,34,2424,0,0,19,21,12,15,25,8,0,4,4,3,3,9,4,128,0,5,38,137,320,303,1266,1250,574,637,626,564,229,38,72,6059,0,0,0,0,0,22,51,59,44,99,196,233,73,0,17,798,3,37,11,10,5,18,36,23,8,15,10,18,9,4,0,223,5,10,44,133,226,399,667,556,141,177,168,273,119,209,60,3191,0,0,6,14,25,14,20,12,3,3,5,0,0,0,0,116,0,0,0,4,8,25,53,87,32,48,48,50,29,12,5,396
LGA24650,11,18,8,3,4,0,18,319,0,0,0,5,6,79,134,172,335,141,68,185,51,0,26,1206,0,16,39,29,38,14,40,42,4,0,3,0,0,0,10,237,11,273,396,124,44,35,38,46,0,4,3,0,0,0,44,1029,0,0,0,0,0,19,38,15,3,0,0,0,4,0,0,87,0,0,0,0,17,28,97,43,0,14,6,4,0,0,0,205,0,0,32,84,79,79,89,40,13,7,4,17,4,0,16,462,0,0,10,50,87,75,226,207,29,34,16,9,4,4,38,781,0,0,0,0,0,8,162,88,10,7,13,14,5,0,3,314,4,111,24,13,12,4,13,12,3,0,0,0,0,0,3,202,0,6,30,128,288,502,1039,1013,216,158,130,127,43,51,188,3923,0,7,249,416,240,216,170,79,9,12,12,4,5,0,22,1454,0,0,0,10,40,97,511,482,121,155,77,80,35,31,25,1673
LGA24780,0,0,0,3,0,0,0,29,0,0,0,0,0,7,16,13,0,0,0,4,8,0,0,47,0,3,4,5,4,0,6,0,0,5,0,0,0,0,4,41,46,231,147,20,10,0,0,19,4,0,0,3,0,0,33,520,0,0,0,0,0,0,13,5,4,0,0,3,0,0,0,27,0,0,0,0,0,7,23,10,4,3,0,5,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,4,61,162,169,193,184,201,46,0,66,1097,0,0,0,0,0,0,8,15,18,12,7,10,0,0,0,66,4,40,17,11,0,0,4,0,0,0,0,0,0,0,4,84,0,0,24,58,86,97,67,66,6,17,13,7,4,7,18,453,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,13,5,8,16,0,5,0,0,51
LGA24850,0,0,0,0,0,0,0,19,0,0,0,0,0,37,35,28,0,7,5,0,0,0,0,115,0,3,20,8,22,0,30,13,3,0,0,0,0,0,9,118,12,74,107,17,5,7,3,9,3,0,0,0,0,0,15,264,0,0,0,0,0,6,8,5,0,0,0,0,0,0,0,20,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,17,0,0,8,18,11,7,8,4,3,0,0,0,0,0,0,52,0,0,7,8,16,5,22,18,4,0,0,0,0,11,0,101,0,0,0,0,0,0,11,3,0,4,0,0,0,0,3,21,9,61,11,6,3,11,11,0,0,0,0,0,0,0,0,107,0,8,24,77,112,107,164,110,8,11,23,15,3,13,18,680,0,3,20,12,12,11,19,0,0,0,0,0,0,0,0,79,0,0,0,0,0,4,24,31,7,4,3,8,7,5,0,96
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,7,0,0,0,0,0,27,0,0,10,0,0,3,3,0,0,0,0,0,0,0,0,28,21,83,60,16,6,0,0,0,0,0,0,0,0,0,12,193,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,8,0,20,40,49,49,40,25,13,0,12,261,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,79,10,3,8,5,12,3,4,0,0,0,0,0,0,131,0,7,16,51,41,43,112,41,11,0,3,0,0,0,23,355,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,15
LGA24970,62,49,83,73,38,24,11,940,0,0,7,3,9,33,50,30,4,8,3,7,0,0,0,153,5,27,38,39,52,26,56,45,0,8,7,0,0,0,20,321,52,827,943,154,41,34,42,70,14,12,16,24,5,4,115,2354,4,4,8,20,57,119,228,101,16,7,14,34,28,10,5,652,0,0,0,33,120,207,869,357,56,60,76,45,18,11,29,1884,0,14,45,83,58,20,18,4,0,4,3,6,3,0,8,261,7,14,164,467,1416,671,1429,879,297,328,308,292,126,11,90,6497,0,0,0,0,0,12,89,79,46,87,132,128,30,0,4,619,16,123,31,22,25,19,38,18,0,8,0,0,0,6,13,297,10,21,92,199,286,284,435,277,43,46,53,93,38,23,48,1962,0,13,38,26,9,7,7,5,0,0,0,0,0,0,0,108,0,0,0,14,19,43,169,199,45,79,122,85,48,18,12,866
LGA25060,18,21,29,22,4,6,3,441,0,0,0,0,12,61,47,31,3,14,0,0,0,0,4,175,10,25,40,28,66,31,120,76,9,11,7,3,4,6,4,433,111,1865,1756,228,63,47,66,123,24,20,12,11,0,0,136,4453,0,4,3,4,31,48,85,37,10,13,5,5,10,0,7,254,0,0,0,4,30,18,73,61,20,9,7,7,6,0,4,242,6,18,73,120,50,31,22,12,0,0,4,0,0,0,8,351,0,0,26,79,131,92,222,121,40,27,20,27,12,7,19,824,0,0,0,0,0,3,62,84,50,95,160,144,30,0,12,643,8,70,11,10,16,11,16,11,9,0,0,0,5,0,0,166,0,12,55,126,182,222,384,255,50,37,60,39,17,16,33,1495,0,3,111,103,41,30,14,8,0,0,0,0,0,0,5,313,0,0,3,0,6,17,54,66,16,23,25,24,4,0,11,250
LGA25150,0,0,0,0,0,0,0,8,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,5,14,15,14,5,20,17,0,0,0,0,0,0,0,94,5,39,43,15,6,6,0,3,0,0,0,0,0,0,4,118,0,0,0,0,0,0,11,5,0,5,0,0,0,0,3,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,8,0,0,4,7,10,0,5,4,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,72,18,13,20,5,21,4,0,0,0,0,0,0,5,160,0,4,18,71,95,101,121,74,6,3,4,4,0,0,18,529,0,0,11,6,6,4,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,40
