LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA24330,0,14,9,10,5,0,0,0,41,9,23,12,4,0,0,0,0,48,10,69,112,88,117,99,82,42,614,19,112,136,98,123,99,82,42,703,4274,8965,7152,5060,3702,2297,1031,408,32891,276,676,421,280,226,162,92,57,2185,4570,9751,7715,5444,4048,2551,1197,500,35770,0,6,3,0,0,0,0,0,14,0,4,4,0,0,0,0,0,10,0,11,17,22,30,3,9,3,88,0,16,27,22,27,3,9,3,112,4191,8931,7173,5246,3965,2568,1348,704,34134,238,558,348,223,181,129,119,137,1927,4427,9507,7546,5489,4179,2702,1476,846,36173,0,26,21,10,5,0,0,0,60,9,27,15,4,4,0,0,0,56,10,78,128,112,143,105,83,42,703,19,130,162,122,148,105,83,42,814,8470,17900,14327,10304,7668,4865,2380,1113,67022,513,1229,768,507,401,285,208,192,4112,9001,19257,15258,10931,8225,5253,2669,1348,71946
LGA24410,5,4,10,5,0,0,0,0,19,10,19,24,12,11,0,0,0,63,10,48,126,171,244,425,382,256,1662,17,68,158,185,258,425,382,256,1748,6543,6936,7736,6977,6041,4295,2345,660,41528,191,273,271,233,180,162,158,138,1603,6748,7285,8167,7398,6480,4877,2878,1055,44880,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,6,7,24,35,63,38,17,29,223,7,9,25,36,67,38,17,29,239,6008,7465,8411,7744,6893,5663,3419,1492,47098,155,271,257,184,178,186,261,303,1798,6170,7750,8700,7964,7135,5890,3699,1829,49138,8,7,5,3,0,0,0,0,34,10,15,26,13,12,0,0,0,75,16,52,155,201,303,461,400,290,1887,29,81,184,225,320,461,400,290,1993,12547,14407,16153,14724,12936,9952,5763,2149,88632,342,548,529,422,356,344,415,444,3396,12920,15033,16863,15364,13610,10760,6580,2883,94018
LGA24600,15,53,17,29,4,0,0,0,116,17,42,18,14,5,0,0,0,91,22,123,119,136,155,190,127,76,943,52,214,147,173,170,190,127,76,1149,13464,24221,11147,5244,4014,2774,1271,314,62453,1091,2133,1060,529,383,240,156,68,5654,14609,26571,12351,5948,4562,3205,1553,464,69256,7,11,13,11,0,0,0,0,45,3,9,6,0,0,0,0,0,16,7,15,17,31,40,17,8,7,142,18,33,33,42,37,17,8,7,194,15666,24371,9982,5317,4313,3107,1442,606,64797,1200,1993,806,432,326,265,138,106,5267,16885,26393,10818,5790,4679,3384,1590,726,70262,22,63,29,35,10,0,0,0,163,20,45,22,14,7,0,0,0,106,27,142,132,165,192,205,133,85,1087,69,249,182,214,208,205,133,85,1347,29128,48595,21127,10559,8325,5880,2715,923,127251,2287,4122,1864,964,710,504,292,174,10926,31487,52962,23170,11740,9236,6589,3141,1188,139515
LGA24650,15,5,11,11,10,0,0,0,50,0,21,27,15,11,0,0,0,78,12,94,118,204,260,354,185,71,1304,30,119,159,233,280,354,185,71,1432,10773,12099,13810,10301,6648,4519,1808,312,60261,949,1546,1336,766,445,245,161,55,5502,11747,13765,15299,11301,7369,5121,2153,441,67200,3,0,5,3,0,0,0,0,11,3,6,0,0,3,0,0,0,15,0,20,26,46,48,38,7,3,185,12,25,28,51,55,38,7,3,215,10290,13551,14337,10573,7334,5360,2011,630,64083,637,988,873,561,352,232,151,75,3865,10939,14564,15237,11187,7737,5629,2168,714,68167,13,9,18,17,8,0,0,0,64,8,27,25,18,12,0,0,0,96,15,105,143,253,303,398,191,78,1496,35,142,187,288,330,398,191,78,1647,21065,25655,28143,20871,13977,9873,3823,940,124348,1582,2532,2208,1329,795,477,309,130,9370,22684,28329,30533,22490,15104,10748,4321,1154,135368
LGA24780,4,3,0,0,3,0,0,0,13,0,9,3,4,0,0,0,0,18,4,28,43,97,154,368,188,120,993,10,40,46,100,158,368,188,120,1024,3024,3389,2892,3027,3170,2410,1336,375,19619,298,342,296,308,296,246,150,78,2017,3331,3774,3238,3438,3618,3016,1677,568,22661,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,4,4,0,9,17,32,20,11,14,105,3,7,14,17,29,20,11,14,110,2859,3521,3172,3374,3491,2870,1662,811,21768,256,322,302,253,239,228,161,131,1887,3117,3851,3481,3636,3765,3121,1834,956,23768,3,3,0,0,6,0,0,0,15,4,12,4,4,0,0,0,0,26,9,31,54,110,184,390,195,129,1093,19,45,56,112,183,390,195,129,1133,5882,6919,6062,6405,6661,5279,2996,1181,41383,554,662,600,562,536,473,315,209,3903,6455,7619,6720,7076,7383,6137,3505,1526,46427
LGA24850,194,196,129,85,19,0,0,0,629,6,6,16,12,17,0,0,0,64,5,51,87,130,197,270,163,84,975,201,255,235,228,236,270,163,84,1672,2767,2956,2817,2700,2532,1871,833,169,16633,242,196,216,187,183,130,79,19,1266,3213,3412,3263,3114,2951,2266,1077,269,19567,34,20,10,12,3,0,0,0,82,0,0,0,5,5,0,0,0,17,5,12,22,34,41,31,13,3,167,40,37,34,50,53,31,13,3,264,2452,3361,3039,3017,2759,2079,1009,394,18123,181,210,200,178,160,102,85,61,1181,2674,3603,3278,3253,2973,2216,1111,459,19566,224,216,143,97,28,0,0,0,709,12,10,20,21,22,0,0,0,81,11,64,108,168,234,300,171,84,1145,249,288,274,278,289,300,171,84,1937,5218,6313,5858,5717,5293,3947,1840,561,34754,423,410,407,371,347,234,169,81,2445,5890,7015,6535,6369,5923,4491,2186,730,39135
LGA24900,5,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,9,4,20,24,56,108,280,155,110,752,6,25,24,60,109,280,155,110,767,1403,1366,1337,1619,1928,1855,1121,277,10906,134,119,126,130,137,143,114,52,959,1543,1508,1490,1812,2173,2274,1393,441,12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,26,27,12,15,111,6,3,8,13,32,27,12,15,115,1286,1419,1420,1712,2081,2112,1208,527,11766,116,129,117,125,115,159,120,73,953,1405,1549,1548,1852,2230,2302,1342,614,12834,5,0,0,0,0,0,0,0,4,0,4,3,3,3,0,0,0,14,7,18,32,72,134,310,167,118,862,9,22,39,73,141,310,167,118,884,2687,2782,2757,3339,4004,3971,2326,802,22674,248,250,242,251,256,305,239,124,1916,2947,3055,3039,3661,4402,4581,2735,1050,25470
LGA24970,8,18,9,4,5,0,0,0,40,24,27,17,8,12,0,0,0,83,17,71,74,146,182,323,453,385,1650,43,114,97,164,195,323,453,385,1773,13719,14642,12031,10867,9134,6907,4764,1895,73951,714,1051,547,411,292,226,319,244,3798,14472,15805,12677,11436,9621,7458,5542,2518,79524,0,3,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,17,14,0,10,32,41,22,24,30,176,13,15,15,37,40,22,24,30,203,12233,12737,12719,11888,9969,8499,6342,3215,77608,542,692,475,378,298,289,368,440,3482,12787,13448,13214,12299,10309,8817,6732,3687,81293,11,19,10,3,5,0,0,0,46,24,33,17,13,10,0,0,0,99,23,77,89,176,218,351,481,413,1827,55,133,117,193,234,351,481,413,1978,25950,27382,24746,22751,19104,15407,11105,5110,151558,1253,1745,1029,783,593,514,684,680,7280,27264,29254,25886,23735,19929,16273,12266,6204,160818
LGA25060,7,16,18,14,9,0,0,0,62,9,23,21,8,4,0,0,0,70,12,77,101,153,178,280,241,170,1207,31,118,138,171,189,280,241,170,1331,6950,8457,8046,7707,6294,4613,2649,1010,45724,276,454,337,318,259,159,150,88,2054,7259,9029,8521,8196,6745,5051,3050,1276,49111,0,4,3,3,0,0,0,0,11,0,8,4,0,6,0,0,0,18,3,7,15,30,48,19,5,15,145,7,20,20,35,48,19,5,15,172,6701,8976,8652,8378,7076,5618,3650,1857,50910,248,466,349,283,227,182,213,136,2095,6957,9462,9016,8694,7352,5821,3869,2003,53172,14,21,22,11,3,0,0,0,71,12,32,20,9,10,0,0,0,87,16,82,114,177,225,297,247,186,1345,35,136,163,204,242,297,247,186,1506,13652,17432,16695,16084,13370,10230,6301,2863,96633,527,916,683,597,481,345,364,224,4144,14211,18488,17538,16887,14095,10867,6913,3274,102281
LGA25150,0,3,7,0,0,0,0,0,16,0,3,3,3,11,0,0,0,25,6,35,69,102,162,198,100,56,720,9,47,80,113,173,198,100,56,765,1986,2138,2321,2233,1984,1627,731,153,13176,102,119,122,129,109,100,71,22,775,2096,2310,2525,2477,2262,1920,894,222,14709,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,6,16,34,34,17,5,3,115,0,10,16,33,34,17,5,3,121,1871,2324,2465,2444,2219,1853,883,363,14421,100,116,120,117,118,111,72,35,791,1975,2456,2598,2592,2376,1971,968,403,15339,0,5,7,3,0,0,0,0,16,0,8,3,11,11,0,0,0,34,5,45,81,135,198,212,103,59,837,11,57,94,145,207,212,103,59,886,3856,4467,4783,4677,4209,3480,1619,513,27598,206,247,246,247,228,207,143,51,1567,4071,4763,5124,5068,4642,3898,1861,628,30044
LGA25250,9,47,10,5,0,0,0,0,70,14,31,23,10,11,0,0,0,87,18,127,132,137,156,217,159,143,1085,40,199,165,158,164,217,159,143,1244,9368,17047,13448,9621,7149,4389,2794,1484,65294,483,970,629,421,304,228,215,160,3412,9888,18217,14249,10195,7619,4835,3157,1784,69954,6,0,0,3,0,0,0,0,11,0,3,5,0,0,0,0,0,15,4,16,21,37,34,23,9,15,168,11,31,31,42,39,23,9,15,195,9331,18039,13816,10152,7884,5490,4141,2575,71424,414,876,524,373,269,251,271,305,3278,9754,18947,14374,10561,8193,5761,4422,2899,74900,10,47,13,11,0,0,0,0,80,16,36,32,10,13,0,0,0,104,22,148,156,178,195,240,166,160,1254,51,226,195,198,205,240,166,160,1438,18693,35085,27272,19767,15033,9879,6936,4058,136723,895,1849,1156,794,570,476,484,467,6694,19639,37163,28624,20756,15806,10596,7581,4682,144853
LGA25340,519,265,119,78,34,0,0,0,1014,8,21,19,15,45,0,0,0,102,17,107,185,323,514,1071,1011,664,3896,545,395,319,412,593,1071,1011,664,5016,8057,6366,7587,9667,9827,9628,5853,1549,58531,469,408,491,593,541,611,509,346,3966,9072,7167,8398,10675,10959,11310,7383,2561,67516,143,86,42,14,6,0,0,0,278,0,9,4,10,3,0,0,0,29,12,20,53,97,125,94,47,58,504,151,111,100,117,128,94,47,58,813,7525,6879,8859,11252,11559,12025,7734,2806,68645,504,394,476,568,553,679,678,600,4461,8185,7390,9433,11941,12245,12807,8453,3467,73922,663,349,155,89,40,0,0,0,1299,8,32,24,19,48,0,0,0,134,28,121,236,421,639,1170,1058,723,4394,699,505,420,527,730,1170,1058,723,5826,15581,13247,16444,20922,21386,21655,13591,4350,127180,970,801,969,1161,1098,1294,1184,947,8430,17256,14555,17834,22616,23203,24115,15833,6029,141435
LGA25430,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,6,16,48,66,131,105,51,425,0,13,14,47,66,131,105,51,431,757,679,899,1148,1395,1398,638,139,7055,107,260,207,157,116,123,83,66,1121,867,949,1119,1353,1580,1652,834,259,8606,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,14,18,22,7,0,67,5,0,3,15,18,22,7,0,70,626,718,1056,1347,1601,1574,815,241,7977,55,59,78,91,98,105,102,153,744,682,781,1139,1454,1719,1707,924,393,8792,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,12,7,12,13,61,86,151,111,51,494,9,14,18,66,86,151,111,51,505,1388,1398,1954,2496,2994,2974,1461,378,15032,163,322,284,248,212,227,186,215,1859,1550,1730,2258,2808,3292,3353,1755,644,17402
LGA25490,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,7,0,12,15,40,43,116,50,44,333,7,21,17,45,46,116,50,44,348,800,747,829,1025,1143,1028,435,84,6085,85,66,55,74,60,87,39,16,490,897,832,903,1140,1252,1237,529,142,6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,15,3,0,4,52,0,5,6,14,15,3,0,4,52,788,827,920,1054,1274,1064,491,186,6617,91,64,46,68,68,67,43,43,486,873,898,974,1134,1356,1143,536,236,7151,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,7,0,18,20,53,65,122,55,51,382,8,21,22,53,60,122,55,51,397,1591,1574,1747,2081,2421,2094,925,274,12700,171,128,100,141,131,157,86,58,978,1770,1729,1879,2273,2606,2377,1062,381,14077
LGA25620,0,0,3,3,0,0,0,0,9,0,5,0,3,0,0,0,0,5,0,8,20,44,61,137,92,39,402,0,12,31,49,61,137,92,39,415,657,578,686,918,1152,1021,502,98,5625,84,38,73,110,119,102,64,11,598,742,636,788,1074,1336,1260,658,154,6637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,20,4,9,53,0,3,3,6,10,20,4,9,61,571,605,710,965,1207,1044,489,160,5748,60,57,70,99,93,88,51,32,553,636,660,790,1071,1310,1150,546,196,6360,0,0,8,3,0,0,0,0,9,0,5,0,3,0,0,0,0,6,0,10,27,51,72,152,97,47,456,0,13,32,56,74,152,97,47,470,1227,1181,1398,1884,2360,2071,989,262,11382,146,95,141,210,215,185,113,42,1146,1375,1291,1579,2145,2650,2410,1204,346,12993
LGA25710,10,8,3,5,6,0,0,0,30,7,9,6,15,13,0,0,0,50,7,39,69,134,166,269,181,96,949,21,53,79,149,183,269,181,96,1033,4258,2681,3446,4467,4256,2873,1205,212,23400,107,59,110,123,111,118,66,33,723,4386,2791,3634,4747,4551,3255,1456,340,25155,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,30,41,17,16,9,131,3,9,9,30,44,17,16,9,138,3924,2704,3910,4979,4582,3259,1369,487,25221,80,70,102,122,118,112,68,44,718,4008,2781,4023,5129,4747,3390,1452,539,26073,9,8,3,4,6,0,0,0,32,7,13,7,15,13,0,0,0,53,8,42,74,159,210,291,190,105,1080,23,62,90,184,225,291,190,105,1168,8189,5386,7357,9449,8841,6133,2582,695,48620,190,123,212,249,226,225,135,75,1439,8400,5573,7660,9874,9297,6646,2909,880,51226
LGA25810,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,0,6,13,35,59,94,52,41,299,0,7,15,37,58,94,52,41,305,526,598,508,599,815,744,384,76,4252,53,74,47,65,76,87,64,32,489,577,679,573,696,950,927,497,148,5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,14,4,3,43,0,0,4,4,11,14,4,3,43,508,619,502,701,854,804,441,159,4596,36,43,45,52,70,69,82,76,462,546,668,550,757,941,882,519,242,5101,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,0,11,17,46,68,102,56,42,337,0,14,21,45,69,102,56,42,348,1031,1216,1006,1302,1670,1551,826,239,8844,91,112,90,112,148,151,142,100,956,1120,1348,1117,1458,1891,1804,1022,384,10147
LGA25900,7,16,9,16,5,0,0,0,52,6,19,14,5,11,0,0,0,51,9,78,85,167,161,223,171,98,992,15,107,109,187,173,223,171,98,1101,4037,10067,8231,6455,5206,3427,1682,396,39505,262,818,599,534,412,278,193,108,3207,4314,10991,8944,7182,5799,3935,2052,597,43814,6,8,3,4,0,0,0,0,24,4,0,6,0,0,0,0,0,15,4,17,26,34,32,21,11,9,151,12,25,35,47,35,21,11,9,196,4243,11285,8701,7045,5437,3880,1988,682,43269,273,814,603,403,329,222,217,185,3045,4527,12130,9335,7499,5808,4123,2212,876,46502,10,24,16,22,6,0,0,0,75,11,18,22,12,10,0,0,0,71,8,94,109,207,190,245,183,103,1149,30,133,145,237,211,245,183,103,1288,8277,21350,16931,13502,10650,7306,3673,1076,82771,537,1628,1207,935,745,496,411,291,6252,8838,23118,18287,14681,11604,8050,4268,1468,90312
LGA25990,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,7,23,32,87,31,28,213,0,7,12,25,36,87,31,28,216,301,254,285,459,525,534,249,47,2654,61,59,112,101,91,93,48,16,579,361,325,402,589,651,708,322,88,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,6,13,4,0,0,34,5,4,5,8,15,4,0,0,39,280,292,329,467,527,538,250,94,2787,38,26,38,56,29,48,28,13,272,318,319,369,532,579,594,278,103,3097,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,8,35,43,94,31,27,244,5,8,14,35,48,94,31,27,253,579,546,613,929,1055,1072,497,143,5442,98,82,150,164,124,137,75,27,853,683,645,778,1123,1228,1302,602,195,6546
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,9,39,28,25,106,0,0,3,6,9,39,28,25,106,118,77,91,124,214,333,180,48,1182,6,4,6,10,23,27,20,12,109,126,81,101,138,251,396,229,75,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,7,0,0,0,0,8,0,0,4,7,83,69,113,169,303,377,254,88,1448,14,4,8,8,13,30,24,5,105,95,71,124,172,319,404,279,95,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,18,39,28,25,110,0,0,3,10,18,39,28,25,116,197,145,206,289,514,710,438,132,2634,24,10,13,18,41,54,43,12,214,217,153,226,311,574,798,512,175,2965
LGA26170,0,3,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,10,3,14,31,56,82,230,121,73,621,3,18,34,55,85,230,121,73,640,1359,1144,1361,1717,2092,2025,1002,223,10918,106,89,115,108,158,141,100,50,864,1468,1253,1513,1888,2332,2396,1225,350,12428,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,15,18,26,24,3,3,91,6,4,15,20,26,24,3,3,100,1234,1283,1473,1910,2334,2245,1102,450,12034,101,93,125,102,144,151,120,51,886,1345,1379,1612,2030,2511,2415,1228,505,13017,7,3,0,3,0,0,0,0,9,0,3,3,7,5,0,0,0,15,3,19,46,71,106,254,128,82,714,5,18,54,78,111,254,128,82,736,2594,2424,2833,3628,4430,4268,2109,672,22957,210,181,238,209,297,295,219,99,1754,2815,2628,3123,3917,4840,4817,2454,857,25444
LGA26260,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,8,0,8,18,40,47,103,41,55,312,0,13,22,38,46,103,41,55,319,848,789,727,882,1054,987,529,126,5949,51,47,45,54,57,65,48,30,404,903,849,796,980,1156,1156,628,211,6672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,12,3,9,5,48,5,0,0,12,16,3,9,5,53,757,762,853,964,1166,1112,636,322,6578,63,46,48,51,64,63,79,49,458,819,810,908,1028,1246,1183,724,380,7094,0,0,0,0,0,0,0,0,5,0,4,3,0,4,0,0,0,9,4,11,22,51,58,109,53,61,360,4,12,18,54,62,109,53,61,369,1605,1549,1584,1847,2221,2105,1173,445,12530,114,92,91,109,119,126,126,77,867,1721,1660,1700,2006,2398,2342,1349,585,13766
LGA26350,3,9,5,8,3,0,0,0,33,10,19,18,11,10,0,0,0,62,7,60,63,105,152,233,279,188,1076,17,93,83,126,165,233,279,188,1170,5617,10788,7048,5632,4704,3580,2275,731,40376,262,616,383,279,236,183,171,113,2250,5897,11498,7510,6036,5102,3996,2721,1030,43790,6,0,0,3,0,0,0,0,6,3,7,0,4,0,0,0,0,15,5,8,9,23,31,22,12,21,131,7,20,13,26,31,22,12,21,156,6571,11620,7161,6289,5322,4742,3138,1464,46304,321,605,354,282,224,219,205,228,2438,6907,12247,7524,6593,5582,4985,3351,1714,48902,10,12,6,12,3,0,0,0,39,11,27,16,12,12,0,0,0,74,4,75,72,127,180,255,286,209,1207,23,111,101,148,193,255,286,209,1322,12187,22404,14209,11916,10024,8317,5413,2192,86680,584,1228,736,559,464,405,374,340,4691,12798,23743,15042,12626,10682,8975,6073,2749,92690
LGA26430,3,5,4,0,3,0,0,0,16,0,4,0,0,3,0,0,0,7,3,10,24,24,41,111,63,40,318,8,16,26,26,51,111,63,40,344,447,386,449,549,785,895,425,117,4044,50,28,49,62,92,90,59,21,455,507,431,523,629,930,1094,537,178,4838,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,10,3,13,16,5,0,52,6,5,11,4,13,16,5,0,52,377,440,551,630,918,895,481,217,4504,41,39,49,68,86,86,37,37,444,421,474,610,699,1017,988,531,257,4998,3,5,5,0,3,0,0,0,16,0,6,0,3,3,0,0,0,10,7,13,30,25,54,129,67,36,365,5,21,39,30,60,129,67,36,393,821,823,999,1179,1701,1788,908,326,8540,92,64,100,125,181,175,96,66,897,925,911,1137,1337,1947,2090,1068,433,9835
LGA26490,3,0,5,0,0,0,0,0,11,3,3,11,3,4,0,0,0,24,0,15,52,64,70,190,120,67,582,5,20,69,68,77,190,120,67,618,1807,1643,2352,2319,2190,1964,827,160,13261,95,90,130,127,115,153,77,63,853,1905,1756,2548,2521,2385,2302,1026,284,14726,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,12,16,15,20,8,4,81,0,5,11,17,15,20,8,4,86,1636,1797,2676,2509,2425,2175,962,324,14513,108,103,134,126,114,127,107,122,939,1748,1906,2829,2655,2555,2322,1070,455,15530,4,0,4,3,0,0,0,0,14,3,3,11,4,4,0,0,0,22,0,24,70,84,89,209,123,70,660,9,28,84,91,93,209,123,70,698,3445,3434,5029,4827,4617,4138,1789,485,27772,198,195,263,255,229,283,188,179,1788,3651,3662,5371,5178,4936,4628,2099,738,30258
LGA26610,0,5,0,0,0,0,0,0,6,0,3,5,3,5,0,0,0,10,6,9,15,36,65,100,59,46,348,6,17,24,42,67,100,59,46,367,1101,1367,1187,1013,1280,957,479,135,7526,108,157,129,116,131,97,59,29,833,1216,1537,1342,1172,1476,1158,604,213,8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,4,8,0,7,39,0,4,6,8,4,8,0,7,39,976,1397,1201,1082,1266,998,634,323,7872,101,137,131,74,104,88,80,53,766,1077,1535,1337,1164,1376,1093,713,385,8673,0,5,0,0,0,0,0,0,6,0,3,5,3,5,0,0,0,10,6,18,21,48,70,107,61,54,384,6,21,24,53,74,107,61,54,400,2076,2759,2388,2095,2551,1955,1113,463,15398,212,292,262,185,236,188,145,81,1599,2293,3074,2672,2335,2852,2250,1321,597,17396
