LGA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA23430,304,1526,6478,8107,7782,4910,1027,70,3,30213,1255,1434,1431,1067,1232,1372,863,161,12,8834,168,178,260,254,246,280,126,26,3,1546,28,53,182,153,85,62,23,9,0,599,1755,3189,8360,9584,9351,6623,2038,272,20,41191,39,137,265,212,259,201,47,4,0,1163,354,150,86,43,45,78,46,8,4,812,391,281,354,253,305,283,90,5,4,1964,2147,3469,8709,9834,9660,6903,2133,282,21,43156,2098,693,761,735,991,2008,4670,3725,1475,17160,113,187,463,374,332,279,285,246,125,2397,4365,4345,9933,10934,10981,9188,7082,4253,1629,62717,102,1019,4753,4636,5117,2899,453,9,0,18996,1706,1883,2441,4117,3993,2971,991,93,0,18185,206,204,675,598,336,301,128,16,0,2456,10,42,120,107,80,59,18,7,4,463,2027,3145,7978,9453,9532,6229,1590,127,6,40091,18,73,176,142,144,84,14,0,0,645,341,117,116,145,139,120,36,5,0,1012,357,188,285,281,283,207,46,5,0,1660
LGA23670,411,2012,6625,8025,7235,5505,1092,64,6,30975,1359,1524,1428,1145,1198,1421,862,130,6,9075,164,166,258,223,233,256,120,16,0,1439,23,70,157,125,104,75,33,4,3,586,1963,3766,8461,9522,8771,7258,2108,214,8,42071,61,195,274,184,204,200,30,0,0,1157,357,160,93,49,54,84,45,8,0,848,422,360,369,237,259,280,74,9,0,2005,2384,4123,8833,9760,9030,7541,2183,218,9,44077,2335,765,803,764,1018,2060,5117,3611,1183,17649,124,148,398,354,304,241,224,217,138,2145,4843,5036,10030,10879,10352,9838,7519,4047,1333,63878,106,1333,4571,4235,4458,3066,429,20,0,18209,1758,1947,2694,3959,3909,3166,911,72,0,18414,233,226,656,489,308,309,114,9,0,2333,24,52,117,112,94,66,24,3,0,488,2120,3554,8036,8791,8763,6609,1472,99,3,39450,31,90,146,138,124,104,9,0,0,643,348,152,130,198,138,128,31,0,0,1129,377,242,273,338,264,233,37,0,0,1776
LGA23810,302,942,2827,2562,2566,2096,397,29,4,11721,600,406,552,459,429,545,336,65,6,3391,71,37,107,115,102,194,71,8,0,706,25,39,94,75,64,43,24,9,0,378,991,1428,3574,3219,3166,2883,826,102,12,16192,73,152,230,149,186,157,28,0,0,964,113,49,77,37,38,47,25,0,4,389,189,195,308,185,220,200,52,4,4,1356,1185,1621,3879,3403,3384,3081,879,107,12,17548,892,350,510,542,773,1685,3385,2064,626,10810,164,171,370,332,349,345,314,219,117,2376,2234,2141,4756,4277,4501,5111,4572,2389,752,30738,121,600,1563,1307,1504,1010,149,13,0,6273,855,727,1473,1667,1563,1520,389,35,0,8243,96,96,350,178,156,206,61,9,0,1146,29,35,65,37,46,37,24,6,0,291,1104,1456,3453,3187,3265,2773,630,60,4,15948,30,71,100,74,66,67,8,0,0,419,119,57,97,72,68,68,12,3,0,498,143,127,200,149,142,134,24,3,0,914
LGA23940,34,64,173,214,250,285,130,25,8,1181,37,17,30,39,48,91,69,19,4,350,3,0,13,7,14,19,3,0,0,61,5,6,6,7,8,14,6,10,0,63,79,86,216,267,322,409,210,47,11,1650,0,4,5,4,17,18,0,0,0,61,9,0,6,0,3,9,0,0,0,34,6,4,12,8,22,27,0,0,0,87,87,100,228,273,346,433,214,51,11,1736,88,26,38,43,95,203,415,241,89,1231,21,18,22,34,56,81,66,56,30,378,189,137,287,349,499,719,693,351,127,3348,3,32,83,89,148,152,46,11,0,562,54,39,103,120,138,178,85,7,0,720,5,6,23,18,22,17,8,0,0,102,9,0,13,6,8,12,4,3,0,53,74,75,213,231,319,350,138,28,4,1436,0,3,6,8,13,6,0,0,0,46,5,0,4,8,4,12,0,0,0,30,6,7,11,10,16,19,0,0,0,70
LGA24130,223,525,1453,2307,2668,1754,385,58,3,9372,423,288,273,324,409,557,367,106,11,2745,71,41,68,86,125,155,50,10,0,609,24,28,40,43,52,33,12,3,0,244,740,880,1831,2758,3248,2495,819,179,13,12971,14,31,49,49,52,74,6,0,0,277,69,23,12,7,15,28,12,3,0,167,85,54,60,56,68,105,16,3,0,445,823,928,1895,2813,3318,2602,831,183,13,13413,795,145,164,185,249,670,1894,1251,297,5651,82,58,110,142,193,192,153,101,53,1083,1703,1131,2166,3142,3763,3463,2881,1532,365,20143,47,267,872,1196,1597,928,157,6,3,5073,643,427,670,1426,1485,1084,374,49,0,6159,81,55,201,190,139,167,50,7,0,889,16,27,26,25,39,33,13,5,0,186,792,773,1772,2842,3254,2208,602,69,0,12311,0,16,21,19,34,30,0,0,0,119,74,34,27,31,57,45,4,0,0,270,80,40,45,53,91,70,5,0,0,387
LGA24210,183,1216,4007,5266,5289,3890,941,126,3,20916,948,1323,1122,984,1032,1236,825,242,19,7728,135,171,158,151,178,225,97,18,3,1149,7,26,133,104,80,52,16,15,0,442,1276,2734,5419,6506,6583,5407,1878,405,26,30238,35,111,222,191,211,162,28,3,0,965,278,172,80,51,55,85,36,7,0,763,315,283,303,242,264,245,67,11,0,1730,1591,3016,5723,6746,6852,5650,1944,416,26,31964,2200,774,685,607,877,1690,3828,4004,1761,16432,91,107,240,247,245,170,174,201,141,1619,3883,3900,6652,7610,7963,7507,5943,4619,1930,50015,56,833,3102,3037,3274,2011,361,26,4,12708,1200,1538,1641,2739,2968,2547,862,132,3,13632,183,212,325,333,199,236,99,24,4,1607,13,37,77,76,53,68,15,6,7,348,1448,2627,5143,6188,6488,4856,1334,184,15,28291,13,60,136,105,120,73,11,0,0,513,278,128,116,177,134,122,26,0,0,977,286,183,250,281,254,192,34,3,0,1490
LGA24250,40,88,260,328,346,343,100,13,0,1514,58,34,75,83,99,133,118,29,7,627,11,3,8,14,25,43,15,6,0,124,9,5,10,10,15,13,0,0,0,67,119,129,350,440,487,526,236,43,3,2323,4,5,0,4,11,8,3,0,0,36,4,4,0,0,0,0,4,0,0,17,4,3,5,10,11,15,6,0,0,56,123,133,349,447,496,540,243,46,3,2382,122,15,31,43,63,219,537,319,86,1440,10,16,33,55,46,62,64,29,8,333,258,170,418,545,609,818,849,390,92,4152,19,43,173,165,236,202,47,0,0,891,82,41,145,280,214,269,124,10,0,1165,16,10,33,26,31,47,18,0,0,172,3,3,7,13,10,10,4,0,3,54,122,98,354,486,489,527,191,14,3,2285,0,0,0,0,0,6,0,0,0,12,0,0,4,7,0,12,3,0,0,25,0,5,4,7,5,19,3,0,0,35
LGA24330,66,712,5423,5197,3383,1767,343,13,0,16907,413,1035,1966,986,690,614,215,24,3,5943,63,133,269,192,125,126,40,4,0,950,9,46,189,92,49,31,12,3,0,423,553,1927,7838,6470,4243,2535,605,54,3,24226,24,117,308,192,180,122,17,0,0,954,122,134,147,63,44,69,11,0,0,598,144,243,452,260,227,191,32,4,0,1550,698,2174,8289,6725,4464,2729,632,56,3,25779,934,490,800,572,701,1091,1753,1043,449,7835,85,183,658,408,277,227,165,100,51,2159,1723,2853,9751,7715,5444,4048,2551,1197,500,35770,36,621,4484,3384,2487,1174,152,9,0,12341,531,1080,2429,2069,1426,968,208,11,0,8721,106,176,511,391,155,118,41,0,0,1493,10,42,115,51,29,24,6,5,0,285,687,1919,7542,5893,4092,2278,398,21,0,22830,11,80,178,116,115,80,11,0,0,596,133,131,155,114,76,84,7,0,0,707,146,210,333,231,184,168,25,0,0,1301
LGA24410,309,1434,4945,6048,5299,3551,642,37,5,22262,998,966,982,835,776,946,606,127,6,6230,127,110,179,162,146,199,82,17,6,1023,12,38,114,103,60,39,10,3,5,392,1446,2549,6224,7142,6283,4728,1334,181,21,29911,48,115,167,148,128,118,30,0,0,748,254,83,68,34,34,59,26,0,0,561,306,194,237,179,161,177,55,0,0,1313,1752,2746,6458,7322,6448,4907,1388,185,21,31215,1581,503,557,575,705,1393,3323,2536,896,12055,85,98,275,260,250,185,161,158,136,1608,3409,3342,7285,8167,7398,6480,4877,2878,1055,44880,86,927,3471,3083,3169,2006,284,5,0,13040,1257,1361,2076,3200,2864,2314,696,69,4,13842,168,174,554,404,210,258,80,18,0,1871,21,39,90,65,66,39,11,5,0,327,1539,2495,6189,6752,6309,4613,1067,100,8,29078,23,54,96,99,79,61,8,0,0,411,253,86,95,111,100,82,21,0,0,756,273,141,192,210,177,143,28,3,0,1166
LGA24600,76,2091,13626,7665,3560,2119,579,69,7,29792,672,3502,5619,1714,769,678,475,133,9,13568,131,556,834,309,124,139,48,5,4,2157,17,140,363,111,40,29,9,8,0,714,899,6287,20438,9796,4491,2964,1116,222,16,46229,27,373,826,391,174,132,26,5,0,1951,275,739,498,105,47,62,30,9,0,1758,303,1111,1321,493,220,192,60,11,0,3715,1198,7400,21765,10292,4714,3159,1172,233,16,49945,1420,3588,2814,1067,736,1039,1775,1182,385,13998,198,801,1995,994,491,371,254,136,63,5313,2817,11789,26571,12351,5948,4562,3205,1553,464,69256,64,2206,11593,5023,2644,1390,298,23,0,23241,1049,4607,6857,2419,1146,963,458,69,5,17570,254,717,958,448,137,135,48,5,0,2697,21,150,275,87,39,26,10,9,0,610,1385,7674,19678,7979,3968,2512,817,107,3,44113,32,299,751,258,147,101,10,0,0,1597,363,846,549,186,111,88,20,0,0,2163,395,1140,1304,441,256,190,27,4,0,3758
LGA24650,503,2155,8023,9842,7214,3654,642,15,0,32054,1290,1474,1829,1803,1259,919,370,48,0,8990,163,168,315,316,255,195,54,5,0,1483,55,128,353,304,148,81,20,0,0,1096,2014,3922,10524,12264,8876,4843,1090,73,3,43617,126,276,451,412,310,210,21,0,0,1815,445,205,111,81,66,74,17,5,0,1004,566,475,570,495,378,281,42,0,0,2815,2583,4395,11092,12759,9256,5132,1130,71,3,46427,3015,1139,1859,1750,1493,1876,3732,1906,375,17155,284,329,814,789,553,365,259,168,61,3622,5878,5868,13765,15299,11301,7369,5121,2153,441,67200,134,1412,4950,5285,4197,1823,220,3,0,18030,1805,1723,3451,4280,3120,1736,387,29,0,16531,268,284,834,563,306,238,58,3,0,2550,40,106,209,183,109,58,10,0,5,719,2246,3522,9449,10309,7724,3857,675,38,4,37829,73,179,338,277,224,97,7,0,0,1197,449,213,334,302,185,136,17,3,0,1636,523,392,665,575,410,228,26,3,0,2828
LGA24780,253,734,2140,1934,2037,1709,437,50,4,9289,414,289,493,358,354,456,267,40,6,2678,45,52,93,63,77,99,38,4,4,472,21,39,102,71,74,55,18,8,0,391,727,1116,2829,2428,2538,2315,754,102,19,12827,46,93,110,88,84,72,6,0,0,497,76,41,61,34,34,33,17,0,0,291,119,134,176,122,115,100,21,0,5,796,850,1250,3003,2548,2656,2419,776,102,24,13620,705,274,442,387,494,910,1977,1412,475,7067,126,132,328,306,295,290,265,153,76,1971,1680,1650,3774,3238,3438,3618,3016,1677,568,22661,89,498,1304,1154,1389,987,187,11,0,5618,595,468,1030,1125,1059,1010,300,15,0,5601,69,67,226,113,100,127,34,9,0,734,25,32,62,60,64,50,13,9,0,319,776,1070,2623,2446,2609,2175,534,45,0,12270,32,35,59,40,36,40,3,0,0,250,72,29,70,50,42,53,9,0,0,338,108,67,131,92,82,97,7,0,0,586
LGA24850,296,798,2307,2269,2051,1453,314,35,4,9522,403,279,334,308,313,377,248,42,0,2305,34,38,101,79,85,110,32,0,0,484,14,30,65,71,49,30,17,4,0,286,739,1151,2811,2731,2495,1970,613,82,9,12597,30,55,94,56,68,50,13,0,0,376,80,23,22,12,10,14,4,0,0,177,112,84,119,63,83,66,16,0,0,550,853,1234,2937,2797,2577,2031,634,82,9,13151,637,255,276,265,342,727,1500,915,249,5160,118,110,202,203,193,193,141,83,17,1258,1610,1605,3412,3263,3114,2951,2266,1077,269,19567,63,391,1200,1103,1210,752,121,7,0,4846,499,419,1011,1054,1041,780,233,21,3,5067,68,76,254,128,81,130,35,0,0,779,28,28,54,39,33,19,8,3,0,209,654,921,2528,2327,2362,1682,395,36,3,10904,13,23,54,48,43,27,0,0,0,216,61,39,59,68,59,47,5,0,0,332,77,65,115,113,100,74,0,0,0,548
LGA24900,177,387,979,942,1110,970,278,37,3,4883,215,112,151,141,173,272,200,46,4,1308,24,14,43,33,46,89,43,9,0,304,18,11,34,35,28,35,26,11,8,202,430,523,1203,1159,1357,1366,547,103,18,6699,17,14,32,33,52,45,0,0,0,188,15,8,10,8,14,14,7,0,0,74,38,21,43,44,64,54,4,0,0,264,471,543,1249,1194,1418,1421,548,103,18,6964,331,87,140,174,254,607,1569,1171,364,4690,69,43,122,124,135,140,155,125,63,978,867,677,1508,1490,1812,2173,2274,1393,441,12635,45,200,472,466,655,512,85,8,0,2444,313,211,521,599,633,682,203,23,0,3178,28,29,94,56,65,92,35,3,0,411,19,10,35,23,18,20,8,12,0,138,395,452,1113,1140,1368,1308,341,46,3,6168,10,5,15,16,13,18,0,0,0,76,26,11,27,27,16,21,0,0,0,123,32,19,45,39,28,39,4,0,0,204
LGA24970,208,1922,8427,8747,7571,4966,1044,103,4,32990,1358,2977,3185,1630,1487,1478,850,202,19,13185,186,326,329,217,234,175,103,14,7,1596,14,127,322,181,116,87,21,12,7,891,1772,5352,12267,10782,9408,6705,2011,333,39,48664,35,264,490,277,254,217,36,0,0,1576,453,469,247,84,84,116,50,7,0,1497,486,725,740,366,337,335,89,3,0,3075,2256,6076,13000,11146,9752,7040,2100,339,39,51738,3279,2190,1768,992,1276,2277,5102,4879,2245,24008,163,505,1039,543,407,306,256,327,236,3776,5701,8773,15805,12677,11436,9621,7458,5542,2518,79524,57,1411,5926,5326,4920,2884,426,40,4,20997,1733,2998,3334,3910,3703,2657,933,111,4,19385,223,365,640,531,276,280,98,18,3,2435,29,68,180,127,91,52,32,12,4,599,2043,4839,10086,9889,8997,5875,1492,183,15,43412,28,138,334,231,167,96,9,0,0,1001,456,331,210,236,201,134,22,0,0,1598,484,476,545,470,370,234,32,0,0,2604
LGA25060,182,1351,5708,6194,5695,3586,721,56,4,23492,913,1333,1429,906,879,954,622,110,0,7150,175,185,261,189,192,193,92,19,3,1308,14,52,133,103,89,49,21,5,0,469,1289,2917,7530,7395,6852,4775,1458,188,11,32418,32,128,280,203,210,169,22,0,0,1045,240,140,92,53,53,62,33,6,0,680,274,273,374,259,266,228,55,4,0,1724,1560,3189,7911,7648,7113,5006,1514,192,11,34141,1698,572,669,535,766,1476,3358,2674,1193,12939,90,150,449,338,317,259,177,175,76,2034,3350,3911,9029,8521,8196,6745,5051,3050,1276,49111,47,1031,4770,3814,3826,2248,314,19,0,16067,1180,1631,2229,2799,2747,2046,640,47,6,13315,214,250,521,468,218,232,102,14,0,2019,13,44,112,89,59,44,18,0,0,387,1463,2957,7633,7164,6856,4564,1074,76,4,31788,21,68,153,107,130,80,5,0,0,560,222,122,124,105,88,105,21,0,0,790,242,190,276,216,220,184,22,0,0,1348
LGA25150,187,508,1566,1794,1672,1220,233,30,8,7213,312,190,253,233,255,295,194,38,3,1782,32,30,84,72,72,84,34,9,0,404,9,24,48,62,41,26,10,12,0,231,544,755,1947,2156,2040,1626,475,80,10,9628,15,39,63,31,38,40,3,0,0,232,51,24,10,16,5,15,6,0,0,127,66,60,74,49,43,53,14,0,0,366,610,810,2025,2205,2085,1676,488,80,10,9993,462,109,167,189,262,478,1331,755,192,3944,51,45,121,130,131,112,107,61,22,774,1123,970,2310,2525,2477,2262,1920,894,222,14709,52,297,917,899,1087,603,102,8,0,3966,386,379,684,886,794,699,194,24,0,4045,59,46,204,119,68,82,19,6,0,606,18,23,31,46,32,20,20,4,0,185,513,746,1837,1952,1980,1406,333,39,4,8801,21,19,35,34,29,16,0,0,0,156,54,18,35,46,23,22,0,0,0,196,73,39,73,80,51,37,0,3,0,348
LGA25250,208,1760,10475,9422,6260,3592,618,41,4,32384,894,2301,3739,2048,1426,1112,456,72,9,12057,138,258,522,376,255,213,74,4,0,1839,19,122,283,174,84,56,20,7,0,768,1265,4444,15015,12019,8029,4977,1161,131,8,47049,52,239,554,336,335,204,35,0,0,1757,263,250,234,97,62,78,26,0,0,1011,313,491,783,441,400,278,60,3,0,2766,1580,4933,15800,12455,8429,5255,1221,130,7,49816,1935,982,1463,1153,1341,2055,3378,2795,1613,16710,139,319,957,637,426,305,235,233,162,3417,3653,6229,18217,14249,10195,7619,4835,3157,1784,69954,49,1327,9060,6047,4475,2395,285,9,0,23653,1155,2700,4855,4337,3120,2096,541,49,4,18846,168,428,997,741,284,266,72,7,0,2961,10,109,185,103,81,43,16,7,4,545,1377,4564,15096,11224,7955,4794,917,74,3,46010,30,145,293,201,151,86,3,0,0,907,260,263,286,181,160,84,21,0,0,1259,287,405,583,384,307,171,33,0,0,2163
LGA25340,709,1899,4705,5775,6866,5226,1298,146,8,26633,1443,1042,945,918,1348,1853,1521,379,30,9471,251,182,206,261,325,438,203,47,5,1922,66,91,114,122,166,105,42,22,6,728,2470,3212,5976,7069,8709,7615,3064,594,45,38755,57,123,157,115,184,162,39,0,0,838,248,81,49,20,53,92,32,0,0,565,298,200,201,139,235,258,65,0,0,1400,2772,3410,6185,7204,8945,7870,3125,599,44,40155,2036,455,578,716,1122,2535,7552,6259,2150,23410,219,175,406,474,610,556,629,525,363,3955,5022,4046,7167,8398,10675,10959,11310,7383,2561,67516,201,929,2536,2772,4182,2726,488,36,0,13873,1782,1540,2421,3792,4333,3914,1500,148,5,19448,338,276,639,529,534,545,205,40,3,3102,62,58,104,91,115,92,45,18,0,596,2379,2805,5709,7181,9167,7276,2236,242,8,37014,40,50,66,71,109,83,12,0,0,438,241,69,75,116,122,113,40,0,0,770,277,119,145,189,226,201,49,0,4,1208
LGA25430,51,127,401,537,685,584,148,31,0,2570,135,76,148,218,246,335,207,33,3,1402,19,12,17,30,37,68,29,0,0,216,8,15,14,17,25,18,7,3,0,98,214,233,576,802,993,1000,392,64,8,4286,14,6,18,19,13,16,4,0,0,87,19,3,17,8,16,10,8,0,0,92,31,8,34,27,31,27,14,0,0,177,246,245,610,822,1028,1030,407,68,8,4462,224,94,287,239,247,464,1130,687,183,3562,35,24,48,54,80,82,109,81,70,584,506,363,949,1119,1353,1580,1652,834,259,8606,17,55,210,298,470,364,63,9,0,1489,160,106,291,491,568,591,232,16,0,2447,18,13,53,58,52,71,26,0,0,288,3,4,9,12,16,8,8,4,0,67,204,171,565,857,1104,1030,322,23,0,4287,5,3,16,15,10,12,0,0,0,59,15,7,12,13,14,34,9,0,0,98,20,9,26,27,22,43,13,0,0,156
LGA25490,118,206,571,643,736,643,257,44,3,3222,135,61,87,91,131,203,157,43,8,908,12,6,23,16,44,48,31,5,0,188,12,14,18,22,35,22,19,18,8,156,269,281,705,770,950,917,467,111,24,4483,0,5,11,5,20,13,0,0,0,60,15,8,3,0,4,11,6,0,0,43,18,20,9,10,21,25,5,0,0,106,284,299,712,779,972,944,469,111,24,4583,207,32,53,66,95,236,681,375,108,1850,41,36,63,61,77,75,90,42,10,496,527,366,832,903,1140,1252,1237,529,142,6927,35,129,275,280,408,339,101,20,0,1591,182,110,321,413,412,445,145,20,5,2048,22,23,80,54,43,71,24,3,0,317,8,4,13,19,18,20,17,0,0,101,246,261,691,775,882,870,291,40,6,4059,3,0,3,5,6,12,0,0,0,39,13,8,4,8,18,11,5,0,0,57,15,11,9,12,25,21,0,0,0,97
LGA25620,66,173,399,483,607,558,150,42,0,2483,81,27,77,92,139,203,169,42,13,838,15,8,23,25,46,59,20,0,0,205,5,8,12,15,18,16,15,3,0,94,169,216,519,612,806,840,349,89,10,3629,4,13,18,14,16,21,12,0,0,92,15,3,4,4,3,14,6,0,0,44,15,13,21,21,20,35,15,0,0,141,186,232,544,631,830,872,362,89,10,3766,202,47,52,86,129,339,785,507,127,2281,33,42,44,65,115,123,107,59,13,588,424,318,636,788,1074,1336,1260,658,154,6637,17,80,196,236,335,273,55,11,0,1196,89,92,208,292,364,398,148,24,0,1611,30,20,61,43,49,65,17,0,0,285,0,3,15,10,13,10,7,3,0,69,140,190,479,577,762,741,227,43,5,3167,4,3,12,7,12,15,0,0,0,48,14,0,6,12,17,11,0,0,0,63,15,8,15,18,23,26,6,0,0,112
LGA25710,269,864,1940,2776,3611,2682,507,54,3,12700,605,621,360,352,483,699,467,94,3,3698,114,105,77,88,113,169,71,17,0,749,9,39,28,31,48,35,16,3,0,224,996,1635,2416,3246,4255,3579,1063,169,6,17373,18,61,65,44,64,78,10,0,0,341,148,48,20,21,10,24,8,4,0,282,164,112,84,63,80,98,19,0,0,627,1168,1752,2496,3310,4328,3681,1081,177,8,18000,1141,244,225,212,290,754,2061,1206,299,6423,50,44,61,110,126,116,116,75,31,725,2357,2035,2791,3634,4747,4551,3255,1456,340,25155,58,457,1217,1339,2111,1261,212,8,0,6669,881,873,781,1663,1966,1704,503,71,0,8440,142,120,260,220,135,208,55,8,0,1137,8,18,28,28,38,19,14,4,0,152,1085,1467,2283,3246,4256,3189,786,96,6,16400,11,33,29,31,44,25,0,0,0,181,172,49,26,37,67,49,14,4,0,413,179,82,53,72,110,79,12,4,0,598
LGA25810,39,160,415,326,398,383,124,30,3,1883,78,53,75,74,86,141,89,32,0,633,8,15,22,16,20,36,14,6,0,142,3,10,11,8,5,0,4,5,0,56,127,238,529,427,518,565,238,64,9,2711,3,9,17,14,10,11,4,0,0,70,3,4,8,0,4,9,6,0,0,39,14,10,27,15,14,22,8,0,0,112,145,247,553,442,534,587,241,62,9,2826,99,36,51,84,105,288,593,368,109,1738,24,20,74,50,60,81,90,65,33,488,271,305,679,573,696,950,927,497,148,5051,18,97,216,183,267,211,44,6,0,1036,114,82,201,173,248,264,106,14,0,1205,12,11,47,25,26,42,16,5,0,174,12,7,12,5,3,0,4,4,0,48,153,191,476,385,537,523,164,28,5,2461,4,0,9,12,10,8,0,0,0,49,5,0,8,10,9,11,6,0,0,45,11,4,16,19,15,18,3,0,0,87
