LGA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA22750,..,1555,1423,288,247,363,225,84,16,4191,..,409,1565,1288,1607,3139,4019,3268,1703,17006,196,516,316,181,173,235,219,110,51,1993,22162,14400,18034,16872,16351,16110,14403,8115,2830,129266,..,309,10532,18711,17864,17689,17071,8582,1716,92477,..,2331,9708,5012,3628,2399,1189,380,31,24680,..,232,1394,2735,3609,2022,828,555,377,11746,45135,..,..,..,..,..,..,..,..,45135,..,11891,..,..,..,..,..,..,..,11891,..,7896,4393,1416,972,505,103,4,0,15289,..,1044,924,326,398,703,647,410,251,4693,..,829,1044,211,181,100,80,18,8,2466,..,3175,3770,780,597,737,507,162,40,9776,..,778,3034,2702,3560,5549,6142,4540,2337,28650,442,953,743,396,381,415,375,185,79,3973,45580,29431,35544,32292,31189,30133,26938,14839,4835,250769
LGA22830,..,158,288,91,82,99,67,16,7,805,..,111,299,232,371,708,861,739,402,3731,73,99,61,49,39,46,64,26,11,471,5909,3469,4191,3886,3964,3979,3360,1923,653,31334,..,155,2745,4302,4491,4583,4018,2129,410,22822,..,593,1899,931,828,619,296,87,17,5275,..,91,518,744,829,457,202,124,89,3057,12223,..,..,..,..,..,..,..,..,12223,..,2822,..,..,..,..,..,..,..,2822,..,2333,1015,356,243,131,26,0,0,4103,..,299,235,89,136,197,206,119,46,1336,..,185,253,107,81,41,23,6,0,688,..,326,598,254,227,222,177,45,11,1857,..,207,663,572,939,1410,1441,1112,549,6900,146,194,191,118,112,95,111,53,21,1045,12367,7220,8113,7477,7880,7761,6498,3673,1142,62134
LGA22910,..,12,33,14,39,38,46,11,3,197,..,12,32,60,146,313,371,219,112,1270,14,24,19,12,20,26,32,11,0,157,1045,520,598,820,1136,1384,1305,570,182,7564,..,10,326,760,1068,1331,1399,646,92,5629,..,55,364,395,443,409,231,48,3,1945,..,6,38,132,171,116,77,36,30,603,2140,..,..,..,..,..,..,..,..,2140,..,509,..,..,..,..,..,..,..,509,..,377,221,82,59,34,3,0,0,781,..,32,16,8,24,41,59,29,20,227,..,32,34,12,13,14,8,0,0,120,..,21,68,39,74,74,95,20,3,399,..,21,73,125,308,558,640,347,159,2229,27,30,37,27,49,66,58,20,6,325,2166,1093,1183,1579,2211,2643,2572,1143,305,14907
LGA22980,..,13,7,6,10,13,7,6,0,65,..,16,42,18,35,76,69,105,46,394,4,9,3,0,0,8,9,0,0,35,406,212,295,247,340,417,334,248,90,2574,..,4,205,284,381,516,442,265,70,2161,..,42,126,71,71,80,29,6,0,420,..,4,31,43,38,31,14,14,11,184,800,..,..,..,..,..,..,..,..,800,..,181,..,..,..,..,..,..,..,181,..,151,81,17,17,13,4,0,0,279,..,18,23,10,7,11,20,10,14,107,..,15,8,9,3,0,3,7,0,35,..,34,22,16,23,29,23,13,0,151,..,19,74,53,85,164,163,150,83,793,7,18,11,5,7,15,13,5,0,80,803,482,579,488,624,859,704,467,175,5195
LGA23110,..,138,345,111,96,116,71,26,3,903,..,65,446,517,685,954,1068,946,540,5222,72,91,88,59,62,65,57,31,23,550,7908,4180,5920,6960,6399,5403,3984,2308,1002,44073,..,120,3491,8198,6952,6068,4403,2244,543,32012,..,372,3132,2270,1560,910,350,80,8,8678,..,37,280,745,1225,807,376,271,215,3963,16033,..,..,..,..,..,..,..,..,16033,..,4574,..,..,..,..,..,..,..,4574,..,2304,2011,594,498,250,60,3,0,5724,..,333,391,142,200,273,308,180,110,1942,..,209,309,89,66,50,32,11,0,763,..,342,970,311,229,243,168,63,10,2320,..,169,903,1054,1415,1799,1769,1271,740,9116,155,160,174,128,139,118,105,51,24,1061,16189,8616,11661,13527,12277,10518,7572,4184,1652,86192
LGA23190,..,74,70,17,13,30,20,3,0,222,..,59,133,73,142,273,306,308,191,1488,15,29,22,5,18,15,15,5,3,133,1737,1018,1216,1112,1192,1312,1061,721,304,9670,..,20,780,1217,1368,1558,1289,784,190,7214,..,263,609,343,253,177,75,14,4,1738,..,37,154,217,220,117,56,35,34,862,3521,..,..,..,..,..,..,..,..,3521,..,742,..,..,..,..,..,..,..,742,..,585,229,80,59,40,7,0,0,999,..,80,57,14,16,46,35,27,22,296,..,59,43,20,18,7,5,0,0,150,..,151,166,35,33,53,33,4,0,481,..,111,285,190,281,542,508,419,257,2598,37,69,48,23,34,32,31,16,3,291,3558,2116,2368,2134,2280,2568,2052,1308,503,18892
LGA23270,..,249,371,156,161,213,143,37,10,1336,..,160,691,661,748,1300,1506,1169,460,6688,195,232,244,134,100,108,95,59,23,1200,25321,14706,19227,17575,14049,11957,8114,3817,1170,115945,..,851,16710,24548,17880,15397,10028,4063,678,90157,..,1058,5275,2723,1904,1210,429,107,5,12707,..,179,1308,2406,3050,2021,936,570,293,10756,51952,..,..,..,..,..,..,..,..,51952,..,15023,..,..,..,..,..,..,..,15023,..,9615,8330,2150,1138,440,88,4,0,21763,..,1259,1537,578,625,1069,1052,651,304,7084,..,640,870,340,214,173,59,21,7,2323,..,954,1624,500,445,459,309,93,16,4392,..,360,1812,1680,1853,2570,2350,1664,667,12955,391,415,500,341,237,217,169,82,40,2392,52344,30348,37948,35262,27348,23564,15423,7251,2008,231504
LGA23350,..,15,24,8,13,39,18,5,0,121,..,15,26,53,99,206,263,181,85,929,11,27,10,18,15,22,21,10,0,132,1400,733,678,952,1184,1336,1121,502,167,8078,..,10,438,1049,1343,1583,1400,636,97,6560,..,103,424,348,366,327,156,31,16,1772,..,13,44,114,188,87,53,31,22,571,2839,..,..,..,..,..,..,..,..,2839,..,675,..,..,..,..,..,..,..,675,..,452,201,67,51,33,10,0,0,813,..,31,26,7,17,39,36,33,18,218,..,33,25,6,9,8,8,0,0,99,..,35,36,18,27,69,53,19,0,254,..,30,77,111,210,383,484,297,120,1717,29,50,37,37,31,40,41,15,5,286,2866,1437,1320,1758,2245,2564,2255,1068,286,15794
LGA23430,..,351,578,150,164,213,162,70,8,1695,..,129,845,880,983,1680,2158,1919,1121,9717,138,153,165,95,90,106,98,59,31,936,12888,7973,9509,11422,11506,9631,7827,4850,2019,77631,..,116,5524,13811,13768,11024,8849,4780,1140,59012,..,623,5009,3063,2211,1302,588,182,31,13007,..,41,339,1255,2185,1442,632,478,349,6721,26144,..,..,..,..,..,..,..,..,26144,..,9021,..,..,..,..,..,..,..,9021,..,4400,3502,1083,829,419,88,0,0,10321,..,520,568,199,213,483,497,379,247,3105,..,307,544,136,114,84,33,16,8,1231,..,800,1539,413,386,454,324,148,22,4093,..,284,1667,1782,2205,3007,3281,2669,1495,16388,267,279,314,204,195,180,175,90,42,1739,26413,16386,19005,21940,22106,18386,14463,8748,3337,150782
LGA23670,..,208,392,140,155,197,129,72,9,1297,..,90,545,550,666,1204,1791,1526,768,7147,107,200,161,68,79,93,89,46,34,882,12681,8816,9841,11060,10916,10352,8095,4387,1469,77633,..,123,6229,14416,13593,13386,10279,4792,867,63681,..,846,4238,2296,1881,1218,503,136,22,11146,..,62,533,1331,2165,1467,634,405,210,6797,26143,..,..,..,..,..,..,..,..,26143,..,9770,..,..,..,..,..,..,..,9770,..,5632,4867,1179,731,309,63,3,0,12779,..,607,608,272,278,560,634,413,252,3627,..,374,508,193,134,106,53,10,8,1390,..,480,1028,395,356,447,287,121,22,3142,..,182,1152,1301,1589,2185,2604,2099,1067,12186,240,363,313,188,174,160,144,74,40,1704,26385,18433,19478,21562,20898,19843,15203,8061,2487,152356
LGA23810,..,224,179,65,93,127,88,38,6,819,..,172,432,326,538,1085,1281,969,461,5259,91,114,80,48,65,88,79,42,10,621,6121,3934,4675,4220,4497,5088,4309,2354,732,35921,..,98,2446,4081,4349,5317,4880,2428,415,24007,..,867,2637,1367,1141,824,400,106,12,7352,..,158,743,942,1036,614,280,168,106,4045,12494,..,..,..,..,..,..,..,..,12494,..,2811,..,..,..,..,..,..,..,2811,..,2627,1217,450,293,136,36,0,0,4759,..,287,213,83,149,216,187,129,54,1322,..,203,169,77,62,51,28,10,3,605,..,399,445,172,217,294,207,68,11,1814,..,315,968,849,1236,2130,2239,1461,656,9859,202,213,191,127,134,162,146,62,21,1249,12692,7975,9035,8144,8613,9746,8403,4437,1274,70323
LGA23940,..,7,11,3,15,19,16,5,0,85,..,8,25,12,35,94,102,87,65,432,9,23,3,0,8,12,6,4,0,72,536,280,309,299,433,588,529,262,110,3347,..,12,162,362,469,664,697,306,72,2742,..,34,156,96,123,108,72,9,0,609,..,3,33,39,54,46,26,26,22,250,1044,..,..,..,..,..,..,..,..,1044,..,263,..,..,..,..,..,..,..,263,..,167,99,33,37,26,8,0,0,369,..,23,15,3,18,28,22,13,12,141,..,16,10,9,10,13,6,0,0,63,..,14,22,7,26,40,42,17,0,167,..,13,55,49,111,267,257,175,92,1023,11,31,13,12,18,31,27,9,0,152,1054,569,576,612,871,1224,1155,561,198,6811
LGA24130,..,32,64,28,53,65,55,24,0,330,..,14,97,88,216,411,607,428,178,2040,46,62,58,24,26,37,47,17,3,324,4819,2425,2189,3350,3846,3317,2788,1315,323,24366,..,21,1402,4148,4758,4302,3577,1619,199,20023,..,198,1220,1149,1147,668,335,81,3,4801,..,17,136,349,589,351,139,103,46,1733,9714,..,..,..,..,..,..,..,..,9714,..,2840,..,..,..,..,..,..,..,2840,..,1586,785,236,161,71,22,0,0,2865,..,104,96,39,59,107,149,106,41,702,..,77,103,33,33,41,13,8,3,304,..,66,137,62,98,130,109,49,9,664,..,47,200,231,477,749,969,685,249,3612,86,136,123,60,67,76,77,36,12,672,9802,5095,4208,6302,7383,6497,5399,2688,569,47936
LGA24210,..,194,304,115,60,98,77,34,15,900,..,95,446,367,408,744,1161,1522,887,5622,67,111,109,54,54,83,69,55,29,622,9579,6742,6515,8181,8485,8120,6791,5060,1797,61284,..,84,4316,10927,11361,11152,9152,6149,1527,54664,..,369,2079,1201,970,676,303,128,20,5747,..,15,203,862,1496,1003,470,401,265,4717,19511,..,..,..,..,..,..,..,..,19511,..,8729,..,..,..,..,..,..,..,8729,..,3519,3601,973,813,388,62,8,0,9354,..,473,417,180,186,453,518,419,263,2921,..,258,369,159,102,65,40,16,6,1013,..,452,845,292,186,202,167,66,26,2237,..,216,903,796,950,1310,1607,2036,1199,9011,135,209,211,128,117,139,109,88,38,1183,19646,14316,12940,15525,16185,15382,12428,9315,3343,119080
LGA24250,..,13,21,3,16,18,5,3,0,71,..,10,23,21,66,122,142,124,67,583,13,9,16,5,11,18,13,13,5,101,721,301,381,516,556,784,681,340,102,4379,..,5,171,531,594,887,934,370,54,3550,..,62,268,213,166,176,97,35,0,1020,..,6,28,72,86,63,19,24,18,313,1430,..,..,..,..,..,..,..,..,1430,..,260,..,..,..,..,..,..,..,260,..,186,90,39,31,26,5,0,0,375,..,17,12,0,12,16,27,21,6,122,..,17,37,10,11,0,7,4,0,83,..,31,54,17,19,29,18,4,0,167,..,22,57,66,152,271,276,198,91,1128,23,25,35,19,18,41,32,21,8,218,1451,630,741,976,1088,1503,1412,684,182,8674
LGA24330,..,617,1201,268,126,129,61,14,9,2430,..,222,1181,909,727,827,786,459,286,5387,60,108,207,78,65,73,48,23,18,680,6063,4143,8948,7166,5236,3952,2554,1323,607,39999,..,109,4014,7193,5175,3723,2389,1127,282,24023,..,584,4989,2836,1454,731,224,50,10,10879,..,28,227,708,1020,630,312,236,160,3331,12575,..,..,..,..,..,..,..,..,12575,..,3412,..,..,..,..,..,..,..,3412,..,1388,1573,530,378,213,36,0,0,4123,..,531,732,210,198,315,279,164,105,2534,..,332,674,157,94,87,42,7,4,1405,..,1421,3253,709,356,308,152,50,11,6260,..,397,2206,1872,1526,1553,1331,704,411,9992,117,200,391,188,143,135,84,42,21,1320,12695,8411,18056,14402,10348,7706,4856,2371,1001,79853
LGA24410,..,229,371,122,127,132,108,34,8,1133,..,84,514,561,645,1159,1521,1312,729,6524,101,165,144,88,73,65,75,58,17,785,9947,6004,7474,8414,7715,6845,5545,3331,1214,56484,..,121,5114,10739,9131,8069,6278,3397,712,43570,..,636,3581,1854,1465,869,410,140,15,8984,..,47,352,1011,1630,1012,408,276,168,4916,20234,..,..,..,..,..,..,..,..,20234,..,6384,..,..,..,..,..,..,..,6384,..,3791,2528,686,440,228,43,4,0,7718,..,390,406,183,175,311,367,205,117,2150,..,260,322,125,87,73,33,10,0,914,..,457,865,299,267,292,236,77,17,2511,..,170,1033,1190,1421,2036,2180,1722,957,10721,211,313,267,173,145,115,115,82,26,1451,20444,12563,14470,16265,14783,13014,10065,5920,2019,109545
LGA24600,..,4705,5209,720,157,85,45,20,5,10945,..,2961,5450,2657,1413,1262,1069,594,213,15618,59,625,523,200,98,100,87,26,17,1739,4498,13567,23782,9814,5237,4170,2938,1337,391,65742,..,346,8221,7857,4137,3601,2907,1288,229,28588,..,3671,12452,3684,1400,770,335,96,12,22406,..,37,213,760,1063,630,214,95,57,3070,9120,..,..,..,..,..,..,..,..,9120,..,2514,..,..,..,..,..,..,..,2514,..,768,890,252,115,65,14,0,0,2107,..,1965,1519,300,117,171,133,83,46,4342,..,577,1115,179,43,19,12,5,0,1955,..,8979,11044,1717,403,211,108,58,15,22533,..,5413,11007,5595,2957,2486,1843,919,306,30524,134,1015,977,420,223,195,145,52,18,3174,9251,25283,47434,20762,10466,8148,5712,2604,685,130339
LGA24650,..,151,223,123,143,155,94,30,9,921,..,134,535,510,642,869,1065,592,234,4589,169,205,167,80,92,76,79,39,6,902,20522,10384,13675,14458,10673,7392,5333,1995,542,84969,..,316,11303,19976,13950,9228,6407,2155,272,63610,..,1137,4820,2776,1873,838,319,81,5,11848,..,202,1260,2062,2233,1171,539,288,93,7859,41269,..,..,..,..,..,..,..,..,41269,..,10758,..,..,..,..,..,..,..,10758,..,6278,4394,1102,518,172,27,0,0,12498,..,1082,1195,465,407,717,752,430,164,5215,..,460,599,247,193,111,57,14,3,1682,..,395,709,377,303,325,229,74,13,2433,..,303,1363,1334,1530,1618,1709,876,318,9051,346,348,371,200,201,134,127,56,12,1798,41613,21284,26026,28546,21202,14311,10168,3975,887,168018
LGA24780,..,165,241,89,80,90,61,21,3,748,..,97,294,182,312,632,728,648,415,3305,56,70,75,37,62,65,58,17,8,452,4782,2845,3521,3182,3381,3484,2838,1629,632,26286,..,103,2090,3247,3495,3883,3379,1706,358,18257,..,570,1670,935,776,575,292,78,9,4903,..,81,468,658,746,383,151,133,77,2702,9640,..,..,..,..,..,..,..,..,9640,..,2084,..,..,..,..,..,..,..,2084,..,1883,823,267,213,124,20,0,0,3326,..,310,207,72,114,165,169,108,40,1183,..,185,252,100,67,44,15,3,4,679,..,340,594,249,198,192,142,40,4,1760,..,192,648,485,767,1270,1254,992,561,6172,119,154,167,94,117,111,119,39,6,926,9761,5890,6914,6104,6496,6744,5538,3104,1075,51634
LGA24850,..,48,52,31,38,66,41,14,4,294,..,34,157,125,200,384,431,349,169,1843,56,79,50,29,32,39,27,11,3,331,4684,2449,3384,3085,3063,2787,2074,1012,321,22855,..,78,2381,3617,3403,3237,2553,1108,175,16559,..,434,1849,1085,875,554,231,52,3,5084,..,52,341,492,646,369,181,101,65,2246,9633,..,..,..,..,..,..,..,..,9633,..,2151,..,..,..,..,..,..,..,2151,..,1861,957,253,187,101,18,0,0,3378,..,167,195,66,105,183,207,105,59,1086,..,146,126,58,51,40,21,7,0,462,..,165,161,92,87,138,94,28,4,775,..,87,399,376,527,833,786,544,231,3780,122,142,112,65,73,71,64,31,5,682,9756,5285,6525,6107,5960,5515,4156,1985,552,45835
LGA24900,..,38,82,19,28,70,56,20,3,327,..,39,75,77,166,320,440,435,221,1776,26,27,40,12,18,39,53,13,12,243,2275,1279,1417,1414,1721,2060,2040,1180,403,13796,..,50,839,1483,1872,2393,2538,1384,287,10842,..,288,694,479,450,361,251,87,17,2617,..,39,202,279,325,177,102,71,60,1257,4621,..,..,..,..,..,..,..,..,4621,..,1038,..,..,..,..,..,..,..,1038,..,930,374,149,125,79,18,0,0,1677,..,69,48,21,43,76,68,57,30,409,..,59,106,27,23,25,9,7,0,249,..,83,208,68,68,136,120,47,5,742,..,81,233,224,425,727,837,716,335,3583,53,67,78,40,52,80,100,32,13,513,4675,2687,2789,2774,3373,4055,4046,2395,747,27545
LGA24970,..,1529,1550,294,155,225,150,60,6,3971,..,319,808,536,666,1083,1540,1884,1349,8195,95,306,211,109,84,108,100,58,50,1115,13814,11475,12600,12708,11883,9959,8421,6103,2607,89560,..,221,8239,17399,15662,12966,10699,7076,1865,74124,..,1053,4316,1840,1235,852,394,112,18,9828,..,44,315,1264,2282,1425,638,591,414,6974,28450,..,..,..,..,..,..,..,..,28450,..,11999,..,..,..,..,..,..,..,11999,..,3977,4673,1261,1057,559,84,7,0,11618,..,1134,1142,337,342,639,758,566,374,5294,..,934,1312,318,169,107,53,14,5,2911,..,3927,5001,861,428,465,319,114,20,11124,..,705,1825,1274,1502,2003,2364,2578,1851,14111,200,564,404,224,193,181,143,89,67,2072,28645,24572,27228,24779,22874,19197,15454,11147,4616,178506
LGA25060,..,573,884,179,95,126,98,32,6,1987,..,268,1302,1010,948,1252,1433,1293,815,8321,114,138,182,106,77,107,84,43,43,890,9171,6729,8969,8657,8359,7022,5500,3533,1481,59424,..,131,4264,9951,10030,8143,6365,3685,908,43483,..,628,4458,2335,1431,893,351,91,12,10193,..,26,271,818,1482,937,424,378,296,4634,18675,..,..,..,..,..,..,..,..,18675,..,7216,..,..,..,..,..,..,..,7216,..,3093,2757,751,703,373,70,3,0,7748,..,474,571,176,205,331,362,254,178,2554,..,271,406,76,42,44,33,7,3,882,..,1180,2051,498,251,249,199,68,12,4514,..,459,2385,1973,1881,2229,2229,1754,1052,13962,234,254,373,217,149,191,153,73,53,1691,18910,13741,17534,16803,16171,13380,10188,6312,2517,115560
LGA25150,..,40,43,19,31,49,39,14,0,231,..,24,130,104,193,301,394,342,155,1646,27,74,39,21,27,29,25,16,3,262,3492,1881,2332,2486,2469,2220,1824,865,267,17831,..,31,1558,2882,2848,2671,2317,885,143,13337,..,273,1358,906,694,430,166,37,5,3868,..,21,193,402,472,270,123,64,46,1590,7178,..,..,..,..,..,..,..,..,7178,..,1706,..,..,..,..,..,..,..,1706,..,1334,695,215,118,67,15,0,0,2445,..,128,124,39,62,114,163,77,39,739,..,99,94,27,25,32,22,5,0,320,..,88,107,56,77,89,88,30,5,540,..,62,284,298,444,606,669,523,195,3087,59,115,92,51,64,59,45,31,4,518,7231,3874,4512,4878,4796,4338,3596,1662,448,35323
LGA25250,..,2045,3337,614,188,209,131,46,11,6578,..,318,2109,1877,1381,1591,1669,1585,1167,11687,128,257,429,212,141,123,76,48,47,1459,12496,9373,17999,13792,10139,7826,5437,4040,2128,83227,..,382,8019,13910,10624,7780,5249,3566,1232,50756,..,1089,9355,5217,2541,1324,478,106,4,20123,..,41,375,1201,1776,1205,554,572,469,6183,25245,..,..,..,..,..,..,..,..,25245,..,7249,..,..,..,..,..,..,..,7249,..,3442,3100,1033,948,590,105,0,0,9226,..,810,1108,358,309,467,434,335,222,4041,..,811,1307,257,97,54,28,15,0,2574,..,3996,7300,1462,527,447,284,101,23,14147,..,578,3918,3479,2756,2939,2687,2130,1559,20052,234,430,801,416,266,235,136,77,51,2644,25473,18833,35286,27338,19834,15041,9962,6902,3578,162241
LGA25340,..,155,241,83,155,215,220,99,22,1187,..,122,389,429,845,1900,2880,2797,1373,10742,180,250,164,102,126,224,185,108,44,1382,12639,7529,6916,8885,11235,11281,11456,7507,2421,79864,..,63,3772,9818,12345,12834,13804,8425,1820,62878,..,872,4143,2850,2895,2123,1258,456,73,14672,..,87,583,1396,2335,1281,569,409,258,6931,25725,..,..,..,..,..,..,..,..,25725,..,7817,..,..,..,..,..,..,..,7817,..,5097,2591,869,696,354,76,7,0,9680,..,421,305,135,239,406,447,313,229,2494,..,295,294,119,125,93,67,25,5,1030,..,318,562,212,313,444,431,200,48,2536,..,231,876,1005,1926,3389,4439,3963,1906,17726,343,475,356,277,288,435,363,197,74,2788,26061,15675,13478,16682,21163,21355,21449,14003,4418,154284
LGA25430,..,15,34,26,43,52,43,20,6,242,..,16,29,59,135,369,464,357,144,1576,19,27,28,14,26,34,23,9,6,177,1274,634,723,1056,1345,1598,1571,822,245,9266,..,17,351,882,1174,1533,1645,812,150,6554,..,77,451,517,499,440,289,79,12,2370,..,11,67,183,304,143,77,50,32,862,2656,..,..,..,..,..,..,..,..,2656,..,678,..,..,..,..,..,..,..,678,..,454,258,98,83,40,14,0,0,930,..,42,29,19,28,57,72,33,27,298,..,34,41,28,24,13,19,4,0,172,..,35,86,52,84,89,102,45,10,498,..,27,85,140,290,669,819,541,206,2790,37,40,44,39,40,63,41,11,6,324,2687,1409,1409,1968,2533,3043,3081,1576,429,18130
LGA25490,..,19,27,4,10,28,15,5,0,111,..,14,45,37,74,181,224,160,83,824,10,19,15,8,14,15,18,6,7,113,1540,798,832,916,1054,1250,1025,477,158,8046,..,14,555,1068,1295,1545,1411,568,81,6541,..,143,499,306,279,246,126,22,0,1622,..,9,70,139,155,94,39,44,36,578,3074,..,..,..,..,..,..,..,..,3074,..,710,..,..,..,..,..,..,..,710,..,534,212,71,80,38,9,0,0,945,..,39,34,13,24,45,56,28,18,257,..,33,26,13,8,13,6,0,0,97,..,40,54,12,27,46,33,7,3,222,..,45,111,109,204,359,414,265,122,1630,22,42,34,27,35,29,35,16,12,252,3100,1603,1587,1760,2107,2418,2125,951,267,15930
LGA25620,..,14,28,6,19,27,27,5,0,141,..,8,39,36,79,195,240,149,77,831,8,34,11,9,19,26,20,3,0,136,939,570,596,713,960,1174,1030,485,144,6602,..,13,327,735,961,1345,1284,647,87,5399,..,91,378,315,356,260,155,26,6,1590,..,8,59,91,155,97,50,41,31,533,1981,..,..,..,..,..,..,..,..,1981,..,517,..,..,..,..,..,..,..,517,..,417,171,94,71,42,3,0,0,792,..,33,19,16,18,39,43,26,11,209,..,32,20,10,18,19,9,0,0,103,..,31,71,29,47,63,52,16,5,318,..,24,85,107,248,440,507,297,115,1820,13,68,48,28,39,56,41,14,7,303,1999,1238,1176,1413,1911,2355,2148,1072,256,13564
LGA25710,..,25,67,26,25,44,36,16,5,249,..,29,87,102,172,376,530,367,159,1823,41,87,57,36,30,58,29,20,3,347,5548,3915,2690,3897,4971,4511,3158,1315,333,30339,..,28,1645,5098,6879,6494,4507,1769,220,26638,..,159,1219,1102,1098,736,311,68,9,4692,..,24,89,355,751,507,208,97,45,2080,11257,..,..,..,..,..,..,..,..,11257,..,4715,..,..,..,..,..,..,..,4715,..,2684,1772,390,203,81,12,0,0,5143,..,168,106,32,61,136,150,102,78,830,..,115,123,41,61,38,21,3,0,406,..,51,162,48,58,102,72,26,3,527,..,59,180,256,384,657,815,520,213,3083,84,178,116,73,66,89,63,36,9,704,11345,8168,5409,7401,9550,8834,6150,2620,577,60064
LGA25810,..,33,33,3,15,16,27,3,0,140,..,20,60,52,88,155,222,173,123,890,13,21,16,7,8,20,17,8,3,114,801,514,604,501,696,842,797,450,162,5366,..,13,295,514,689,1002,927,502,89,4024,..,126,363,178,175,121,73,29,4,1070,..,13,68,87,113,62,51,39,8,442,1633,..,..,..,..,..,..,..,..,1633,..,336,..,..,..,..,..,..,..,336,..,333,142,54,57,27,3,0,0,612,..,38,27,14,16,50,44,16,3,199,..,32,43,12,11,0,5,0,0,102,..,66,92,19,40,41,54,16,5,331,..,51,139,121,201,357,428,270,164,1726,32,35,27,22,25,28,31,15,3,217,1671,1039,1195,1012,1322,1687,1612,878,274,10687
