LGA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA23670,24,3,0,26,35,4,0,0,34,5,0,7,41,6,0,47,1584,234,35,23,1879,31,9,40,1917,102,5,2019,270,61,7,0,337,3,3,10,344,67,0,413,4,0,0,0,0,0,0,0,0,0,7,11,1855,294,41,25,2219,35,13,45,2264,170,7,2445,406,65,9,3,484,10,0,4,492,35,0,527,370,93,7,0,460,11,0,11,475,36,0,516,17,4,8,0,30,0,0,0,28,7,0,34,6,0,0,4,14,0,0,0,14,0,0,12,794,160,25,15,991,16,7,20,1011,79,0,1090,11,4,0,0,10,0,0,0,9,0,0,12,16,0,0,0,16,6,0,6,18,0,0,18,22,5,0,0,29,3,0,3,32,0,0,35,811,169,26,15,1017,20,7,22,1043,79,0,1119,133,35,0,0,171,4,0,5,174,53,0,232,0,0,0,0,0,0,0,0,0,0,0,0,946,202,26,19
LGA23810,5,0,0,5,7,0,0,0,10,0,0,0,15,0,0,14,275,39,9,5,326,6,0,6,338,15,0,347,40,11,0,0,50,0,0,0,55,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,316,54,13,8,379,6,3,8,393,34,0,429,35,9,0,0,34,0,0,0,42,0,0,43,50,7,0,0,53,4,0,4,54,9,0,61,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,76,11,9,0,96,0,0,0,94,13,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,9,0,95,0,0,0,100,13,0,109,19,0,0,0,27,0,0,0,27,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,100,14,9,0
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,29,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,35,0,0,0,33,0,0,35,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
LGA24130,3,0,0,3,9,3,0,0,10,0,0,0,12,0,0,12,380,49,17,13,461,5,3,12,469,27,0,496,45,13,3,0,55,0,0,0,56,10,0,69,0,0,0,0,0,0,0,0,0,0,4,4,423,63,17,13,515,5,4,10,524,38,5,566,71,15,0,0,86,0,0,0,89,11,0,97,51,11,0,0,65,0,0,0,65,5,0,71,5,0,4,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,130,31,3,4,164,0,0,0,161,13,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,5,0,0,0,5,0,0,7,131,31,3,4,161,0,4,3,167,16,0,184,19,0,0,0,18,0,0,0,18,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,148,30,3,4
LGA24210,20,3,0,22,18,0,0,0,27,7,3,10,25,11,0,37,1331,227,36,17,1610,39,16,59,1670,146,0,1814,287,54,9,3,348,13,3,14,370,71,0,435,0,0,0,0,6,0,0,0,6,0,0,7,1619,283,40,19,1961,54,24,73,2035,213,0,2253,369,52,13,0,439,14,5,13,450,28,0,485,322,108,6,3,440,9,7,13,457,42,0,493,15,9,8,0,30,0,0,0,30,3,0,32,4,0,0,0,9,0,0,0,9,0,0,9,719,166,27,6,912,20,5,25,941,70,0,1014,4,0,0,0,3,4,0,0,8,0,0,8,8,0,0,0,6,0,3,0,10,5,0,15,5,0,3,0,10,5,4,10,18,4,0,24,723,168,26,3,926,21,9,31,957,78,0,1041,193,46,9,10,251,8,7,9,257,91,0,351,0,0,0,0,0,0,0,0,0,0,0,0,914,216,33,12
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,5,4,32,0,0,0,32,3,0,32,3,0,0,0,4,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,4,5,4,30,0,0,0,30,4,0,37,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA24330,11,0,0,8,11,0,0,0,17,0,0,3,17,3,0,22,414,98,19,8,533,8,9,17,549,56,0,607,66,21,4,0,88,6,0,7,96,56,0,155,0,0,0,0,0,0,0,0,0,0,0,0,483,117,19,9,628,13,8,22,647,114,0,758,110,13,4,0,128,5,0,5,127,18,0,144,76,31,4,0,112,0,6,3,113,9,0,121,11,0,4,0,12,0,3,3,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,194,51,8,0,250,0,4,8,253,26,0,280,3,5,0,0,8,6,0,6,9,0,0,9,0,0,0,0,3,0,0,4,7,0,0,5,8,4,0,0,13,5,0,8,16,0,0,16,197,54,8,0,261,3,10,14,274,23,0,297,35,10,4,0,51,0,0,4,58,45,0,100,0,0,0,0,0,0,0,0,0,0,0,0,240,61,9,0
LGA24410,17,0,0,17,14,5,0,0,21,0,0,6,22,0,0,29,985,132,27,8,1151,18,6,20,1172,46,3,1222,120,24,9,0,151,6,4,4,158,45,0,203,0,0,0,0,0,0,0,0,0,0,0,3,1105,153,35,10,1303,18,6,25,1328,96,6,1429,192,32,0,0,230,0,0,4,238,27,0,261,239,31,9,0,274,5,0,5,282,17,0,300,12,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,5,6,445,67,10,3,527,7,0,10,535,48,0,580,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,11,7,0,0,0,11,0,0,0,6,0,0,11,448,66,12,3,535,3,0,6,544,47,0,592,67,19,0,0,87,0,0,0,87,35,0,120,0,0,0,0,0,0,0,0,0,0,0,0,525,86,12,3
LGA24600,9,0,0,13,10,0,0,0,9,0,7,7,14,0,0,15,244,54,10,0,309,8,10,14,320,35,5,360,45,9,3,7,64,8,0,8,69,37,0,105,0,0,0,0,0,0,0,0,0,0,0,0,291,62,15,4,370,10,10,22,391,74,3,464,54,9,0,0,60,3,0,3,65,12,0,74,42,15,3,0,64,6,0,6,67,10,0,72,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,94,27,5,0,128,9,0,9,131,21,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,5,0,0,0,5,0,3,3,10,0,0,11,92,27,5,0,127,9,3,10,137,25,0,165,29,14,0,4,44,3,0,3,43,21,0,68,0,0,0,0,0,0,0,0,0,0,0,0,122,42,5,4
LGA24650,43,7,0,47,53,8,3,0,66,13,0,9,75,6,0,85,1384,221,46,20,1675,47,11,53,1729,101,4,1840,307,81,5,4,396,19,0,22,418,131,0,550,3,0,0,3,8,0,0,0,8,0,8,17,1695,310,48,30,2078,65,12,72,2152,241,10,2406,372,50,10,0,437,5,4,9,440,32,0,472,266,59,0,0,322,0,0,0,328,27,0,355,20,0,6,0,36,0,0,0,36,3,0,34,0,0,0,10,8,0,0,0,14,0,0,11,662,107,21,13,800,10,5,18,811,64,0,877,11,8,0,0,15,8,0,8,24,4,0,27,5,0,0,0,5,5,0,0,9,0,0,18,20,5,0,0,24,14,0,7,35,5,0,41,679,113,18,11,821,24,6,24,851,68,0,918,152,35,0,4,190,9,0,14,200,92,0,298,0,0,0,0,0,0,0,0,0,4,0,7,830,143,19,20
LGA24780,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,8,183,22,0,8,216,0,0,0,216,11,5,231,20,9,0,3,35,0,0,0,35,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,206,35,3,9,252,0,0,0,252,30,3,280,30,0,0,0,28,0,0,0,28,0,0,28,23,0,0,0,25,0,0,0,28,0,0,28,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,5,7,0,58,0,0,0,61,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,7,0,58,0,0,0,64,0,0,67,10,3,0,0,13,0,0,0,13,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,60,5,7,0
LGA24850,9,0,0,8,4,4,0,0,11,0,0,0,11,0,0,11,243,29,11,9,288,0,4,5,292,5,0,301,51,4,0,0,54,6,0,6,58,18,0,77,0,0,0,0,0,0,0,0,0,0,0,0,293,34,11,7,346,5,4,9,349,26,5,377,51,8,0,0,52,0,0,0,52,4,0,59,46,3,0,3,56,0,0,0,56,5,0,58,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,99,9,0,3,113,0,0,0,113,7,0,123,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,99,9,0,3,120,0,0,0,120,7,0,127,13,0,0,0,17,0,0,0,17,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,118,15,3,3
LGA24900,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,106,11,3,0,115,0,0,0,120,0,0,122,9,0,0,0,16,0,0,0,16,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,119,12,3,0,131,0,0,0,135,7,0,140,13,0,0,0,15,0,0,0,15,0,0,15,8,0,0,0,10,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
LGA24970,35,6,0,38,50,12,0,0,60,7,0,6,75,5,0,81,1917,302,36,16,2276,42,11,61,2331,140,8,2485,320,74,10,6,409,7,5,6,419,104,0,526,5,0,0,0,0,0,0,0,0,0,6,10,2233,379,52,26,2687,51,16,71,2754,245,17,3013,566,81,6,4,658,26,5,28,687,60,0,753,406,109,3,3,525,3,0,6,527,45,0,577,23,0,10,0,31,0,0,0,31,0,0,28,0,6,0,0,6,0,0,0,6,5,0,13,994,192,20,6,1219,29,10,38,1254,113,0,1370,17,4,0,0,17,0,0,3,22,0,0,22,13,0,0,0,17,0,0,0,18,4,0,23,28,9,0,0,33,4,0,8,41,4,0,43,1027,202,20,6,1252,32,6,43,1290,120,0,1410,196,48,12,0,253,0,0,3,256,134,0,393,0,0,0,5,5,0,0,0,3,0,0,7,1217,246,30,15
LGA25060,18,6,0,21,29,5,0,0,39,3,0,5,41,6,0,43,1329,166,31,13,1533,32,6,41,1571,87,5,1658,210,36,8,0,254,6,0,7,261,37,0,296,0,0,0,0,0,0,0,0,0,0,0,0,1539,201,34,17,1784,39,11,47,1832,123,5,1957,310,37,8,0,354,7,0,4,355,27,0,385,274,45,10,4,336,4,0,4,341,31,0,369,12,0,4,0,14,0,0,0,14,4,0,19,5,0,0,6,13,0,0,0,13,0,0,13,601,87,23,10,714,10,0,8,728,55,0,781,11,0,0,0,11,0,0,0,18,0,0,18,4,0,0,0,5,0,0,0,5,0,0,4,15,4,0,0,19,0,0,0,22,0,0,23,618,92,23,10,736,8,4,15,750,59,0,805,108,14,3,4,133,0,0,3,135,38,0,173,0,0,0,0,0,0,0,0,0,0,0,0,731,103,27,11
LGA25150,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,229,21,8,5,262,5,0,5,270,17,0,280,22,9,0,0,28,0,0,0,32,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,252,24,13,7,297,0,0,0,299,17,6,320,42,4,0,0,42,0,0,0,47,0,0,49,45,8,0,0,47,0,0,0,47,3,0,51,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,87,9,0,0,95,0,0,0,95,6,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,6,0,0,98,0,0,3,96,6,0,104,15,0,0,0,18,0,0,0,16,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,106,9,0,0
LGA25250,24,0,0,22,26,3,0,0,28,0,0,3,33,9,0,40,1015,175,24,0,1221,33,4,42,1258,94,3,1353,199,89,9,0,300,13,0,9,311,96,0,408,0,0,0,5,5,0,0,0,5,0,0,3,1218,262,28,7,1520,46,7,49,1572,191,5,1763,203,24,3,3,236,4,0,4,242,38,0,276,207,43,9,0,262,3,0,0,265,23,0,290,17,0,5,0,23,0,0,0,23,0,0,25,0,0,0,3,8,0,0,0,8,0,0,12,432,70,17,7,525,3,0,7,536,63,0,597,3,6,0,0,4,0,0,0,3,0,0,12,8,0,0,0,7,3,0,3,8,0,0,8,8,4,0,0,15,5,0,5,16,0,0,18,442,75,17,7,539,11,0,11,551,63,4,618,112,39,6,3,158,7,3,8,168,69,0,242,0,0,0,4,0,0,0,0,0,0,0,4,554,119,20,14
LGA25340,7,0,0,10,13,0,0,0,13,0,0,0,13,4,0,12,998,138,30,9,1181,9,0,11,1191,69,0,1262,138,15,8,5,165,0,0,0,164,35,0,195,0,0,0,0,0,0,0,0,0,0,0,0,1137,157,38,12,1344,11,0,11,1354,97,5,1464,214,27,10,6,245,0,0,0,245,15,0,268,233,37,7,3,286,0,0,0,286,20,0,311,14,3,6,0,21,0,0,0,21,0,0,25,0,3,0,4,8,0,0,0,8,0,0,7,465,76,17,5,559,0,0,0,559,40,0,604,0,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,467,76,17,6,567,0,0,0,567,40,0,611,60,13,6,0,76,0,0,0,81,11,0,92,0,0,0,0,0,0,0,0,0,0,3,7,526,89,25,7
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,5,4,68,0,0,0,68,9,0,79,8,3,5,0,15,0,0,0,15,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,60,16,7,0,87,0,0,0,87,13,0,100,3,0,0,0,11,0,0,0,11,0,0,6,12,4,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,25,0,0,0,25,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,25,0,0,0,25,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0
LGA25490,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,82,11,3,3,97,0,0,0,97,3,0,102,0,0,0,4,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,88,5,3,3,103,0,0,0,103,4,0,109,7,4,0,0,10,0,0,0,10,0,0,10,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,23,0,0,0,23,0,0,23,5,0,0,0,9,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,5,0,46,0,0,0,46,5,0,43,7,0,0,0,7,3,0,3,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,33,12,5,0,48,3,0,3,51,4,0,54,5,0,0,0,4,0,0,0,4,0,0,6,4,0,0,0,7,0,0,0,10,0,0,10,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,14,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,14,0,0,0,20,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
LGA25710,16,0,0,16,13,5,0,0,22,0,0,0,23,0,0,23,872,110,17,10,1006,11,0,13,1022,41,0,1064,133,13,4,0,149,0,0,0,149,17,0,165,0,0,0,0,0,0,0,0,0,0,0,4,1009,118,17,16,1160,11,0,13,1175,55,3,1228,201,20,7,0,218,3,0,0,226,13,0,237,197,29,3,0,229,0,0,3,232,21,0,251,10,0,0,0,13,0,0,0,13,3,0,18,0,0,0,0,3,0,0,0,3,0,0,3,405,46,5,3,472,0,0,3,473,36,0,509,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,12,13,0,0,0,13,0,0,0,13,0,0,15,418,46,5,3,477,0,0,3,481,37,0,523,61,8,0,0,69,4,0,4,75,12,0,84,0,0,0,0,0,0,0,0,0,0,0,0,476,57,9,3
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,33,0,0,0,33,0,0,35,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
LGA25900,3,5,0,5,3,4,0,3,6,0,0,0,12,5,0,13,442,66,7,3,526,17,5,20,546,42,0,588,84,17,0,0,103,3,0,3,105,20,0,127,0,0,0,0,0,0,0,0,0,0,4,4,525,82,12,7,628,18,5,24,648,61,7,714,83,8,6,0,98,4,3,3,101,17,0,115,89,10,0,0,106,3,0,0,108,7,0,116,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,180,22,6,0,206,4,8,10,215,26,0,243,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,6,182,26,6,0,210,4,10,8,222,26,0,249,52,11,4,0,59,0,0,0,64,14,0,76,0,0,0,0,0,0,0,0,0,0,0,4,233,34,6,0
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,30,0,0,0,30,0,0,31,6,4,0,0,8,0,0,0,8,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,34,0,0,0,38,3,0,39,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
