LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,0,47,0,0,0,47,3,0,44,9,0,0,0,5,0,0,0,5,0,0,8,16,6,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,0,33,0,0,0,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,0,33,0,0,0,33,0,0,31,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,7,5,0,39,0,0,0,39,0,0,36,17,6,0,0,23,0,0,0,23,0,0,24,17,4,4,0,28,0,0,0,28,0,0,28
LGA26170,85,3,0,4,91,15,0,110,0,0,0,0,0,0,0,0,0,0,8,8,603,103,22,13,746,5,3,10,759,54,8,821,146,16,0,0,169,6,0,6,172,8,0,175,205,25,4,4,235,6,0,5,244,12,0,250,6,3,6,0,13,0,0,0,12,0,0,15,4,0,0,4,6,0,0,0,6,0,0,6,359,48,14,7,427,7,0,7,433,14,0,449,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,7,4,0,4,363,48,14,7,430,7,0,7,431,16,0,452,44,10,0,0,54,0,0,0,54,11,0,63,0,0,0,0,0,0,0,0,0,0,6,6,403,55,12,7,487,7,0,7,489,32,6,525,212,31,5,0,251,0,0,0,251,9,0,258,246,49,7,4,301,4,0,4,305,17,0,324
LGA26260,54,0,0,0,54,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,338,48,5,0,397,0,0,4,397,16,0,411,107,9,0,0,120,0,0,0,122,0,0,119,91,12,0,0,110,0,0,0,110,11,0,117,8,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,4,0,0,0,4,0,0,4,211,26,0,0,239,0,0,0,243,9,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,26,0,0,239,0,0,0,243,9,0,249,26,7,0,0,31,0,0,0,31,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,234,30,3,0,271,0,0,0,276,15,0,291,123,15,6,0,143,0,0,0,143,3,0,143,118,18,0,0,138,0,0,0,139,8,0,151
LGA26350,346,4,0,4,347,31,3,384,0,0,0,0,0,0,0,0,3,0,3,4,1523,170,16,17,1733,27,8,40,1764,79,10,1854,428,38,6,0,472,15,0,17,485,13,0,499,384,66,6,0,450,5,5,9,456,15,0,473,15,0,0,0,14,0,0,0,14,0,0,14,6,0,0,4,7,0,0,0,7,0,0,11,829,105,8,3,944,17,5,23,969,26,3,999,9,0,0,0,9,0,0,0,9,0,0,15,13,0,0,0,12,0,0,0,16,0,0,16,19,0,0,0,22,0,0,0,21,0,0,22,850,104,8,3,972,17,3,24,991,29,3,1021,211,29,0,6,254,0,0,0,255,29,0,281,0,0,0,0,0,0,0,0,0,0,0,7,1064,139,15,9,1221,21,3,29,1248,63,5,1308,580,58,6,5,651,16,0,23,666,31,0,699,584,54,5,0,645,7,5,8,658,25,0,678
LGA26430,27,0,0,0,27,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,178,23,5,0,209,0,0,0,209,13,0,223,50,7,4,0,56,0,0,0,56,4,0,57,56,13,0,0,66,0,0,0,66,3,0,66,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,110,11,3,3,127,0,0,0,127,3,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,11,3,3,127,0,0,0,127,3,0,135,12,4,0,0,17,0,0,0,17,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,117,19,0,3,149,0,0,0,149,11,0,155,66,3,0,0,75,4,0,4,75,7,0,81,65,6,0,3,71,0,0,0,71,0,0,77
LGA26490,117,5,0,5,124,21,0,145,0,0,0,0,0,0,0,0,0,0,0,0,949,145,34,14,1136,3,3,8,1143,48,0,1189,226,29,4,0,265,4,0,4,272,18,0,282,281,53,8,6,345,7,5,5,353,10,0,361,13,5,8,0,25,0,0,0,25,0,0,27,4,0,0,4,7,0,0,0,7,0,0,7,524,90,16,6,640,6,6,11,648,28,0,682,0,4,0,0,4,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,6,4,0,0,5,0,0,0,9,0,0,9,528,94,16,6,646,7,6,11,659,28,0,689,71,6,5,5,83,0,0,0,83,13,0,96,0,0,0,0,5,0,0,0,5,0,0,5,603,103,21,12,736,7,6,11,744,36,0,786,302,46,9,3,356,0,4,4,357,21,0,379,334,49,12,0,394,5,5,4,398,20,0,414
LGA26610,85,7,0,6,94,21,0,116,0,0,0,0,3,0,0,0,3,0,0,7,446,45,7,13,507,9,3,16,523,38,10,567,114,10,0,0,125,0,0,0,125,4,0,127,110,8,0,0,117,0,0,0,121,9,0,126,6,0,0,0,8,3,0,3,9,0,0,9,5,0,0,0,6,0,0,0,6,0,0,6,225,22,0,8,255,4,0,8,261,11,0,276,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,232,22,0,8,256,4,0,8,265,14,0,279,40,7,0,4,52,0,0,0,48,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,266,30,0,7,305,4,0,11,314,21,0,337,142,13,0,0,156,3,0,3,162,7,0,171,123,18,0,5,146,0,0,0,146,10,0,156
LGA26670,12,0,0,4,13,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,132,9,0,0,143,0,0,7,147,7,0,160,34,0,0,0,32,0,0,0,31,4,0,35,43,5,0,0,54,0,0,0,54,0,0,54,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,10,0,3,89,0,0,0,94,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10,0,3,89,0,0,0,94,3,0,94,10,0,0,0,10,0,0,0,10,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,89,8,0,3,109,0,0,0,107,10,0,121,41,0,0,0,46,0,0,0,46,6,0,51,42,0,0,0,42,0,0,0,46,3,0,45
LGA26700,88,4,0,4,86,21,0,110,4,0,0,0,4,0,0,0,4,0,0,6,610,102,22,12,741,5,5,11,749,46,0,795,170,16,4,0,189,4,0,4,192,13,0,200,175,29,3,3,212,0,0,0,214,10,0,217,7,5,0,0,18,0,0,0,18,0,0,18,4,0,0,0,3,0,0,0,3,0,0,3,357,52,9,8,420,4,0,5,427,20,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,355,52,5,8,423,4,0,4,429,20,0,445,40,8,0,0,48,0,0,0,44,8,0,59,0,0,0,0,0,0,0,0,0,0,3,5,395,64,13,9,474,4,0,5,481,26,3,509,229,22,0,3,255,0,0,0,257,15,0,273,228,37,6,4,282,0,0,0,279,9,0,293
LGA26730,95,0,0,0,97,24,0,120,0,0,0,0,0,0,0,0,0,0,0,3,697,84,22,13,818,4,6,9,827,46,7,874,163,19,5,0,186,0,0,0,183,9,0,189,292,40,5,0,338,0,0,0,338,11,0,343,10,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,7,0,0,0,7,0,0,4,471,62,7,3,545,0,0,3,547,18,0,558,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,474,62,7,3,544,0,0,3,550,18,0,565,42,7,0,0,50,0,0,0,53,21,0,72,0,0,0,0,0,0,0,0,0,0,3,0,516,70,9,3,597,0,0,3,606,33,8,642,220,25,4,0,254,7,0,7,256,14,0,273,319,43,6,0,366,0,0,0,369,11,0,376
LGA26810,170,0,0,0,165,36,0,210,0,0,0,0,0,0,0,0,0,0,3,3,852,115,18,21,1005,6,3,14,1017,87,7,1105,210,25,0,0,238,4,5,6,240,6,0,249,237,33,0,8,280,0,0,5,287,13,4,299,13,4,4,0,20,0,0,0,20,0,0,23,5,4,0,3,11,0,0,0,11,0,0,8,463,63,10,11,545,6,3,6,556,23,4,582,0,0,0,0,6,0,0,0,6,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,7,0,0,0,7,0,0,7,470,65,10,11,553,6,3,6,562,25,4,589,77,15,0,3,98,3,0,3,97,29,0,129,0,0,0,0,0,0,0,0,0,0,3,5,546,77,12,15,651,6,3,11,662,56,11,722,275,25,6,3,311,3,0,3,313,19,0,329,285,42,15,10,344,0,0,0,348,27,0,374
LGA26890,13,0,0,0,13,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,87,6,0,0,100,0,0,0,100,6,0,108,19,0,0,0,16,0,0,0,16,0,0,17,18,0,0,0,20,0,0,0,20,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,41,0,0,0,41,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,41,0,0,0,41,3,0,46,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,43,0,0,0,43,7,0,49,13,5,0,0,21,0,0,0,21,0,0,18,15,4,0,0,21,0,0,0,21,0,0,21
LGA26980,608,21,0,21,627,93,0,720,0,3,0,3,7,0,0,0,7,0,10,21,3759,491,54,21,4323,60,11,69,4392,255,19,4658,976,165,14,0,1149,26,3,28,1178,65,0,1246,1006,136,24,0,1158,20,0,24,1185,49,0,1234,42,9,3,0,60,0,0,0,58,4,0,63,12,0,0,11,22,0,0,0,22,0,0,22,2026,311,42,11,2386,49,7,56,2442,119,0,2557,25,6,0,0,27,6,0,6,32,3,0,33,36,0,0,0,37,7,3,12,47,0,0,49,56,7,0,0,71,9,3,13,82,6,0,86,2087,318,41,14,2457,56,14,66,2522,120,0,2647,314,40,3,3,363,11,3,9,371,63,0,432,5,0,0,4,11,0,0,0,11,0,7,11,2403,358,46,15,2822,62,14,79,2906,176,8,3090,1391,181,22,0,1602,31,5,38,1634,95,0,1732,1410,212,25,4,1647,31,4,41,1682,52,0,1736
LGA27070,1321,69,17,86,1400,389,8,1801,13,3,0,19,33,0,0,0,33,3,26,62,4935,852,147,131,6063,162,44,205,6267,637,48,6955,1066,144,19,8,1235,23,0,22,1259,70,8,1335,1114,211,39,9,1376,21,0,21,1401,83,0,1481,70,16,6,0,89,0,0,0,99,13,0,107,14,4,0,25,39,0,0,0,40,5,0,44,2265,367,68,41,2743,46,7,52,2793,169,8,2973,25,4,0,0,28,10,0,10,35,3,0,39,53,11,5,5,69,11,4,14,81,5,0,89,76,17,5,5,103,14,4,16,119,4,0,127,2349,383,68,45,2844,64,7,68,2916,174,8,3097,510,144,23,19,705,34,9,43,747,305,3,1055,4,0,0,8,16,0,0,0,16,0,22,37,2867,530,94,73,3566,98,22,114,3677,474,34,4193,1399,193,21,10,1623,32,9,41,1660,98,5,1759,1386,259,29,11,1690,32,0,32,1722,119,0,1844
LGA27170,118,3,5,4,126,40,0,169,0,0,0,0,0,0,0,0,0,0,4,7,900,109,29,13,1047,20,5,28,1073,79,8,1165,277,30,10,0,315,3,0,0,315,22,0,335,238,16,4,0,267,0,0,0,263,20,0,283,12,0,0,0,15,0,0,0,15,0,0,12,3,0,0,0,4,0,0,0,9,0,0,7,528,43,10,4,591,4,0,7,599,43,0,639,4,4,0,0,4,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,8,0,0,7,4,4,0,0,11,5,0,5,12,0,0,12,539,47,10,4,600,5,0,7,609,39,0,651,52,10,3,0,69,0,0,0,72,29,0,103,0,0,0,0,0,0,0,0,0,0,0,3,592,58,16,4,673,5,4,9,682,72,3,755,323,36,3,0,367,3,0,10,368,19,0,389,294,26,5,4,327,8,0,6,331,15,0,348
LGA27260,2219,95,17,111,2331,427,6,2770,22,7,0,38,68,7,0,7,70,5,53,134,7414,1363,184,202,9168,295,62,355,9522,818,81,10425,1582,194,39,9,1821,47,15,60,1884,107,5,1993,1228,231,31,10,1501,46,7,49,1558,89,3,1651,68,16,17,0,102,3,0,3,108,6,0,114,20,0,4,12,43,4,0,3,43,3,5,54,2905,451,88,37,3477,101,16,122,3595,206,12,3809,68,21,5,0,90,14,0,15,106,9,0,118,95,30,4,3,124,10,0,13,141,3,0,144,166,44,4,5,218,23,4,30,245,19,0,264,3069,490,94,43,3690,121,20,147,3838,225,14,4073,844,212,24,34,1114,53,11,71,1180,258,5,1442,9,0,0,15,26,0,0,0,26,0,23,44,3915,706,116,89,4826,180,37,218,5043,484,41,5562,1926,235,47,13,2229,44,18,58,2290,135,4,2424,1476,317,38,10,1841,46,4,46,1887,127,4,2017
LGA27350,128,4,7,14,138,42,0,182,0,0,0,0,0,0,0,0,0,0,6,9,855,160,16,17,1044,22,11,33,1075,94,6,1171,250,34,0,0,281,6,0,7,290,20,0,314,202,33,0,0,236,0,0,0,236,8,0,248,12,6,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,462,70,0,0,536,5,0,9,543,32,0,574,4,4,0,0,11,0,0,0,11,0,0,11,6,0,0,0,4,0,0,0,7,0,0,7,11,3,0,0,17,0,0,0,17,0,0,17,468,79,0,0,550,5,3,8,556,32,0,592,62,16,0,4,82,4,0,8,85,25,4,112,0,0,0,0,0,0,0,0,0,0,4,4,533,87,6,3,634,12,8,12,646,54,5,703,321,55,0,4,384,12,0,9,390,27,0,421,237,47,6,0,286,3,0,8,291,16,0,306
LGA27450,601,11,0,10,610,70,0,684,9,3,0,4,10,0,0,0,10,0,20,31,3637,483,94,47,4253,32,11,47,4298,194,26,4511,824,89,13,0,917,5,5,10,928,40,0,974,1143,158,24,6,1337,12,0,9,1345,42,3,1388,64,9,16,0,85,0,0,0,85,13,0,99,8,0,0,16,26,0,0,0,29,7,0,29,2039,258,49,26,2367,12,0,19,2388,102,7,2489,9,0,0,0,12,0,0,0,12,0,0,12,36,0,0,0,34,0,5,5,35,3,0,38,44,0,0,0,50,0,5,5,49,3,0,49,2081,257,49,26,2412,12,6,24,2435,103,7,2539,311,32,3,0,350,7,0,6,359,63,0,423,0,0,0,0,8,0,0,0,8,0,5,13,2391,290,56,25,2770,22,9,28,2802,165,9,2976,1118,136,25,6,1277,3,0,7,1285,69,0,1358,1325,200,26,7,1558,11,6,16,1572,62,0,1627
LGA27630,23,0,0,0,23,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,130,19,0,3,155,0,0,0,155,12,0,166,19,5,0,0,23,0,0,0,23,4,0,28,53,3,0,0,55,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,0,3,86,0,0,0,86,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,0,3,86,0,0,0,86,4,0,86,8,5,0,0,9,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,86,9,0,3,100,0,0,0,100,5,0,103,27,5,0,0,32,0,0,0,32,0,0,32,62,6,0,0,70,0,0,0,70,0,0,71
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
