LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,3,0,0,20,0,0,0,5,0,5,8,11,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,0,7,6,7,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,33,21,0,72,0,6,0,30,30,28,22,6,0,122,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,20,11,0,58
LGA22620,0,0,0,5,0,0,3,0,0,11,0,0,4,21,8,14,15,5,0,75,0,0,0,8,4,15,41,22,6,96,0,3,6,4,0,0,0,0,0,12,0,8,3,16,0,0,0,0,0,30,0,0,0,5,0,0,3,0,0,17,0,6,17,68,21,12,13,0,0,140,0,0,0,0,0,0,27,8,0,38,0,0,3,10,0,0,0,0,0,15,0,5,33,194,68,38,21,15,0,374,0,0,3,53,7,0,0,0,0,69,0,0,0,3,11,12,61,45,10,133,6,25,31,103,93,77,57,19,3,425,0,0,0,0,0,0,4,0,0,3,0,5,7,44,9,0,0,0,0,72,0,0,3,3,16,0,0,0,0,21,0,26,36,127,36,10,8,0,0,245,0,0,0,0,3,4,7,3,0,14,0,0,0,6,0,0,0,0,0,9,0,0,4,17,13,38,43,24,11,152
LGA22670,0,12,16,49,31,32,11,4,0,164,4,3,0,20,11,16,21,20,8,98,0,6,10,49,24,75,166,230,159,714,0,4,5,18,7,0,10,0,0,40,4,15,26,161,36,23,7,6,0,279,6,0,14,51,64,68,52,39,3,283,18,117,225,1123,151,97,61,20,5,1824,0,0,0,0,7,4,36,50,20,122,4,0,22,134,64,122,133,86,25,597,0,11,41,385,129,57,20,15,10,674,0,4,28,111,0,4,0,0,0,151,0,0,3,4,6,11,28,52,40,147,7,124,189,395,120,106,61,19,3,1031,0,0,9,133,120,109,82,44,8,504,32,199,224,727,123,52,29,8,0,1386,0,0,5,3,6,0,0,0,0,15,8,69,124,510,186,149,43,15,5,1104,0,0,0,25,24,52,90,34,19,247,0,0,12,45,23,33,22,0,0,139,0,0,0,7,11,24,40,46,7,142
LGA22750,0,21,25,53,28,14,3,0,0,150,3,18,24,122,60,51,50,24,21,372,0,0,12,70,37,121,266,201,127,844,0,3,6,15,14,0,0,0,0,46,0,9,13,47,10,0,0,0,0,85,4,0,3,19,15,19,12,9,0,75,0,25,44,129,45,29,28,9,3,311,0,0,0,0,4,51,109,61,10,241,0,7,23,33,14,10,0,3,4,86,0,0,35,138,39,26,18,10,0,263,0,3,21,149,5,0,0,0,0,184,0,7,10,22,19,48,265,187,61,627,13,67,108,494,283,234,161,75,12,1441,0,0,0,25,37,81,114,51,19,328,7,58,90,329,33,4,8,0,0,531,0,7,0,6,18,11,0,0,0,48,11,50,111,346,125,60,28,4,0,731,0,0,3,20,17,22,51,19,16,149,0,4,4,19,3,5,0,0,0,26,0,9,15,88,81,158,188,123,44,701
LGA22830,0,21,23,117,45,40,13,0,0,260,0,4,3,9,7,5,12,0,0,39,0,0,0,7,10,40,119,130,59,369,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,3,19,22,215,43,18,6,0,0,325,0,0,0,5,0,0,8,4,0,13,0,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,7,41,6,0,0,0,0,59,0,0,0,0,3,13,34,26,3,90,0,39,53,71,56,52,32,24,3,347,0,0,0,5,0,8,14,10,5,40,4,32,24,80,13,3,3,0,0,162,0,0,0,0,5,3,5,0,0,10,0,36,37,155,28,11,3,0,0,267,0,0,0,0,4,0,0,0,0,4,0,5,16,28,14,9,6,0,0,79,0,0,0,6,4,12,26,12,0,71
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,0,0,26,0,0,0,12,0,3,7,8,0,34,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,5,4,0,0,11,0,0,0,0,0,0,8,8,0,18,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,4,0,11,21,15,3,54,0,0,0,17,19,34,14,8,0,96,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,15,0,0,0,6,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,12,3,3,38
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,18,3,0,0,0,59,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,4,6,0,8,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
LGA23110,0,0,0,15,7,5,0,0,0,31,0,3,5,133,43,23,16,15,0,249,0,3,4,56,38,110,140,157,119,623,0,4,0,15,3,0,6,0,0,24,0,7,6,29,3,0,0,0,0,45,4,8,21,169,118,84,63,27,4,498,0,9,11,105,24,22,12,7,0,192,0,0,0,9,16,74,177,163,62,507,0,3,4,18,9,15,6,0,3,58,0,8,10,41,19,14,7,0,0,109,0,0,31,97,4,0,0,0,0,133,0,11,3,21,14,7,23,17,3,110,6,59,64,431,193,137,68,10,6,974,0,0,0,35,51,79,92,71,14,351,0,8,5,99,5,4,0,0,0,136,0,0,0,3,9,0,0,0,0,20,4,27,33,161,65,47,43,9,0,384,0,4,6,30,16,16,29,8,8,105,0,0,3,6,9,4,0,0,0,21,0,0,11,58,33,64,60,28,11,266
LGA23190,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,0,0,13,0,0,0,4,0,3,8,7,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,25,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,7,5,4,23,0,0,4,14,6,14,10,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,8,14,15,10,5,0,0,0,44,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,3,0,20
LGA23270,18,725,991,2901,1450,969,489,157,43,7729,0,8,9,59,21,30,16,26,10,181,0,3,16,88,82,354,565,394,133,1636,0,0,4,3,7,3,6,0,0,24,0,0,7,31,8,4,4,0,0,55,27,79,115,838,434,399,244,91,13,2231,4,26,36,114,37,31,24,8,0,277,0,0,4,21,26,85,238,159,34,565,0,3,10,53,18,22,15,6,5,135,0,3,0,10,4,7,5,0,3,33,4,40,231,947,50,9,15,0,0,1303,0,3,0,11,13,15,34,28,10,108,41,366,396,612,206,171,66,26,6,1882,0,0,3,46,47,55,39,8,8,219,27,226,340,1432,218,66,23,9,0,2339,0,0,8,10,7,5,3,0,0,39,7,76,163,562,230,196,106,21,3,1372,0,0,0,23,17,30,52,14,11,138,6,42,51,164,135,113,55,12,0,566,0,0,8,38,35,51,69,46,15,264
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,4,6,15,7,0,36,0,0,0,12,13,25,8,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,6,29
LGA23430,0,0,7,11,11,8,7,5,0,48,0,18,17,181,67,40,30,23,16,397,0,6,5,58,47,81,173,204,111,690,6,22,19,24,17,17,4,0,0,112,5,13,19,90,22,11,3,0,0,158,0,3,3,43,31,40,42,18,6,181,0,10,30,199,55,53,54,13,5,429,0,0,0,3,5,8,23,23,8,69,0,0,7,89,38,65,50,46,16,312,0,0,5,14,9,8,4,5,0,48,0,0,30,77,7,0,3,0,0,123,5,10,5,26,17,19,51,45,21,193,9,54,92,438,241,207,93,40,6,1184,0,0,0,9,4,9,8,3,0,38,0,5,21,61,11,9,14,0,0,122,0,0,0,3,23,10,0,0,0,42,8,23,44,198,104,80,66,14,3,530,0,0,4,56,48,50,80,22,7,274,0,0,0,6,3,3,0,0,0,16,0,21,27,108,87,93,89,59,21,510
LGA23670,0,0,3,18,16,12,5,4,0,62,4,13,8,33,27,24,32,21,13,182,0,0,0,31,32,116,195,131,48,554,0,8,22,10,11,5,4,0,0,48,0,28,40,138,89,44,18,6,0,358,0,0,0,19,14,31,23,15,0,100,6,96,177,601,286,310,250,105,12,1845,0,0,0,3,0,11,36,15,3,69,0,0,6,32,19,47,43,16,7,165,0,0,21,44,12,6,4,5,0,103,0,5,14,63,21,11,3,0,0,113,0,0,3,15,15,26,130,105,46,343,3,73,117,274,177,148,84,53,4,938,0,0,0,5,11,5,10,3,3,39,3,6,20,104,15,21,12,0,0,180,0,0,0,9,12,5,0,0,0,21,7,41,60,213,121,65,56,14,0,566,0,0,0,48,17,53,59,13,17,210,0,0,0,7,7,7,4,0,0,20,0,0,8,31,33,69,95,59,17,310
LGA23810,0,0,0,0,0,0,0,0,0,4,0,0,0,13,6,15,13,13,4,69,0,0,5,0,13,32,101,63,47,266,0,0,0,7,4,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,5,18,11,13,0,3,0,55,0,0,0,0,3,20,69,50,22,164,0,0,0,10,0,0,8,0,0,14,0,5,0,33,11,4,0,0,0,56,0,0,0,11,0,0,0,0,0,19,0,0,0,7,13,36,106,116,36,312,0,18,17,105,57,79,77,20,3,368,0,0,0,0,0,5,4,3,0,9,0,4,0,23,3,0,3,0,0,41,0,0,0,0,6,0,3,0,0,12,5,21,27,81,14,13,8,4,0,177,0,0,0,13,3,10,17,3,0,43,0,0,0,17,5,4,0,0,0,19,0,0,3,7,17,45,78,59,13,220
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,4,7,10,9,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,25,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12
LGA24130,0,0,0,4,0,0,0,0,0,9,0,0,3,30,21,8,7,9,4,70,0,3,0,5,9,30,45,28,4,123,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,11,0,0,0,13,3,6,0,0,0,26,0,0,0,0,5,19,51,12,0,86,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,0,0,0,10,10,7,22,19,5,80,0,12,18,86,100,74,39,14,3,355,0,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,14,0,8,11,20,6,0,0,0,0,46,0,0,0,8,3,0,11,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,24,34,34,29,25,7,151
LGA24210,0,3,6,30,12,9,8,0,0,81,0,3,4,20,10,10,13,12,7,85,0,10,8,58,44,130,405,442,283,1385,0,5,6,21,13,6,13,10,0,76,0,32,43,146,101,41,19,12,0,401,0,0,5,19,34,59,69,18,12,223,10,97,251,719,319,297,315,136,21,2165,0,0,0,0,7,8,19,42,15,85,0,0,0,14,9,6,5,6,0,38,0,0,0,3,0,5,6,0,4,19,0,0,7,18,0,0,0,0,0,23,0,0,4,3,18,11,44,36,20,137,0,54,84,154,94,84,56,34,6,569,0,0,0,11,10,26,33,29,13,121,3,33,44,197,40,11,3,5,3,347,0,6,0,9,11,4,0,0,0,28,0,25,18,80,29,23,16,0,5,197,0,0,0,16,6,10,35,11,11,82,0,0,0,0,0,0,0,0,0,0,0,3,0,11,15,29,26,40,11,141
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,8,3,0,11,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,20,0,0,0,11,10,16,5,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,11,0,19
LGA24330,0,0,6,21,0,6,3,0,0,35,0,6,3,88,35,13,13,3,0,160,0,0,6,71,13,58,67,99,59,370,6,5,3,31,6,4,0,0,0,57,3,3,3,56,11,3,4,0,0,85,0,0,0,11,8,11,10,5,0,52,0,20,39,279,51,30,24,6,0,451,0,0,0,5,6,14,25,12,4,66,0,0,4,48,0,4,10,0,0,66,0,10,9,66,13,10,0,0,0,107,0,4,113,178,6,3,0,0,0,302,0,0,4,20,9,6,8,4,0,57,3,18,46,494,155,79,38,3,0,837,0,0,7,31,29,46,71,42,15,237,0,4,32,140,9,4,0,0,0,185,0,0,3,8,19,3,0,0,0,28,3,29,33,274,69,41,38,11,5,502,0,0,0,35,17,18,19,5,8,107,0,0,0,9,0,4,0,0,0,17,0,0,4,52,24,24,15,9,6,140
LGA24410,0,0,4,4,3,8,0,0,0,20,0,7,4,43,28,14,29,23,5,161,0,4,0,29,15,38,87,53,36,265,0,7,3,5,10,3,4,0,0,34,0,6,23,77,31,18,4,10,0,176,3,3,0,13,10,6,7,8,4,48,19,97,47,212,80,61,46,14,7,587,0,0,0,4,0,0,18,9,5,41,0,0,0,20,17,16,7,0,0,57,7,53,171,496,125,46,21,3,0,928,0,0,9,49,3,0,0,0,0,66,0,0,5,13,18,29,79,66,30,244,8,30,41,196,132,124,60,27,5,621,0,0,0,0,0,3,6,0,0,15,0,3,18,58,9,3,4,0,0,103,0,0,0,10,5,7,3,0,0,25,3,9,23,106,45,27,15,3,0,233,0,0,0,14,13,20,24,13,6,94,0,0,0,3,4,0,0,0,0,5,0,0,10,25,48,54,69,54,19,281
LGA24600,0,0,3,54,3,5,3,0,0,72,3,7,19,193,37,21,22,4,3,302,0,8,35,364,31,61,75,57,38,674,3,14,75,172,39,30,7,0,0,341,9,16,107,869,50,18,4,0,0,1081,0,0,9,36,20,11,9,3,0,86,4,33,784,1783,178,87,74,19,6,2971,0,0,0,3,0,19,13,11,5,42,0,4,31,90,9,4,4,3,0,140,0,0,105,79,6,3,3,0,0,196,0,0,251,200,6,5,0,0,0,462,0,3,13,60,11,13,20,13,7,135,13,27,261,952,213,147,58,27,3,1692,0,3,5,28,12,8,5,0,0,61,0,5,55,203,3,0,0,0,0,267,0,0,3,10,14,3,0,0,0,28,3,20,135,704,70,30,13,4,0,985,0,0,5,50,7,15,14,8,0,109,0,0,0,3,0,5,0,0,0,5,0,3,9,101,37,43,33,10,3,240
LGA24650,0,93,97,245,85,58,32,12,0,621,0,9,7,40,15,20,21,19,3,129,0,5,3,49,52,135,174,104,24,541,0,0,5,14,5,0,0,0,0,23,0,4,13,46,17,6,5,0,0,88,0,10,14,68,64,49,22,12,6,246,0,56,44,151,57,33,25,3,0,370,0,10,19,72,90,192,388,239,29,1042,0,3,10,69,21,10,14,5,0,138,3,11,63,212,61,19,7,0,0,367,0,5,19,119,9,4,5,0,0,158,0,0,0,3,14,9,37,35,3,107,40,356,417,647,246,168,58,12,0,1934,0,3,16,174,160,138,179,37,7,708,10,112,71,554,85,48,25,5,0,914,0,0,4,3,3,0,0,0,0,14,4,143,387,949,591,332,141,30,5,2580,0,0,5,45,35,47,46,10,3,189,0,38,54,154,103,59,30,4,0,444,0,4,0,36,27,59,51,33,10,230
LGA24780,0,0,0,8,9,4,0,0,0,30,0,0,0,5,0,5,0,0,3,17,0,0,0,17,3,23,87,69,52,252,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,22,87,420,85,28,8,0,0,648,0,0,0,0,0,0,3,4,0,8,0,0,0,7,0,0,0,0,0,12,0,0,4,7,0,0,0,0,0,12,0,0,3,28,5,0,0,0,0,34,0,0,0,6,3,5,16,15,3,43,0,20,16,55,45,30,27,10,6,208,0,0,0,0,0,0,0,0,0,3,0,8,8,10,0,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,8,17,79,13,0,0,0,0,129,0,0,0,0,0,0,0,0,0,4,0,3,13,41,6,6,5,0,0,72,0,0,0,7,8,13,10,16,4,54
LGA24850,0,8,3,26,15,6,3,0,0,63,0,3,0,19,7,11,11,10,0,61,0,4,0,9,7,29,51,36,8,148,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,9,0,0,0,14,5,10,6,0,0,35,0,5,6,14,5,16,0,0,0,37,0,0,0,3,4,11,28,18,0,71,0,0,0,14,6,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,5,11,10,25,14,4,62,4,31,36,89,59,54,48,8,3,336,0,0,5,9,9,16,7,7,0,47,0,7,3,32,10,0,0,0,0,50,0,0,0,4,9,0,0,0,0,15,0,11,19,42,19,0,4,0,0,92,0,0,0,4,0,3,0,0,0,14,0,0,0,10,6,3,0,0,0,27,0,0,0,13,4,19,22,18,0,77
LGA24900,0,0,0,4,3,5,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,7,28,37,19,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,22,108,10,9,3,0,0,162,0,0,0,0,0,0,11,8,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,5,0,0,6,4,0,6,30,23,7,73,0,9,19,39,33,38,30,20,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,40,7,0,0,0,0,65,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,17,17,4,54
LGA24970,0,4,7,36,10,6,11,8,4,82,0,4,9,58,25,19,22,16,15,173,0,5,17,80,49,130,273,326,220,1105,5,26,51,57,39,15,22,7,0,219,4,51,113,399,196,85,31,15,0,894,0,0,5,19,21,31,24,28,4,125,4,82,462,1209,379,441,395,179,29,3179,0,0,0,0,3,6,16,25,8,60,0,0,23,104,27,61,38,24,16,294,0,0,14,25,8,11,10,5,0,76,0,6,131,182,16,11,0,0,0,341,0,0,4,18,19,23,41,37,21,157,24,86,176,312,158,134,84,52,8,1041,0,0,0,14,4,13,15,12,3,50,3,52,104,328,53,20,9,3,0,573,0,0,5,3,6,3,0,0,0,17,11,37,72,318,90,62,36,6,0,632,0,5,3,49,24,59,83,33,16,272,0,0,3,4,0,3,3,0,0,17,0,11,10,29,39,42,43,54,29,258
LGA25060,0,6,9,37,20,19,8,0,0,91,0,5,3,108,30,27,29,17,8,233,0,11,9,127,63,292,565,603,374,2044,0,9,6,34,13,5,4,0,0,78,0,0,13,60,16,0,0,3,0,102,0,0,4,30,38,50,35,17,10,174,0,9,29,187,59,33,34,11,3,366,0,0,0,7,17,38,87,89,43,278,0,0,0,33,7,13,10,5,0,64,0,0,0,8,6,3,4,0,0,17,0,0,192,181,3,0,0,0,0,382,0,3,5,17,6,16,31,16,11,106,3,41,63,302,156,85,46,19,6,724,0,0,0,17,23,33,40,25,6,145,0,6,28,103,12,7,3,0,0,172,0,0,0,4,3,4,0,3,0,18,0,25,28,162,40,23,32,15,0,317,0,0,0,36,14,26,33,14,11,128,0,0,0,7,3,0,0,0,0,12,0,4,6,41,37,46,39,18,5,194
LGA25150,0,0,0,3,0,0,0,0,0,6,0,0,3,12,7,11,9,9,0,54,0,0,0,6,5,28,27,19,3,83,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,5,0,0,0,3,5,6,0,0,0,16,0,0,4,3,6,24,52,12,4,112,0,0,0,6,4,4,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,4,3,11,12,31,18,7,76,0,16,16,78,73,50,39,14,0,281,0,0,0,4,0,7,11,0,0,20,0,0,0,16,4,3,0,0,0,22,0,0,0,3,7,0,0,0,0,6,0,3,0,23,13,0,3,0,0,49,0,0,3,0,0,0,4,4,0,16,0,0,0,4,0,3,0,0,0,10,0,0,6,14,19,20,33,18,7,114
