LGA_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
LGA25710,0,68,0,69,2212,71,2357,6,40,0,50,1931,52,2035,579,52,12,641,2078,73,2791,2383,35,50,2463,1041,126,3634,2198,67,33,2297,2307,143,4747,331,377,5,711,3716,126,4551,55,653,0,705,2425,125,3255,3,126,0,136,1245,72,1456,0,6,0,6,300,34,340,5552,1418,103,7071,17263,816,25155,7,97,0,103,2066,51,2223,23,96,0,122,1623,45,1791,869,105,41,1011,1693,75,2781,2939,84,123,3139,772,112,4023,2238,159,60,2453,2541,127,5129,165,956,8,1133,3472,142,4747,27,1040,5,1069,2205,112,3390,4,148,0,151,1217,82,1452,0,3,0,0,492,43,539,6264,2683,240,9192,16081,793,26073,7,164,0,170,4273,132,4572,30,136,0,168,3557,94,3823,1447,156,48,1650,3773,147,5573,5321,116,172,5607,1819,239,7660,4437,222,95,4752,4847,277,9874,498,1332,15,1839,7189,266,9297,83,1692,5,1777,4627,235,6646,9,280,0,284,2467,150,2909,0,10,0,9
LGA25810,0,7,0,7,228,37,271,15,9,0,22,263,17,305,180,15,8,202,401,79,679,276,10,9,292,224,52,573,168,15,0,187,457,62,696,40,62,0,104,767,85,950,14,70,0,83,742,103,927,0,14,0,16,419,69,497,0,0,0,0,115,37,148,684,197,18,901,3606,542,5051,3,17,0,24,239,26,291,24,12,3,34,209,13,257,255,24,18,298,318,47,668,314,11,16,340,160,43,550,164,61,10,229,470,55,757,24,147,3,174,693,73,941,5,99,0,104,700,75,882,0,16,0,16,425,80,519,0,3,0,5,164,73,242,784,387,53,1222,3385,499,5101,3,29,0,29,467,68,559,31,18,6,56,471,33,566,430,39,26,495,721,130,1348,586,16,20,631,389,101,1117,326,78,5,412,923,117,1458,65,211,5,276,1460,159,1891,17,170,5,189,1445,180,1804,0,28,0,27,847,144,1022,0,3,0,5
LGA25900,3,57,0,59,1513,85,1659,13,37,0,48,2409,197,2654,561,134,9,701,9425,862,10991,2614,128,34,2775,5532,641,8944,2245,95,46,2388,4236,556,7182,573,193,9,772,4596,427,5799,70,377,3,451,3190,295,3935,19,126,0,142,1706,204,2052,0,4,0,4,481,107,597,6092,1145,104,7339,33095,3376,43814,0,74,0,70,1471,80,1631,26,86,0,112,2584,207,2898,980,310,24,1308,9974,847,12130,3271,303,93,3669,5037,635,9335,2291,203,59,2555,4528,418,7499,252,487,5,748,4718,341,5808,32,783,4,820,3071,226,4123,22,154,0,171,1828,219,2212,0,11,0,11,672,192,876,6866,2405,186,9459,33884,3164,46502,7,129,0,131,2983,170,3289,38,123,0,160,4990,401,5551,1540,438,31,2011,19401,1707,23118,5883,428,128,6440,10572,1272,18287,4536,300,105,4941,8766,973,14681,822,680,18,1518,9311,769,11604,103,1159,9,1271,6262,521,8050,34,281,0,311,3532,423,4268,0,15,0,14
LGA25990,0,10,0,10,151,42,209,9,7,0,18,118,24,158,102,4,0,107,154,64,325,157,9,7,173,120,115,402,133,18,3,150,330,104,589,35,40,0,74,484,96,651,0,43,0,44,566,102,708,0,4,0,8,263,50,322,0,0,0,0,73,20,88,435,130,11,582,2261,611,3447,3,16,0,19,137,33,183,18,5,0,20,104,18,140,151,12,11,180,114,26,319,203,15,14,234,102,41,369,111,45,7,162,316,59,532,17,81,0,98,453,34,579,3,59,0,60,486,43,594,0,9,0,10,241,27,278,0,0,0,0,92,9,103,503,242,35,780,2038,281,3097,0,20,0,27,288,73,387,24,10,0,37,226,35,295,254,24,13,288,264,89,645,356,21,20,404,227,151,778,240,61,13,319,640,161,1123,49,120,0,168,937,128,1228,9,98,0,103,1051,142,1302,4,11,0,18,503,77,602,0,0,0,0
LGA26080,0,0,0,0,72,10,82,0,0,0,4,48,0,51,16,4,0,20,56,3,81,63,0,0,67,26,4,101,51,4,0,56,71,9,138,16,12,0,29,198,24,251,7,64,0,70,299,28,396,0,19,0,19,186,26,229,0,0,0,0,68,12,75,155,115,0,270,1013,119,1403,0,0,0,0,38,8,45,0,4,0,0,41,3,43,17,7,0,25,42,0,71,79,3,0,92,27,8,124,72,7,0,78,86,10,172,9,46,0,57,251,14,319,0,109,0,112,271,25,404,0,12,0,16,237,28,279,0,0,0,0,90,5,95,194,183,0,373,1078,112,1560,0,5,0,5,104,15,129,3,0,0,3,81,7,96,37,4,0,41,100,12,153,148,5,0,156,51,20,226,122,7,3,137,161,20,311,25,58,0,88,445,37,574,4,174,0,181,564,58,798,5,33,0,34,422,55,512,0,0,0,0
LGA26170,0,36,0,37,739,78,854,31,16,0,52,523,40,617,417,28,14,462,696,90,1253,855,24,31,914,483,118,1513,544,54,19,616,1154,116,1888,125,181,5,310,1865,156,2332,15,241,0,260,1985,154,2396,0,50,0,51,1062,118,1225,0,0,0,0,296,52,350,1999,630,66,2701,8802,924,12428,0,75,0,80,671,79,831,48,32,0,81,392,36,512,632,74,38,747,543,94,1379,997,40,60,1097,396,122,1612,540,138,27,702,1220,106,2030,53,470,7,528,1831,146,2511,12,362,4,377,1885,162,2415,0,55,0,55,1045,124,1228,4,12,0,10,444,51,505,2295,1243,138,3674,8424,919,13017,3,109,0,116,1412,158,1690,78,52,0,127,918,82,1127,1055,104,50,1207,1242,178,2628,1858,60,91,2010,875,241,3123,1087,184,43,1319,2373,222,3917,180,651,8,837,3696,306,4840,25,599,8,635,3868,317,4817,8,98,0,108,2111,239,2454,4,10,0,8
LGA26260,0,18,0,23,446,32,504,13,9,0,27,349,18,395,263,21,4,284,512,54,849,437,13,12,464,277,44,796,309,17,4,335,586,56,980,57,46,0,110,986,58,1156,13,86,0,100,982,78,1156,0,33,0,35,542,55,628,0,3,0,3,184,23,211,1098,256,23,1384,4878,419,6672,10,36,0,51,359,42,453,38,19,0,54,285,28,366,343,28,22,387,374,47,810,581,29,30,636,221,44,908,272,68,6,344,631,51,1028,16,181,8,210,974,68,1246,8,174,0,180,935,67,1183,0,35,0,40,616,70,724,0,0,0,0,337,41,380,1269,570,57,1899,4728,465,7094,9,57,0,72,808,76,956,56,22,3,84,639,46,763,602,44,21,670,892,90,1660,1020,43,39,1103,500,91,1700,582,90,7,673,1219,117,2006,79,231,8,318,1957,126,2398,23,264,0,285,1914,141,2342,4,71,0,74,1157,127,1349,0,3,0,3
LGA26350,4,55,0,67,2028,115,2205,7,49,0,52,3464,167,3690,545,135,3,690,10155,652,11498,2680,79,36,2793,4309,407,7510,2324,48,26,2401,3350,282,6036,507,167,0,676,4171,258,5102,76,570,0,644,3148,200,3996,21,208,4,233,2302,184,2721,0,13,0,14,900,115,1030,6168,1320,73,7570,33835,2390,43790,4,83,0,86,2216,106,2405,7,105,0,116,4134,242,4501,977,300,16,1298,10312,638,12247,3244,180,75,3502,3653,372,7524,2531,144,46,2728,3579,289,6593,302,513,10,831,4523,230,5582,51,1168,5,1226,3525,226,4985,21,293,0,313,2831,209,3351,3,19,0,24,1455,237,1714,7152,2822,157,10131,36223,2542,48902,12,137,0,146,4241,221,4609,16,157,4,173,7598,416,8189,1521,441,21,1990,20464,1288,23743,5931,262,113,6299,7962,774,15042,4859,190,78,5122,6927,576,12626,812,682,12,1507,8688,489,10682,127,1738,5,1872,6673,430,8975,47,499,4,547,5135,391,6073,5,36,0,37
LGA26430,0,14,0,19,217,31,267,14,10,0,19,193,23,242,126,16,0,143,265,29,431,254,7,8,271,203,52,523,174,20,4,196,375,62,629,31,53,0,84,738,102,930,8,83,0,90,907,100,1094,0,23,0,27,463,49,537,0,0,0,0,145,26,178,612,220,13,846,3509,484,4838,0,11,0,12,207,29,253,21,9,3,29,117,14,164,210,20,5,242,203,33,474,320,24,20,373,188,53,610,172,50,7,224,402,69,699,15,152,0,166,763,87,1017,10,135,0,143,766,83,988,0,29,0,29,455,39,531,0,0,0,0,218,35,257,751,426,41,1216,3327,450,4998,3,25,0,32,427,61,520,32,16,3,54,311,39,404,343,32,5,385,459,63,911,581,34,28,642,398,98,1137,348,70,7,424,778,132,1337,45,199,4,245,1498,196,1947,12,213,0,233,1664,184,2090,0,52,0,51,920,96,1068,0,0,0,0
LGA26490,0,35,0,33,970,61,1065,7,19,0,29,778,39,838,416,35,3,463,1198,93,1756,1600,36,36,1672,741,134,2548,1145,25,20,1198,1191,129,2521,182,183,4,370,1899,119,2385,28,379,0,409,1740,154,2302,3,50,0,57,894,73,1026,0,0,0,0,229,55,284,3386,771,70,4226,9644,859,14726,0,50,0,51,899,82,1032,13,25,0,39,642,37,718,623,82,25,724,1079,111,1906,1932,69,90,2089,601,140,2829,1084,91,24,1201,1326,128,2655,77,452,6,541,1894,117,2555,14,592,6,613,1575,136,2322,0,60,0,61,918,89,1070,0,3,0,3,361,92,455,3741,1420,157,5320,9288,926,15530,5,85,0,92,1870,137,2093,20,39,0,62,1420,76,1556,1038,120,30,1184,2272,201,3662,3529,108,132,3765,1334,274,5371,2233,118,48,2395,2519,256,5178,264,633,10,907,3794,238,4936,42,974,11,1021,3314,292,4628,3,117,0,120,1817,159,2099,0,3,0,3
LGA26610,6,25,0,25,522,72,616,27,20,0,44,511,47,607,378,28,9,420,954,166,1537,580,9,7,600,605,136,1342,290,24,0,318,731,116,1172,54,133,3,191,1141,142,1476,18,88,0,106,953,99,1158,0,15,0,18,519,70,604,0,0,0,0,181,30,213,1351,341,24,1713,6120,887,8722,9,38,3,46,405,46,503,42,46,4,93,424,56,573,579,59,29,670,726,142,1535,702,32,31,765,426,136,1337,270,86,12,361,716,80,1164,29,306,0,334,925,113,1376,12,167,0,181,820,91,1093,0,22,0,25,611,77,713,0,0,0,0,323,60,385,1638,762,80,2480,5388,808,8673,11,61,3,74,926,117,1120,65,61,4,133,937,109,1180,958,91,37,1086,1676,307,3074,1278,46,43,1366,1037,274,2672,557,109,13,681,1453,203,2335,84,439,8,525,2074,258,2852,25,255,4,284,1773,186,2250,5,35,0,42,1128,147,1321,0,0,0,0
LGA26670,0,4,0,4,135,23,164,6,7,0,9,80,6,98,76,10,0,86,149,16,245,151,5,3,158,107,31,297,116,14,0,130,214,35,381,21,41,0,68,459,44,569,3,49,0,53,441,51,544,0,14,0,14,240,31,276,0,0,0,0,66,17,87,366,145,10,522,1887,255,2665,0,5,0,7,112,13,133,10,3,0,16,67,11,99,104,14,3,118,89,22,237,199,12,4,217,90,21,325,107,21,0,135,221,33,387,10,95,0,102,412,33,543,5,74,0,79,359,42,486,0,12,0,12,220,25,257,0,0,0,0,102,32,131,433,237,13,686,1673,238,2592,0,13,0,13,238,40,294,21,10,0,33,145,17,199,177,20,6,206,240,36,484,346,16,7,372,198,56,625,223,40,3,266,440,68,772,28,133,5,168,872,76,1116,10,125,0,135,803,90,1031,0,15,0,15,457,60,533,0,0,0,0
LGA26700,7,33,0,41,796,72,904,33,17,0,47,544,41,632,466,43,3,517,856,93,1462,878,31,13,924,553,97,1575,580,61,5,652,1072,92,1813,87,157,0,249,1619,99,1964,22,208,5,228,1555,133,1919,8,32,0,35,979,83,1107,0,3,0,4,313,55,372,2076,594,33,2700,8292,762,11752,8,70,0,78,719,76,878,70,42,0,115,496,43,658,623,63,40,721,772,90,1580,1054,51,54,1155,471,97,1723,566,149,18,734,1200,107,2045,50,440,5,491,1555,121,2166,11,341,0,356,1489,89,1940,5,58,0,60,1094,118,1271,0,4,0,4,502,76,578,2384,1212,120,3719,8303,819,12844,16,101,0,119,1516,145,1775,103,55,0,165,1045,88,1291,1085,105,44,1240,1629,186,3051,1923,82,71,2078,1024,193,3303,1149,210,28,1384,2274,200,3859,138,602,6,739,3172,219,4135,35,547,5,589,3048,224,3858,6,92,0,103,2069,207,2379,0,9,0,8
LGA26730,5,28,0,31,942,84,1063,37,21,0,58,789,69,917,579,61,19,654,1457,127,2235,1087,39,32,1158,712,158,2035,679,66,18,764,1203,120,2083,122,179,0,298,1723,91,2115,17,264,0,284,1535,98,1918,0,56,0,57,900,88,1041,0,0,0,4,329,54,387,2518,713,66,3297,9599,893,13788,3,60,0,68,913,67,1045,47,61,7,113,771,41,926,823,108,46,976,1175,121,2271,1380,84,69,1522,543,133,2200,677,155,24,855,1399,100,2356,69,477,8,553,1819,106,2480,25,405,0,426,1611,117,2160,6,75,0,77,1117,123,1318,5,4,0,6,557,114,680,3030,1412,152,4599,9906,927,15433,8,96,0,101,1855,152,2107,81,79,7,168,1563,108,1835,1402,165,60,1629,2627,249,4509,2465,119,103,2681,1256,295,4233,1359,219,43,1614,2603,217,4444,193,655,8,856,3539,206,4592,47,662,0,708,3149,218,4080,3,127,0,131,2019,211,2362,3,3,0,8
LGA26810,10,53,0,65,1103,121,1292,49,27,0,82,936,155,1174,729,52,24,799,1403,537,2741,1264,38,36,1346,816,483,2643,652,74,25,744,1615,299,2662,125,238,3,371,2653,267,3291,36,292,0,330,2685,273,3285,3,45,0,47,1325,113,1488,0,6,0,6,356,59,418,2861,832,96,3786,12904,2308,18996,13,89,0,100,1009,119,1228,95,71,4,172,756,78,1006,1072,95,62,1231,1000,203,2431,1507,83,106,1694,662,205,2564,639,219,32,886,1810,208,2905,78,612,0,698,2495,192,3377,18,437,0,451,2478,222,3150,0,57,0,61,1411,143,1614,0,4,0,4,536,78,622,3427,1664,206,5292,12158,1437,18895,21,139,0,161,2115,243,2514,145,96,4,248,1700,234,2180,1804,143,80,2032,2406,736,5166,2771,126,140,3036,1482,692,5206,1289,291,52,1632,3420,512,5565,201,861,12,1066,5150,459,6671,52,727,0,780,5160,492,6433,6,106,0,111,2740,260,3105,0,7,0,7
LGA26890,0,0,0,0,66,10,84,6,3,0,11,71,5,86,57,7,4,61,108,9,182,119,4,7,123,54,20,192,64,10,0,72,143,28,246,9,21,4,33,300,25,358,0,20,0,23,271,40,328,0,0,0,0,126,22,151,0,0,0,0,42,6,52,255,60,9,325,1185,162,1678,0,0,0,0,68,7,79,9,3,0,11,36,5,50,83,10,5,99,65,4,178,135,3,3,145,40,21,201,44,25,3,70,168,32,267,7,48,0,52,256,26,333,0,34,0,33,219,34,288,0,5,0,5,136,30,169,0,3,0,3,78,6,91,279,130,14,425,1065,163,1653,6,3,0,5,140,21,162,13,3,0,25,110,13,139,140,13,7,163,179,12,358,251,10,8,263,92,35,393,112,31,3,142,307,58,513,13,67,4,87,553,50,693,0,51,0,55,487,74,621,0,6,0,6,263,45,319,0,4,0,4
LGA26980,7,105,0,107,4828,153,5091,31,118,0,149,6171,386,6700,1554,127,11,1694,9472,780,11947,6350,94,59,6503,4298,436,11230,4549,100,48,4706,5695,360,10765,865,446,16,1324,7315,258,8897,164,1081,6,1247,5394,296,6941,30,307,0,335,3980,240,4557,7,14,0,23,1834,213,2067,13553,2388,143,16091,48986,3115,68197,12,177,0,193,4568,140,4897,65,199,0,263,5439,334,6040,2522,262,38,2828,8242,615,11683,7757,196,164,8108,3555,410,12074,4646,214,93,4953,6634,326,11911,447,1248,29,1722,7791,304,9818,180,1866,16,2063,5948,305,8316,41,335,0,378,5351,346,6071,5,11,0,13,2932,450,3405,15666,4511,342,20519,50459,3228,74202,24,280,0,302,9395,288,9984,96,310,3,412,11605,719,12736,4078,391,57,4515,17710,1399,23627,14103,288,217,14607,7851,843,23300,9198,315,145,9661,12328,686,22674,1315,1696,41,3046,15112,562,18721,345,2947,23,3312,11340,601,15256,67,644,6,712,9328,585,10629,9,27,0,34
LGA27070,15,208,0,221,6195,367,6780,92,186,0,280,6803,472,7557,3972,291,44,4309,12289,1091,17692,10133,168,120,10422,7307,897,18630,4510,156,42,4714,8376,637,13729,695,641,16,1352,8916,482,10754,147,1047,12,1203,6447,377,8029,21,221,0,244,3638,300,4183,3,11,0,11,1143,170,1322,19592,2935,236,22761,61117,4792,88666,20,345,3,370,5648,329,6342,258,326,6,587,5944,358,6890,6783,575,157,7508,9710,968,18182,11819,296,276,12391,5395,819,18605,4251,556,89,4900,8684,542,14122,360,2247,25,2638,8761,485,11876,133,1698,20,1852,6863,450,9163,26,216,3,248,4189,380,4818,3,9,0,8,1669,331,2014,23655,6265,580,30498,56855,4664,92021,27,553,3,586,11845,696,13122,358,509,6,872,12742,826,14445,10751,867,198,11820,21992,2064,35876,21953,472,398,22816,12698,1718,37234,8763,717,128,9615,17063,1179,27849,1058,2885,45,3985,17672,970,22630,282,2742,28,3048,13312,830,17191,52,440,3,493,7830,681,9006,9,17,0,20
LGA27170,9,48,0,59,1344,86,1485,69,40,0,112,1175,84,1362,902,75,38,1015,1689,182,2887,1394,46,39,1484,939,153,2576,774,86,16,880,1501,126,2502,143,194,3,338,1927,116,2388,30,218,0,250,1787,113,2153,3,35,0,41,936,69,1045,0,0,0,0,292,31,326,3322,753,105,4181,11587,957,16729,14,103,0,116,1111,80,1312,111,82,9,198,941,78,1213,1320,110,89,1517,1279,163,2959,1729,79,92,1907,817,140,2865,742,223,35,1003,1583,105,2694,65,527,5,601,1950,102,2647,10,376,0,387,1833,113,2336,4,63,0,69,1131,94,1291,0,0,0,0,462,58,519,4005,1570,229,5799,11107,929,17840,16,154,0,173,2461,169,2797,179,115,9,304,2113,155,2574,2227,190,121,2536,2970,345,5849,3127,126,134,3387,1757,295,5438,1520,307,57,1886,3085,231,5198,202,726,8,941,3881,217,5034,44,596,4,643,3620,226,4491,10,99,4,107,2067,163,2334,0,3,0,3
LGA27260,29,309,3,340,7428,589,8356,217,282,3,500,8320,948,9771,5645,425,79,6143,15942,2458,24543,16326,267,153,16748,10650,2126,29524,5661,284,67,6013,8981,993,15991,869,637,18,1519,8553,582,10655,189,870,8,1064,5502,365,6936,17,144,0,163,2480,203,2847,4,6,0,6,565,89,659,28953,3217,337,32507,68425,8350,109284,52,500,3,552,6601,504,7661,517,494,27,1036,6625,604,8262,11158,690,246,12091,12490,1883,26471,17667,459,297,18423,7581,1561,27561,4739,743,139,5620,8981,794,15395,504,1911,49,2463,8383,508,11359,197,1420,12,1632,5463,387,7480,14,168,9,180,2797,236,3220,4,10,0,11,1021,160,1189,34845,6394,779,42015,59938,6647,108604,77,810,12,894,14030,1094,16018,731,771,31,1539,14946,1553,18034,16803,1112,323,18237,28436,4338,51014,33994,733,454,35175,18226,3681,57085,10404,1024,208,11635,17960,1791,31385,1371,2551,65,3986,16937,1091,22013,384,2292,23,2704,10965,754,14415,25,310,9,340,5278,438,6061,6,12,0,19
LGA27350,0,26,3,33,1060,71,1165,10,42,0,57,2686,191,2938,526,167,4,699,11623,710,13037,2169,121,34,2325,5114,458,7903,1618,54,21,1700,3113,317,5132,373,112,5,495,3499,287,4277,66,326,0,392,2322,176,2896,7,106,0,111,1223,87,1423,0,3,0,3,426,45,473,4773,971,77,5823,31077,2351,39249,3,58,0,65,1254,76,1393,25,84,0,109,3342,194,3650,852,388,13,1261,11943,677,13879,2651,222,74,2948,3978,375,7302,1629,132,44,1808,3028,255,5088,170,343,7,518,3415,212,4145,31,603,4,635,2495,170,3301,3,153,0,163,1505,113,1780,0,9,0,9,731,53,790,5373,1993,147,7517,31693,2121,41333,6,86,3,94,2319,147,2557,27,126,9,166,6034,389,6582,1380,559,20,1964,23561,1391,26917,4814,348,111,5275,9098,830,15204,3248,190,65,3511,6140,575,10219,543,458,14,1010,6918,500,8427,94,930,9,1029,4814,346,6200,12,267,0,278,2725,199,3199,0,12,0,12
LGA27450,6,188,0,198,4501,226,4929,88,109,4,202,4090,207,4499,2698,185,57,2939,6099,425,9468,5902,149,144,6201,3276,399,9875,3817,220,82,4121,5903,477,10494,579,786,9,1378,8053,412,9845,99,1152,15,1265,6172,322,7767,21,253,3,278,3609,248,4135,0,8,0,10,996,78,1086,13219,3053,316,16587,42696,2797,62089,18,334,0,356,3978,199,4531,168,251,6,422,3616,147,4190,3703,434,222,4357,4915,387,9659,6975,265,370,7616,2518,369,10499,3714,588,119,4422,6183,421,11027,285,2185,27,2498,7559,371,10431,69,1961,11,2039,6209,347,8593,22,294,0,315,3881,223,4419,3,6,0,13,1460,119,1590,14963,6314,762,22030,40314,2604,64947,29,523,3,551,8483,428,9465,262,354,12,626,7708,355,8692,6393,620,276,7300,11016,812,19122,12880,416,517,13814,5790,770,20374,7534,809,202,8540,12081,903,21524,864,2972,35,3874,15613,782,20271,174,3112,23,3307,12383,668,16358,44,544,3,589,7491,473,8550,3,20,0,21
LGA27630,0,11,0,11,149,25,186,8,0,0,8,123,9,143,94,8,5,105,168,18,295,155,4,3,164,97,22,277,97,7,0,104,219,23,348,16,52,0,66,485,35,590,4,29,0,33,439,47,517,3,9,0,11,241,40,293,0,0,0,0,100,25,125,380,114,7,500,2025,243,2769,0,15,0,15,120,21,161,13,11,0,23,71,5,103,133,10,13,161,117,24,294,176,8,10,193,84,21,301,86,31,4,119,233,39,393,15,107,0,116,391,28,539,0,48,0,48,401,32,484,0,8,0,5,275,41,326,0,0,0,3,130,40,168,425,236,30,694,1823,253,2765,0,27,0,27,271,49,347,25,11,0,31,200,19,241,226,16,17,261,284,42,589,332,11,10,360,183,44,580,181,37,4,225,452,62,740,27,156,0,187,878,66,1127,4,76,0,85,844,80,1001,0,12,0,18,517,78,616,0,0,0,3
LGA29399,0,0,0,0,13,10,23,0,0,0,0,53,27,80,4,0,0,8,99,39,151,15,0,0,17,33,12,61,10,0,0,11,28,13,58,0,0,0,0,28,4,35,0,4,0,4,24,6,34,0,0,0,0,9,5,8,0,0,0,0,0,0,0,32,5,0,36,294,117,456,0,0,0,0,28,10,39,0,0,0,0,53,34,91,3,0,0,3,69,31,104,16,0,0,25,25,15,55,10,0,0,9,27,13,49,0,4,0,3,31,9,38,0,0,0,3,15,7,23,0,0,0,0,0,5,6,0,0,0,0,0,0,0,36,11,0,43,255,121,418,0,0,0,0,45,19,61,0,0,0,0,108,62,168,10,0,0,11,172,75,258,40,0,3,40,49,22,121,17,0,0,20,59,31,105,0,4,0,9,62,7,77,0,8,0,7,39,19,56,0,0,0,0,10,11,16,0,0,0,0
