UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL221016,..,0,0,0,0,0,0,0,0,3,..,4,0,0,4,0,5,3,0,17,0,0,0,0,0,0,0,0,0,3,153,60,54,86,52,34,20,8,5,471,..,0,52,118,82,39,35,5,0,334,..,5,26,27,15,14,3,0,0,97,..,0,3,8,10,0,0,0,0,27,299,..,..,..,..,..,..,..,..,299,..,56,..,..,..,..,..,..,..,56,..,43,4,0,0,0,0,0,0,49,..,0,0,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,4,0,7,..,4,0,3,4,0,6,3,0,29,0,0,0,0,3,0,0,0,0,11,299,113,98,164,113,67,50,10,4,916
UCL221017,..,0,0,0,0,0,4,0,0,3,..,0,3,0,6,12,19,14,3,60,0,0,0,3,0,0,0,0,0,6,75,43,49,47,49,72,73,31,4,434,..,0,28,44,62,87,78,28,0,326,..,12,29,17,11,22,5,0,0,91,..,0,6,11,7,0,8,3,4,33,165,..,..,..,..,..,..,..,..,165,..,23,..,..,..,..,..,..,..,23,..,36,12,5,6,3,0,0,0,65,..,3,0,0,3,3,0,0,3,12,..,0,0,0,0,0,0,0,0,9,..,0,7,0,0,0,6,0,0,8,..,0,8,6,11,22,36,19,4,114,0,0,3,9,3,4,0,0,0,19,165,79,91,90,109,141,136,58,11,876
UCL221018,..,3,3,0,4,3,6,0,0,13,..,0,3,0,9,21,21,24,15,94,0,0,0,0,0,0,0,0,0,8,48,36,34,24,58,86,82,45,26,436,..,0,9,23,53,88,99,47,16,335,..,8,22,5,17,13,13,0,0,81,..,0,4,9,16,9,6,6,0,38,100,..,..,..,..,..,..,..,..,100,..,25,..,..,..,..,..,..,..,25,..,26,10,6,0,5,0,0,0,44,..,5,5,0,0,9,0,3,0,19,..,0,0,0,3,0,0,0,0,5,..,3,5,0,3,3,5,9,0,34,..,5,11,8,18,32,46,32,19,173,0,4,5,0,0,0,6,0,0,20,100,78,67,57,111,154,174,85,41,869
UCL221019,..,0,0,0,0,0,0,0,0,9,..,0,0,9,14,32,22,17,8,90,0,0,0,0,0,3,3,0,0,8,51,30,38,52,59,79,77,33,17,431,..,0,31,32,39,56,64,27,12,263,..,7,18,15,23,24,22,9,0,116,..,0,3,19,8,14,4,0,5,53,111,..,..,..,..,..,..,..,..,111,..,20,..,..,..,..,..,..,..,20,..,21,10,3,4,4,0,0,0,47,..,0,3,0,0,3,9,5,4,25,..,0,0,0,0,0,0,0,0,7,..,6,0,5,5,3,9,0,0,20,..,0,3,13,29,46,38,27,14,164,5,0,0,0,0,4,4,0,0,12,115,60,74,85,110,153,140,70,27,844
UCL221020,..,0,4,0,0,0,0,0,0,8,..,4,0,6,16,15,22,12,24,101,0,0,0,0,0,0,0,6,0,3,54,29,27,35,39,74,72,46,23,397,..,0,13,21,25,62,82,45,7,251,..,8,10,9,15,16,15,0,0,69,..,0,0,10,12,8,6,0,4,45,97,..,..,..,..,..,..,..,..,97,..,13,..,..,..,..,..,..,..,13,..,25,15,3,5,9,0,0,0,54,..,3,5,0,0,6,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,4,0,3,7,4,6,0,19,..,4,9,16,27,43,46,27,22,194,0,0,0,0,0,0,0,6,0,12,97,57,56,66,86,151,150,81,32,776
UCL221021,..,0,3,0,0,0,0,0,0,8,..,4,4,9,0,14,7,8,0,49,0,0,0,5,0,0,0,0,0,8,61,36,58,64,38,55,28,9,0,352,..,3,29,38,32,55,39,10,5,202,..,16,42,27,18,10,3,0,0,110,..,3,8,15,11,0,0,0,0,35,125,..,..,..,..,..,..,..,..,125,..,13,..,..,..,..,..,..,..,13,..,20,9,3,0,0,0,0,0,40,..,5,5,0,0,4,0,0,0,15,..,3,3,0,0,0,0,0,0,9,..,0,6,3,0,0,0,0,0,15,..,3,7,7,9,23,22,8,0,92,0,0,3,0,4,6,0,0,0,15,125,64,105,99,72,108,65,19,9,669
UCL221022,..,4,0,0,0,0,0,3,0,10,..,0,4,0,3,3,17,0,8,41,0,0,0,0,0,0,0,0,0,0,34,17,19,31,41,29,42,19,3,234,..,0,12,27,40,37,48,23,4,195,..,0,20,7,8,9,4,4,0,45,..,0,0,3,7,5,3,0,0,17,83,..,..,..,..,..,..,..,..,83,..,17,..,..,..,..,..,..,..,17,..,3,7,6,0,0,0,0,0,12,..,0,0,0,5,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,10,0,4,0,0,0,0,0,14,..,0,6,10,13,16,25,12,8,79,0,0,0,0,0,0,0,0,0,0,83,32,47,49,70,60,86,37,8,477
UCL221023,..,0,0,0,0,0,4,0,0,4,..,0,0,0,7,17,31,25,3,75,0,6,0,0,0,0,0,0,0,3,43,23,17,20,40,61,66,43,5,315,..,0,6,6,14,47,47,42,5,174,..,5,6,7,19,12,14,0,0,57,..,0,6,8,14,12,0,4,5,47,75,..,..,..,..,..,..,..,..,75,..,16,..,..,..,..,..,..,..,16,..,15,6,9,5,4,0,0,0,41,..,0,0,0,0,9,6,6,0,14,..,0,5,3,0,0,0,0,0,9,..,0,0,0,0,4,4,0,0,13,..,0,0,5,17,33,58,36,3,156,0,4,0,0,0,0,4,0,0,11,75,41,26,34,79,123,123,89,15,603
UCL221024,..,0,0,0,0,0,5,0,0,16,..,0,7,0,4,8,20,11,4,57,0,0,0,0,0,3,0,0,0,12,34,29,32,23,65,95,115,41,19,454,..,0,24,18,55,119,140,69,12,428,..,9,12,14,21,25,20,4,0,96,..,3,4,5,11,0,8,4,7,43,91,..,..,..,..,..,..,..,..,91,..,23,..,..,..,..,..,..,..,23,..,27,5,4,6,6,0,0,0,50,..,5,0,0,4,0,0,0,0,9,..,6,5,0,3,3,0,0,0,10,..,0,0,3,0,6,10,0,0,24,..,3,9,11,14,15,31,19,5,110,0,5,0,0,3,3,3,3,0,19,93,75,56,51,119,176,210,94,29,900
UCL221025,..,0,0,5,0,3,5,0,0,16,..,0,3,5,9,16,17,16,17,78,3,0,0,0,6,0,0,0,0,8,51,11,35,25,39,54,57,31,17,324,..,0,24,23,28,45,59,37,8,226,..,7,9,5,4,4,0,4,0,41,..,0,4,5,8,7,0,0,0,22,84,..,..,..,..,..,..,..,..,84,..,11,..,..,..,..,..,..,..,11,..,14,0,6,6,3,0,0,0,25,..,0,0,0,0,6,4,4,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,5,4,5,5,0,0,21,..,4,10,13,16,31,41,25,22,152,3,3,0,0,4,3,4,0,0,15,86,36,63,56,71,100,105,71,28,619
UCL221026,..,5,0,5,6,3,0,0,0,13,..,0,4,5,9,12,11,7,11,55,0,5,0,4,0,0,0,0,0,10,30,29,27,29,45,52,38,21,17,295,..,0,7,18,27,50,52,22,4,186,..,4,11,12,13,12,3,3,0,57,..,0,0,3,4,11,0,7,0,33,68,..,..,..,..,..,..,..,..,68,..,19,..,..,..,..,..,..,..,19,..,12,6,0,5,0,0,0,0,23,..,3,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,0,..,3,9,3,6,9,4,0,0,33,..,0,9,14,25,24,44,18,21,160,0,9,0,3,4,3,0,0,0,23,70,48,60,53,90,109,117,48,27,623
UCL221027,..,0,0,0,0,5,0,0,0,9,..,3,0,5,6,11,12,15,11,66,0,0,0,0,0,0,0,0,0,10,48,25,35,33,37,62,37,43,13,338,..,0,16,15,27,57,48,41,6,212,..,9,28,14,12,11,6,0,0,87,..,0,3,10,10,8,0,0,3,39,108,..,..,..,..,..,..,..,..,108,..,8,..,..,..,..,..,..,..,8,..,16,6,0,4,3,0,0,0,33,..,0,0,0,0,4,4,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,13,..,4,7,8,12,22,26,28,17,130,0,6,3,0,0,4,5,6,0,12,108,43,70,54,71,117,92,77,18,658
UCL221028,..,3,0,0,0,0,0,0,0,4,..,0,0,0,6,5,14,12,5,49,0,0,0,0,0,4,0,3,0,7,28,21,8,21,37,73,82,57,8,332,..,0,0,20,31,93,122,76,6,347,..,0,0,12,10,12,8,5,0,51,..,0,0,0,4,4,0,4,0,19,64,..,..,..,..,..,..,..,..,64,..,27,..,..,..,..,..,..,..,27,..,7,9,3,0,0,0,0,0,27,..,0,0,0,0,6,7,0,0,8,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,4,0,0,0,3,..,0,6,3,9,9,29,19,11,87,0,4,0,0,0,4,9,4,0,29,62,45,13,40,63,137,176,109,15,665
UCL221029,..,0,0,0,0,0,0,0,0,9,..,0,3,0,4,0,8,0,0,17,0,3,4,0,0,0,0,0,0,15,76,40,45,38,51,53,20,18,0,350,..,0,28,44,64,82,24,21,5,276,..,10,26,11,15,7,4,4,0,85,..,0,4,3,3,6,5,3,0,21,145,..,..,..,..,..,..,..,..,145,..,38,..,..,..,..,..,..,..,38,..,27,14,0,3,0,0,0,0,46,..,0,3,0,5,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,6,8,6,4,12,9,0,0,41,3,3,7,0,0,0,3,0,0,20,148,79,95,69,99,112,46,32,8,685
UCL221030,..,0,0,0,3,3,0,0,0,8,..,0,0,0,4,16,15,12,0,53,0,0,0,0,0,0,0,0,0,3,5,7,5,7,32,79,54,21,0,213,..,0,0,9,29,83,57,15,3,193,..,0,4,7,8,19,6,9,0,54,..,0,0,4,0,5,0,0,0,8,19,..,..,..,..,..,..,..,..,19,..,5,..,..,..,..,..,..,..,5,..,7,3,4,4,0,0,0,0,12,..,4,0,0,0,5,4,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,4,7,3,0,18,..,0,7,4,21,33,36,12,0,122,0,0,0,0,4,0,0,0,0,15,19,16,19,28,75,155,112,43,4,466
UCL221031,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,5,4,7,0,24,0,0,0,0,0,0,0,0,0,3,78,28,31,50,42,30,22,12,4,298,..,0,30,57,43,51,26,10,0,207,..,9,20,20,15,11,9,0,0,78,..,0,0,8,10,3,0,0,0,20,132,..,..,..,..,..,..,..,..,132,..,26,..,..,..,..,..,..,..,26,..,22,7,3,0,0,0,0,0,33,..,0,3,0,0,0,5,0,0,6,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,5,3,9,6,13,0,41,0,0,0,0,0,0,0,4,0,9,132,55,61,89,76,68,49,23,5,565
UCL221032,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,6,9,5,6,34,0,0,0,0,0,0,3,0,0,7,48,23,23,34,35,36,39,23,6,274,..,3,6,31,48,38,42,33,0,201,..,0,16,12,8,9,5,0,0,50,..,0,8,10,7,4,0,0,0,32,101,..,..,..,..,..,..,..,..,101,..,18,..,..,..,..,..,..,..,18,..,26,0,4,3,0,0,0,0,33,..,0,0,0,0,0,5,0,0,3,..,0,0,6,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4,..,0,4,7,7,13,16,12,6,66,0,0,3,3,0,4,5,0,0,15,101,46,38,65,74,71,75,42,8,535
UCL221033,..,0,0,0,0,0,0,0,0,5,..,0,4,3,4,4,12,5,6,46,0,0,0,0,0,0,4,0,0,7,21,15,23,17,20,47,44,21,16,225,..,0,11,12,17,52,60,28,16,196,..,0,21,9,5,5,3,0,0,49,..,0,0,8,3,0,0,0,0,13,45,..,..,..,..,..,..,..,..,45,..,11,..,..,..,..,..,..,..,11,..,7,6,0,4,6,0,0,0,19,..,4,3,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,8,..,5,10,10,7,20,22,14,15,98,0,4,0,3,0,0,4,0,5,13,45,30,53,38,41,88,95,46,31,459
UCL221034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,114,61,29,79,85,37,35,0,3,440,..,0,24,118,113,72,52,9,0,392,..,3,14,27,24,8,0,0,0,81,..,0,0,7,3,0,0,0,0,12,228,..,..,..,..,..,..,..,..,228,..,61,..,..,..,..,..,..,..,61,..,43,18,3,0,0,0,0,0,66,..,5,0,0,0,0,3,4,0,15,..,3,0,0,0,0,3,0,0,8,..,0,0,0,4,0,0,0,0,4,..,0,0,0,4,3,4,0,0,21,0,0,0,0,0,0,0,0,0,9,228,119,60,151,150,92,66,15,3,890
UCL221035,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,11,8,12,15,57,0,5,0,0,0,4,0,0,0,7,47,31,27,32,36,43,56,35,14,334,..,0,17,25,37,40,74,34,5,240,..,10,18,6,7,3,12,0,0,66,..,0,3,5,11,4,8,0,3,28,91,..,..,..,..,..,..,..,..,91,..,24,..,..,..,..,..,..,..,24,..,15,12,3,8,0,0,0,0,43,..,5,0,0,5,5,0,6,0,16,..,0,0,0,5,0,0,0,0,10,..,3,0,0,0,4,0,0,0,20,..,0,4,0,18,29,31,28,20,130,0,4,0,0,5,7,0,0,0,12,91,59,59,51,89,96,124,76,30,675
UCL221036,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,6,6,7,21,4,0,0,0,3,0,0,0,0,11,76,38,36,46,48,59,34,10,6,361,..,0,27,73,71,79,53,17,0,313,..,0,31,8,17,17,3,0,0,72,..,0,3,3,8,3,0,0,0,21,148,..,..,..,..,..,..,..,..,148,..,49,..,..,..,..,..,..,..,49,..,30,7,3,0,0,0,0,0,47,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,..,0,0,0,3,14,14,7,4,43,6,3,4,0,3,0,0,0,0,17,153,86,79,84,107,114,73,28,7,735
UCL221037,..,0,4,0,0,0,0,0,0,4,..,0,6,4,5,5,18,23,13,69,0,0,0,0,0,0,0,0,0,7,50,28,30,29,42,51,58,35,12,338,..,0,22,29,40,52,72,24,7,253,..,11,17,11,3,3,10,0,0,55,..,0,4,7,12,5,3,4,0,29,90,..,..,..,..,..,..,..,..,90,..,16,..,..,..,..,..,..,..,16,..,25,5,0,3,3,0,0,0,35,..,5,0,0,0,8,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,5,0,0,0,18,..,3,12,10,10,16,32,30,18,125,0,3,0,0,4,0,3,0,0,8,90,67,59,56,73,95,121,63,23,641
UCL221038,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,4,6,5,0,15,0,3,0,0,0,0,0,0,0,4,88,39,51,59,67,51,37,15,0,397,..,3,34,74,96,75,58,13,0,351,..,3,20,27,14,13,4,0,0,79,..,0,5,3,16,0,0,4,0,29,171,..,..,..,..,..,..,..,..,171,..,33,..,..,..,..,..,..,..,33,..,41,20,8,0,0,0,0,0,66,..,0,0,0,0,0,3,0,0,10,..,5,0,0,0,0,0,0,0,3,..,3,0,0,0,3,0,0,0,8,..,0,3,4,6,3,12,8,0,42,0,5,0,0,6,0,0,0,0,10,171,91,89,109,139,100,84,25,0,815
UCL221039,..,3,0,0,0,0,0,0,0,11,..,0,4,0,3,9,5,5,3,36,0,0,0,0,0,0,0,0,0,5,53,39,39,26,38,55,40,29,10,328,..,0,29,38,50,62,64,33,0,274,..,3,16,6,7,13,7,0,0,52,..,0,0,9,8,0,0,3,0,23,108,..,..,..,..,..,..,..,..,108,..,21,..,..,..,..,..,..,..,21,..,26,3,4,0,4,0,0,0,39,..,11,6,0,0,0,3,6,0,18,..,3,4,0,0,0,0,0,0,3,..,3,7,0,0,0,0,0,0,14,..,5,8,4,7,18,13,17,3,79,0,6,0,0,0,0,3,0,0,15,108,74,73,59,78,103,90,57,7,648
UCL221040,..,0,0,0,0,0,0,0,0,0,..,5,9,5,4,7,15,12,0,49,0,0,0,0,0,6,4,0,0,3,42,34,23,31,52,49,47,37,4,312,..,0,13,23,46,52,51,48,3,234,..,4,15,7,19,23,4,0,0,72,..,4,4,9,6,8,4,4,0,36,85,..,..,..,..,..,..,..,..,85,..,28,..,..,..,..,..,..,..,28,..,27,5,5,0,0,0,0,0,44,..,0,0,0,4,0,4,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,6,..,5,8,9,10,14,26,14,6,84,0,0,0,0,0,5,5,0,0,10,85,72,53,47,89,95,100,63,4,605
UCL221041,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,9,0,0,3,13,0,0,4,0,0,0,0,0,0,7,73,29,35,41,43,45,29,7,3,309,..,0,26,54,58,57,44,8,0,248,..,0,31,12,11,12,4,0,0,73,..,0,0,6,7,4,0,3,0,22,138,..,..,..,..,..,..,..,..,138,..,30,..,..,..,..,..,..,..,30,..,22,10,4,4,0,0,0,0,41,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,0,0,0,10,..,0,0,3,0,14,8,0,3,34,0,0,0,0,0,4,0,0,0,14,138,57,86,76,89,83,57,12,3,613
UCL221042,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,8,6,4,27,0,0,0,0,0,0,0,0,0,4,34,17,26,29,24,30,40,24,5,229,..,4,14,31,28,42,51,21,3,188,..,11,12,16,6,11,10,6,0,60,..,0,3,4,3,8,0,0,0,18,80,..,..,..,..,..,..,..,..,80,..,10,..,..,..,..,..,..,..,10,..,14,6,0,3,0,0,0,0,25,..,0,0,0,0,4,0,3,0,7,..,3,8,5,0,0,0,0,0,12,..,3,10,7,0,0,0,0,0,24,..,4,5,0,12,9,11,9,5,50,0,0,8,0,0,0,0,0,0,9,80,37,65,65,52,68,72,35,10,488
UCL221043,..,0,0,0,3,8,4,0,0,19,..,0,0,0,9,17,33,26,0,91,0,0,0,0,5,6,3,3,0,26,14,20,11,10,63,118,123,55,7,422,..,0,3,12,50,112,154,47,6,384,..,3,0,0,11,24,9,0,0,51,..,0,0,7,10,7,11,8,3,34,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,8,10,7,3,0,0,0,0,34,..,5,0,0,3,3,3,3,5,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,14,12,8,0,42,..,0,3,3,27,69,88,42,9,238,0,5,4,0,5,19,19,13,0,57,33,38,26,28,114,255,291,109,19,912
UCL221044,..,0,0,0,0,0,0,0,0,10,..,0,4,3,14,18,27,20,6,100,0,3,0,0,0,0,0,0,0,12,64,22,30,45,60,97,111,51,22,499,..,3,16,42,40,90,121,57,13,374,..,3,15,23,19,40,23,7,3,126,..,0,0,6,9,8,3,3,0,34,110,..,..,..,..,..,..,..,..,110,..,16,..,..,..,..,..,..,..,16,..,18,7,4,7,0,0,0,0,41,..,4,0,0,0,3,6,0,6,11,..,0,5,0,0,0,0,0,0,3,..,0,4,3,0,0,3,0,0,13,..,0,7,4,21,42,61,35,16,195,0,0,0,0,0,3,8,4,0,25,111,52,55,82,103,188,228,104,41,956
UCL221045,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,18,12,4,0,37,0,0,3,0,0,0,0,0,0,4,60,24,40,44,50,57,44,16,0,341,..,0,24,44,59,63,52,16,0,251,..,4,23,29,17,25,9,5,0,120,..,0,0,5,4,0,0,0,0,19,128,..,..,..,..,..,..,..,..,128,..,24,..,..,..,..,..,..,..,24,..,9,9,3,0,0,0,0,0,23,..,6,0,0,0,0,6,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,10,..,0,7,3,7,22,17,10,7,79,5,0,5,0,0,0,0,0,0,11,131,51,70,90,102,116,89,27,8,694
UCL221046,..,0,0,0,0,0,0,0,0,5,..,0,4,3,0,3,8,3,0,31,0,0,0,0,0,0,0,0,0,4,210,62,172,128,49,50,48,10,0,724,..,5,141,159,69,58,64,15,0,515,..,15,134,51,13,18,3,4,0,237,..,0,8,18,7,5,0,0,0,36,428,..,..,..,..,..,..,..,..,428,..,61,..,..,..,..,..,..,..,61,..,32,16,8,0,0,0,0,0,52,..,10,11,0,0,3,3,0,0,26,..,4,3,0,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,13,..,0,17,10,6,10,7,3,0,64,0,4,0,0,0,0,0,3,0,10,434,128,328,244,100,95,87,25,6,1444
UCL221047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,7,0,0,20,0,0,0,0,0,0,0,0,0,7,62,34,28,39,56,37,36,6,6,297,..,3,17,68,82,58,50,16,0,283,..,0,5,11,18,7,0,0,0,44,..,0,3,0,8,3,0,0,0,13,117,..,..,..,..,..,..,..,..,117,..,44,..,..,..,..,..,..,..,44,..,35,23,0,4,0,0,0,0,53,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,4,12,5,0,27,3,5,3,4,0,0,4,0,0,16,121,82,57,80,105,77,64,13,6,610
UCL221048,..,0,0,0,0,0,0,0,0,7,..,0,0,5,0,7,10,7,0,31,0,0,0,0,0,0,0,0,0,3,49,24,35,24,31,28,36,20,6,256,..,0,20,31,32,30,40,19,11,176,..,5,11,9,3,11,5,0,0,57,..,0,3,4,10,0,4,0,0,26,82,..,..,..,..,..,..,..,..,82,..,18,..,..,..,..,..,..,..,18,..,15,5,3,3,0,0,0,0,27,..,6,0,0,0,0,5,0,0,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,5,3,0,13,..,0,5,3,6,11,11,13,0,54,0,0,0,0,0,0,0,0,0,10,88,54,54,49,57,57,67,41,12,477
UCL221049,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,87,36,28,59,54,43,28,6,0,344,..,0,25,81,79,73,50,11,3,317,..,3,17,18,16,0,0,0,0,60,..,0,3,5,6,0,0,0,0,8,172,..,..,..,..,..,..,..,..,172,..,39,..,..,..,..,..,..,..,39,..,25,9,6,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,6,0,5,3,0,3,21,0,0,3,0,0,0,0,0,0,6,172,69,54,114,95,79,59,20,7,675
UCL221050,..,0,0,0,0,3,0,0,0,10,..,0,4,0,10,15,20,5,4,63,0,0,0,0,0,3,0,0,0,3,49,32,31,30,50,54,68,20,14,342,..,0,27,16,46,45,73,29,10,240,..,5,25,16,20,12,13,0,0,87,..,0,4,7,10,7,6,0,0,31,110,..,..,..,..,..,..,..,..,110,..,31,..,..,..,..,..,..,..,31,..,10,8,5,0,0,0,0,0,32,..,0,0,0,0,0,3,0,0,8,..,3,0,0,0,0,0,0,0,9,..,5,4,0,0,9,5,0,0,22,..,0,4,5,18,34,39,22,7,133,0,5,3,0,0,3,0,0,0,13,114,65,72,56,100,107,135,51,22,709
UCL221051,..,0,0,0,0,5,6,0,0,12,..,0,3,0,4,7,22,15,9,67,0,0,0,0,0,0,0,3,0,3,59,35,34,37,43,45,67,35,11,361,..,0,26,38,48,56,68,33,8,286,..,3,17,8,5,7,0,0,0,42,..,0,6,12,6,8,3,0,0,38,128,..,..,..,..,..,..,..,..,128,..,29,..,..,..,..,..,..,..,29,..,31,6,0,3,0,0,0,0,39,..,0,0,0,0,5,3,0,0,9,..,7,0,0,0,0,0,0,0,5,..,3,0,4,0,3,6,0,0,17,..,5,4,9,13,36,39,26,7,130,0,4,0,0,0,0,0,3,0,9,128,78,57,65,87,109,122,70,17,746
