UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL214020,4,0,10,13,4,41,6,35,3,123,18,23,50,48,13,25,16,51,0,244,28,83,78,75,42,35,47,123,8,517,37,64,51,60,34,32,24,77,8,389,60,58,51,89,34,39,27,76,9,446,67,40,35,79,55,21,49,82,3,438,21,15,13,26,20,9,16,10,0,133,7,0,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,247,291,284,393,212,200,179,460,38,2305
UCL214021,0,0,39,24,5,62,4,33,0,166,6,21,84,38,20,36,17,35,9,264,37,74,142,72,64,31,26,45,12,509,70,89,107,74,75,30,28,32,7,518,83,80,121,73,96,48,44,53,6,596,49,44,52,48,52,22,44,41,7,361,17,22,16,9,18,4,8,9,0,100,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,262,331,573,339,336,236,175,240,42,2519
UCL214022,0,0,39,30,7,106,0,44,3,238,11,25,47,56,18,54,6,36,5,259,46,106,132,88,37,56,30,69,10,566,64,122,112,79,65,54,29,71,4,594,82,88,94,110,60,79,40,78,20,643,69,71,69,91,73,56,48,112,10,597,24,12,20,20,13,20,12,32,3,158,4,3,3,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,293,420,522,471,272,420,177,437,67,3077
UCL215001,0,0,4,11,0,10,0,5,0,32,4,6,7,9,0,4,0,6,0,32,9,27,9,13,6,0,0,5,0,72,22,34,11,11,7,6,0,5,0,79,37,43,25,15,18,9,0,8,0,158,43,73,21,10,24,18,3,14,3,213,21,37,0,4,9,12,0,3,0,84,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,135,217,75,73,70,56,8,42,3,679
UCL215002,0,0,9,12,4,9,5,13,0,51,8,3,13,16,0,3,5,16,0,69,18,22,42,24,19,13,8,9,6,159,39,38,33,21,32,14,9,15,5,204,39,32,39,29,23,18,16,20,5,221,22,22,25,28,31,19,24,30,4,207,11,11,6,11,14,8,9,8,0,72,0,0,0,0,0,4,3,4,0,8,0,0,0,0,0,0,0,0,0,0,135,137,167,138,123,78,75,113,18,985
UCL215003,0,0,7,20,0,24,0,10,4,65,3,11,10,28,10,15,0,11,0,88,26,76,47,23,15,14,3,8,4,206,65,111,27,19,17,9,3,12,0,273,72,81,37,31,27,21,5,20,4,303,72,100,50,43,49,17,8,15,14,361,31,43,9,9,18,10,4,9,0,132,11,7,0,0,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,269,433,188,174,141,102,27,85,32,1449
UCL215004,0,0,0,12,0,3,0,11,3,37,0,0,6,10,7,0,0,10,0,36,13,13,28,14,10,13,3,23,4,119,25,18,27,14,7,6,0,19,3,116,39,19,24,17,17,15,3,19,0,154,23,25,10,13,14,16,10,24,3,134,9,6,3,3,3,12,3,7,0,44,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,110,72,102,75,60,70,31,108,15,651
UCL215005,0,0,0,3,0,0,0,5,0,13,0,0,8,3,0,5,0,5,3,27,13,10,12,13,4,6,15,12,0,78,9,10,11,10,5,5,10,3,0,62,19,9,8,17,11,4,8,13,4,89,9,4,3,11,7,3,7,9,4,64,5,6,4,4,3,7,0,7,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,57,43,43,59,32,29,39,62,13,376
UCL215006,0,0,6,4,0,16,0,26,0,54,9,8,26,15,7,17,0,12,0,86,30,47,45,49,29,12,17,29,3,251,40,66,52,39,41,17,14,21,3,302,31,45,25,29,37,15,19,19,0,225,28,27,26,26,41,18,21,31,5,221,5,12,0,0,11,4,4,8,0,39,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,139,200,186,164,164,101,84,144,18,1187
UCL215007,0,0,10,12,0,24,0,14,3,61,6,3,10,9,6,15,4,10,0,61,8,37,29,15,5,6,0,6,0,118,74,83,36,15,29,11,6,8,4,273,57,62,44,30,32,21,4,21,9,275,47,77,27,22,23,12,8,13,3,225,16,21,17,5,16,4,5,10,5,98,6,0,0,0,3,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,212,295,183,108,125,89,23,83,16,1129
UCL215008,0,0,11,12,0,33,4,12,5,79,3,3,22,9,4,3,0,11,0,57,22,36,41,30,31,9,13,11,0,205,31,54,39,28,40,15,21,12,4,239,41,59,32,29,41,10,19,22,5,254,21,38,19,16,30,3,11,13,0,151,3,7,4,3,8,0,5,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,201,170,140,144,82,72,73,15,1035
UCL215009,0,0,3,7,0,3,0,4,0,16,3,0,0,0,3,0,0,6,0,21,0,9,9,9,3,0,4,4,0,40,5,13,9,8,7,5,9,9,0,72,16,10,6,7,8,10,14,11,0,82,13,7,8,9,9,9,7,18,0,87,4,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,39,39,48,45,34,34,39,51,4,335
UCL215010,0,0,13,21,3,42,0,17,4,109,4,9,27,14,8,24,3,9,0,101,13,31,37,10,13,10,3,3,0,120,54,69,49,13,48,12,9,15,4,271,68,65,56,23,56,16,11,22,0,314,58,40,35,15,30,11,9,15,5,236,12,12,15,3,11,0,0,4,0,58,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,214,241,231,99,171,120,36,92,21,1222
UCL215011,0,0,0,8,0,6,0,7,0,20,0,3,10,10,0,7,0,4,0,36,3,8,12,13,4,0,9,9,0,65,5,15,12,9,0,0,4,15,6,74,13,12,21,16,6,11,8,16,4,104,15,10,17,5,13,10,9,16,4,91,0,3,0,8,11,3,0,6,3,38,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,43,57,66,68,39,45,32,74,13,437
UCL215012,0,0,7,25,0,32,4,21,0,94,3,0,12,15,0,4,0,13,0,62,13,48,43,32,10,9,8,21,4,186,57,118,43,43,21,13,5,26,0,321,81,142,31,40,32,16,17,34,9,399,60,73,29,40,33,19,17,25,0,302,24,29,10,14,8,8,3,13,0,112,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,237,421,182,219,112,113,53,157,14,1506
UCL215013,0,0,9,9,0,34,3,30,3,91,3,11,39,21,13,19,23,18,8,155,67,123,136,93,91,40,77,54,13,695,79,96,91,74,108,35,75,52,10,625,68,59,45,31,60,36,27,31,7,359,19,15,28,23,39,14,21,11,6,177,3,8,3,5,5,0,4,10,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,319,355,251,315,177,233,204,47,2136
UCL215014,0,0,10,5,0,9,0,11,0,35,0,3,20,0,6,7,0,8,4,47,6,21,39,19,22,15,15,17,5,152,8,18,26,13,14,6,6,16,0,110,22,17,23,18,27,13,22,14,0,152,8,7,23,15,21,13,23,16,0,121,0,0,4,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,48,61,133,82,97,54,75,78,13,636
UCL215015,0,0,4,20,0,22,3,12,0,63,0,0,21,21,0,13,0,15,0,80,31,49,36,16,8,15,8,18,0,177,59,73,35,19,12,14,3,16,4,237,68,65,37,20,37,19,5,21,7,273,56,49,24,25,17,23,13,25,0,235,24,10,3,8,4,6,3,7,0,73,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,235,245,167,143,87,106,36,114,20,1150
UCL215016,0,3,21,10,0,44,0,26,4,103,9,14,37,31,14,17,4,20,3,150,28,81,94,65,55,28,41,62,9,462,42,65,67,42,49,20,34,55,13,391,39,59,67,46,44,25,49,39,13,378,44,22,39,27,35,27,66,52,0,310,8,13,5,6,12,4,20,10,3,80,0,0,4,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,176,250,340,229,211,156,214,263,50,1891
UCL215017,0,0,16,15,0,17,0,19,4,85,6,3,45,18,15,14,6,17,4,123,21,55,73,20,29,17,15,15,8,249,42,56,64,31,39,11,15,28,3,292,29,33,45,44,35,16,21,29,4,257,29,24,38,17,40,10,34,23,10,220,0,9,3,0,10,0,7,5,0,47,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,133,178,285,157,167,88,98,130,38,1272
UCL215018,3,0,10,13,0,22,0,18,0,71,13,13,17,15,5,9,7,13,3,98,13,57,36,23,14,12,13,37,3,213,28,50,31,26,18,11,17,19,6,202,32,38,29,28,26,20,24,42,4,237,27,37,41,36,29,19,25,33,3,263,9,14,7,11,10,4,8,13,3,77,7,4,0,0,3,0,4,0,4,22,3,0,0,0,0,0,0,0,0,3,134,206,180,148,115,105,96,180,20,1187
UCL215019,0,0,11,12,0,18,0,15,5,63,6,3,13,20,0,9,6,9,0,73,15,41,44,23,16,12,3,17,3,176,40,49,49,41,24,13,5,17,3,243,44,75,40,26,29,16,5,26,5,265,25,49,28,21,26,15,13,24,4,202,12,8,3,4,6,0,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,143,227,193,148,109,88,32,112,15,1069
UCL215020,0,0,5,0,0,11,0,17,0,26,0,4,7,12,0,5,0,16,0,40,3,23,14,11,4,9,10,16,5,87,11,7,14,12,4,3,3,11,0,69,9,7,10,20,9,10,15,12,0,82,20,14,13,23,10,14,19,15,5,122,12,4,3,5,4,4,3,0,0,40,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,63,50,88,35,44,46,79,10,465
UCL215021,0,0,3,8,3,19,0,6,0,36,0,7,5,3,4,3,3,8,3,35,3,13,24,19,6,0,6,13,5,78,8,18,10,9,8,3,8,13,0,78,28,17,26,20,7,10,23,10,0,144,10,27,12,15,17,18,14,10,0,124,0,7,0,3,3,8,6,0,5,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,81,83,73,54,61,58,59,6,534
UCL215022,0,0,6,15,4,37,0,17,3,88,13,25,33,32,26,37,8,24,0,200,28,87,64,73,41,36,20,53,0,401,57,51,47,44,35,25,28,56,3,345,25,30,42,42,48,28,40,39,4,298,31,40,40,38,47,11,35,35,5,295,0,13,13,11,13,12,8,5,4,75,5,3,5,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,159,245,252,256,209,188,137,233,22,1711
UCL215023,7,0,8,9,0,10,0,16,0,44,3,0,12,10,0,5,6,14,0,52,8,12,7,11,7,8,17,29,0,100,12,13,10,6,5,10,6,22,0,88,14,21,16,19,19,25,21,30,3,160,12,13,17,20,15,4,27,24,0,139,4,3,0,0,0,0,11,7,5,38,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,61,63,74,73,48,65,84,146,8,627
UCL215024,0,4,4,0,0,8,0,0,0,26,6,5,11,10,0,0,0,6,0,37,8,21,25,12,9,9,15,13,0,111,23,29,17,9,18,7,6,13,0,125,15,26,21,21,10,9,11,33,0,148,16,15,11,9,22,13,18,22,5,129,12,7,4,5,10,10,6,9,0,63,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,76,100,96,72,74,53,59,94,11,645
UCL215025,0,0,0,3,0,0,0,7,0,10,0,0,7,7,3,0,0,8,0,27,3,7,14,8,4,9,3,6,0,59,14,5,10,17,8,3,7,10,3,78,3,7,15,12,13,8,7,11,0,72,11,23,17,11,18,13,13,6,5,124,11,12,6,0,0,4,3,4,3,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,61,74,51,47,38,36,44,15,412
UCL215026,0,0,4,0,0,8,0,12,0,18,0,0,8,7,0,6,4,4,0,31,0,11,18,9,8,7,6,12,0,69,10,15,20,8,11,4,5,11,0,74,15,13,20,7,8,7,13,11,4,93,11,11,15,12,13,9,3,9,3,100,4,4,5,3,0,3,5,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,57,72,45,50,41,32,67,13,416
UCL215027,0,0,3,0,0,9,0,7,0,22,6,3,0,3,3,4,0,11,0,26,14,19,12,11,5,11,0,17,0,80,10,23,17,4,12,0,10,8,5,81,11,14,8,10,11,6,7,20,0,88,9,13,17,18,14,5,9,19,0,111,6,3,4,0,3,0,4,8,0,32,9,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,63,76,55,56,52,31,34,79,10,462
UCL215028,0,0,4,11,0,20,0,15,0,54,0,5,17,7,4,6,8,9,0,56,19,32,51,21,18,12,11,16,0,172,26,39,44,25,27,12,11,16,0,204,35,31,57,30,29,22,17,25,3,242,31,43,33,24,31,16,17,36,0,232,15,17,4,6,8,3,4,7,4,71,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,127,173,205,125,110,88,67,133,14,1037
UCL215029,0,0,3,19,0,14,0,19,4,62,4,0,16,20,6,3,0,9,0,57,36,34,60,50,16,8,4,27,9,238,44,75,55,32,24,15,7,26,9,277,97,97,45,51,40,30,17,31,6,413,87,108,39,53,46,32,13,47,9,436,19,39,8,11,11,0,8,17,0,120,4,4,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,298,356,241,233,151,109,48,175,25,1626
UCL215030,0,0,0,4,0,7,0,6,0,26,0,0,5,7,0,4,3,5,0,26,7,22,22,6,6,8,6,10,0,90,8,13,11,8,4,3,10,8,0,72,11,12,4,16,8,4,13,15,0,88,7,12,11,24,15,11,21,20,0,122,5,0,0,0,4,3,4,3,0,21,3,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,69,55,71,43,41,63,59,8,459
UCL215031,0,0,4,5,0,8,0,12,0,32,0,0,10,6,0,5,0,5,0,29,14,15,9,6,7,11,3,18,0,80,13,14,9,10,10,6,12,15,3,87,20,22,12,11,13,6,4,24,3,106,19,20,13,16,12,4,16,17,0,123,15,7,8,4,3,0,8,8,0,53,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,76,79,63,64,39,42,44,101,10,523
UCL215032,5,0,14,12,3,25,0,20,3,79,0,6,18,9,5,12,3,16,5,82,16,43,40,28,14,16,10,33,8,221,30,42,44,21,26,11,15,30,5,234,32,48,26,26,27,17,13,24,3,221,27,34,35,18,28,23,26,33,0,228,15,18,14,10,13,6,4,18,6,104,7,3,0,5,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,137,196,191,132,123,110,77,183,37,1187
UCL215033,0,0,8,8,3,59,0,12,0,101,3,7,18,13,8,12,4,5,0,63,34,55,55,28,39,15,16,12,5,260,75,123,69,49,83,36,27,16,4,492,88,64,47,36,59,30,31,17,7,376,17,38,24,16,33,10,18,7,5,168,4,6,3,0,11,5,7,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,222,289,231,150,232,165,103,81,20,1494
UCL215034,0,0,7,11,3,12,0,0,0,34,0,0,3,12,0,4,4,13,0,35,0,4,15,8,6,8,0,8,0,58,11,18,5,17,4,5,3,8,0,68,18,21,3,6,12,7,3,9,0,84,6,21,19,9,11,11,4,19,0,103,5,9,6,6,0,3,0,0,0,39,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,50,73,52,65,42,50,22,64,5,415
UCL215035,0,0,8,5,0,18,3,12,0,45,0,8,12,6,11,7,0,4,0,58,15,40,58,17,20,8,8,9,4,178,26,27,38,11,25,4,11,14,0,161,21,19,31,18,24,11,14,22,10,167,15,13,18,7,18,3,12,11,6,114,0,10,3,4,4,0,3,4,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,88,123,174,68,107,52,56,79,22,765
UCL215036,7,0,11,9,0,10,0,7,0,43,3,0,11,13,0,3,0,7,4,44,8,20,31,12,3,3,3,6,0,99,12,43,22,11,8,0,12,4,3,114,23,28,19,21,16,9,18,18,0,140,15,13,19,7,19,9,10,11,3,104,7,3,7,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,107,122,76,53,42,44,54,15,574
UCL215037,0,0,0,4,0,6,0,0,0,15,0,4,12,12,4,0,5,6,0,45,14,13,33,16,20,4,11,13,0,117,15,13,22,12,17,7,6,7,0,95,13,13,18,15,12,13,20,21,6,117,13,17,10,17,16,15,18,15,0,119,3,5,10,5,11,0,3,6,5,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,70,111,73,71,54,62,69,9,562
UCL215038,0,0,0,3,0,5,0,8,0,19,3,3,6,4,3,7,9,11,0,34,15,19,22,9,3,4,6,12,3,92,17,20,19,6,16,10,6,21,3,110,18,14,17,11,13,19,10,18,6,126,24,19,21,13,24,9,12,20,0,140,9,6,4,11,5,3,7,7,0,48,5,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,85,82,96,51,56,55,56,91,18,589
UCL215039,0,0,10,5,4,12,0,16,0,44,0,3,11,3,3,5,0,8,0,37,9,15,12,12,7,8,17,20,0,100,10,11,17,10,13,8,17,19,5,113,14,10,11,13,10,7,9,20,0,97,13,9,8,15,16,5,19,15,3,101,3,3,0,0,9,0,9,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,49,73,58,58,55,61,92,13,518
UCL215040,0,0,6,3,6,14,0,3,3,34,0,0,13,4,4,8,8,0,0,40,13,13,11,15,3,6,8,15,0,86,11,7,11,14,6,4,24,9,0,84,16,11,15,15,16,4,8,16,6,91,6,10,6,14,9,14,19,20,0,105,3,3,5,3,4,0,7,6,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,42,64,64,47,49,73,76,14,475
UCL215041,0,0,18,9,0,18,0,11,0,70,3,14,26,10,7,11,4,19,0,102,19,44,41,39,16,16,14,28,6,226,39,60,40,31,25,24,13,25,9,254,35,39,36,26,36,21,27,34,7,272,50,49,36,41,33,26,32,51,6,320,10,13,16,3,11,11,9,7,4,94,7,0,0,0,0,0,0,3,5,20,0,0,0,0,0,0,0,0,0,4,170,224,219,171,134,139,100,181,35,1359
UCL215042,0,0,8,10,6,9,0,14,0,41,0,6,24,9,4,5,4,7,0,54,9,24,34,11,12,3,5,8,0,108,13,24,33,14,8,9,13,9,6,130,25,29,28,27,14,7,11,8,0,155,16,17,17,21,15,6,7,9,0,112,4,7,4,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,103,153,89,57,34,43,51,14,621
UCL215043,0,0,27,10,5,34,3,31,0,106,5,7,27,28,19,16,8,23,0,137,38,65,137,63,58,28,45,42,11,483,43,42,66,34,49,25,31,47,8,352,39,24,42,32,44,21,40,41,4,293,17,15,35,27,30,15,41,25,3,209,4,5,7,0,4,3,8,5,3,43,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,150,155,335,203,217,136,186,220,32,1637
UCL215044,4,0,4,3,0,22,0,9,0,38,0,4,8,17,4,8,3,7,0,53,14,34,36,30,22,15,17,19,0,176,19,37,28,21,15,13,8,13,0,162,13,41,21,26,20,14,4,28,0,171,26,24,18,23,11,10,18,31,3,159,5,7,8,9,0,0,4,6,3,49,3,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,92,143,126,135,71,87,52,102,10,817
UCL215045,0,0,16,17,3,43,0,17,0,97,11,7,35,25,17,10,5,20,0,129,22,48,79,55,25,32,23,46,3,330,31,38,51,37,30,17,24,36,6,273,50,45,38,46,39,27,39,48,3,346,34,41,38,39,35,29,25,48,6,305,16,17,13,14,7,11,14,17,0,94,8,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,3,178,203,270,231,165,162,127,230,30,1591
UCL215046,0,0,3,8,0,15,0,13,0,45,0,5,15,11,6,9,0,6,8,60,16,45,36,26,22,13,12,12,3,189,24,28,37,18,17,7,11,20,3,172,11,31,28,9,27,3,18,7,10,150,20,29,22,17,23,8,8,16,8,146,6,14,4,3,4,4,5,4,0,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,152,148,102,109,59,58,76,24,817
UCL215047,0,0,9,14,0,22,0,12,3,62,9,4,18,15,15,9,9,8,5,103,33,47,114,33,45,20,31,38,9,359,26,19,40,29,23,9,27,21,5,205,22,21,21,17,23,5,36,19,7,180,5,12,21,18,15,8,25,22,4,128,0,4,6,0,3,0,4,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,107,234,127,125,81,136,129,30,1058
UCL215048,0,0,10,4,0,14,0,5,0,36,10,0,25,8,5,11,7,12,4,82,22,24,64,31,38,22,24,33,9,261,20,25,43,24,16,9,17,27,7,183,12,9,17,19,15,7,14,28,4,128,7,19,13,19,17,9,18,18,0,112,3,3,0,0,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,84,172,105,92,76,78,122,25,825
UCL215049,0,0,0,9,0,0,0,0,0,14,0,3,18,11,3,0,0,0,0,38,23,24,36,16,15,14,0,5,0,126,24,14,8,5,4,8,0,12,0,78,21,17,15,4,5,13,0,12,0,87,36,18,13,9,23,14,7,13,5,134,25,21,7,0,17,4,0,6,3,74,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,136,99,92,60,57,49,9,50,11,561
UCL215050,0,0,14,17,0,26,0,22,0,80,0,5,11,18,0,11,0,10,0,70,21,46,22,13,9,3,8,9,0,124,67,129,34,18,35,12,3,4,0,315,98,144,36,33,34,21,6,9,4,386,69,104,29,26,43,15,10,10,5,312,25,44,13,5,23,5,0,6,0,128,9,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,286,469,167,138,139,95,33,77,16,1422
UCL215051,0,0,28,24,4,33,3,22,6,121,8,19,39,26,16,23,5,31,5,164,36,81,98,56,31,24,35,36,3,402,43,79,85,54,48,21,29,47,3,399,31,41,51,58,37,12,43,39,7,315,27,52,46,37,37,16,49,51,4,327,11,11,8,11,16,6,11,17,4,107,8,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,165,287,346,269,193,138,182,247,27,1859
UCL215052,0,0,3,4,0,3,0,6,0,26,4,0,4,4,0,4,0,3,0,24,8,14,16,4,8,3,0,7,0,64,14,24,13,6,10,3,0,3,0,75,20,31,23,12,13,8,0,12,3,119,28,33,21,22,27,7,4,18,0,161,10,18,5,0,3,6,3,3,0,56,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,82,130,86,63,61,41,17,45,9,537
UCL215053,0,0,15,21,0,18,0,24,0,79,3,9,37,15,3,18,4,12,0,107,40,65,85,63,25,30,14,43,3,375,62,85,76,56,43,31,20,30,6,408,63,53,61,44,38,31,17,31,3,351,62,50,49,38,43,43,29,41,7,363,25,27,15,9,16,14,13,10,5,124,5,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,260,289,342,248,166,193,109,191,32,1819
UCL215054,0,0,3,3,4,18,0,11,0,38,5,3,17,9,6,12,3,16,0,67,10,28,38,32,20,17,18,25,10,188,12,15,12,18,14,11,17,20,0,127,20,17,16,29,20,7,13,21,3,140,13,14,12,23,28,12,24,27,0,161,4,3,8,3,6,4,4,14,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,61,84,109,123,93,85,73,132,21,776
UCL215055,0,0,0,7,0,6,0,4,0,20,0,0,3,11,0,0,0,0,0,20,0,18,17,15,3,6,0,8,0,77,19,24,20,16,5,3,5,10,0,100,35,27,13,18,20,6,4,7,0,124,33,27,28,28,29,15,7,13,5,188,20,15,10,4,9,6,7,3,5,79,7,3,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,115,111,90,96,81,46,21,56,12,628
UCL215056,0,0,11,8,0,4,0,6,0,25,0,0,8,8,3,5,4,6,0,42,19,19,46,27,13,12,15,20,5,165,11,16,25,23,5,9,15,21,0,132,8,13,29,17,9,6,19,19,0,113,10,13,21,26,11,7,18,23,0,126,0,0,0,4,5,0,4,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,142,109,45,41,72,99,10,621
UCL215057,0,0,3,5,0,20,0,4,0,45,0,4,13,4,0,3,5,7,0,37,8,32,18,17,13,8,3,11,6,113,11,50,25,20,14,11,15,13,0,155,34,48,29,24,20,4,5,16,4,188,13,27,28,13,21,10,12,19,5,145,4,10,3,9,0,0,0,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,171,117,87,81,57,40,89,16,730
UCL215058,0,0,6,4,0,8,0,13,0,30,3,0,6,6,0,3,0,8,0,33,3,14,15,16,0,3,5,12,6,76,5,8,18,8,7,3,4,12,3,62,10,12,19,18,11,9,6,20,0,94,13,9,11,10,16,5,5,13,0,87,7,6,0,5,10,8,7,4,0,40,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,44,47,63,67,39,40,33,90,11,428
