UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL221021,3,23,29,241,10,306,0,0,0,8,0,10,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,5,0,11,62,24,24,210,8,329,9,0,5,0,0,10,3,0,0,4,0,4,3,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,7,9,56,0,83,4,6,5,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,55,0,75,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,23,5,0,6,0,39,0,0,0,10,39,48,128,44,52,448,55,721
UCL221022,0,8,15,148,0,170,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,20,4,8,196,3,229,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,30,0,38,3,0,0,5,0,4,3,0,0,6,0,8,0,0,0,0,0,0,9,0,3,89,3,106,3,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,7,0,10,0,0,0,0,0,3,0,0,0,0,0,0,9,4,5,83,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,13,0,0,0,5,22,27,56,16,23,390,27,511
UCL221023,3,22,14,235,9,281,0,3,0,14,0,18,7,0,0,3,0,7,0,0,0,0,0,0,4,0,3,3,0,13,51,24,19,221,14,316,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,22,5,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,5,0,65,0,88,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,79,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,22,0,0,0,0,36,42,93,43,27,462,61,680
UCL221024,11,40,15,346,8,417,0,0,0,17,0,19,6,5,4,4,0,13,3,0,0,0,0,4,20,5,0,3,0,23,76,44,24,317,7,465,3,0,0,0,0,4,0,0,0,3,0,3,10,8,5,42,0,66,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,7,6,84,0,109,9,5,0,5,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,14,6,103,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,4,16,0,8,9,0,34,5,0,0,3,28,33,161,70,45,675,40,994
UCL221025,4,19,8,240,15,287,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,21,29,16,12,210,5,273,8,0,4,3,0,12,0,0,0,4,0,0,5,4,3,35,0,47,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,22,5,0,3,78,0,83,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,9,0,7,68,0,77,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,25,7,0,3,0,30,5,0,0,7,50,60,90,35,22,492,70,713
UCL221026,7,23,14,213,7,268,0,0,0,12,0,12,0,0,0,0,0,3,0,0,0,3,0,9,11,0,0,0,0,14,71,18,19,222,4,330,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,18,0,29,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,6,6,4,76,0,94,0,0,3,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,7,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,11,0,63,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,7,3,0,45,3,0,0,9,42,59,141,46,28,450,59,725
UCL221027,0,10,14,270,3,297,0,0,0,14,0,17,0,0,0,4,0,4,0,0,0,0,0,0,3,4,4,3,0,15,27,14,13,225,4,288,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,15,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,101,3,112,6,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,13,0,0,0,0,0,0,0,5,0,0,0,5,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,82,0,100,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,9,0,28,0,0,0,7,79,90,72,22,27,541,87,753
UCL221028,5,29,16,190,0,237,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,14,74,45,22,289,0,426,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,11,0,26,0,0,0,4,0,3,0,4,0,0,0,4,0,0,0,0,0,0,21,7,6,113,0,146,6,3,0,7,0,20,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,10,105,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,10,0,33,0,0,0,0,81,79,135,63,38,494,87,811
UCL221029,0,24,17,295,3,337,0,0,0,14,3,19,0,0,0,0,0,3,0,0,0,0,0,0,14,12,0,14,0,43,15,23,18,224,9,292,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,25,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,0,7,9,4,64,0,85,0,4,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,3,0,0,0,0,6,0,0,0,0,0,0,4,3,3,50,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,14,0,0,0,11,17,35,64,43,27,539,30,703
UCL221030,7,11,3,146,4,171,0,0,0,10,0,5,0,0,0,0,0,0,4,0,0,0,0,9,4,0,0,0,0,3,62,13,15,145,4,235,0,0,0,0,0,0,3,0,0,0,0,3,5,4,0,9,0,16,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,51,0,73,8,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,13,5,0,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,29,0,0,0,0,27,5,0,3,0,26,39,140,18,23,291,39,510
UCL221031,10,26,17,185,3,237,0,0,0,9,0,6,0,0,0,0,0,0,3,0,0,5,0,5,3,5,0,9,0,10,58,34,12,146,7,246,3,0,0,0,0,3,0,0,0,4,0,3,5,7,0,21,0,42,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,12,6,0,78,3,107,0,8,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,16,3,35,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,4,0,0,5,0,0,7,0,0,0,0,0,0,8,11,5,55,0,76,3,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,11,6,0,7,0,25,0,0,0,0,29,29,125,55,25,365,40,607
UCL221032,0,10,15,194,0,216,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,18,21,10,220,0,269,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,21,0,31,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,77,0,90,6,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,59,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,5,0,27,0,0,0,14,37,54,48,38,20,423,45,570
UCL221033,0,12,13,229,0,255,0,0,0,6,0,6,5,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,5,17,9,6,159,0,208,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,35,0,40,0,3,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,16,6,0,0,37,0,43,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,11,25,30,48,25,24,389,28,509
UCL221034,13,45,36,252,0,349,0,0,0,4,0,4,9,0,0,4,0,6,11,0,0,5,0,19,0,0,3,3,0,12,47,24,31,219,0,321,8,3,0,0,0,7,0,0,0,0,0,5,6,7,4,26,0,41,8,3,6,0,0,9,0,4,0,4,0,5,4,0,0,0,0,14,13,3,9,60,0,81,17,7,3,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,81,20,12,63,0,180,4,0,0,0,0,4,3,0,0,0,0,4,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,7,6,41,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,7,20,10,0,79,0,0,0,0,13,17,237,86,66,514,11,914
UCL221035,3,17,15,288,11,332,0,3,0,16,3,22,0,0,0,3,0,4,0,0,0,0,0,0,13,6,0,3,0,19,50,10,12,266,10,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,75,3,89,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,9,6,80,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,7,0,3,11,4,0,11,0,20,0,0,0,5,61,72,83,29,25,561,84,779
UCL221036,3,28,21,279,0,339,0,0,0,10,0,12,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,7,0,24,48,31,22,244,4,345,0,0,0,0,0,0,3,5,0,7,0,8,7,3,0,20,0,30,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,74,0,102,11,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,77,0,99,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,10,15,0,9,4,0,32,0,0,0,4,35,44,111,52,41,534,45,773
UCL221037,0,16,10,275,3,310,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,27,19,16,254,4,317,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,39,0,45,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,6,3,0,44,0,61,9,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5,0,0,0,5,0,0,0,0,0,0,7,3,10,58,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,11,0,19,3,0,0,6,27,28,68,32,25,533,33,683
UCL221038,10,32,27,301,7,372,0,0,0,5,0,10,0,0,0,0,0,0,4,0,0,3,0,12,0,3,0,5,0,12,43,36,21,236,5,344,0,3,0,0,0,0,3,0,0,0,0,5,7,9,0,21,0,35,9,6,3,0,0,17,3,0,0,4,0,4,0,0,0,0,0,0,15,3,7,82,0,109,13,9,0,30,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,74,0,102,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,19,7,9,20,0,58,0,0,0,8,85,96,124,69,50,560,94,901
UCL221039,0,18,6,285,0,310,0,6,0,14,0,16,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,25,16,4,267,6,323,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,30,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,4,73,0,82,12,4,0,28,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,78,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,5,0,20,0,0,0,4,84,85,64,37,9,558,93,762
UCL221040,6,21,16,236,5,280,0,0,0,20,0,23,0,0,0,6,0,5,0,0,0,0,0,0,6,3,3,6,0,16,39,16,20,205,3,276,0,0,0,0,0,0,4,3,0,5,0,6,10,5,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,4,7,74,0,91,3,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,7,4,64,0,99,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,22,0,43,6,0,0,4,14,24,105,39,33,470,25,661
UCL221041,4,34,17,210,0,277,0,0,0,0,0,0,0,0,0,4,0,4,4,6,0,3,0,16,6,7,7,7,0,25,32,28,23,193,3,279,3,0,0,0,0,3,0,0,0,0,0,3,9,0,3,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,71,0,88,8,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,12,8,3,56,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,11,0,27,0,0,0,0,25,21,91,63,39,425,30,641
UCL221042,9,16,23,189,0,233,0,0,4,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,19,6,16,163,0,198,3,0,5,0,0,10,0,0,0,6,0,6,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,60,0,70,3,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,55,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,6,0,8,50,0,0,7,7,57,4,0,0,9,39,51,91,19,25,372,42,554
UCL221043,5,37,20,233,11,303,0,0,0,20,0,19,6,0,0,0,0,6,0,0,0,0,0,0,21,0,3,0,0,26,114,36,37,288,17,486,4,0,0,0,0,4,4,0,0,0,0,3,21,4,0,22,3,53,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,29,8,8,98,0,135,5,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,11,7,4,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,19,14,9,73,0,117,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,36,6,5,12,0,57,3,0,0,3,62,66,267,73,46,546,82,1020
UCL221044,6,38,32,258,4,336,0,0,0,8,0,8,11,0,0,5,0,17,0,0,0,0,0,0,20,4,0,6,0,31,103,45,37,334,0,523,11,0,0,0,0,11,0,0,0,9,0,10,33,3,0,31,0,73,9,3,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,21,10,8,127,0,161,4,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,3,3,4,0,0,18,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,7,6,141,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,55,12,8,26,0,101,0,0,0,0,77,82,238,77,61,654,81,1118
UCL221045,0,41,5,224,4,281,0,0,0,13,0,13,0,0,0,4,0,6,0,0,0,0,0,0,3,3,3,10,0,18,50,42,11,253,8,361,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,32,0,42,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,14,11,3,90,0,119,7,9,4,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,4,0,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,71,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,25,12,7,14,3,58,0,0,0,3,29,32,109,84,20,481,39,736
UCL221046,4,57,28,703,4,796,0,0,0,21,0,22,0,0,0,5,0,11,0,0,0,3,0,3,4,7,0,11,0,28,34,31,22,505,4,605,7,0,4,0,0,11,0,0,0,5,0,5,5,3,3,45,0,54,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,20,4,7,3,138,0,150,0,0,3,38,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,104,0,128,0,0,0,7,0,7,5,3,0,0,0,9,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,37,0,4,20,0,60,0,0,0,14,53,67,117,72,45,1206,61,1508
UCL221047,8,30,27,241,0,314,0,0,0,15,0,15,0,0,0,0,0,0,3,0,0,0,0,0,20,9,0,26,0,60,39,20,17,142,9,229,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,10,8,31,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,6,44,0,62,9,4,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,3,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,11,0,3,40,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,15,3,4,3,0,30,0,0,0,0,29,33,125,53,41,388,38,646
UCL221048,3,23,11,189,0,235,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,18,0,37,35,23,13,162,3,234,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,31,0,45,5,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,13,0,0,0,8,28,36,66,34,20,355,34,516
