UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL215065,15,97,69,1407,23,1609,0,0,0,74,0,74,19,0,0,6,0,23,0,0,0,0,0,5,34,7,3,13,0,61,132,106,62,1283,23,1605,21,0,3,0,0,24,0,0,0,4,0,4,15,8,0,104,6,130,6,0,3,0,0,6,0,0,0,0,0,3,16,0,0,0,0,16,21,10,14,413,5,476,23,11,0,77,0,109,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,6,0,4,0,0,8,0,0,0,0,0,7,9,0,8,0,0,20,7,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,30,25,16,312,3,383,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,10,0,13,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,16,0,22,56,16,13,32,0,120,0,8,0,48,319,377,363,173,120,2786,368,3807
UCL215066,10,50,34,646,23,769,0,4,0,120,0,129,10,0,0,9,0,19,0,0,0,0,0,4,14,8,4,14,0,33,82,52,25,650,16,832,12,0,0,0,0,13,0,0,0,4,0,6,19,13,0,49,6,81,0,0,0,3,0,7,5,5,0,0,0,3,7,0,0,0,0,4,15,11,5,149,0,185,24,9,0,33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,14,9,157,3,198,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,5,0,9,32,10,4,17,8,63,3,0,0,20,201,229,241,115,53,1368,247,2024
UCL215067,0,14,13,401,4,437,0,0,0,15,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,14,14,318,6,375,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,55,0,55,5,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19,8,3,0,100,0,116,5,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,85,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,6,0,30,0,0,0,23,89,114,94,25,22,777,104,1022
UCL215068,17,108,68,1074,18,1283,0,0,0,38,4,48,16,0,0,9,0,27,0,0,0,0,0,0,60,10,0,15,0,87,367,120,66,1204,24,1779,21,0,10,0,0,32,12,0,0,14,0,30,49,10,5,97,3,160,6,4,0,6,0,18,8,0,0,0,0,12,11,0,0,0,0,15,54,19,18,334,8,430,19,4,0,30,0,55,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,6,0,18,6,3,0,0,0,6,3,9,4,4,0,19,13,0,0,9,0,28,4,0,0,0,0,4,0,0,0,0,0,0,94,33,36,356,6,519,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,12,0,5,8,0,25,73,13,11,35,0,142,11,0,0,17,91,127,721,205,123,2313,138,3505
UCL215069,11,101,51,1133,13,1315,0,4,0,32,3,39,10,6,0,15,0,29,0,0,3,0,0,4,21,16,3,18,0,57,146,93,47,1107,21,1416,7,0,0,0,0,7,0,0,0,13,0,18,14,13,0,117,5,151,6,0,0,10,0,12,0,0,0,0,0,0,5,0,0,0,0,5,38,40,17,698,4,806,8,8,0,36,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,3,0,0,5,0,9,0,0,5,4,0,9,10,5,3,0,0,23,6,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,41,29,20,426,6,521,0,0,0,0,0,0,7,5,0,0,0,16,0,0,0,5,0,5,6,0,0,0,0,6,6,0,0,0,0,6,9,4,0,13,0,29,43,12,10,39,5,109,0,0,0,30,193,228,325,190,96,2576,237,3424
UCL215070,26,60,46,1122,28,1284,0,8,3,146,7,164,23,0,0,10,0,29,4,0,0,6,0,10,11,3,0,9,0,23,110,62,47,989,23,1230,15,0,0,0,0,15,3,0,0,3,0,11,18,7,0,146,0,174,10,4,0,9,0,17,0,0,0,0,0,10,10,0,0,3,0,11,15,14,6,222,5,258,34,18,8,83,0,142,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,3,3,9,0,16,8,0,6,3,0,12,4,0,4,0,0,9,0,0,0,0,0,0,0,3,0,0,0,7,30,21,11,234,0,301,0,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,11,0,19,116,4,11,35,8,171,9,0,0,20,248,280,396,129,84,2152,309,3070
UCL215071,21,140,112,1198,0,1475,0,3,3,31,0,33,15,0,0,4,0,23,5,6,0,12,0,29,25,16,10,26,0,72,247,143,98,1114,4,1603,4,0,5,3,0,6,8,0,0,14,0,25,35,20,14,114,0,185,10,4,9,10,0,34,8,0,0,0,0,7,3,0,0,4,0,8,55,38,23,407,0,531,52,15,10,78,0,156,0,0,0,4,0,3,0,0,0,4,0,4,0,0,5,0,0,6,47,11,12,57,0,118,6,3,3,0,0,11,14,7,9,3,0,31,14,5,0,25,0,45,3,0,6,3,0,10,0,0,4,0,0,5,65,49,19,361,6,496,0,0,0,0,0,0,10,4,3,0,0,13,6,0,0,0,0,8,5,6,0,0,0,14,0,0,0,0,0,0,14,5,9,15,0,35,74,22,18,48,0,159,7,0,0,26,110,143,585,277,201,2399,120,3574
UCL215072,54,23,24,263,0,366,0,22,0,193,3,222,212,0,4,0,0,213,3,0,0,0,0,3,9,3,3,0,0,13,102,27,11,193,3,343,46,0,7,0,0,54,0,0,0,0,0,4,13,3,0,14,0,30,17,0,0,9,0,27,0,0,0,0,0,0,19,0,0,0,0,26,4,0,0,79,0,84,60,9,9,51,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,15,3,5,0,51,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,168,0,0,5,4,178,0,0,0,5,0,5,676,35,23,36,4,776,66,0,0,6,323,392,1313,78,56,649,347,2441
UCL215073,7,57,49,1095,25,1231,0,0,0,57,0,61,14,0,0,4,0,20,0,0,0,0,0,0,9,0,0,8,0,23,97,63,43,1028,19,1251,10,0,0,0,0,11,0,0,0,4,0,10,14,6,6,81,0,104,0,0,0,5,0,9,0,0,0,0,0,0,5,0,0,0,0,5,18,14,13,300,13,360,11,8,3,23,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,7,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,3,0,9,0,0,0,0,0,5,0,0,0,0,0,0,24,20,15,239,4,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,31,8,7,36,0,74,5,4,0,15,189,210,212,112,77,2166,234,2802
UCL215074,19,223,141,1719,13,2113,0,3,0,64,0,69,8,0,6,15,0,30,11,4,0,12,0,23,28,6,7,41,0,89,291,212,147,1434,24,2108,9,0,0,0,0,14,10,0,5,11,0,25,37,24,9,154,3,222,19,7,7,33,0,68,12,0,0,10,0,13,19,7,3,4,0,28,54,51,31,558,9,697,81,30,11,159,0,284,0,0,0,0,0,0,5,7,3,8,0,22,10,0,0,6,0,20,44,32,12,59,0,147,16,0,3,0,0,14,12,10,6,0,0,32,22,11,3,25,0,60,5,0,0,0,0,10,8,0,0,0,0,8,87,41,31,428,5,593,4,0,0,0,0,11,6,3,0,0,0,18,7,4,0,0,0,7,3,0,4,0,0,8,3,0,0,0,0,3,7,0,4,12,0,29,110,44,28,66,4,254,5,3,0,16,139,167,762,409,265,3305,183,4934
UCL215075,9,43,21,483,17,567,0,0,0,23,0,21,7,0,0,0,0,5,0,0,0,0,0,0,12,10,0,11,5,35,68,39,26,384,6,524,4,0,8,0,0,18,0,0,0,0,0,0,6,3,0,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,94,3,125,6,4,4,11,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,15,6,13,105,0,146,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,20,14,4,8,0,40,5,0,0,9,109,118,144,69,48,844,138,1249
UCL215076,0,56,37,877,7,978,0,0,5,45,0,47,4,0,0,5,0,11,0,3,3,0,0,6,20,0,3,7,0,33,102,67,39,865,9,1081,4,0,0,0,0,3,0,0,0,4,0,5,23,7,3,111,0,144,5,0,0,3,0,5,0,0,0,0,0,0,8,4,0,0,0,5,17,10,12,347,3,388,13,0,5,50,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,0,3,0,0,12,9,3,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,25,12,4,247,3,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,5,30,9,5,23,0,74,0,4,0,22,76,100,212,103,75,1845,93,2324
UCL215077,11,70,43,476,11,621,0,0,3,11,0,16,23,0,0,0,0,29,0,0,0,0,0,0,23,11,0,9,0,41,123,47,52,469,13,703,3,7,0,0,0,13,5,0,0,0,0,12,24,11,7,19,0,58,8,0,0,4,0,15,4,0,0,0,0,4,10,0,0,0,0,16,20,22,5,182,0,223,22,3,3,29,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,6,3,0,0,0,0,10,3,0,0,5,0,9,0,3,0,0,0,3,0,0,0,0,0,0,39,20,6,118,3,191,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,0,3,5,0,5,0,0,0,0,0,0,8,0,0,3,0,14,72,8,3,21,0,104,3,0,0,9,144,157,337,114,90,963,166,1664
UCL215078,12,101,65,687,0,866,0,0,0,16,0,16,7,0,0,10,0,12,6,0,0,0,0,3,44,18,9,44,0,112,144,86,63,578,3,881,6,0,0,0,0,5,4,0,0,3,5,12,29,6,9,61,0,105,0,0,0,7,0,6,0,0,0,0,0,0,4,0,3,0,0,9,38,25,17,162,4,238,22,13,8,49,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,3,0,10,6,0,0,0,0,4,4,5,6,0,0,17,6,4,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,27,20,14,152,0,211,0,0,0,0,0,0,8,0,4,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,16,40,6,21,36,0,106,3,3,0,6,47,65,313,180,115,1253,56,1918
UCL215079,14,53,30,809,19,926,0,4,0,24,0,31,0,0,0,5,0,6,5,0,0,0,0,6,20,3,3,7,0,29,74,52,28,764,33,946,19,0,0,0,0,25,0,0,0,4,0,9,11,5,0,55,0,84,8,0,0,0,0,9,10,0,0,0,0,10,4,0,0,0,0,3,15,8,4,239,9,267,5,5,0,40,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,227,8,263,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,6,20,4,3,15,0,47,0,0,0,22,138,164,181,89,48,1611,195,2126
UCL215080,13,56,51,900,14,1026,0,0,0,38,4,40,3,0,0,7,0,10,0,0,0,0,0,0,21,4,4,23,0,49,101,72,62,723,13,966,4,0,3,6,0,8,0,5,0,0,0,8,19,8,4,57,0,85,0,0,0,6,0,11,5,5,0,0,0,10,0,0,0,0,0,4,26,14,3,213,0,256,4,5,5,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,10,0,4,0,6,0,10,6,6,3,5,0,22,5,5,3,3,0,20,5,0,0,3,0,5,0,0,0,0,0,0,36,11,9,182,4,234,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,3,0,9,0,0,0,0,0,0,3,0,0,4,0,9,8,0,0,4,0,10,41,8,12,29,4,92,5,0,4,33,66,109,236,110,100,1645,90,2185
UCL215081,30,126,75,1396,20,1648,0,4,3,97,0,99,20,0,0,6,0,29,3,0,0,5,0,11,33,15,8,35,0,93,142,123,74,1345,20,1696,22,0,3,0,0,21,7,0,0,4,0,14,24,13,5,112,0,154,0,3,0,9,0,16,0,0,0,3,0,3,20,0,0,3,0,17,29,32,20,472,7,563,204,36,23,199,3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13,7,3,4,0,0,10,5,4,4,9,0,20,3,0,0,4,0,9,3,0,3,0,0,9,5,0,0,0,0,5,42,39,16,342,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,4,0,5,13,0,5,0,0,14,12,0,6,0,0,23,174,27,17,43,3,271,16,0,5,26,266,305,688,252,154,2849,314,4259
UCL215082,10,111,76,895,10,1090,0,6,0,26,0,35,4,0,0,0,0,8,14,5,0,8,0,23,34,18,9,22,0,81,160,62,59,587,8,880,0,0,0,0,0,3,5,0,0,7,0,10,25,3,7,56,0,88,8,0,0,3,0,6,5,3,0,5,0,12,6,0,0,0,0,6,25,21,9,175,0,229,23,7,6,62,0,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,7,4,30,0,52,0,0,0,0,0,0,9,11,0,3,0,24,12,5,0,0,0,24,0,0,0,4,0,5,0,0,0,0,0,0,49,21,18,185,6,275,3,3,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,12,0,19,51,14,20,28,3,118,5,0,5,13,95,117,346,165,123,1499,112,2244
UCL215083,3,39,27,780,28,869,0,0,0,25,0,29,7,0,0,0,0,13,0,0,0,0,0,0,11,3,5,11,0,35,47,40,37,689,16,823,0,0,0,0,0,3,0,4,0,3,0,9,5,3,0,46,0,59,0,0,0,0,0,7,0,0,0,0,0,4,21,0,0,0,0,21,12,20,6,320,7,366,10,6,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,4,4,0,0,0,3,9,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,8,189,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,4,9,0,53,3,0,0,20,117,149,152,79,57,1566,164,2020
UCL215084,4,36,18,556,22,635,0,0,0,42,3,45,0,0,0,4,0,3,0,0,0,0,0,0,9,0,0,3,0,14,36,27,19,430,8,518,20,0,5,0,0,26,0,0,0,0,0,0,7,0,0,41,0,48,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,9,0,6,121,4,130,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,117,9,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,13,4,0,12,0,34,0,0,0,17,92,115,110,60,37,1001,124,1331
UCL215085,3,65,44,431,10,545,0,0,0,12,0,13,4,0,0,0,0,4,9,0,0,5,0,12,18,13,7,16,0,50,74,48,32,331,7,489,5,0,0,0,0,10,5,3,0,0,0,8,9,3,3,34,0,53,0,0,0,11,0,10,4,0,0,9,0,13,0,0,0,0,0,0,4,9,4,79,0,100,10,11,7,19,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,5,3,4,3,3,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,6,49,0,91,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,18,0,7,25,0,49,9,0,3,27,66,104,170,98,74,773,87,1196
UCL215086,13,126,92,1374,16,1627,0,0,0,43,0,52,18,0,0,0,0,22,0,0,0,3,0,5,44,13,13,62,0,138,197,130,97,1245,19,1687,12,0,7,0,0,16,0,0,0,11,0,16,22,11,14,113,0,163,0,0,0,3,0,9,5,0,0,3,0,7,23,0,0,0,0,25,24,40,13,362,4,442,51,23,7,86,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,16,0,44,3,0,0,0,0,10,10,0,0,15,0,27,8,3,3,11,0,21,0,0,0,0,0,0,10,0,0,0,0,10,59,44,23,313,4,439,0,0,0,5,0,7,9,0,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,19,0,0,0,0,19,3,0,3,8,0,20,81,24,10,61,0,169,7,0,3,56,161,227,549,244,168,2671,198,3839
UCL215087,12,62,33,564,16,682,0,0,0,20,0,20,0,0,0,0,0,0,9,0,0,4,0,9,10,0,4,6,0,16,58,52,32,487,5,640,5,0,4,0,0,6,0,0,0,0,0,3,19,5,4,38,0,65,5,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,6,12,10,3,202,8,231,31,17,4,75,4,134,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,28,13,12,9,13,0,44,0,0,0,0,0,0,9,8,0,0,0,22,0,0,0,3,0,11,0,0,0,0,0,4,0,0,0,0,0,0,19,12,13,146,3,186,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,9,47,5,15,23,0,91,0,0,0,14,119,129,235,111,81,1125,152,1705
UCL215088,11,88,62,459,14,631,0,0,0,13,0,12,14,0,0,3,0,17,4,0,0,0,0,4,42,7,3,20,0,76,196,88,71,464,13,822,7,0,9,0,0,9,0,4,0,0,0,10,32,10,4,46,0,92,8,7,6,12,3,26,10,0,0,3,0,13,8,0,0,0,0,5,38,23,13,156,3,240,14,5,4,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,12,7,0,0,0,0,7,7,3,4,0,0,21,18,0,0,6,0,30,5,0,0,0,0,6,0,0,0,0,0,0,45,25,8,136,6,216,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,12,97,15,14,21,0,151,10,0,0,4,230,239,451,162,120,920,261,1913
UCL215089,9,36,30,885,18,975,0,0,0,44,0,50,3,0,0,0,0,4,4,0,0,0,0,4,8,0,3,3,0,19,70,32,34,739,15,884,5,0,0,0,0,5,0,0,0,5,0,3,9,7,3,178,0,200,9,0,0,0,0,7,0,0,0,0,0,0,20,0,0,4,0,20,8,7,0,193,4,211,14,5,0,9,0,22,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,3,8,0,0,0,0,8,3,0,0,8,0,7,5,0,0,0,0,3,0,0,0,0,0,0,18,10,4,192,0,219,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,10,37,8,6,25,0,73,3,0,3,23,182,210,202,63,56,1688,214,2227
UCL215090,10,93,39,743,11,893,0,0,0,19,0,24,0,0,0,3,0,5,0,0,0,0,0,9,23,3,0,20,0,47,106,64,39,595,12,818,13,0,0,0,9,27,3,0,0,3,0,10,19,10,7,43,5,83,0,5,0,6,0,17,0,0,0,0,0,0,12,3,0,0,0,15,15,15,18,189,4,243,15,5,3,25,0,45,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,8,0,20,4,0,0,0,0,0,5,8,0,0,0,16,5,0,0,4,0,12,0,0,0,0,0,7,0,0,0,0,0,0,26,14,15,168,0,223,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,8,36,15,9,15,0,71,0,6,0,13,164,181,248,144,81,1369,196,2032
UCL215091,21,80,39,498,3,635,0,0,0,0,0,0,18,0,3,0,0,21,6,0,0,4,0,10,24,8,0,23,0,61,120,82,45,481,0,727,6,0,0,0,0,5,0,0,0,3,0,3,21,7,0,38,0,72,12,3,4,12,0,26,0,0,0,0,0,0,11,0,3,0,0,11,30,10,3,139,0,182,25,9,0,31,0,75,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,14,0,0,3,0,16,5,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,13,8,133,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,4,0,9,53,12,5,28,0,94,4,0,0,8,37,44,306,140,70,987,36,1542
UCL215092,32,255,157,1280,11,1736,0,4,0,27,0,33,17,0,9,3,0,35,11,7,3,7,0,26,53,15,13,27,0,110,430,228,148,1277,16,2094,16,0,3,0,0,19,17,9,6,11,0,43,64,33,19,114,0,233,6,8,6,16,0,26,11,3,3,0,0,22,15,4,7,0,0,26,106,81,35,643,10,872,74,32,19,96,0,226,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,34,4,3,27,0,69,4,0,3,3,0,10,9,7,4,0,0,26,29,3,6,9,0,53,6,0,0,0,0,7,4,0,0,0,0,0,114,64,54,492,8,731,3,0,0,3,0,9,0,0,0,0,0,6,3,3,0,3,0,15,3,0,0,0,0,6,0,0,0,0,0,6,27,3,7,19,0,55,176,57,40,70,0,337,5,0,0,20,145,175,968,462,293,2752,183,4663
