UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,4,0,0,11,0,6,4,0,3,3,0,0,13,8,19,8,12,16,10,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,8,12,14,15,8,0,81,0,0,0,0,0,0,0,0,0,4,3,5,12,8,4,9,4,47,10,31,21,29,29,25,22,4,164,0,0,3,0,3,0,0,0,7,0,0,3,5,0,0,0,0,13,0,7,4,10,6,5,4,0,31,0,3,3,5,4,5,0,0,14,4,9,7,8,15,3,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,5,10,7,8,15,6,0,0,54,0,0,0,0,0,0,0,0,0,3,9,4,4,11,4,19,3,53,12,29,23,29,31,20,26,0,176,0,0
UCL221028,0,0,3,4,8,12,13,0,41,0,0,0,0,7,3,0,0,13,0,0,7,13,16,36,17,5,97,0,4,0,0,5,15,15,0,43,0,0,9,5,17,3,3,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,4,0,6,5,21,3,6,4,47,0,0,0,0,0,0,0,0,3,4,3,3,0,8,10,6,4,45,11,8,22,28,64,82,61,10,286,0,0,5,8,6,15,8,0,42,0,0,0,0,3,10,0,0,12,0,3,10,22,25,28,18,0,108,4,5,0,4,9,13,11,0,47,0,0,6,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,0,0,3,0,5,9,6,0,25,0,0,0,0,0,0,0,0,0,5,0,4,4,12,12,10,6,53,10,7,21,38,70,85,49,9,284,0,0
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,3,6,6,0,0,0,18,9,28,25,23,31,4,4,0,122,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,30,25,23,28,4,7,0,123,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,26,13,40,32,36,39,10,14,5,186,0,0,4,0,0,0,0,0,3,0,0,3,3,6,0,0,0,16,4,3,7,12,3,0,0,0,36,0,10,3,8,10,0,0,0,33,4,15,7,9,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,7,14,8,3,0,0,53,0,0,0,0,0,0,0,0,6,3,0,0,6,6,0,3,0,27,18,39,25,34,26,9,9,0,163,0,0
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,5,0,0,0,12,0,0,0,4,4,3,0,0,16,0,3,6,12,21,21,10,0,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,10,14,21,17,10,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,0,0,27,4,10,13,26,37,29,17,0,138,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,20,0,0,4,0,10,0,0,0,18,0,0,3,4,12,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,11,16,8,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,4,0,25,0,0,14,18,39,24,14,0,114,0,0
UCL221031,0,5,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,6,3,0,0,0,0,15,0,4,5,3,6,3,0,0,19,7,19,17,14,18,11,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,19,14,16,11,3,0,90,0,0,0,0,0,0,0,0,6,4,0,3,0,0,5,0,0,14,9,26,37,31,29,21,9,0,157,0,4,6,0,3,0,0,0,15,0,0,3,7,0,0,0,0,11,4,8,18,6,0,0,0,0,42,0,9,12,9,5,0,8,0,37,4,4,9,5,11,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,5,6,11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,15,11,26,48,28,24,4,9,6,161,0,6
UCL221032,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,5,6,5,4,3,0,0,22,0,0,9,7,6,0,5,0,21,5,8,15,10,10,6,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,10,10,9,8,0,64,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,6,0,18,3,13,33,23,22,23,19,0,135,0,0,4,10,0,3,0,0,14,0,0,3,5,0,0,0,0,11,0,5,16,3,7,7,5,0,30,0,3,8,8,0,0,4,0,29,0,13,4,4,6,0,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,4,13,5,11,14,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,21,9,18,30,27,27,12,13,0,146,0,0
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,4,3,5,4,3,0,15,4,7,7,7,10,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,12,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,22,6,19,10,9,19,13,7,6,90,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,10,5,4,8,0,0,0,24,0,3,5,0,5,7,0,0,18,0,9,3,6,9,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,9,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,24,0,18,10,12,18,22,7,3,101,0,0
UCL221034,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,21,0,3,5,3,8,0,0,0,31,10,17,43,34,17,8,5,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,43,34,17,8,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,16,23,57,45,32,12,8,0,193,0,0,3,3,0,0,0,0,6,0,0,4,5,0,0,0,0,18,0,5,17,13,4,0,0,0,31,3,0,13,14,4,4,0,0,36,8,8,11,12,3,4,0,0,44,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,8,16,14,6,5,0,0,56,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,0,14,18,13,54,47,16,13,0,0,167,0,0
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,7,3,0,0,0,16,0,0,0,5,3,5,0,0,18,4,11,15,15,10,12,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,16,10,12,4,5,75,0,0,0,0,0,0,0,0,0,8,0,0,9,9,5,6,6,45,10,15,20,33,30,33,12,10,156,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,5,6,3,0,3,0,0,26,0,0,0,6,9,4,4,0,23,4,10,5,10,11,3,7,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,4,11,7,9,14,6,7,0,58,0,0,0,0,0,0,0,0,0,0,0,7,8,4,7,7,22,45,11,22,21,23,30,17,17,22,162,0,0
UCL221036,0,0,0,0,0,0,0,0,5,0,3,4,0,3,0,0,0,9,0,6,3,9,7,3,0,0,35,0,4,7,9,9,9,0,0,33,9,17,21,25,22,14,0,0,100,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,5,22,21,27,20,13,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,3,0,22,12,33,37,41,52,30,12,0,208,0,7,5,0,4,0,0,0,11,0,0,0,7,5,4,0,0,19,0,11,21,8,12,8,0,0,63,0,3,9,11,3,3,0,0,36,9,15,4,4,4,0,0,0,40,5,0,4,4,4,0,0,0,8,0,0,3,0,0,0,0,0,5,6,15,8,10,10,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,5,0,23,12,37,47,38,44,26,6,0,207,0,6
UCL221037,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,0,16,0,0,5,5,0,10,0,0,18,8,14,12,7,12,8,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,7,14,8,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,13,8,21,25,12,22,27,5,0,123,0,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,0,9,0,14,5,9,3,3,3,0,36,0,0,7,3,3,7,5,0,24,5,6,8,11,11,6,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,11,11,10,10,3,0,49,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,10,7,34,7,26,27,30,22,19,20,11,161,0,0
UCL221038,0,0,0,3,3,3,0,0,9,0,0,0,4,0,0,0,0,9,0,0,7,6,3,0,0,0,23,0,8,6,6,7,3,0,0,36,8,23,38,24,23,16,4,0,137,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,6,27,38,27,23,16,4,0,140,0,0,0,0,0,0,0,0,0,6,10,8,8,3,3,4,5,45,16,45,56,59,44,33,12,5,255,0,5,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,6,0,13,17,10,6,3,3,0,50,4,11,8,16,8,5,5,0,51,5,10,17,12,3,4,0,0,47,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,8,13,17,11,9,4,0,0,57,0,0,0,0,0,0,0,0,0,0,10,7,10,7,4,4,0,52,13,47,53,53,32,20,4,0,224,0,6
UCL221039,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,14,0,5,4,3,0,0,0,0,19,7,14,14,15,15,17,4,0,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,17,15,23,16,4,0,98,0,0,0,0,0,0,0,0,0,6,4,9,6,11,4,6,0,47,14,28,32,31,36,29,17,0,177,0,3,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,12,0,12,3,7,4,3,0,0,33,0,8,5,9,7,6,0,0,32,9,9,6,14,6,0,3,0,51,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,14,13,11,15,11,5,6,0,68,0,0,0,0,0,0,0,0,0,5,7,4,8,13,0,9,3,54,23,32,32,40,32,21,14,3,196,0,3
UCL221040,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,0,3,4,15,0,0,27,0,5,0,6,4,6,0,0,28,5,10,6,17,18,16,13,0,97,0,0,0,0,0,0,0,0,6,0,4,0,3,0,3,0,0,9,3,13,6,21,18,26,13,5,105,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,7,0,23,8,21,16,28,34,49,30,7,192,0,3,3,0,5,0,0,0,7,0,0,0,5,0,4,0,0,8,0,4,6,7,6,10,0,0,36,0,3,7,5,11,5,0,0,28,3,7,7,9,11,8,5,3,48,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,4,9,8,12,11,5,3,3,59,0,0,0,0,0,0,0,0,6,0,0,3,4,3,11,3,0,25,7,23,26,30,31,36,18,3,174,0,3
UCL221041,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,15,0,4,6,4,4,0,0,0,16,0,22,24,18,17,12,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,25,17,12,3,0,101,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,12,7,40,39,32,27,15,0,0,162,0,6,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,8,0,10,12,0,10,0,0,0,32,0,6,9,9,9,3,0,0,32,7,8,6,9,4,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,14,4,7,0,0,50,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,3,0,18,12,29,33,31,29,9,0,0,151,0,6
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,15,0,4,0,0,3,0,0,4,18,0,14,9,6,12,3,0,0,52,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,14,20,7,13,8,3,0,65,0,0,0,0,0,0,0,0,0,4,3,3,4,9,3,0,0,27,8,21,27,21,25,11,12,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,6,0,0,18,6,0,0,0,5,6,4,0,24,3,6,8,5,11,4,0,0,31,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,6,10,10,4,0,0,35,0,0,0,0,0,0,0,0,0,0,9,0,3,10,0,3,0,33,6,17,20,19,28,22,5,0,116,0,0
UCL221043,0,0,0,0,4,4,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,5,5,8,0,0,14,0,0,0,5,3,18,3,0,31,3,5,7,21,50,44,17,3,161,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,4,0,16,3,5,12,26,59,54,20,3,177,0,0,0,0,0,0,0,0,0,5,0,0,4,19,26,9,0,60,3,8,15,42,94,101,29,8,308,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,6,0,4,0,9,8,8,4,0,29,0,3,3,7,5,19,0,0,41,0,3,0,17,18,3,8,0,54,0,0,0,6,5,3,0,0,14,0,0,0,0,0,6,0,0,10,4,6,6,21,27,11,8,0,74,0,0,0,0,0,0,0,0,0,0,0,3,6,6,12,19,0,56,3,9,9,44,52,58,32,0,213,0,0
UCL221044,0,0,0,0,4,5,5,0,23,0,0,0,0,4,3,0,0,14,0,3,6,6,10,16,3,0,50,0,0,0,4,9,14,7,0,41,5,16,17,16,34,31,19,4,140,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,10,5,13,24,18,37,36,21,4,156,0,0,0,0,0,0,0,0,8,5,3,0,5,16,13,4,0,45,9,23,37,36,78,96,42,10,332,0,0,0,7,8,9,3,3,28,0,0,4,7,5,6,0,0,26,0,13,8,8,27,15,8,0,74,0,0,8,7,11,23,12,0,62,3,4,8,15,14,4,0,0,53,0,0,0,0,3,0,0,0,3,0,0,3,0,6,3,0,0,15,3,9,8,18,17,9,3,0,71,0,0,0,0,0,0,0,0,3,0,3,8,6,11,14,11,6,61,8,26,38,48,78,74,40,13,323,0,0
UCL221045,0,0,11,5,3,5,0,0,27,0,0,0,4,3,3,0,0,12,0,0,10,3,9,9,0,0,37,0,0,8,6,6,5,0,0,22,6,14,15,19,15,16,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,14,15,19,21,13,8,0,94,0,0,0,0,0,0,0,0,0,3,5,3,5,5,0,0,0,22,11,25,40,41,51,31,10,3,212,0,3,9,6,0,3,0,0,32,0,0,0,11,5,0,0,0,25,0,9,15,12,10,8,4,0,63,0,5,6,3,5,9,0,0,25,4,8,4,6,10,4,3,0,43,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,13,6,6,10,4,3,0,53,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,19,3,28,39,45,44,30,15,0,213,0,4
UCL221046,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,8,3,20,8,3,3,0,0,0,36,3,5,19,4,3,0,0,0,34,5,86,48,22,17,14,0,0,193,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,8,87,50,22,17,15,0,0,202,0,0,0,0,0,0,0,0,0,0,8,14,3,0,4,0,0,28,13,122,90,36,25,18,8,0,306,0,10,5,0,0,0,0,0,10,0,5,3,0,0,0,0,0,17,5,45,22,11,3,3,0,0,86,0,22,29,6,6,10,0,0,73,10,47,36,7,12,3,0,0,111,0,3,7,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,10,46,36,5,12,5,0,0,125,0,0,0,0,0,0,0,0,0,8,5,5,0,3,7,0,0,28,20,143,104,27,29,19,0,0,342,0,7
UCL221047,0,7,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,24,0,0,5,4,3,0,0,0,21,10,8,26,22,17,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,8,24,23,17,11,0,0,104,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,23,12,21,39,38,27,26,0,4,167,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,10,0,9,10,10,11,10,0,0,56,0,3,12,6,3,0,0,0,34,0,8,5,12,6,3,0,0,37,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,9,8,11,13,10,6,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,6,5,4,0,4,20,17,25,38,40,31,24,7,8,183,0,5
UCL221048,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,0,14,0,0,0,5,0,4,0,0,15,0,14,16,11,5,7,3,5,56,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,14,14,11,5,9,3,7,62,0,0,0,0,0,0,0,0,3,0,3,8,5,3,4,5,0,20,8,15,24,21,20,18,11,4,120,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,12,11,4,0,5,4,0,31,0,0,4,0,6,9,0,0,24,3,13,3,3,3,0,0,0,32,0,0,0,0,0,6,0,0,3,0,6,0,0,0,0,0,0,3,3,14,7,3,7,0,0,0,44,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,9,0,23,7,30,31,19,18,22,10,0,140,0,0
UCL221049,0,0,10,3,0,0,0,0,13,0,0,4,3,0,0,0,0,0,4,5,8,6,10,4,0,0,31,0,3,7,9,7,3,6,0,32,4,13,30,24,14,4,3,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,30,25,15,4,3,4,89,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,10,7,19,57,38,30,20,5,3,181,0,0,5,0,3,0,0,0,6,0,0,5,3,4,0,0,0,12,3,14,26,18,8,4,0,0,72,0,0,9,5,10,7,3,0,38,3,9,10,9,5,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,8,4,9,8,9,4,3,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,8,27,56,38,29,16,4,0,182,0,0
UCL221050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,5,0,0,4,4,0,0,18,0,4,3,3,7,3,5,0,25,5,16,8,19,16,20,3,0,90,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,22,11,21,16,20,8,0,94,0,0,0,0,0,0,0,0,0,4,5,3,6,3,6,7,4,34,10,31,19,34,30,37,18,5,188,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,3,4,4,4,7,5,6,0,34,0,3,5,9,5,4,0,0,36,5,9,8,18,19,10,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,8,15,19,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,7,5,6,7,6,31,6,19,23,35,39,30,9,4,174,0,0
UCL221051,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,3,5,6,0,0,0,18,0,0,0,3,8,8,0,0,21,0,7,9,11,17,11,3,0,69,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,12,13,11,19,11,3,0,75,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,3,8,29,12,16,17,25,39,22,11,6,153,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,3,7,5,6,9,0,0,33,3,3,4,6,3,7,9,0,36,5,5,3,10,4,4,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,7,5,5,8,14,9,12,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,4,7,11,8,6,39,11,24,17,30,29,29,15,0,169,0,6
UCL221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,9,3,15,16,13,18,12,0,0,81,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,17,14,18,23,12,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,20,9,21,20,22,32,15,0,0,124,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,10,8,4,0,0,0,25,0,3,7,4,7,0,0,0,21,0,6,5,8,13,0,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,11,6,8,14,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,3,27,16,19,34,4,0,0,115,0,4
