UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215075,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,3,0,4,0,0,19,0,7,0,0,0,4,0,0,20,8,37,33,20,33,18,13,0,180,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,16,43,33,23,40,18,12,0,192,0,0,0,0,0,0,0,0,0,7,11,6,11,13,8,16,0,74,21,65,52,41,54,36,29,0,303,0,3,0,0,0,0,0,0,7,0,3,7,3,7,0,0,0,11,0,14,12,0,0,4,3,0,37,0,4,9,6,8,9,0,0,47,10,27,5,25,19,6,0,0,96,0,0,5,3,0,0,0,0,10,0,3,0,0,0,0,0,0,11,6,28,12,29,23,12,0,0,114,0,0,0,0,0,0,0,0,5,5,13,9,4,9,17,6,5,72,21,69,46,40,51,40,14,6,287,0,3
UCL215076,0,5,5,4,0,9,4,0,19,0,0,6,0,7,11,0,0,15,0,7,15,10,15,12,3,4,72,0,11,4,9,18,9,7,0,54,10,50,47,42,55,52,24,9,294,6,0,5,0,0,0,0,0,12,0,0,7,3,0,3,3,0,17,18,52,56,51,55,58,26,9,322,0,0,0,0,0,0,0,0,4,3,4,0,7,14,5,11,0,54,29,84,83,84,111,98,53,9,546,0,7,3,8,5,3,0,0,33,0,0,9,6,12,8,4,0,34,5,28,35,29,12,17,7,0,145,8,17,17,19,18,19,9,0,116,16,36,27,22,25,19,3,0,149,3,4,6,3,6,0,0,0,19,0,0,0,0,3,6,0,0,22,22,39,31,29,38,25,3,7,195,0,0,0,0,0,0,0,0,5,0,7,5,9,11,12,16,5,81,39,107,102,100,107,97,39,11,600,0,11
UCL215077,0,5,4,6,0,3,0,0,13,0,4,0,4,4,3,5,0,19,0,19,21,4,9,8,3,0,75,0,9,12,8,11,20,11,4,77,7,15,31,38,35,35,13,3,171,0,0,0,0,5,5,0,0,9,0,0,0,0,9,5,6,0,12,7,15,31,39,42,39,16,3,190,0,0,0,0,0,0,0,0,0,8,9,7,17,18,16,6,10,86,11,60,84,73,93,96,37,17,469,0,4,6,5,5,4,0,0,25,0,8,5,5,0,7,0,0,20,7,27,32,24,12,11,10,0,122,8,8,22,12,26,22,5,0,99,4,8,7,23,26,11,0,0,81,0,0,0,4,3,3,0,0,15,0,0,0,0,5,3,4,0,16,5,11,11,24,31,15,4,0,109,0,0,0,0,0,0,0,0,0,3,3,7,6,17,10,15,4,76,16,58,81,73,93,72,42,11,453,0,3
UCL215078,0,0,4,3,4,0,0,0,9,0,0,3,0,0,0,0,0,7,0,11,9,8,3,3,3,0,38,0,4,3,15,5,11,0,0,43,20,75,66,50,56,24,4,0,289,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,10,19,76,67,53,55,23,5,0,304,0,0,0,0,0,0,0,0,3,10,3,3,4,9,7,3,0,37,38,105,92,80,76,39,17,0,449,0,9,7,4,0,0,0,0,21,3,8,7,3,0,0,0,0,19,4,29,21,28,6,6,0,0,89,6,34,25,17,26,5,9,0,120,10,33,32,20,26,9,0,0,135,0,0,5,3,0,0,0,0,10,4,0,4,5,3,0,0,0,17,13,39,34,28,33,13,0,0,166,0,0,3,0,0,4,0,0,9,5,4,8,8,4,4,3,0,40,26,115,99,83,71,35,16,0,452,0,9
UCL215079,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,5,9,8,8,9,4,0,34,4,4,7,7,3,12,0,0,40,9,37,24,37,31,43,23,3,205,0,0,3,0,0,0,0,0,9,0,0,5,0,3,0,0,0,11,10,41,28,32,35,42,23,3,224,0,0,0,0,0,3,0,0,9,12,13,5,7,11,20,18,14,100,22,68,51,56,64,82,54,16,413,0,3,0,0,0,0,5,0,11,5,0,4,5,3,7,3,0,19,0,14,17,17,14,14,6,0,87,3,14,8,19,23,13,5,0,81,3,24,12,22,31,15,3,0,128,0,6,0,5,0,4,0,0,14,0,0,5,9,3,0,0,0,18,6,33,19,35,32,24,7,0,163,0,0,0,0,0,0,0,0,4,7,6,9,14,12,32,27,22,134,30,78,56,87,86,84,54,30,499,0,9
UCL215080,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,12,15,6,9,6,0,0,44,0,5,8,11,12,6,3,0,56,19,85,46,40,34,54,10,6,298,4,3,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,13,20,86,55,42,44,61,13,6,319,0,0,0,0,0,0,3,0,5,11,3,4,3,4,7,9,0,34,31,113,87,65,62,84,23,5,470,0,7,8,0,0,0,0,0,16,0,4,5,7,4,3,5,0,30,5,30,20,9,9,12,3,0,95,5,27,25,22,20,21,4,0,115,20,50,30,24,25,9,4,0,168,4,4,6,4,4,7,0,0,22,0,3,6,0,15,6,3,0,26,19,57,38,30,44,21,5,0,214,0,0,0,0,0,0,0,0,3,9,4,9,8,11,21,10,0,72,45,135,102,71,88,79,26,4,554,0,4
UCL215081,0,8,12,7,3,5,0,0,38,0,3,3,3,6,4,0,0,23,3,37,25,29,16,24,10,4,137,3,20,19,27,25,12,8,3,114,21,101,64,75,80,50,32,4,431,0,4,3,4,0,0,0,0,17,0,3,0,6,3,4,5,0,21,32,110,69,81,89,56,27,4,468,0,0,0,0,0,0,0,0,5,22,27,18,25,29,15,37,12,183,58,214,141,160,158,120,88,22,957,0,12,6,21,9,0,0,0,50,0,16,10,16,6,5,0,0,56,12,74,53,35,33,23,12,0,238,19,34,28,38,49,24,12,4,204,27,58,41,39,32,22,3,0,223,6,11,4,5,4,6,0,0,30,0,6,4,0,4,6,0,3,28,34,71,50,47,38,32,7,3,280,0,0,3,0,0,6,0,0,14,14,15,22,28,23,28,55,33,212,82,223,166,178,166,112,82,36,1050,0,24
UCL215082,0,0,4,6,6,0,0,0,16,0,5,0,5,3,6,0,0,18,0,18,18,12,11,9,0,0,68,4,6,16,7,8,11,4,0,61,29,67,73,66,40,21,9,6,315,0,0,5,3,0,0,0,0,12,0,0,6,4,0,0,4,0,10,30,67,78,77,40,25,10,6,337,0,4,0,0,0,0,0,0,3,10,5,5,16,6,7,5,0,61,41,108,121,129,83,68,23,4,568,0,3,6,5,3,6,0,0,17,0,11,11,11,4,10,0,0,48,3,28,39,33,16,11,0,0,125,4,22,34,29,21,8,4,0,111,15,28,45,23,22,5,0,0,146,3,0,9,3,3,4,0,0,17,0,0,3,4,0,0,0,0,16,18,30,55,33,23,9,0,0,180,0,0,0,0,0,0,0,0,0,6,3,15,9,9,14,4,6,56,38,97,157,113,79,51,6,6,543,0,6
UCL215083,0,6,5,5,4,0,0,0,16,0,0,0,4,4,4,0,0,9,3,8,4,3,7,3,0,0,44,0,3,7,12,12,8,5,0,47,12,49,25,34,41,23,15,3,203,0,0,5,0,0,0,0,0,9,4,6,0,0,7,0,0,0,11,18,49,36,34,45,23,15,3,223,0,0,0,0,0,0,0,0,0,11,7,8,3,7,20,15,13,75,30,76,53,63,83,64,35,18,419,0,3,3,0,8,4,0,0,18,0,4,3,3,7,4,0,0,26,6,24,14,17,14,8,5,0,88,6,17,15,15,21,14,0,0,86,11,24,31,14,25,15,0,0,125,0,3,3,5,4,3,0,0,13,0,0,4,0,6,0,0,0,13,10,31,35,18,35,15,4,0,160,0,0,0,0,0,0,0,0,0,7,0,8,8,15,14,23,13,96,33,79,85,67,100,60,36,17,470,0,8
UCL215084,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,18,4,3,9,6,3,4,3,0,33,11,35,20,25,19,21,13,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,36,24,25,21,21,13,5,156,0,0,0,0,0,0,0,0,0,17,3,3,6,6,11,14,6,72,34,58,36,37,39,45,30,12,283,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,18,7,7,6,0,0,0,42,3,10,5,11,7,9,0,0,52,19,25,9,9,16,13,0,0,96,0,5,4,0,4,0,0,0,8,0,0,0,0,3,0,0,0,10,17,33,18,14,19,13,4,0,115,0,0,0,0,0,0,0,0,0,4,9,3,8,5,11,7,12,54,32,71,34,46,42,40,16,13,276,0,4
UCL215085,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,8,8,6,0,0,0,0,24,0,4,11,6,3,9,0,0,34,5,35,53,33,29,19,6,3,176,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,35,53,35,30,19,6,3,188,0,0,0,0,0,0,0,0,0,3,4,14,4,11,9,9,0,56,16,57,79,51,54,42,10,4,304,0,0,5,3,0,0,0,0,7,0,0,8,0,0,0,0,0,11,5,8,22,7,5,0,0,0,54,5,13,16,9,8,6,0,0,48,4,21,22,15,12,3,0,0,85,3,0,3,8,0,0,0,0,12,0,3,0,5,0,0,0,0,11,4,21,23,25,19,8,0,0,104,0,0,0,0,0,0,0,0,3,4,4,0,3,5,6,0,4,26,16,50,80,48,37,20,7,7,256,0,3
UCL215086,0,9,9,3,8,5,0,0,27,0,3,6,5,6,0,0,0,27,7,20,20,17,10,22,3,0,104,5,7,26,20,12,19,10,3,97,31,100,89,77,61,57,27,11,452,3,3,3,4,0,0,0,0,13,0,7,0,3,0,4,3,0,23,36,110,93,86,62,66,33,11,489,0,0,6,0,0,0,0,0,3,13,12,15,11,8,16,22,14,102,53,162,161,144,105,122,76,26,849,0,9,13,17,3,0,0,0,43,0,3,13,19,8,8,3,0,54,10,64,48,25,28,35,10,4,212,6,26,41,33,25,29,6,4,168,22,57,64,43,37,27,4,0,245,5,0,9,3,0,8,0,0,20,4,0,4,9,4,6,3,0,38,27,59,74,56,37,40,5,0,305,0,0,0,0,0,3,0,0,9,8,8,13,19,7,23,33,31,141,48,171,202,164,114,130,65,42,935,0,16
UCL215087,0,0,5,6,0,0,0,0,11,0,0,5,0,3,0,0,0,7,0,7,3,4,4,7,7,0,30,0,4,4,11,7,11,0,0,39,15,53,60,54,52,37,8,0,277,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,17,55,63,54,48,41,13,0,290,0,0,0,0,0,0,0,0,0,8,12,11,7,25,13,3,0,69,30,73,89,83,90,69,28,0,455,0,4,4,9,4,0,0,0,24,0,4,0,0,10,0,0,0,15,4,20,25,13,10,5,0,0,77,11,19,16,21,13,10,3,0,94,11,17,24,24,23,7,0,0,111,3,0,5,0,0,0,0,0,11,0,0,4,6,3,0,0,0,14,14,25,35,33,28,7,0,0,137,0,0,0,0,0,0,0,0,0,5,14,7,7,11,14,5,0,70,34,84,90,84,77,40,14,0,425,0,6
UCL215088,0,3,3,7,12,5,3,0,32,0,0,0,5,3,9,5,0,21,0,6,12,28,16,17,15,0,87,4,6,9,13,18,16,5,4,77,8,23,25,31,36,28,19,4,178,0,0,0,0,6,0,0,0,9,0,0,0,0,0,4,0,0,7,12,20,26,37,37,29,19,5,190,0,0,0,0,0,0,0,0,0,20,5,7,29,15,17,8,7,114,32,47,66,122,104,88,43,13,516,0,9,4,19,13,11,0,0,54,0,0,12,10,12,14,4,0,41,0,11,19,30,21,11,8,0,107,0,9,14,18,40,20,11,0,111,4,11,19,26,18,16,0,0,100,0,0,0,5,3,0,0,0,14,0,5,0,4,3,0,0,0,10,4,14,20,32,22,20,4,0,123,0,0,0,0,0,0,5,0,10,14,5,11,27,19,19,14,7,123,22,48,83,141,132,90,42,14,570,0,6
UCL215089,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,7,0,5,10,9,12,12,5,0,41,0,3,5,20,11,6,5,0,45,18,42,33,31,55,37,17,7,246,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,23,46,32,35,63,44,17,7,259,0,0,0,0,0,0,0,0,4,10,11,5,7,12,27,23,10,114,32,70,58,65,97,88,54,17,483,0,5,3,0,8,0,0,0,11,0,6,3,0,7,3,0,0,21,3,29,20,7,10,14,7,0,92,7,10,12,26,15,10,6,3,94,7,27,27,23,26,16,5,0,134,0,0,0,0,0,0,0,0,12,3,0,0,0,4,0,0,0,9,13,31,27,28,33,16,3,0,160,0,0,0,0,4,4,0,0,3,12,15,11,12,14,21,32,35,154,32,91,71,76,82,77,54,36,532,0,8
UCL215090,0,10,4,4,0,0,0,0,15,0,0,0,0,3,0,0,0,6,0,21,13,0,6,10,0,0,51,0,11,21,3,8,9,4,0,57,22,63,45,36,37,36,12,4,261,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,24,67,47,36,36,44,10,4,278,0,0,0,0,0,0,0,0,0,14,11,11,6,17,23,7,8,90,38,111,97,55,73,86,24,12,498,0,7,0,5,3,0,0,0,14,0,9,9,4,8,0,0,0,33,0,42,27,15,14,13,6,0,116,6,25,17,13,19,12,3,0,104,6,46,23,26,16,8,0,0,131,4,4,0,0,3,0,0,0,14,0,0,0,4,0,0,0,0,13,13,52,33,25,28,12,3,0,161,0,0,0,5,0,3,0,0,8,14,7,10,12,18,16,27,28,122,33,131,92,79,84,54,33,29,546,0,13
UCL215091,0,0,3,7,5,3,4,0,24,0,0,0,7,7,3,0,0,11,13,14,11,20,24,26,4,0,120,3,6,8,10,17,13,7,0,64,21,18,25,32,56,23,6,0,185,3,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,5,30,18,30,33,53,30,8,0,198,0,0,0,0,0,0,0,0,3,4,0,0,5,13,6,0,0,24,46,38,56,90,122,74,21,10,455,4,3,9,10,9,5,0,0,35,0,0,7,4,3,3,4,0,19,10,20,32,30,35,9,3,0,144,8,7,12,22,23,12,0,0,87,8,12,11,13,17,6,0,0,66,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,13,13,12,10,20,23,13,3,3,92,0,0,0,0,0,4,0,0,3,0,5,6,4,11,4,0,0,25,32,47,68,88,102,47,11,6,399,4,3
UCL215092,0,19,39,47,25,29,12,0,171,0,4,17,26,16,10,3,0,63,5,41,86,88,42,42,29,3,341,0,19,18,23,30,19,18,0,131,17,45,61,55,62,67,35,8,350,3,0,0,0,0,4,0,0,9,0,0,4,4,6,7,5,0,30,23,44,63,58,66,82,39,8,384,0,0,0,0,0,4,0,0,3,9,6,16,8,14,15,18,9,80,40,139,244,250,189,186,111,28,1186,0,38,65,43,22,22,8,0,205,4,7,29,31,27,22,3,0,126,9,53,116,108,44,61,33,7,433,7,29,29,63,40,40,26,7,229,15,20,27,40,39,19,5,0,163,0,4,0,9,4,0,3,0,21,3,0,7,3,7,7,3,0,33,16,21,34,52,49,31,16,0,215,0,0,0,0,0,3,0,0,10,11,7,12,20,9,16,20,17,115,45,166,287,317,194,193,105,36,1336,0,53
UCL215093,0,0,3,0,0,4,0,0,13,0,0,0,4,4,3,0,0,14,5,13,13,7,9,7,4,0,67,6,26,21,18,21,13,4,0,99,63,204,127,103,75,66,18,4,659,8,3,6,0,0,0,0,0,22,0,7,0,0,4,0,5,0,20,71,212,131,108,81,69,22,4,704,0,0,4,0,0,0,0,0,3,11,5,16,11,11,9,6,0,69,97,261,190,143,125,112,43,3,976,0,12,5,4,0,4,0,0,28,0,18,9,8,10,7,0,0,52,11,61,39,21,32,12,3,0,183,20,72,51,38,34,22,0,3,233,31,90,67,63,47,16,0,0,320,4,9,5,7,6,3,0,0,31,6,9,6,9,7,8,0,0,48,38,112,84,77,56,31,8,0,399,0,0,0,3,0,0,0,0,13,11,13,7,12,11,18,6,6,82,83,278,191,162,147,93,21,3,986,0,9
UCL215094,0,0,4,7,0,0,0,0,9,0,0,0,5,0,0,0,0,5,0,0,8,3,10,3,0,0,27,0,0,6,11,8,4,3,0,30,4,12,18,28,20,18,0,0,110,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,4,8,12,23,29,24,23,0,0,123,0,0,0,0,0,0,0,0,0,11,9,0,4,7,3,4,0,32,16,22,44,62,50,34,8,0,226,0,0,3,0,6,0,0,0,14,0,0,0,3,5,0,0,0,8,0,3,14,19,8,7,0,0,50,4,9,6,11,5,5,0,0,45,11,3,16,18,4,0,0,0,57,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,11,16,17,23,9,6,0,0,72,0,0,0,0,0,0,0,0,0,7,0,3,0,12,7,4,0,42,24,27,51,61,42,22,7,3,239,0,0
UCL215095,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,0,0,18,4,0,0,6,7,0,0,0,16,18,35,26,26,42,17,4,0,175,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,18,35,26,26,40,22,4,0,186,0,0,0,0,0,0,0,0,0,3,3,5,4,6,9,3,0,38,30,50,36,45,57,37,11,0,262,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,10,5,7,3,0,12,7,0,0,25,4,13,6,13,8,0,5,0,56,10,36,15,20,16,0,0,0,93,0,0,6,0,5,0,0,0,8,0,0,0,3,0,0,0,0,7,6,36,16,26,19,3,0,0,113,0,0,0,0,0,0,0,0,0,3,3,10,6,5,8,5,0,34,17,68,39,50,42,27,3,0,250,0,0
UCL215096,0,0,6,4,0,4,0,0,20,0,0,3,0,4,0,0,0,4,3,14,14,12,7,13,3,0,77,0,10,13,10,10,21,5,3,62,19,78,67,73,47,36,16,3,338,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,25,82,62,74,43,40,20,3,353,0,0,0,0,0,0,4,0,8,7,11,8,12,10,7,0,0,63,36,114,106,119,81,88,34,11,591,0,7,3,10,4,4,4,0,35,0,5,5,7,6,9,0,0,35,0,36,29,32,17,10,0,6,131,9,40,38,25,17,15,9,0,150,10,31,24,25,21,15,3,0,130,0,0,3,3,4,0,0,0,12,0,4,0,7,5,0,0,0,19,13,41,31,32,29,13,6,0,162,0,0,0,0,0,0,0,0,0,9,7,11,8,13,15,17,0,72,29,130,120,123,82,57,36,8,593,0,7
UCL215097,0,4,3,3,5,11,0,0,25,0,0,0,0,0,0,0,0,7,3,8,10,13,16,8,8,0,67,10,5,13,18,12,17,0,5,89,44,96,79,71,57,39,29,7,436,6,0,4,0,0,0,0,0,8,0,0,4,0,4,3,7,0,14,47,102,80,74,65,46,39,7,455,0,0,0,0,0,0,0,0,4,17,10,14,16,16,16,13,6,112,81,131,122,127,107,95,57,20,756,0,4,3,4,0,0,0,0,19,0,5,11,14,9,8,0,0,46,3,22,35,22,18,23,9,3,136,9,29,33,29,29,20,13,0,158,16,57,50,48,28,19,0,0,221,0,8,3,3,4,10,0,0,24,0,6,4,3,0,6,0,0,28,25,66,57,52,37,34,9,3,275,0,0,0,3,0,0,0,0,5,20,12,24,25,15,29,20,6,148,53,141,160,154,106,115,52,11,791,0,8
UCL215098,0,5,3,0,3,4,0,0,10,0,0,0,0,0,5,0,0,6,6,8,9,8,0,0,0,0,23,0,6,6,8,6,10,0,0,39,12,61,33,24,32,23,7,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,12,64,29,23,32,30,12,5,208,0,0,0,0,0,0,0,0,4,0,9,0,0,10,7,3,0,30,21,83,54,35,49,57,17,3,321,0,5,3,0,0,7,0,0,26,0,5,0,0,0,5,0,0,11,4,25,17,16,9,11,0,0,74,0,17,18,13,18,9,4,0,76,9,26,19,14,16,7,3,0,88,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,8,7,27,19,11,24,8,3,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,8,13,3,4,34,16,84,58,40,58,49,8,9,324,0,12
UCL215099,0,0,0,0,0,0,0,3,6,0,0,0,0,6,3,0,0,14,0,3,4,7,3,10,0,0,29,0,0,8,0,5,7,4,0,35,11,26,26,28,43,24,19,6,193,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,18,25,27,36,45,29,19,6,203,0,0,0,4,0,0,0,0,4,11,3,11,12,11,16,9,9,76,31,36,49,55,65,67,36,19,362,0,4,3,5,0,0,0,0,11,0,4,0,3,4,0,0,0,17,0,12,19,6,14,9,6,0,73,0,11,14,4,11,16,3,4,70,16,18,15,13,13,14,0,0,91,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,5,8,15,25,15,14,13,20,0,5,109,0,0,0,0,0,0,0,0,4,10,12,9,5,13,24,20,9,106,28,59,60,45,63,73,41,19,394,0,3
UCL215100,0,0,5,0,0,0,4,0,8,0,0,0,0,5,0,0,0,7,0,3,4,6,0,9,6,0,38,0,0,9,3,7,8,8,0,32,11,23,20,18,31,25,16,3,141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,11,20,17,15,30,28,16,3,145,0,0,0,0,0,0,0,0,0,4,4,10,3,7,13,12,4,55,9,33,39,34,51,63,40,8,290,0,0,4,0,0,4,0,0,10,0,4,0,5,3,3,4,0,19,5,15,6,10,16,19,5,0,68,0,3,15,15,12,16,7,0,67,4,10,15,17,23,9,0,0,72,0,0,0,0,4,0,0,0,6,0,0,0,5,3,0,4,0,12,7,10,13,15,30,11,6,0,93,0,0,4,0,0,4,3,0,8,8,8,7,6,13,15,20,10,78,18,33,48,55,75,60,41,9,341,0,0
