UCL_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL213010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,56,18,37,25,6,0,155,0,0,0,0,3,4,6,6,0,15,0,0,0,18,0,0,0,0,0,20,0,0,4,3,7,13,36,31,15,112,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,16,0,0,0,6,4,0,5,0,0,12,0,0,0,13,0,0,0,0,0,8,3,0,3,11,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,4,8,0,7,7,3,0,0,30,0,0,0,12,10,0,0,0,0,19,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,4,0,0,5,0,0,3,46,23,28,70,44,25,237,50,157,119,301,158,165,179,109,41,1283,789,1713,1657,3615,1838,2170,2157,1258,554,15758
UCL213011,0,0,0,15,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,5,3,11,15,72,29,27,15,4,0,182,0,0,0,4,3,3,8,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,29,22,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,26,0,6,3,23,3,0,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,13,13,8,4,3,0,0,0,49,0,0,0,0,4,3,0,0,0,3,0,0,0,11,0,3,3,0,0,16,0,8,0,11,4,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,45,20,36,44,38,10,242,105,214,184,433,214,207,158,92,59,1669,805,1646,1587,3224,1728,1898,1691,1021,467,14068
UCL213012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,10,31,9,9,9,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,14,5,5,38,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,4,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,5,0,4,0,0,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,4,3,0,20,0,0,3,5,0,0,0,0,0,12,0,0,0,0,3,0,4,0,0,8,0,0,0,9,0,3,0,0,0,12,0,0,3,22,14,16,18,8,3,90,24,82,62,149,87,102,106,66,31,718,475,1173,1093,2136,1345,1608,1497,779,334,10450
UCL213013,0,6,0,13,3,0,0,0,0,24,0,0,0,0,4,3,0,0,0,5,0,3,8,36,14,22,13,0,0,103,0,0,0,0,0,8,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,11,12,11,20,15,0,63,0,0,3,0,0,5,0,0,0,9,0,11,8,16,8,8,4,0,0,66,0,0,5,27,9,0,5,0,0,48,0,0,0,16,0,0,3,0,0,17,0,0,4,9,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,8,5,16,5,0,3,4,3,48,0,0,6,22,8,14,4,0,0,51,0,0,0,0,7,6,0,0,0,17,0,0,3,3,4,10,0,0,0,17,5,19,5,34,20,19,20,26,9,150,32,78,91,197,113,72,110,77,57,823,833,1712,1525,3423,1701,1721,1678,1047,460,14100
UCL213014,0,6,0,21,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,10,64,26,12,4,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,15,0,0,0,3,0,0,0,0,0,6,0,0,9,10,10,6,3,0,0,45,0,6,0,11,4,0,0,0,0,22,0,0,0,8,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,11,0,32,10,84,8,6,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,18,5,5,5,28,17,6,4,0,0,72,49,95,77,192,66,84,71,67,33,729,717,1355,1214,2917,1092,1270,1086,803,417,10869
UCL213015,0,9,0,36,6,3,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,5,13,46,14,3,10,0,0,98,0,0,0,4,0,9,9,0,0,23,0,0,8,16,6,8,0,0,0,39,0,0,0,0,9,14,9,8,0,41,0,7,3,9,5,9,4,0,0,29,0,3,12,18,23,15,0,6,0,79,0,5,8,59,15,4,6,3,0,92,0,0,0,4,0,0,0,0,0,4,0,0,3,31,3,0,0,0,0,40,0,0,0,6,7,8,3,0,0,33,0,0,6,9,0,0,6,0,0,23,0,0,0,11,3,3,4,0,0,24,0,0,0,0,0,0,4,0,0,11,0,0,3,13,10,5,0,0,0,35,0,21,34,121,60,49,24,11,4,321,46,90,84,191,64,63,41,25,8,604,1365,2269,1752,4773,1780,1486,902,343,75,14741
UCL213016,0,3,0,15,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,11,5,12,5,94,11,10,17,6,0,160,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,3,0,0,0,11,0,4,0,6,12,16,12,19,0,69,3,0,0,0,3,0,0,0,0,8,0,4,9,12,16,4,0,3,0,50,0,4,4,18,13,4,4,0,0,41,0,0,4,9,0,0,0,0,0,13,0,0,0,10,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,6,0,12,3,3,7,4,0,35,0,0,4,14,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,4,0,0,10,0,5,6,34,15,32,33,30,11,172,46,119,99,241,119,141,159,145,101,1161,1039,2367,2144,4476,2357,2454,2383,1698,793,19712
UCL213017,0,4,4,10,11,0,0,0,0,25,0,0,0,6,0,0,3,0,0,15,0,4,7,43,3,9,9,4,0,79,0,0,0,0,0,3,6,0,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,3,8,13,25,39,3,87,0,0,0,6,7,0,6,0,0,21,0,5,8,20,16,14,6,4,0,73,0,4,3,45,8,11,5,0,0,76,0,0,7,79,0,0,0,0,0,88,5,5,8,18,8,6,0,0,0,45,0,4,0,0,0,0,0,0,0,7,0,10,5,16,13,4,11,0,0,54,0,0,3,20,10,0,0,4,0,43,0,0,0,3,5,5,5,6,0,16,0,0,3,19,6,4,3,0,0,34,0,12,15,104,34,52,40,34,13,307,37,96,71,260,105,94,114,103,40,920,1196,2331,2097,4870,2247,2245,2183,1403,563,19134
UCL213018,0,4,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,8,0,23,9,6,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,18,13,3,52,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,7,0,0,0,13,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,12,7,0,44,21,33,42,87,39,69,120,113,56,575,397,949,728,1529,919,1141,1520,1003,390,8580
UCL214001,0,0,0,19,7,0,0,0,0,30,0,0,0,0,5,0,0,0,0,6,0,3,10,21,14,7,3,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,8,18,0,0,0,0,0,29,0,0,0,0,0,7,4,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,43,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,3,5,7,0,0,0,0,11,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3,7,13,6,77,9,37,44,104,50,57,53,41,19,415,383,720,782,1620,783,943,929,579,282,7015
UCL214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,4,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,9,0,26,0,0,4,0,3,0,3,0,0,11,0,0,0,4,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,17,13,13,16,16,0,72,21,31,9,67,22,13,15,13,0,192,493,1073,671,1734,810,513,505,264,114,6178
UCL214003,0,0,4,10,0,0,0,0,0,15,0,0,0,6,0,0,3,0,0,3,0,3,3,15,5,3,6,0,0,42,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,7,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,3,16,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,11,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,10,20,9,13,17,19,6,93,35,94,80,172,93,116,95,116,68,858,459,903,937,1936,1054,1417,1491,1045,505,9742
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,6,0,0,34,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,16,0,0,4,8,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,0,12,9,3,38,10,43,33,83,38,35,50,43,25,362,269,601,521,1208,599,648,763,548,237,5389
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,12,11,4,8,7,4,67,46,111,89,200,146,141,170,80,27,1004
UCL214006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,5,3,0,0,0,24,0,0,0,0,4,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,14,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,18,3,0,0,40,0,0,3,8,0,0,9,0,0,23,0,0,0,6,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,3,0,0,0,8,4,5,10,0,0,25,0,0,0,7,3,4,3,0,0,20,0,0,0,0,0,14,0,3,0,18,0,0,0,0,0,0,3,0,0,5,0,7,3,20,9,17,28,24,6,110,21,45,21,66,63,77,109,60,28,481,280,666,427,1168,758,1086,1377,751,297,6797
UCL214007,0,3,0,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,19,62,22,20,6,0,0,144,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,3,0,0,13,0,0,0,4,7,5,3,0,0,17,0,0,0,9,0,0,0,0,0,11,0,0,4,18,13,4,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,20,0,0,0,0,0,9,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,6,41,13,11,9,7,0,99,13,25,17,85,23,34,17,11,4,211,489,601,463,2116,496,467,274,94,16,5011
UCL214008,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,0,26,0,0,0,0,0,0,0,0,0,3,0,0,5,11,4,3,4,4,0,29,0,0,0,7,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,7,0,0,0,11,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,4,0,0,21,0,0,0,3,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,15,0,9,3,16,9,0,4,5,0,54,16,46,66,109,49,65,83,84,61,583,539,1049,1063,2056,1052,1257,1273,876,417,9577
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,18,0,0,0,4,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,17,19,12,6,69,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,8,3,0,36,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,6,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,7,0,0,0,30,22,30,13,22,7,124,10,38,44,103,49,78,54,45,25,447,449,996,853,1956,1105,1278,1069,700,291,8698
UCL214010,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,17,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,16,22,15,8,70,3,25,19,40,35,38,61,56,35,316,284,644,432,1035,611,898,1203,690,235,6046
UCL214011,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,17,10,4,3,0,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,15,3,40,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,0,6,4,27,0,4,0,4,4,3,3,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,5,17,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,6,0,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,3,0,4,5,22,17,10,13,18,5,99,23,64,52,122,46,65,55,51,20,492,547,1150,1057,2131,1134,977,924,627,239,8786
UCL214012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,8,11,9,7,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,14,9,4,7,9,9,53,15,30,21,69,37,43,52,51,49,375,315,693,627,1224,675,775,797,598,312,6010
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,21,3,0,0,0,0,35,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,5,4,33,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,6,0,0,20,0,0,0,5,0,0,0,0,0,10,0,0,3,56,0,0,0,0,0,58,0,4,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,17,16,4,12,5,0,64,12,25,17,57,32,34,26,33,21,251,256,589,456,1139,737,614,632,468,268,5151
UCL214014,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,5,4,13,10,8,0,0,0,42,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,15,4,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,5,0,15,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,3,4,5,4,0,0,14,0,3,0,7,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,0,11,7,9,17,21,4,71,30,74,49,138,77,101,122,94,47,728,281,640,511,1103,658,967,1343,767,261,6527
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,14,7,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,6,11,8,0,40,17,36,22,80,27,31,49,42,21,325,296,743,554,1205,571,703,797,528,218,5618
UCL214016,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,8,7,4,33,4,4,3,0,0,58,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,25,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,8,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,6,11,10,4,54,18,56,43,90,67,62,86,73,41,528,333,816,741,1413,886,1033,1229,937,383,7769
UCL214017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,0,27,0,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,5,4,0,5,7,0,3,4,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,4,10,7,7,5,51,7,26,14,38,29,60,88,74,19,355,174,432,342,668,524,844,1236,754,296,5265
UCL214018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,5,5,0,0,22,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23,16,3,60,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,10,5,4,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,8,0,0,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,4,3,22,32,30,27,7,130,12,44,20,88,81,121,169,114,25,679,268,684,530,1303,1037,1665,2169,1082,306,9048
UCL214019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,3,10,27,14,10,0,0,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,13,0,0,0,10,0,0,0,0,0,10,0,0,0,5,5,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,6,10,6,47,22,72,59,150,67,76,78,26,21,564,259,656,727,1339,723,863,805,442,208,6016
UCL214020,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,19,50,14,10,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,3,6,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,7,0,0,0,0,0,9,0,0,0,48,0,0,0,0,0,52,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,5,6,30,6,11,8,3,0,75,17,38,28,94,53,68,70,75,74,522,281,588,572,1228,630,810,805,490,225,5627
UCL214021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,9,5,0,4,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,21,0,0,0,3,0,0,0,0,0,3,0,5,7,4,13,3,0,0,0,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,15,9,4,3,10,0,45,8,21,21,47,26,27,31,28,26,227,317,745,726,1266,764,556,566,336,213,5497
