UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL214004,83,4,16,0,15,0,14,118,3,250,0,0,5,0,0,0,4,0,0,8,29,14,53,4,24,13,40,134,6,317,7,0,4,0,9,0,11,3,0,25,21,0,78,0,22,6,31,44,6,199,7,8,0,0,10,14,3,5,0,41,36,4,19,0,15,131,11,23,0,232,25,0,28,36,6,13,3,37,0,145,13,0,4,3,13,3,41,5,0,86,6,3,0,0,0,0,0,0,0,8,4,3,0,0,12,0,0,0,0,19,0,3,0,0,0,5,0,0,0,20,4,27,14,6,16,0,0,0,0,69,10,4,10,0,3,0,0,48,3,80,9,12,0,16,17,0,0,9,0,67,4,63,0,48,8,0,4,5,0,142,14,56,12,116,30,0,0,20,3,245,0,0,0,4,3,0,0,0,0,15,4,0,39,20,8,0,0,14,0,86,10,4,12,4,9,3,11,21,21,98
UCL214005,0,0,6,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,10,4,22,0,9,4,12,32,0,95,0,0,0,0,0,0,0,0,0,3,0,0,19,0,5,0,0,3,0,27,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,26,5,3,0,50,7,0,8,5,0,9,0,6,0,40,3,0,0,0,3,0,15,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,0,0,0,0,13,0,0,5,0,0,0,0,11,0,15,0,3,0,4,8,3,0,0,0,19,4,8,0,3,0,0,0,0,0,23,4,20,7,26,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,19,6,0,0,0,0,0,22,3,0,0,0,0,0,0,5,3,13
UCL214006,11,0,7,0,0,0,0,14,0,35,0,0,3,0,0,0,3,0,0,13,13,11,28,9,7,19,5,4,0,97,6,8,3,0,10,0,9,0,0,39,28,3,148,0,21,0,10,42,5,263,5,5,3,0,5,18,4,11,0,48,40,13,14,0,12,159,5,34,0,278,74,4,65,79,10,17,0,62,4,316,3,3,3,4,6,3,37,3,0,73,3,15,8,0,10,4,0,0,0,31,3,21,0,0,20,0,0,0,0,47,6,7,0,0,10,37,0,0,0,62,25,60,10,0,38,0,0,0,0,132,7,0,15,0,3,8,0,53,0,89,21,20,4,24,15,0,0,11,3,99,13,96,0,40,14,0,0,0,0,160,16,104,11,132,41,0,0,17,6,333,30,26,13,20,16,16,0,21,3,138,3,6,37,8,10,0,0,7,4,83,12,8,15,6,11,11,9,8,14,94
UCL214007,0,0,0,0,0,0,6,8,0,16,0,3,0,0,0,0,0,0,0,7,22,23,47,6,18,3,32,37,3,188,0,0,3,0,12,0,9,4,0,32,19,6,163,0,26,3,22,50,6,305,12,7,13,0,15,10,7,5,0,72,28,11,23,3,21,129,13,19,0,245,20,0,18,25,0,15,7,33,0,116,19,14,4,8,75,16,132,15,7,292,3,16,3,0,6,0,0,0,0,32,17,35,3,0,43,3,0,0,0,109,11,3,0,0,8,19,0,0,0,41,20,86,27,0,29,0,0,0,3,164,8,9,5,7,17,0,11,30,0,87,20,45,12,73,58,0,0,6,3,222,16,140,6,48,21,0,0,5,0,238,7,115,13,125,59,4,0,12,5,346,5,7,6,13,6,3,0,5,0,44,6,4,60,20,10,0,0,7,0,118,12,11,14,6,11,4,16,15,24,116
UCL214008,96,17,45,3,20,7,23,91,5,306,5,0,9,0,0,0,6,0,0,26,23,16,68,7,16,14,20,14,0,181,5,4,6,0,3,0,7,5,0,28,61,7,206,0,39,6,37,62,3,415,12,10,7,0,16,41,10,9,3,113,63,4,31,5,15,292,6,52,0,466,53,0,53,68,11,46,4,64,0,292,10,3,3,6,32,6,75,0,0,135,7,14,17,0,9,5,0,7,0,50,3,14,6,0,29,4,0,0,0,59,4,3,0,0,8,19,0,6,0,34,14,79,18,0,41,0,0,6,0,159,4,10,27,15,0,0,0,64,0,112,32,44,22,74,73,3,16,24,6,292,27,199,7,73,37,0,0,14,0,361,43,306,38,309,102,0,3,55,5,851,9,4,8,4,0,0,0,3,0,32,11,11,79,31,15,9,4,16,0,176,17,9,25,9,12,9,21,22,39,162
UCL214009,24,14,14,0,10,0,5,34,0,89,0,0,0,0,0,0,12,0,0,8,77,44,74,26,45,30,41,67,3,403,11,8,9,0,9,0,16,5,0,71,54,24,306,0,35,3,52,84,10,568,27,11,6,0,11,12,13,15,0,88,40,8,29,3,19,171,11,38,4,317,65,4,57,118,15,8,3,84,4,361,19,10,13,6,28,7,59,7,0,136,10,6,6,0,7,4,0,0,0,31,3,19,0,0,18,8,0,5,0,56,8,0,0,0,8,19,0,4,0,43,21,93,26,5,42,9,0,0,0,195,11,8,31,9,11,3,4,53,0,131,25,40,9,56,30,3,0,13,3,181,31,196,6,70,35,0,0,5,3,334,28,144,21,193,79,3,4,26,0,502,17,30,21,16,7,0,0,8,0,101,12,16,85,30,16,3,3,21,0,194,19,18,32,4,21,4,19,15,20,160
UCL214010,39,3,0,0,6,0,0,13,0,64,0,0,6,0,0,0,6,0,0,12,22,9,32,5,11,5,5,7,0,97,16,15,16,0,8,0,9,9,0,62,38,16,141,0,22,3,9,32,0,262,11,3,3,0,4,15,5,3,0,44,56,13,12,7,10,119,5,19,0,243,20,0,31,50,6,11,0,35,0,160,14,3,0,0,5,7,12,3,0,37,0,8,7,0,3,0,0,0,0,22,4,25,3,0,27,0,0,0,0,59,4,3,0,0,5,25,0,3,3,47,15,85,12,0,35,8,0,3,3,151,7,6,17,0,5,0,0,33,0,64,22,34,9,23,42,0,0,6,0,139,28,213,3,37,26,0,0,0,0,313,28,172,10,120,41,0,0,10,4,406,7,16,4,15,3,0,0,0,3,45,0,0,24,15,11,0,0,5,0,68,16,13,11,3,9,5,6,3,16,80
UCL214011,5,6,13,0,4,0,4,13,0,42,5,6,4,0,0,0,6,0,0,22,55,20,90,12,50,20,37,59,3,343,5,0,10,0,0,4,15,0,6,44,39,11,327,7,45,6,89,123,12,656,17,3,9,0,17,25,19,3,0,101,51,13,22,0,24,163,12,35,3,332,30,0,12,46,0,48,0,80,0,220,20,8,10,7,42,12,111,15,4,221,0,18,11,0,12,5,0,0,0,45,6,26,0,0,47,0,5,0,0,87,6,5,3,0,6,11,0,4,0,41,14,66,24,0,38,3,0,0,0,151,8,13,17,6,16,0,8,47,0,111,38,50,12,124,55,0,7,14,3,301,29,207,10,97,40,3,0,3,0,391,13,139,22,184,87,0,0,24,4,483,6,6,8,13,3,5,0,3,0,41,10,9,88,23,14,0,0,9,0,154,20,11,23,3,21,8,18,25,49,176
UCL214012,32,4,22,0,4,4,6,76,0,153,0,0,0,0,0,0,0,0,0,0,27,20,80,5,24,13,40,133,3,352,6,11,7,0,3,0,16,3,0,42,25,3,92,0,6,0,32,31,0,195,8,6,4,0,0,15,7,3,0,37,39,5,28,0,8,142,4,25,4,260,18,0,15,43,3,6,0,30,0,119,4,6,5,3,19,5,52,5,0,89,0,0,0,0,0,3,0,4,0,7,0,3,0,0,19,0,0,0,0,23,4,4,4,0,3,18,0,0,0,35,10,48,19,0,38,0,7,0,0,108,6,4,3,8,0,0,0,34,0,62,10,17,3,28,18,0,9,13,0,94,9,132,9,43,13,0,0,3,0,199,17,109,24,171,44,0,0,38,3,414,0,0,8,5,5,0,0,6,0,22,6,13,51,18,14,4,0,19,0,121,3,5,12,4,7,9,7,10,38,103
UCL214013,18,0,0,0,0,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,36,23,49,0,16,15,18,106,0,264,8,4,6,0,0,0,0,3,0,22,35,7,94,0,14,7,13,30,0,195,21,3,3,0,7,14,3,4,0,53,50,8,15,10,11,131,4,18,0,248,31,3,17,35,8,10,3,34,5,147,9,0,3,3,12,4,30,3,0,67,9,20,6,0,7,0,0,0,0,49,11,18,0,0,17,0,0,0,0,56,3,7,0,0,4,14,0,3,0,32,28,99,13,0,21,0,0,0,0,168,9,0,11,9,11,0,0,30,0,75,33,51,3,47,37,0,4,11,9,189,29,141,5,26,21,0,0,4,5,227,20,113,9,85,34,0,0,12,0,280,11,18,8,10,0,0,0,10,0,61,9,5,36,12,8,0,4,5,0,75,6,9,12,7,4,10,4,3,7,60
UCL214014,26,13,5,4,11,0,0,29,5,84,0,0,0,0,0,0,3,0,0,11,10,0,23,4,6,15,15,32,0,105,5,0,3,0,0,0,11,3,0,18,20,3,97,0,10,4,19,37,4,198,9,3,0,0,4,6,8,4,0,34,33,5,15,0,12,129,4,14,0,218,77,5,28,63,15,39,0,89,5,315,7,3,4,0,15,6,36,9,0,79,0,6,0,0,0,0,0,0,0,10,3,8,0,0,11,0,0,0,0,17,3,0,0,0,0,18,0,3,0,31,0,13,9,0,19,6,0,0,0,51,6,4,6,0,0,0,0,38,0,57,22,13,7,35,33,0,0,11,0,121,8,98,4,57,11,0,0,0,0,177,19,103,9,150,38,0,0,21,0,353,5,0,0,3,0,4,0,0,0,20,9,6,37,9,6,3,0,10,0,70,7,5,12,8,0,4,9,15,28,86
UCL214015,43,3,12,0,10,0,14,42,4,128,0,0,0,0,0,0,5,0,0,5,21,8,56,0,7,14,29,39,0,179,9,4,5,0,5,0,10,0,0,36,31,9,140,0,28,0,20,40,0,265,11,3,6,0,15,30,11,6,0,78,41,9,17,0,13,150,9,22,0,257,26,0,20,37,0,22,0,43,0,146,9,0,0,0,16,3,47,0,0,76,4,0,7,0,0,7,0,0,0,23,0,11,4,0,28,0,0,0,0,41,0,0,0,0,0,10,0,6,0,19,9,38,11,0,26,0,0,0,0,82,7,4,7,5,8,0,6,33,0,64,6,26,12,15,31,0,4,16,0,111,10,127,7,61,14,0,6,3,0,226,10,128,11,149,41,0,0,21,7,372,9,10,0,5,0,0,0,0,0,28,3,16,54,14,11,5,3,15,0,119,4,6,17,4,7,3,7,10,26,81
UCL214016,44,0,6,0,4,0,0,31,0,93,0,0,0,0,0,0,15,4,0,19,21,3,98,3,34,16,42,153,0,366,3,0,12,0,9,0,3,7,0,23,18,3,86,0,8,0,13,31,0,157,0,0,3,0,0,14,0,0,0,32,34,7,20,0,12,182,7,35,0,304,44,0,16,38,3,40,0,47,0,195,10,0,13,0,16,0,62,5,0,109,0,9,10,0,0,0,0,0,0,25,0,3,0,0,16,0,0,0,0,26,3,0,0,0,0,8,4,0,0,17,3,15,15,0,17,0,0,0,0,61,0,15,4,7,0,0,0,24,0,50,11,10,7,74,27,0,8,13,0,150,10,109,6,54,14,0,4,3,0,204,15,132,28,203,63,0,0,59,0,508,0,9,3,15,0,0,0,10,0,35,0,4,63,15,4,0,0,6,0,94,10,0,16,3,11,0,16,28,37,131
UCL214017,26,0,0,0,0,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,17,8,25,0,3,8,0,10,0,65,0,0,3,0,3,0,0,0,0,18,48,5,107,0,25,0,6,20,0,216,13,3,3,0,0,11,7,0,0,39,30,10,8,5,6,81,8,11,0,163,49,0,19,46,6,5,0,21,0,147,9,14,0,9,12,0,5,14,0,62,7,12,5,0,5,0,0,0,0,24,11,24,0,0,4,0,0,0,6,55,3,16,0,0,0,25,0,0,0,46,30,118,14,0,39,4,0,0,5,204,5,11,15,3,7,0,0,23,0,63,30,45,6,37,35,0,0,3,0,157,23,149,0,28,15,0,0,3,5,232,29,162,4,72,55,0,0,0,4,319,10,20,9,4,3,0,0,5,3,52,9,8,21,15,0,0,4,0,0,51,15,13,10,0,10,3,0,3,26,84
UCL214018,16,6,7,0,0,0,0,12,0,45,3,0,0,0,0,0,3,0,0,15,29,12,44,3,9,12,15,29,4,158,10,4,8,0,6,0,8,0,0,39,46,9,204,0,34,0,23,68,11,395,18,8,7,0,14,16,19,5,0,86,52,11,21,4,16,156,16,20,0,285,41,6,22,70,10,14,0,51,0,216,11,11,4,9,26,13,63,10,0,154,13,12,0,0,3,4,0,0,0,35,26,41,0,0,32,0,0,0,8,109,9,5,0,0,10,31,0,0,3,53,33,102,22,3,63,0,0,0,4,228,10,5,14,12,8,0,0,48,0,95,25,38,15,67,54,0,0,11,10,219,21,158,5,45,29,0,5,7,7,275,50,155,21,184,84,7,0,23,3,516,14,24,13,10,4,0,0,0,0,71,13,8,66,20,18,0,0,5,0,132,12,15,15,10,10,7,10,8,30,121
UCL214019,20,0,17,0,5,0,7,42,4,88,0,3,0,0,0,0,8,0,0,10,17,3,35,14,14,11,13,59,3,169,4,0,9,0,0,0,14,5,0,37,24,0,120,7,19,5,28,75,0,279,5,0,0,0,9,7,8,33,0,68,41,5,32,0,10,149,5,33,0,269,29,0,22,61,11,22,0,59,0,216,10,5,8,0,44,16,47,5,0,137,5,0,0,0,6,0,0,0,0,12,0,8,0,0,13,0,0,0,0,26,0,0,0,0,4,12,0,3,0,25,4,21,14,0,18,0,0,0,0,62,0,10,10,8,6,0,0,38,0,69,44,37,24,74,44,5,7,8,0,243,10,76,3,44,14,0,0,3,0,151,20,82,10,139,39,0,0,32,0,327,4,0,12,8,0,5,0,5,0,31,6,6,42,8,10,6,3,9,0,90,6,4,9,4,3,5,5,13,23,82
UCL214020,36,3,4,0,11,0,3,26,0,84,7,16,16,0,0,0,52,6,0,110,29,4,54,5,22,16,20,183,9,338,0,0,0,0,6,0,10,8,0,20,14,5,59,0,8,5,22,19,0,139,7,0,3,0,13,10,0,12,0,41,38,0,22,0,6,126,9,24,0,221,40,0,26,27,6,15,0,62,0,180,7,3,3,0,8,0,42,0,4,73,0,7,4,0,0,0,0,0,0,14,0,5,0,0,10,0,0,0,0,14,0,0,5,0,3,7,0,0,0,20,5,15,4,0,5,0,0,0,0,46,0,3,7,5,4,0,0,38,0,65,8,25,13,62,39,0,10,7,3,172,6,68,0,44,8,0,0,3,0,132,20,112,22,235,53,0,3,31,0,479,11,3,5,7,0,3,0,9,0,43,3,5,29,5,0,0,0,4,0,50,0,9,5,5,4,3,4,23,22,75
UCL214021,0,0,0,0,0,3,6,8,0,20,0,3,0,0,0,0,3,0,0,9,25,12,59,9,28,24,21,30,0,200,0,5,6,0,4,0,16,0,0,30,39,4,301,0,51,0,34,79,3,516,10,5,8,0,16,19,14,7,0,77,27,7,18,3,6,126,3,17,0,205,12,0,8,29,3,31,0,21,0,112,16,3,11,0,25,0,43,4,0,109,0,5,4,0,5,0,0,0,0,15,5,7,0,0,28,0,0,0,0,37,11,0,0,0,12,12,0,0,0,38,8,24,18,0,20,0,0,0,0,79,4,10,10,8,12,0,4,21,0,67,15,18,12,65,26,0,7,12,0,146,34,108,4,55,27,4,0,0,0,229,22,94,13,148,48,3,0,11,0,342,10,5,4,7,6,0,0,3,0,35,5,8,64,13,16,0,3,9,0,118,15,8,20,8,16,9,16,10,32,136
UCL214022,31,0,7,0,4,3,0,24,0,63,0,0,0,0,0,0,5,0,0,8,13,10,35,7,6,19,17,19,0,131,5,0,13,0,7,0,21,11,7,63,37,4,209,0,19,8,36,71,6,397,8,6,0,0,9,21,9,9,0,60,64,10,22,0,9,292,15,52,6,476,37,0,32,73,8,35,5,56,0,236,4,0,7,0,11,0,45,0,0,74,6,0,8,0,5,0,0,0,0,18,3,26,0,0,25,0,0,0,0,60,4,6,0,0,0,25,0,0,0,33,5,38,20,0,23,5,0,0,0,99,0,4,21,8,0,0,0,65,0,115,5,29,16,22,37,0,6,18,5,129,9,96,3,63,20,0,0,12,0,208,24,155,32,241,75,0,3,55,0,585,6,13,5,19,3,4,0,6,0,54,12,12,71,23,10,0,0,25,0,157,6,4,19,7,9,14,12,19,41,119
UCL215001,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,4,16,0,45,0,3,0,4,11,0,77,0,5,0,0,0,0,0,0,0,9,15,3,0,0,3,24,0,4,0,48,15,0,3,22,0,13,0,10,0,67,3,7,0,5,3,3,0,0,0,21,3,5,0,0,3,0,0,0,0,14,10,10,0,0,3,0,0,0,0,20,0,0,0,0,6,7,0,0,0,20,23,45,3,0,12,0,0,0,0,83,6,0,9,0,0,0,0,10,0,20,9,17,0,7,6,0,0,0,0,49,7,43,5,20,4,0,0,0,0,74,3,52,0,12,13,0,0,0,0,79,5,16,0,4,0,0,0,0,0,26,0,0,3,5,3,0,0,0,0,15,7,10,0,0,3,0,0,0,0,25
UCL215002,16,5,4,0,6,0,3,13,0,52,0,0,0,0,0,0,0,0,0,0,12,0,19,0,7,0,9,8,0,60,0,0,0,0,0,0,5,4,0,10,16,3,64,0,8,0,14,13,0,118,0,0,0,0,4,3,6,3,0,16,18,8,8,0,5,57,5,23,0,131,11,0,10,22,7,3,0,16,0,71,0,0,4,0,4,0,19,0,0,33,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,14,0,0,11,0,0,0,0,30,0,0,7,0,7,0,5,9,0,25,9,15,9,14,13,0,0,8,0,76,14,45,0,19,14,0,0,3,0,98,12,37,8,70,17,0,0,10,0,153,4,7,0,0,0,0,0,4,0,19,6,3,17,4,4,3,0,0,0,41,5,0,6,8,3,0,7,9,6,45
UCL215003,10,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,15,12,13,0,0,3,0,0,0,42,3,4,6,0,0,0,0,0,0,13,38,3,86,0,11,3,4,15,0,155,10,4,0,0,4,4,3,0,0,26,20,17,3,0,5,67,6,12,0,129,36,3,23,47,8,6,0,24,0,153,5,7,0,0,5,0,8,0,0,24,0,11,3,0,0,3,0,0,0,18,8,25,0,0,18,0,0,0,0,56,4,0,0,0,6,5,0,0,0,12,32,78,10,0,19,5,0,0,3,143,10,9,11,3,3,0,4,21,0,58,22,36,3,27,15,0,3,0,5,105,13,126,0,24,7,0,0,4,0,168,23,97,6,55,23,3,0,3,0,209,5,8,5,13,0,0,0,0,0,34,0,5,19,9,4,0,0,0,0,34,11,13,0,0,5,7,4,3,19,55
UCL215004,5,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,3,0,9,5,4,4,3,12,0,34,0,0,0,0,0,0,3,0,0,3,12,0,42,0,4,0,4,12,0,77,0,0,0,0,0,0,0,0,0,4,16,0,0,0,5,47,5,10,0,76,38,3,30,30,8,4,0,48,5,162,4,0,0,0,3,0,14,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,4,0,0,0,3,8,0,0,0,17,5,12,4,0,8,0,0,0,0,19,3,0,4,4,0,0,0,20,0,31,7,3,0,7,0,0,3,0,0,26,0,30,0,10,0,0,0,0,0,47,4,18,0,20,12,0,0,4,0,63,0,3,3,4,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,9,21
UCL215005,9,0,3,3,5,0,0,15,0,39,0,0,0,0,0,0,0,0,0,3,7,4,14,0,0,7,5,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,6,4,0,25,3,0,0,0,0,0,0,0,0,6,8,0,3,0,0,12,0,5,0,37,15,0,0,3,0,0,0,5,0,27,4,0,0,0,8,0,16,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,11,9,0,0,6,0,21,3,12,0,4,0,0,0,0,0,19,0,22,3,35,0,0,0,3,0,56,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,13,5,0,0,3,0,0,0,5,11,24
UCL215006,4,0,3,0,5,0,0,3,0,15,0,0,0,0,0,0,4,0,0,4,18,5,19,0,6,0,10,15,0,70,3,3,4,0,3,0,0,3,0,13,15,3,89,0,17,0,20,36,3,188,3,0,4,0,5,5,3,0,0,29,17,0,8,0,3,57,5,9,0,97,13,0,11,18,0,14,0,25,0,80,8,3,5,0,11,5,30,0,0,62,4,8,0,0,0,0,0,0,0,13,4,3,0,0,10,3,0,0,0,23,3,0,3,0,7,8,0,0,0,18,0,25,3,0,13,0,0,0,0,51,0,4,4,5,5,0,0,11,0,22,14,30,9,42,25,0,5,9,0,138,13,62,0,23,17,0,0,5,0,110,11,41,0,58,17,0,0,14,3,153,5,3,4,3,0,0,0,5,0,17,3,8,11,10,3,0,0,0,0,32,7,4,8,0,12,3,5,7,4,45
UCL215007,8,3,3,0,5,4,3,10,0,35,0,0,3,0,0,0,0,0,0,9,23,15,15,0,9,3,11,7,0,76,7,4,0,0,0,0,0,0,0,10,39,9,71,0,21,0,6,26,0,166,6,0,3,0,5,9,0,4,0,23,25,5,4,0,5,61,0,12,0,113,21,3,8,11,3,0,0,6,0,61,4,0,3,0,0,0,10,0,0,19,0,13,0,0,0,0,0,0,0,15,8,3,0,0,3,0,0,0,0,21,3,3,0,0,0,8,0,0,0,17,11,54,13,0,12,0,0,0,5,83,4,6,20,0,0,0,0,12,0,44,14,15,8,15,13,0,0,0,0,72,25,89,5,16,10,0,0,0,5,138,6,65,4,47,19,0,0,5,0,139,6,11,4,7,0,0,0,0,0,27,0,0,10,8,4,0,0,0,0,23,8,3,7,0,11,6,0,0,8,36
UCL215008,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,16,4,28,0,4,7,15,22,0,104,0,0,3,0,5,0,0,0,0,4,15,0,60,6,12,0,14,14,4,126,3,0,4,0,0,3,0,0,0,18,15,0,5,3,5,52,8,6,0,101,6,0,8,12,5,13,0,9,0,52,5,5,0,0,8,0,26,0,0,44,0,0,4,0,0,0,0,0,0,9,0,3,3,0,12,0,0,0,0,18,0,0,0,0,0,4,0,0,0,8,5,14,10,0,14,0,0,0,0,38,0,4,3,0,4,0,0,12,0,27,22,25,12,28,26,0,7,5,0,124,14,52,4,19,5,0,0,0,0,94,6,74,3,59,34,0,0,0,0,181,0,3,0,4,0,0,0,0,0,9,4,0,19,5,0,0,0,3,0,33,0,6,4,3,6,5,7,0,5,28
