UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215009,10,3,6,0,0,0,9,13,0,42,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,3,0,27,0,0,0,0,5,0,0,0,0,9,0,0,14,0,0,0,8,3,0,28,5,3,0,0,6,0,0,0,0,12,0,0,5,0,0,24,0,3,0,40,8,0,5,9,4,0,0,3,0,29,6,0,0,0,3,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,8,0,7,0,4,0,3,4,0,3,5,0,26,0,7,0,9,0,0,0,3,0,20,3,12,3,16,10,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,3,0,0,0,0,3,0,3,14
UCL215010,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,27,8,30,0,17,12,4,13,0,106,5,0,8,0,0,0,0,5,0,10,35,5,116,0,38,0,11,28,3,244,14,4,0,0,4,6,0,0,0,36,23,7,4,4,5,64,4,3,4,118,16,0,6,23,4,15,3,12,0,72,8,0,5,0,8,0,9,0,0,35,4,3,3,0,0,0,0,0,0,13,9,13,0,0,7,3,0,0,0,29,3,3,0,0,4,13,0,0,0,20,20,31,8,0,18,0,0,0,0,72,0,4,4,4,3,3,0,12,0,26,7,13,3,6,9,0,0,5,0,49,13,86,3,21,9,0,0,0,0,131,9,50,0,29,24,0,0,0,0,118,8,5,4,4,3,0,0,0,0,26,4,3,30,6,3,0,0,0,0,48,5,8,9,0,13,0,0,6,4,43
UCL215011,8,0,5,0,4,0,0,16,0,34,0,0,0,0,0,0,6,0,0,7,4,3,9,0,0,0,3,3,0,30,0,0,0,0,0,0,0,0,0,4,3,0,18,0,3,0,9,9,0,45,0,0,0,0,0,0,0,0,0,7,9,0,5,0,0,30,0,6,0,51,3,0,4,16,0,4,0,5,0,30,0,0,0,0,4,0,8,0,0,21,0,4,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,9,0,5,0,18,7,0,5,3,5,44,0,17,0,3,0,0,0,0,0,30,6,18,5,28,6,0,0,3,0,65,0,0,0,5,0,0,0,6,0,7,0,0,7,0,4,0,0,0,0,13,6,0,3,0,0,0,4,8,6,27
UCL215012,15,3,0,0,6,0,0,12,0,37,0,0,0,0,0,0,0,0,0,3,30,13,19,3,8,10,3,28,0,128,3,0,0,0,0,0,0,0,0,4,14,3,55,0,5,5,7,13,0,104,0,0,3,0,3,6,0,3,0,18,24,6,0,0,8,73,0,12,0,128,48,0,32,35,10,6,0,29,0,164,8,4,0,0,0,3,24,0,0,46,0,8,0,0,0,0,0,0,0,5,4,7,0,0,7,0,0,0,0,20,0,4,0,0,3,6,0,0,0,14,11,56,8,0,10,0,0,0,0,84,9,6,11,0,0,0,0,15,0,45,25,44,7,41,27,0,4,3,6,156,17,120,0,30,4,0,0,3,0,169,17,119,10,96,27,0,0,21,0,289,3,18,4,4,0,0,0,0,0,24,3,4,18,6,3,0,0,3,0,30,6,5,5,0,0,4,3,11,4,41
UCL215013,3,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,0,0,0,5,30,16,66,0,20,9,32,33,4,203,0,0,3,0,13,3,11,0,0,33,24,7,146,3,20,0,41,70,3,315,12,6,11,0,18,15,9,4,0,79,24,11,9,3,12,78,9,12,3,159,20,0,10,18,0,22,0,26,0,107,22,10,8,8,43,3,96,4,4,207,7,5,4,0,7,0,0,0,0,20,14,13,0,0,33,3,0,0,0,66,3,0,0,0,5,23,0,0,0,34,9,31,7,0,22,0,0,0,0,65,3,0,4,3,10,0,5,30,0,58,14,25,8,54,37,0,0,7,5,153,9,73,9,34,17,0,0,0,0,148,18,112,14,108,31,0,0,0,3,280,5,0,0,8,5,4,0,0,0,23,4,0,39,8,12,3,0,3,5,74,10,10,13,0,16,15,20,11,16,105
UCL215014,0,0,5,0,0,0,4,13,0,20,0,0,0,0,0,0,0,0,0,0,11,0,16,0,7,0,7,12,3,62,0,0,0,0,4,0,5,0,0,16,12,0,66,0,15,0,16,30,4,138,7,0,0,0,8,7,12,0,0,36,4,0,5,0,4,29,3,0,0,54,3,0,0,8,0,5,0,3,0,24,0,0,0,3,0,4,20,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,4,0,0,0,6,0,3,3,0,5,0,0,0,0,16,0,0,0,0,6,0,0,4,0,10,4,4,7,10,3,0,0,0,0,29,0,23,0,16,3,0,0,0,0,47,4,21,4,32,18,0,0,4,0,75,0,0,0,0,0,0,0,0,0,6,3,0,25,0,4,0,0,3,0,36,0,6,3,4,5,0,0,6,7,27
UCL215015,11,4,4,0,0,0,7,11,0,39,0,0,8,0,0,0,0,0,0,3,12,5,12,10,3,10,3,4,0,60,5,0,0,0,0,0,0,0,0,8,13,0,65,0,7,0,9,6,0,95,6,5,0,0,0,3,0,0,0,9,25,5,9,0,0,61,3,11,0,116,88,0,30,51,9,11,0,54,4,242,3,0,3,0,0,0,13,0,0,20,5,4,0,0,0,0,0,0,0,13,0,9,0,0,8,0,0,0,0,16,0,0,0,0,3,15,0,0,0,27,6,55,5,0,13,0,0,0,4,80,6,7,3,8,0,3,0,18,0,42,16,19,4,23,17,0,0,4,0,84,5,75,3,10,3,0,0,4,0,96,4,45,3,40,12,0,0,0,0,108,11,5,4,0,0,0,0,0,0,22,0,4,20,3,3,0,0,6,0,29,11,3,6,0,0,0,0,5,4,35
UCL215016,6,0,6,0,0,0,3,7,0,20,0,0,4,0,0,0,11,0,0,16,21,6,56,3,19,11,42,56,3,214,5,0,6,0,0,0,9,0,0,25,19,0,113,5,16,4,49,72,4,292,10,9,10,0,13,6,4,7,0,56,24,8,21,0,12,90,6,17,0,169,10,0,10,18,0,25,0,17,0,79,10,3,7,9,23,3,57,8,0,123,0,6,0,0,4,0,0,0,0,13,7,12,0,0,13,0,0,0,0,36,0,0,4,0,0,11,0,0,0,16,4,28,6,0,6,0,0,0,0,52,3,4,11,3,7,0,7,31,0,68,18,40,11,49,36,0,4,16,8,168,16,68,9,38,4,0,0,3,0,130,15,64,13,98,36,3,0,8,0,232,9,3,0,5,4,0,0,0,0,20,0,3,36,12,6,0,7,6,0,75,8,7,17,0,9,6,10,9,28,106
UCL215017,4,0,8,0,0,0,3,11,0,26,0,0,4,0,0,0,0,0,0,3,9,9,31,0,11,4,11,20,0,84,9,4,0,0,0,0,6,0,0,24,24,0,131,0,20,0,22,27,4,233,10,4,5,0,5,9,9,0,0,41,16,6,12,0,8,46,6,17,4,107,9,0,6,20,0,12,0,14,0,64,4,5,3,0,3,3,28,3,0,56,0,0,4,0,3,0,0,0,0,10,0,7,0,0,7,0,0,0,0,18,0,0,0,0,0,4,3,0,0,18,9,25,12,0,20,0,0,0,0,60,7,0,8,4,6,0,0,12,0,43,6,7,5,20,18,0,0,12,0,67,3,63,5,33,8,0,0,0,0,112,0,53,9,63,29,0,0,6,0,161,3,0,5,7,0,0,0,0,0,22,0,0,35,5,11,0,0,9,0,64,8,4,19,0,9,3,6,6,18,72
UCL215018,27,3,12,0,5,4,6,33,0,90,0,0,0,0,0,0,0,0,0,0,15,5,26,0,3,8,15,29,6,107,0,0,5,0,0,0,6,0,0,17,16,0,49,0,8,0,9,20,0,102,0,0,4,0,0,10,6,0,0,19,17,0,6,3,5,72,0,10,0,122,12,0,14,32,0,0,0,24,0,82,7,0,3,0,8,6,30,0,0,51,4,4,3,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,11,0,18,7,0,13,0,0,0,0,41,0,3,6,4,0,0,0,21,0,38,9,19,4,17,15,0,8,9,0,84,10,67,0,23,15,0,0,0,0,109,4,71,8,64,25,0,5,18,0,199,3,0,4,0,0,0,0,0,0,9,0,3,20,4,4,0,0,0,0,33,0,0,4,0,4,0,5,9,11,41
UCL215019,0,0,7,0,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,10,8,3,13,6,6,5,4,7,0,47,0,3,0,0,5,0,0,0,0,22,23,5,112,0,20,0,5,21,0,184,6,3,0,0,0,9,3,0,0,22,19,0,0,0,0,49,3,9,0,85,24,0,10,30,5,9,0,28,4,100,3,0,0,0,6,0,9,0,0,22,0,6,3,0,0,0,0,0,0,10,0,3,0,0,8,0,0,0,0,8,0,0,0,0,9,7,0,0,0,19,12,33,7,0,11,0,0,0,0,60,0,0,7,4,0,0,0,27,0,41,10,20,6,20,6,0,0,0,0,68,14,82,4,22,7,0,0,0,0,126,3,39,4,48,15,0,0,0,0,110,6,18,6,7,4,4,0,7,0,58,4,4,21,6,0,0,0,0,0,30,4,5,5,4,0,0,3,4,13,30
UCL215020,10,3,5,0,0,0,10,23,0,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,5,11,0,22,3,0,0,0,0,7,4,0,0,19,14,0,5,0,0,29,0,3,0,48,7,0,3,12,0,0,0,9,0,23,0,0,0,0,4,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,9,0,10,5,0,0,18,3,0,5,0,0,35,0,25,0,7,4,0,0,0,0,41,3,29,3,39,13,0,0,23,0,107,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,17,0,0,4,0,0,0,5,6,6,14
UCL215021,12,0,3,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,14,0,14,0,3,9,9,15,0,63,0,0,0,0,0,0,0,0,0,0,4,0,11,0,3,0,8,7,0,38,0,0,4,0,0,3,3,0,0,13,11,0,7,0,4,34,3,6,0,64,8,0,0,8,0,6,0,0,0,13,3,3,0,0,8,0,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,17,0,0,7,0,0,0,0,10,0,23,4,8,3,7,6,0,0,0,0,40,0,22,0,8,6,0,0,0,0,34,6,32,4,44,10,3,0,4,0,100,0,5,3,0,0,0,0,0,0,9,0,0,6,0,5,0,0,0,0,10,5,0,10,0,0,3,6,0,8,29
UCL215022,10,0,8,0,0,0,4,18,0,37,0,0,9,0,0,0,6,0,0,19,9,3,26,0,6,4,24,20,0,96,7,4,16,0,16,0,14,11,4,73,14,7,72,0,13,4,15,44,0,169,3,4,6,0,0,9,6,0,0,29,32,0,9,0,7,125,15,17,0,204,16,0,9,31,6,20,0,31,0,118,3,0,0,0,12,4,30,0,0,57,0,11,7,0,7,4,0,0,0,28,3,0,0,0,9,3,0,0,0,18,4,0,4,0,4,0,0,0,0,17,3,15,8,0,18,0,0,0,0,47,3,4,4,0,8,0,3,37,0,62,14,19,6,33,42,0,0,4,0,123,7,88,11,31,16,0,0,7,0,158,10,80,10,132,33,0,5,22,0,302,4,0,0,11,0,0,0,4,0,22,3,0,39,3,0,0,0,4,0,53,9,4,14,7,7,5,9,14,14,70
UCL215023,15,0,12,0,4,0,12,27,0,70,0,0,0,0,0,0,0,0,0,4,3,0,11,0,7,0,25,54,0,101,0,0,0,0,0,0,0,0,0,3,7,6,17,0,3,0,5,13,0,58,0,0,3,0,0,4,3,7,0,20,8,0,8,0,3,44,4,15,0,77,3,0,8,8,0,0,0,5,0,23,0,0,4,0,6,0,22,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,16,0,12,0,0,0,5,10,0,3,0,0,20,0,20,0,18,0,0,0,3,0,50,7,23,4,35,9,0,0,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,15,6,0,4,4,0,0,0,0,10,26
UCL215024,21,4,3,0,3,0,9,23,0,60,0,0,3,0,3,0,0,0,0,11,5,3,10,0,7,0,3,11,0,42,4,0,9,0,8,0,5,5,0,21,15,0,33,0,9,0,11,9,0,75,3,0,4,0,0,6,4,4,0,15,12,6,3,0,3,38,0,3,0,73,5,0,0,9,0,0,0,7,0,29,0,0,0,0,4,0,17,0,0,25,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,5,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,13,0,14,0,9,0,17,7,0,0,10,0,41,0,32,0,3,3,0,0,0,0,47,8,28,3,33,10,0,0,16,0,92,0,5,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,4,0,20,3,3,6,3,0,0,9,0,10,35
UCL215025,0,0,0,0,0,0,0,4,0,8,0,6,0,0,0,0,0,0,0,6,8,5,13,0,6,5,6,0,0,35,0,0,0,0,3,0,6,0,0,12,3,0,25,0,4,3,11,12,0,59,0,0,0,0,5,3,0,3,0,12,4,3,5,0,3,24,0,0,0,39,4,0,3,5,0,0,0,14,0,26,4,0,0,0,4,6,3,0,0,18,0,9,0,0,0,0,0,0,0,7,0,5,0,0,7,0,0,0,0,12,0,0,0,0,4,5,0,0,0,5,3,10,3,0,5,0,0,0,0,26,5,3,6,0,0,0,4,11,0,25,4,0,0,10,3,0,0,0,0,16,0,10,0,4,0,0,0,0,0,21,0,12,5,33,6,0,0,0,0,52,0,0,0,0,0,0,0,3,0,3,6,0,16,5,0,0,0,3,0,21,0,0,4,0,0,0,0,0,9,16
UCL215026,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,5,0,8,0,9,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,9,12,0,60,3,0,0,0,6,6,6,0,0,20,8,0,0,0,4,19,3,7,0,35,0,0,3,5,4,8,0,14,0,28,3,0,0,0,7,0,10,0,0,18,0,4,6,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,6,0,0,3,0,0,0,0,15,3,0,3,0,0,0,0,10,0,18,0,4,0,10,3,0,0,3,0,22,0,20,0,3,5,0,0,0,0,30,4,20,0,24,11,0,0,4,0,54,0,0,4,0,0,0,0,0,0,5,0,0,17,0,0,0,0,4,0,23,5,0,8,0,0,3,5,0,8,25
UCL215027,23,3,0,0,3,0,7,18,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,5,0,19,0,0,11,0,5,0,0,3,0,24,9,0,11,0,6,0,7,3,0,37,0,0,0,0,0,0,0,0,0,7,8,0,0,0,5,16,0,10,0,38,9,0,0,11,0,0,0,4,0,24,0,0,0,0,3,4,7,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,8,0,5,0,11,3,0,0,7,0,35,3,26,0,11,5,0,0,0,0,45,7,32,4,30,6,0,0,12,5,101,0,0,0,0,0,0,0,0,0,0,4,3,17,0,4,0,0,0,0,29,0,0,0,0,3,0,0,3,3,8
UCL215028,7,4,7,0,0,0,0,11,0,36,0,0,0,0,0,0,3,0,0,4,14,5,26,4,3,7,11,11,0,83,0,0,0,0,0,0,3,0,0,8,10,0,68,0,6,0,11,13,0,108,3,0,6,0,3,3,5,0,0,22,21,7,6,0,4,62,0,14,0,115,9,4,11,9,5,7,0,17,0,63,3,0,4,0,21,0,19,0,0,48,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,6,9,19,7,0,13,0,0,0,0,46,3,0,3,0,5,0,0,11,0,26,9,10,8,14,12,0,6,0,0,55,7,42,6,15,5,0,0,3,0,80,4,66,8,61,23,4,0,13,0,173,4,9,8,5,4,0,0,15,0,32,7,0,27,13,0,3,0,4,0,65,0,6,13,6,5,3,4,5,3,46
UCL215029,16,0,3,0,0,0,0,16,0,35,4,0,0,0,0,0,0,0,0,0,15,4,16,4,4,8,10,12,0,70,5,0,0,0,0,0,0,0,0,3,17,0,63,0,13,0,11,24,5,129,8,0,0,0,3,15,0,3,0,30,30,8,10,0,4,51,0,16,0,120,77,3,72,66,14,10,0,46,4,294,7,4,0,0,8,4,17,0,0,42,3,12,4,0,7,0,0,0,0,27,6,8,0,0,4,0,0,0,0,27,4,3,0,0,3,11,0,0,0,19,20,81,10,5,17,0,0,0,5,132,9,0,13,4,4,3,0,33,0,76,19,30,4,23,23,0,5,0,0,106,4,76,4,13,11,0,3,0,0,119,21,75,4,95,30,0,0,10,0,237,9,21,5,0,0,6,0,6,0,40,6,9,18,10,6,0,0,0,0,52,15,7,8,3,4,7,4,10,12,69
UCL215030,12,0,4,0,6,3,3,13,0,43,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,5,12,3,27,0,0,0,0,0,0,0,0,0,3,5,0,22,0,4,0,8,5,0,36,3,0,3,0,0,6,3,0,0,12,4,0,0,0,0,27,0,0,0,33,4,0,3,3,0,0,0,5,0,15,4,0,0,0,5,0,33,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,5,7,0,10,6,0,9,5,0,35,5,30,0,15,4,0,0,0,0,49,5,17,0,37,6,0,0,13,0,81,0,3,0,0,0,0,0,0,0,5,0,0,8,5,0,0,0,0,0,11,0,0,3,0,0,3,0,5,3,18
UCL215031,34,5,3,0,0,0,6,16,0,72,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,4,0,9,0,21,0,0,0,0,0,0,0,3,0,8,0,0,22,0,5,0,3,0,0,27,3,0,7,0,3,11,0,0,0,20,11,4,0,0,0,25,0,16,0,47,10,0,5,5,5,4,0,25,0,57,0,0,0,0,0,0,26,4,0,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,4,3,5,0,9,4,0,8,4,0,27,0,33,0,6,4,0,0,3,0,48,4,26,3,33,4,0,0,10,0,79,0,5,5,4,0,0,0,5,0,12,0,0,8,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,5,20
UCL215032,39,0,14,0,6,0,8,47,0,113,0,0,0,0,0,0,4,0,0,4,7,0,19,3,4,10,10,14,0,59,0,6,0,0,4,0,0,0,0,11,14,3,46,0,8,0,17,9,0,103,0,0,0,0,6,13,4,0,0,29,13,3,11,0,4,63,3,7,0,100,17,0,13,18,0,18,0,26,0,96,3,0,9,0,11,0,29,8,0,57,0,3,0,0,0,0,0,0,0,9,8,0,0,0,4,0,0,0,0,17,0,0,0,0,0,3,0,0,0,11,7,29,7,0,14,0,0,0,0,64,0,0,12,0,0,0,0,14,0,28,5,23,8,22,18,0,3,4,0,83,8,52,8,15,7,0,0,4,0,93,3,57,5,56,16,0,0,20,0,164,0,0,16,0,4,0,0,17,0,46,4,7,25,9,0,0,3,4,0,47,3,5,10,0,4,0,0,8,18,50
UCL215033,5,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,23,14,26,0,7,4,12,3,5,101,6,0,9,0,0,0,0,0,0,18,23,6,108,0,21,7,17,19,0,198,11,4,8,0,11,14,11,0,0,58,31,3,8,0,8,72,0,12,0,144,10,0,4,7,4,31,0,10,0,63,20,4,6,0,33,4,40,8,5,114,3,3,7,0,5,3,0,4,0,21,9,23,0,0,26,0,0,0,0,57,6,0,0,0,5,11,0,0,0,20,9,37,7,0,21,3,0,0,0,78,5,0,9,0,3,0,0,10,0,30,23,20,7,38,29,0,0,3,5,136,15,110,3,34,20,0,0,0,0,182,10,46,9,46,25,0,0,0,0,133,8,6,0,0,0,0,0,5,0,12,3,0,17,7,10,0,3,3,0,54,3,8,12,0,15,5,3,3,5,53
UCL215034,15,0,3,0,0,3,0,18,0,33,0,0,0,0,0,0,0,0,0,0,6,0,10,0,4,0,0,3,0,24,0,4,0,0,5,0,5,0,0,18,4,0,15,0,0,0,0,3,0,26,0,0,0,0,0,5,0,0,0,6,8,0,5,0,3,31,0,0,0,46,8,0,5,16,0,4,0,0,0,39,0,0,0,0,7,4,10,0,0,18,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,8,0,0,6,0,0,0,0,10,0,16,0,0,0,9,3,0,4,5,0,12,3,16,0,3,0,0,0,0,0,26,0,33,4,28,9,0,0,10,0,83,0,9,0,0,0,0,0,4,0,18,5,0,7,3,7,0,0,0,0,17,0,0,0,0,3,0,0,3,3,11
UCL215035,6,0,0,0,0,0,0,8,0,23,0,0,0,0,0,0,0,0,0,0,4,0,15,0,7,0,5,9,0,42,0,5,0,0,0,0,5,4,0,10,17,0,78,0,16,0,16,22,0,150,0,5,4,0,0,0,4,0,0,25,24,4,11,0,4,32,5,5,0,75,0,0,3,5,4,8,0,9,0,31,3,0,0,0,10,0,17,0,0,39,0,0,4,0,0,0,0,0,0,10,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,13,9,0,6,4,0,0,0,34,0,0,0,3,0,0,0,7,0,24,3,8,8,7,13,0,0,0,0,39,4,42,0,10,11,0,0,0,0,69,6,31,0,26,15,0,0,0,5,90,3,4,0,3,4,0,3,4,0,22,3,0,30,3,0,0,0,5,0,45,0,5,5,0,6,3,0,0,11,35
