UCL_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
UCL213008,0,0,0,12,11,0,0,0,0,27,0,0,0,0,4,0,0,3,0,6,0,0,0,5,0,0,0,0,0,9,0,7,3,46,14,11,23,15,0,123,8,29,20,55,25,17,41,23,9,219,545,1074,854,2402,1070,770,793,383,169,8058,0,3,0,19,0,3,3,0,0,28,1079,1995,1572,3604,1685,1153,992,414,165,12662,0,0,0,5,0,0,0,0,0,5,0,0,0,9,4,3,3,0,0,19,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,16,3,4,11,0,0,34,0,0,0,10,3,11,10,6,0,38,0,0,0,0,0,0,0,4,0,9,0,17,24,72,74,132,124,99,38,587,0,0,0,8,3,3,0,0,0,7,0,0,0,3,6,0,0,0,0,10
UCL213009,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,8,0,0,15,0,0,0,4,0,0,0,0,0,4,0,4,5,22,6,19,15,10,6,81,10,22,11,42,24,16,35,28,12,191,361,705,657,1640,828,812,713,467,177,6359,0,0,0,0,0,0,0,0,0,0,750,1424,1285,2650,1321,1171,952,580,196,10329,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,6,5,21,7,5,9,4,0,51,0,0,0,0,5,4,4,5,0,18,0,0,0,0,0,0,0,4,0,10,0,5,11,41,44,95,95,98,27,414,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10
UCL213010,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,3,4,3,12,0,0,0,0,0,0,0,0,0,3,0,0,4,25,8,11,31,23,15,110,23,76,58,140,79,80,92,65,30,636,385,847,806,1851,989,1100,1112,685,340,8109,0,0,0,0,0,0,0,0,0,0,736,1533,1484,2978,1486,1703,1419,701,305,12340,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,8,0,0,31,0,0,0,5,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,12,0,0,0,4,0,7,3,0,0,14,0,0,0,0,0,5,0,0,0,7,0,3,0,15,11,4,3,5,0,46,0,0,0,4,0,6,8,6,9,30,0,0,0,0,0,0,4,0,0,6,0,3,5,21,34,95,154,143,65,507,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3
UCL213011,0,5,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21,12,18,16,24,4,115,46,107,91,223,95,104,75,45,34,829,392,778,817,1617,849,992,830,551,291,7119,0,0,0,5,0,0,0,0,0,4,692,1349,1258,2354,1306,1387,1058,513,213,10135,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,15,0,0,0,0,3,4,0,4,0,18,0,4,8,14,14,8,0,3,0,42,0,0,0,0,0,3,12,5,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,11,24,56,97,107,43,343,0,0,0,11,0,5,0,0,0,16,0,0,0,0,0,3,0,4,0,11
UCL213012,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,10,11,7,11,9,3,45,10,38,25,86,36,51,39,35,16,342,233,574,509,1139,676,823,748,411,213,5329,0,0,0,0,0,0,0,0,0,0,452,1056,984,1768,1143,1325,1147,591,261,8729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,6,0,3,9,15,15,53,89,55,14,261,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL213013,0,0,3,15,4,9,0,0,0,31,0,0,0,0,3,6,0,0,0,9,0,0,3,0,0,3,0,0,0,9,0,3,4,20,9,10,11,14,9,84,12,28,41,92,50,29,54,46,36,397,405,831,729,1757,941,907,893,588,293,7350,0,0,0,0,0,0,0,0,0,0,795,1554,1329,2713,1373,1378,1280,728,315,11466,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,5,0,3,4,4,0,16,0,0,0,0,0,5,0,0,0,7,0,0,0,28,6,8,4,0,0,38,0,0,0,0,5,5,5,14,3,30,0,0,0,3,0,0,0,0,0,5,4,5,10,43,36,84,89,82,35,391,0,0,5,8,8,3,6,0,0,20,0,0,0,5,0,0,0,0,0,3
UCL213014,0,15,7,49,0,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,15,10,0,0,0,0,37,28,50,36,104,26,37,38,34,15,372,372,688,594,1531,560,644,581,472,265,5706,0,3,6,24,19,11,11,0,0,67,656,1152,1016,2029,856,1059,897,669,338,8678,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,12,53,5,4,9,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,6,13,6,30,19,15,5,99,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
UCL213015,0,0,0,7,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,5,0,0,0,19,0,10,15,62,30,15,17,5,4,162,27,47,39,100,32,29,15,13,0,304,634,1094,826,2454,905,741,454,173,47,7324,0,0,0,0,0,0,0,0,0,0,1309,2044,1429,3307,1326,1017,579,191,38,11245,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,0,14,6,8,6,0,0,29,0,0,0,0,5,5,3,0,0,12,0,0,0,3,0,4,0,5,0,15,0,11,28,54,63,96,50,29,11,328,0,3,0,10,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,4
UCL213016,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,5,4,17,9,19,16,13,7,89,24,45,53,120,69,73,64,83,60,605,537,1134,1081,2337,1270,1314,1276,953,510,10411,0,0,0,0,0,0,0,0,0,0,967,2184,1941,3650,2038,2073,1905,1268,588,16617,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,3,0,8,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,15,10,7,0,0,0,31,0,0,0,0,0,5,6,6,0,16,0,0,0,3,0,0,0,0,0,4,0,6,8,48,41,71,71,69,32,350,0,0,0,3,5,0,0,0,0,4,0,0,4,3,3,5,0,0,0,16
UCL213017,0,0,0,14,4,0,0,0,0,28,0,0,0,0,0,5,3,0,0,11,0,0,0,9,5,4,0,0,0,17,0,7,9,63,13,28,22,18,12,170,20,50,37,130,52,54,57,54,24,485,571,1172,1076,2529,1198,1207,1168,763,356,10044,0,0,0,4,0,0,0,0,0,4,1148,2115,1889,3771,1818,1766,1600,968,421,15499,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,5,0,0,11,4,3,3,3,0,29,0,0,0,4,3,0,0,0,0,9,0,7,0,26,14,11,3,0,0,64,0,0,0,0,4,5,0,6,0,12,0,0,0,0,0,0,3,0,0,5,0,21,16,84,62,132,160,127,37,640,0,0,4,3,4,8,0,0,0,18,0,0,0,3,0,0,0,0,0,9
UCL213018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,7,0,0,23,8,14,19,46,24,33,65,55,39,305,193,468,338,809,478,595,810,491,234,4419,0,0,0,0,0,0,0,0,0,0,373,887,675,1289,818,969,1191,775,302,7275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,3,6,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,31,74,45,20,192,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7
UCL214001,0,0,5,3,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,5,0,24,8,20,25,52,24,28,26,21,15,212,195,336,393,815,417,492,474,330,172,3622,0,0,0,0,0,0,0,0,0,0,374,649,683,1179,645,812,795,460,228,5824,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,9,12,15,28,34,12,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL214002,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,8,8,4,3,42,10,22,3,29,9,5,10,8,0,97,230,513,300,907,412,257,260,138,79,3093,0,0,0,0,0,0,0,0,0,0,472,1024,635,1559,681,406,353,168,80,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,3,0,0,5,5,0,17,0,0,0,0,0,0,0,0,0,0,0,7,5,26,26,34,45,36,18,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,7,3,13,7,6,49,18,44,31,89,45,59,40,70,48,445,238,453,431,990,576,754,802,577,318,5145,0,0,0,3,0,0,0,0,0,3,413,792,803,1515,873,1162,1191,776,384,7908,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,4,12,19,46,66,72,17,231,0,0,0,4,3,3,0,0,0,9,0,0,0,8,0,0,0,0,0,10
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,16,6,20,11,37,19,13,33,24,9,173,131,298,241,583,309,313,411,271,133,2694,0,0,0,0,0,0,0,0,0,0,258,532,419,793,485,529,581,380,152,4130,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,17,28,45,21,129,0,0,0,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,6,0,3,3,0,28,29,50,41,95,71,75,84,29,14,504,0,0,0,0,0,0,0,0,0,0,45,105,81,171,119,119,144,61,19,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,3,31,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL214006,0,0,0,8,0,4,4,0,0,12,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,9,9,6,6,57,11,24,6,44,28,51,61,33,18,261,143,318,213,615,396,610,735,381,185,3610,0,0,0,0,0,0,0,0,0,3,254,588,379,852,587,772,904,438,207,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,5,0,0,18,0,0,0,0,0,0,0,7,0,12,0,0,0,14,3,7,4,0,3,24,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,9,24,29,72,166,109,31,441,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5
UCL214007,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,5,21,3,3,6,0,0,47,8,17,5,33,14,11,3,0,4,99,242,291,226,1061,268,246,138,38,8,2526,0,0,0,0,0,0,0,0,0,0,470,509,356,1384,335,302,173,59,3,3593,0,0,0,6,0,3,0,0,0,6,0,0,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,13,0,0,0,0,5,5,3,0,0,15,0,0,0,6,0,0,5,0,0,8,0,4,0,19,15,19,15,13,0,80,0,0,0,5,10,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL214008,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,5,0,11,3,0,3,0,0,27,5,27,39,60,24,29,47,51,38,325,253,524,528,1041,549,681,681,502,256,5019,0,0,0,0,0,0,0,0,0,0,511,953,960,1696,912,1085,1080,708,327,8228,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,17,43,45,33,13,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,11,7,12,3,60,0,20,23,46,29,36,35,22,14,233,228,482,414,1034,575,684,571,363,184,4528,0,0,0,0,0,0,0,0,0,0,442,940,759,1627,888,936,740,451,159,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,3,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,46,53,109,114,90,54,475,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
UCL214010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,13,3,0,37,0,6,5,22,19,14,36,30,16,154,143,317,188,558,330,481,628,372,138,3154,0,0,0,0,0,0,0,0,0,0,279,611,387,856,505,714,915,481,151,4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,4,28,18,58,94,61,22,296,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
UCL214011,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,6,3,14,11,0,58,16,37,27,72,18,30,30,26,16,269,278,545,499,1112,608,483,516,336,156,4533,0,0,0,0,0,0,0,0,0,0,518,1038,945,1705,936,742,667,409,168,7135,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,0,10,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,7,12,8,0,8,0,0,35,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,4,13,31,32,57,73,61,22,299,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
UCL214012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,3,8,4,25,8,6,10,46,18,28,29,27,29,197,152,319,286,644,347,406,438,324,188,3102,0,0,0,0,0,0,0,0,0,0,296,638,581,1046,584,661,643,467,228,5148,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,25,27,31,13,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL214013,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,5,4,9,5,0,39,0,12,9,24,15,19,20,20,10,136,126,297,215,601,377,342,334,246,162,2706,0,0,0,0,0,0,0,0,0,0,243,545,387,837,593,498,478,347,195,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,4,7,31,25,28,53,35,20,204,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
UCL214014,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,7,7,9,0,0,34,11,35,30,72,41,41,63,48,29,364,115,309,251,578,347,499,676,367,165,3311,0,0,0,0,0,0,0,0,0,0,253,547,446,850,503,721,953,486,161,4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,6,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,10,10,46,89,73,35,264,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL214015,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,4,3,0,20,9,19,8,40,11,15,31,27,8,166,125,338,284,629,310,377,445,289,148,2947,0,0,0,0,0,0,0,0,0,0,276,681,504,992,479,592,611,384,154,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,12,23,46,41,14,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214016,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,3,4,3,27,6,32,26,40,33,32,40,43,23,282,161,401,363,732,455,564,658,487,233,4061,0,0,0,0,0,0,0,0,0,0,312,754,678,1201,747,860,980,709,302,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,13,41,70,77,23,223,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4
UCL214017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,4,3,32,4,11,5,21,15,24,45,35,10,173,92,217,163,350,289,471,640,404,168,2797,0,0,0,0,0,0,0,0,0,0,163,383,320,535,433,678,966,591,243,4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,5,5,4,10,16,42,71,42,11,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
