UCL_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
UCL213010,0,0,0,3,37,18,29,19,9,11,9,13,3,6,9,155,5,0,0,3,5,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,10,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,6,9,0,0,3,0,0,0,0,24,64,171,175,82,84,7,24,11,0,0,0,0,0,0,31,656,0,0,0,6,3,0,11,12,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,19,21,89,86,53,47,30,36,16,0,5,5,6,16,18,22,434,157,480,352,215,257,123,197,108,25,20,25,30,36,16,87,2134
UCL213011,0,0,0,3,28,16,34,35,7,7,10,25,10,0,11,182,0,0,5,0,21,0,3,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,7,0,0,0,0,0,0,0,26,0,0,0,5,0,0,16,5,7,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,23,0,0,3,3,0,0,0,49,37,137,146,59,25,5,6,3,0,0,3,0,0,0,27,440,0,0,0,0,0,4,11,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,3,0,3,0,0,0,3,6,32,9,64,73,48,27,25,92,81,6,4,9,4,0,0,14,458,71,427,401,192,177,103,288,259,33,29,47,75,35,5,123,2263
UCL213012,0,0,0,0,12,10,10,9,9,11,3,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,7,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,3,5,3,0,0,0,3,0,0,0,18,12,55,103,50,39,10,14,6,0,0,0,0,0,0,14,315,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,12,3,11,27,17,18,12,12,21,4,0,0,10,0,0,6,130,19,134,155,111,137,87,113,94,25,36,35,19,12,3,31,1007
UCL213013,0,0,0,3,22,16,16,23,0,6,9,6,3,0,3,103,3,0,0,5,5,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,9,0,3,4,0,4,0,19,0,0,0,14,0,12,0,4,66,0,0,3,0,0,0,14,20,5,3,0,3,0,0,0,48,0,0,0,0,0,0,3,10,0,0,4,3,0,0,0,17,0,0,0,0,5,0,8,7,0,0,3,0,0,0,0,21,16,63,152,67,31,33,59,24,6,4,13,0,4,0,18,488,0,0,5,7,0,0,11,5,0,4,3,7,0,0,0,48,0,0,0,5,10,4,14,13,4,0,0,3,4,0,0,51,10,13,29,15,16,15,23,28,4,3,10,12,13,3,5,200,62,187,249,172,149,125,317,228,27,54,72,64,49,7,51,1811
UCL213014,0,0,0,0,5,9,19,30,8,12,13,13,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,11,7,0,0,0,6,0,0,0,45,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,6,16,32,10,13,0,13,6,0,0,4,0,0,0,3,113,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,4,3,6,14,5,57,41,9,0,0,8,142,0,0,8,3,7,10,31,18,3,5,6,8,5,5,5,107,9,88,87,28,50,48,245,281,59,154,175,135,24,21,51,1463
UCL213015,0,0,0,3,16,3,28,29,3,0,3,10,0,5,0,98,0,4,3,4,9,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,3,6,12,0,0,7,0,0,0,0,0,29,0,0,0,0,9,11,27,20,0,0,6,0,0,0,0,79,0,0,4,0,6,7,42,11,10,0,5,0,0,0,0,92,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,9,11,0,0,3,0,0,0,0,40,6,28,79,56,40,29,90,40,4,0,6,5,0,0,3,394,0,0,0,0,5,3,10,4,0,3,0,0,4,0,0,23,0,0,0,0,0,5,6,3,4,0,0,6,0,0,0,24,8,32,45,31,54,60,141,74,25,21,19,8,3,0,9,529,25,98,229,161,222,249,877,517,121,91,100,101,29,23,49,2889
UCL213016,0,0,0,4,22,13,9,23,13,7,10,27,17,0,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,8,0,0,0,4,0,6,18,6,3,6,0,0,0,0,0,50,0,0,6,0,0,0,17,0,10,10,3,0,3,0,0,41,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,3,6,4,4,0,0,3,0,0,0,23,19,59,127,56,47,26,43,23,6,3,0,5,11,0,15,431,0,0,0,9,0,6,7,5,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,17,14,19,36,27,29,20,28,27,4,5,6,7,0,0,8,237,70,286,275,160,130,118,263,199,82,64,78,84,43,10,69,1941
UCL213017,0,0,0,0,9,11,16,19,3,8,7,5,7,0,3,79,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,21,0,0,0,6,11,14,22,18,0,0,3,0,0,0,6,73,0,0,5,7,3,10,22,12,6,3,4,0,0,0,0,76,0,0,0,0,0,0,4,6,3,6,19,37,7,0,0,88,0,0,0,0,3,7,10,10,0,5,3,4,0,0,0,45,20,127,211,109,73,54,97,37,7,0,6,7,0,0,23,779,0,0,3,11,7,6,11,3,0,6,6,0,0,0,0,54,0,0,0,0,7,3,11,11,0,0,0,9,9,0,3,43,9,19,50,38,57,35,84,33,10,20,9,17,13,4,3,407,58,303,370,242,271,233,480,252,60,90,93,143,51,11,62,2715
UCL213018,0,0,0,0,0,0,8,19,0,0,4,5,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,14,11,43,111,52,16,8,11,0,0,0,0,0,0,0,14,260,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,13,18,9,4,5,13,12,0,0,0,5,0,0,5,79,33,112,166,99,39,41,89,67,16,11,18,18,11,5,25,730
UCL214001,0,0,0,0,8,11,19,10,4,5,0,5,5,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,11,16,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,11,25,43,22,3,5,12,4,0,0,0,0,9,0,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,5,8,4,12,5,7,20,5,0,4,0,12,10,29,5,115,26,66,73,38,45,53,134,87,22,38,51,58,36,28,20,778
UCL214002,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,11,3,35,78,23,35,7,40,15,5,0,0,4,0,0,6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,21,18,12,12,11,3,0,4,4,0,0,0,5,100,12,82,123,61,78,41,105,47,9,8,11,7,0,0,21,598
UCL214003,0,0,0,0,4,4,9,4,5,5,3,3,3,0,9,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,97,43,17,3,18,11,0,0,4,5,4,0,11,277,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,17,5,4,0,17,12,0,0,9,17,0,0,3,124,49,158,155,91,64,44,118,76,23,34,59,51,23,6,32,971
UCL214004,0,0,0,0,3,3,11,8,0,0,0,4,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,16,0,0,0,0,0,0,13,8,7,5,0,0,0,0,0,27,9,28,64,20,7,4,4,3,0,0,0,0,3,0,5,151,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,11,0,3,3,5,0,0,0,0,0,0,0,51,32,108,123,57,32,31,126,114,69,60,48,46,16,3,34,899
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,15,17,10,3,0,4,0,0,0,5,0,0,3,70
UCL214006,0,0,0,0,4,3,0,7,0,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,12,5,0,0,0,0,0,0,0,40,0,0,3,4,0,9,5,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,5,0,0,4,0,0,0,0,17,32,91,148,88,68,24,24,10,0,4,0,7,5,0,19,525,0,3,0,4,6,0,8,3,0,0,0,0,0,0,0,25,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,20,4,27,19,18,22,8,18,7,0,6,0,0,4,3,8,158,55,174,260,174,160,92,151,98,23,22,29,33,17,3,51,1346
UCL214007,0,0,0,4,0,7,43,59,0,5,0,6,3,0,0,144,0,0,0,0,5,0,4,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,15,19,4,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,20,0,6,26,15,9,9,13,9,9,0,0,0,0,0,3,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,13,0,6,22,20,11,17,43,16,4,7,0,0,7,0,0,159,8,32,71,65,54,84,361,296,49,47,35,66,21,0,24,1202
UCL214008,0,0,0,0,0,0,5,0,0,3,3,4,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,16,7,0,3,0,0,0,0,6,29,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,19,9,29,68,36,17,4,17,12,0,7,0,3,0,0,9,222,0,0,0,5,0,0,0,4,0,8,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,4,9,0,12,24,13,6,0,6,0,3,0,0,88,15,74,87,68,39,61,161,101,13,32,38,26,13,3,32,765
UCL214009,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,18,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,4,0,8,3,4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,3,0,0,0,3,0,0,28,14,65,168,79,75,42,82,25,7,0,0,3,0,0,18,576,0,0,4,0,0,11,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,23,13,16,13,20,10,4,5,4,0,0,4,0,142,40,173,254,158,173,120,182,102,18,10,12,8,8,3,38,1303
UCL214010,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,56,99,58,34,20,33,13,0,0,0,0,0,0,22,350,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,14,4,9,9,4,5,0,0,0,0,0,4,94,26,161,173,105,77,56,93,57,17,4,5,10,0,6,40,826
UCL214011,0,0,0,0,3,0,6,14,3,0,0,0,0,0,3,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,9,0,0,0,0,0,0,27,0,0,3,3,0,0,4,3,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,8,7,3,0,0,0,3,0,3,21,13,58,101,49,24,21,41,23,0,4,6,3,0,0,8,355,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,25,25,20,17,11,31,11,9,0,6,0,0,5,4,152,34,138,186,119,94,82,223,134,34,16,25,25,9,9,27,1162
UCL214012,0,0,0,0,10,3,6,11,0,6,4,4,6,0,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22,52,13,7,5,7,8,0,0,0,0,0,0,5,123,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,5,8,8,10,0,0,0,4,4,0,0,61,14,79,87,36,29,29,55,52,4,18,21,15,14,5,26,487
UCL214013,0,0,0,0,0,0,0,12,5,4,8,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,3,4,0,12,24,4,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,46,53,40,21,18,45,18,0,0,0,0,0,0,6,254,0,0,0,4,4,0,3,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,10,14,13,17,9,0,0,6,9,0,0,3,93,22,83,83,85,69,69,150,71,17,21,26,45,13,0,29,775
UCL214014,0,0,0,0,6,0,10,10,0,6,0,9,0,0,4,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,48,130,59,28,5,16,0,0,0,0,0,0,0,11,326,0,0,0,3,0,0,5,6,0,0,6,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,15,6,26,25,14,9,0,7,10,0,3,0,0,0,0,0,111,38,165,205,109,83,38,84,60,18,12,12,15,3,0,36,877
UCL214015,0,0,0,0,7,3,6,5,3,4,0,0,3,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,27,52,24,25,9,17,8,4,0,0,0,0,0,6,190,0,0,0,6,6,0,5,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,8,4,3,10,11,0,4,0,6,0,0,6,57,34,88,98,54,71,29,77,73,15,13,7,16,7,9,31,615
UCL214016,0,0,0,0,9,0,6,17,7,0,6,17,3,0,0,58,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,51,115,51,14,3,3,0,0,0,0,0,0,0,8,261,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,10,15,12,3,14,5,0,0,0,0,0,0,5,78,25,107,157,97,64,20,54,53,15,18,15,22,10,0,35,691
UCL214017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,19,45,65,29,34,11,12,9,0,5,0,0,0,4,12,242,0,0,4,5,7,0,8,0,0,5,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,8,4,5,0,7,5,0,0,3,0,0,0,3,67,37,101,112,80,71,38,59,31,3,8,8,17,0,4,29,597
UCL214018,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,16,21,76,147,66,54,21,45,20,0,0,8,7,4,0,53,512,0,0,8,3,4,4,3,4,9,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,51,65,50,23,18,18,9,0,5,0,0,0,0,14,260,61,272,382,207,156,71,130,65,11,6,8,18,17,3,100,1515
UCL214019,0,0,0,0,5,3,6,24,13,0,5,13,0,0,0,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,13,7,24,48,16,8,6,9,5,0,0,6,0,0,0,7,131,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,7,8,10,0,5,11,4,0,0,0,0,0,0,7,66,23,87,91,41,35,31,80,67,20,18,30,111,5,4,38,682
UCL214020,0,0,0,0,0,3,35,11,9,8,14,13,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,8,4,4,7,16,5,0,0,52,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,17,48,11,8,4,3,3,0,6,3,0,0,9,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,8,6,16,14,20,0,3,5,3,3,4,0,90,9,41,64,33,37,30,103,99,29,34,48,51,9,19,14,610
UCL214021,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,10,7,22,62,24,11,8,29,18,0,0,0,0,0,0,3,191,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,4,13,12,12,12,4,8,12,0,0,0,0,0,0,4,80,23,82,129,60,45,42,107,66,8,3,8,5,0,0,16,582
