UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL201001,25216,23513,48727,6265,8492,14756,282,116,399,8980,11411,20392,2759,2553,5305,615773,428664,1044434,29728,42503,72232,9521,202,9730,4948,568,5518,12451,5466,17916,6137,3716,9857,21398,24618,46013,743455,551828,1295289,4740,5833,10573,7,3,9,2614,3253,5869,4376,2744,7121,608,1294,1900,1146,662,1808,13493,13795,27283,17,0,20,634,817,1453,491,416,907,493,1033,1529,252,316,566,1885,2581,4468,7005,4712,11717,22385,21090,43475,3985,4917,8905,290,373,667,402,238,644,4683,5531,10214,316866,356490,673355,95642,158980,254626,5241,3929,9166,1188278,1097849,2286127
UCL203001,92,45,138,115,162,278,12,0,15,3,0,3,76,82,160,15977,13999,29979,1116,1259,2370,169,8,178,73,14,84,234,64,300,87,42,129,567,621,1189,18530,16288,34819,3,9,11,0,0,0,10,8,21,35,15,45,0,0,3,13,0,12,64,27,89,0,0,0,0,0,0,6,4,8,9,24,27,5,16,21,24,42,65,165,110,278,252,178,427,17,17,34,7,10,11,8,0,9,36,26,54,3356,4082,7439,2055,3707,5770,126,118,242,24351,24399,48758
UCL203002,44,29,68,143,188,335,6,4,14,7,0,5,32,31,59,15858,13917,29774,1050,1224,2271,233,4,236,117,17,133,215,94,310,79,51,132,545,547,1095,18324,16106,34434,7,0,7,0,0,0,0,0,3,9,5,12,4,4,4,10,0,11,22,16,38,0,0,0,0,0,0,8,10,14,21,29,54,8,9,14,36,48,82,144,101,245,206,161,364,3,7,10,8,9,13,6,4,7,18,15,37,2586,3526,6111,1930,3540,5470,116,86,199,23182,23433,46618
UCL203003,313,180,497,320,551,869,18,4,17,4,0,6,138,130,271,28445,23143,51586,1680,2028,3704,292,5,294,174,24,199,485,164,648,176,97,278,864,1046,1914,32907,27376,60281,23,35,57,0,0,0,14,8,28,87,47,133,9,11,19,31,9,43,162,112,274,5,0,5,0,0,0,17,21,41,32,48,77,24,25,55,79,88,171,282,166,446,514,367,888,39,43,82,23,21,41,12,7,23,73,68,141,7099,8873,15970,3661,6758,10416,215,181,396,44470,43621,88098
UCL211001,0,0,0,24,25,53,8,0,11,4,4,3,17,13,31,6705,5912,12615,421,442,856,72,0,79,53,5,60,104,23,128,55,13,68,295,154,445,7756,6601,14362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,3,7,0,3,3,4,9,11,73,36,105,74,46,121,0,0,0,0,5,5,4,0,4,4,5,6,580,912,1487,621,1147,1763,50,49,96,9085,8754,17840
UCL211002,298,271,574,38,76,108,0,0,0,0,0,3,39,31,67,11840,7459,19305,715,786,1498,282,10,290,48,4,50,20,9,28,107,58,166,72,110,189,13473,8811,22277,36,68,105,0,0,0,15,21,35,71,60,127,11,21,35,17,8,24,147,177,325,0,0,0,0,0,0,6,3,10,10,16,23,5,4,6,23,21,44,139,74,213,305,268,573,58,68,132,3,3,4,0,0,6,66,81,142,1879,2841,4720,1331,2094,3420,97,68,167,17145,14160,31303
UCL212001,93,64,160,4,14,17,0,4,4,0,0,0,0,5,5,3639,2676,6312,238,182,421,69,0,66,12,0,19,18,0,17,15,13,29,61,87,142,4158,3042,7202,10,3,15,0,0,0,9,7,13,15,13,31,4,6,13,0,0,3,37,30,70,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,5,15,25,17,43,67,53,125,10,11,20,0,0,0,3,0,0,12,15,23,741,1209,1949,442,775,1214,25,18,45,5441,5116,10556
UCL212002,0,0,0,8,4,11,0,0,0,0,0,0,3,10,10,2198,1942,4143,160,178,339,26,0,26,17,5,17,58,16,75,12,8,24,95,139,236,2582,2298,4883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,4,24,14,37,30,16,41,0,0,0,0,0,0,0,0,0,0,0,0,174,320,494,266,454,719,26,16,46,3082,3106,6191
UCL212003,5,3,6,25,27,52,0,0,0,0,0,0,16,19,31,5626,4979,10601,545,720,1260,67,0,72,42,14,54,56,37,88,26,24,45,213,233,446,6608,6051,12660,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,4,5,4,3,0,3,7,8,17,61,29,92,67,40,111,0,0,0,0,5,6,0,0,0,4,5,6,441,712,1153,453,810,1263,75,54,130,7649,7677,15321
UCL212004,12,8,17,11,21,31,4,0,4,0,0,0,5,3,6,2958,2589,5542,134,173,306,46,0,46,12,5,15,48,26,76,16,8,24,88,116,202,3335,2952,6285,0,0,0,0,0,0,0,0,0,11,9,15,0,0,0,0,0,0,14,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,17,39,36,25,59,8,3,11,0,0,0,0,0,0,8,3,11,1224,1460,2683,447,871,1324,48,42,86,5099,5350,10444
UCL212005,3,3,8,23,34,57,0,0,0,0,0,0,16,28,49,8160,6732,14901,607,806,1416,68,0,68,33,3,41,111,47,164,48,27,73,269,309,578,9352,8002,17358,0,0,4,0,0,0,4,0,3,3,6,7,0,0,0,0,0,0,3,11,15,0,0,0,0,0,0,5,0,5,4,3,7,6,6,8,10,11,19,77,56,126,96,71,161,0,0,0,0,0,0,6,3,10,4,8,11,614,1011,1623,697,1318,2020,71,64,130,10832,10469,21306
UCL212006,155,159,310,16,42,56,6,0,6,0,0,0,14,7,22,6367,4577,10942,366,338,710,124,0,124,27,0,27,9,9,18,36,28,64,72,94,166,7192,5251,12447,13,24,35,0,0,0,8,3,11,43,33,78,12,11,22,7,0,7,83,66,154,0,0,0,0,0,0,8,4,12,4,3,11,4,4,3,13,16,29,59,27,83,161,103,264,18,14,32,0,3,0,0,0,0,16,20,36,1713,2503,4216,933,1616,2547,32,29,59,10043,9527,19571
UCL212007,9,13,22,12,11,24,0,0,0,0,0,4,0,0,3,3316,2600,5919,157,183,342,39,0,37,14,0,15,53,19,70,29,15,45,115,120,235,3740,2968,6709,0,0,0,0,0,0,4,0,4,19,11,23,0,0,0,0,0,0,19,8,33,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,32,17,51,54,32,82,8,0,14,0,0,0,3,0,3,16,4,20,1489,1857,3347,513,861,1374,15,19,24,5822,5737,11561
UCL212008,7,8,16,23,37,64,3,0,3,3,0,0,3,10,17,4570,3938,8511,322,343,666,43,0,43,18,0,21,30,8,38,28,17,38,94,119,213,5149,4485,9633,4,3,3,0,0,0,0,0,0,3,4,4,0,0,8,0,0,3,13,8,19,0,0,0,0,0,0,8,0,10,0,7,10,0,0,0,7,12,17,34,20,61,54,42,95,0,5,7,0,3,3,0,0,4,0,7,9,530,930,1455,562,964,1524,25,24,57,6324,6453,12775
UCL212009,4,3,8,38,30,68,6,0,6,0,0,3,16,22,39,5611,5010,10622,412,520,935,56,0,56,16,6,19,105,36,136,43,13,58,310,288,594,6619,5928,12541,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,7,53,31,85,60,33,101,0,0,0,3,0,3,0,0,0,3,4,4,587,875,1461,620,1154,1771,35,32,73,7925,8025,15954
UCL213001,4,0,4,3,3,8,4,0,4,0,0,0,6,9,17,1944,1769,3710,152,154,311,29,0,28,7,0,7,38,11,50,14,13,30,89,96,188,2279,2063,4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,38,15,22,43,0,0,0,0,0,0,0,0,0,0,0,0,184,295,483,222,343,570,29,33,57,2735,2756,5496
UCL213002,25,26,53,3,0,10,5,0,5,0,0,0,0,6,10,1030,955,1988,73,75,150,26,0,26,9,0,9,54,35,85,7,0,13,97,91,185,1323,1192,2515,5,5,6,0,0,0,3,0,3,0,0,3,0,0,0,8,4,16,19,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,31,13,40,0,0,0,0,0,0,0,0,0,0,5,5,469,613,1085,197,339,542,11,11,22,2032,2173,4207
UCL213003,0,5,4,4,3,10,0,0,0,0,0,0,19,4,27,2172,1692,3869,161,220,378,20,0,16,6,0,6,34,11,41,12,9,23,119,135,252,2551,2079,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,36,24,15,40,0,0,0,0,0,0,3,0,3,3,4,9,119,228,349,224,421,650,17,18,31,2941,2764,5707
UCL213004,32,9,45,3,0,8,0,0,0,0,0,0,0,3,6,2307,1905,4213,128,136,258,52,5,54,3,0,3,6,3,11,8,0,11,42,38,74,2589,2106,4698,7,3,16,0,0,0,0,0,0,3,4,10,0,0,3,0,0,0,17,14,28,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,4,4,5,30,9,38,48,26,70,0,4,9,0,0,0,3,0,3,6,3,7,333,537,869,271,539,815,11,11,25,3261,3224,6482
UCL213005,9,3,16,14,20,36,7,0,5,0,0,0,0,0,3,2448,2120,4569,136,138,281,29,0,29,6,0,13,18,6,25,14,9,24,42,37,83,2736,2341,5078,0,0,0,0,0,0,0,0,0,12,3,14,0,0,3,0,0,0,18,3,19,0,0,0,0,0,0,0,5,5,0,3,6,0,0,3,4,11,15,21,13,32,37,28,66,3,0,6,0,0,0,4,0,4,4,0,9,456,677,1134,353,588,944,17,11,20,3607,3650,7255
UCL213006,30,20,47,0,3,4,0,0,0,0,0,0,0,0,0,1716,1300,3011,92,115,209,31,0,31,3,0,3,3,0,9,4,7,14,31,50,78,1918,1487,3409,4,0,4,0,0,0,3,0,3,12,5,16,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,13,7,21,26,19,45,4,5,5,0,0,0,0,0,0,4,5,5,588,750,1338,255,478,735,10,11,18,2803,2753,5546
UCL213007,0,0,0,8,10,17,0,0,0,0,0,0,4,8,13,2807,2406,5211,193,186,375,25,0,25,14,3,22,77,11,90,14,13,28,136,156,291,3282,2799,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,9,47,11,60,56,13,70,0,0,0,0,0,0,0,0,3,0,4,3,233,380,616,269,530,798,24,16,42,3863,3745,7613
UCL213008,72,46,128,4,10,21,0,0,4,0,0,0,4,0,9,2790,2240,5026,195,139,331,40,3,42,20,0,21,10,0,12,18,6,25,15,40,50,3174,2493,5663,0,13,17,0,0,0,5,7,9,17,5,25,0,0,0,10,0,10,30,34,61,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,34,14,48,62,49,113,5,13,15,0,0,0,0,0,0,5,13,16,597,826,1423,315,532,848,15,7,24,4169,3916,8091
UCL213009,8,0,12,19,27,46,6,0,0,0,0,0,6,0,9,2142,1838,3982,99,112,222,29,0,31,5,3,12,7,0,16,13,8,22,32,36,66,2374,2036,4407,3,0,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,5,12,10,28,22,17,39,5,4,5,0,0,0,0,0,0,5,7,6,332,523,857,254,497,750,13,14,26,3003,3093,6094
UCL213010,16,8,31,19,9,30,0,0,0,6,0,6,6,5,13,2094,1796,3885,152,151,309,27,0,27,12,0,12,9,0,12,10,10,21,52,56,105,2386,2047,4436,3,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,6,4,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,20,0,20,29,6,31,4,0,6,0,0,0,0,0,0,3,0,7,168,347,515,256,425,681,29,26,58,2868,2845,5720
UCL213011,7,4,12,19,28,47,0,0,0,0,0,0,5,0,7,1657,1391,3049,146,120,263,19,0,19,3,0,3,16,0,24,15,9,28,58,37,101,1945,1596,3543,3,0,6,0,0,0,0,0,0,3,0,3,4,0,4,0,0,3,15,3,15,0,0,0,0,0,0,3,0,8,0,3,8,0,0,0,3,5,9,22,11,28,37,18,53,0,0,0,3,0,4,0,0,0,4,3,8,151,237,389,197,331,521,23,23,44,2358,2213,4566
UCL213012,0,0,0,6,4,3,0,0,0,0,0,0,3,0,8,1644,1420,3060,113,107,225,17,0,17,8,0,10,16,4,21,9,9,18,64,81,146,1886,1628,3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,23,19,11,28,0,0,0,0,0,0,0,0,0,5,0,5,89,173,262,242,298,541,12,14,24,2249,2116,4361
UCL213013,0,3,3,9,5,16,0,0,0,0,0,0,8,5,13,2101,1854,3952,136,162,296,30,0,30,8,0,9,59,27,89,27,15,44,136,140,285,2515,2221,4740,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,35,28,16,34,0,0,0,0,0,0,0,0,0,0,3,3,232,330,561,262,394,654,15,14,30,3047,2974,6021
UCL213014,0,0,0,0,9,8,0,0,0,0,0,0,10,5,19,1976,1596,3577,137,203,337,13,0,13,5,0,9,38,17,58,12,4,18,109,134,239,2306,1967,4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,5,9,18,18,29,22,17,39,0,0,0,0,0,0,0,0,0,3,0,3,105,210,313,127,281,405,21,14,37,2580,2491,5076
UCL213015,38,41,81,3,5,10,3,0,3,0,0,0,0,6,6,2753,1856,4607,163,149,314,65,0,65,10,0,10,4,0,4,21,5,25,22,35,57,3087,2094,5179,6,17,18,0,0,0,0,0,0,18,15,31,0,0,3,0,0,0,28,30,61,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,22,10,34,51,42,97,8,6,15,0,0,0,0,0,0,7,13,17,437,667,1105,271,487,762,19,10,27,3875,3306,7176
UCL213016,0,0,0,0,15,16,0,5,0,0,0,0,13,13,30,3054,2793,5848,249,285,532,47,0,50,18,0,23,106,37,146,26,11,38,133,199,330,3646,3371,7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,31,22,50,39,28,67,0,0,0,0,0,0,4,0,4,4,0,4,256,450,703,363,639,1000,33,27,54,4335,4510,8842
UCL213017,29,11,36,13,10,21,0,0,0,0,0,0,11,3,13,3030,2605,5638,186,234,422,31,0,34,17,0,24,12,6,19,19,8,30,82,79,167,3438,2968,6408,5,3,9,0,0,0,0,0,0,8,3,9,5,0,5,5,0,5,18,14,27,0,0,0,0,0,0,5,4,4,0,4,4,3,0,3,5,9,9,32,15,45,54,29,82,6,0,8,0,0,0,3,0,3,12,0,14,545,723,1265,355,665,1021,19,25,40,4427,4408,8831
UCL213018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1222,1039,2261,90,82,172,21,0,24,4,0,4,34,4,35,12,9,19,58,60,114,1438,1203,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,108,156,263,147,264,409,14,12,24,1709,1636,3352
UCL214001,0,0,0,3,22,24,0,0,0,0,0,0,3,0,7,1040,942,1979,109,117,229,11,0,11,8,0,8,19,4,18,0,0,0,108,76,180,1292,1162,2456,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,12,6,19,0,0,0,0,0,0,0,0,4,0,0,4,63,109,175,133,219,353,10,10,24,1509,1518,3027
UCL214002,9,0,10,4,0,6,0,0,0,0,0,0,0,0,0,1124,878,2004,44,40,89,43,0,43,6,0,3,4,0,3,6,4,8,11,16,30,1248,948,2192,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,7,3,10,16,7,24,5,0,5,0,0,0,0,0,0,5,0,5,150,285,432,150,248,402,0,6,10,1565,1494,3060
UCL214003,0,0,0,4,4,12,0,0,0,0,0,0,9,0,8,1398,1186,2585,109,92,202,33,0,33,6,0,8,24,18,38,9,0,6,59,86,144,1650,1389,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,9,11,6,23,17,11,24,0,0,0,0,0,0,0,0,0,0,0,0,124,229,359,153,280,435,25,17,48,1970,1933,3899
UCL214004,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,840,648,1489,86,82,170,12,0,12,0,0,8,18,3,25,7,4,8,40,62,96,1004,803,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,39,61,98,77,143,217,6,7,13,1138,1014,2150
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,153,323,3,9,18,0,0,0,5,0,5,3,0,0,3,0,0,0,5,3,187,166,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,20,32,24,26,57,3,0,7,227,215,442
UCL214006,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,710,605,1312,41,68,102,19,0,19,3,4,4,18,12,31,10,7,16,40,61,104,837,753,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,170,262,437,144,214,359,13,10,28,1172,1257,2426
UCL214007,50,40,95,0,0,0,0,0,0,0,0,0,8,0,4,912,630,1540,37,46,82,12,0,12,0,0,0,0,0,0,7,6,7,0,3,4,1024,722,1753,4,5,7,0,0,0,0,0,5,9,8,16,0,0,0,0,4,4,13,14,30,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,11,4,18,25,21,45,8,6,11,0,0,0,0,0,0,8,6,11,249,373,621,117,219,339,7,6,13,1433,1349,2782
UCL214008,0,0,0,7,4,3,0,0,0,0,0,0,6,3,14,1563,1346,2903,102,110,210,21,0,22,5,0,5,25,3,27,3,6,15,105,125,228,1834,1596,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,13,12,24,18,9,29,0,0,0,0,0,0,0,0,0,0,0,3,129,188,316,159,284,441,18,10,30,2152,2095,4249
UCL214009,4,0,3,3,8,7,0,0,0,0,0,0,0,0,0,1259,969,2224,70,61,134,40,3,44,4,0,7,6,4,10,7,9,17,43,66,107,1442,1124,2563,4,4,7,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,5,12,7,15,28,18,43,4,0,10,0,0,3,0,0,0,6,4,9,272,467,737,227,373,603,7,7,14,1982,1985,3969
UCL214010,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,749,643,1391,38,44,85,4,0,4,0,0,0,11,0,9,3,5,8,31,33,65,838,724,1560,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,182,252,441,124,215,339,3,7,16,1164,1202,2363
UCL214011,20,11,31,0,4,3,3,0,3,0,0,0,0,0,0,1453,1101,2554,79,65,142,32,7,37,5,0,5,0,0,4,5,9,15,30,44,73,1626,1235,2866,0,3,3,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,24,25,15,35,5,3,8,0,0,0,0,0,0,4,3,7,234,368,602,157,296,452,9,10,19,2047,1925,3972
UCL214012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,784,1698,48,45,94,11,0,11,9,0,10,20,5,28,3,0,8,45,82,131,1064,929,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,60,105,164,92,164,258,17,12,27,1244,1209,2453
UCL214013,14,9,29,0,0,0,0,0,0,0,0,0,0,0,0,612,549,1163,54,52,110,6,0,7,0,0,0,10,6,15,3,3,7,45,56,99,755,680,1436,0,0,0,0,0,0,0,0,3,0,3,4,6,0,5,0,0,0,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,19,3,7,6,0,0,0,0,0,0,4,4,8,269,287,561,106,167,273,6,5,11,1156,1153,2307
UCL214014,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,686,649,1330,56,59,118,6,0,11,3,0,9,11,8,11,6,7,12,38,28,62,816,750,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,14,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,68,94,167,113,167,273,15,10,23,1021,1031,2050
UCL214015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,839,685,1526,42,62,105,12,0,17,3,0,3,16,3,18,6,3,10,59,65,126,985,819,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,90,126,213,88,198,292,12,7,18,1184,1159,2342
UCL214016,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,920,871,1789,71,78,150,13,0,13,4,0,5,13,4,20,4,4,9,54,94,150,1086,1059,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,51,99,144,108,175,285,15,9,23,1266,1342,2606
UCL214017,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,506,433,932,20,30,46,3,0,3,0,0,0,15,9,22,3,0,8,25,24,56,575,504,1081,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,8,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,290,334,621,119,186,305,11,3,17,1003,1039,2038
UCL214018,6,0,6,9,10,18,0,0,0,0,0,4,0,0,0,960,800,1763,49,53,109,19,6,26,5,0,5,5,3,9,5,7,17,17,32,57,1095,920,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,6,14,14,9,22,0,0,0,0,0,0,0,0,0,0,3,7,344,421,765,165,260,423,14,6,22,1633,1620,3254
UCL214019,12,8,14,0,3,3,0,0,0,0,0,0,0,5,5,812,724,1532,76,66,146,16,0,16,4,0,4,17,0,13,4,0,5,59,67,123,1007,876,1875,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19,15,7,30,0,0,0,0,0,0,0,0,0,0,0,0,80,107,188,101,177,273,9,7,18,1210,1181,2389
