UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL213006,..,4,151,558,555,425,289,177,28,2187,..,12,115,97,86,45,20,8,0,391,..,0,0,8,22,18,3,0,0,60,1315,..,..,..,..,..,..,..,..,1315,..,348,..,..,..,..,..,..,..,348,..,222,84,16,10,3,0,0,0,341,..,12,19,8,3,6,9,5,0,67,..,3,9,0,4,0,0,0,0,26,..,11,10,0,3,4,5,0,0,43,..,5,20,38,45,53,58,34,10,276,14,16,13,3,9,3,5,5,0,67,1328,637,426,739,746,571,387,236,41,5117,..,7,194,640,563,407,277,126,12,2216,..,21,124,121,84,35,23,3,0,406,..,3,27,85,111,47,12,10,4,304,1220,..,..,..,..,..,..,..,..,1220,..,374,..,..,..,..,..,..,..,374,..,142,62,11,3,4,3,0,0,233,..,8,10,0,5,11,21,17,7,78,..,8,8,3,0,0,0,0,0,22
UCL213007,..,6,292,455,471,546,508,353,111,2742,..,96,260,149,82,63,28,9,4,691,..,0,19,32,41,20,11,6,3,132,1454,..,..,..,..,..,..,..,..,1454,..,296,..,..,..,..,..,..,..,296,..,278,120,43,37,22,6,0,0,502,..,35,27,5,6,11,8,13,4,114,..,27,18,14,9,4,0,0,0,75,..,79,88,16,18,20,19,3,0,237,..,42,138,99,115,197,157,94,54,902,14,25,22,18,7,9,8,7,0,110,1469,887,984,829,790,889,750,483,181,7258,..,10,360,489,493,558,490,299,57,2754,..,136,267,134,85,53,24,6,0,708,..,36,124,154,146,79,33,24,26,622,1376,..,..,..,..,..,..,..,..,1376,..,274,..,..,..,..,..,..,..,274,..,155,63,20,18,12,0,0,0,267,..,36,23,9,6,30,19,10,9,135,..,23,13,0,0,5,3,0,0,46
UCL213008,..,7,381,664,624,502,458,202,39,2877,..,33,326,160,120,64,35,12,0,757,..,0,10,28,46,37,17,0,4,137,1618,..,..,..,..,..,..,..,..,1618,..,388,..,..,..,..,..,..,..,388,..,359,189,50,26,3,0,0,0,633,..,41,36,4,15,19,13,4,6,129,..,14,27,8,14,0,0,0,0,66,..,19,61,29,12,17,12,0,0,157,..,14,66,73,108,115,83,59,22,528,16,26,16,11,8,11,9,0,4,99,1630,902,1117,1024,979,773,622,269,71,7391,..,11,507,704,648,451,425,150,21,2909,..,64,312,187,103,55,24,3,0,752,..,14,91,142,173,72,24,18,9,550,1567,..,..,..,..,..,..,..,..,1567,..,386,..,..,..,..,..,..,..,386,..,259,105,20,16,11,0,0,0,421,..,29,24,8,8,31,29,24,11,159,..,24,22,0,3,0,0,0,0,56
UCL213009,..,0,232,433,466,446,400,269,54,2296,..,35,213,126,87,69,31,8,6,575,..,0,7,26,36,23,12,0,4,100,1169,..,..,..,..,..,..,..,..,1169,..,283,..,..,..,..,..,..,..,283,..,299,132,32,29,8,0,0,0,497,..,27,25,11,16,11,11,0,4,101,..,16,22,3,3,0,3,0,0,53,..,16,28,21,8,15,16,4,4,109,..,15,43,54,48,68,75,59,33,395,13,17,10,6,11,12,7,5,0,75,1181,712,710,701,704,646,548,345,99,5650,..,5,312,473,471,416,409,216,21,2316,..,63,226,112,91,75,19,9,0,595,..,3,67,120,133,85,28,16,8,460,1023,..,..,..,..,..,..,..,..,1023,..,327,..,..,..,..,..,..,..,327,..,185,81,20,17,15,0,0,0,308,..,15,23,4,10,19,18,10,6,109,..,20,12,3,0,5,0,0,0,36
UCL213010,..,11,199,267,302,475,490,301,72,2118,..,79,260,119,117,78,45,7,4,720,..,3,19,40,49,40,20,7,7,177,1156,..,..,..,..,..,..,..,..,1156,..,237,..,..,..,..,..,..,..,237,..,331,185,70,48,13,5,0,0,667,..,32,32,4,18,27,25,6,0,137,..,17,20,19,14,4,4,0,0,82,..,33,69,29,32,31,29,8,0,229,..,36,124,123,181,293,299,151,62,1272,18,17,28,20,15,14,18,8,7,134,1174,794,934,686,774,991,937,496,156,6936,..,13,252,289,375,471,481,233,37,2144,..,111,246,140,111,58,42,6,0,719,..,37,166,195,190,106,49,27,23,787,1100,..,..,..,..,..,..,..,..,1100,..,246,..,..,..,..,..,..,..,246,..,195,91,40,17,5,4,0,0,357,..,22,18,0,17,34,25,23,10,157,..,16,16,4,4,4,5,0,0,45
UCL213011,..,3,142,240,269,375,436,264,63,1786,..,60,194,128,110,67,33,15,0,608,..,0,16,33,55,28,19,12,0,172,1098,..,..,..,..,..,..,..,..,1098,..,199,..,..,..,..,..,..,..,199,..,251,145,72,62,23,6,0,0,558,..,46,39,20,25,19,16,11,0,172,..,18,30,14,8,11,5,0,0,90,..,47,56,25,31,45,25,8,0,242,..,23,113,104,177,249,238,116,52,1078,18,21,22,23,17,10,10,3,0,131,1119,688,748,655,763,838,782,424,130,6136,..,16,219,226,311,429,380,190,41,1803,..,111,195,109,96,60,28,11,0,613,..,33,162,159,156,101,50,45,21,727,1009,..,..,..,..,..,..,..,..,1009,..,203,..,..,..,..,..,..,..,203,..,197,66,36,24,19,0,0,0,340,..,20,22,3,16,29,29,20,0,136,..,25,16,3,7,0,0,0,0,59
UCL213012,..,0,107,208,287,383,411,206,54,1650,..,58,133,102,94,80,41,10,4,516,..,0,12,23,23,19,8,7,0,97,768,..,..,..,..,..,..,..,..,768,..,162,..,..,..,..,..,..,..,162,..,204,65,43,19,15,0,0,0,356,..,20,17,12,14,11,18,5,3,99,..,21,11,4,6,3,4,0,0,58,..,37,38,14,20,18,18,9,0,145,..,19,47,54,137,167,144,76,31,681,15,18,5,12,16,16,7,12,0,106,790,540,439,471,614,723,659,324,87,4646,..,9,143,256,300,394,364,170,24,1659,..,84,148,90,95,71,48,7,0,533,..,18,68,109,126,60,24,22,13,438,747,..,..,..,..,..,..,..,..,747,..,155,..,..,..,..,..,..,..,155,..,108,41,23,16,14,0,0,0,202,..,17,9,0,3,6,22,11,3,79,..,12,0,4,4,3,0,0,0,28
UCL213013,..,8,246,395,359,445,449,273,64,2235,..,70,234,110,77,63,40,6,0,604,..,0,14,27,32,22,14,8,3,118,1233,..,..,..,..,..,..,..,..,1233,..,247,..,..,..,..,..,..,..,247,..,248,93,39,25,16,3,0,0,431,..,42,19,7,13,11,10,9,3,110,..,24,21,12,8,0,5,0,0,71,..,46,56,18,25,16,11,7,0,174,..,31,114,86,125,148,137,88,42,778,16,26,15,16,20,16,11,3,0,126,1251,740,815,710,679,746,686,394,118,6135,..,7,290,438,411,455,438,198,32,2272,..,103,232,105,88,49,27,11,0,612,..,15,96,137,189,68,28,31,18,589,1160,..,..,..,..,..,..,..,..,1160,..,259,..,..,..,..,..,..,..,259,..,148,47,13,14,13,3,0,0,252,..,21,15,8,15,26,19,16,6,126,..,20,21,5,9,3,0,0,0,54
UCL213014,..,6,237,351,271,357,311,205,71,1804,..,65,189,53,53,39,17,0,6,419,..,0,7,21,19,13,10,8,4,85,946,..,..,..,..,..,..,..,..,946,..,169,..,..,..,..,..,..,..,169,..,184,82,25,25,7,0,0,0,331,..,24,26,9,10,13,6,3,0,90,..,14,29,19,6,3,0,0,0,79,..,48,48,28,33,24,11,3,0,193,..,40,69,57,63,108,88,51,35,524,10,14,15,12,13,9,4,0,0,76,954,568,705,578,486,571,445,280,120,4712,..,16,294,358,310,343,300,169,28,1828,..,103,176,68,33,36,14,7,0,434,..,3,97,106,96,62,22,13,10,413,965,..,..,..,..,..,..,..,..,965,..,186,..,..,..,..,..,..,..,186,..,110,45,11,8,11,0,0,0,191,..,23,16,4,6,20,27,12,7,109,..,22,18,14,3,3,0,0,0,60
UCL213015,..,13,397,710,505,444,294,108,17,2490,..,65,319,180,119,76,22,5,0,786,..,3,10,31,51,29,14,3,0,142,1811,..,..,..,..,..,..,..,..,1811,..,331,..,..,..,..,..,..,..,331,..,378,191,49,25,15,0,0,0,654,..,30,56,21,22,11,18,8,0,176,..,25,29,11,17,14,3,0,0,97,..,19,34,14,8,22,14,7,0,103,..,9,82,71,90,96,52,16,4,418,20,18,21,12,13,12,6,0,0,100,1825,880,1134,1093,842,719,423,152,31,7096,..,31,563,669,501,409,252,76,8,2505,..,82,330,186,114,62,9,0,0,791,..,17,125,143,146,80,30,17,10,568,1637,..,..,..,..,..,..,..,..,1637,..,334,..,..,..,..,..,..,..,334,..,223,121,26,14,7,0,0,0,394,..,33,15,0,20,43,56,19,12,193,..,21,18,10,0,0,0,0,0,50
UCL213016,..,12,287,513,554,593,624,450,113,3149,..,89,293,164,133,94,48,16,0,846,..,3,15,33,58,33,15,9,6,181,1620,..,..,..,..,..,..,..,..,1620,..,388,..,..,..,..,..,..,..,388,..,335,132,65,60,24,4,0,0,627,..,40,23,20,14,21,21,11,11,153,..,29,32,11,11,3,0,4,0,87,..,36,78,27,28,31,21,11,7,232,..,50,104,129,163,249,219,141,66,1113,26,32,29,25,20,21,12,6,4,178,1644,1011,992,981,1033,1061,975,654,204,8560,..,30,359,560,577,633,628,344,61,3189,..,152,292,162,145,88,31,11,0,878,..,29,128,221,231,96,55,58,27,839,1569,..,..,..,..,..,..,..,..,1569,..,388,..,..,..,..,..,..,..,388,..,234,82,37,39,25,0,0,0,418,..,28,12,10,9,32,35,21,10,154,..,33,21,7,3,6,8,0,0,77
UCL213017,..,16,362,606,592,621,651,443,83,3374,..,82,334,161,127,76,52,15,5,852,..,0,9,21,49,34,7,4,6,131,1704,..,..,..,..,..,..,..,..,1704,..,373,..,..,..,..,..,..,..,373,..,351,165,59,43,19,8,0,0,636,..,43,41,16,11,16,19,4,3,151,..,20,43,12,7,4,0,0,0,96,..,36,105,21,21,15,11,8,3,222,..,23,94,83,113,153,143,80,53,745,14,27,25,20,15,11,12,7,0,138,1719,970,1176,1004,987,952,903,560,156,8417,..,26,472,620,652,648,628,337,41,3421,..,129,339,166,113,77,43,14,0,875,..,15,109,168,211,106,45,21,29,701,1644,..,..,..,..,..,..,..,..,1644,..,480,..,..,..,..,..,..,..,480,..,215,112,30,20,16,5,0,0,394,..,36,22,7,13,27,27,21,13,165,..,27,27,5,4,4,3,0,0,70
UCL213018,..,5,95,179,230,321,433,298,61,1625,..,29,99,61,57,42,35,19,4,343,..,4,9,9,25,9,7,0,3,66,646,..,..,..,..,..,..,..,..,646,..,124,..,..,..,..,..,..,..,124,..,164,41,31,21,12,0,0,0,271,..,5,9,0,4,9,3,3,4,40,..,13,10,4,3,0,3,0,0,33,..,15,21,6,4,10,10,7,0,79,..,7,36,36,67,90,101,88,33,456,10,9,14,11,8,13,17,6,0,71,649,367,334,335,424,500,612,427,101,3761,..,4,128,218,257,351,436,216,43,1655,..,41,105,59,52,43,22,17,3,348,..,11,62,63,67,23,21,15,15,279,622,..,..,..,..,..,..,..,..,622,..,133,..,..,..,..,..,..,..,133,..,75,22,8,7,14,3,0,0,131,..,12,0,0,5,10,11,9,11,60,..,8,5,0,0,3,0,0,0,20
UCL214001,..,0,86,131,165,220,268,135,42,1050,..,31,111,71,41,38,29,7,3,326,..,0,6,16,19,15,0,0,3,58,549,..,..,..,..,..,..,..,..,549,..,93,..,..,..,..,..,..,..,93,..,141,61,26,21,6,0,0,0,259,..,23,21,9,6,3,4,6,0,75,..,16,24,7,7,0,0,0,0,59,..,35,49,13,7,16,5,3,0,132,..,17,60,36,61,103,99,58,29,463,0,11,15,8,10,5,6,3,0,57,553,368,434,307,335,410,410,214,82,3115,..,8,115,138,172,231,251,123,17,1058,..,52,134,51,50,42,17,9,0,348,..,10,66,79,81,38,26,15,11,312,493,..,..,..,..,..,..,..,..,493,..,115,..,..,..,..,..,..,..,115,..,83,22,15,12,3,0,0,0,140,..,20,3,6,4,12,11,10,3,78,..,13,14,8,0,0,0,0,0,34
UCL214002,..,7,160,280,270,179,172,89,17,1181,..,14,114,72,56,21,7,0,0,284,..,0,3,11,17,8,0,0,0,38,794,..,..,..,..,..,..,..,..,794,..,166,..,..,..,..,..,..,..,166,..,152,48,18,10,7,0,0,0,236,..,15,3,0,3,5,9,0,0,32,..,4,12,0,3,0,0,0,0,19,..,3,7,4,0,0,0,0,0,16,..,8,21,13,28,14,21,4,9,117,5,10,10,3,0,0,0,0,0,26,801,368,379,405,383,241,216,101,22,2921,..,0,192,339,266,166,167,59,10,1198,..,23,121,76,53,15,4,3,0,293,..,6,29,39,48,18,8,8,3,162,709,..,..,..,..,..,..,..,..,709,..,153,..,..,..,..,..,..,..,153,..,86,30,8,9,0,0,0,0,135,..,3,0,0,6,3,10,13,7,46,..,5,4,4,0,0,0,0,0,12
UCL214003,..,0,111,178,199,316,394,275,88,1558,..,43,126,57,58,53,38,20,7,398,..,9,5,10,28,22,11,7,6,92,583,..,..,..,..,..,..,..,..,583,..,162,..,..,..,..,..,..,..,162,..,159,75,36,31,23,0,0,0,324,..,18,15,9,9,6,14,8,3,78,..,13,19,6,3,3,0,0,0,48,..,21,50,15,15,27,18,6,0,155,..,23,53,68,77,152,134,97,42,630,15,8,26,13,7,11,6,5,0,92,600,456,468,384,441,611,616,414,137,4128,..,12,133,207,244,337,373,231,39,1581,..,64,122,75,69,52,30,11,0,422,..,3,84,79,89,60,32,31,17,390,610,..,..,..,..,..,..,..,..,610,..,133,..,..,..,..,..,..,..,133,..,94,36,14,19,14,5,0,0,183,..,14,0,4,10,18,21,10,10,91,..,17,4,4,0,4,0,0,0,27
UCL214004,..,4,70,133,119,146,184,164,44,862,..,23,48,41,36,21,22,3,4,203,..,0,0,7,15,14,4,0,3,47,408,..,..,..,..,..,..,..,..,408,..,82,..,..,..,..,..,..,..,82,..,85,42,19,19,9,0,0,0,170,..,9,17,4,3,0,3,0,0,43,..,3,25,0,0,4,0,0,0,32,..,16,48,20,11,15,13,6,0,124,..,12,44,36,51,86,74,65,27,405,5,10,5,5,9,4,11,0,0,52,412,254,299,275,259,302,315,249,78,2441,..,9,93,133,142,160,203,111,17,867,..,38,52,37,42,23,16,6,0,208,..,9,41,54,51,23,14,10,6,207,395,..,..,..,..,..,..,..,..,395,..,85,..,..,..,..,..,..,..,85,..,57,19,10,3,3,0,0,0,99,..,8,10,0,8,8,7,4,7,44,..,0,11,0,3,0,0,0,0,17
UCL214005,..,0,20,30,33,39,51,26,6,203,..,0,10,5,9,7,4,0,0,41,..,0,0,0,4,0,0,0,0,11,69,..,..,..,..,..,..,..,..,69,..,12,..,..,..,..,..,..,..,12,..,23,15,5,0,0,0,0,0,40,..,4,0,0,0,0,0,3,0,6,..,4,0,0,0,0,0,0,0,3,..,0,0,0,4,3,3,0,0,7,..,0,3,5,9,8,10,9,5,53,0,0,0,0,0,0,6,0,0,6,69,44,46,46,68,63,82,42,11,461,..,0,22,34,39,37,51,17,0,205,..,3,8,5,10,11,7,0,0,43,..,0,3,4,7,6,3,0,0,27,78,..,..,..,..,..,..,..,..,78,..,19,..,..,..,..,..,..,..,19,..,13,5,0,0,0,0,0,0,18,..,0,3,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,4
UCL214006,..,0,65,139,169,224,373,221,36,1225,..,8,56,47,47,50,24,11,0,251,..,0,0,6,18,10,3,4,0,39,449,..,..,..,..,..,..,..,..,449,..,84,..,..,..,..,..,..,..,84,..,65,39,19,13,6,0,0,0,149,..,9,9,6,3,5,3,5,0,38,..,5,14,5,0,0,0,0,0,22,..,6,22,10,3,13,14,3,0,76,..,5,25,38,59,86,100,69,28,409,4,6,12,4,12,18,12,9,0,80,457,203,233,276,329,413,530,322,68,2837,..,4,87,153,173,286,370,160,23,1248,..,16,73,42,41,47,27,9,4,263,..,4,29,62,65,35,25,15,6,240,427,..,..,..,..,..,..,..,..,427,..,98,..,..,..,..,..,..,..,98,..,40,17,13,9,10,0,0,0,89,..,10,6,0,0,11,10,3,4,48,..,10,5,7,7,0,0,0,0,21
UCL214007,..,3,203,273,115,129,70,33,6,833,..,28,200,64,39,18,12,5,0,362,..,0,3,8,0,7,3,0,0,29,528,..,..,..,..,..,..,..,..,528,..,73,..,..,..,..,..,..,..,73,..,89,54,20,0,0,0,0,0,167,..,19,21,6,5,6,7,3,0,70,..,8,15,8,6,0,0,0,0,35,..,6,21,11,4,7,6,0,0,53,..,12,56,41,25,45,24,9,0,216,10,0,8,0,0,3,3,0,0,24,535,227,585,429,209,213,130,47,7,2383,..,8,270,247,123,120,61,20,4,845,..,42,195,60,42,19,3,0,0,363,..,3,34,40,49,27,14,10,0,179,520,..,..,..,..,..,..,..,..,520,..,81,..,..,..,..,..,..,..,81,..,55,43,11,0,0,0,0,0,109,..,15,16,3,4,15,15,6,3,76,..,11,6,0,0,0,0,0,0,20
UCL214008,..,5,128,225,264,336,358,221,68,1599,..,63,154,56,45,46,24,6,0,399,..,0,10,18,20,11,6,6,0,75,762,..,..,..,..,..,..,..,..,762,..,155,..,..,..,..,..,..,..,155,..,162,71,32,20,13,0,0,0,298,..,22,9,8,7,7,9,4,0,61,..,22,13,6,7,8,0,0,0,52,..,28,32,4,9,10,10,3,0,99,..,27,102,53,86,114,104,79,51,622,6,16,18,11,4,7,10,5,0,71,769,498,535,415,461,548,523,329,120,4194,..,3,171,258,280,348,351,178,32,1620,..,92,143,60,38,41,23,11,0,402,..,7,53,86,106,48,16,23,11,344,729,..,..,..,..,..,..,..,..,729,..,158,..,..,..,..,..,..,..,158,..,104,29,4,14,14,4,0,0,172,..,14,8,6,8,21,6,12,4,83,..,9,9,0,0,0,0,0,0,22
UCL214009,..,0,118,245,243,330,300,197,43,1472,..,14,131,77,91,63,30,17,0,433,..,0,5,10,34,18,7,8,0,89,696,..,..,..,..,..,..,..,..,696,..,151,..,..,..,..,..,..,..,151,..,186,108,41,27,10,0,0,0,359,..,19,9,4,9,4,11,5,3,70,..,9,9,7,5,7,0,5,0,55,..,18,14,8,8,9,14,8,0,80,..,0,31,32,65,92,83,55,21,379,12,14,11,7,9,6,4,6,0,69,712,415,434,435,501,543,451,294,71,3850,..,6,147,276,260,334,292,140,29,1482,..,26,159,94,88,63,27,12,0,453,..,6,30,74,105,55,31,23,14,334,673,..,..,..,..,..,..,..,..,673,..,165,..,..,..,..,..,..,..,165,..,130,69,23,16,6,0,0,0,250,..,11,7,0,5,7,17,7,8,64,..,12,3,9,5,9,3,0,0,39
UCL214010,..,0,50,164,158,245,363,235,34,1243,..,11,54,62,38,46,30,7,3,245,..,0,0,9,12,3,4,0,0,31,435,..,..,..,..,..,..,..,..,435,..,109,..,..,..,..,..,..,..,109,..,68,23,15,9,4,0,0,0,124,..,9,0,3,0,4,4,0,0,24,..,3,6,3,0,0,5,0,0,20,..,14,10,3,0,4,0,0,0,40,..,12,28,10,29,58,83,43,29,291,4,9,3,3,5,10,16,0,0,57,439,226,186,266,256,377,505,286,69,2618,..,0,70,179,174,280,344,173,19,1249,..,22,61,58,45,40,27,12,3,261,..,3,12,45,37,15,8,6,14,131,436,..,..,..,..,..,..,..,..,436,..,88,..,..,..,..,..,..,..,88,..,33,17,6,4,6,0,0,0,71,..,5,6,4,6,6,11,9,7,47,..,0,4,0,0,0,0,0,0,6
UCL214011,..,6,158,262,287,274,263,170,35,1453,..,40,156,81,85,41,26,9,0,438,..,0,6,17,23,21,7,9,3,77,809,..,..,..,..,..,..,..,..,809,..,220,..,..,..,..,..,..,..,220,..,196,84,21,25,6,0,0,0,341,..,16,21,13,6,3,10,9,0,85,..,18,10,3,6,0,6,0,0,40,..,13,16,9,9,15,6,0,0,65,..,7,34,50,51,78,59,49,25,364,23,11,5,6,3,10,3,5,0,64,831,531,493,469,492,457,382,250,70,3969,..,9,205,272,312,258,252,131,15,1459,..,57,153,91,84,35,27,6,0,449,..,0,58,68,119,51,15,18,8,346,753,..,..,..,..,..,..,..,..,753,..,212,..,..,..,..,..,..,..,212,..,112,64,21,8,5,0,0,0,202,..,16,9,0,3,14,25,15,4,90,..,10,5,0,8,3,0,0,0,32
UCL214012,..,3,66,120,167,210,216,176,52,1010,..,31,87,39,38,28,21,7,0,258,..,0,3,17,18,10,4,6,3,59,492,..,..,..,..,..,..,..,..,492,..,104,..,..,..,..,..,..,..,104,..,118,59,35,22,11,0,0,0,246,..,10,11,3,8,4,4,0,3,42,..,12,3,3,5,0,0,0,0,26,..,13,8,4,6,8,3,6,0,44,..,17,36,42,42,80,66,46,33,364,3,11,9,3,7,4,6,4,0,54,500,316,293,261,313,353,319,250,92,2689,..,9,89,148,175,206,231,139,27,1013,..,42,96,38,47,29,19,0,0,271,..,8,43,63,63,24,15,12,17,247,451,..,..,..,..,..,..,..,..,451,..,105,..,..,..,..,..,..,..,105,..,75,30,16,6,5,5,0,0,142,..,7,0,0,0,8,12,4,0,36,..,4,7,0,0,0,0,0,0,16
UCL214013,..,4,59,157,159,124,161,120,34,818,..,17,61,61,82,37,27,9,0,282,..,0,0,5,16,11,3,0,3,45,402,..,..,..,..,..,..,..,..,402,..,91,..,..,..,..,..,..,..,91,..,82,39,16,20,3,3,0,0,159,..,7,0,0,6,8,3,0,0,37,..,12,12,3,0,0,0,0,0,28,..,11,33,8,7,5,11,0,3,85,..,7,14,15,40,46,61,50,13,243,0,5,6,4,4,4,8,5,0,35,400,231,223,273,340,248,271,183,58,2223,..,0,74,169,161,136,158,93,18,813,..,10,76,77,68,26,16,9,0,279,..,0,18,43,59,39,19,9,10,188,410,..,..,..,..,..,..,..,..,410,..,92,..,..,..,..,..,..,..,92,..,70,32,9,4,3,0,0,0,122,..,10,4,0,0,5,4,5,8,35,..,3,13,0,0,0,0,0,0,19
UCL214014,..,0,46,109,132,195,330,221,34,1063,..,23,55,44,37,36,33,21,5,247,..,0,6,12,10,8,0,4,0,41,430,..,..,..,..,..,..,..,..,430,..,75,..,..,..,..,..,..,..,75,..,104,43,31,27,19,0,0,0,216,..,14,5,7,14,3,9,4,0,54,..,10,3,8,8,4,3,0,0,37,..,10,13,4,7,26,14,3,3,81,..,8,28,35,41,104,165,71,20,475,6,6,4,6,3,7,23,9,0,67,442,239,199,257,272,402,585,330,64,2785,..,0,62,120,152,223,339,151,22,1069,..,29,71,43,44,36,21,9,4,252,..,9,48,59,50,40,20,15,14,255,383,..,..,..,..,..,..,..,..,383,..,82,..,..,..,..,..,..,..,82,..,64,19,6,9,10,0,0,0,104,..,9,3,0,0,8,11,14,7,46,..,12,3,0,3,0,0,0,0,19
