UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL221042,10,5,10,13,14,31,4,0,7,0,0,5,20,16,36,13,9,23,3,4,6,0,0,0,17,10,27,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,5,3,4,0,3,4,3,0,4,0,0,0,0,3,3,0,0,0,3,7,11,7,7,18,0,0,0,4,0,4,0,0,0,4,0,4,26,17,43,74,63,139
UCL221043,0,0,0,4,11,14,4,0,4,0,0,0,13,11,19,5,10,14,8,0,5,0,0,0,11,8,23,0,0,0,0,0,0,0,0,5,3,3,6,0,0,0,7,8,13,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,5,6,6,6,9,17,4,0,4,0,5,5,0,0,0,0,5,5,56,35,95,92,75,161
UCL221044,6,5,12,18,34,54,0,0,0,0,3,3,18,35,59,15,21,40,0,0,0,0,0,0,15,23,42,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,5,9,9,8,12,23,0,0,0,4,4,4,0,0,0,0,4,11,42,46,87,98,125,225
UCL221045,8,3,10,28,24,49,7,3,11,0,0,0,32,27,60,19,12,33,3,5,13,0,6,4,23,24,47,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,6,12,0,0,6,0,4,0,0,0,0,3,8,11,0,0,0,6,13,25,13,24,33,3,0,3,6,0,3,0,0,0,6,0,7,24,19,41,108,92,205
UCL221046,33,22,53,89,72,161,24,22,47,0,3,3,116,96,208,28,34,66,8,7,18,0,0,9,35,53,90,0,4,6,7,7,13,0,4,6,7,5,15,0,0,0,16,21,34,4,0,7,4,0,6,0,0,0,5,15,16,0,0,0,15,19,30,27,39,70,0,0,0,6,0,4,0,0,0,6,7,5,29,25,47,239,243,476
UCL221047,5,3,11,11,14,24,12,9,19,11,7,25,33,29,65,5,9,17,14,11,27,3,8,13,25,25,48,3,3,5,0,0,6,5,0,11,0,0,0,0,0,0,12,5,18,0,11,10,0,3,4,0,3,6,0,4,5,0,0,0,8,18,26,15,20,40,0,0,0,0,0,0,0,0,0,0,0,0,17,13,34,100,101,203
UCL221048,3,7,11,17,19,40,5,4,4,0,0,0,23,21,42,8,6,13,3,3,8,4,0,3,7,16,25,0,0,0,0,0,0,5,0,4,4,8,8,0,0,0,9,6,10,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,10,12,6,14,25,0,0,0,0,0,0,0,0,0,0,0,0,15,12,21,60,72,126
UCL221049,10,5,14,35,45,77,0,6,10,8,5,12,41,56,97,9,16,18,5,18,15,12,5,17,19,37,53,0,0,0,0,0,0,0,3,6,0,3,5,0,0,0,0,11,13,3,6,13,0,0,5,0,0,0,0,6,11,0,0,0,7,17,25,6,26,37,0,0,0,4,0,4,0,0,0,5,0,5,8,11,12,91,125,216
UCL221050,3,9,14,25,25,48,0,0,0,4,0,4,29,25,53,16,8,26,12,3,19,0,4,0,30,21,47,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,12,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,3,11,9,8,20,0,0,0,0,3,3,0,0,0,0,5,3,37,28,65,105,91,198
UCL221051,13,8,16,30,29,49,10,8,14,0,0,0,35,31,64,33,24,56,0,4,4,0,0,0,33,28,58,0,5,5,0,6,0,5,0,5,5,0,3,0,0,0,5,7,15,0,6,0,0,3,3,0,0,0,0,4,4,0,0,0,3,8,10,7,14,25,0,0,3,5,0,5,0,0,0,3,0,3,27,24,47,115,101,216
UCL221052,7,0,12,14,15,28,12,6,18,3,5,4,26,27,51,4,3,9,4,0,8,7,5,13,19,14,23,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,5,7,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,11,10,23,0,0,0,0,0,0,0,0,0,0,4,3,18,16,26,75,67,147
UCL221053,3,5,10,18,7,23,3,0,3,4,5,7,25,15,40,7,10,14,7,5,11,0,3,3,15,18,31,6,0,6,0,0,0,5,5,4,0,3,4,0,0,0,8,4,18,0,0,0,4,0,4,0,0,0,0,3,5,0,0,0,3,6,8,12,12,21,0,0,0,0,0,0,0,0,0,0,0,0,16,12,31,78,67,141
UCL221054,9,8,16,22,15,41,0,0,0,8,0,4,30,19,50,14,9,30,3,0,3,6,5,10,30,14,38,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,4,6,0,7,7,0,0,0,0,0,0,0,5,5,0,0,0,0,10,10,8,14,16,0,0,0,0,3,3,0,0,0,4,3,3,15,19,34,85,79,162
UCL221055,14,14,24,29,43,73,0,10,10,4,6,9,39,54,93,24,24,51,3,4,7,0,0,0,26,31,56,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,6,0,3,9,0,0,0,0,0,0,0,7,4,0,0,0,0,10,16,10,11,23,0,0,5,0,3,3,0,0,0,0,4,4,10,12,27,97,125,224
UCL221056,5,8,13,23,13,37,3,0,9,0,0,0,22,13,42,10,12,21,0,0,0,0,0,0,12,12,25,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,41,35,76,83,80,159
UCL221057,5,0,4,55,32,85,0,3,3,0,0,3,57,35,93,16,21,40,3,3,0,0,0,0,22,24,46,0,0,4,0,0,0,4,3,7,0,4,10,0,0,0,6,11,18,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,7,10,6,20,27,4,4,9,3,3,8,0,0,0,12,3,11,31,27,59,132,118,246
UCL221058,8,8,16,10,24,30,9,7,16,5,3,12,23,32,63,0,0,3,9,16,21,4,7,12,14,19,35,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,5,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,11,17,29,62,89,150
UCL221059,9,8,13,26,32,59,0,0,0,0,0,0,26,34,63,19,18,44,0,7,6,3,4,4,24,30,56,0,0,0,3,0,5,0,0,0,4,6,10,0,0,0,9,13,19,0,4,4,0,3,3,0,0,0,0,8,6,0,0,0,0,11,14,9,23,30,0,0,4,0,0,0,0,0,0,3,0,6,23,16,35,96,112,204
UCL221060,0,0,0,4,4,10,0,0,0,3,0,3,7,4,9,0,4,7,3,5,4,0,0,3,5,11,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,8,0,0,0,0,5,5,0,0,0,0,5,5,14,13,26,31,33,66
UCL221061,4,0,7,8,7,14,0,3,0,9,4,9,14,13,22,12,8,17,0,0,0,8,8,17,19,17,35,0,0,0,0,0,0,0,8,4,3,0,3,0,0,0,5,6,10,0,0,0,0,0,0,0,4,4,0,3,5,0,0,0,0,7,10,7,18,21,0,0,0,0,0,0,0,0,0,0,0,0,24,32,62,65,79,144
UCL221062,5,8,11,9,7,22,15,30,45,0,0,0,23,35,59,13,15,30,3,3,3,0,0,0,12,22,36,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7,5,10,19,0,0,0,0,0,0,0,0,0,0,0,0,59,53,106,111,125,237
UCL221063,4,4,9,10,17,26,9,9,15,0,0,0,22,20,41,16,12,35,0,0,0,0,0,0,16,11,30,0,0,0,0,0,0,3,0,3,0,4,7,0,0,0,7,3,8,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,4,3,9,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,20,19,34,66,62,135
UCL221064,9,17,20,32,30,64,0,5,3,0,0,0,39,29,69,23,17,43,4,6,4,3,3,3,30,22,49,0,0,0,0,0,0,3,4,12,0,7,12,0,0,0,10,16,18,0,5,5,0,3,3,0,0,0,0,7,3,0,0,0,0,11,9,10,23,33,0,0,0,0,0,5,0,0,0,0,0,5,20,17,42,105,114,217
UCL221065,8,9,11,16,8,23,0,0,0,0,7,8,18,10,31,5,4,16,0,0,0,3,4,13,14,13,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,0,4,6,0,4,0,0,0,0,5,3,0,0,0,5,5,10,5,6,10,0,0,0,0,4,3,0,0,0,0,4,3,11,7,20,55,50,106
UCL221066,14,3,17,32,22,54,3,3,6,0,0,0,33,31,59,15,14,32,8,5,10,0,0,5,21,26,45,0,4,0,3,0,3,3,3,6,0,4,6,0,0,0,4,9,18,0,3,5,0,0,0,4,0,4,0,3,3,0,0,0,6,4,11,11,17,28,5,4,6,0,4,9,0,0,0,6,6,13,30,31,62,118,105,223
UCL221067,0,9,11,20,20,44,10,7,8,0,4,6,31,28,60,12,9,20,8,5,17,0,7,3,25,16,46,0,0,0,0,0,0,4,3,6,4,4,9,0,0,0,4,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,19,0,0,0,0,0,0,0,0,0,0,0,3,19,14,32,82,83,165
UCL221068,7,9,14,22,28,45,3,0,3,7,4,13,36,28,66,13,20,32,0,0,0,0,8,10,19,24,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,3,7,0,4,4,0,0,0,5,5,3,0,0,0,0,11,10,3,9,18,0,3,0,0,0,7,0,0,0,0,5,9,12,17,24,81,90,169
UCL221069,13,6,21,34,21,58,4,4,8,6,11,18,46,37,78,19,14,34,6,0,8,12,19,33,39,34,71,0,0,0,4,5,7,3,0,4,7,8,14,0,0,0,19,14,26,0,3,4,3,6,8,0,0,0,0,9,8,0,0,0,7,14,22,25,24,51,0,3,3,0,0,3,0,0,0,5,3,3,34,34,74,162,139,305
UCL221070,11,5,17,27,29,57,3,5,13,0,0,0,35,30,65,24,29,48,0,0,0,0,0,0,24,29,48,0,7,10,0,3,3,3,0,0,0,4,7,0,0,0,4,18,23,0,0,0,0,3,3,0,0,0,3,8,8,0,0,0,3,15,17,9,29,41,0,0,5,4,0,8,0,0,0,0,10,7,36,41,78,112,147,261
UCL221071,5,6,16,29,22,51,6,0,8,0,0,0,28,27,54,30,26,56,3,3,6,0,0,0,31,31,58,7,7,11,0,0,5,0,0,3,0,3,3,0,0,0,5,15,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,9,6,7,24,30,0,0,0,0,0,0,0,0,0,0,0,0,33,31,61,111,114,227
UCL221072,10,7,16,24,27,54,0,0,3,0,0,0,28,26,56,6,11,17,0,5,4,0,0,0,7,11,23,0,0,3,0,0,0,0,3,0,0,5,3,0,0,0,3,10,13,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,3,12,18,0,0,0,6,0,0,0,0,0,6,0,0,19,26,47,71,88,159
UCL221073,4,8,13,22,14,40,0,0,4,0,0,0,25,17,48,15,19,30,10,10,21,0,0,7,25,32,55,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,3,7,11,8,10,13,0,0,0,0,0,0,0,5,6,0,0,0,5,10,21,16,17,29,0,0,0,0,0,5,0,0,0,3,0,4,3,12,16,79,82,158
UCL221074,3,3,7,28,12,45,4,0,0,0,0,0,30,13,49,14,7,24,4,4,6,0,0,6,23,18,34,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,4,9,16,0,0,4,0,0,0,0,0,0,0,6,8,0,0,0,0,14,12,11,22,30,0,0,0,0,0,4,0,0,0,0,6,6,33,47,82,100,105,205
UCL221075,7,9,15,19,14,30,4,0,4,5,15,22,23,26,53,5,6,8,0,0,6,18,7,26,19,14,36,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,7,7,16,0,3,3,3,5,8,0,0,0,0,5,7,0,0,0,3,13,18,12,24,31,0,0,0,0,3,3,0,0,0,3,3,5,30,27,59,97,102,193
UCL221076,0,9,12,21,23,41,0,0,0,0,3,4,24,21,47,14,9,15,0,0,0,0,0,0,10,8,25,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,3,6,0,0,0,0,5,5,0,0,0,4,4,9,0,0,0,4,5,10,5,9,17,0,0,0,0,0,5,0,0,0,0,3,5,33,29,65,86,81,161
UCL221077,10,9,14,11,12,29,0,6,8,0,0,0,19,23,38,12,8,18,0,3,4,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,3,14,15,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,4,3,5,5,13,25,0,0,0,0,0,0,0,0,0,0,0,0,42,46,87,87,100,190
UCL221078,3,8,18,16,15,32,0,0,0,0,0,0,13,15,36,22,10,27,0,0,0,0,0,0,22,11,28,0,0,0,0,0,0,3,0,5,5,4,6,0,0,0,7,7,8,0,4,5,0,0,0,0,0,0,0,3,4,0,0,0,4,10,14,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,14,7,24,67,60,128
UCL221079,0,0,5,16,14,28,0,0,0,0,3,3,16,21,36,11,14,27,0,0,0,0,0,5,13,17,30,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,16,0,0,0,0,3,3,0,0,0,0,3,3,26,33,63,63,81,143
UCL221080,3,0,6,3,12,10,4,6,9,0,0,3,11,19,26,9,9,12,8,11,17,4,4,4,21,23,39,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,3,13,4,9,9,0,0,0,0,0,0,0,3,8,0,0,0,0,12,16,8,18,27,0,0,0,0,5,5,0,0,0,0,5,5,15,5,22,53,68,117
UCL221081,0,0,6,15,16,31,0,0,0,4,0,4,21,16,34,14,17,36,0,0,0,0,0,0,14,17,36,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,10,11,0,0,0,4,4,4,0,0,0,4,4,4,30,33,62,72,81,153
UCL221082,5,3,10,13,23,36,3,6,7,13,5,14,36,30,65,16,13,22,7,9,14,0,0,5,25,20,41,0,0,0,0,3,3,0,3,3,4,7,8,0,0,0,8,17,21,12,12,25,4,5,7,0,3,3,3,0,8,0,0,0,19,30,42,22,44,64,0,0,5,3,3,3,0,0,0,4,6,10,46,54,105,138,154,289
UCL221083,11,16,29,37,40,75,3,4,9,4,3,6,44,45,86,14,8,24,8,11,21,7,4,9,34,26,56,0,3,7,0,9,9,3,0,6,3,9,13,0,0,0,7,17,25,9,0,9,0,4,5,0,0,0,3,13,14,0,0,0,11,19,29,25,32,56,7,0,7,0,4,4,0,0,0,7,8,8,28,33,60,147,157,302
UCL221084,13,10,22,42,24,65,0,0,5,0,0,0,46,23,67,23,20,45,6,4,3,9,5,8,34,27,63,0,3,3,0,0,0,0,0,5,7,0,9,0,0,0,9,3,13,5,9,9,3,8,5,0,3,3,0,6,14,0,0,0,13,24,30,18,26,46,0,0,0,0,0,0,0,0,0,0,0,4,20,22,37,125,109,237
UCL222001,3,6,4,3,7,12,5,0,4,0,0,4,9,6,17,3,0,8,3,4,8,10,5,12,15,16,30,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,37,73
UCL222002,3,4,10,17,16,29,0,0,0,0,0,3,16,18,38,6,9,17,3,0,4,12,9,16,14,18,38,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,7,4,11,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,56,53,110
UCL222003,9,6,16,17,10,26,4,6,8,0,0,4,19,17,35,8,4,8,5,0,4,0,0,0,13,6,15,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,3,3,3,8,6,12,0,0,0,0,0,0,0,0,0,0,0,3,21,12,26,62,48,111
UCL222004,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,8,10,17
UCL222005,0,0,3,4,7,13,0,8,8,0,0,0,4,16,15,7,0,7,5,0,3,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,18,31,52
UCL222006,4,9,12,8,10,14,5,0,9,4,0,7,18,16,27,5,12,16,6,0,6,3,0,0,9,14,20,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,9,0,9,12,0,0,0,0,5,3,0,0,0,0,4,3,4,8,16,36,56,94
UCL222007,4,0,5,0,7,6,0,0,0,3,0,3,0,7,10,7,0,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,23,15,39
UCL222008,4,7,8,14,6,21,0,0,0,0,0,0,14,6,21,6,8,12,5,0,5,0,0,0,11,8,13,0,0,0,0,0,0,5,0,5,0,3,5,0,0,0,7,3,6,0,0,3,0,3,3,0,0,0,3,5,10,0,0,0,6,8,13,8,13,18,0,0,0,0,0,0,0,0,0,0,0,0,9,13,27,42,45,94
UCL222009,3,0,4,5,7,11,8,7,9,0,0,0,8,14,22,0,5,4,6,6,8,3,0,0,11,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,11,22,26,33,45,81
UCL222010,4,3,4,5,10,16,4,4,4,0,0,0,7,15,19,8,9,17,4,0,3,0,4,4,10,17,21,0,0,0,0,0,0,5,0,5,4,0,5,0,0,0,3,3,11,0,9,4,0,0,0,0,0,3,0,0,0,0,0,0,3,6,13,9,13,23,0,0,0,0,0,0,0,0,0,0,0,0,10,7,23,37,56,100
UCL222011,3,3,3,12,13,28,0,5,4,4,5,8,20,24,39,11,8,15,3,3,11,0,7,9,20,18,31,0,0,0,0,0,0,5,4,11,6,6,9,0,0,0,8,6,22,3,5,7,0,0,0,0,0,0,0,0,3,0,0,0,3,7,8,11,12,28,4,0,4,0,0,0,0,0,0,4,0,4,9,5,14,62,65,126
UCL222012,8,0,9,10,5,17,7,8,15,4,0,4,18,17,35,12,7,11,3,8,10,0,4,6,12,10,30,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,9,6,4,6,17,0,0,0,0,7,7,0,0,0,0,7,7,9,10,24,52,51,107
UCL222013,3,0,3,0,6,3,0,0,0,0,4,4,0,8,9,4,4,10,0,3,4,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,29,32,62
UCL222014,0,5,7,26,15,36,0,0,3,0,4,4,25,17,46,4,12,21,6,3,6,0,0,6,14,13,28,0,6,6,0,0,0,0,0,0,3,4,4,0,0,0,0,6,13,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,5,5,14,9,9,23,0,0,0,0,0,4,0,0,0,0,0,4,15,4,19,62,61,122
UCL222015,5,4,9,18,14,37,0,0,0,0,0,3,17,15,36,11,7,15,0,3,5,3,8,12,18,21,36,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,4,5,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,51,58,110
UCL222016,0,0,0,7,7,8,0,0,0,0,0,0,5,8,15,0,5,10,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,22,28,52
UCL222017,4,0,4,4,3,7,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,13,23,22,16,45
UCL222018,0,0,0,6,0,6,0,0,0,3,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,19,18,32
UCL222019,4,6,6,13,11,24,6,0,6,0,0,0,14,11,27,17,5,19,0,0,3,0,4,3,13,9,29,0,0,0,0,0,0,7,0,6,0,0,3,0,0,0,4,4,7,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,6,7,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,12,5,21,57,41,97
UCL222020,0,0,3,12,11,23,0,0,0,0,0,0,12,17,27,8,8,14,0,5,5,0,4,4,7,11,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,4,3,9,0,0,0,0,3,3,0,0,0,0,0,0,12,12,18,34,42,77
UCL222021,5,0,8,13,8,23,0,0,0,0,0,0,13,10,28,5,0,10,0,0,4,0,0,0,6,3,15,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,16,14,25,45,29,78
UCL222022,0,0,4,5,8,12,5,0,3,0,0,6,12,6,19,3,9,10,4,4,8,0,0,3,3,10,15,0,0,5,0,0,0,0,0,0,0,4,9,0,0,0,0,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,29,39,70
UCL222023,5,7,13,22,18,35,0,6,9,0,0,4,20,26,49,14,7,21,5,3,3,4,0,9,15,10,31,0,0,0,0,0,0,5,0,4,0,3,4,0,0,0,3,3,8,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,9,10,10,21,3,0,3,0,0,6,0,0,0,4,4,6,16,17,32,77,73,149
UCL222024,0,0,0,5,7,18,0,0,0,0,0,0,5,7,18,0,3,9,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,9,0,6,8,0,0,0,0,0,0,3,4,7,0,0,0,6,11,17,8,16,27,0,0,0,0,0,0,0,0,0,0,0,0,45,32,73,62,64,123
UCL222025,0,0,5,8,16,19,0,3,8,0,0,0,9,17,19,0,3,0,0,0,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,25,30,59
UCL222026,6,3,9,12,6,25,8,0,13,4,0,4,26,12,36,5,6,8,5,5,7,4,0,4,13,6,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,6,10,3,0,3,0,0,0,0,0,0,3,0,3,5,0,0,48,31,81
UCL222027,0,10,9,10,8,18,5,3,7,0,0,0,12,13,25,7,11,14,3,5,3,4,0,6,9,14,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,3,0,0,0,0,0,3,13,19,25,44,60,104
UCL222028,4,8,12,12,5,19,0,3,4,0,0,0,13,7,27,6,16,18,4,0,4,0,0,0,11,15,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,3,8,10,0,0,4,0,0,0,0,0,0,0,3,7,11,18,26,42,52,97
