UCL_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,24,10,17,17,37,41,43,58,17,3,239,0,0,0,0,0,0,0,0,0,0,18,17,23,30,24,39,27,13,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,16,52,91,55,123,61,33,33,6,3,460,0,0,0,0,0,0,0,0,0,0,46,108,53,137,44,35,18,3,5,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,7,0,6,3,0,27,22,79,42,85,65,67,74,33,3,469,0,0,0,0,0,0,0,0,0,0,20,48,43,92,45,64,56,20,5,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,10,6,16,4,14,13,10,8,69,18,47,45,72,68,80,107,53,21,496,0,0,0,0,0,0,0,0,0,0,17,28,36,52,57,75,73,47,27,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,3,9,6,3,0,3,34,20,47,32,77,58,75,77,36,16,433,0,0,0,0,0,0,0,0,0,0,25,27,29,73,54,65,56,31,11,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,9,11,0,0,36,16,29,29,59,56,78,81,42,18,416,0,0,0,0,0,0,0,0,0,0,17,40,28,49,37,65,61,35,46,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,9,3,0,28,24,44,37,95,38,55,46,15,5,346,0,0,0,0,0,0,0,0,0,0,21,43,27,101,30,39,20,3,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,16,11,36,15,51,36,32,52,22,5,258,0,0,0,0,0,0,0,0,0,0,10,31,14,41,32,24,41,17,4,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,4,8,12,3,4,0,35,4,35,22,30,41,64,68,51,11,327,0,0,0,0,0,0,0,0,0,0,19,29,24,42,34,52,53,43,8,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,10,3,4,25,17,37,43,60,55,100,116,55,12,489,0,0,0,0,0,0,0,0,0,0,6,30,32,52,57,86,94,31,13,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,10,9,3,36,18,24,21,64,40,51,63,41,20,344,0,0,0,0,0,0,0,0,0,0,21,23,11,47,37,49,46,36,29,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,0,3,6,3,8,0,0,27,14,36,23,65,42,68,81,34,17,382,0,0,0,0,0,0,0,0,0,0,7,22,29,50,39,45,35,19,15,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,5,3,11,5,52,14,45,23,61,45,63,58,42,8,368,0,0,0,0,0,0,0,0,0,0,19,33,19,61,31,59,31,37,12,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,4,3,7,0,10,5,10,3,51,6,27,26,35,31,74,108,77,12,405,0,0,0,0,0,0,0,0,0,0,12,20,21,21,31,60,93,55,5,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,10,14,58,42,85,47,58,23,14,7,345,0,0,0,0,0,0,0,0,0,0,32,45,39,76,47,49,18,15,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,6,7,7,3,0,23,0,13,11,29,47,77,67,26,0,273,0,0,0,0,0,0,0,0,0,0,0,8,7,10,25,48,37,10,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,4,3,5,0,0,0,17,20,38,32,76,40,38,28,9,0,287,0,0,0,0,0,0,0,0,0,0,27,51,31,66,31,27,10,11,4,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,3,0,19,12,43,23,55,34,36,42,21,0,276,0,0,0,0,0,0,0,0,0,0,20,31,23,51,36,29,35,19,5,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,3,0,3,13,9,15,14,46,16,44,49,26,16,254,0,0,0,0,0,0,0,0,0,0,12,12,14,35,19,45,36,23,24,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,10,104,60,107,76,55,34,14,0,461,0,0,0,0,0,0,0,0,0,0,27,87,56,97,70,28,16,4,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,8,11,3,5,5,35,16,30,37,56,63,57,67,39,22,391,0,0,0,0,0,0,0,0,0,0,13,36,31,59,34,35,50,36,31,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,8,5,4,3,4,0,25,34,53,48,81,58,60,38,14,0,392,0,0,0,0,0,0,0,0,0,0,22,44,39,72,43,49,28,11,6,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,19,26,38,65,29,48,66,27,12,318,0,0,0,0,0,0,0,0,0,0,20,28,34,54,36,44,52,34,21,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,14,15,8,4,0,0,49,31,61,55,111,80,60,49,12,5,460,0,0,0,0,0,0,0,0,0,0,24,59,39,88,59,34,27,10,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,4,11,10,7,8,3,0,47,17,38,44,79,40,56,63,29,0,381,0,0,0,0,0,0,0,0,0,0,21,32,40,60,37,52,39,24,8,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,9,13,32,38,46,42,53,63,39,7,326,0,0,0,0,0,0,0,0,0,0,13,28,32,52,48,52,46,28,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,17,15,56,31,91,44,45,31,9,0,323,0,0,0,0,0,0,0,0,0,0,19,51,30,73,39,29,20,4,3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,28,0,6,4,5,3,4,3,0,0,27,17,37,27,91,34,37,34,16,4,296,0,0,0,0,0,0,0,0,0,0,13,21,18,34,23,33,27,17,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
