UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL215099,216,163,66,14,110,110,33,64,186,29,165,669,31,1363,5,0,5,0,3,3,0,5,9,0,4,11,0,29,28,6,11,0,8,7,5,3,10,0,9,15,3,66,10,0,0,0,3,11,0,0,3,4,4,8,0,25,7,0,0,0,0,3,0,0,0,0,3,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,5,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,9,48,16,14,6,30,30,5,13,17,6,22,91,0,198,7,11,5,4,4,7,0,7,11,0,3,18,129,181,280,186,83,22,146,148,40,79,220,38,185,777,169,1739,47,62,19,0
UCL215100,167,133,56,11,68,69,22,29,136,21,85,544,36,1034,3,5,0,0,0,0,0,3,0,0,0,5,0,21,22,3,6,4,9,3,0,0,14,0,8,19,0,63,4,5,0,0,0,4,0,0,0,4,3,5,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,17,10,4,14,12,0,9,16,5,14,50,0,131,10,4,0,0,3,4,0,0,7,0,3,20,77,115,212,153,65,14,89,83,23,35,162,25,102,614,113,1279,41,59,17,0
UCL221001,40,69,28,0,23,12,5,11,54,3,39,409,24,640,0,0,0,0,0,0,0,0,5,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,21,0,29,5,4,0,0,0,4,0,0,4,0,0,6,34,46,37,70,34,0,23,17,5,13,59,4,45,436,59,718,20,44,11,0
UCL221002,116,86,25,0,35,43,3,15,81,14,61,421,12,725,5,7,0,0,3,0,0,0,0,0,0,5,0,15,9,0,0,0,0,4,0,0,0,0,0,22,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,10,3,0,3,3,0,0,3,0,12,52,4,89,4,0,0,0,0,0,0,0,5,0,0,10,14,38,135,97,32,0,39,47,9,20,90,14,79,480,35,852,40,44,7,0
UCL221003,45,84,16,4,25,20,3,10,66,5,38,254,17,476,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,5,0,4,6,0,6,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,0,3,11,0,6,18,0,37,0,3,0,0,0,0,0,0,4,0,0,3,56,57,54,88,15,3,28,26,0,16,73,3,40,271,68,572,27,58,4,0
UCL221004,58,100,18,4,26,27,8,11,64,0,74,677,44,1009,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,6,0,5,0,0,0,0,0,4,16,0,33,7,3,0,0,3,8,0,0,5,0,4,0,0,12,4,0,0,0,6,0,0,0,0,0,3,21,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,4,4,5,9,0,0,8,0,9,58,0,102,0,0,0,0,0,0,0,0,0,0,0,0,27,30,74,109,20,6,33,36,8,12,66,0,80,732,72,1139,33,50,10,0
UCL221005,76,55,27,5,30,28,0,9,46,6,46,334,22,567,3,3,0,0,0,0,0,0,0,0,0,8,0,15,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,7,4,0,0,4,0,0,40,0,52,7,0,0,0,0,0,0,0,0,0,0,0,49,53,92,59,32,10,35,31,0,13,54,6,48,380,64,674,32,29,12,0
UCL221006,53,40,13,6,10,24,4,5,56,5,35,349,15,529,0,0,0,0,0,0,0,0,0,0,0,9,0,12,8,4,4,0,0,8,0,0,3,0,0,15,0,28,4,0,5,0,0,3,0,0,0,0,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,3,10,0,6,9,0,8,38,0,67,0,0,0,0,0,3,0,0,5,0,0,5,23,33,64,43,20,6,15,38,4,12,65,8,42,385,31,628,16,22,9,0
UCL221007,52,52,20,0,22,22,9,15,72,0,45,221,11,422,4,0,0,0,0,0,0,0,4,0,0,0,0,6,5,0,0,0,0,5,4,0,0,5,0,4,0,19,4,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,4,0,6,8,4,0,3,5,3,20,0,51,6,0,0,0,6,4,0,0,0,0,0,13,44,59,69,52,17,0,25,32,8,14,79,3,49,251,53,534,13,23,7,0
UCL221008,91,65,24,3,38,39,6,21,77,12,56,298,17,588,0,4,0,0,0,4,0,0,0,0,3,0,0,10,0,0,0,0,4,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,0,6,3,0,0,0,0,7,30,0,61,10,0,0,0,0,5,0,0,0,0,5,3,145,159,102,73,26,3,47,48,7,27,82,11,64,330,161,808,17,37,3,0
UCL221009,42,60,13,0,20,25,5,5,69,5,46,308,7,508,0,0,0,0,0,0,0,0,0,0,4,5,0,10,10,5,0,0,3,0,0,5,0,0,4,10,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,6,0,0,5,0,0,3,21,0,49,4,0,4,0,0,4,0,0,0,0,0,11,52,66,62,71,22,0,26,26,5,16,66,5,49,337,60,626,21,30,7,0
UCL221010,50,52,10,4,21,23,10,18,59,3,39,295,14,496,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,4,16,0,37,0,0,0,0,0,0,0,0,0,0,0,3,37,47,55,55,9,4,18,25,7,18,64,3,48,322,53,574,12,18,0,0
UCL221011,39,55,14,0,12,16,4,9,37,4,44,365,24,566,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,0,0,0,0,0,23,0,36,0,0,0,0,0,0,0,0,0,0,0,3,18,15,41,57,14,0,12,16,4,9,37,7,45,397,42,619,24,27,3,0
UCL221012,36,34,10,0,9,12,0,3,26,0,12,293,3,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,3,0,0,0,4,3,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,14,41,64,39,33,12,0,10,20,4,3,29,4,21,324,54,504,17,26,5,0
UCL221013,44,53,10,0,17,23,3,9,43,3,47,315,27,491,3,0,0,0,0,0,0,0,0,0,0,11,0,14,11,0,4,0,0,4,0,0,5,0,0,14,0,38,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,9,3,0,4,4,0,5,11,0,7,41,4,79,0,0,0,0,0,0,0,0,0,0,0,4,39,39,59,56,17,6,17,27,9,15,52,3,52,361,72,617,23,26,7,0
UCL221014,111,75,41,0,51,43,9,20,93,5,80,406,35,789,0,0,3,0,0,0,0,0,0,0,0,10,0,24,14,4,0,0,7,10,5,7,8,4,8,23,0,57,3,0,0,0,6,3,0,0,6,0,9,3,0,22,4,3,0,0,4,5,0,0,4,3,6,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,14,9,0,13,15,3,9,15,5,24,54,0,129,0,0,0,0,0,0,0,0,0,0,0,7,31,37,146,93,48,5,63,59,14,25,111,15,98,466,66,960,39,37,9,0
UCL221015,29,25,14,0,13,15,4,6,31,4,25,225,10,370,0,0,3,0,0,0,0,0,0,0,0,10,0,11,3,0,0,0,0,5,0,0,0,0,5,19,6,30,0,3,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,9,17,9,3,0,0,8,0,0,5,0,4,47,3,90,3,0,0,0,0,0,0,0,3,0,3,4,34,48,50,41,20,0,17,30,4,10,35,4,34,278,50,503,10,20,0,0
UCL221016,42,95,19,0,24,7,7,12,80,5,64,545,52,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,12,8,0,0,0,12,3,0,0,0,3,11,36,4,66,0,0,0,0,0,0,0,0,0,0,0,3,29,29,52,93,19,0,38,11,7,12,88,8,71,585,82,957,26,55,4,0
UCL221017,118,88,28,3,44,26,16,35,104,9,72,455,33,811,0,4,3,0,0,0,0,0,0,0,0,3,0,6,13,6,4,0,3,5,0,0,0,0,4,6,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,6,0,7,9,0,4,3,0,4,26,0,61,10,0,0,0,3,0,0,0,0,0,0,9,33,49,137,102,30,3,58,34,16,41,112,12,75,495,64,920,47,37,11,0
UCL221018,137,87,40,15,78,66,12,35,92,24,55,411,32,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,12,4,0,3,4,0,10,7,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,3,10,9,0,4,5,0,11,37,0,73,4,0,0,0,3,7,0,0,0,0,0,3,103,119,152,96,46,19,93,76,13,45,101,29,66,455,134,993,33,36,14,0
UCL221019,120,92,32,0,51,53,16,42,127,21,87,328,21,706,3,0,0,0,4,0,0,0,3,0,3,3,0,13,22,0,5,0,6,8,0,5,3,0,11,14,5,60,0,0,0,0,0,0,0,0,4,0,3,3,0,11,3,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,4,9,0,15,16,6,7,14,0,21,45,9,120,0,3,0,0,6,0,0,0,6,0,0,7,38,59,152,104,40,5,64,71,19,54,145,22,101,377,74,886,34,44,11,0
UCL221020,127,80,26,20,73,59,12,31,105,17,98,333,21,714,4,0,0,0,0,0,0,0,0,0,3,6,0,15,8,3,3,0,0,5,0,4,9,0,5,9,6,37,5,0,4,0,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,24,12,9,0,3,7,0,3,12,0,8,35,5,86,8,0,0,0,0,0,0,0,0,0,0,13,44,69,152,84,34,22,80,72,17,33,117,15,107,388,75,867,20,30,5,0
UCL221021,49,74,14,0,19,23,0,8,90,0,58,333,20,570,0,5,0,0,4,0,0,0,3,0,0,9,0,16,11,4,0,0,3,4,0,5,5,5,0,10,3,39,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,14,3,0,0,0,0,0,0,0,4,0,0,0,0,3,24,12,5,4,10,8,0,4,18,5,9,40,4,95,0,0,0,0,0,4,0,0,0,0,0,10,45,61,68,85,14,4,34,35,0,17,111,3,68,381,74,721,24,44,3,0
UCL221022,56,40,17,0,15,18,3,18,39,5,23,264,12,433,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,0,0,0,5,0,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,4,0,0,3,0,3,25,0,37,6,0,0,0,0,0,0,0,0,0,0,5,23,40,62,45,15,0,24,22,3,15,48,10,29,296,38,511,20,17,3,0
