UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215062,4,27,58,53,46,33,12,0,0,237,13,3,3,6,9,11,19,0,0,62,4,0,0,0,0,4,0,0,0,16,0,3,0,4,4,0,0,0,0,15,26,42,65,59,62,51,24,0,3,325,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,0,3,3,3,0,0,0,0,18,30,39,65,68,61,52,28,0,3,343,17,4,0,13,13,44,74,58,29,251,0,0,3,8,3,5,7,0,0,29,45,44,70,80,79,102,110,60,31,624,3,21,25,24,27,23,0,0,0,113,12,11,24,32,26,35,17,0,0,168,4,6,3,0,0,3,0,0,0,15,3,0,7,0,3,0,0,0,0,11,25,32,52,56,60,64,21,0,4,300,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,3,0,5,8,0,0,0,14
UCL215063,8,13,39,34,33,33,7,0,0,168,5,6,4,9,4,16,14,3,0,59,0,0,0,0,5,0,0,0,0,11,0,0,4,0,0,0,0,0,0,5,7,19,47,43,42,55,27,4,0,246,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,0,0,0,15,11,19,45,40,46,59,27,4,0,253,15,3,0,4,6,14,54,46,14,157,0,0,0,5,0,5,6,0,0,25,32,27,55,55,53,74,84,48,11,434,0,11,21,20,11,17,0,0,0,80,9,8,20,19,21,26,12,0,0,120,0,0,4,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,24,51,42,36,40,13,0,0,221,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,11
UCL215064,8,38,98,59,63,65,16,4,0,353,10,3,13,11,8,20,3,12,5,80,0,0,5,4,3,3,0,0,0,16,0,0,0,5,4,4,0,0,0,10,19,41,119,75,77,85,19,16,5,457,0,3,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,3,0,0,0,16,26,41,115,79,77,88,19,16,5,472,32,3,9,10,21,25,73,65,38,280,0,5,4,13,5,8,7,7,6,51,57,54,129,100,109,122,103,82,46,808,3,16,56,19,31,36,9,0,0,172,9,21,48,30,44,25,11,9,0,193,3,0,5,0,5,7,0,0,0,24,0,3,3,3,0,0,0,0,0,6,16,41,110,49,89,70,17,10,0,399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,10
UCL215065,14,43,130,96,111,96,36,5,0,528,16,9,12,5,21,25,21,0,0,119,4,0,0,4,6,14,0,0,0,31,3,0,0,5,0,7,3,0,0,21,33,60,154,109,143,140,56,5,0,700,3,0,4,5,3,6,0,0,0,27,3,0,0,3,0,0,0,0,0,13,7,0,8,8,3,12,0,0,0,38,41,61,161,120,148,154,56,5,0,738,49,18,24,24,33,82,193,159,64,644,10,6,23,22,28,21,17,14,10,154,96,83,206,164,211,256,272,178,78,1537,3,34,59,57,62,67,3,0,0,286,32,27,64,61,77,78,14,0,0,357,0,4,12,9,7,7,7,0,0,51,3,3,5,0,4,5,0,0,0,14,46,66,134,127,151,155,26,4,0,713,0,0,0,3,0,3,0,0,0,12,0,5,0,3,4,0,0,0,0,10,0,4,0,9,6,3,0,0,0,22
UCL215066,3,15,46,34,40,51,7,0,0,190,10,3,3,9,16,31,10,3,0,93,0,5,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,10,23,20,51,43,50,77,18,3,4,300,0,0,5,0,0,7,4,0,0,14,0,0,0,4,5,4,0,0,0,14,0,0,6,4,0,8,4,0,0,30,24,24,54,52,58,84,24,8,4,330,27,0,10,12,32,77,133,93,28,412,0,8,13,9,18,15,19,15,3,101,45,34,83,73,112,170,175,109,33,841,0,6,12,19,25,23,3,0,0,87,12,12,32,39,38,41,9,0,0,188,0,0,4,4,3,10,0,0,0,19,0,0,0,4,3,0,4,0,0,8,15,19,58,61,68,69,23,0,0,310,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,5,0,0,0,16,6,0,0,3,0,5,0,0,0,17
UCL215067,3,17,48,26,27,33,13,5,0,168,9,4,0,0,5,3,8,0,0,37,3,0,0,4,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,10,18,57,38,34,40,20,5,0,223,0,0,0,3,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,13,10,21,55,36,41,43,22,5,0,237,16,0,5,14,7,20,61,45,25,186,0,5,3,4,7,9,6,8,5,41,25,23,67,52,57,75,86,52,24,463,0,3,25,7,16,15,4,0,0,75,9,4,14,19,15,19,9,0,0,97,0,0,5,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,4,10,11,42,29,37,42,17,0,0,184,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,9
UCL215068,11,11,45,43,88,81,23,3,0,316,15,9,13,17,18,45,41,4,0,173,0,3,0,4,3,16,8,0,0,36,0,0,3,0,4,0,0,0,0,9,33,28,67,69,106,142,71,12,0,530,0,4,0,3,4,3,0,0,0,15,0,0,4,0,0,7,0,0,0,12,0,4,6,4,5,10,4,0,0,32,31,33,74,71,113,160,72,12,0,562,20,5,15,16,27,103,347,280,75,887,0,0,5,8,5,8,15,16,6,64,51,44,91,88,146,270,442,299,81,1512,4,12,33,36,65,50,15,0,0,216,22,10,43,44,67,90,40,4,0,320,4,4,0,5,9,19,5,0,0,42,6,0,0,4,3,0,0,0,0,12,27,30,77,88,145,162,56,4,0,588,5,0,0,0,0,0,0,0,0,10,0,0,3,3,5,3,0,0,0,15,4,0,7,7,5,6,0,0,0,27
UCL215069,10,16,59,138,94,79,23,0,0,419,30,7,16,23,28,49,39,12,0,207,5,0,3,0,4,12,10,4,0,39,0,0,0,5,5,4,3,0,0,20,44,26,85,164,134,137,78,21,0,685,0,0,5,0,3,3,0,0,0,9,3,0,0,0,0,4,0,0,0,9,3,0,5,0,3,3,0,0,0,18,45,25,89,168,135,144,78,21,0,703,37,8,3,6,20,46,191,130,54,493,5,0,9,7,6,18,19,15,9,97,88,34,100,182,166,209,285,163,62,1289,0,10,53,54,72,64,12,0,0,265,27,15,51,92,72,74,42,0,0,372,6,4,13,12,10,22,4,0,0,73,0,0,0,5,6,0,3,0,0,14,41,27,117,165,157,160,62,8,0,728,0,0,0,0,0,7,0,0,0,9,4,0,0,0,3,6,4,0,0,13,4,4,0,0,3,5,3,0,0,26
UCL215070,11,34,106,102,88,76,12,3,0,437,10,16,24,14,14,27,19,0,0,133,0,0,6,3,5,0,0,0,0,22,0,3,3,0,9,3,0,0,0,17,30,60,134,128,111,110,31,3,0,604,9,12,8,4,8,4,0,0,0,37,7,0,8,4,0,0,0,0,0,18,7,9,9,7,6,10,0,0,0,55,39,70,151,131,123,114,31,3,0,663,31,15,24,25,29,62,111,89,38,423,6,8,26,15,25,13,17,12,3,121,77,86,202,170,179,192,167,100,41,1213,6,24,49,51,55,30,10,0,0,217,35,26,65,63,50,50,7,0,0,296,0,5,4,3,7,4,0,0,0,26,0,4,4,3,0,4,0,0,0,14,40,59,122,118,108,86,11,0,0,556,0,3,3,0,5,4,0,0,0,23,0,0,5,0,3,0,0,0,0,18,0,9,5,3,7,3,0,0,0,32
UCL215071,10,53,112,169,178,163,25,6,0,714,26,21,12,20,22,32,20,0,0,161,3,3,3,6,8,14,0,0,0,47,4,3,5,0,3,0,0,0,0,12,50,81,134,190,210,207,46,3,0,935,0,4,3,3,4,3,0,0,0,18,7,0,0,0,0,5,0,0,0,15,8,0,3,4,4,11,0,0,0,26,55,87,137,194,211,226,46,3,0,967,71,5,10,4,12,50,106,76,16,347,3,0,3,5,8,13,5,5,0,46,130,96,150,210,233,286,155,88,16,1358,5,28,73,73,128,68,5,0,0,375,48,41,47,108,117,97,24,4,0,489,5,3,16,13,11,15,0,0,0,64,0,4,3,4,9,0,0,0,0,18,57,73,141,200,259,179,35,7,0,940,0,0,5,0,0,3,0,0,0,9,11,0,0,0,4,5,0,0,0,22,11,0,0,0,10,3,0,0,0,31
UCL215072,10,31,106,99,62,46,16,0,0,369,9,4,36,27,20,11,11,0,0,110,0,0,3,4,0,0,5,0,0,9,0,4,13,10,3,3,0,0,0,43,18,40,160,142,86,66,25,0,0,538,0,0,4,9,5,0,0,0,0,17,0,0,5,8,3,0,0,0,0,22,0,5,8,13,10,0,0,0,0,43,18,49,172,161,90,66,25,0,0,582,33,14,25,32,29,47,77,36,13,302,10,17,46,36,16,18,16,9,4,170,64,71,243,225,136,129,116,53,15,1046,3,9,59,45,36,20,6,0,0,180,4,9,36,43,19,20,9,0,0,147,0,0,4,7,0,3,0,0,0,19,0,0,3,8,3,3,0,0,0,22,7,25,109,103,60,47,14,5,0,369,0,4,3,0,0,0,0,0,0,23,0,0,7,8,3,4,0,0,0,14,5,4,10,8,6,10,0,0,0,40
UCL215073,18,37,74,64,89,93,21,0,0,395,18,8,7,10,12,30,16,5,0,109,3,0,0,3,10,9,6,0,0,35,0,0,0,0,3,4,0,0,0,15,43,44,88,82,112,128,41,9,0,548,0,3,0,9,3,0,0,0,0,19,0,0,0,3,4,0,0,0,0,8,0,3,3,6,9,0,5,0,0,29,39,47,96,87,115,129,41,8,0,575,24,8,7,15,32,74,156,137,53,502,4,5,9,10,16,15,19,16,9,89,63,59,113,110,165,222,217,158,59,1168,3,24,26,20,47,49,3,0,0,176,24,21,39,57,57,65,21,4,0,289,0,4,4,4,8,8,4,0,0,32,3,0,5,0,3,0,0,0,0,11,30,47,73,86,111,123,34,4,0,511,0,3,0,0,3,0,0,0,0,7,8,0,4,0,0,0,0,0,0,9,5,4,5,0,3,6,0,0,0,21
UCL215074,33,77,277,239,246,149,23,4,0,1043,32,21,27,21,36,41,31,6,0,210,4,0,14,5,3,20,0,0,0,58,0,0,10,3,4,0,4,0,0,19,74,100,329,271,290,207,60,9,0,1335,3,3,3,8,4,5,0,0,0,29,4,4,0,3,0,3,0,0,0,16,10,5,3,14,4,9,0,0,0,41,86,111,330,284,287,211,56,9,0,1375,71,20,20,19,34,60,151,98,19,487,3,6,16,4,13,14,12,10,0,80,162,129,369,309,332,286,217,111,24,1939,7,34,148,112,128,67,9,0,0,502,60,44,98,121,122,82,27,8,0,557,6,7,43,21,12,15,0,0,0,97,0,0,5,3,0,0,0,0,0,17,72,81,298,255,264,165,34,9,0,1171,0,0,3,0,3,0,0,0,0,9,5,5,4,5,6,0,0,0,0,29,5,7,8,0,8,0,0,0,0,39
UCL215075,10,11,54,39,25,34,12,0,0,182,4,7,6,0,7,12,7,0,0,43,0,4,3,5,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,14,22,59,51,33,55,19,0,0,255,0,4,3,0,0,4,0,0,0,20,0,0,0,0,0,3,0,0,0,8,0,4,6,0,4,7,0,0,0,25,13,26,73,47,40,59,21,0,0,278,15,7,11,9,16,26,55,41,6,182,3,0,11,10,4,9,5,6,3,49,34,35,89,72,59,92,76,53,9,511,0,14,20,21,27,22,7,0,0,111,10,14,29,19,20,26,9,0,0,119,0,4,9,4,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,6,28,55,43,46,53,15,3,0,251,5,0,3,4,0,0,0,0,0,11,0,0,0,4,5,0,0,0,0,6,3,0,3,6,0,0,0,0,0,18
UCL215076,11,22,76,80,89,70,23,4,0,369,17,3,15,9,13,32,14,5,0,102,0,0,0,3,7,5,0,0,0,21,0,3,0,0,0,0,0,0,0,13,23,30,95,94,111,107,37,14,0,506,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,4,0,0,0,11,24,30,95,94,113,115,32,14,0,514,19,4,4,13,13,45,132,88,30,353,0,3,6,3,9,10,3,11,0,44,50,36,109,106,135,167,175,111,28,917,9,21,46,47,66,41,8,0,0,237,26,20,45,45,36,45,16,0,0,232,10,0,8,3,5,7,7,0,0,36,0,5,0,0,5,0,0,0,0,13,43,42,104,100,108,96,37,0,0,523,0,0,0,4,0,0,0,0,0,7,3,0,0,4,0,11,0,0,0,14,3,0,6,8,3,6,0,0,0,24
UCL215077,9,11,38,60,47,46,12,0,0,216,6,3,11,12,14,21,27,6,0,94,3,0,3,5,8,3,5,0,0,22,0,0,3,0,0,3,0,0,0,5,15,13,55,71,65,76,43,6,0,342,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,3,3,4,0,0,6,0,0,0,16,17,17,55,75,69,80,43,6,0,352,10,8,9,8,12,47,101,55,20,262,0,4,5,7,17,11,10,4,4,71,29,22,69,96,92,138,149,61,24,686,0,0,24,31,26,31,0,0,0,116,14,9,19,42,40,58,21,0,0,203,0,0,5,3,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,11,12,47,82,70,91,23,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL215078,7,31,102,105,89,63,14,0,0,410,14,7,10,10,15,20,5,0,0,87,0,4,3,3,3,3,0,0,0,20,0,4,0,0,0,0,0,0,0,8,16,46,123,119,106,91,16,6,0,524,3,3,5,3,0,0,0,0,0,9,4,0,0,0,0,3,0,0,0,6,4,3,5,3,0,9,0,0,0,21,26,50,125,121,109,93,16,6,0,540,27,8,3,0,12,11,37,35,6,146,6,3,3,4,4,0,3,0,0,36,57,62,133,125,118,114,62,38,8,722,3,16,45,39,43,31,10,0,0,183,17,21,64,61,48,48,12,0,0,270,3,3,12,8,5,8,0,0,0,36,0,6,0,0,0,0,0,0,0,5,26,44,121,111,101,82,16,0,0,500,0,0,0,4,0,0,0,0,0,9,8,0,3,0,0,3,0,0,0,21,8,0,3,5,0,6,0,0,0,24
UCL215079,6,28,78,46,66,54,13,11,0,296,15,12,8,11,18,22,10,7,0,92,0,0,3,0,0,4,7,0,0,19,0,0,4,0,6,0,0,0,0,7,21,37,91,61,90,76,30,15,0,419,0,0,0,0,0,7,0,0,0,12,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,7,0,0,0,20,22,40,90,61,94,85,34,15,0,439,19,6,15,15,23,46,122,89,33,360,10,0,10,3,8,3,7,13,10,65,46,50,113,85,123,136,161,118,45,867,4,18,24,25,40,26,3,0,0,147,31,10,36,27,45,58,14,0,0,222,0,3,14,6,5,10,8,0,0,29,6,0,6,0,0,0,0,0,0,4,34,38,73,57,87,94,23,0,0,408,0,0,0,0,0,3,0,0,0,9,3,0,3,0,0,0,0,0,0,12,0,0,6,0,0,7,3,0,0,18
UCL215080,13,32,115,82,66,47,12,0,0,361,7,7,12,11,14,19,11,0,0,88,3,0,6,7,6,4,0,0,0,18,0,3,4,5,3,0,0,0,0,15,21,46,135,93,85,72,25,4,4,478,0,4,4,3,4,3,3,0,0,21,0,3,0,0,0,0,0,0,0,7,0,9,3,3,4,4,3,0,0,27,28,51,138,99,87,73,27,4,4,502,18,10,7,15,21,33,126,49,13,294,0,11,3,4,3,4,3,0,0,34,49,65,149,114,107,109,161,57,16,828,5,26,48,37,37,35,6,0,0,205,21,21,52,52,36,45,15,0,0,246,3,3,16,4,6,4,0,0,0,34,0,0,0,0,0,0,0,0,0,7,30,55,121,97,78,82,25,0,0,485,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,9
UCL215081,17,40,185,140,145,138,32,10,0,705,35,15,32,12,36,35,17,5,0,190,4,3,6,9,8,15,5,0,0,43,0,0,3,3,5,3,3,0,0,13,59,58,230,160,198,183,57,11,0,960,4,4,6,3,3,6,0,0,0,34,4,0,0,0,0,5,0,0,0,14,13,4,12,9,3,6,0,0,0,47,73,61,238,164,202,192,57,11,0,1000,37,14,20,16,35,56,183,149,45,546,11,5,21,17,20,27,15,17,3,130,122,82,282,193,253,273,255,174,45,1683,3,40,106,65,105,71,11,0,0,410,41,28,85,85,88,81,29,5,0,446,0,3,24,5,11,11,0,0,0,59,6,0,0,0,0,0,0,0,0,6,48,76,212,161,200,162,47,10,0,913,0,4,5,4,3,0,0,0,0,15,4,0,0,0,0,4,0,0,0,8,4,4,3,3,0,5,0,0,0,25
UCL215082,19,33,96,109,116,66,21,0,0,452,18,5,12,11,17,17,10,0,0,87,0,3,4,8,6,6,0,0,0,27,3,0,0,0,7,0,0,0,0,15,36,43,111,133,139,84,28,0,0,585,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,0,0,0,11,41,43,115,138,142,93,28,0,0,594,40,8,13,13,9,33,64,29,8,216,4,3,4,5,13,0,0,5,0,39,82,49,128,159,171,129,97,34,8,859,4,16,35,61,53,31,8,0,0,201,30,21,35,69,69,41,10,0,0,273,7,4,19,12,3,6,0,0,0,56,5,0,0,3,0,0,0,0,0,13,39,41,92,147,125,86,19,0,0,544,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,0,9
UCL215083,12,28,60,54,68,65,13,0,0,317,16,5,17,3,13,20,11,0,0,88,0,0,0,4,4,6,4,0,0,25,0,0,5,0,0,0,3,0,0,16,28,41,83,70,85,92,32,3,0,445,0,0,3,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,0,0,0,0,9,28,41,97,70,91,94,38,3,0,457,13,10,11,4,9,42,90,80,34,305,7,0,0,8,4,4,10,3,3,45,46,52,108,84,110,142,134,85,45,802,6,7,34,35,41,31,9,0,0,163,11,14,33,44,41,48,14,0,0,207,0,3,4,0,5,10,0,0,0,30,0,3,3,0,0,0,3,0,0,16,24,34,77,77,82,95,26,3,0,413,0,0,3,0,3,0,0,0,0,9,0,0,3,4,4,10,0,0,0,15,0,0,7,4,3,9,0,0,0,24
UCL215084,13,16,50,41,37,27,9,0,0,190,4,5,11,3,12,6,9,0,0,56,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,10,21,24,72,43,54,41,20,0,0,270,5,0,0,0,4,0,0,0,0,14,0,0,0,0,0,4,0,0,0,9,3,0,0,5,4,7,0,0,0,17,22,25,74,42,53,45,20,0,0,293,20,3,3,7,12,16,68,47,24,205,3,0,4,4,3,9,4,5,3,39,43,25,78,55,75,72,91,56,22,530,3,6,30,12,17,20,9,0,0,100,9,14,33,28,22,14,11,0,0,130,0,0,3,0,3,10,0,0,0,21,0,7,4,0,0,4,0,0,0,12,14,26,62,43,43,50,17,0,0,262,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,3,0,0,10,3,3,0,0,3,4,3,0,0,13
UCL215085,14,7,50,67,46,43,10,0,0,232,8,0,0,7,13,12,7,0,0,46,3,3,7,7,4,3,0,0,0,22,0,0,0,0,0,3,0,0,0,11,17,12,56,74,64,65,20,6,0,309,0,0,3,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,0,14,25,12,63,77,64,69,20,6,0,322,20,7,7,10,9,10,42,16,8,117,0,0,5,10,5,10,6,3,0,42,42,20,69,91,74,89,67,25,8,488,0,10,21,41,26,15,0,0,0,117,9,7,21,40,28,15,3,0,0,127,3,0,6,6,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,14,21,45,84,52,40,11,0,0,265,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,8
UCL215086,6,48,145,155,157,90,19,0,0,619,36,18,25,22,18,26,24,3,0,172,4,0,7,3,8,3,0,0,0,27,0,3,13,12,0,0,0,0,0,31,49,77,186,187,178,119,45,3,0,845,0,0,3,4,5,8,0,0,0,20,5,3,0,0,0,0,0,0,0,13,5,3,3,4,5,8,0,0,0,32,54,81,190,196,187,121,45,3,0,871,37,12,16,21,21,57,153,116,37,468,8,4,4,10,10,3,11,19,8,77,93,94,220,231,210,182,206,132,45,1416,10,27,78,76,91,39,0,0,0,321,48,29,70,117,85,56,27,0,0,423,4,4,25,14,9,20,0,0,0,75,0,0,0,0,4,0,3,0,0,10,67,68,168,204,180,110,31,4,0,828,6,0,7,5,0,4,0,0,0,15,8,0,0,0,0,0,0,0,0,20,9,0,3,0,3,4,0,0,0,33
UCL215087,11,24,68,73,81,59,15,0,0,329,10,4,6,7,14,18,10,0,0,73,0,3,10,0,4,10,0,0,0,22,0,5,4,3,0,0,0,0,0,15,26,27,86,91,98,83,25,0,0,440,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,27,86,93,103,85,25,0,0,448,27,3,9,16,18,32,72,28,3,207,0,0,8,11,4,16,8,0,0,54,56,36,102,111,121,132,106,35,3,709,0,19,24,24,45,43,0,0,0,158,20,14,33,44,45,36,8,0,0,192,0,3,4,3,10,3,0,0,0,27,0,0,4,0,5,0,0,0,0,6,24,37,69,72,94,79,9,0,0,383,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,4,0,0,0,12,4,0,0,0,4,5,0,0,0,13
UCL215088,6,13,38,36,66,51,13,0,0,228,0,8,8,14,21,38,23,3,0,116,4,3,0,10,6,5,0,0,0,31,0,0,0,0,0,0,0,0,0,6,16,23,43,60,103,95,34,0,0,382,0,0,0,6,6,0,0,0,0,12,4,4,0,0,0,4,0,0,0,7,4,6,0,3,3,4,5,0,0,24,19,30,49,69,102,101,31,0,0,402,26,9,11,12,24,42,85,55,19,275,9,8,5,10,27,16,15,7,4,102,57,35,71,84,156,162,130,65,22,787,0,3,19,22,56,31,3,0,0,136,3,9,16,36,50,63,15,0,0,188,9,3,5,4,13,0,0,0,0,28,0,0,0,4,5,0,0,0,0,6,10,22,36,65,122,95,17,5,0,366,0,0,0,4,6,0,0,0,0,11,0,0,0,7,4,0,0,0,0,9,3,0,0,6,5,0,0,0,0,21
