UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL214004,33,56,190,171,171,137,32,6,0,799,31,25,45,38,30,46,21,9,0,262,0,3,11,7,11,15,4,3,0,53,3,0,8,3,0,0,4,0,0,28,70,92,261,221,208,203,65,18,0,1138,3,3,6,7,6,6,0,0,0,32,5,5,5,0,4,6,0,0,0,20,13,4,10,9,10,6,0,0,0,50,83,96,267,232,216,206,65,18,0,1192,72,11,33,35,52,106,261,239,88,899,11,10,22,27,16,14,26,22,15,172,164,115,321,299,288,337,357,280,107,2259,4,32,87,93,103,77,10,0,0,412,61,41,90,100,101,91,35,0,0,520,5,9,17,9,15,9,4,0,0,63,0,3,11,3,3,0,0,0,0,20,66,88,206,203,217,177,53,4,0,1014,0,0,3,0,0,4,0,0,0,11,8,0,8,13,0,0,0,0,0,33,6,4,11,17,3,3,0,0,0,46
UCL214005,7,8,31,34,45,29,3,0,0,158,6,5,7,0,7,3,6,0,0,46,0,0,4,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,9,12,21,43,41,53,46,16,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,21,43,41,51,49,16,0,0,228,4,0,4,6,8,18,67,43,7,160,0,0,0,4,7,4,3,3,6,23,21,17,46,49,70,65,84,43,9,420,3,3,8,18,37,27,0,0,0,100,14,3,20,22,19,19,3,0,0,101,0,0,3,0,0,0,0,0,0,15,0,4,0,3,0,0,0,0,0,9,20,13,34,44,55,44,8,0,0,215,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10
UCL214006,17,32,129,152,164,146,29,0,0,668,31,29,54,44,66,84,57,12,0,371,16,5,17,10,9,15,17,6,0,99,3,3,10,4,7,4,5,0,0,38,60,72,208,222,251,249,103,18,3,1172,0,6,6,21,8,5,0,0,0,43,0,0,0,3,3,9,0,0,3,25,4,3,9,23,9,11,0,0,3,62,63,69,215,242,259,258,107,18,7,1239,62,9,24,47,71,183,482,311,76,1265,4,4,11,16,26,27,48,38,30,205,125,89,254,302,358,469,636,367,111,2706,0,29,90,101,116,98,16,0,0,447,35,37,87,128,133,168,60,11,0,658,15,3,24,19,12,33,11,0,0,121,0,3,8,3,3,0,0,0,0,25,57,70,208,245,275,300,87,14,0,1257,0,3,5,0,3,9,0,0,0,19,0,0,5,0,0,11,0,0,0,26,0,5,7,9,0,14,0,0,0,42
UCL214007,14,69,441,309,155,121,22,0,0,1126,23,39,61,48,23,31,5,0,0,228,0,9,15,15,7,7,0,0,0,52,0,0,15,6,0,0,0,0,0,24,38,118,530,380,187,160,28,3,0,1433,0,3,11,15,7,3,0,0,0,37,8,3,8,0,0,0,0,0,0,12,7,7,10,15,7,3,0,0,0,52,43,124,543,391,194,155,28,3,0,1482,44,17,30,30,18,53,97,50,5,347,3,5,34,25,12,12,5,4,0,108,87,150,609,450,223,224,137,57,7,1941,4,49,306,156,123,56,7,0,0,701,28,45,176,125,71,68,13,5,0,534,7,10,51,13,5,8,3,0,0,100,0,0,8,3,0,4,0,0,0,16,41,99,543,301,202,140,24,5,0,1349,0,4,10,10,3,0,0,0,0,25,7,4,13,10,3,4,0,0,0,44,7,9,19,18,10,4,0,0,0,68
UCL214008,47,136,357,288,307,289,65,10,0,1503,62,42,75,58,59,105,76,21,0,504,19,9,18,3,18,18,16,0,0,105,7,4,11,4,8,4,3,0,5,45,131,192,464,357,394,416,163,35,3,2152,12,10,14,10,3,3,0,0,0,55,6,3,5,0,4,3,0,0,0,26,18,13,20,14,9,11,0,0,0,82,149,206,482,369,399,420,163,35,3,2236,118,29,52,63,79,133,401,314,133,1325,14,14,26,25,23,23,31,24,16,202,278,255,564,452,497,578,590,376,158,3759,15,103,153,162,203,169,25,0,0,832,112,68,183,197,199,228,86,12,0,1086,9,12,42,29,17,30,10,0,0,155,4,0,4,3,3,5,0,4,0,27,144,185,391,389,421,430,119,13,0,2095,4,3,4,0,0,5,0,0,0,24,11,4,7,9,7,9,0,0,0,41,12,8,11,9,11,10,0,0,0,63
UCL214009,41,69,296,302,316,274,55,3,0,1362,58,41,73,49,79,109,52,9,0,476,27,14,11,16,15,29,7,5,0,124,5,0,0,6,14,9,0,0,0,31,126,131,376,369,418,415,123,20,0,1982,4,9,13,12,10,8,4,0,0,62,9,7,5,4,0,3,5,0,0,29,12,9,19,15,13,9,12,0,0,93,135,139,395,386,430,433,128,20,0,2070,105,31,40,52,79,124,351,290,98,1170,12,17,24,25,20,42,17,25,11,197,249,187,464,462,527,594,501,335,108,3438,9,47,155,154,192,126,11,0,0,696,83,82,165,220,209,257,64,8,0,1083,33,18,43,29,26,23,7,0,0,176,0,7,6,3,6,7,0,0,0,24,118,149,372,406,427,411,89,6,0,1985,0,8,4,3,0,8,0,0,0,18,8,9,6,6,9,0,0,0,0,36,10,9,12,7,13,8,0,0,0,61
UCL214010,13,43,130,191,152,147,34,0,0,703,44,23,33,47,54,85,59,14,0,365,8,5,3,13,10,22,0,0,0,75,0,6,4,5,3,5,5,0,0,24,74,71,172,248,227,261,95,13,0,1164,0,3,4,3,0,6,0,0,0,21,3,6,4,0,0,0,4,0,0,14,6,7,3,8,0,17,4,0,0,41,78,80,179,252,230,275,100,13,0,1205,58,17,11,27,36,133,453,287,84,1105,4,9,6,8,13,18,24,13,13,112,144,102,193,285,281,419,575,321,98,2420,0,23,86,88,133,80,10,0,0,418,42,28,75,155,126,141,65,6,0,639,16,6,19,29,17,29,4,0,0,120,3,6,0,0,8,6,0,0,0,18,62,62,183,270,279,260,83,9,0,1202,3,0,4,0,0,7,0,0,0,9,5,0,3,4,5,8,0,0,0,22,5,0,0,4,6,10,0,0,0,27
UCL214011,42,154,360,347,351,252,39,0,0,1544,82,49,45,46,58,61,30,10,0,377,6,11,13,15,8,14,9,0,0,81,3,9,10,12,7,7,3,0,0,45,134,213,433,420,425,331,81,10,0,2047,3,7,21,17,15,9,5,0,0,80,14,0,0,3,3,3,0,0,0,27,17,16,23,15,21,10,3,0,0,104,153,225,462,433,443,338,89,10,0,2155,123,36,37,38,55,121,301,258,82,1048,14,12,27,26,25,34,18,25,0,180,294,274,520,498,521,493,408,290,89,3378,10,71,207,175,221,127,22,0,0,846,102,80,155,179,218,137,41,8,0,908,14,16,51,23,16,25,4,0,0,139,3,3,9,11,3,3,0,0,0,37,125,173,415,385,458,291,71,6,0,1925,0,4,8,5,10,6,0,0,0,27,10,8,11,6,17,5,0,0,0,56,10,8,22,11,24,10,0,0,0,89
UCL214012,30,89,194,165,217,175,36,3,0,904,33,27,27,34,33,54,34,3,0,252,5,6,10,13,12,14,6,0,0,61,0,0,3,9,4,6,3,0,0,36,68,122,237,220,258,247,81,8,0,1244,3,10,3,8,5,9,0,0,0,38,14,5,5,0,0,4,0,0,0,29,14,12,5,9,9,7,0,0,0,65,84,131,244,232,268,256,81,8,0,1309,79,24,51,29,47,100,245,240,102,915,10,7,12,12,11,11,26,33,23,150,174,165,310,272,321,370,356,277,124,2368,6,46,94,108,128,89,15,0,0,485,47,43,102,105,121,140,53,0,0,617,4,4,21,11,12,19,4,0,0,74,0,0,3,3,8,3,4,5,0,30,68,95,219,237,261,248,76,7,0,1209,6,0,3,7,0,3,0,0,0,12,9,7,8,3,3,4,3,0,0,37,11,8,9,5,3,7,3,0,0,45
UCL214013,26,47,154,201,234,105,36,3,0,799,32,31,39,39,45,46,39,8,0,278,9,10,6,6,15,15,3,0,0,58,0,3,0,6,0,3,0,0,0,17,60,86,200,253,294,177,75,11,5,1156,0,9,9,3,9,3,0,0,0,30,4,7,0,0,4,6,3,0,0,25,9,12,9,5,9,10,4,0,0,56,67,96,209,255,306,182,79,11,5,1205,57,11,22,26,45,79,207,193,94,723,3,3,17,17,10,13,14,10,7,95,128,112,240,300,359,273,294,216,110,2030,3,29,109,122,148,85,16,0,0,507,47,40,71,114,142,97,31,0,0,546,7,3,14,25,8,19,5,0,0,82,0,0,5,0,0,3,4,0,0,11,65,67,199,259,304,201,53,5,0,1153,3,0,3,3,5,3,0,0,0,13,6,4,0,5,4,12,0,0,0,25,5,4,3,11,9,9,0,0,0,44
UCL214014,30,48,106,130,129,116,32,0,0,594,42,25,37,42,43,78,50,4,0,320,4,6,9,9,15,14,13,3,0,68,4,0,7,9,0,9,0,4,0,31,80,77,157,189,192,214,93,15,4,1021,0,3,5,7,10,12,0,0,0,47,0,0,3,0,0,13,0,0,0,22,3,3,15,11,13,26,0,0,0,67,82,83,170,204,202,241,99,15,4,1088,60,15,32,50,72,180,514,341,83,1357,14,10,29,38,31,47,47,43,20,280,148,109,230,288,310,467,665,396,103,2718,4,24,68,66,88,69,10,0,0,340,45,31,82,97,128,135,58,3,0,584,7,5,12,26,16,15,4,0,0,90,4,0,0,5,0,5,0,0,0,19,62,67,166,198,233,226,73,3,0,1031,0,0,8,3,5,3,0,0,0,18,3,0,6,5,6,5,0,0,0,33,4,0,10,13,11,10,0,0,0,47
UCL214015,20,63,171,213,181,146,36,0,0,828,46,25,41,39,34,55,40,9,0,294,3,0,0,3,4,10,12,0,0,40,0,4,5,4,4,0,0,0,0,27,67,95,223,258,215,218,94,13,0,1184,4,0,0,4,4,3,0,0,0,15,6,0,3,0,0,3,0,0,0,11,9,0,3,6,6,5,0,0,0,28,78,95,219,263,222,221,94,13,0,1211,78,14,30,31,28,88,252,211,65,775,7,7,16,18,13,14,11,22,9,114,162,114,263,311,263,321,356,245,66,2099,14,41,74,97,102,80,18,0,0,428,76,36,108,143,117,108,42,6,0,620,5,4,29,16,7,19,3,0,0,84,4,5,9,0,0,0,0,0,0,25,95,83,212,264,225,205,70,4,0,1159,4,0,0,3,6,0,0,0,0,12,11,3,0,3,5,4,0,0,0,28,10,3,0,12,13,4,0,0,0,38
UCL214016,15,79,198,141,190,174,37,5,3,837,45,23,57,45,61,53,33,11,0,331,13,3,10,11,11,15,7,0,0,63,5,3,11,3,7,7,0,0,0,35,71,114,277,199,254,247,79,13,3,1266,5,11,18,13,14,12,0,0,0,77,0,8,10,6,9,3,4,3,0,36,13,18,27,14,19,14,3,3,0,115,84,131,297,213,279,266,84,17,3,1382,109,37,58,62,118,178,461,396,133,1546,7,7,22,22,39,26,28,34,13,198,200,176,384,291,433,466,574,445,152,3124,4,47,121,98,111,108,24,0,0,516,67,59,107,107,159,157,51,0,0,719,8,7,23,13,10,10,5,0,0,79,5,0,3,3,3,3,0,0,0,30,89,110,258,216,280,283,89,7,0,1342,4,4,9,6,10,7,0,0,0,40,9,6,7,0,7,9,3,0,0,30,7,9,16,9,13,11,3,0,0,68
UCL214017,5,31,89,127,151,146,44,11,0,598,39,21,14,28,30,80,88,22,0,319,5,6,3,0,8,18,19,0,0,56,5,0,0,3,3,3,0,0,0,22,52,59,110,156,198,242,150,33,3,1003,0,0,6,5,4,0,0,0,0,19,0,4,0,0,0,0,0,0,0,8,7,0,3,3,4,5,0,0,0,27,61,64,118,163,198,250,151,33,3,1026,47,9,14,10,27,95,397,289,110,999,4,3,10,9,10,28,38,32,14,141,105,78,134,183,236,377,587,358,123,2174,7,13,47,55,110,102,22,3,0,354,32,34,47,94,116,159,86,8,0,571,12,6,16,15,10,18,6,0,0,87,0,3,3,6,3,0,3,0,0,21,45,64,111,173,235,283,112,14,0,1039,0,3,0,0,3,4,0,0,0,12,6,0,0,5,0,5,6,0,0,26,5,3,0,8,10,9,5,0,0,37
UCL214018,14,64,179,202,262,255,67,6,0,1036,36,31,48,36,62,123,92,11,0,452,3,9,17,12,17,34,16,0,0,108,0,0,4,8,8,12,9,0,0,38,57,98,245,257,346,422,182,19,0,1633,6,8,13,8,16,11,0,0,0,62,5,0,0,3,3,4,4,0,0,28,5,8,15,11,15,18,5,0,0,84,69,107,259,273,365,439,188,18,0,1722,63,22,24,46,91,272,801,456,96,1868,6,8,12,23,38,46,69,70,25,302,136,138,301,335,492,765,1058,547,126,3893,5,37,109,121,188,143,22,0,0,627,42,54,85,137,163,247,77,11,0,819,6,10,21,20,27,35,17,0,0,142,0,4,3,7,4,5,0,0,0,30,54,104,223,285,382,437,119,11,0,1620,0,3,6,5,10,0,0,0,0,26,13,0,0,3,9,10,6,0,0,43,13,10,3,6,21,15,6,0,0,71
UCL214019,20,68,182,164,197,164,35,0,0,847,34,35,48,34,31,51,38,5,0,279,0,3,11,9,8,15,6,0,0,54,0,0,4,0,9,9,3,0,0,29,63,110,249,214,247,240,83,7,0,1210,4,7,12,0,12,13,0,0,0,51,4,4,4,10,0,11,0,0,0,37,13,10,17,11,12,18,0,0,0,83,73,122,268,223,261,259,85,7,0,1293,70,101,57,39,50,120,284,183,71,967,22,18,44,36,38,32,33,16,0,234,163,240,365,299,342,409,399,205,71,2500,5,48,99,76,109,103,14,0,0,467,57,48,115,96,126,123,39,6,0,603,10,10,27,9,10,10,7,0,0,88,6,8,3,6,3,4,0,0,0,21,75,108,250,185,252,243,57,7,0,1181,0,6,7,4,8,5,0,0,0,26,4,9,0,10,11,7,0,0,0,47,5,15,3,12,15,15,0,0,0,73
UCL214020,16,91,217,142,158,147,32,0,0,811,41,33,50,44,33,60,36,7,0,304,4,8,8,6,10,21,9,0,0,67,0,4,6,5,0,0,0,0,0,22,57,134,281,197,204,233,75,11,0,1201,3,8,8,7,6,3,0,0,0,39,4,6,8,0,0,3,0,0,0,15,8,6,13,7,9,4,0,0,0,59,67,144,296,204,210,239,76,10,0,1255,46,20,20,48,47,147,272,179,54,845,15,0,32,18,27,38,43,32,23,226,134,172,349,273,293,418,388,226,79,2323,11,48,121,84,115,78,17,0,0,478,50,49,92,86,117,102,40,3,0,532,0,3,22,14,9,22,4,4,0,77,3,7,9,3,0,0,0,0,0,25,61,107,237,190,239,201,61,7,0,1110,0,0,7,7,8,4,0,0,0,29,4,0,0,5,8,6,0,0,0,27,9,4,11,17,14,11,0,0,0,54
UCL214021,32,100,217,217,257,138,27,0,0,994,41,40,19,21,34,32,25,8,0,218,5,6,9,6,6,15,3,0,0,53,0,3,3,8,4,3,0,0,0,21,79,147,247,252,301,186,60,5,0,1282,0,3,3,8,6,4,0,0,0,25,10,0,3,0,0,4,0,0,0,22,12,7,10,7,4,11,5,0,0,53,92,156,254,255,306,195,62,5,0,1331,111,31,27,25,52,63,171,121,59,675,0,3,12,15,12,9,21,13,12,94,213,188,291,296,371,265,252,143,70,2100,9,46,116,103,150,57,6,0,0,487,73,60,114,141,121,98,32,3,0,643,5,7,26,20,16,14,4,0,0,90,0,0,3,0,6,7,0,0,0,18,86,117,259,268,294,173,39,9,0,1233,0,5,0,0,5,0,0,0,0,19,15,5,4,0,6,0,0,0,0,35,13,7,9,5,11,0,0,0,0,47
UCL214022,32,69,218,209,220,155,30,3,0,939,81,52,65,79,73,92,36,9,0,478,9,12,13,12,8,18,14,0,0,83,4,4,5,3,9,7,0,0,0,35,118,133,295,299,310,268,88,11,4,1535,7,5,17,12,14,19,4,0,0,71,4,0,4,7,4,5,0,0,0,26,14,9,14,9,20,28,5,0,0,98,137,141,313,307,332,293,89,11,4,1630,77,39,65,67,98,208,498,371,113,1528,10,3,27,23,23,31,33,36,30,222,225,183,409,400,449,531,622,420,139,3380,19,42,99,109,115,97,16,0,0,495,83,80,136,166,199,200,47,0,0,902,17,12,25,24,13,28,5,0,0,126,0,0,6,0,9,0,0,0,0,27,113,126,264,299,336,326,76,3,0,1546,4,3,10,3,5,0,0,0,0,35,8,0,4,3,6,4,0,0,0,36,6,6,16,9,15,12,0,0,0,67
UCL215001,0,14,23,31,55,60,16,0,0,199,6,8,12,11,20,26,30,8,0,120,0,4,0,0,3,12,3,0,0,22,0,0,0,0,0,0,0,0,0,5,15,28,38,39,75,102,47,10,0,346,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,14,26,36,38,82,99,46,10,0,361,16,5,0,0,5,34,86,50,6,209,4,0,0,10,10,10,11,0,0,45,31,31,39,48,98,147,145,57,7,613,0,0,21,12,34,47,10,0,0,118,14,6,16,28,45,57,23,0,0,189,3,0,0,4,4,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,16,10,34,44,80,106,36,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL215002,3,34,63,79,83,75,16,0,0,348,23,6,15,6,23,25,22,8,0,126,0,0,3,7,7,3,0,0,0,22,0,3,0,4,0,0,0,0,0,10,30,41,83,91,111,104,43,9,0,512,0,5,6,3,0,3,0,0,0,14,4,0,0,0,0,0,4,0,0,7,3,0,6,3,0,3,4,0,0,23,30,45,83,96,116,109,44,9,0,532,29,6,11,16,24,63,143,116,31,430,6,9,5,4,10,11,3,7,0,50,68,57,97,112,144,183,197,129,31,1015,5,10,31,45,60,34,11,0,0,190,20,11,28,55,47,52,23,0,0,235,0,5,16,6,10,10,0,0,0,40,0,0,3,0,0,0,0,0,0,5,23,24,74,112,108,97,32,0,0,471,0,0,5,4,0,0,0,0,0,11,5,0,0,0,0,5,0,0,0,7,5,0,5,3,3,4,0,0,0,16
UCL215003,5,20,64,98,105,93,32,5,0,424,18,22,29,34,30,62,43,15,0,243,6,3,0,9,12,13,4,0,0,50,0,0,0,0,5,5,4,0,0,10,28,49,97,140,144,171,81,15,0,731,0,3,0,5,5,3,0,0,0,17,3,0,0,0,0,3,0,0,0,11,3,3,4,5,3,9,0,0,0,30,30,50,101,143,156,183,83,22,0,764,29,4,11,11,13,54,199,128,34,477,3,0,9,6,9,10,18,8,0,69,60,57,116,163,176,250,297,157,35,1313,3,8,54,51,69,64,10,0,0,256,27,25,39,66,80,110,40,6,0,383,7,3,11,17,5,17,8,0,0,69,4,0,3,0,6,0,0,0,0,9,34,35,105,133,152,192,52,4,0,720,0,0,0,5,0,0,0,0,0,11,0,3,0,0,0,3,0,0,0,9,0,3,3,3,0,10,0,0,0,19
UCL215004,0,13,28,29,47,37,6,0,0,169,13,11,28,14,18,25,16,5,0,123,6,0,10,8,7,10,0,0,0,35,3,0,4,8,0,0,0,0,0,11,17,18,63,52,74,74,25,4,0,338,0,0,5,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,5,3,4,5,0,0,0,10,17,18,66,55,79,78,25,4,0,345,8,0,6,5,7,38,90,43,13,210,5,5,13,4,11,16,13,4,5,75,31,25,82,72,101,130,124,50,17,632,0,4,16,22,34,22,6,0,0,99,12,8,27,37,36,35,16,5,0,177,3,0,4,4,7,8,0,0,0,30,0,0,0,0,0,0,0,0,0,4,18,12,54,64,75,68,25,5,0,313,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,5,0,0,0,8,0,0,0,4,6,5,0,0,0,15
UCL215005,4,16,36,20,36,20,12,0,0,141,4,4,4,6,11,10,6,0,0,46,0,0,3,0,3,0,0,0,0,14,0,4,4,0,0,0,0,0,0,12,12,15,44,29,50,35,21,0,0,205,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,14,15,44,34,51,42,21,0,0,214,12,4,5,7,11,29,89,47,16,214,5,5,0,7,4,7,7,7,0,45,27,21,53,37,66,73,117,61,25,477,0,3,14,10,12,11,4,0,0,61,0,3,15,18,22,16,8,4,0,86,0,0,0,6,5,5,4,0,0,9,4,0,0,0,0,0,0,0,0,9,3,7,32,32,41,27,13,4,0,167,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,3,0,0,0,12
UCL215006,7,34,90,137,93,80,8,0,0,457,21,11,26,17,11,28,8,0,0,119,4,0,6,7,3,3,0,0,0,31,0,0,8,3,0,0,0,0,0,11,30,47,130,162,105,109,24,3,0,604,0,5,7,0,0,4,0,0,0,20,4,0,4,0,0,0,5,0,0,8,6,9,12,0,3,5,5,0,0,31,32,50,138,165,110,116,21,3,0,636,24,8,13,14,17,47,105,83,16,323,0,0,5,10,7,7,8,3,0,43,60,56,158,184,128,171,133,90,19,1000,0,11,60,67,70,43,7,0,0,259,25,24,46,61,46,53,7,0,0,264,0,0,18,10,3,8,5,0,0,50,0,0,0,0,0,0,0,0,0,7,29,41,126,137,118,110,17,0,0,578,3,0,0,0,0,0,0,0,0,14,0,0,3,4,0,4,0,0,0,12,6,0,4,3,0,4,0,0,0,23
UCL215007,6,13,45,108,99,69,25,0,0,370,25,24,11,19,21,26,33,12,0,166,3,0,5,0,4,11,0,6,0,23,0,5,0,3,9,0,0,0,0,13,31,43,58,131,125,111,58,15,0,570,0,3,0,0,4,0,0,0,0,12,3,0,4,0,0,0,0,0,0,7,3,5,3,0,4,3,0,0,0,18,33,42,62,135,129,114,58,15,0,585,19,4,5,5,0,35,120,103,28,319,0,0,11,11,13,9,5,8,6,60,52,48,77,151,141,160,187,121,32,963,6,3,29,53,69,49,7,0,0,213,21,13,20,65,71,58,25,3,0,283,11,3,8,9,6,11,3,0,0,50,0,0,0,4,4,0,0,0,0,13,33,17,63,136,153,114,37,7,0,557,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,3,0,6,6,5,0,0,0,14
