UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL213014,2037,1151,1545,1270,1063,1216,1007,760,407,10454,8,0,8,4,3,4,4,4,0,29,0,9,9,3,3,4,3,4,0,29,25,61,57,53,64,65,47,23,15,416,0,0,0,0,3,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,72,57,68,84,55,31,12,469,35,70,78,55,77,85,57,36,14,500,2070,1220,1627,1324,1134,1294,1067,792,419,10961
UCL213015,3582,1697,2436,2230,1743,1445,865,330,75,14393,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,38,38,34,28,21,17,14,5,0,188,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,34,33,21,17,15,7,0,197,38,38,32,33,19,17,16,7,0,208,3619,1736,2470,2262,1765,1461,875,337,75,14599
UCL213016,3344,2037,2183,2138,2287,2331,2194,1603,763,18880,8,8,0,0,4,4,9,8,0,42,3,10,0,3,7,5,9,0,0,36,45,104,113,63,71,73,68,50,52,640,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,113,116,69,84,83,77,48,52,694,59,123,116,69,88,89,88,53,54,734,3401,2161,2295,2207,2377,2417,2282,1663,821,19620
UCL213017,3470,1994,2533,2174,2179,2119,2011,1312,537,18339,0,0,0,0,7,8,0,9,4,24,0,0,0,0,0,0,0,0,0,3,48,98,76,44,44,43,41,30,15,439,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,97,77,52,44,48,46,30,15,463,52,102,77,54,46,53,48,37,17,488,3518,2096,2615,2229,2226,2171,2058,1356,558,18827
UCL213018,1323,695,717,754,892,1063,1312,925,377,8050,0,0,5,0,0,0,4,0,3,13,6,8,10,3,8,0,0,5,0,38,13,30,28,17,43,62,63,31,7,290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,37,23,49,62,72,34,13,339,22,36,42,23,52,61,76,37,14,352,1339,733,754,777,946,1127,1386,955,388,8407
UCL214001,1091,746,907,667,753,904,868,546,270,6756,0,5,3,5,0,3,8,0,0,22,0,0,3,0,0,0,0,0,0,7,18,42,41,24,32,27,18,12,3,224,3,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,43,28,36,37,15,12,3,236,27,50,44,25,37,41,22,11,3,262,1122,801,949,696,786,943,895,557,269,7015
UCL214002,1550,652,781,921,796,484,466,250,109,6006,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,13,15,20,4,6,3,4,0,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,20,4,5,3,4,0,3,79,13,20,20,4,5,3,8,0,3,83,1563,671,796,921,796,489,475,258,117,6087
UCL214003,1305,891,976,874,1017,1358,1400,1001,473,9289,0,0,0,0,3,6,4,0,10,22,0,3,3,3,0,6,0,0,0,19,35,46,45,44,32,41,31,17,10,308,0,0,0,3,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,54,50,34,54,34,17,10,345,39,53,54,50,40,61,37,22,18,364,1341,941,1030,920,1057,1416,1434,1021,496,9656
UCL214004,853,488,607,558,568,594,689,534,224,5120,6,3,0,0,3,4,3,4,0,22,3,5,3,0,0,0,3,5,0,18,13,20,45,13,33,22,16,6,4,170,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,45,16,30,27,26,9,4,196,22,31,45,18,37,27,25,13,4,220,870,516,651,578,607,621,717,542,225,5338
UCL214005,158,87,88,104,138,127,158,75,25,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,21,0,9,0,0,0,3,0,0,0,21,158,93,87,106,144,134,162,75,25,986
UCL214006,919,398,503,600,706,964,1207,686,285,6272,0,0,0,0,0,4,5,0,0,13,6,0,0,4,0,0,0,0,0,12,28,31,39,33,47,78,80,22,9,374,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,41,40,50,78,79,22,9,392,37,31,41,40,56,84,86,24,9,404,960,431,546,644,761,1047,1294,703,293,6682
UCL214007,1070,450,1244,848,483,449,265,88,16,4926,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,9,16,0,6,3,3,4,0,59,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,3,6,5,3,4,0,69,11,9,22,8,4,5,3,3,0,69,1084,461,1273,858,485,456,275,90,16,5000
UCL214008,1548,1013,1051,916,1006,1198,1160,817,400,9097,0,4,0,0,4,0,6,10,0,31,0,0,0,0,0,0,6,0,0,14,35,79,57,33,40,46,39,16,8,346,0,0,0,0,0,6,0,0,0,9,9,14,0,4,5,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,97,52,37,43,49,49,16,8,392,41,97,59,37,46,53,48,29,10,421,1588,1112,1110,957,1055,1244,1204,842,406,9512
UCL214009,1418,817,922,975,1061,1225,1009,681,288,8389,0,3,0,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,6,18,19,34,13,14,26,13,8,13,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,34,16,19,28,18,16,13,181,18,23,35,16,17,27,19,18,13,190,1433,844,955,992,1081,1248,1027,697,295,8581
UCL214010,895,399,388,588,572,815,1087,657,221,5632,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,34,30,41,27,32,63,44,19,9,304,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,48,27,34,73,50,17,9,323,34,35,48,28,34,72,52,24,4,329,933,433,435,615,608,886,1139,680,232,5959
UCL214011,1655,1025,1067,1011,1115,948,897,603,232,8555,4,5,0,0,0,5,0,4,0,17,3,10,0,0,4,0,0,0,0,19,31,49,27,12,23,15,16,18,6,202,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,27,12,27,23,16,15,8,239,40,67,27,12,27,21,17,16,11,255,1693,1087,1098,1029,1147,976,920,621,244,8806
UCL214012,986,590,604,585,653,749,745,560,294,5764,0,0,0,0,0,0,7,3,3,12,0,5,0,0,5,0,0,0,0,8,14,28,18,16,16,9,10,9,17,142,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,20,19,17,14,16,9,17,165,14,37,19,19,17,15,20,12,22,182,1001,624,630,604,676,758,761,572,309,5940
UCL214013,839,443,488,611,722,581,589,440,255,4972,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,7,23,18,19,17,10,12,7,5,122,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,18,21,15,14,14,7,5,136,7,23,18,21,15,14,23,10,4,142,845,464,507,634,739,599,616,452,263,5109
UCL214014,904,489,495,567,643,903,1201,695,247,6145,0,0,0,0,0,6,8,5,0,21,0,0,0,0,3,0,5,0,0,8,31,24,61,41,45,49,65,27,16,361,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,32,64,41,48,57,75,31,16,390,31,32,64,49,49,65,80,32,15,408,939,515,558,609,689,965,1282,730,264,6556
UCL214015,1024,534,537,648,563,662,746,487,208,5405,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,16,32,23,10,16,15,12,7,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,32,23,11,13,15,12,13,3,149,15,32,23,11,19,18,16,13,9,158,1039,565,561,659,578,682,762,501,213,5567
UCL214016,1120,708,750,605,860,996,1189,909,369,7509,0,3,0,5,0,6,0,8,0,24,0,0,0,0,0,0,0,0,0,0,16,22,26,21,28,33,23,28,11,202,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,29,23,33,38,30,28,11,221,19,25,32,26,33,38,32,38,11,244,1137,735,779,632,891,1031,1220,948,376,7754
UCL214017,592,323,249,387,504,761,1088,700,280,4883,4,0,0,4,0,0,7,3,0,23,0,0,6,0,0,0,0,0,0,5,30,37,50,35,32,91,77,38,10,400,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,51,34,33,94,79,41,10,423,38,41,55,45,33,97,87,44,13,447,627,359,308,424,540,862,1175,739,295,5323
UCL214018,931,510,551,692,981,1525,2000,994,282,8474,0,0,0,0,0,0,4,8,0,12,0,0,0,0,0,0,0,0,0,0,34,39,29,39,60,89,69,36,7,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,30,39,63,92,79,36,7,417,34,39,30,40,59,95,80,40,7,434,969,551,584,734,1039,1622,2085,1031,287,8902
UCL214019,886,699,703,588,698,831,760,417,198,5774,0,0,0,0,0,0,4,3,3,13,0,4,6,3,0,3,0,0,0,19,22,36,45,30,25,26,10,8,10,212,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,51,40,29,32,11,8,10,238,22,42,51,40,32,32,15,8,9,251,910,743,757,628,729,859,773,427,201,6023
UCL214020,852,551,674,519,601,772,751,483,214,5413,0,0,0,3,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,5,23,20,25,13,16,13,9,0,133,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,22,25,19,18,15,10,0,139,5,29,22,27,19,21,20,12,0,156,856,584,697,547,619,789,771,494,214,5569
UCL214021,1044,705,601,633,754,534,519,323,207,5310,0,0,0,0,0,5,8,3,0,15,0,0,0,0,0,0,0,0,0,0,8,31,10,7,9,7,6,3,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,10,7,11,9,8,3,3,84,8,27,10,7,11,14,10,10,4,98,1048,737,611,641,762,552,530,327,209,5414
UCL214022,1193,767,790,794,924,1125,1277,836,355,8069,0,0,0,4,0,6,4,0,3,12,0,0,0,0,0,3,0,0,0,3,31,48,32,19,19,22,35,33,14,248,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48,35,19,26,22,34,30,14,259,25,48,35,21,25,27,41,32,15,272,1223,815,829,814,951,1158,1317,867,374,8342
UCL215001,146,100,78,91,174,299,231,99,23,1247,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,32,35,17,20,41,69,74,17,0,297,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,14,27,41,77,75,17,0,313,32,36,14,27,40,77,75,17,0,316,175,136,101,120,217,374,306,115,27,1567
UCL215002,347,211,199,238,276,356,410,260,91,2381,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,9,10,13,23,8,3,5,78,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,10,13,23,12,3,5,87,10,12,15,10,14,23,12,3,5,90,355,217,210,242,292,374,421,261,98,2473
UCL215003,439,200,226,307,345,482,494,269,98,2864,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,49,52,42,38,53,79,84,18,6,416,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,44,38,53,79,93,18,6,420,49,52,44,38,53,80,96,18,9,435,484,246,272,342,395,560,590,293,103,3295
UCL215004,194,95,149,138,196,221,212,109,37,1350,0,4,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,21,14,40,21,21,54,29,12,4,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,40,21,21,56,29,12,3,215,21,17,40,20,21,59,31,12,4,223,209,114,191,150,217,277,246,121,44,1571
UCL215005,183,85,99,93,135,134,198,114,51,1085,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,8,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,8,0,3,25,0,0,8,4,0,9,11,0,3,32,186,86,105,97,131,142,204,114,54,1118
UCL215006,484,199,320,358,272,353,281,173,70,2512,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,3,7,9,4,4,4,5,3,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,9,6,3,7,5,3,57,15,5,7,9,6,11,8,3,9,69,497,203,331,367,281,357,290,181,75,2581
UCL215007,479,178,145,310,311,317,332,223,72,2375,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,10,5,15,19,18,4,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,10,9,15,19,18,4,13,0,108,20,13,9,15,19,18,4,13,0,117,504,194,153,321,335,334,341,234,77,2493
UCL215008,497,211,221,267,287,218,141,43,11,1896,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,0,8,0,0,0,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,3,6,0,0,20,5,8,6,0,0,3,7,0,0,25,496,221,230,274,283,221,147,43,11,1919
UCL215009,130,66,57,95,97,153,172,95,14,893,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,8,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,4,7,9,0,0,43,3,8,7,0,6,7,12,0,0,47,134,77,66,94,106,162,186,99,14,937
UCL215010,473,300,143,307,334,301,205,89,32,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,0,6,4,0,24,3,10,4,3,0,0,6,4,0,20,476,309,143,307,340,301,210,94,33,2213
UCL215011,160,94,88,99,139,155,201,122,46,1095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,4,3,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,4,3,6,41,0,3,3,0,9,5,4,3,6,49,160,96,87,99,145,165,205,131,52,1140
