UCL_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
UCL214003,0,0,..,46,5,55,4,57,..,7,0,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,0,4,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,7,0,11,..,0,0,0,0,0,..,19,0,19,0,20,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,30,0,30,..,197,25,226,11,233,..,18,0,18,409,426,4480,218,25,238,421,5145,8500,..,..,..,..,8500,..,0,0,0,0,0,..,18,9,25,0,25,..,0,0,0,0,0,..,6,4,10,0,10,..,24,9,33,0,33
UCL214004,0,0,..,44,12,56,0,56,..,68,17,83,3,84,..,0,0,0,0,0,..,3,0,9,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,10,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,21,5,21,0,21,..,35,3,41,0,41,..,0,0,0,0,0,..,7,0,7,0,7,..,10,6,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,22,0,20,..,259,88,339,5,347,..,3,0,3,158,166,2180,264,88,347,162,2694,4329,..,..,..,..,4329,..,0,0,0,0,0,..,38,17,51,0,51,..,7,0,7,0,7,..,0,7,11,0,11,..,65,91,148,6,150
UCL214005,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,15,0,15,..,0,0,0,25,28,468,13,0,11,25,504,925,..,..,..,..,925,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,4,0,4
UCL214006,0,0,..,40,0,38,0,42,..,32,0,31,0,33,..,5,5,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,14,0,14,0,14,..,12,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,3,14,0,14,..,31,3,37,0,37,..,239,34,268,4,276,..,17,0,16,227,244,3095,255,32,289,230,3610,5828,..,..,..,..,5828,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,14,6,20,0,20,..,28,17,37,0,37
UCL214007,0,11,..,225,24,248,4,254,..,35,0,36,0,41,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,16,0,15,0,15,..,3,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,31,5,35,0,35,..,3,0,3,0,3,..,33,0,35,0,35,..,6,0,6,0,6,..,67,3,75,0,75,..,21,0,23,0,21,..,0,0,5,0,5,..,10,0,16,0,16,..,12,0,7,0,7,..,11,0,11,0,15,..,56,6,63,0,62,..,551,57,614,12,621,..,4,0,7,88,92,1807,557,62,619,102,2526,3604,..,..,..,..,3604,..,0,0,0,0,0,..,32,0,32,0,30,..,0,0,0,0,0,..,14,0,18,0,16,..,13,5,20,0,20
UCL214008,0,0,..,31,0,31,0,31,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,9,0,9,0,9,..,0,0,0,0,0,..,11,7,10,0,10,..,0,0,0,0,0,..,3,6,9,0,9,..,23,9,31,0,31,..,167,20,186,0,186,..,10,0,9,272,280,4546,173,22,194,270,5019,8693,..,..,..,..,8693,..,15,0,15,0,15,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,8,..,22,5,31,0,31
UCL214009,0,0,..,4,0,7,0,7,..,18,0,17,0,17,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,7,0,7,0,7,..,0,0,0,0,0,..,17,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,42,4,51,7,53,..,190,21,208,7,211,..,20,0,20,204,219,4093,211,21,225,206,4528,7875,..,..,..,..,7875,..,7,0,6,0,6,..,5,0,5,0,5,..,8,0,8,0,8,..,3,0,9,0,9,..,16,6,18,0,18
UCL214010,0,0,..,7,0,9,0,9,..,19,0,18,0,26,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,9,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,31,0,31,..,106,11,122,0,122,..,12,0,11,115,125,2907,115,14,131,117,3154,5538,..,..,..,..,5538,..,0,0,0,0,0,..,9,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,8,0,15
UCL214011,0,0,..,70,0,73,0,76,..,28,3,38,0,38,..,4,0,4,0,4,..,0,4,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,8,0,8,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,15,0,15,0,15,..,8,0,9,0,9,..,5,0,6,0,6,..,10,0,11,0,11,..,10,0,10,0,10,..,8,0,8,0,8,..,55,12,72,3,71,..,310,45,355,4,362,..,10,0,14,243,248,3926,324,45,366,242,4533,7663,..,..,..,..,7663,..,17,3,20,0,20,..,10,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,39,15,49,0,49
UCL214012,0,0,..,8,5,13,0,13,..,44,11,48,0,48,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,25,0,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,26,3,26,0,31,..,137,22,160,3,166,..,16,0,16,187,200,2743,150,22,176,189,3102,5317,..,..,..,..,5317,..,4,0,3,0,3,..,3,0,6,0,6,..,0,0,0,0,0,..,3,0,9,0,9,..,3,5,9,0,9
UCL214013,0,0,..,13,0,14,0,14,..,11,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,17,0,17,0,17,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,7,0,7,..,20,5,28,0,27,..,137,28,168,0,162,..,12,0,12,114,126,2420,144,28,171,117,2706,4606,..,..,..,..,4606,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,4,..,33,48,85,0,87
UCL214014,0,0,..,19,0,24,0,23,..,22,0,22,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,4,0,4,..,42,0,42,0,43,..,170,8,182,4,188,..,8,0,8,302,312,2811,176,8,193,308,3311,5553,..,..,..,..,5553,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,20,9,29,0,29
UCL214015,0,0,..,4,0,7,0,7,..,20,4,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,27,8,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,17,0,19,0,19,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,28,5,31,0,34,..,137,27,163,0,164,..,7,5,11,132,143,2632,148,31,180,136,2947,5029,..,..,..,..,5029,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,10,11,16,0,16
UCL214016,0,0,..,22,0,26,0,26,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,13,0,15,..,0,0,0,0,0,..,11,0,11,0,15,..,0,0,0,0,0,..,33,0,36,3,38,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,6,..,23,0,21,0,21,..,129,16,139,4,147,..,15,0,15,218,228,3685,139,16,156,222,4061,7054,..,..,..,..,7054,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,11,0,17,0,17
UCL214017,0,0,..,12,0,9,0,9,..,18,0,20,0,19,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,17,..,97,9,104,0,105,..,5,0,5,149,154,2534,104,9,109,158,2797,4760,..,..,..,..,4760,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,10,0,10
UCL214018,0,0,..,0,0,0,0,0,..,46,4,52,5,51,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,8,0,8,..,0,0,0,0,0,..,5,0,11,0,11,..,9,0,10,0,10,..,0,0,0,0,0,..,6,0,7,0,7,..,3,0,3,0,3,..,3,0,8,0,8,..,66,4,69,0,69,..,274,40,313,4,317,..,7,0,7,330,339,4007,281,40,323,335,4660,7744,..,..,..,..,7744,..,4,0,4,0,4,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,6,0,3,..,13,0,18,0,17
UCL214019,0,0,..,40,0,40,0,40,..,15,4,21,0,21,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,19,0,20,0,23,..,0,0,0,0,0,..,26,0,23,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,15,0,15,..,0,0,0,0,0,..,6,5,9,0,9,..,21,0,23,0,23,..,159,25,182,0,188,..,6,0,6,225,231,2624,162,25,191,230,3045,5076,..,..,..,..,5076,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,4,0,4,..,75,46,116,0,116
UCL214020,0,0,..,21,5,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,20,3,21,0,21,..,0,0,0,0,0,..,43,3,47,0,47,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,39,6,43,4,42,..,171,30,206,4,208,..,3,0,9,244,251,2394,180,35,214,246,2856,4695,..,..,..,..,4695,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,36,37,77,0,77
UCL214021,0,0,..,13,0,13,0,13,..,36,6,45,0,45,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,8,0,8,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,12,0,12,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,3,5,6,0,6,..,22,0,29,0,29,..,156,22,175,0,182,..,6,0,6,103,115,2562,164,22,184,108,2854,4952,..,..,..,..,4952,..,13,0,10,0,10,..,7,0,15,3,17,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,11,0,11
UCL214022,0,0,..,32,0,33,0,33,..,29,9,39,0,39,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,26,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,9,0,9,0,9,..,3,0,3,0,3,..,10,4,17,0,17,..,0,0,3,0,3,..,4,4,10,0,10,..,37,6,46,0,46,..,208,44,252,0,253,..,14,0,17,283,290,3873,224,47,268,281,4420,7458,..,..,..,..,7458,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,12,0,12,..,15,11,24,0,24
UCL215001,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,20,3,21,0,22,..,0,0,0,41,48,643,16,3,19,45,710,1260,..,..,..,..,1260,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
UCL215002,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,3,0,3,..,5,0,5,0,5,..,43,8,48,0,48,..,0,0,0,56,56,1170,43,8,48,56,1277,2276,..,..,..,..,2276,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9
UCL215003,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,18,0,18,..,49,3,50,5,52,..,0,0,0,85,89,1489,52,3,48,85,1627,2899,..,..,..,..,2899,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5
UCL215004,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,66,3,70,0,70,..,5,0,5,77,82,593,71,3,75,77,749,1174,..,..,..,..,1174,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,4,0,4,..,8,3,15,0,15
UCL215005,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,40,41,517,9,0,9,40,563,1034,..,..,..,..,1034,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
