UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL214010,75,176,109,77,179,286,69,175,24,1164,3,7,8,0,0,4,0,5,5,20,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,10,4,0,0,27,0,0,5,0,0,0,0,0,0,7,6,14,10,0,6,5,0,0,0,38,0,0,0,0,0,0,0,0,0,11,16,43,26,13,16,12,0,6,0,133,16,32,14,4,3,0,0,0,0,70,0,6,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,5,10,4,7,4,6,0,0,33,0,4,0,0,6,3,0,4,0,18,9,11,7,6,9,17,4,13,0,68,0,13,7,4,4,0,0,0,0,29,13,8,8,5,25,15,0,6,0,77,15,58,26,22,34,27,15,25,3,221,30,64,79,47,36,40,9,13,4,323,4,4,3,0,5,4,0,0,0,25,5,16,7,12,6,8,0,0,0,41
UCL214011,81,181,105,93,402,604,179,362,45,2047,0,0,0,0,3,3,0,6,0,18,0,0,0,0,0,0,0,0,0,7,4,16,20,8,33,30,0,7,0,115,0,0,0,0,0,0,0,0,0,6,3,18,8,9,15,16,0,3,0,68,4,5,0,3,4,0,4,6,0,24,18,57,40,26,34,12,7,10,5,203,17,67,23,5,16,3,0,4,0,132,0,9,14,7,14,6,3,6,0,58,0,3,5,0,9,3,5,4,0,22,5,7,8,0,17,12,0,7,0,53,0,5,0,3,4,7,0,0,0,21,5,5,12,11,20,20,4,12,0,89,3,22,9,4,9,3,4,6,0,60,16,14,17,16,32,36,8,7,4,151,16,30,57,41,65,38,22,46,0,312,24,76,93,63,84,56,12,14,7,420,4,3,9,0,5,4,0,0,0,30,6,14,12,6,10,7,0,0,4,63
UCL214012,61,109,69,66,274,316,126,183,36,1244,0,7,11,4,8,9,4,8,0,49,0,0,0,0,0,0,0,0,0,0,6,14,15,5,18,17,12,3,0,83,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,3,0,5,3,44,31,17,24,10,3,6,3,142,9,31,16,3,10,0,0,9,0,77,0,10,3,4,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,0,19,5,0,0,4,4,3,0,3,0,15,3,9,14,11,16,12,0,0,0,64,0,10,7,7,7,0,0,5,0,35,0,5,6,3,18,15,0,5,0,41,7,20,21,23,34,17,9,25,0,158,28,60,84,71,49,37,3,19,6,359,4,0,3,0,0,4,0,0,0,15,5,16,9,3,8,9,0,4,0,59
UCL214013,58,134,69,78,214,279,98,206,17,1156,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,5,12,10,9,10,15,5,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,20,0,3,4,0,0,0,0,0,0,16,19,45,24,12,14,18,4,6,0,145,11,32,14,3,7,12,3,8,0,86,0,0,3,0,5,0,0,4,0,21,3,0,3,0,4,7,3,8,0,22,0,0,0,0,3,17,0,4,0,26,0,4,4,0,6,3,0,0,0,21,5,13,14,14,7,17,0,13,0,76,4,22,12,3,7,0,0,0,0,52,5,12,9,11,14,26,5,12,0,90,9,34,19,24,23,19,8,28,0,158,19,31,42,49,40,33,10,13,3,244,0,3,8,6,5,8,0,4,0,32,4,10,6,3,10,5,6,3,0,41
UCL214014,68,150,96,74,176,227,53,133,31,1021,0,6,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,11,0,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,11,0,0,4,6,0,0,0,18,0,3,0,0,0,0,0,0,0,7,12,45,28,12,11,10,0,4,0,124,31,69,21,10,19,9,4,15,4,183,0,9,3,0,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,3,6,0,0,4,0,0,0,12,0,0,4,4,4,0,3,0,0,9,0,3,5,6,0,0,0,0,0,25,4,15,3,0,0,0,0,0,0,31,4,5,9,5,5,10,0,7,0,51,9,20,24,19,30,11,9,13,0,139,12,63,55,50,39,39,4,10,3,279,0,0,0,0,5,0,0,0,0,10,3,8,13,5,7,0,0,0,0,32
UCL214015,40,130,97,64,211,297,121,199,27,1184,0,14,5,7,6,6,0,3,0,33,0,0,0,0,0,0,0,0,0,0,3,7,7,4,13,8,0,3,0,37,0,0,0,0,0,0,0,0,0,8,0,7,5,6,3,3,3,3,0,34,0,6,6,3,7,0,0,0,0,30,11,53,31,16,30,14,4,6,4,168,13,46,11,5,8,9,0,6,5,96,0,4,10,0,4,3,0,6,0,18,3,0,0,0,0,0,0,0,0,4,5,0,3,7,12,0,0,0,0,33,0,4,6,0,3,0,0,0,0,9,6,7,8,10,12,8,0,0,0,46,3,14,9,3,5,3,0,0,0,31,5,11,0,5,23,11,7,0,0,56,9,28,30,22,27,26,11,16,0,157,29,55,62,59,44,30,0,14,4,307,0,0,6,0,5,0,0,0,0,9,5,10,3,10,12,10,0,4,0,55
UCL214016,63,147,93,91,312,292,73,155,35,1266,0,7,0,5,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,30,14,10,40,18,0,4,0,121,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,8,3,54,42,25,25,13,11,0,0,178,14,61,15,10,8,7,5,14,0,133,0,4,0,0,5,0,0,0,0,19,0,3,4,4,4,0,0,0,0,15,0,0,3,3,4,5,0,0,0,15,0,0,0,0,0,7,0,0,0,8,0,8,8,3,10,6,0,0,0,39,0,7,3,8,9,3,0,0,0,23,0,4,9,12,13,15,0,8,0,64,3,20,29,13,37,15,10,18,3,150,31,63,72,88,76,55,9,13,9,411,3,11,0,3,0,0,0,0,0,16,3,14,12,3,4,4,0,4,0,48
UCL214017,56,161,103,62,146,221,64,170,22,1003,0,5,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,9,3,0,4,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,6,9,9,3,0,0,0,0,34,0,0,3,0,4,0,0,0,0,13,9,38,16,10,10,3,0,8,0,93,20,29,14,3,4,7,0,4,5,88,6,5,5,0,4,0,0,0,0,16,0,3,0,0,0,3,0,0,0,15,3,4,3,0,0,0,3,4,0,23,0,0,0,4,0,4,0,0,0,19,3,21,20,8,15,13,9,4,0,95,3,10,3,4,0,0,0,0,6,27,4,16,10,14,16,16,4,7,0,85,10,42,27,12,29,22,5,17,3,168,15,53,60,42,34,33,8,12,6,251,4,6,10,0,0,3,0,0,0,26,5,5,4,5,6,3,0,4,0,26
UCL214018,108,199,145,117,314,392,116,211,38,1633,0,4,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,9,0,5,0,40,0,0,0,6,3,9,0,0,0,12,0,14,13,3,4,11,0,0,0,48,4,4,3,5,6,4,0,3,0,29,9,55,37,15,19,14,5,6,4,168,27,38,19,9,11,5,4,0,0,122,3,9,5,0,5,5,0,3,0,41,0,0,0,0,0,3,0,0,0,15,4,6,9,3,11,16,0,4,0,46,7,10,6,0,4,9,0,0,0,26,15,18,18,15,17,20,3,14,0,118,3,17,8,0,9,5,0,0,3,50,18,9,21,9,20,30,6,8,0,116,13,44,29,16,39,29,9,20,5,202,34,91,74,79,69,37,8,19,5,421,0,6,6,5,4,5,0,4,0,32,8,15,15,7,4,10,0,3,0,70
UCL214019,54,117,82,76,290,319,88,154,29,1210,0,8,6,3,12,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,6,19,3,6,10,8,4,3,0,60,0,0,0,0,0,0,0,0,0,9,3,4,0,7,19,11,4,8,0,51,0,5,0,5,3,0,3,0,0,16,8,40,46,19,20,19,6,8,3,166,18,65,26,9,7,9,0,10,3,143,3,5,8,7,10,3,0,3,0,36,0,0,5,0,0,0,0,0,0,5,0,0,0,7,9,0,0,4,0,20,4,4,0,0,6,0,0,0,0,15,0,3,4,0,8,0,0,3,0,29,0,16,8,12,8,0,0,0,0,42,4,16,4,9,33,19,6,3,0,92,0,5,15,24,26,14,5,13,0,113,25,41,54,59,40,31,9,17,0,279,5,4,0,0,0,3,0,0,0,17,5,7,8,3,6,6,0,0,0,32
UCL214020,67,142,79,81,233,300,74,200,22,1201,0,3,0,0,8,0,0,0,0,24,0,3,0,5,0,4,0,0,0,19,5,14,7,7,33,34,4,3,0,104,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,14,0,3,5,0,3,0,0,0,0,12,8,30,10,15,29,10,4,0,4,119,7,46,13,6,12,8,0,11,9,109,0,5,0,5,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,14,0,4,0,6,5,3,0,4,0,27,0,13,3,0,11,0,5,0,0,34,6,7,11,6,17,12,0,13,0,78,7,19,21,10,18,13,7,14,0,102,32,49,56,80,66,56,11,19,4,375,0,3,4,0,3,6,0,0,0,18,0,3,6,0,0,3,0,0,0,15
UCL214021,53,97,56,60,268,399,123,206,21,1282,0,0,5,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,11,7,19,8,0,0,0,73,0,0,5,0,5,3,0,0,0,9,0,17,6,3,10,16,0,6,0,64,0,3,7,5,3,9,0,0,0,22,6,41,31,10,13,12,3,7,0,128,7,41,15,6,0,5,0,0,0,73,3,6,6,0,3,6,0,3,0,35,0,0,0,0,0,0,0,3,0,6,4,0,9,3,3,4,0,4,0,26,0,0,0,0,9,5,0,5,0,23,3,5,3,7,12,9,0,9,4,48,4,9,9,0,8,0,7,0,0,32,5,4,10,4,19,13,3,3,0,70,16,28,42,27,38,10,10,25,4,189,22,45,61,66,43,43,7,16,0,314,7,4,0,0,0,4,0,0,0,22,7,12,14,4,4,4,0,0,0,52
UCL214022,83,216,143,116,318,382,86,155,35,1535,0,3,3,3,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,19,7,0,3,10,0,0,0,38,0,0,0,4,3,3,0,0,0,10,0,8,5,6,4,8,0,4,0,34,0,0,3,0,6,4,0,0,0,16,21,99,53,36,42,22,6,7,0,284,15,60,18,15,11,8,0,4,4,139,0,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,8,0,3,10,6,0,5,0,34,0,3,0,0,3,7,0,0,0,20,0,18,6,11,4,6,4,6,0,52,11,20,7,6,4,3,0,4,0,49,3,5,9,4,20,7,0,3,0,55,7,32,16,27,32,13,3,15,4,154,38,74,127,89,79,43,11,22,0,474,7,12,9,4,0,3,0,0,0,31,9,24,16,7,10,9,0,0,0,78
UCL215001,22,44,41,36,43,86,19,46,5,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,3,0,5,0,29,5,21,0,4,0,0,0,4,0,40,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,9,0,3,3,0,3,5,0,0,0,9,6,10,8,6,6,6,0,6,0,33,0,8,0,0,0,0,0,0,0,6,0,0,4,0,7,7,0,3,0,23,4,7,12,4,5,10,4,13,0,52,8,20,15,8,4,7,0,0,0,64,0,3,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,0,0,10
UCL215002,22,71,25,30,108,130,24,88,10,512,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,7,13,12,8,17,7,3,5,0,67,4,11,7,4,8,0,0,10,0,42,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,18,3,4,0,5,0,0,0,0,0,15,4,9,5,5,13,8,4,3,0,35,13,7,10,8,15,4,0,10,4,67,10,32,30,16,21,18,0,9,0,132,0,0,0,0,0,0,0,0,0,8,6,3,0,3,0,0,0,0,0,14
UCL215003,50,117,75,57,113,149,63,97,10,731,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,5,3,6,0,0,0,0,17,0,3,0,5,3,0,0,0,0,11,7,34,11,5,9,4,0,4,4,81,14,24,10,5,4,5,0,6,0,72,0,3,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,5,0,6,4,3,4,9,5,0,0,27,0,0,4,0,4,0,0,0,0,4,4,17,18,4,4,18,0,8,0,69,10,12,8,0,5,0,0,3,0,29,3,7,15,13,11,13,3,5,0,60,0,17,22,10,14,15,10,10,0,106,14,41,33,16,23,13,0,10,3,155,3,0,3,3,3,0,0,0,0,17,0,4,4,0,3,0,0,0,0,17
UCL215004,35,61,34,29,66,48,14,43,11,338,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,7,8,7,0,0,4,0,40,14,40,8,4,9,7,0,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,6,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,14,5,9,0,0,0,0,0,0,0,19,0,0,0,8,6,0,0,0,0,12,4,0,0,4,9,6,3,0,0,25,0,10,12,7,4,8,4,0,0,51,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6
UCL215005,14,11,24,11,33,48,9,40,12,205,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,8,5,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,3,0,4,0,0,0,5,0,16,9,6,8,13,5,8,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL215006,31,47,31,36,135,169,45,99,11,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,3,3,5,4,5,0,0,0,26,0,0,0,0,5,0,0,0,0,9,6,25,19,3,7,10,0,0,0,71,5,23,7,4,0,7,0,0,4,45,0,0,0,0,0,8,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,16,0,0,0,0,3,0,0,0,0,10,0,6,6,5,6,4,0,3,0,26,0,3,3,0,4,0,0,0,0,14,6,3,8,6,25,19,4,4,0,73,3,15,11,11,14,3,9,10,0,81,16,18,31,19,20,24,4,6,0,127,0,0,0,0,0,0,0,0,0,10,0,4,4,3,4,0,0,0,0,16
UCL215007,23,85,53,33,92,147,40,91,13,570,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,5,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,14,8,3,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,5,8,23,14,8,5,5,0,0,7,66,3,16,5,3,4,5,5,0,0,35,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,11,5,11,9,6,11,11,0,0,0,45,0,4,0,9,0,0,0,0,0,20,3,3,3,7,4,9,0,7,0,35,12,11,14,6,8,15,11,19,0,90,13,16,27,15,19,14,0,3,0,116,4,4,0,5,3,3,0,0,0,19,3,3,0,0,0,0,0,0,0,10
UCL215008,16,41,26,19,102,150,49,116,5,522,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,6,22,14,6,6,5,0,0,0,61,0,26,4,0,0,3,0,0,0,36,0,0,4,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,4,5,0,6,7,0,3,0,20,0,3,0,0,4,0,0,0,0,14,9,3,5,0,20,15,0,5,0,53,0,10,8,8,13,4,0,11,0,66,13,13,26,29,27,17,3,6,0,149,0,0,0,0,0,0,0,3,0,4,0,3,3,0,5,0,0,0,0,14
UCL215009,5,24,23,13,20,47,12,26,3,171,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,0,5,0,0,0,0,19,0,11,3,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,16,0,0,0,3,6,0,0,0,0,18,3,4,11,11,7,8,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215010,22,70,34,33,95,164,51,150,9,630,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,6,5,10,3,3,4,33,0,0,0,0,0,0,0,0,0,3,0,9,14,0,5,4,0,0,0,44,3,0,0,0,0,8,0,0,0,9,3,17,17,4,10,3,0,0,0,64,6,27,8,4,0,4,0,3,0,44,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,5,0,0,0,6,4,6,0,3,4,4,0,0,0,17,0,0,5,0,0,3,0,0,0,14,0,3,14,0,5,3,0,9,0,36,0,4,0,0,7,0,0,0,0,13,0,0,10,0,6,5,4,0,0,32,6,23,20,9,15,10,3,14,0,105,6,28,24,22,22,8,0,6,3,110,5,4,0,0,0,0,0,5,0,16,0,6,8,0,0,0,0,0,0,15
UCL215011,8,36,11,8,46,56,15,32,11,217,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,3,0,0,0,23,4,9,4,4,4,0,0,4,0,19,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,5,3,0,7,10,0,0,0,21,0,5,4,0,6,3,0,0,0,26,8,6,14,6,3,10,3,0,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
UCL215012,38,79,78,51,143,166,40,109,11,702,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,12,3,5,3,8,0,3,0,42,0,0,0,0,0,0,0,0,0,3,0,9,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,15,25,14,4,10,6,4,0,0,83,18,30,13,4,8,3,3,11,0,87,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,0,6,8,3,9,4,5,0,0,45,5,8,0,0,5,0,0,0,0,24,3,5,9,3,19,14,0,7,4,69,11,13,16,15,22,14,6,18,0,119,20,37,53,40,25,27,3,12,4,223,0,0,3,0,0,0,0,0,0,11,0,6,5,3,0,0,0,3,0,17
UCL215013,43,68,75,55,277,334,114,200,10,1173,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,21,7,4,0,0,47,0,0,0,0,7,0,0,0,0,11,4,0,4,4,8,11,0,3,0,32,0,8,0,4,12,10,6,0,0,32,8,13,23,12,19,13,0,0,0,88,3,26,16,5,5,5,3,0,3,66,10,8,3,3,20,12,0,6,0,55,0,0,0,0,0,0,0,0,0,10,7,0,4,3,13,13,0,3,0,38,0,3,3,0,8,6,0,0,0,22,0,9,4,7,7,6,0,3,0,35,0,5,9,0,10,0,0,0,0,20,3,3,6,10,29,16,0,0,0,77,10,15,21,15,29,9,4,14,0,114,17,23,47,41,56,32,4,0,0,233,0,0,0,5,0,0,0,0,0,8,4,9,5,5,3,0,4,0,0,28
UCL215014,8,22,12,17,80,110,28,51,10,335,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,5,0,0,0,13,0,3,0,0,5,0,0,0,0,13,5,12,8,3,6,0,0,0,0,27,5,3,4,0,0,0,0,0,0,17,0,3,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,3,5,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,0,4,3,0,8,3,0,0,0,15,0,6,8,4,3,0,0,0,0,28,3,15,21,14,11,9,0,3,0,72,0,3,0,0,0,0,0,0,0,4,0,5,4,0,0,5,0,0,0,16
UCL215015,54,79,62,50,103,104,35,78,13,576,4,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,20,12,12,7,3,4,5,0,66,24,39,19,6,22,14,0,4,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,3,0,5,4,0,0,0,16,0,7,3,6,4,10,0,4,0,36,0,7,5,0,0,0,0,0,0,25,3,4,0,8,7,17,0,4,0,45,0,14,3,5,21,7,0,5,0,64,7,17,19,19,3,11,6,0,0,75,3,0,0,5,0,0,0,0,0,12,3,0,3,3,4,0,0,0,0,18
