UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215020,13,20,46,31,40,57,25,0,0,231,9,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,5,0,9,11,0,0,0,33,3,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,5,4,0,0,15,0,3,4,3,6,10,3,0,0,31,0,6,22,13,12,21,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9
UCL215021,12,16,46,38,70,53,16,4,0,257,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,3,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,4,0,5,10,12,3,0,0,32,7,0,0,0,0,0,0,0,0,10,0,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,9,0,0,4,3,8,7,0,0,0,21,0,0,3,8,5,10,0,0,0,29,5,0,17,10,19,26,6,0,0,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7
UCL215022,31,97,205,182,144,142,40,3,0,846,0,9,0,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,5,4,8,3,4,0,0,19,0,0,5,3,0,4,0,0,0,13,0,0,4,4,10,3,0,0,0,22,0,0,5,0,0,0,0,0,0,3,14,22,28,17,17,11,5,0,0,112,25,10,22,10,4,7,6,0,0,83,0,0,0,0,0,6,0,4,0,11,3,0,6,0,0,0,0,0,0,15,0,3,4,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,4,3,3,4,5,0,0,0,29,0,6,7,8,6,7,3,0,0,42,0,6,25,20,10,17,5,0,0,81,0,9,17,20,18,26,9,3,0,106,3,26,58,57,50,49,11,0,0,245,0,4,0,0,4,0,0,0,0,11,0,3,4,8,3,3,0,0,0,11
UCL215023,26,32,55,40,71,72,21,5,0,322,0,5,4,0,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,0,12,11,18,8,0,0,0,55,3,4,0,0,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,3,3,7,0,0,0,8,0,0,0,6,7,4,0,0,0,16,0,3,4,8,15,8,6,0,0,36,0,5,8,13,20,25,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215024,11,15,63,60,72,69,35,0,4,334,0,0,4,3,6,0,5,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,7,3,5,7,0,6,5,0,0,43,0,0,8,0,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,6,0,0,0,12,0,0,5,0,0,0,0,0,0,9,0,0,5,7,4,3,0,0,0,20,0,0,7,4,11,3,0,0,0,33,0,6,16,14,24,17,5,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215025,8,16,32,44,34,70,24,4,0,231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,3,0,0,0,9,0,0,0,4,0,3,0,0,0,7,0,0,4,0,3,3,0,0,0,20,0,4,0,3,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,7,6,0,0,18,0,0,0,0,4,9,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,4,6,3,0,0,0,16,0,0,3,7,13,11,4,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6
UCL215026,13,10,30,36,52,53,8,3,0,217,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,6,0,0,0,23,6,0,6,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,5,0,6,3,0,0,0,6,0,0,3,0,3,0,0,0,0,10,0,0,5,0,3,4,0,0,0,12,0,0,0,5,10,8,0,0,0,20,0,7,6,6,11,14,6,0,0,47,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,10
UCL215027,16,8,44,38,41,53,25,5,4,239,0,3,3,0,4,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,4,0,0,0,19,3,0,6,6,0,0,0,0,0,18,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,5,3,3,4,0,0,0,17,0,0,4,9,10,6,0,0,0,22,0,8,14,17,15,28,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
UCL215028,24,37,88,95,129,115,45,0,0,540,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,8,13,7,9,10,17,15,3,0,0,74,15,0,11,10,0,0,0,0,0,38,0,0,5,5,0,5,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,4,4,0,0,22,0,0,0,3,0,0,0,0,0,11,0,0,6,5,9,12,0,0,0,30,0,0,10,9,13,17,7,0,0,49,0,3,29,29,34,40,11,0,0,145,0,0,6,10,0,4,0,0,0,12,3,0,0,5,10,0,0,0,0,20
UCL215029,44,30,123,135,190,217,70,10,0,818,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,5,3,0,0,24,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,4,0,0,0,11,0,0,0,0,3,3,0,0,0,7,3,3,8,7,20,32,0,0,0,78,14,12,36,24,29,28,5,5,0,145,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,5,3,0,0,10,0,0,3,3,7,0,0,0,0,19,0,0,0,0,0,4,0,0,0,10,0,0,11,12,21,13,8,0,0,59,0,0,0,10,6,13,3,0,0,34,0,0,3,10,27,18,6,0,0,65,0,0,4,17,29,15,11,0,0,79,0,8,17,20,51,68,15,0,0,170,0,0,4,4,8,3,0,0,0,16,0,0,4,7,4,5,3,0,0,23
UCL215030,14,14,43,43,40,66,11,3,0,233,0,0,5,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,9,3,4,3,0,6,0,0,0,28,3,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,10,8,6,5,5,0,0,36,0,4,12,13,22,23,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8
UCL215031,18,21,38,40,48,67,33,4,0,280,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,6,7,3,9,6,0,0,0,28,6,0,7,5,10,4,0,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,16,0,0,8,13,8,6,0,0,0,31,0,3,11,7,17,23,9,0,0,68,0,0,4,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11
UCL215032,42,49,114,113,96,106,62,17,0,595,3,0,0,10,0,7,4,3,0,32,0,0,0,0,0,0,0,0,0,0,3,6,0,6,9,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,16,0,0,0,0,0,3,0,0,0,7,11,0,10,14,10,18,0,0,0,58,13,3,11,6,5,10,0,0,0,60,0,0,0,9,4,4,0,0,0,14,0,0,0,0,0,4,3,0,0,4,0,0,0,4,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,10,8,3,9,0,0,29,0,0,4,0,6,3,4,0,0,14,0,0,12,11,14,9,5,0,0,51,0,8,15,10,24,9,5,0,0,66,4,4,30,25,34,34,11,3,0,145,0,0,7,5,6,0,0,0,0,22,0,0,8,5,0,0,0,0,0,18
UCL215033,35,28,125,248,202,98,21,0,0,766,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,8,12,13,0,0,0,0,37,0,0,5,7,10,5,0,0,0,23,8,0,18,21,13,7,3,0,0,76,37,6,0,5,4,5,0,0,0,50,0,0,4,12,7,0,0,0,0,30,3,0,0,0,0,0,0,0,0,7,0,0,6,18,7,0,0,0,0,40,0,0,0,0,0,6,0,0,0,12,0,0,9,12,12,0,0,0,0,36,0,0,0,4,0,0,0,0,0,7,0,0,11,26,20,13,0,0,0,63,3,5,27,53,42,16,3,0,0,143,4,9,28,44,25,11,4,0,0,120,0,0,0,0,0,0,0,0,0,8,0,0,9,13,3,0,0,0,0,25
UCL215034,12,15,31,33,38,51,22,0,0,207,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,3,6,3,0,0,0,30,8,4,4,0,4,4,0,0,0,25,0,0,4,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,4,0,0,0,16,0,10,6,8,15,20,3,0,0,60,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,6
UCL215035,27,29,85,94,92,57,17,6,0,410,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,12,0,0,0,0,0,5,0,0,0,5,0,0,5,7,8,4,0,0,0,22,0,0,6,0,0,0,0,0,0,8,4,5,5,9,16,7,0,0,0,47,10,0,5,0,3,0,0,0,0,18,0,0,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,7,4,4,0,0,0,16,0,4,0,8,0,0,0,0,0,11,0,0,12,0,4,0,0,0,0,22,0,4,15,16,11,13,4,0,0,53,0,10,27,15,14,11,4,0,0,77,3,0,5,0,0,0,0,0,0,10,0,0,5,0,4,0,0,0,0,16
UCL215036,27,25,52,58,76,52,17,4,0,299,0,0,3,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,0,7,5,9,4,0,0,0,30,5,3,0,3,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,4,10,25,8,9,0,0,0,58,0,9,11,9,22,14,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5
UCL215037,10,23,55,50,69,58,26,0,0,302,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,5,5,10,5,10,0,0,0,30,5,0,5,4,7,0,0,0,0,20,0,0,5,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,5,5,0,0,5,0,0,18,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,16,0,7,13,8,16,19,3,0,0,64,0,0,3,3,0,0,0,0,0,10,0,0,3,3,4,3,0,0,0,17
UCL215038,12,21,46,53,67,75,25,9,0,310,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,14,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,8,5,18,6,0,0,0,41,0,0,7,8,0,4,7,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,8,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,3,0,10,0,0,0,0,13,0,0,9,7,0,0,0,0,0,22,0,3,10,9,15,24,3,0,0,69,0,0,0,0,5,0,0,0,0,3,0,0,5,5,3,4,0,0,0,11
UCL215039,25,23,56,58,45,50,14,6,0,273,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,7,8,8,8,3,0,0,0,44,5,0,0,7,7,0,0,0,0,22,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,4,3,0,4,0,0,0,17,3,3,12,13,15,16,3,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,9
UCL215040,18,24,42,51,42,61,17,0,0,258,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,9,5,8,7,5,7,0,0,0,43,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,5,3,6,0,0,0,20,0,0,9,0,9,6,0,0,0,22,5,0,16,17,8,17,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215041,37,59,122,130,147,147,64,14,0,717,0,3,0,0,0,7,0,4,0,15,0,0,0,0,0,0,0,0,0,0,5,4,3,7,9,8,0,0,0,34,0,0,0,0,5,3,0,0,0,5,0,0,0,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,6,14,11,11,20,18,26,3,0,0,105,8,5,6,8,12,7,5,0,0,49,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,10,0,0,0,25,0,0,3,4,0,8,4,0,0,23,0,5,13,15,17,22,0,0,0,80,0,4,15,16,20,16,4,0,0,68,3,9,34,35,27,48,8,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,19
UCL215042,20,26,59,64,82,61,12,0,0,332,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,0,22,7,3,5,4,0,3,0,0,0,20,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,3,3,3,3,0,0,0,17,0,0,0,3,0,3,0,0,0,13,0,0,5,0,9,0,0,0,0,20,0,3,11,16,7,10,3,0,0,49,0,3,5,9,20,20,0,0,0,66,0,5,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,11
UCL215043,55,67,242,184,156,115,30,5,0,853,0,5,4,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,16,10,8,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,17,11,6,6,0,0,0,43,0,0,10,3,0,0,0,0,0,18,13,13,14,19,22,8,6,0,0,89,22,11,13,9,5,0,0,0,0,51,0,0,13,3,8,3,0,0,0,25,0,6,0,0,0,0,0,0,0,3,0,0,6,6,4,0,0,0,0,16,0,0,7,0,6,4,0,0,0,18,0,0,14,5,9,0,0,0,0,26,0,5,7,8,0,5,0,0,0,28,0,0,18,6,5,5,0,0,0,38,0,6,28,19,21,14,4,0,0,91,4,22,64,34,35,28,0,0,0,188,5,0,4,3,0,0,0,0,0,21,6,0,14,5,5,3,0,0,0,27
UCL215044,16,26,79,75,83,82,29,3,0,400,3,0,0,6,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,7,14,5,10,12,7,0,0,62,8,5,6,7,3,6,0,0,0,38,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,3,0,0,3,6,0,0,0,10,0,0,5,5,3,10,0,0,0,23,0,4,10,8,17,7,6,0,0,53,0,10,30,21,25,26,7,0,0,130,0,0,0,0,0,0,0,0,0,4,6,0,8,10,6,0,0,0,0,18
UCL215045,55,66,171,134,153,147,56,10,0,792,0,0,5,0,4,3,4,5,0,17,0,0,0,0,0,0,0,0,0,0,6,3,5,7,15,7,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,0,0,0,15,0,0,3,3,5,3,0,0,0,12,15,5,27,12,27,22,8,0,0,112,19,3,14,0,17,6,0,0,0,69,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,6,6,0,4,4,0,0,0,20,0,0,4,0,4,0,0,0,0,9,0,5,6,7,7,5,0,0,0,34,0,0,4,3,3,3,3,0,0,20,0,0,0,12,9,8,0,0,0,29,0,7,15,17,23,18,8,0,0,88,4,16,43,37,55,59,14,0,0,230,0,0,9,4,0,0,0,0,0,16,0,3,11,4,3,6,0,0,0,35
UCL215046,20,32,92,89,69,81,31,0,0,404,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,4,7,4,0,0,0,0,14,0,0,6,0,0,0,0,0,0,9,8,4,6,6,3,0,0,0,0,35,12,5,4,4,3,5,0,0,0,37,0,0,0,4,6,6,0,0,0,17,0,0,0,3,4,0,0,0,0,5,0,0,10,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,3,3,5,6,0,0,0,0,18,0,0,0,11,8,5,0,0,0,21,0,5,3,7,10,13,0,0,0,32,0,3,15,18,11,15,4,0,0,65,0,7,24,17,21,20,5,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,0,0,0,18
