UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL221018,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,4,7,12,12,6,0,44,0,0,0,3,10,8,0,0,27,0,4,0,9,3,5,0,0,18,0,0,0,6,3,0,0,0,15,0,0,0,0,4,3,3,0,16,0,4,0,0,0,3,0,0,14,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,13,13,14,5,8,79,7,22,20,42,47,55,25,12,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,4,0,5,11,15,3,0,34,0,3,0,9,12,4,5,0,36,0,6
UCL221019,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,3,3,5,8,14,4,0,46,0,0,0,3,3,5,0,0,23,0,0,5,4,4,0,3,0,16,0,0,0,4,0,0,0,0,4,0,3,4,3,3,3,3,0,25,0,0,0,6,4,0,0,0,14,0,0,0,3,5,5,0,0,20,0,0,0,6,0,0,0,0,10,0,0,4,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,8,8,9,0,6,31,5,21,30,46,41,43,20,5,209,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,4,5,11,8,0,0,29,0,9,10,7,7,7,7,0,48,0,0
UCL221020,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,7,10,11,4,0,45,0,3,0,5,3,3,4,0,20,0,0,7,0,7,0,0,0,15,0,0,0,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,3,0,7,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,9,8,9,0,48,8,16,24,24,44,36,15,4,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,5,13,8,0,5,37,0,4,3,4,3,0,5,0,24,0,0
UCL221021,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,7,6,8,12,3,5,51,0,11,9,4,4,4,0,0,34,0,4,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,0,15,3,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,3,9,0,0,29,10,43,31,22,31,30,6,5,170,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,14,10,9,5,6,0,0,38,0,3,6,4,7,0,0,0,17,0,3
UCL221022,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,5,8,0,0,25,0,5,0,3,0,0,0,0,12,0,6,0,9,5,3,0,0,29,0,0,0,0,0,3,0,0,6,0,0,0,3,0,6,0,0,14,0,3,0,5,0,5,0,0,16,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,16,0,24,16,27,21,34,10,3,130,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,15,0,3,4,0,3,4,0,0,18,0,5,13,7,3,11,4,0,39,0,3
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,8,9,8,0,42,0,0,5,0,4,0,6,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,11,0,0,0,5,0,6,0,0,9,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,3,6,9,0,34,9,15,11,24,26,25,21,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,27,0,0,3,7,0,3,3,0,13,0,0
UCL221024,0,0,0,0,0,4,0,0,9,0,0,0,4,0,0,0,0,3,8,4,3,13,27,23,13,0,90,4,0,8,9,10,5,0,0,36,0,0,3,0,3,0,0,0,12,0,0,0,0,4,0,0,0,5,0,0,0,3,3,7,5,0,22,0,6,0,4,12,8,0,0,29,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,5,6,7,10,9,4,40,16,17,20,43,74,65,34,10,284,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,13,13,13,6,0,54,4,6,3,8,14,16,4,0,49,0,0
UCL221025,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,0,0,7,6,9,5,6,0,35,0,0,4,3,3,0,3,0,11,0,3,5,3,3,0,0,0,16,0,7,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,8,5,0,3,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,3,0,8,4,3,29,8,22,22,21,28,26,16,4,151,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,8,3,13,9,0,0,36,0,3,5,0,5,0,0,0,18,0,3
UCL221026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,19,14,4,7,66,0,3,0,3,14,7,0,0,26,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,9,0,6,6,0,3,0,0,0,13,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,5,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,14,11,8,38,8,22,24,24,43,40,22,17,189,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,4,5,0,0,0,22,0,3,3,8,0,6,0,0,22,5,0
UCL221027,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,0,7,6,8,4,0,33,0,5,0,0,0,3,5,0,18,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,9,0,0,5,4,5,0,0,0,12,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,8,4,5,4,56,10,31,21,29,29,25,22,4,164,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,0,24,3,5,7,6,0,8,3,0,22,0,5
UCL221028,0,0,0,0,0,10,4,0,11,0,0,0,0,0,4,3,0,7,0,0,3,3,13,10,4,4,40,0,3,8,6,13,3,0,0,31,5,0,0,0,0,0,6,0,12,0,0,0,0,0,0,5,0,15,0,0,0,0,5,10,3,0,14,0,0,7,9,14,25,7,0,72,0,0,4,6,4,14,9,5,40,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,13,7,11,4,45,11,8,22,28,64,82,61,10,286,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,3,0,0,6,3,0,5,7,14,15,10,4,59,0,0,0,3,6,18,7,5,41,0,0
UCL221029,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,17,13,19,23,5,3,0,90,3,5,3,5,4,0,0,0,24,0,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,5,0,4,0,23,13,40,32,36,39,10,14,5,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,5,6,7,0,5,0,34,0,4,6,6,4,0,0,0,23,0,7
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,13,9,3,0,46,0,0,0,0,5,3,6,0,19,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,11,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,10,5,0,0,24,4,10,13,26,37,29,17,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,0,0,17,0,0,0,3,0,3,0,0,10,0,0
UCL221031,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,6,6,12,8,7,3,4,0,46,0,12,7,0,7,3,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,14,0,0,6,0,5,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,3,5,0,6,3,0,19,9,26,37,31,29,21,9,0,157,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,5,0,6,0,0,0,25,0,5,0,8,0,0,0,0,21,0,3
UCL221032,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,3,6,5,4,0,25,0,4,5,3,0,0,0,0,11,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,4,0,12,0,0,3,0,3,5,0,0,5,0,0,9,7,6,5,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,6,6,0,22,3,13,33,23,22,23,19,0,135,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,5,9,4,4,7,0,31,0,3,6,9,0,0,3,0,21,0,0
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,0,18,0,4,3,0,0,0,0,0,12,6,5,0,0,3,0,0,0,16,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,20,6,19,10,9,19,13,7,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,19,0,4,0,0,4,3,0,0,22,0,0
UCL221034,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,16,26,19,6,0,0,75,3,4,18,10,0,4,0,0,35,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,9,0,0,0,25,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,4,3,3,0,0,22,16,23,57,45,32,12,8,0,193,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,16,0,0,12,15,3,3,0,0,34,0,6
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,9,6,0,27,0,4,0,4,0,6,6,3,19,0,0,4,0,5,0,0,0,7,0,0,0,0,4,3,0,0,6,0,0,0,0,3,0,0,0,8,0,3,5,0,0,3,0,0,15,0,3,0,7,0,7,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,8,0,0,11,9,8,6,6,51,10,15,20,33,30,33,12,10,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,11,5,0,0,5,6,4,0,5,19,0,3,3,0,0,4,6,0,20,0,0
UCL221036,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,10,3,22,13,8,0,0,63,0,10,7,0,8,0,0,0,38,0,0,3,11,6,3,0,0,21,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,12,0,4,6,3,11,0,0,0,17,0,0,6,0,6,3,0,0,9,0,3,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,9,7,3,0,25,12,33,37,41,52,30,12,0,208,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,7,5,3,7,5,6,0,40,0,0,9,9,3,5,0,0,37,0,5
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,11,4,0,34,0,3,3,0,5,0,4,0,16,5,11,3,0,4,4,0,0,23,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,8,0,0,5,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,17,8,21,25,12,22,27,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,8,11,4,3,0,38,0,11,5,11,3,5,0,0,33,0,4
UCL221038,0,0,0,0,0,3,0,0,3,0,0,5,3,0,0,0,0,4,3,13,23,11,13,14,3,0,76,0,12,14,6,6,3,4,0,48,0,5,7,3,0,0,0,0,11,0,0,3,3,5,4,0,0,9,0,0,0,0,0,3,0,0,8,0,0,4,8,5,4,0,0,20,0,4,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,10,8,9,10,9,0,5,48,16,45,56,59,44,33,12,5,255,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,11,4,8,4,3,0,0,38,0,4,6,5,5,5,0,0,24,0,5
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,5,11,8,0,0,46,0,8,0,4,3,3,0,0,21,0,3,3,3,4,0,0,0,17,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,0,0,4,0,5,4,5,0,0,0,0,7,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,11,9,6,0,49,14,28,32,31,36,29,17,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,12,0,0,0,38,4,7,9,6,4,3,0,0,34,9,3
UCL221040,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,9,3,11,10,15,7,0,55,6,0,4,8,3,10,4,0,35,0,0,0,0,4,3,0,0,6,0,0,0,0,0,3,0,0,11,0,0,0,0,4,4,3,0,12,0,0,0,0,3,5,0,0,11,0,0,0,5,6,5,0,0,19,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,6,8,4,0,28,8,21,16,28,34,49,30,7,192,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,7,8,6,0,0,28,0,6,12,4,9,8,6,0,42,3,3
UCL221041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,11,13,11,3,0,62,0,12,10,6,4,0,0,0,28,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,6,0,6,0,0,9,0,0,0,8,0,6,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,3,4,0,0,20,7,40,39,32,27,15,0,0,162,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,3,0,7,7,4,0,0,25,0,3,4,0,0,0,0,0,12,0,5
UCL221042,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,8,8,7,9,8,4,0,38,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,4,7,4,0,0,33,8,21,27,21,25,11,12,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,3,0,26,0,4,0,0,4,9,0,0,15,0,0
UCL221043,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,5,15,32,34,13,0,104,0,0,3,4,12,10,4,3,42,0,0,0,0,0,4,0,0,7,0,0,0,0,0,8,0,0,10,0,0,0,0,0,3,3,0,13,0,0,0,3,6,5,0,0,18,0,0,0,0,0,6,0,0,15,0,0,0,0,3,4,0,0,10,0,0,3,0,7,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,4,15,22,10,0,68,3,8,15,42,94,101,29,8,308,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,13,4,0,46,0,0,0,6,3,6,3,0,24,0,0
UCL221044,0,0,5,3,3,8,0,0,19,0,0,0,0,0,0,0,0,5,0,4,5,11,18,25,15,0,80,0,3,11,4,15,9,5,0,51,0,0,3,3,8,5,0,0,19,0,0,0,0,3,6,0,3,11,0,0,0,0,3,11,3,0,18,0,4,0,0,0,8,4,0,20,0,0,6,5,9,3,0,3,24,0,5,0,0,0,0,0,0,12,0,0,5,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,5,5,0,5,15,16,9,0,49,9,23,37,36,78,96,42,10,332,0,4,0,6,0,0,0,0,12,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,6,16,10,6,3,49,0,9,6,12,14,17,7,0,54,0,3
