UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,13,13,17,6,0,78,6,4,3,3,8,5,0,0,31,0,5,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,9,5,0,3,7,0,0,22,0,0,0,5,0,6,4,0,11,0,0,6,0,0,0,0,0,5,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,4,7,6,9,5,36,11,36,35,42,35,46,21,9,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,8,10,5,4,0,39,0,4,3,11,5,4,0,0,24,4,5
UCL214006,0,0,8,3,8,7,3,0,31,0,3,3,14,3,10,0,0,34,4,26,34,56,86,130,76,25,431,12,46,33,39,56,54,25,7,265,5,10,13,8,6,11,6,4,61,3,15,13,10,7,15,6,0,73,0,11,10,13,13,23,14,0,78,3,21,33,25,44,55,19,8,206,3,9,16,21,17,28,17,3,117,0,15,4,7,10,10,0,0,54,10,23,29,18,13,3,5,0,96,0,0,0,0,0,0,0,0,0,0,0,7,4,9,10,4,5,37,14,21,23,39,37,70,47,23,263,60,189,229,262,309,418,221,68,1756,5,8,8,0,0,0,0,0,22,0,0,4,0,4,0,0,0,11,0,3,7,3,5,6,5,0,28,0,0,4,0,4,0,0,0,16,0,7,5,7,4,0,0,0,26,6,35,34,46,63,56,24,11,266,4,20,41,34,46,69,37,8,272,13,34
UCL214007,0,4,9,0,3,4,0,0,20,3,36,41,8,0,0,0,0,88,19,111,87,49,50,36,9,0,359,19,78,39,15,11,3,0,0,160,0,7,7,6,0,4,0,0,26,4,25,9,0,3,0,0,0,50,0,23,6,0,5,0,0,0,37,6,67,64,18,14,6,3,0,182,7,47,20,3,6,4,0,0,96,0,27,15,4,3,0,0,0,53,3,20,29,0,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,4,6,0,3,0,0,19,15,37,20,23,22,13,6,0,134,85,477,346,138,126,71,32,0,1280,0,14,15,3,3,0,0,0,42,0,23,13,3,5,0,0,0,49,0,11,4,4,0,0,0,0,30,3,6,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,12,11,85,52,19,22,12,0,0,201,5,88,37,24,18,0,0,0,170,14,111
UCL214008,0,7,4,5,6,8,4,0,34,3,8,13,0,5,6,0,0,46,36,97,75,82,101,100,41,17,552,31,64,41,40,42,34,25,5,285,13,25,27,38,29,26,17,7,180,0,19,20,16,29,19,5,4,112,0,17,14,18,27,31,14,0,128,12,43,35,42,27,29,8,4,192,5,16,15,19,25,13,3,3,109,4,10,3,3,3,9,0,0,38,15,30,19,12,15,4,0,0,105,0,0,0,0,0,0,0,0,0,3,0,5,5,5,4,0,0,34,32,41,29,34,39,48,50,40,309,169,390,313,318,351,324,173,88,2124,0,0,5,7,7,7,4,0,32,0,0,0,0,0,0,0,0,4,7,0,5,9,3,0,0,0,23,0,0,0,3,0,0,0,0,7,3,15,12,6,14,0,4,0,55,31,118,87,68,96,98,42,14,555,16,40,57,78,49,66,22,4,323,35,57
UCL214009,3,9,17,16,13,14,3,0,70,0,5,6,8,8,8,0,0,39,25,69,83,88,124,92,54,14,550,27,89,70,48,45,44,21,3,342,16,26,28,48,24,6,9,0,150,0,17,8,12,13,12,4,3,70,0,7,12,9,15,24,20,4,95,6,20,26,37,35,35,11,4,166,3,21,21,25,17,19,15,3,124,10,16,22,7,13,11,0,0,79,3,19,16,25,12,10,5,0,100,0,0,0,0,0,0,0,0,0,0,4,7,5,12,0,3,0,37,30,35,43,37,54,30,41,22,294,121,341,362,357,382,308,184,64,2115,0,22,24,18,7,10,3,3,85,0,0,3,3,10,0,0,0,16,3,7,3,7,4,5,4,4,47,0,3,3,4,3,4,0,0,20,0,18,9,11,9,0,3,0,51,11,77,48,45,79,53,33,14,364,11,53,66,47,53,48,27,4,309,17,57
UCL214010,0,0,3,12,10,19,7,0,46,0,0,7,5,9,10,0,0,27,9,39,56,55,85,105,62,20,431,13,27,46,31,31,41,22,7,217,5,4,14,13,9,17,7,0,67,0,14,10,12,16,14,6,0,77,0,20,29,17,29,38,24,4,159,3,15,29,35,51,58,19,3,210,3,8,10,5,17,31,16,0,89,0,4,13,3,6,7,3,0,33,7,6,14,9,13,0,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,13,21,4,12,26,26,32,25,19,167,66,146,246,227,295,369,193,52,1590,0,0,10,10,3,7,3,0,42,0,0,0,0,0,0,0,0,3,0,0,10,3,4,0,0,7,26,0,0,0,6,3,0,0,0,13,0,6,8,7,7,0,0,0,28,10,60,65,44,71,58,35,3,357,6,32,48,50,71,100,41,6,355,8,29
UCL214011,0,5,9,10,3,5,0,0,29,9,16,14,11,8,0,0,0,60,29,104,114,112,123,93,55,12,639,33,92,52,51,24,21,13,5,298,5,17,15,16,0,4,0,0,58,4,15,4,3,15,8,9,0,61,0,10,14,21,16,8,9,0,82,6,29,54,40,36,28,7,0,204,17,18,27,20,7,16,6,4,126,6,15,5,6,0,0,0,0,36,11,11,21,11,7,3,0,0,60,0,0,0,0,0,0,0,0,0,7,7,8,12,8,3,4,0,49,31,35,43,37,45,30,28,13,260,160,382,381,349,303,222,140,46,1965,6,8,10,9,6,3,0,0,36,0,5,6,3,0,0,0,0,16,7,10,6,6,3,3,0,0,37,3,4,0,3,0,0,0,0,12,0,8,8,6,3,0,0,0,29,27,97,78,61,40,51,27,3,383,20,62,51,69,42,33,12,0,291,11,92
UCL214012,0,4,0,5,4,4,0,0,17,8,3,6,0,0,4,0,0,19,26,75,56,70,69,54,36,8,391,14,28,20,20,26,19,7,4,136,3,10,14,12,9,11,3,3,62,0,9,7,7,4,8,0,0,44,0,13,10,5,7,7,8,3,64,0,19,27,20,25,13,5,0,107,3,14,5,21,12,7,5,0,58,3,4,5,4,0,0,0,0,19,12,13,9,11,8,9,0,0,58,0,0,0,0,0,0,0,0,3,0,4,0,0,5,4,3,0,20,27,20,24,27,32,43,48,29,240,100,206,184,198,192,186,117,49,1228,0,0,7,5,4,4,0,0,26,0,0,0,6,0,0,0,0,4,0,4,5,5,8,8,0,0,21,0,0,0,0,5,0,0,0,8,3,10,10,3,4,0,0,0,32,4,42,40,35,52,41,14,4,230,8,31,32,29,33,28,14,3,181,9,47
UCL214013,0,0,12,10,5,8,0,0,37,0,4,8,13,4,6,0,0,40,0,30,32,58,36,42,35,9,251,9,25,27,23,19,15,13,3,141,0,5,8,3,6,9,9,6,40,0,6,8,5,4,9,5,0,32,0,5,24,13,9,15,9,0,87,0,24,33,43,24,26,4,3,158,4,20,18,28,21,11,14,0,113,3,9,19,26,13,10,0,0,90,3,5,11,13,11,6,6,0,60,0,3,0,4,0,0,0,0,4,0,0,3,7,8,6,0,0,26,9,24,19,19,16,20,28,20,145,44,166,226,267,170,180,121,48,1223,0,4,5,4,6,8,0,0,26,0,0,0,6,0,0,0,0,4,0,0,4,3,4,3,0,0,18,0,0,10,6,4,4,0,0,23,0,5,4,12,3,4,0,0,32,5,30,46,50,46,34,26,9,243,5,29,38,43,29,44,23,4,210,13,30
UCL214014,0,0,3,0,8,8,4,0,19,0,9,7,0,6,6,0,0,29,11,32,48,59,87,130,75,15,444,10,34,30,20,30,49,36,9,214,0,7,8,11,16,5,4,0,46,3,6,9,6,10,12,0,0,48,0,3,0,10,8,30,10,0,74,5,9,12,17,19,34,13,0,106,3,5,9,14,21,12,10,0,74,0,13,0,6,3,3,0,0,30,8,23,16,14,17,18,8,0,102,0,0,0,0,0,0,0,0,0,0,0,4,3,8,9,3,0,36,32,32,44,40,66,80,61,23,374,73,161,197,204,292,394,229,48,1601,0,3,4,3,4,5,0,0,18,0,4,0,0,6,4,0,0,16,0,0,0,4,7,0,9,0,29,3,3,6,0,0,0,0,0,3,3,6,8,6,8,3,0,0,22,17,31,30,26,49,66,15,11,251,9,29,31,25,26,50,21,6,201,8,27
UCL214015,0,0,0,3,5,10,5,0,27,0,6,4,3,5,0,0,0,21,8,55,63,57,42,60,29,4,320,12,41,34,30,25,22,17,4,178,4,5,19,8,10,0,0,0,60,0,10,14,7,10,11,3,0,46,3,0,12,8,15,21,14,0,80,4,19,20,12,24,21,13,0,116,0,3,15,11,9,10,10,3,63,4,6,3,0,4,0,0,0,18,6,10,8,8,7,3,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,14,22,29,21,21,20,24,33,9,176,76,191,228,177,177,196,118,27,1182,0,0,5,10,3,0,0,0,25,0,0,0,0,0,0,0,0,5,0,7,4,4,3,4,0,0,19,0,0,4,0,3,0,0,0,10,4,7,14,5,6,3,0,0,35,7,48,60,48,45,43,37,6,291,9,46,48,26,25,31,24,9,219,11,45
UCL214016,0,6,0,3,4,0,4,0,20,3,11,3,12,3,3,0,0,31,18,57,55,75,93,106,71,15,489,14,38,13,30,30,31,22,6,181,0,8,9,11,18,10,3,0,57,6,10,5,8,8,13,9,0,52,4,14,9,10,17,27,22,6,101,6,25,16,24,14,22,6,0,113,5,16,16,20,18,24,9,0,107,0,3,0,9,3,5,0,0,17,8,16,10,12,7,7,0,0,67,0,0,0,0,0,0,0,0,0,0,7,4,6,7,5,0,0,31,25,36,29,53,39,61,58,17,320,89,240,166,260,254,312,209,55,1588,0,0,0,0,3,0,0,0,12,0,0,0,0,7,0,0,0,12,0,7,0,3,3,0,3,0,31,0,0,3,0,0,4,0,0,9,0,4,0,5,3,3,0,0,21,22,64,35,45,53,48,26,3,300,5,31,35,29,34,47,15,0,209,10,30
UCL214017,0,3,8,12,11,26,11,3,73,0,0,3,5,3,3,0,0,19,8,19,23,37,41,93,51,23,300,12,24,31,27,34,44,14,6,188,0,5,7,4,18,15,8,5,69,0,12,9,10,17,32,15,11,103,0,6,10,14,24,50,31,5,133,4,16,23,27,70,84,52,8,287,0,0,13,12,35,48,29,3,142,0,8,10,14,13,10,8,0,53,0,8,8,0,4,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,9,7,3,13,0,0,35,17,13,18,12,29,48,45,15,186,40,119,165,186,305,469,259,83,1618,0,6,11,7,9,8,6,0,46,0,0,0,0,4,0,0,0,7,0,0,0,5,7,3,0,5,21,0,0,8,3,7,0,0,0,14,3,0,8,3,3,5,4,0,22,11,26,37,52,86,103,61,23,390,4,23,29,35,68,132,80,25,394,0,20
UCL214018,0,6,4,8,18,21,7,0,70,3,5,15,6,17,18,0,0,62,13,45,46,74,148,202,91,25,638,17,52,51,58,66,61,22,3,327,3,11,8,7,23,20,3,0,71,0,14,11,13,11,23,11,0,87,0,3,14,10,31,64,27,4,149,3,24,34,50,73,94,32,8,317,10,23,21,32,34,35,15,0,162,9,10,14,14,8,13,3,0,68,0,15,20,12,29,16,10,3,93,0,0,0,0,0,0,4,0,5,0,0,11,4,14,15,0,0,42,17,16,28,61,65,100,96,29,415,84,222,269,349,535,668,314,73,2516,3,13,7,11,17,8,0,0,60,0,3,5,4,0,3,0,0,19,0,4,3,5,4,9,4,0,30,6,3,7,0,3,3,0,0,24,3,0,10,12,3,3,0,0,35,11,49,54,70,93,100,24,5,399,5,36,41,46,94,125,39,8,390,8,32
UCL214019,0,4,4,3,5,0,0,0,17,4,8,8,0,4,4,0,0,22,34,45,59,58,71,65,28,6,369,10,20,9,24,15,20,4,5,107,4,7,9,7,7,7,0,0,48,0,5,7,4,18,5,3,0,50,3,10,6,6,15,16,11,0,70,4,28,22,17,25,14,9,0,125,10,16,14,12,18,12,0,0,85,0,5,4,5,3,0,0,0,18,5,15,9,11,15,11,0,0,72,0,3,0,0,0,0,0,0,3,0,5,0,3,7,0,0,0,20,43,51,44,40,54,40,40,5,323,123,227,196,199,252,198,107,26,1324,0,5,0,6,0,0,0,0,16,0,0,0,6,0,5,0,0,10,4,0,0,0,8,0,0,0,12,0,0,0,0,3,0,0,0,10,0,7,6,0,0,0,0,0,19,16,47,29,39,39,28,17,5,215,10,33,28,19,24,28,15,4,157,13,29
UCL214020,3,5,0,0,3,10,0,0,26,3,8,3,0,5,0,0,0,20,20,66,40,45,54,51,37,0,312,11,26,14,14,21,20,11,4,129,0,13,7,3,7,7,0,0,55,4,3,13,7,11,6,0,0,48,3,3,5,7,0,17,9,5,54,4,26,19,14,18,8,0,0,98,9,24,14,14,15,14,4,0,96,0,0,3,6,0,0,0,0,18,3,14,13,11,7,4,3,0,58,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,16,27,45,29,37,51,49,45,30,315,83,241,174,170,217,200,123,46,1240,0,0,0,5,0,0,0,0,14,0,3,0,0,0,3,0,0,6,0,4,4,0,11,3,0,0,18,0,0,0,0,0,0,0,0,6,5,4,6,3,0,0,0,0,11,22,54,32,24,26,38,16,7,220,4,16,26,21,21,34,17,0,131,12,51
UCL214021,0,0,0,3,0,9,0,0,14,3,0,8,4,0,0,0,0,17,31,62,62,102,61,42,31,12,402,20,70,59,49,27,18,4,6,259,3,7,15,10,4,3,0,0,49,5,4,4,3,6,4,0,3,27,4,6,4,14,6,8,3,0,52,5,20,23,24,20,24,0,0,110,7,11,13,9,8,15,4,0,71,6,7,6,3,0,7,0,0,28,6,4,6,10,0,3,0,3,25,0,0,0,0,0,0,0,0,0,0,3,3,9,0,6,0,0,20,12,21,17,20,17,25,16,12,144,100,226,215,252,154,155,67,37,1219,0,6,6,3,0,0,0,0,23,0,0,0,7,0,0,0,0,4,6,0,0,11,0,6,0,0,21,0,5,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,16,21,51,55,48,22,25,7,9,233,12,41,44,34,27,28,4,0,193,12,38
UCL214022,0,5,3,0,8,4,0,0,22,3,12,10,10,4,8,0,0,43,16,55,57,64,69,116,73,22,473,17,54,48,45,58,52,31,8,313,6,7,12,17,6,4,0,4,60,4,16,17,11,13,21,4,0,81,3,9,14,11,11,28,14,4,88,4,23,25,25,31,32,10,0,157,9,4,10,17,26,32,5,3,107,4,0,11,7,3,0,4,0,34,4,22,19,17,16,7,5,0,96,0,0,0,0,0,0,0,0,5,0,0,9,7,4,5,4,0,28,34,41,29,29,44,53,65,30,333,106,266,266,257,299,353,215,72,1833,0,9,7,5,6,4,0,0,31,0,0,3,0,4,3,0,0,12,0,5,3,0,0,8,6,3,26,3,0,0,0,0,0,0,0,11,4,8,6,6,11,4,0,0,40,19,56,52,45,54,78,32,10,342,3,31,27,31,48,40,30,9,219,10,47
UCL215001,0,0,0,6,8,5,9,0,25,0,3,0,0,4,0,0,0,8,0,0,0,8,22,17,13,0,67,4,8,6,21,23,6,4,0,73,0,5,0,7,3,3,0,0,21,6,5,3,9,3,9,0,0,30,0,0,6,5,11,8,5,0,39,0,10,12,15,21,18,8,0,84,3,3,5,4,15,18,4,0,48,0,0,3,0,5,3,0,0,15,0,4,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,11,3,0,10,8,8,19,3,0,55,19,36,47,80,129,118,49,11,484,0,0,0,4,6,9,3,0,18,0,0,0,4,0,5,0,0,8,0,0,0,4,0,0,0,0,3,0,0,0,3,0,4,0,0,13,0,0,3,5,7,0,0,0,11,0,11,7,18,23,18,9,5,85,0,3,10,4,36,39,11,5,102,0,7
UCL215002,0,0,0,4,6,0,0,0,5,0,0,0,0,0,0,0,0,12,5,7,17,22,25,34,17,0,139,7,17,23,21,9,13,13,0,97,0,8,8,8,12,10,0,0,47,0,6,3,4,5,9,4,0,21,0,3,8,4,8,14,10,0,45,0,9,3,10,7,12,3,0,42,4,4,9,9,11,10,0,0,32,0,0,6,6,0,0,0,0,11,3,4,9,6,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,8,11,10,10,9,23,8,9,0,88,37,66,86,102,111,111,59,10,579,0,0,0,0,3,0,0,0,6,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,3,6,7,0,0,0,3,0,0,0,0,5,0,3,3,6,3,0,0,0,11,5,17,21,25,23,30,0,4,126,4,17,15,17,17,30,10,4,106,3,10
UCL215003,4,0,0,14,8,7,4,0,46,0,0,4,0,4,7,0,0,19,0,17,8,19,41,52,29,5,174,4,25,19,21,21,22,10,7,131,0,3,12,11,10,7,9,0,52,0,8,8,11,7,23,4,0,61,0,8,9,13,21,23,20,0,92,6,14,32,17,34,53,19,3,167,0,8,11,13,11,21,20,0,78,0,8,12,10,0,3,0,0,34,0,5,8,6,7,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,0,0,18,3,7,10,17,22,30,15,0,105,28,99,144,148,195,250,119,27,1008,0,4,11,3,3,3,6,0,39,0,0,0,0,3,0,0,0,7,0,3,6,0,0,0,0,0,15,0,0,6,4,4,0,0,0,17,0,4,6,0,9,3,0,0,23,3,24,36,35,40,49,16,10,214,0,18,17,24,36,70,24,8,198,8,15
UCL215004,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,4,0,10,10,13,19,28,10,0,87,7,14,11,13,11,11,4,0,61,0,0,0,4,8,7,0,0,16,0,0,0,4,0,0,0,0,9,0,4,0,8,6,9,0,0,30,0,5,6,5,9,4,5,0,36,0,0,0,4,0,10,0,0,15,3,3,0,0,0,0,0,0,6,3,9,14,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,7,10,18,12,3,4,84,17,66,57,60,83,89,27,13,411,0,0,0,0,5,0,0,0,5,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,4,5,5,0,0,0,9,0,4,9,5,8,6,3,4,50,0,3,6,12,16,17,4,0,66,0,12
UCL215005,0,0,3,0,3,0,0,0,10,0,0,0,0,6,0,0,0,3,3,6,13,10,11,15,3,4,62,3,10,0,0,4,3,3,0,21,3,4,0,0,0,0,0,0,13,0,0,0,0,0,3,5,0,7,0,0,0,5,0,4,0,0,11,0,0,0,0,4,7,0,0,12,0,0,6,3,0,9,0,0,18,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,5,8,7,14,8,5,68,22,30,30,38,42,63,23,10,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,4,8,10,9,0,0,51,0,8,3,0,0,6,0,0,29,0,4
UCL215006,0,0,0,3,0,0,0,0,9,0,0,6,0,0,0,0,0,14,0,37,52,20,41,32,17,8,203,4,22,15,13,10,8,3,0,78,3,3,5,4,5,0,0,0,25,0,7,5,0,9,0,0,0,20,0,3,5,6,5,10,8,0,30,3,11,15,9,11,10,3,0,59,6,10,7,14,5,5,0,0,46,0,4,5,4,4,0,0,0,19,0,3,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,5,14,7,9,14,11,9,5,72,28,120,139,90,102,78,36,14,607,0,6,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,5,4,0,0,3,0,0,12,0,0,6,0,0,0,0,0,4,0,5,6,6,0,0,0,0,25,9,22,19,14,19,9,7,5,105,0,28,26,18,19,20,6,3,118,6,15
UCL215007,4,5,4,4,8,6,4,0,33,0,0,0,0,5,4,0,0,7,5,17,23,30,36,35,26,8,181,5,14,34,10,15,12,4,0,91,0,0,5,6,5,3,7,0,31,0,3,3,3,6,7,4,0,37,0,0,12,13,14,20,4,0,70,0,5,19,15,15,15,15,4,81,0,0,7,5,11,11,9,4,51,6,3,13,4,0,0,0,0,33,0,3,8,5,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,14,5,9,12,15,12,11,10,4,75,22,68,133,116,131,136,90,29,727,0,3,5,6,4,11,3,0,28,0,0,0,3,3,0,0,0,7,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,11,0,0,6,5,5,0,0,0,26,0,16,27,24,29,29,9,9,138,0,16,23,26,45,37,23,4,169,3,12
UCL215008,0,0,0,6,0,0,0,0,6,3,0,5,3,0,0,0,0,10,11,30,38,52,31,14,3,0,183,0,14,18,10,10,4,0,0,63,0,4,0,6,3,3,0,0,15,0,8,5,4,3,0,0,0,24,0,5,9,5,3,7,5,0,33,0,5,11,17,9,6,0,0,55,0,6,3,7,11,3,0,0,26,0,0,0,0,0,0,0,0,8,0,3,6,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,14,4,0,3,0,0,35,26,89,106,110,92,49,12,0,481,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,3,25,22,29,23,10,4,0,123,7,14,21,16,14,4,0,0,71,0,22
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,18,14,8,0,61,0,7,5,3,4,4,3,0,24,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,14,6,9,13,8,6,54,14,23,32,18,38,38,15,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,9,8,10,10,0,3,43,0,3,3,3,6,4,0,0,21,0,3
