UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,5,25,0,0,0,0,8,14,0,5,25,50,61,47,50,57,66,46,17,386,3,3,3,8,11,4,9,8,44,53,67,52,57,75,86,52,24,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,23,47,36,45,56,83,42,36,376,4,9,6,4,10,0,3,10,46,33,52,38,47,68,90,45,50,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,4,6,32,0,0,0,5,8,14,4,6,32,76,112,82,94,116,155,82,52,766,8,9,12,5,18,8,14,18,90,78,125,90,105,138,170,102,75,894
UCL215068,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,24,74,40,32,178,0,0,0,10,20,74,40,32,177,89,85,84,132,234,348,240,44,1265,3,3,3,5,12,20,14,6,67,97,91,88,146,270,442,299,81,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,18,0,5,0,0,8,3,0,0,21,98,96,106,181,310,442,264,111,1599,4,0,0,8,6,14,21,4,66,101,98,110,188,326,462,281,118,1682,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,77,41,35,193,0,3,0,10,28,77,41,35,193,189,180,189,312,546,793,501,153,2865,6,7,8,14,22,36,35,13,136,197,190,202,337,595,904,586,199,3201
UCL215069,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,8,4,9,18,19,15,81,0,3,10,4,7,18,19,15,84,111,88,171,141,184,248,125,33,1107,13,9,7,9,11,20,17,10,100,122,100,182,166,209,285,163,62,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,5,0,0,0,12,109,127,189,185,251,316,179,78,1426,7,14,10,11,12,26,14,22,111,120,142,200,197,263,342,193,98,1550,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,6,8,11,18,19,20,91,0,3,10,8,11,18,19,20,95,218,218,358,328,431,568,302,112,2538,19,25,16,20,25,41,31,35,208,240,240,386,358,470,623,353,160,2840
UCL215070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,22,13,11,62,0,0,3,5,8,22,13,11,62,142,180,153,147,167,120,82,27,1014,14,24,11,19,16,21,11,8,127,166,202,170,179,192,167,100,41,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,165,169,165,165,170,165,100,77,1172,18,24,13,10,19,20,16,0,110,184,192,174,173,190,181,113,82,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,24,9,15,66,0,0,7,5,12,24,9,15,67,308,347,315,312,340,288,179,100,2189,34,41,22,32,32,39,26,8,239,345,395,346,353,384,345,216,122,2502
UCL215071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,12,13,12,14,21,3,81,3,6,10,13,18,14,21,3,86,218,143,191,209,256,141,65,8,1227,10,3,5,8,10,5,5,0,50,225,150,210,233,286,155,88,16,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,4,5,0,0,0,11,203,175,217,304,243,197,85,13,1431,13,8,4,16,0,10,6,0,56,215,173,222,324,249,202,87,16,1499,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,12,16,14,15,21,3,87,3,6,10,15,17,15,21,3,91,419,313,415,517,502,332,149,27,2661,20,11,12,27,16,11,4,0,105,444,329,435,556,532,362,171,28,2854
UCL215072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,18,0,0,0,0,7,7,0,3,16,110,195,189,117,106,95,40,11,865,23,48,30,16,18,14,7,4,166,135,243,225,136,129,116,53,15,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,176,158,101,126,98,43,32,811,18,35,32,16,15,13,14,18,155,94,210,188,111,142,115,48,52,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,16,0,0,0,0,5,7,0,3,23,186,373,345,223,232,194,86,43,1672,44,78,62,28,32,36,16,18,318,230,447,411,249,274,235,97,62,2013
UCL215073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,18,23,14,76,0,0,7,8,12,18,23,14,77,117,97,98,147,198,177,130,39,1002,7,7,10,16,10,16,15,7,90,129,113,110,165,222,217,158,59,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,3,0,0,0,10,124,94,111,159,209,208,155,87,1151,9,13,8,5,8,10,17,13,91,133,108,123,169,220,216,176,107,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,18,20,14,88,0,0,8,11,16,18,20,14,87,244,197,207,307,405,385,281,121,2150,17,17,16,23,21,27,32,25,184,261,217,230,335,443,434,338,162,2418
UCL215074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,14,21,29,19,10,113,0,10,10,16,26,29,19,10,113,282,346,292,309,252,175,84,7,1753,4,14,9,10,14,10,8,0,76,285,369,309,332,286,217,111,24,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,9,0,0,3,0,3,3,4,0,9,237,372,312,326,266,241,94,17,1862,11,9,10,3,12,15,7,0,67,252,383,319,333,280,253,104,19,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,13,31,34,24,10,124,0,10,9,19,27,34,24,10,125,514,719,604,637,511,415,179,26,3617,19,28,16,17,24,27,15,0,146,534,758,629,668,571,471,218,44,3891
UCL215075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,3,10,0,35,0,0,4,4,12,3,10,0,37,58,76,63,44,70,68,34,5,422,7,11,10,4,9,9,10,0,52,67,89,72,59,92,76,53,9,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,55,75,58,75,86,78,33,11,470,3,10,8,0,8,6,3,3,44,62,82,66,74,98,85,42,14,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,8,0,42,0,0,0,4,10,6,8,0,40,114,147,121,123,160,144,76,17,893,10,19,15,3,21,8,18,3,96,124,170,135,134,190,166,98,19,1033
UCL215076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,17,23,10,9,74,0,3,4,6,17,23,10,9,71,79,95,101,124,140,149,92,20,807,5,6,0,9,7,4,8,0,37,84,109,106,135,167,175,111,28,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,10,0,0,3,3,0,5,0,0,10,126,121,117,126,162,180,83,37,957,5,4,0,6,7,7,11,4,50,133,128,126,135,171,195,89,47,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,18,29,14,9,80,0,3,5,7,18,29,14,9,83,201,219,224,247,307,327,171,57,1763,14,14,4,16,16,16,16,9,91,212,237,236,272,335,370,199,74,1935
UCL215077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,26,12,0,46,0,0,4,0,3,26,12,0,46,49,59,84,71,124,117,44,13,566,3,5,13,19,12,14,6,5,75,53,69,96,92,138,149,61,24,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,50,55,92,90,152,135,63,25,660,5,10,8,6,15,9,8,4,57,57,65,101,96,164,147,75,29,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,23,9,0,52,0,0,4,0,4,23,9,0,52,97,121,178,158,278,250,108,34,1225,11,9,13,27,27,17,16,14,136,109,133,194,190,305,292,134,57,1414
UCL215078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,6,0,11,0,0,5,0,4,3,6,0,12,109,125,116,120,103,59,33,8,672,13,3,3,4,4,0,0,0,31,117,133,125,118,114,62,38,8,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,99,145,130,116,122,71,31,7,725,7,6,3,9,0,0,0,0,24,106,147,134,123,126,76,31,7,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,4,0,11,0,0,5,0,3,4,4,0,15,207,267,248,234,227,130,66,14,1400,15,10,10,14,6,3,0,0,58,223,283,260,246,236,136,69,14,1469
UCL215079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,14,4,10,44,0,3,3,0,7,14,4,10,44,84,97,75,111,121,135,97,24,760,12,6,5,4,3,11,14,10,65,93,113,85,123,136,161,118,45,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,95,101,76,125,149,152,125,53,885,3,3,9,10,10,9,17,16,82,101,107,79,138,166,165,140,71,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,18,4,12,46,0,3,3,0,8,18,4,12,49,184,202,154,236,280,290,221,79,1639,13,13,8,16,17,24,32,26,147,192,217,167,263,298,323,259,110,1835
UCL215080,0,3,5,4,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,7,5,9,11,19,7,8,62,0,13,8,8,11,19,7,8,75,100,133,108,96,96,131,44,4,715,9,8,4,5,3,7,4,3,37,114,149,114,107,109,161,57,16,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,12,0,0,0,3,3,5,0,0,14,113,158,119,96,133,142,69,19,850,9,5,0,0,3,5,3,5,40,122,162,125,104,144,149,77,17,905,0,3,5,4,0,0,0,0,8,0,0,5,0,0,0,0,0,4,0,8,5,8,14,25,8,8,76,0,11,8,14,13,25,8,8,88,215,288,229,193,228,269,114,22,1564,20,11,7,11,10,11,8,4,77,232,316,243,216,250,308,130,33,1733
UCL215081,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,6,7,19,23,17,9,82,0,8,6,7,19,23,17,9,83,179,252,174,230,228,220,141,34,1470,18,22,17,22,27,15,15,6,133,201,282,193,253,273,255,174,45,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,3,3,0,0,0,11,184,255,209,238,293,246,187,69,1683,12,13,22,20,16,13,24,12,143,198,267,229,261,307,264,214,79,1828,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,6,10,16,29,17,9,89,0,8,6,10,16,29,17,9,91,366,506,384,463,526,465,329,104,3147,27,40,33,42,38,32,43,24,268,400,556,420,516,582,518,388,129,3507
UCL215082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,7,3,34,0,0,0,3,7,3,7,3,35,125,123,143,152,116,89,24,0,776,6,4,12,14,0,0,5,0,43,135,128,159,171,129,97,34,8,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,105,112,179,143,141,94,18,9,802,7,3,15,7,3,10,0,0,43,110,116,194,153,148,103,20,9,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,7,7,3,42,0,0,4,4,10,7,7,3,41,234,228,320,292,258,180,45,12,1578,10,11,23,22,9,10,5,0,88,246,248,351,316,277,199,52,13,1704
UCL215083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,9,8,41,0,0,0,8,9,10,9,8,41,92,103,78,99,127,117,73,27,716,8,6,3,5,4,7,3,7,47,102,108,84,110,142,134,85,45,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,5,0,0,0,0,0,8,79,101,100,110,176,130,97,42,836,6,0,4,8,9,9,13,8,60,89,103,109,115,182,135,117,56,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,10,9,8,47,0,0,6,9,7,10,9,8,47,170,201,181,209,305,247,172,74,1552,15,8,9,12,9,17,17,18,110,189,215,194,229,318,274,198,96,1713
UCL215084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,21,0,0,3,0,6,7,4,0,25,67,77,53,67,59,78,48,21,459,10,10,4,3,9,8,6,3,44,76,78,55,75,72,91,56,22,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,69,88,52,75,78,69,44,34,501,3,3,6,3,4,6,3,4,27,73,90,56,79,80,79,45,41,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,27,4,0,3,0,6,13,4,0,25,129,161,102,146,138,148,88,58,962,11,13,4,8,7,12,13,7,75,149,166,107,155,156,172,97,69,1066
UCL215085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,4,0,5,10,59,67,87,70,73,53,18,6,432,0,4,10,3,10,6,6,0,43,61,69,91,74,89,67,25,8,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,94,65,59,59,17,11,414,3,4,0,5,4,4,5,0,25,57,62,101,72,63,58,20,11,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,4,0,5,8,111,126,174,132,132,114,35,15,842,5,4,13,6,17,9,8,0,66,124,131,190,145,145,125,41,15,918
UCL215086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,28,15,6,76,0,3,10,5,4,28,15,6,78,182,204,206,197,173,170,107,34,1275,7,11,14,4,3,8,11,10,70,191,220,231,210,182,206,132,45,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,12,0,0,6,0,5,3,0,0,6,200,219,238,237,195,262,136,45,1535,11,10,9,9,3,12,20,26,98,210,226,249,252,206,278,154,75,1644,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,5,11,30,15,6,81,0,8,12,5,14,30,15,6,84,388,417,442,439,370,430,242,76,2812,15,15,21,18,13,24,30,39,165,400,442,477,455,392,485,287,122,3063
UCL215087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,21,0,0,0,0,8,7,5,0,21,85,90,100,114,114,92,24,3,626,9,11,8,4,15,9,0,0,63,89,102,111,121,132,106,35,3,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,74,85,100,112,120,74,18,7,587,8,14,5,10,9,6,3,0,53,82,96,103,125,132,80,23,7,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,26,4,0,0,3,6,7,5,0,28,158,178,193,225,233,166,46,5,1215,17,24,17,13,21,15,5,0,113,175,201,215,245,263,188,53,10,1349
UCL215088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,8,5,29,0,0,3,3,5,8,8,5,29,74,57,76,130,138,108,57,20,654,22,5,10,32,17,12,7,6,105,97,71,84,156,162,130,65,22,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,57,91,155,157,125,58,30,742,18,5,8,27,16,20,9,5,118,81,66,99,186,178,146,75,34,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,8,5,29,0,0,3,3,5,8,8,5,29,139,115,165,287,297,230,113,48,1393,37,13,18,54,36,36,17,11,223,176,130,184,343,337,275,135,58,1643
UCL215089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,14,12,11,51,0,0,6,4,8,14,12,11,51,97,100,76,96,153,153,70,22,769,4,10,6,6,3,15,18,5,80,105,116,87,110,169,178,98,38,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,94,104,95,119,152,156,101,40,867,5,10,7,9,5,8,22,30,106,100,121,102,136,161,169,123,74,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,15,12,11,58,0,3,6,5,9,15,12,11,58,189,210,170,220,308,310,174,59,1637,13,26,14,19,15,25,46,38,188,205,235,190,244,334,345,224,109,1881
UCL215090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,20,3,5,39,0,0,0,4,5,20,3,5,44,83,131,118,80,108,109,43,8,682,11,12,3,9,13,14,11,9,77,96,151,128,90,126,141,50,17,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,3,0,0,5,0,0,0,7,73,152,119,100,131,121,59,22,776,9,6,8,10,10,9,17,24,97,82,161,131,114,142,121,77,45,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,20,3,5,50,0,4,0,3,12,20,3,5,48,154,293,235,184,242,227,101,27,1453,24,15,15,19,25,15,20,28,165,178,314,254,207,270,259,131,63,1673
UCL215091,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,7,0,3,22,0,0,0,3,5,7,0,3,22,139,57,59,104,139,87,25,3,613,4,0,0,8,8,6,0,0,22,141,55,63,111,154,99,27,9,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,6,0,0,0,4,108,51,74,120,147,82,23,3,609,0,0,0,0,8,0,0,0,16,108,53,78,121,156,86,23,3,630,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,10,0,3,26,0,0,0,3,8,10,0,3,24,240,104,140,218,288,170,46,14,1225,4,0,0,6,18,5,0,0,40,247,108,145,227,311,189,50,13,1291
UCL215092,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,0,3,11,16,20,38,21,12,112,0,0,15,17,21,38,21,12,118,179,165,258,289,234,243,147,30,1544,9,7,11,8,8,4,7,0,55,188,175,284,307,263,285,177,46,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,17,0,0,4,4,5,0,0,0,15,188,175,306,374,282,316,185,83,1908,5,0,10,13,11,5,13,6,72,199,184,322,386,293,322,196,91,1992,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,10,17,28,38,21,15,125,0,0,13,20,24,38,21,15,139,369,344,564,665,510,557,334,110,3451,16,11,23,15,17,13,21,10,129,386,358,603,698,555,608,372,140,3713
UCL215093,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,9,14,19,11,5,66,5,8,3,13,14,19,11,5,73,259,327,254,225,212,170,63,14,1510,7,6,9,13,7,3,4,0,51,269,349,265,240,227,192,78,11,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,12,224,343,248,243,245,199,68,29,1599,7,5,10,9,3,4,4,0,47,228,348,254,255,255,208,76,27,1658,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,8,5,9,17,22,16,5,75,5,9,5,12,17,22,16,5,84,482,672,495,466,454,371,129,43,3113,12,14,23,20,14,11,5,0,102,503,697,521,496,478,400,150,48,3294
UCL215094,0,0,3,4,0,0,0,0,7,0,0,0,3,3,0,0,0,5,0,0,3,9,9,15,3,0,40,0,0,6,15,13,15,3,0,53,49,29,47,58,55,39,18,0,301,3,8,4,3,3,0,0,0,23,56,35,57,83,71,52,25,0,378,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,3,8,0,0,0,0,15,69,39,51,79,76,48,19,3,390,9,0,8,7,8,7,0,0,33,78,39,61,88,86,57,19,3,435,0,0,5,3,0,0,0,0,11,0,0,0,3,3,0,0,0,7,0,0,3,18,9,15,3,0,47,0,0,9,31,12,15,3,0,65,118,72,99,136,135,88,39,0,690,13,12,8,10,9,5,0,0,57,129,80,120,174,158,108,40,0,810
