UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,26,0,0,0,0,0,18,9,0,26,37,50,47,66,61,60,34,6,365,4,0,4,7,5,3,5,3,27,43,46,49,70,65,84,43,9,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,3,0,0,4,44,37,53,72,69,77,28,13,398,0,0,3,6,0,5,4,0,22,41,41,59,71,75,84,29,14,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,9,0,33,0,0,0,0,4,22,9,0,33,88,87,97,137,127,143,64,20,759,0,3,4,6,6,8,9,4,47,89,87,105,146,141,170,80,27,839
UCL214006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,19,82,51,34,205,0,3,4,11,20,82,51,34,208,204,234,283,321,421,510,287,52,2316,7,15,15,30,27,42,25,22,178,210,254,302,358,469,636,367,111,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,5,3,4,30,0,3,4,3,9,5,3,4,30,212,258,315,369,564,676,334,147,2866,5,17,23,28,44,49,44,37,249,213,278,340,396,610,735,381,185,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,26,88,56,39,241,0,6,7,15,30,88,56,39,239,415,490,591,694,984,1190,625,196,5184,15,34,38,49,73,97,70,62,433,427,531,635,758,1086,1377,751,297,5860
UCL214007,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,8,10,9,15,11,13,0,65,0,13,10,11,15,11,13,0,73,221,571,415,195,197,119,37,9,1765,11,27,22,10,12,3,4,0,97,240,609,450,223,224,137,57,7,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,7,4,0,0,0,13,211,632,387,256,234,136,38,10,1901,14,19,22,12,7,5,0,0,71,226,651,406,268,246,138,38,8,1986,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,8,0,8,10,16,16,8,13,0,76,0,13,11,18,15,8,13,0,81,436,1203,807,453,428,256,80,14,3673,28,48,41,21,26,9,4,0,177,463,1266,852,496,467,274,94,16,3924
UCL214008,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,6,14,17,19,54,33,35,187,0,6,12,21,21,54,33,35,192,506,529,417,455,528,506,317,92,3345,29,27,24,23,24,35,29,28,215,533,564,452,497,578,590,376,158,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,6,7,31,0,0,0,7,6,4,6,7,31,490,500,481,528,644,634,437,216,3927,39,30,20,17,24,39,62,40,279,528,532,509,549,681,681,502,256,4236,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,5,7,9,29,26,61,37,40,215,3,11,13,25,32,61,37,40,223,995,1024,898,979,1175,1146,750,308,7275,65,56,48,45,54,73,88,67,494,1063,1093,957,1052,1257,1273,876,417,7992
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7,7,27,53,52,21,168,0,0,8,7,25,53,52,21,169,411,432,432,495,528,430,262,86,3073,28,28,26,27,40,17,27,9,192,443,464,462,527,594,501,335,108,3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,6,27,0,0,0,3,5,7,5,6,27,388,475,514,536,642,542,336,159,3593,24,20,24,30,33,26,20,16,199,414,491,540,575,684,571,363,184,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,8,15,34,60,51,28,197,0,0,13,13,37,60,51,28,199,803,906,937,1035,1167,970,598,240,6662,48,48,49,52,76,41,49,24,393,853,958,998,1105,1278,1069,700,291,7258
UCL214010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,49,49,28,159,0,0,8,11,16,49,49,28,159,230,190,268,248,387,506,259,62,2149,17,4,11,14,15,27,12,10,110,245,193,285,281,419,575,321,98,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,15,180,217,315,315,468,604,338,121,2565,5,8,3,14,8,26,29,19,114,188,231,329,330,481,628,372,138,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,21,51,52,28,174,0,7,11,11,21,51,52,28,172,409,413,582,564,856,1108,596,179,4713,29,8,16,29,25,46,42,30,228,432,419,611,611,898,1203,690,235,5113
UCL214011,7,9,3,3,0,0,0,0,31,0,0,0,0,4,0,0,0,10,3,8,15,29,45,48,50,21,208,12,19,20,34,45,48,50,21,247,523,475,443,464,414,339,224,55,2942,27,25,30,26,32,19,22,5,182,560,520,498,521,493,408,290,89,3378,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,3,3,4,5,3,26,5,3,8,7,3,4,5,3,28,462,548,484,585,457,486,308,139,3465,30,27,41,23,22,24,25,13,213,499,577,535,608,483,516,336,156,3710,9,15,3,3,3,0,0,0,36,0,0,0,4,4,0,0,0,12,3,6,18,33,47,51,54,24,236,14,22,27,40,48,51,54,24,280,989,1019,934,1042,869,826,531,197,6407,61,52,70,45,55,47,45,22,400,1057,1095,1033,1134,977,924,627,239,7087
UCL214012,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,6,0,5,14,31,27,21,108,0,7,0,5,14,31,27,21,112,306,284,258,305,344,302,223,84,2105,22,19,11,11,14,26,29,16,151,336,310,272,321,370,356,277,124,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,4,4,0,0,0,5,279,294,301,336,385,407,292,146,2442,10,20,18,13,21,32,31,46,184,286,320,325,347,406,438,324,188,2634,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,10,19,30,27,21,118,0,7,4,10,19,30,27,21,119,587,584,558,644,725,714,517,227,4548,33,42,33,24,35,59,58,56,336,627,625,593,675,775,797,598,312,5003
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,9,9,37,40,30,132,0,4,11,9,12,37,40,30,131,228,222,274,334,252,257,165,62,1796,12,16,14,10,13,7,8,9,96,239,240,300,359,273,294,216,110,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,3,21,0,0,3,4,0,11,0,3,21,202,253,324,357,328,311,237,145,2156,9,11,15,10,9,17,13,15,101,215,263,336,377,342,334,246,162,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,19,8,40,36,37,157,0,4,11,19,12,40,36,37,161,433,478,594,697,580,561,402,208,3946,18,27,27,24,23,25,27,26,198,456,505,637,737,614,632,468,268,4313
UCL214014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,27,82,62,28,227,0,6,9,14,27,82,62,28,230,236,193,246,261,390,542,296,55,2223,24,29,37,35,46,47,33,11,273,260,230,288,310,467,665,396,103,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,4,18,0,0,0,4,6,6,0,4,18,220,247,270,311,454,621,327,141,2593,28,35,26,33,34,46,37,20,273,251,283,296,347,499,676,367,165,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,21,35,82,62,28,242,0,5,9,21,35,82,62,28,246,456,442,513,570,848,1160,629,195,4814,56,65,67,69,84,93,70,32,536,511,515,586,658,967,1343,767,261,5602
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,9,38,33,10,114,0,6,8,6,9,38,33,10,114,255,243,287,245,299,299,191,47,1869,18,17,23,11,15,15,12,9,116,275,263,311,263,321,356,245,66,2099,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,24,0,0,0,3,8,4,0,0,23,265,268,332,294,357,418,257,132,2324,14,16,14,11,14,19,24,10,127,284,283,352,310,377,445,289,148,2476,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,12,17,43,37,16,135,0,6,3,11,17,43,37,16,142,519,509,619,535,659,716,452,178,4191,37,35,34,18,25,33,40,24,243,554,545,659,571,703,797,528,218,4575
UCL214016,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,23,23,53,55,39,193,3,3,9,22,23,53,55,39,196,354,350,264,371,423,497,366,93,2723,25,24,26,35,16,26,32,18,203,379,384,291,433,466,574,445,152,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,26,0,0,0,0,11,12,0,0,31,323,385,313,426,533,610,445,207,3240,31,18,16,24,24,37,48,28,223,363,403,333,455,564,658,487,233,3494,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,28,35,56,55,43,220,3,3,8,23,29,56,55,43,225,675,738,576,802,956,1111,808,297,5964,57,47,44,55,40,68,76,39,425,741,783,627,886,1033,1229,937,383,6620
UCL214017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,20,52,47,39,168,0,0,5,7,18,52,47,39,173,168,131,168,211,324,499,270,72,1847,12,5,10,9,34,40,31,9,148,182,134,183,236,377,587,358,123,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,14,0,0,0,4,8,0,0,3,14,144,126,202,278,445,596,372,157,2322,15,3,13,13,23,44,29,8,154,163,130,222,289,471,640,404,168,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,9,18,50,47,44,181,0,0,10,10,19,50,47,44,186,318,256,366,489,769,1093,650,230,4168,21,14,24,22,50,88,60,20,303,342,267,399,524,844,1236,754,296,4657
UCL214018,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,10,0,0,8,14,36,99,66,27,246,0,5,10,19,42,99,66,27,258,255,282,304,436,673,887,417,77,3336,18,11,23,40,45,78,62,29,299,267,301,335,492,765,1058,547,126,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,13,4,0,3,39,0,0,3,15,12,4,0,3,39,246,281,351,506,838,1040,478,112,3856,12,10,25,24,52,60,62,55,308,264,287,378,544,902,1111,542,174,4206,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,7,0,0,11,28,46,104,71,29,285,0,5,17,28,51,104,71,29,301,506,563,655,942,1515,1932,889,192,7188,28,24,44,66,97,134,125,84,607,530,586,721,1037,1665,2169,1082,306,8096
UCL214019,4,16,8,15,3,0,0,0,41,0,0,0,0,5,0,0,0,7,0,9,13,22,40,84,56,28,249,5,23,19,36,49,84,56,28,301,359,303,237,279,323,284,136,46,1966,36,38,37,31,34,33,15,3,233,400,365,299,342,409,399,205,71,2500,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,4,10,17,11,3,0,49,4,6,4,9,21,11,3,0,63,298,331,275,345,397,374,217,109,2346,20,34,27,25,33,19,11,25,204,328,366,308,377,455,402,230,134,2607,5,20,5,17,0,0,0,0,49,0,0,0,0,12,0,0,0,8,3,12,18,29,60,96,60,28,301,8,31,23,44,72,96,60,28,361,659,632,517,619,720,656,352,156,4315,63,74,61,60,69,54,29,27,436,727,732,604,723,863,805,442,208,5101
UCL214020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,17,32,40,24,21,144,0,7,8,18,32,40,24,21,145,279,316,246,247,358,309,171,30,1957,24,30,19,22,34,39,32,20,222,301,349,273,293,418,388,226,79,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,0,7,5,0,0,17,255,319,249,318,367,389,220,86,2205,14,19,19,21,18,22,51,54,222,270,338,262,343,396,418,269,143,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,21,35,41,24,24,159,0,0,8,23,35,41,24,24,156,537,633,491,564,720,699,388,122,4161,38,54,41,47,53,59,78,71,442,572,694,536,630,810,805,490,225,4765
UCL214021,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,5,11,5,26,13,20,91,4,5,11,10,11,26,13,20,98,392,277,274,350,246,211,116,44,1913,4,7,11,8,8,15,15,8,94,398,291,296,371,265,252,143,70,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,13,0,0,3,4,8,0,0,0,16,307,316,338,384,273,298,174,117,2211,22,13,10,4,11,10,16,18,105,326,327,350,393,294,310,192,137,2330,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,4,5,10,9,17,26,13,26,106,4,5,11,18,19,26,13,26,111,696,596,614,734,522,513,286,158,4122,29,22,24,21,17,29,33,26,197,726,621,645,764,556,566,336,213,4436
UCL214022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,8,22,17,68,61,35,212,0,3,5,22,17,68,61,35,213,394,376,368,411,490,524,317,80,2944,19,28,25,20,28,33,39,30,222,414,409,400,449,531,622,420,139,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,24,0,0,0,4,10,4,0,0,24,358,393,394,463,604,704,416,201,3533,21,35,29,27,43,48,46,24,268,380,425,423,493,650,761,466,224,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,11,20,27,72,62,38,233,0,6,12,20,28,72,62,38,242,757,766,761,873,1092,1227,731,281,6479,38,60,55,44,68,85,88,49,492,794,830,827,940,1186,1386,886,369,7209
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,27,0,0,0,0,5,14,8,4,32,60,39,38,90,137,117,51,7,542,3,0,10,7,10,14,0,0,40,66,39,48,98,147,145,57,7,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,40,39,48,91,175,128,51,16,588,5,9,6,9,4,13,4,3,46,49,43,52,97,176,143,51,19,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,8,6,34,0,0,0,6,5,13,8,6,30,105,82,91,179,310,243,99,26,1135,10,8,8,15,13,25,3,6,87,107,91,101,193,326,283,111,34,1246
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,25,13,9,55,0,0,0,4,7,25,13,9,55,106,96,108,135,164,165,105,26,901,12,5,4,9,13,8,6,0,61,124,97,112,144,183,197,129,31,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,23,0,0,0,0,0,12,3,6,23,92,95,125,136,180,226,126,54,1034,8,14,3,10,9,7,8,5,57,102,104,129,147,190,237,140,64,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,30,17,10,76,0,3,0,8,11,30,17,10,76,199,187,234,270,343,389,228,80,1929,24,20,11,15,15,19,17,0,115,220,206,242,294,371,436,269,96,2126
UCL215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,25,22,9,66,0,0,7,0,3,25,22,9,67,116,106,148,160,227,251,125,25,1164,5,8,6,10,12,22,10,0,76,119,116,163,176,250,297,157,35,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,0,0,0,0,4,3,3,9,104,129,159,176,277,291,139,58,1343,5,8,10,9,17,20,7,6,78,103,137,168,192,295,319,151,75,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,23,25,10,73,0,0,7,0,3,23,25,10,76,214,239,304,338,510,551,262,86,2507,8,20,17,22,26,36,17,10,158,222,254,331,361,544,613,306,102,2735
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,23,0,0,0,0,0,11,6,8,23,48,73,57,87,110,101,45,6,530,5,11,7,10,16,18,5,5,78,61,82,72,101,130,124,50,17,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,69,78,98,112,112,56,27,588,0,12,5,10,6,16,14,8,68,44,77,80,105,120,132,69,34,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,14,6,8,26,0,0,7,3,0,14,6,8,26,96,141,133,177,219,212,101,34,1117,10,17,16,23,24,32,14,12,145,104,159,153,206,243,257,124,47,1292
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,6,10,37,0,0,0,3,0,13,6,10,37,37,45,33,60,66,96,50,11,390,14,3,7,7,9,10,8,0,54,44,53,37,66,73,117,61,25,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,3,35,51,51,62,67,87,55,25,426,4,0,11,7,0,7,6,5,40,41,51,56,70,65,96,60,27,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,6,9,39,0,0,0,9,3,13,6,9,39,77,99,83,119,128,178,99,39,818,17,0,14,11,8,17,11,9,89,89,103,93,134,141,215,116,50,946
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,19,19,10,9,69,0,4,6,4,18,19,10,9,70,108,144,172,112,145,110,74,16,881,3,5,3,6,6,8,10,0,49,115,158,184,128,171,133,90,19,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,8,98,165,179,146,192,150,93,45,1055,0,10,3,10,8,14,7,7,59,95,173,179,157,201,162,97,57,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,24,14,10,9,73,0,6,9,6,21,14,10,9,79,204,306,344,263,339,256,164,64,1940,7,18,11,11,11,20,13,9,108,219,333,362,283,371,293,188,73,2126
UCL215007,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,3,6,11,17,21,11,66,4,4,9,7,10,17,21,11,72,91,62,131,123,139,158,91,19,832,4,6,11,15,9,11,8,5,59,104,77,151,141,160,187,121,32,963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,81,74,161,178,185,168,113,44,1006,5,5,11,11,6,9,5,3,54,87,80,176,185,192,182,124,44,1065,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,3,6,11,17,21,11,64,7,5,9,7,10,17,21,11,82,179,137,299,295,323,326,210,66,1837,9,17,21,19,14,21,10,6,113,192,154,324,328,348,363,240,79,2032
UCL215008,5,10,8,5,3,0,0,0,36,0,4,6,0,3,0,0,0,14,0,9,5,22,16,15,3,0,74,7,22,18,26,28,15,3,0,117,96,85,108,115,90,69,23,0,582,8,6,7,0,0,0,0,0,18,107,108,129,145,116,84,24,4,722,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,24,4,4,0,9,11,0,0,0,33,106,118,138,134,100,70,22,3,690,3,3,0,3,0,0,0,0,9,112,127,141,143,110,74,22,3,728,10,8,8,4,3,0,0,0,36,0,3,3,0,4,0,0,0,18,0,9,8,31,28,15,3,0,94,9,21,18,40,38,15,3,0,144,198,202,246,251,190,142,38,6,1275,7,3,5,4,0,3,0,0,32,217,230,274,290,227,155,42,11,1450
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,24,0,0,0,0,3,5,8,5,24,36,28,38,46,72,81,48,0,346,3,3,8,6,6,5,3,0,40,40,35,55,46,83,95,56,10,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,4,34,23,37,52,76,81,42,3,347,4,3,4,6,5,10,5,0,33,35,25,46,58,80,94,41,5,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,8,5,32,0,0,3,0,6,10,8,5,32,60,57,77,91,147,160,91,9,696,6,7,13,4,8,12,6,0,78,73,63,98,105,164,188,101,14,801
UCL215010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,3,25,0,0,4,4,5,9,3,3,30,168,63,144,154,148,99,41,11,832,10,6,12,7,9,7,3,0,52,179,71,155,160,163,113,45,16,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,126,74,156,171,155,96,42,15,837,7,4,7,9,10,7,3,3,44,133,76,156,182,163,108,49,19,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,3,32,0,0,4,4,5,9,3,3,32,296,137,294,324,305,196,88,28,1665,19,5,16,17,15,14,7,3,99,313,148,316,346,320,224,98,32,1798
