SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
204011059,2747,2833,5577,961,524,1482,308,671,982,108,119,226,95,72,172,1470,1387,2861,1029,1220,2250,6.4,5.4,5.9,53.5,49.1,51.3,50.1,46.4,48.2,48,50,97,24,62,83,164,252,413,159,279,432,695,382,1074,27,57,83,27,46,68,746,479,1226,2541,2658,5207,364,345,712,1729,1829,3558,1072,1066,2138
204011060,2086,1733,3821,1130,507,1636,218,426,642,84,101,188,38,38,73,1462,1072,2536,457,518,981,2.4,3.6,2.9,70.1,61.9,66.4,68.5,59.7,64.5,49,66,114,15,60,70,167,268,431,164,212,381,568,245,814,29,33,62,22,47,66,623,318,945,1887,1644,3531,408,284,698,1185,1055,2236,1011,783,1792
204011061,102,88,190,33,12,43,15,15,29,0,3,11,3,4,8,47,39,89,36,31,67,6.5,7.7,7.1,45.1,44.8,45,42.2,41.4,41.8,0,0,0,0,4,5,8,7,8,4,13,17,25,8,31,0,0,3,5,6,10,25,13,42,87,81,168,9,4,22,56,65,116,37,29,60
204011062,1849,1768,3618,661,302,961,234,405,634,74,89,165,46,38,77,1009,837,1843,628,736,1365,4.6,4.2,4.4,54.6,47.1,50.9,52.1,45.1,48.7,33,59,91,26,53,82,133,226,361,135,215,352,544,201,743,12,32,40,23,35,65,574,264,844,1668,1570,3239,193,195,389,1125,1045,2175,673,673,1343
204021063,4394,4916,9306,1560,878,2439,503,1108,1613,177,214,385,102,68,171,2344,2265,4615,1680,2248,3923,4.4,3,3.8,53.4,46.1,49.5,51,44.7,47.7,104,120,225,64,137,200,275,520,795,323,533,861,1158,677,1830,45,84,137,56,75,135,1265,836,2097,4050,4498,8551,584,658,1241,2651,2939,5587,1761,1959,3722
204021064,1641,1570,3210,696,374,1067,212,426,637,73,79,150,30,20,48,1010,893,1905,497,549,1047,2.9,2.1,2.5,61.4,57.1,59.3,59.6,55.9,57.8,28,51,78,28,52,86,123,226,357,139,187,326,482,211,698,5,32,42,32,24,60,522,268,796,1595,1534,3140,151,129,280,1207,1136,2342,488,471,959
204021065,1661,1723,3386,703,413,1121,187,425,611,70,84,148,15,36,54,977,957,1938,576,677,1252,1.9,3.7,2.8,58.9,55.5,57.2,57.8,53.5,55.6,27,44,73,24,56,84,114,235,351,98,203,305,517,248,759,22,33,50,30,35,67,564,309,874,1656,1640,3293,215,277,488,1183,1204,2389,599,621,1223
204021066,7646,8806,16453,3104,1886,4986,1026,2303,3328,248,365,615,178,141,316,4559,4688,9254,2645,3591,6237,3.9,3,3.5,59.6,53.3,56.2,57.3,51.7,54.3,167,278,450,132,322,451,678,1157,1839,552,960,1504,2062,1220,3287,66,142,209,97,143,238,2229,1506,3735,7571,8406,15977,1190,1353,2543,5077,5570,10646,3244,3737,6974
204021067,4111,4040,8146,1870,1048,2914,600,1174,1774,176,251,428,61,44,101,2707,2509,5213,1149,1276,2424,2.2,1.7,2,65.9,62.1,64,64.4,61.1,62.8,86,142,228,84,178,258,380,652,1028,335,557,899,1265,545,1815,39,58,93,65,73,135,1362,673,2039,4203,4100,8300,415,449,868,3223,3088,6313,1191,1231,2421
204031068,2046,2148,4190,717,478,1194,297,588,888,84,141,230,31,35,64,1129,1239,2368,816,802,1617,2.6,2.7,2.6,55.3,57.8,56.6,53.9,56.3,55.1,107,154,257,63,163,225,296,446,738,200,286,489,462,223,684,19,24,43,27,30,57,509,274,783,1880,2016,3901,310,372,678,1267,1390,2653,823,907,1729
204031069,3753,3793,7546,1305,808,2113,685,1103,1782,228,187,410,42,34,81,2259,2140,4398,1156,1338,2493,1.9,1.8,1.8,60.2,56.4,58.3,59.1,55.4,57.2,151,176,330,98,184,281,492,695,1192,325,476,799,1039,420,1457,39,62,100,57,83,138,1132,568,1700,3386,3381,6769,635,649,1283,2244,2277,4517,1616,1633,3247
204031070,1299,1360,2653,595,322,920,139,412,547,53,76,125,30,21,48,821,830,1645,389,440,827,3.7,2.4,3,63,61,62,60.7,59.6,60.1,24,43,60,22,59,82,75,194,269,97,148,247,432,208,636,13,21,37,14,17,36,461,248,710,1308,1342,2649,129,146,270,986,1005,1987,381,415,799
204031071,1968,2075,4039,769,399,1170,285,588,876,102,123,227,43,15,59,1197,1130,2330,665,828,1491,3.4,1.4,2.4,61,54.5,57.6,58.9,53.7,56.2,36,60,94,27,66,97,162,269,425,132,220,354,540,289,826,14,33,48,32,41,65,591,356,944,1930,1995,3922,250,258,507,1402,1389,2792,687,763,1450
204031072,2649,2581,5231,1108,538,1646,296,666,961,99,129,225,61,39,104,1567,1373,2940,840,984,1820,4,2.9,3.5,59.1,53.2,56.2,56.7,51.7,54.2,51,58,112,44,90,132,154,329,486,184,290,478,777,392,1168,24,50,74,40,56,96,839,497,1341,2507,2455,4959,325,303,627,1845,1759,3608,873,886,1751
204031073,5921,6475,12392,2717,1614,4329,709,1731,2446,191,265,457,165,154,315,3780,3759,7545,1816,2396,4206,4.4,4,4.2,63.9,58.1,60.9,61.1,55.8,58.3,89,149,236,98,197,293,417,769,1186,494,721,1219,1759,1133,2891,46,112,161,84,135,218,1886,1374,3268,5941,6386,12331,961,1069,2030,3874,4152,8024,2698,2934,5637
204031075,2050,2104,4155,949,516,1466,295,646,938,89,126,217,33,21,48,1368,1304,2672,536,672,1211,2.3,1.4,1.9,66.8,61.9,64.3,65.2,61.1,63.1,68,107,176,33,120,156,253,414,662,175,250,422,642,307,944,17,30,44,39,33,77,690,372,1061,2085,2180,4263,285,274,557,1460,1500,2960,782,841,1619
204031491,4810,4914,9723,2792,1518,4315,530,1489,2023,178,240,415,102,94,198,3603,3343,6942,1051,1419,2473,2.8,2.8,2.8,74.8,68.1,71.4,72.7,66.2,69.4,137,201,341,108,230,339,496,859,1348,478,644,1124,1474,828,2299,48,74,124,55,108,161,1575,1007,2587,4673,4891,9559,1355,1253,2605,2333,2417,4744,3284,3253,6534
204031492,6001,6455,12454,2454,1450,3903,762,1566,2326,200,281,482,225,165,394,3642,3463,7106,1989,2613,4602,6.2,4.8,5.5,60.7,53.7,57,56.9,51.1,53.9,148,187,334,67,188,256,455,716,1169,461,717,1177,1703,1107,2805,80,124,199,82,136,218,1864,1362,3223,5790,6182,11975,963,999,1961,3700,3972,7673,2710,2897,5612
205011076,7533,8186,15722,3319,1697,5018,931,2223,3159,280,404,685,204,161,363,4733,4491,9220,2363,3245,5607,4.3,3.6,3.9,62.9,54.8,58.7,60.2,52.8,56.4,128,195,322,83,229,316,514,987,1502,536,955,1489,2447,1372,3816,61,141,201,127,170,296,2639,1676,4313,7530,7949,15483,1364,1522,2881,4308,4526,8832,4032,4357,8388
205011077,2774,2701,5474,1154,558,1714,359,761,1117,131,142,272,66,60,127,1718,1521,3238,836,1002,1845,4,3.9,4,61.8,56.4,59.1,59.4,54.1,56.8,61,96,160,42,98,145,214,378,591,203,318,524,899,392,1291,25,54,76,31,44,78,957,487,1445,2780,2658,5435,294,294,592,2040,1911,3946,902,912,1809
205011078,3293,3512,6807,1459,702,2157,404,995,1397,138,181,316,58,61,123,2063,1940,3998,1034,1360,2395,3,3.2,3.1,62.5,55.2,58.7,60.6,53.4,56.9,71,111,185,43,110,159,246,486,730,240,379,617,1029,520,1550,26,59,83,45,60,111,1099,646,1746,3365,3461,6823,434,468,903,2333,2341,4666,1282,1434,2720
205011079,8885,9897,18783,3982,2190,6176,1162,2742,3895,321,446,765,228,214,438,5689,5589,11277,2715,3788,6504,4,3.8,3.9,64,56.5,60,61.5,54.3,57.7,302,406,712,187,368,560,974,1495,2474,720,1193,1909,2508,1350,3861,72,162,234,121,192,321,2708,1714,4415,8730,9387,18118,1568,1798,3365,5163,5590,10756,4554,5051,9594
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,6081,6900,12979,2203,1236,3443,800,1752,2552,227,253,477,175,119,297,3406,3360,6770,2209,2996,5204,5.2,3.6,4.4,56.1,48.7,52.2,53.2,47,49.9,113,166,280,71,193,265,409,747,1161,429,756,1184,1648,967,2618,53,120,180,84,104,184,1785,1192,2984,5860,6470,12327,959,1057,2016,3665,4088,7750,2756,3061,5813
205021082,3528,3374,6903,1416,692,2106,460,976,1439,154,185,334,71,48,128,2108,1903,4013,1133,1201,2333,3.5,2.7,3.1,59.8,56.4,58.1,57.7,54.9,56.3,53,78,129,38,112,150,215,426,637,273,399,674,1050,503,1554,28,62,91,37,55,88,1117,618,1738,3451,3282,6736,393,410,802,2493,2309,4798,1172,1205,2381
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,4726,4871,9593,1176,678,1855,588,1085,1669,185,214,398,113,84,193,2058,2056,4113,2248,2406,4648,5.3,3.9,4.6,43.6,42.2,42.9,41.2,40.5,40.9,85,125,210,68,127,200,344,535,873,354,519,879,1337,641,1975,51,79,132,100,90,190,1489,807,2295,4279,4362,8639,687,692,1380,2862,2897,5760,1907,1978,3888
205021085,2954,2833,5784,799,416,1220,360,699,1060,122,117,242,96,49,145,1378,1282,2662,1250,1235,2480,6.8,4,5.4,46.7,45.3,46,43.5,43.5,43.5,65,72,135,44,82,126,191,330,523,193,284,476,749,328,1082,24,45,63,41,56,105,814,436,1250,2650,2502,5151,355,376,731,1968,1833,3798,927,945,1873
205021086,3007,3251,6264,735,492,1226,342,657,994,98,113,207,73,48,122,1244,1313,2556,1617,1799,3416,5.9,3.8,4.8,41.5,40.2,40.8,39,38.7,38.9,78,97,172,61,117,176,236,404,639,281,420,700,943,411,1361,29,48,74,66,70,128,1040,530,1567,2681,2880,5561,474,542,1013,1772,1905,3674,1297,1423,2721
205031087,4055,4027,8083,1304,615,1911,598,1080,1672,173,215,389,72,56,127,2144,1959,4102,1579,1754,3337,3.4,2.7,3,52.8,48.6,50.7,51.1,47.3,49.2,143,172,316,56,163,222,373,588,961,291,460,751,1106,473,1576,38,60,99,70,78,141,1205,605,1814,3820,3736,7553,488,530,1020,2630,2567,5198,1515,1543,3058
205031088,61,64,120,16,12,27,10,16,27,3,0,3,0,0,3,29,29,58,23,27,50,3.3,6.9,5.1,48.4,46.8,47.6,46.8,43.5,45.2,3,4,4,3,6,8,9,12,22,3,10,10,8,4,13,0,0,3,4,0,4,11,6,16,56,64,118,4,0,5,38,38,77,19,22,42
205031089,3981,4143,8128,1657,831,2490,537,1183,1721,173,214,390,102,68,166,2471,2294,4769,1260,1597,2859,4.1,3,3.5,62.1,55.4,58.7,59.6,53.8,56.6,62,112,175,53,123,174,306,494,797,265,510,773,1219,592,1809,40,75,118,58,87,142,1310,755,2068,4010,4046,8055,518,534,1056,2643,2632,5275,1652,1744,3396
205031090,4478,4934,9410,1855,943,2799,627,1335,1963,175,233,406,74,80,154,2733,2591,5316,1489,2046,3539,2.7,3.1,2.9,60.9,52.5,56.5,59.3,50.9,54.9,91,150,245,65,167,230,382,714,1093,305,508,820,1326,640,1962,39,90,131,46,105,148,1405,832,2236,4544,4770,9314,615,687,1304,3144,3256,6402,1794,2023,3816
205031091,5589,6116,11709,1615,970,2585,848,1473,2314,296,339,630,118,77,198,2870,2858,5731,2263,2732,4991,4.1,2.8,3.5,51.4,46.7,49,49.3,45.4,47.3,189,213,405,96,249,345,628,871,1501,519,780,1296,1594,671,2267,52,119,165,104,122,227,1747,913,2659,5020,5290,10310,1021,1153,2177,2963,3013,5982,2828,3153,5977
205031092,9,4,12,0,4,8,0,3,3,0,0,0,0,0,0,7,8,7,0,0,0,20,0,11.1,83.3,66.7,75,66.7,66.7,66.7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,7,8,11,0,0,0,0,5,6,5,4,5
205031093,11000,11752,22747,3493,1858,5356,1553,2948,4504,461,530,992,275,177,451,5785,5521,11301,4465,5449,9911,4.8,3.2,4,52.6,46.9,49.7,50.1,45.4,47.7,285,377,663,215,411,632,951,1638,2591,837,1326,2166,3136,1506,4646,87,185,274,148,203,358,3374,1903,5274,10171,10663,20840,1887,1994,3878,6192,6522,12711,5313,5612,10925
205041094,4766,4972,9739,1903,948,2852,535,1346,1880,164,258,418,177,127,307,2770,2684,5458,1663,1951,3618,6.5,4.8,5.6,58.2,54,56,54.4,51.4,52.9,108,152,259,68,151,217,357,610,966,345,535,880,1606,745,2344,43,101,146,59,91,146,1702,935,2633,4897,4929,9828,533,546,1077,3520,3494,7013,1646,1724,3371
205041095,7012,7482,14492,2324,1206,3523,721,1724,2445,237,286,529,360,229,594,3647,3443,7093,2816,3484,6295,10,6.7,8.4,52,46,48.9,46.8,43,44.8,72,111,181,52,132,182,316,584,902,420,653,1073,2282,1220,3502,67,122,189,74,126,195,2424,1461,3887,6732,7060,13792,887,983,1865,4720,4833,9555,2511,2846,5362
205041096,5834,6100,11932,1584,857,2439,660,1221,1877,189,209,398,340,240,580,2769,2532,5299,2430,2919,5354,12.3,9.5,11,47.5,41.5,44.4,41.7,37.5,39.6,64,85,148,44,82,125,270,382,653,278,431,712,1536,905,2439,68,112,178,59,85,151,1665,1101,2772,5387,5580,10966,818,803,1616,3712,3747,7456,2130,2258,4385
205041098,1915,1905,3826,896,397,1292,190,585,772,98,111,214,61,42,97,1248,1130,2375,547,658,1201,4.7,3.5,4.1,65,59.3,62.2,62,57.2,59.6,13,54,67,13,55,71,100,203,307,101,210,314,754,332,1090,16,32,44,19,28,51,793,393,1181,2018,1984,4002,166,189,352,1541,1447,2983,540,595,1140
205041493,4671,5224,9903,1978,1045,3029,510,1307,1820,183,235,422,167,134,302,2847,2729,5570,1478,2100,3580,5.8,4.9,5.4,60.8,52.2,56.3,57.3,49.6,53.3,105,128,230,57,130,179,405,600,1007,304,512,820,1413,781,2189,40,86,130,41,83,127,1497,952,2450,4555,4829,9384,722,850,1568,3062,3252,6312,1924,2153,4074
205041494,6490,7138,13623,3008,1811,4817,768,2029,2792,213,324,530,243,147,387,4225,4304,8530,1869,2443,4311,5.8,3.3,4.5,65.1,60.3,62.6,61.4,58.3,59.8,202,285,489,76,246,322,604,1056,1664,461,809,1271,2057,1030,3086,63,94,158,74,98,165,2194,1216,3410,6475,6925,13402,1080,1235,2312,4187,4373,8556,2946,3366,6316
205051099,14,10,23,6,4,9,0,7,7,0,0,0,0,0,0,5,5,13,3,0,3,0,0,0,53.3,75,60.9,53.3,75,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,7,19,0,0,0,7,4,15,5,5,5
205051100,2270,1987,4252,824,379,1201,198,506,710,82,102,188,71,33,104,1178,1018,2201,932,826,1764,6.1,3.2,4.8,52,51.4,51.7,48.8,49.7,49.2,35,57,92,32,50,81,198,266,465,135,203,340,713,280,987,16,36,53,29,38,69,760,355,1115,2036,1814,3854,379,289,668,1349,1217,2565,983,820,1800
205051101,5911,6121,12031,2409,1243,3654,636,1592,2226,257,314,570,154,106,264,3457,3256,6713,2006,2427,4433,4.4,3.3,3.9,58.5,53.2,55.8,55.9,51.5,53.6,72,137,206,55,198,249,333,734,1062,333,642,973,1934,944,2875,57,117,174,67,108,178,2065,1166,3226,5837,5969,11809,819,838,1659,4095,4142,8235,2202,2332,4536
205051102,2462,1693,4154,756,419,1170,158,417,574,77,82,160,47,36,85,1033,959,1991,1256,541,1798,4.7,4,4.3,41.8,56.9,48,39.9,54.6,45.9,17,32,48,15,47,61,93,180,271,76,174,244,541,248,794,23,21,47,16,32,49,581,309,890,1578,1587,3158,239,218,452,1166,1134,2303,532,569,1097
205051103,5879,6615,12493,2419,1321,3734,696,1680,2379,206,252,451,184,169,354,3504,3419,6919,1991,2806,4800,5.3,4.9,5.1,59.6,51.7,55.4,56.4,49.1,52.5,178,228,405,97,194,294,574,900,1468,496,719,1213,1587,904,2486,77,95,172,63,100,167,1724,1102,2821,5559,6142,11701,1206,1272,2479,3521,3861,7380,2861,3169,6031
205051104,2406,2425,4827,804,420,1223,261,579,834,96,81,175,82,57,141,1244,1136,2379,959,1079,2038,6.8,4.9,5.9,51.8,46.7,49.3,48.3,44.4,46.4,32,44,78,27,57,88,108,250,351,146,245,387,743,337,1078,18,28,52,36,37,77,798,407,1203,2256,2246,4506,250,276,527,1568,1551,3123,831,857,1692
206011106,5317,6188,11504,2833,2722,5556,949,1513,2460,199,293,494,204,175,383,4190,4710,8897,904,1234,2136,4.9,3.8,4.3,78.7,76.1,77.3,74.9,73.2,74,848,1245,2092,200,430,627,1773,2175,3953,421,452,875,507,283,786,17,29,49,56,67,121,582,381,958,4056,4569,8628,1593,1911,3505,1983,2292,4274,3472,4006,7475
206011107,5880,6607,12493,2744,2360,5106,1147,1758,2906,246,317,568,221,199,421,4365,4632,8994,1297,1720,3021,5.1,4.3,4.7,74.2,70.1,72,70.4,67.1,68.6,803,1012,1814,222,396,625,1591,1970,3569,476,580,1052,711,423,1133,31,42,76,65,89,156,807,557,1362,5086,5536,10616,1392,1638,3029,3051,3348,6406,3128,3535,6666
206011109,4078,4427,8503,2019,1308,3324,645,1284,1928,154,213,370,125,84,213,2939,2891,5831,1001,1400,2395,4.2,3,3.6,72.1,65.3,68.6,69.1,63.4,66.1,349,418,767,108,253,358,904,1112,2016,364,448,813,640,285,922,25,34,59,51,69,123,716,389,1105,4315,4606,8917,495,580,1075,3136,3350,6492,1465,1601,3062
206011495,5502,5979,11481,2623,2235,4860,1085,1625,2705,209,292,507,250,177,428,4167,4331,8492,1177,1467,2645,6,4.1,5,75.7,72.4,74,71.2,69.4,70.3,795,1061,1851,210,391,602,1684,2006,3686,450,403,852,539,286,824,32,34,60,59,47,104,622,372,994,4507,4705,9219,1492,1698,3189,2622,2847,5472,3158,3362,6521
206011496,5662,6103,11764,2844,2513,5359,1053,1620,2669,230,252,488,218,168,386,4352,4558,8911,1059,1338,2398,5,3.6,4.3,76.8,74.7,75.7,73,72,72.5,933,1271,2198,198,421,614,1864,2083,3947,446,470,917,515,233,747,27,31,63,48,61,106,589,332,915,4429,4616,9044,1546,1804,3346,2343,2497,4845,3413,3730,7138
206011497,5194,5699,10894,2256,1741,3999,942,1586,2524,207,286,496,231,149,377,3635,3767,7398,1339,1707,3046,6.3,4,5.1,70,66.1,67.9,65.5,63.4,64.4,589,821,1407,150,333,489,1249,1491,2737,484,542,1036,651,322,976,26,43,66,63,56,116,742,423,1160,4781,5070,9848,999,1143,2140,3077,3343,6414,2434,2655,5089
206011498,5620,5997,11622,2581,1782,4365,994,1672,2664,190,307,499,238,158,397,4007,3920,7926,1423,1902,3323,5.9,4,5,71.2,65.3,68.2,67,62.7,64.8,575,753,1326,210,343,548,1335,1531,2872,436,522,959,759,353,1116,30,38,71,72,83,152,855,479,1335,5590,6001,11587,957,959,1917,3911,4330,8239,2301,2283,4584
206021110,3542,4019,7561,1712,1321,3027,629,1186,1818,130,184,317,122,100,219,2590,2790,5385,831,1101,1934,4.7,3.5,4.1,73.1,69.5,71.2,69.7,67,68.3,477,643,1125,195,321,513,1012,1232,2244,274,322,600,376,182,561,16,17,37,25,49,84,422,252,675,3420,3728,7140,671,819,1491,2325,2493,4819,1589,1855,3445
206021112,7571,8549,16116,3633,2877,6513,1317,2404,3722,300,393,699,289,244,534,5539,5923,11466,1725,2258,3978,5.2,4.2,4.7,73.2,69.3,71.1,69.4,66.4,67.8,843,1215,2059,294,597,895,2079,2528,4606,586,751,1343,925,476,1398,44,51,95,87,95,181,1055,618,1670,7154,7785,14939,1479,1717,3195,4538,5031,9566,3649,4047,7691
206021499,6019,6730,12752,2908,2377,5284,1062,1863,2922,215,329,543,193,161,346,4373,4728,9096,1433,1783,3213,4.3,3.3,3.8,72.6,70.2,71.3,69.5,67.8,68.6,825,1225,2048,288,483,773,1828,2106,3933,413,528,938,592,288,877,28,30,61,54,56,113,673,376,1051,5738,6199,11940,1142,1368,2517,3854,4202,8054,2718,3056,5774
206021500,4082,4732,8816,2053,1831,3886,733,1290,2021,125,212,334,153,123,277,3060,3455,6515,875,1102,1977,5,3.6,4.3,74.9,73.1,73.9,71.2,70.5,70.8,635,888,1525,164,380,545,1308,1585,2887,296,391,680,361,177,538,26,23,49,46,49,92,426,252,679,3621,4165,7782,978,1093,2073,2270,2641,4912,2150,2430,4573
206031113,6061,6450,12511,2938,2203,5135,950,1592,2550,219,301,519,210,191,400,4316,4286,8603,1413,1820,3235,4.8,4.4,4.6,71.2,66.4,68.8,67.8,63.5,65.6,717,787,1508,206,385,588,1617,1823,3434,499,574,1075,728,411,1133,38,50,90,74,128,203,839,587,1424,5816,6031,11849,1118,1175,2289,3773,3947,7721,2770,2888,5658
206031115,3734,4153,7886,1607,1337,2944,615,992,1611,146,163,316,203,158,355,2577,2648,5221,895,1197,2090,7.8,5.9,6.8,68.9,63.8,66.2,63.5,60,61.7,524,617,1146,113,219,338,981,1122,2093,291,323,616,326,235,561,24,24,52,48,46,91,397,310,702,3048,3347,6389,924,983,1910,1828,2068,3896,1973,2061,4027
206031116,6687,7290,13976,3431,2571,6000,1059,1827,2881,224,327,553,211,169,377,4925,4886,9808,1519,2175,3690,4.3,3.4,3.9,73.6,67,70.2,70.5,64.7,67.5,789,899,1688,243,479,728,1834,2056,3890,604,731,1330,860,388,1248,37,53,93,72,116,185,964,555,1521,6062,6545,12609,1418,1556,2979,3823,4148,7969,3336,3643,6984
206031501,6428,7045,13476,3194,2098,5290,964,1909,2877,255,314,566,213,175,395,4629,4498,9123,1580,2304,3881,4.7,3.9,4.3,72,63.8,67.7,68.6,61.3,64.8,545,627,1172,210,328,540,1501,1807,3313,617,724,1338,1034,445,1478,42,63,103,77,150,223,1147,657,1804,6471,6866,13337,1001,1083,2082,4525,4843,9370,2647,2836,5487
206031502,5019,5474,10490,2528,1924,4449,818,1418,2234,168,263,437,186,135,317,3698,3738,7435,1119,1532,2647,5,3.5,4.3,73.7,68.3,70.8,70,65.9,67.8,550,624,1169,181,295,474,1383,1591,2971,482,597,1077,632,315,945,17,47,65,68,78,146,723,435,1162,4598,4907,9506,1034,1113,2151,2823,3034,5855,2613,2778,5393
206041117,7714,8057,15771,2382,2034,4417,1627,2003,3625,321,380,702,582,553,1141,4913,4970,9888,2233,2559,4795,11.9,11.2,11.5,63.7,61.7,62.7,56.1,54.8,55.5,1413,1537,2951,140,232,371,2387,2522,4905,481,548,1030,399,281,681,41,39,85,42,78,116,484,400,878,4228,4391,8619,3330,3498,6828,1801,1915,3713,5586,5801,11385
206041118,7408,6879,14285,3892,2577,6469,1042,1325,2372,292,303,598,323,379,706,5553,4592,10140,1193,1645,2840,5.8,8.3,6.9,74.9,66.8,71,70.6,61.2,66.1,1329,1376,2709,183,219,402,2587,2338,4924,613,627,1237,501,278,783,31,35,67,75,65,141,605,383,990,4193,3888,8079,3061,2825,5885,1342,1315,2654,5636,5148,10786
206041119,2210,2401,4609,1138,957,2095,351,486,833,69,87,153,58,44,100,1604,1571,3178,466,690,1162,3.4,2.9,3.2,72.8,65.4,69,70.4,63.5,66.8,434,468,907,107,134,241,817,832,1652,178,213,395,120,76,200,11,8,16,18,33,56,147,115,263,1676,1788,3462,538,604,1138,826,963,1789,1330,1393,2725
206041120,47,27,78,23,12,36,18,7,23,4,4,6,0,4,0,41,31,69,3,0,6,2.4,7.4,4.4,87.2,96.4,90.7,85.1,89.3,86.7,3,7,9,0,0,0,23,14,32,5,0,9,6,0,8,0,0,0,0,0,0,7,0,9,20,19,35,24,12,39,5,5,12,40,25,64
206041121,4468,4721,9185,2335,1991,4328,735,1126,1866,138,235,377,175,119,298,3389,3476,6866,910,1055,1967,5.2,3.4,4.3,75.8,73.7,74.7,71.9,71.1,71.5,684,866,1557,148,299,448,1452,1565,3016,337,389,722,396,228,625,18,26,46,35,39,80,444,295,743,3878,4079,7963,1089,1149,2235,2272,2458,4731,2440,2527,4958
206041124,3209,3600,6810,1025,814,1840,749,989,1736,157,243,397,198,247,441,2132,2291,4421,886,1095,1985,9.3,10.7,10,66.4,63.6,64.9,60.3,56.7,58.4,622,599,1224,57,111,173,822,857,1680,166,177,343,154,121,277,19,23,47,22,31,54,196,177,369,2043,2091,4135,1184,1469,2653,821,862,1680,2332,2639,4973
206041125,2765,3098,5862,1352,1129,2485,407,628,1033,99,99,194,78,75,149,1935,1932,3860,587,926,1505,3.8,3.9,3.9,70,62.3,65.9,67.3,59.9,63.4,533,570,1102,80,169,249,968,1050,2018,202,276,478,160,88,249,13,17,26,23,42,69,192,152,341,2044,2250,4293,708,842,1549,1002,1139,2141,1652,1857,3513
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
