SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
210021234,77,43,24,34,61,39,26,17,6,317,861,550,396,546,695,661,493,223,33,4457
210021235,163,113,103,100,123,133,99,58,13,904,2109,1176,1299,1320,1568,1499,1169,532,99,10765
210031236,90,57,97,94,97,64,32,50,71,649,1493,859,1358,1475,1204,808,489,408,337,8425
210031237,288,158,192,188,121,87,79,80,71,1271,2972,1710,2307,2097,1478,1243,888,781,520,14002
210031439,37,21,27,16,23,13,11,9,11,171,600,390,368,432,489,319,228,204,71,3111
210031440,112,72,107,48,59,45,33,32,12,519,1190,650,1103,889,719,596,441,417,231,6241
210031535,289,173,279,203,145,109,81,55,43,1372,2684,1770,2996,2301,1544,1343,907,740,508,14783
210031536,108,81,176,95,91,38,25,25,22,662,1447,1057,2203,1371,866,716,463,406,319,8857
210031537,81,59,94,87,65,36,22,25,13,481,1322,892,1534,1462,950,760,482,295,204,7898
210031538,174,133,180,209,167,104,78,50,47,1130,3029,1779,3276,2912,2197,1659,1039,726,607,17214
210041240,220,128,136,113,129,106,54,31,16,935,2618,1759,1741,1722,1986,1883,1266,519,183,13671
210041539,75,40,82,54,44,39,25,7,0,370,1116,483,1287,884,523,509,314,94,14,5237
210041540,211,138,136,158,137,109,67,62,30,1047,2771,1742,2082,2134,1985,1640,1429,812,380,14985
210041541,164,106,121,106,119,99,50,16,12,795,2159,1355,1741,1487,1463,1481,970,401,110,11166
210051242,376,262,395,343,217,169,91,73,11,1928,2798,1853,2783,2016,1396,1376,858,562,221,13859
210051243,402,244,259,240,182,191,108,81,33,1736,3485,2179,2381,2005,1879,1622,1246,938,327,16057
210051245,249,167,181,162,189,157,127,81,27,1344,3053,2071,2370,2336,2254,2328,2094,1173,352,18024
210051246,331,190,210,209,196,173,98,42,10,1458,4641,3006,3214,3148,2983,2678,1668,627,132,22095
210051247,395,235,263,216,193,166,80,41,3,1593,3198,2196,2248,1868,1818,1821,1106,530,108,14890
210051248,9,9,6,6,8,4,4,0,0,52,12,20,21,15,18,17,14,8,0,126
210051250,63,58,112,76,58,53,41,26,9,494,998,609,1165,955,782,740,738,466,117,6576
210051441,162,77,115,91,89,82,32,9,3,654,1722,1135,1209,1124,997,1014,615,224,59,8099
210051442,249,128,120,139,84,72,19,13,3,830,3150,1753,1779,2292,1564,1030,525,168,50,12309
210051443,443,262,268,293,200,128,71,11,3,1674,5351,3031,3570,3746,2502,1998,1074,320,85,21673
210051445,542,187,460,312,165,102,47,12,0,1842,6792,2325,6038,4436,1740,1222,614,171,43,23374
210051542,157,61,93,114,33,43,12,0,0,520,3018,1033,2041,2164,766,478,259,67,17,9842
210051543,238,127,152,161,74,50,50,39,43,926,3445,1557,2399,2547,1244,829,533,314,113,12999
210051544,140,133,98,98,94,57,27,8,7,671,1849,1705,1301,1168,1400,1181,572,236,64,9479
210051545,298,156,146,149,155,86,46,26,10,1068,3683,2482,2014,2037,1933,1389,678,347,99,14658
211011251,145,80,121,123,107,87,48,48,45,819,2067,1320,2061,2010,1540,1378,1126,760,338,12589
211011254,130,96,103,123,106,91,66,78,32,821,2997,2064,2066,2633,2242,1897,1573,893,230,16601
211011255,49,55,30,44,60,72,27,9,4,350,1136,1075,619,757,1119,1104,532,204,51,6594
211011256,112,91,98,80,92,118,71,40,13,719,2521,1892,2038,2003,2042,2425,1488,744,272,15418
211011257,58,55,46,44,73,59,26,17,11,382,1460,1149,744,982,1324,1072,628,404,134,7905
211011258,90,89,53,57,88,77,49,33,11,539,1673,1545,1022,1207,1657,1641,957,514,151,10375
211011259,151,111,73,96,94,83,77,45,19,749,2648,1527,1544,2101,1753,1718,1806,843,404,14341
211011260,126,107,112,96,78,115,92,81,62,866,2652,2217,2002,2202,2236,2489,2184,1252,708,17942
211011446,321,176,246,217,207,155,163,72,37,1587,3979,2356,3715,3561,2943,2596,2350,1439,626,23560
211011447,156,108,134,122,130,96,73,61,24,915,2403,1454,1915,2090,1858,1670,1454,944,354,14145
211011448,182,121,126,117,135,116,68,45,22,915,2712,1881,1988,2143,2175,1973,1493,741,226,15334
211011449,54,43,40,31,45,41,20,13,3,290,868,496,525,601,661,569,423,164,43,4345
211021261,166,119,63,99,138,94,81,79,56,905,2752,2227,1243,1829,2529,2220,1714,1213,550,16275
211021262,107,111,43,54,93,95,76,24,7,609,1668,1597,657,957,1741,1603,1170,524,198,10112
211031263,134,95,100,117,94,90,50,47,74,805,2142,1392,1607,1763,1629,1552,1019,479,278,11871
211031265,171,126,105,124,142,124,77,49,16,937,3329,2477,1797,2331,2698,2677,1703,791,249,18059
211031266,175,122,156,186,137,102,76,48,41,1044,3199,2001,3110,3048,2319,1841,1564,1044,584,18715
211031267,233,127,128,176,160,138,98,75,41,1181,4042,2333,2635,3221,2947,2363,1890,1197,505,21132
211031268,91,68,32,50,69,61,40,29,14,448,1764,1172,866,1250,1400,1297,1030,657,208,9654
211031450,165,117,150,120,121,128,82,58,24,966,2895,1533,2620,2448,1921,1758,1628,936,372,16109
211031451,139,85,118,94,84,88,85,64,70,827,2552,1474,1712,1963,1732,1503,1434,1170,595,14139
211031452,68,28,49,34,50,32,22,19,8,304,991,483,650,748,653,561,460,257,82,4898
211041269,93,55,48,89,75,52,64,56,16,554,1754,1194,1218,1522,1457,1267,1056,849,456,10780
211041270,121,86,107,99,106,84,55,46,24,729,2975,1858,2374,2675,2308,1876,1484,909,326,16795
211041271,130,84,123,116,109,86,65,67,71,855,2175,1351,1816,1951,1658,1223,1028,771,437,12413
211041272,91,77,34,71,50,44,39,35,6,455,2265,1297,933,1756,1594,1124,969,800,257,10993
211041273,61,66,48,59,66,56,103,82,138,679,1762,1506,1103,1314,1579,1481,1653,1063,495,11954
211051274,128,113,77,94,98,81,55,20,6,663,1903,1227,1008,1502,1537,1353,1013,386,79,10005
211051275,182,99,83,89,107,78,58,52,6,743,2301,1421,1536,1629,1502,1362,1174,691,165,11779
211051276,193,127,138,130,146,197,125,74,22,1151,2402,1427,1510,1606,1877,2070,1773,1030,374,14065
211051277,115,64,89,75,55,64,35,26,16,550,1850,1030,1521,1402,1054,1087,950,733,280,9916
211051278,239,152,169,155,174,178,104,82,30,1284,3421,2417,2613,2419,2658,2491,1947,1181,445,19599
211051279,91,50,54,50,71,64,41,23,12,457,1080,698,567,698,925,784,653,307,94,5816
211051280,79,54,56,46,63,46,32,23,40,440,1362,767,781,926,953,809,703,430,213,6943
211051281,293,214,202,190,167,156,113,60,32,1429,4590,2805,3374,3363,2908,2532,2080,1146,346,23146
211051282,132,63,48,95,92,116,79,29,7,663,1690,987,812,1238,1580,1476,1308,513,113,9706
211051283,113,77,64,67,69,72,42,27,6,533,1962,1201,1304,1326,1305,1231,935,452,76,9799
211051284,100,74,75,71,74,80,66,13,3,568,1844,1116,1095,1391,1491,1425,1009,332,81,9777
211051285,86,83,61,63,94,74,44,18,10,532,1497,1027,979,924,1153,1102,723,394,94,7902
211051286,324,221,154,192,274,203,177,84,22,1645,2996,1890,1962,1904,2395,2448,1999,904,295,16799
212011289,344,224,163,215,237,224,159,66,20,1651,3722,2269,1839,2438,2791,2673,1879,793,227,18633
212011546,335,226,247,206,200,130,76,41,15,1474,5464,3077,4157,3869,2975,2020,1358,585,125,23632
212011547,201,119,103,112,132,156,93,54,18,1002,1945,1232,1064,1151,1373,1410,993,535,174,9868
212011548,187,86,118,111,114,84,88,50,31,870,2103,1174,1665,1213,1193,1106,950,480,185,10069
212011549,322,157,221,181,134,81,65,53,38,1259,3707,1738,3042,2269,1664,1247,968,568,234,15441
212011550,135,50,58,75,45,29,22,23,3,446,1931,852,1419,1254,764,563,463,206,28,7479
212011551,141,60,139,76,76,46,36,39,21,630,1156,730,1274,785,674,616,542,501,163,6439
212011552,561,236,298,284,211,126,88,64,38,1906,6772,3297,4154,4542,3072,2052,1566,980,360,26783
212021293,264,211,172,162,215,180,127,133,87,1550,3822,2825,2392,2800,3195,3021,2279,1790,842,22963
212021295,259,148,250,182,137,108,85,66,32,1284,2327,1437,2272,1790,1287,1156,889,522,200,11889
212021297,205,137,163,112,134,96,65,28,28,977,2261,1447,1753,1477,1296,1385,993,558,314,11472
212021299,117,90,51,59,76,78,70,30,13,585,1456,1288,694,846,1267,1233,844,409,197,8241
212021453,159,126,123,123,144,88,78,30,16,887,2065,1513,1623,1641,1539,1736,1261,518,198,12086
212021454,181,111,145,118,111,101,97,36,11,897,2404,1560,1783,1841,1559,1914,1554,588,167,13360
212021455,196,181,132,133,127,135,55,17,8,993,2607,2011,1845,1810,1924,1787,901,469,148,13504
212021456,239,144,250,176,132,115,58,38,17,1162,2881,1846,2650,2082,1773,1653,1118,546,217,14758
212021553,252,163,104,163,167,97,72,28,0,1044,4218,2688,1750,3003,2889,1669,996,451,87,17760
212021554,174,93,96,122,95,40,25,8,0,665,2797,1468,1552,2128,1596,939,519,192,62,11254
212031300,533,295,359,314,281,220,127,73,21,2218,4299,2800,3494,3027,2661,2358,1648,742,245,21281
212031303,274,145,216,167,133,110,71,40,10,1163,4233,1803,3498,2778,1832,1541,1052,498,172,17400
212031304,365,162,252,200,149,92,56,28,14,1331,5714,2389,4086,3976,2224,1548,1019,428,151,21535
212031306,277,133,147,186,133,75,45,13,12,1021,4588,2299,2539,3453,2414,1447,828,303,163,18027
212031308,150,76,78,121,96,111,60,20,3,715,1536,957,951,1021,1138,1161,846,331,89,8024
212031457,144,155,66,70,104,87,39,14,7,688,2729,2312,1291,1644,2236,1591,866,404,82,13152
212031458,248,177,136,152,154,79,44,27,10,1021,3790,2735,2269,2428,2412,1704,892,373,114,16713
212031555,152,71,91,100,55,22,28,12,0,533,3100,1126,1579,2282,1182,569,465,205,20,10535
212031556,272,107,175,151,71,46,17,6,0,854,4384,1531,3544,3105,1182,650,316,92,5,14802
212031557,485,186,247,284,143,94,51,38,14,1540,6456,2949,3681,4534,2438,1364,1064,711,221,23415
212031558,226,105,173,132,64,33,26,36,20,816,3323,1438,2543,2306,1006,626,457,372,222,12289
212031559,200,107,120,109,78,34,16,11,8,675,3749,1719,1820,2628,1524,730,401,157,45,12772
212031560,252,130,145,122,102,99,42,27,3,940,2720,1598,1832,1751,1546,1368,711,329,61,11910
212031561,262,193,202,151,146,101,58,23,7,1146,2807,1861,2110,1719,1582,1486,745,315,83,12715
212031562,298,148,212,177,136,116,68,31,8,1195,2791,1874,2137,1931,1553,1563,997,422,107,13368
212041309,89,67,106,87,89,84,99,64,24,706,1738,1159,1366,1539,1408,1520,1533,909,395,11554
212041310,98,147,171,112,106,77,65,54,22,843,1892,1762,3092,1918,1440,1209,1048,746,283,13381
212041312,382,235,315,281,234,197,167,94,52,1957,3943,2692,3343,3129,2753,2515,2239,1366,543,22526
212041313,106,61,50,77,64,81,72,41,21,583,1847,1205,843,1332,1550,1406,1227,773,321,10499
212041316,98,78,83,74,72,62,57,29,7,560,1264,892,999,984,1009,857,824,519,115,7456
212041317,268,217,373,182,196,175,100,75,40,1625,3222,2959,4544,2996,2530,2346,1828,1200,614,22248
212041318,142,87,125,118,99,103,64,43,25,803,2076,1730,1937,1710,1531,1581,1186,642,229,12621
212041459,174,125,236,162,112,127,74,46,28,1064,2068,1461,2811,2010,1307,1311,907,539,327,12739
212041460,271,159,256,193,160,147,93,84,21,1383,3204,2622,3606,2711,2217,2038,1671,1087,428,19591
212041563,432,290,539,409,287,248,182,118,53,2541,3677,2574,4457,3307,2283,2078,1531,1038,541,21487
212041564,186,79,136,138,71,59,60,34,13,779,2044,1179,1807,1457,966,718,642,414,141,9350
212041565,183,96,129,139,106,107,85,59,23,942,2532,1784,2096,1984,1781,1806,1762,1012,339,15096
212041566,154,93,107,120,82,70,32,13,7,681,3387,2104,2189,2763,2093,1406,771,274,119,15093
212051319,207,136,268,161,133,130,100,67,26,1218,3229,2377,3519,2987,2449,1969,1477,973,531,19507
212051321,152,132,95,142,119,114,88,80,62,997,3641,2911,2164,2918,2865,2462,2258,1700,686,21603
212051322,160,181,199,167,145,119,102,65,42,1181,3440,2893,2799,3002,2690,2430,1769,1308,712,21036
212051323,108,116,108,90,112,103,49,51,25,769,2700,2264,1873,2153,2186,1955,1349,1075,524,16073
212051324,149,159,144,118,151,110,74,69,60,1036,3288,2463,2418,2659,2661,2145,1642,1320,665,19265
212051325,179,138,148,139,153,115,100,90,38,1097,3516,2190,2704,2894,2599,2073,1965,1420,519,19889
212051326,243,192,270,208,177,116,82,59,26,1378,3634,2883,4138,3345,3007,2422,1664,1168,660,22928
212051327,131,118,90,111,122,118,149,167,179,1183,3017,2369,1759,2325,2729,2387,2685,2204,1178,20652
212051567,73,346,344,108,47,35,26,11,23,1009,673,3651,2897,915,476,410,314,255,230,9829
212051568,92,154,310,112,83,65,54,87,108,1065,1260,2309,3714,1590,974,819,612,479,295,12052
213011328,121,81,163,142,88,76,56,34,13,764,1162,759,1602,1275,839,696,625,359,186,7502
213011329,150,93,120,83,109,68,44,4,7,675,1931,1548,1319,1431,1558,1222,718,221,92,10038
213011331,115,76,106,87,69,88,61,29,7,638,1293,1060,1207,967,1093,1193,830,329,96,8077
213011332,206,106,165,128,134,134,106,45,8,1024,2068,1510,1752,1589,1561,1852,1729,769,249,13082
213011333,256,166,177,190,140,129,94,46,10,1212,2604,1731,1981,1852,1676,1684,1663,658,136,13983
213011334,441,305,450,340,272,242,150,97,37,2334,3494,2628,3819,2699,2259,2224,1953,1105,391,20581
213011335,321,223,328,251,193,214,171,188,219,2106,2723,2283,2945,2211,2054,1927,1687,1103,529,17454
213011336,146,94,192,123,109,68,43,33,20,835,1534,1085,1982,1503,1147,930,640,381,229,9445
213011337,220,181,172,168,153,125,73,42,22,1158,2010,1532,2046,1548,1501,1441,1026,614,338,12047
213011338,283,215,291,208,204,140,116,89,46,1589,3094,2189,3066,2595,2261,1974,1733,1235,412,18558
213011339,166,103,133,119,101,87,47,30,17,802,1965,1681,1869,1523,1637,1458,836,463,296,11726
213011340,155,152,151,112,146,158,93,29,8,999,2366,2482,1883,1646,2602,3028,1861,802,241,16910
213011569,396,199,329,254,201,151,126,74,7,1743,3667,2043,3072,2800,2082,1754,1632,799,157,18004
213011570,181,64,88,103,61,40,20,7,5,566,2432,1052,1167,1799,1116,639,305,115,16,8653
213021341,193,75,111,179,143,103,83,57,29,980,2383,1104,1569,2238,2016,1602,1370,887,398,13556
213021342,256,152,209,188,186,180,127,71,65,1442,3029,1857,2588,2659,2459,2569,2003,919,402,18479
213021343,314,119,250,195,131,95,84,73,40,1300,2900,1336,2619,2376,1729,1223,1082,1064,606,14931
213021344,214,99,165,212,177,106,67,41,27,1104,4038,1682,2485,3494,2881,2069,1183,594,320,18753
213021345,65,35,56,51,40,45,15,10,6,324,1047,545,639,825,697,644,353,166,44,4952
213021346,140,134,100,112,147,136,112,47,26,948,2791,1887,1282,1908,2640,2493,1789,813,303,15912
213031347,258,229,379,258,187,151,99,33,32,1623,2983,2368,4422,3051,2180,1817,1361,592,296,19068
213031348,159,180,444,265,168,145,115,87,47,1610,1813,1891,5187,3152,1773,1440,971,573,334,17131
213031349,98,80,167,107,93,77,70,17,6,713,1725,1585,2698,2087,1687,1357,952,366,114,12573
213031350,77,46,97,101,72,54,31,24,10,506,1762,713,1685,1873,1402,920,466,273,147,9247
213031351,138,80,234,173,129,89,41,30,20,933,2016,1051,2636,2224,1534,1104,643,357,169,11735
213031352,177,88,154,158,125,108,45,36,14,909,2955,1396,2634,2875,2356,1586,856,507,293,15463
213041353,414,204,247,211,219,175,160,78,21,1731,5158,2767,3571,3442,3135,2664,2371,1187,431,24717
213041358,580,281,264,324,221,146,108,33,9,1964,5439,2706,3187,3408,2534,1843,1455,542,104,21208
213041359,272,463,1114,843,410,160,61,23,3,3345,4318,1802,4639,3850,1471,814,498,144,22,17553
213041360,317,190,133,179,166,87,46,25,4,1152,4923,2837,2031,3523,3140,1561,961,450,108,19539
213041461,90,45,44,48,34,41,42,42,59,443,1202,741,718,844,715,649,425,294,200,5800
213041462,88,45,35,72,45,26,9,4,3,317,1842,787,673,1441,818,455,267,78,11,6377
213041463,287,174,188,205,217,133,85,27,10,1332,4548,2997,2397,3304,3420,1886,1242,477,95,20365
213041571,206,116,111,88,83,59,48,12,14,737,2557,1227,1435,1552,1055,842,714,330,107,9829
213041572,207,71,140,116,50,26,13,0,0,621,2331,761,1994,1528,486,314,150,34,9,7598
213041573,58,21,26,37,20,24,15,0,0,197,859,277,336,583,439,261,195,37,6,2990
213041574,151,97,92,110,58,41,22,3,0,573,2788,1163,1980,2103,1006,594,357,91,15,10098
213041575,222,158,135,158,168,111,53,18,5,1037,3173,2587,2019,2269,2735,1867,1051,410,75,16182
213041576,263,136,147,137,136,84,63,34,7,1015,2561,1527,1672,1636,1479,1349,917,381,106,11632
213041577,232,117,148,129,108,105,87,57,11,985,1483,869,1069,1030,949,894,1004,481,109,7886
213041578,560,217,339,278,193,127,87,39,14,1856,4447,1911,2895,2580,1720,1266,1195,471,165,16658
213051361,318,218,215,206,209,168,96,32,18,1479,3414,2562,2565,2429,2538,2639,1535,575,185,18446
213051362,370,217,273,228,185,166,109,64,9,1616,3652,2293,2779,2672,2165,2267,1889,876,167,18772
213051363,190,133,235,180,105,84,47,12,10,995,2309,1449,2698,2271,1166,866,499,145,55,11459
213051368,273,171,222,220,162,150,96,75,45,1411,3177,1912,2629,2707,2026,1773,1356,802,435,16810
213051464,370,201,246,254,166,85,39,18,0,1378,5248,2159,2870,3992,2473,1394,841,246,42,19274
213051466,320,107,142,228,94,50,27,5,0,973,6124,1636,2397,5369,1919,843,654,142,7,19091
213051467,381,186,267,223,205,161,144,120,129,1818,3707,2320,2944,2581,2340,2226,1593,900,402,19010
213051468,472,233,347,246,195,125,73,20,8,1726,5171,2675,4646,3731,2336,1996,1240,443,111,22341
213051579,238,67,116,140,57,29,17,0,0,668,3236,1070,1982,2564,938,451,248,85,46,10616
213051580,183,133,104,141,140,69,34,28,0,835,3191,1874,1702,2397,2397,1300,784,440,81,14167
213051581,130,79,82,124,54,33,23,3,4,536,2453,1129,1312,2137,1321,609,385,139,73,9565
213051582,240,77,196,149,53,29,15,3,0,768,3195,979,2568,2261,595,311,157,48,7,10132
213051583,688,271,398,416,214,103,56,18,7,2163,7889,3521,5036,6098,2723,1515,913,341,78,28116
213051584,190,76,161,118,27,15,11,0,0,606,2137,740,2037,1646,347,183,91,20,4,7197
213051585,265,126,134,160,83,48,19,12,0,845,3184,1430,1750,2183,1194,703,453,228,49,11182
213051586,180,279,543,413,132,42,12,12,0,1622,2343,1019,2714,2203,601,285,126,35,3,9340
213051587,161,74,125,126,41,25,15,7,0,572,2778,880,2100,2379,752,420,220,51,11,9596
213051588,509,190,316,317,145,77,48,17,9,1624,5898,2114,3407,4197,1636,938,601,245,39,19065
213051589,208,137,176,129,70,34,19,3,0,784,2430,1199,2110,1694,721,507,270,81,20,9032
213051590,272,124,136,151,127,83,44,23,8,963,3341,1716,2000,2321,1670,1262,839,324,76,13546
214011370,374,189,247,211,213,162,114,69,66,1638,4218,2481,3684,3199,2883,2557,1703,835,423,21976
214011371,397,265,357,315,303,243,156,97,44,2182,3810,2768,3674,3265,3109,2835,2408,1227,494,23586
214011372,390,268,354,274,256,239,146,108,36,2074,3387,2065,3182,2620,2353,2257,1817,1264,504,19453
214011373,241,125,116,145,162,130,103,70,71,1163,3589,2060,1568,2371,2704,2378,1996,1378,758,18801
214011374,334,224,167,229,261,175,146,77,33,1660,4951,2961,3161,3479,3453,3167,2266,1123,373,24939
214011375,278,137,197,236,245,164,100,79,38,1473,3032,1589,2352,2682,2445,2036,1682,1016,385,17215
214011376,159,105,75,116,124,80,58,27,7,752,2854,1667,1453,2079,2036,1691,1042,402,83,13303
214021377,174,100,94,113,172,161,173,118,42,1152,1798,1237,1134,1324,1809,1958,2215,1442,451,13366
214021378,59,51,41,35,78,122,123,57,29,594,763,517,347,428,789,1196,1211,576,169,5995
214021379,417,252,238,276,284,249,218,125,48,2113,4227,2934,2742,2745,2887,3067,3023,1843,511,23970
214021381,254,151,53,134,181,140,122,85,35,1150,3848,2201,913,2140,2989,2471,2194,1446,531,18734
214021382,284,176,79,146,220,157,143,101,54,1352,3814,2269,1144,2246,3132,2514,2445,1657,618,19846
214021383,315,171,182,220,270,336,357,190,77,2118,2743,1464,1563,1859,2582,3211,3741,2054,592,19811
214021384,327,216,187,205,261,233,283,264,147,2116,3216,1977,2163,2251,2633,3042,3572,2720,1365,22944
214021385,260,155,165,144,173,175,117,66,32,1281,3236,2175,2443,2144,2386,2611,1999,1089,436,18522
214021591,176,104,82,112,157,103,101,115,74,1013,2724,1655,1334,1746,2181,1590,1661,1541,744,15175
214021592,67,58,70,50,85,98,153,145,163,880,1141,825,765,961,1234,1551,2043,1456,596,10581
215011386,105,96,261,245,230,171,141,77,34,1365,1223,868,1177,946,1052,1175,1093,664,303,8500
215011387,39,28,27,29,41,55,58,28,5,314,563,247,260,359,435,536,515,222,62,3204
215011388,279,205,193,149,125,144,114,98,56,1348,3161,1932,2254,1913,1893,2136,1857,1245,589,16985
215011389,40,38,29,31,37,45,28,18,3,278,585,414,304,354,529,623,412,179,68,3471
215011390,93,46,45,65,60,78,80,59,57,582,1075,640,721,670,817,1119,971,628,320,6956
215011391,62,30,27,34,54,62,48,38,25,375,504,301,320,290,441,574,549,346,130,3453
215011392,156,80,125,90,103,133,136,102,73,1006,1294,823,1028,838,1024,1315,1254,676,251,8504
215011393,50,27,13,26,49,44,52,33,13,305,459,188,240,260,356,493,427,235,97,2766
215011394,96,71,57,55,74,89,90,82,57,669,1000,583,591,567,731,1121,995,609,297,6501
215021395,177,86,86,106,115,81,82,47,33,808,1559,906,869,944,1106,976,786,415,133,7700
215021396,126,59,74,77,86,84,53,41,10,598,990,491,550,548,672,730,575,300,132,4976
215021398,89,41,51,53,52,83,63,29,13,466,629,344,393,431,432,614,530,241,106,3726
215021399,107,95,72,76,75,104,63,44,11,649,1142,703,752,733,796,909,629,326,153,6138
215021469,412,234,295,234,227,196,176,123,106,1992,3173,2091,2734,2096,2144,2204,1940,1150,492,18027
215021470,318,214,194,206,189,184,143,84,60,1591,3057,1915,2331,1975,1938,1945,1682,1068,507,16408
215031400,89,79,54,51,99,103,73,66,67,686,930,568,550,490,810,1051,950,547,286,6184
215031401,124,69,47,83,91,102,106,72,28,717,1025,581,532,638,853,1095,1138,670,193,6719
215031402,78,38,24,45,41,49,61,28,27,400,646,349,346,381,434,580,612,401,215,3960
215031403,119,75,100,101,64,60,57,26,26,623,688,364,661,610,392,454,362,132,74,3740
215031404,266,124,152,120,92,117,98,64,43,1067,2146,1253,1643,1338,1133,1321,1116,813,417,11186
215031405,186,78,99,105,94,143,79,38,10,830,1172,677,768,728,799,1080,769,375,105,6477
216011406,244,148,157,123,183,181,172,122,110,1437,2625,1733,1724,1605,1970,2173,1997,1270,540,15636
216011407,188,109,87,91,106,119,117,76,35,930,2034,1202,1123,1146,1352,1498,1428,919,412,11121
216011408,79,61,28,60,73,77,59,30,10,467,731,419,348,427,570,651,486,230,55,3927
216011409,69,36,28,38,50,56,53,40,19,397,623,410,325,364,498,643,583,398,171,4016
216011410,92,39,55,49,60,93,68,45,12,519,620,345,392,359,555,764,660,393,103,4193
216021411,130,65,73,76,58,71,97,51,31,657,1039,594,703,686,716,808,994,670,259,6465
216021412,47,33,24,37,45,57,32,16,6,301,495,268,266,286,404,520,394,175,34,2843
216021413,299,141,136,139,182,168,131,80,38,1320,2170,1341,1335,1279,1607,1923,1661,879,364,12555
216021414,108,67,70,81,67,77,122,107,46,743,1350,739,758,787,934,1159,1536,1010,390,8661
216031415,190,122,129,110,121,122,115,89,34,1027,1403,969,1060,886,1031,1058,1043,624,238,8312
216031416,398,279,255,221,215,252,153,122,70,1957,3910,2460,2708,2467,2429,2422,1858,1102,573,19928
216031418,77,52,33,48,50,57,51,21,10,394,762,492,367,483,612,622,456,182,42,4017
216031419,165,116,193,176,196,163,119,77,24,1225,1787,1030,1211,1128,1463,1557,1290,683,196,10346
216031593,168,89,58,86,82,67,53,54,11,659,2047,1044,1022,1226,1172,1058,842,489,185,9082
216031594,414,242,287,254,184,161,129,85,38,1789,3272,1946,2506,1962,1787,1758,1702,1171,413,16520
217011420,116,95,62,88,105,143,154,79,42,874,1328,774,790,855,1190,1579,1431,732,245,8920
217011421,153,96,96,84,80,87,89,90,56,843,1738,1153,1161,1047,1174,1368,1362,928,426,10346
217011422,199,108,101,138,127,133,130,70,23,1027,1764,1171,1080,1204,1474,1755,1622,816,346,11230
217011423,121,41,37,61,81,79,92,36,13,556,1093,582,503,648,856,1037,1003,422,161,6301
217031471,54,43,31,29,33,39,43,25,16,313,537,331,329,338,403,485,551,389,131,3491
217031472,196,117,133,108,133,115,126,88,36,1050,2176,1387,1657,1409,1489,1553,1536,1056,502,12756
217031473,93,51,41,59,65,87,67,34,6,503,1037,578,556,658,754,901,813,303,77,5669
217031474,83,72,34,54,72,72,74,37,26,538,868,518,507,527,656,959,740,427,186,5395
217031475,106,94,83,70,79,88,73,48,33,665,1258,821,729,729,993,1086,863,501,198,7180
217031476,76,35,48,50,80,97,71,35,10,497,523,277,366,393,574,772,730,292,81,4008
217041477,113,70,71,70,95,106,75,44,15,649,1389,767,781,728,929,1091,830,381,128,7018
217041478,153,100,86,75,111,102,126,64,40,860,1839,973,917,1090,1297,1480,1491,676,245,10014
217041479,432,276,208,268,231,215,163,122,68,1979,4206,2608,2850,2685,2817,2857,2443,1422,525,22405
217041480,183,115,122,140,142,113,115,92,64,1111,2052,1372,1694,1605,1674,1761,1679,956,549,13337
297979799,0,0,0,11,3,9,0,0,0,29,0,0,6,16,3,14,4,0,0,38
299999499,501,403,707,880,652,410,198,23,9,3785,1143,1131,1819,1736,1393,1074,613,152,29,9089
