SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
204011054,8,15,8,7,7,0,0,54,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,6,18,34,34,13,22,3,4,133,3,0,0,0,0,0,0,8,0,4,0,0,4,0,0,9,3,0,0,0,3,0,0,13,19,44,35,18,26,9,4,146,13,14,18,10,12,0,0,67,0,0,0,0,0,0,0,0,35,52,49,28,37,9,4,215
204011055,10,17,10,17,18,0,0,75,4,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,17,31,25,27,46,3,0,151,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,17,34,30,34,46,3,0,161,35,22,16,9,3,0,0,81,0,0,0,0,0,0,0,0,50,60,46,41,53,0,0,246
204011056,26,57,57,25,32,7,10,211,7,0,0,6,0,0,0,12,3,4,3,4,5,0,0,14,50,105,92,64,90,25,15,447,0,5,0,0,0,0,0,10,3,5,0,0,3,0,0,18,8,16,4,0,7,0,0,35,55,116,99,66,95,29,15,479,62,67,30,21,22,9,5,212,0,5,0,0,0,0,0,8,117,186,128,86,120,42,16,703
204011057,19,39,22,16,12,0,0,113,0,6,0,3,5,0,0,13,0,0,0,0,0,0,0,5,22,66,45,28,33,4,4,205,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6,30,68,45,28,33,4,4,210,16,16,6,0,4,0,0,46,0,0,0,0,0,0,0,0,40,89,52,30,43,4,4,260
204011058,9,19,8,4,3,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,22,18,11,16,0,3,83,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,5,24,28,22,11,16,0,3,90,22,11,9,4,6,0,0,47,0,0,0,0,0,0,0,0,44,35,31,13,17,5,3,145
204011059,16,30,25,19,11,10,0,113,6,3,5,0,3,0,0,19,0,0,0,6,4,0,0,7,30,60,57,31,35,18,5,224,0,4,0,0,0,0,0,4,4,3,0,0,0,0,0,13,4,7,0,5,3,0,0,18,33,64,55,33,37,18,5,242,40,41,19,17,19,4,0,140,0,0,0,0,0,0,0,0,71,107,71,48,59,15,3,383
204011060,11,11,3,5,5,6,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,20,8,3,14,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,8,3,14,8,0,64,4,10,11,0,3,0,0,35,0,0,0,0,0,0,0,0,19,33,17,5,15,9,0,102
204011061,0,0,5,0,0,0,0,6,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,10,5,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,8,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,5,8,0,0,21
204011062,7,8,11,11,16,0,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,8,17,11,22,5,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,3,10,8,17,11,23,5,0,79,11,8,8,10,10,3,0,53,0,0,0,0,0,0,0,0,22,23,24,20,34,8,0,131
204021063,27,56,34,21,21,5,4,160,5,4,5,5,5,0,0,15,0,3,5,0,3,0,0,14,41,87,57,39,55,15,7,299,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,14,5,3,3,3,0,0,0,21,47,91,61,42,58,15,7,318,46,46,36,21,15,4,0,165,0,0,0,0,0,0,0,3,90,139,98,64,75,21,8,492
204021064,4,5,7,0,11,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,12,4,8,14,0,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,11,11,4,8,14,0,0,57,9,5,3,7,6,0,0,28,0,0,0,0,0,0,0,0,21,19,8,15,21,3,0,86
204021065,3,8,9,4,16,0,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,27,13,27,0,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,9,8,16,26,18,28,0,0,90,19,22,9,10,6,0,0,65,0,0,0,0,0,0,0,0,28,38,38,27,31,0,0,159
204021066,49,83,79,51,54,12,4,336,10,12,9,4,6,0,0,37,3,3,6,0,0,0,0,17,91,169,142,96,128,32,10,676,4,9,11,7,0,0,0,27,7,9,0,6,3,0,0,25,7,16,18,13,7,0,0,52,96,183,157,110,134,32,10,734,96,88,55,33,40,7,0,314,0,0,0,0,0,0,0,3,190,274,212,144,175,39,13,1049
204021067,16,23,20,15,9,0,0,88,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,10,28,38,47,38,25,11,0,188,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,28,38,52,38,25,11,0,191,13,17,11,0,11,0,0,51,0,0,0,0,0,0,0,0,38,54,56,39,39,13,0,240
204031068,4,16,16,14,11,0,0,62,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,42,26,24,28,5,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,15,41,26,24,28,5,0,142,11,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,24,50,31,28,31,4,0,161
204031069,8,25,20,15,21,0,0,85,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,9,11,37,32,28,38,9,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,32,28,38,9,0,159,11,7,11,9,8,3,0,45,0,0,0,0,0,0,0,0,23,41,40,43,43,9,0,206
204031070,3,6,3,3,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,6,5,10,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,9,5,10,0,3,43,8,8,3,9,5,0,0,26,0,0,0,0,0,0,0,0,10,10,18,10,14,0,4,69
204031071,7,10,18,18,11,0,0,69,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,24,25,25,26,0,0,115,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,9,26,34,31,26,0,0,127,10,17,4,8,10,3,0,52,0,0,0,0,0,0,0,0,23,41,37,38,29,9,0,175
204031072,8,13,12,8,11,4,0,53,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,15,26,23,21,25,3,0,109,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,26,25,21,29,3,0,111,8,13,4,12,0,0,0,39,0,0,0,0,0,0,0,0,25,42,35,26,26,7,0,157
204031073,46,88,47,36,46,11,3,278,4,9,4,0,6,3,0,20,0,3,4,6,0,0,0,17,73,172,101,77,109,28,8,577,4,4,4,3,4,0,0,23,4,9,3,3,0,0,0,21,10,15,3,8,11,3,0,45,86,187,111,76,113,30,8,617,78,110,58,36,44,8,0,347,0,5,3,4,0,0,0,9,159,299,172,123,159,48,16,971
204031075,8,13,9,3,7,0,0,35,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,10,26,12,17,19,4,4,96,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,11,25,13,17,19,4,4,100,14,7,3,0,4,0,0,27,0,0,0,0,0,0,0,4,22,35,14,20,25,4,4,130
204031491,32,51,38,30,28,3,3,186,4,0,0,0,4,0,0,12,3,0,0,0,0,0,0,4,56,119,77,46,58,19,11,381,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,10,52,124,78,53,58,17,13,388,43,50,21,11,14,4,0,144,0,0,0,0,0,0,0,0,97,167,102,61,76,24,9,540
204031492,48,88,66,31,47,7,3,286,9,10,8,5,4,0,0,25,3,0,5,0,0,0,0,14,69,146,126,71,99,27,4,547,3,6,0,0,4,0,0,18,10,7,9,0,0,5,0,35,15,21,6,0,3,5,0,50,87,170,129,75,100,27,4,597,115,110,75,44,57,8,4,415,0,0,0,6,5,0,0,8,197,280,205,126,158,40,11,1014
205011076,49,81,60,53,51,14,5,319,7,12,4,7,6,0,0,32,8,12,6,0,3,4,0,27,82,160,110,91,99,28,9,578,0,8,8,0,6,0,0,21,3,11,3,6,4,0,0,32,4,20,9,6,14,0,4,55,89,178,118,98,110,34,7,634,99,78,52,39,26,11,4,306,3,0,5,6,3,0,0,18,185,265,170,137,137,42,13,957
205011077,5,17,6,9,16,0,0,55,4,5,7,3,0,0,0,21,0,0,0,0,3,0,0,0,16,35,24,30,33,4,0,134,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,8,4,3,0,0,5,0,0,12,21,41,24,30,33,4,0,145,12,11,13,10,7,0,0,63,0,5,3,0,0,0,0,4,32,57,34,42,43,4,0,214
205011078,16,31,34,25,23,6,5,139,7,3,0,0,0,0,0,20,0,0,0,0,0,0,0,3,30,58,44,41,50,9,5,245,0,4,0,4,0,0,0,11,6,0,0,0,0,0,0,4,6,3,0,4,0,3,0,14,32,61,47,47,55,17,8,261,32,31,20,11,16,6,0,112,3,3,0,0,0,0,0,3,68,100,67,58,69,19,8,383
205011079,49,92,58,42,59,18,0,317,9,11,7,3,6,0,0,32,6,9,4,4,0,0,0,21,77,157,120,109,146,40,14,658,0,0,0,5,0,0,0,11,6,9,0,0,0,0,0,22,8,9,4,3,0,0,0,28,84,163,128,118,146,40,14,691,87,74,50,35,30,9,10,302,0,0,0,0,0,0,0,3,173,245,173,150,183,53,21,999
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,47,73,37,38,38,8,4,251,9,3,3,4,5,0,0,30,5,4,0,0,0,0,0,5,76,116,77,79,97,18,9,465,4,6,4,3,0,0,0,17,5,6,0,0,4,0,0,12,7,14,3,5,4,0,0,30,80,128,79,85,96,20,9,493,88,102,52,39,32,6,0,316,0,7,3,5,5,0,0,16,173,238,136,123,135,22,4,832
205021082,5,29,13,10,14,0,0,74,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,15,48,28,23,32,3,0,151,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,10,0,4,7,0,3,0,0,16,15,47,33,29,33,0,0,165,20,17,8,9,9,0,6,67,0,3,0,0,0,0,0,5,33,68,43,35,48,0,6,235
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,18,46,25,16,21,3,0,123,8,6,7,9,12,0,0,34,0,0,0,0,0,0,0,0,36,74,59,33,49,5,0,256,4,3,4,3,6,0,0,15,4,3,0,0,0,0,0,12,7,11,9,5,4,0,0,29,41,81,64,35,55,5,0,287,44,48,25,14,12,0,0,142,3,0,4,0,0,0,0,11,86,131,89,53,67,5,0,438
205021085,7,29,19,14,7,3,0,82,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,13,39,30,21,19,6,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,30,21,19,6,0,127,20,20,13,12,9,0,0,82,0,0,0,0,0,0,0,4,35,59,43,38,29,3,0,214
205021086,13,15,9,4,7,0,0,50,0,0,4,0,0,3,0,7,0,0,4,4,0,0,0,4,17,20,27,24,20,5,0,114,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,4,4,0,0,0,13,19,22,33,25,26,5,0,125,10,24,15,4,5,0,0,65,0,0,0,0,0,0,0,0,32,49,42,37,34,3,3,191
205031087,9,31,28,9,21,0,0,100,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,18,47,43,21,35,6,0,171,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,9,0,0,3,5,0,0,0,15,17,50,43,34,38,6,0,184,32,19,7,5,0,3,0,75,0,0,0,0,0,0,0,0,48,71,51,39,36,11,0,258
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205031089,12,28,27,14,23,0,6,111,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,7,24,49,39,26,38,4,6,182,0,0,4,5,0,0,0,11,0,5,0,4,0,0,0,15,0,0,5,9,0,0,0,26,24,50,44,32,38,5,6,203,40,39,19,13,6,0,0,131,0,0,0,0,0,0,0,6,67,89,71,47,48,10,5,335
205031090,15,57,34,28,34,10,0,178,0,3,0,0,5,0,0,8,3,3,0,0,4,0,0,12,30,94,70,52,73,22,7,349,0,3,0,0,0,0,0,5,3,4,5,6,4,0,0,23,3,6,3,6,4,0,0,28,37,106,72,58,75,25,7,378,18,37,16,15,25,4,0,120,0,0,0,0,0,0,0,4,55,143,92,72,103,28,8,504
205031091,23,51,32,22,31,7,0,171,0,5,4,4,3,0,0,24,0,0,4,0,3,0,0,8,25,85,68,55,65,16,4,320,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,30,88,70,52,70,16,4,327,39,45,41,23,24,3,3,175,0,0,0,0,0,0,0,0,73,127,116,75,89,21,9,508
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,58,103,71,67,53,11,5,368,10,7,3,4,6,0,0,29,5,0,0,0,0,0,0,10,81,157,115,113,111,26,8,607,0,4,8,3,6,6,0,24,4,7,6,3,0,0,0,21,4,12,16,5,6,6,0,41,82,164,125,123,111,26,8,646,93,108,46,33,36,15,5,331,0,4,11,8,0,0,0,20,172,278,182,161,149,40,14,999
205041094,19,51,31,16,20,0,0,141,4,0,3,6,7,0,0,12,3,4,0,0,0,0,0,4,39,81,58,39,54,14,5,287,0,6,0,0,3,0,0,12,0,5,5,0,6,0,0,16,3,11,4,5,5,0,0,31,39,92,68,40,58,14,5,314,59,54,46,30,23,3,4,212,0,3,0,0,0,0,0,10,103,142,112,78,82,13,9,533
205041095,42,83,59,36,36,11,4,270,9,7,4,0,0,6,0,22,0,0,0,0,4,0,0,9,68,137,105,56,86,25,10,485,0,7,12,4,3,0,0,25,13,15,3,6,7,0,0,46,15,22,16,9,8,0,0,69,84,162,124,66,92,27,10,554,162,142,69,48,46,14,3,482,5,11,4,0,0,0,0,14,246,316,192,115,134,45,10,1059
205041096,29,61,43,29,31,5,3,203,11,5,5,6,3,0,0,36,0,3,0,0,0,0,0,3,53,93,76,48,63,15,4,361,10,16,11,5,8,0,0,50,9,11,4,7,3,3,0,38,19,30,12,7,9,3,3,90,74,119,92,58,78,24,5,449,152,152,76,51,47,10,4,492,6,7,5,4,0,0,0,24,234,277,173,117,124,31,9,968
205041098,8,12,7,4,11,0,0,36,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,13,29,24,10,22,4,0,101,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,8,13,31,24,10,25,4,0,105,14,18,13,10,3,0,0,56,0,0,0,0,0,0,0,0,28,48,32,15,26,4,0,163
205041493,40,46,39,21,28,4,3,179,9,3,4,0,0,0,0,19,0,12,9,0,0,0,0,13,57,89,82,41,47,13,6,341,6,3,8,0,9,3,0,23,5,5,0,0,0,0,0,18,11,7,11,4,6,3,0,43,62,103,93,43,57,17,9,385,88,99,26,26,26,4,0,270,0,6,0,0,0,0,0,9,153,204,125,71,80,19,8,663
205041494,56,87,51,39,44,15,5,286,4,4,6,0,3,0,0,19,0,0,0,0,0,0,0,4,84,150,115,81,102,35,12,564,0,5,3,0,5,0,0,20,3,7,3,0,0,0,0,16,3,12,10,4,6,0,0,37,87,157,123,85,106,35,12,607,63,42,21,21,19,6,0,172,0,0,3,0,0,0,0,6,153,199,154,99,127,38,12,787
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,4,11,9,3,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,10,8,15,0,0,61,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,3,0,0,0,0,6,4,15,15,8,17,0,0,65,15,9,7,3,3,0,0,33,0,0,3,0,0,0,0,6,21,29,19,15,18,0,0,107
205051101,22,49,27,27,31,11,0,170,3,10,7,3,0,0,0,30,0,3,0,0,5,0,0,13,35,90,76,69,69,12,0,355,0,0,0,4,0,0,0,9,6,11,4,0,4,0,0,22,6,11,7,5,8,0,0,30,36,104,81,74,74,13,0,387,55,53,29,20,16,11,5,179,0,0,0,0,0,0,0,4,93,154,115,93,90,16,5,572
205051102,9,8,3,10,4,0,0,38,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,15,6,18,10,3,0,62,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,11,12,14,14,18,12,3,0,73,15,10,11,3,3,4,0,45,0,0,0,0,0,0,0,0,23,34,27,19,11,5,5,122
205051103,44,81,47,34,43,7,0,257,9,4,5,6,4,0,0,31,0,0,7,0,0,0,0,6,71,126,89,69,84,21,10,473,0,3,4,4,9,0,0,29,3,13,0,4,3,0,0,27,4,20,4,8,12,0,0,51,81,149,96,72,96,27,10,521,69,92,46,34,35,9,5,278,0,0,0,0,0,0,0,7,150,238,139,107,127,30,9,810
205051104,10,20,10,8,12,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,13,15,20,4,0,90,4,0,0,5,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,17,27,13,17,22,9,0,101,21,22,11,9,7,0,4,80,0,0,0,0,0,0,0,0,38,45,29,29,26,6,4,179
206011106,11,17,17,6,16,9,6,87,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,45,45,25,39,26,9,222,0,6,0,0,0,0,0,11,0,3,0,3,0,0,0,7,5,9,3,6,0,0,0,23,21,55,43,29,40,31,9,241,7,9,8,3,8,3,4,49,0,0,0,0,0,0,0,0,35,65,53,31,48,33,18,288
206011107,13,27,21,7,10,5,3,89,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,54,45,28,36,26,15,226,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,10,26,60,45,24,39,28,16,238,20,19,9,10,12,8,8,81,0,0,0,0,0,0,0,0,47,78,50,30,50,39,26,319
206011109,4,12,15,5,12,8,6,70,0,0,6,0,0,3,0,15,0,0,0,0,0,0,0,5,7,30,41,26,49,27,25,198,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,5,7,31,37,23,49,27,25,204,18,16,8,9,8,13,16,86,0,0,0,0,0,0,0,0,23,49,53,35,59,36,36,289
206011495,6,28,21,8,16,6,0,80,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,18,54,36,22,34,23,14,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,36,22,33,23,14,200,11,17,10,0,3,0,3,54,0,0,0,0,0,0,0,0,30,69,46,23,37,26,14,248
206011496,9,19,14,7,10,10,0,74,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,40,29,19,32,22,12,167,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,3,4,0,3,0,0,11,13,42,35,24,35,22,12,175,11,6,10,0,3,8,0,38,0,0,0,0,0,0,0,0,25,48,38,26,38,26,12,208
206011497,11,22,12,5,11,8,4,73,6,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,27,52,43,24,44,30,16,226,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,0,4,0,5,0,0,12,29,52,40,24,46,37,12,244,9,33,11,11,17,0,3,91,0,0,0,0,0,0,0,0,41,83,53,35,63,36,21,333
206011498,14,23,19,15,14,9,0,93,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,26,55,41,23,43,32,10,230,0,4,4,3,0,0,0,13,0,3,0,0,0,0,0,8,0,7,3,3,0,0,0,19,28,61,46,24,43,32,15,247,15,19,15,11,12,5,4,86,0,0,0,0,0,0,0,3,40,81,56,38,58,43,17,334
206021110,6,28,16,0,10,8,6,75,4,5,0,0,7,3,0,16,0,0,0,0,0,0,0,3,14,45,40,17,32,25,11,191,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,15,45,42,17,34,23,11,189,3,11,5,0,12,5,9,41,0,0,0,0,0,0,0,0,22,61,50,14,40,26,19,232
206021112,16,38,25,18,27,18,7,156,4,3,4,0,0,0,0,20,0,0,0,0,0,0,0,3,27,73,72,46,75,44,17,357,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,12,0,0,0,7,3,0,4,13,30,75,70,48,80,45,18,372,17,28,14,11,8,14,5,103,0,0,3,0,0,0,0,3,50,102,90,63,92,56,26,482
206021499,10,32,20,19,30,15,6,138,3,3,0,0,0,0,0,9,0,0,0,0,3,0,0,3,26,52,51,57,65,34,20,299,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,3,8,0,0,15,21,53,54,61,75,33,17,314,10,15,4,13,13,6,4,70,0,0,0,0,0,0,0,0,37,67,60,70,80,41,22,380
206021500,11,14,9,9,17,0,0,63,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,39,36,31,50,14,8,188,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,6,0,0,3,0,0,0,0,8,17,39,38,32,55,14,8,203,10,7,4,5,6,5,5,37,0,0,0,0,0,0,0,0,28,47,46,35,62,20,15,241
206031113,18,23,26,14,20,17,10,128,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,6,32,64,47,36,43,31,21,283,4,6,0,3,0,3,0,18,5,0,0,0,5,0,0,4,9,6,3,4,3,4,0,25,34,69,53,43,52,36,20,308,60,37,26,12,22,10,4,171,3,6,0,0,0,0,0,12,99,106,81,53,67,52,27,480
206031115,10,22,10,15,12,13,7,85,0,6,0,0,0,0,0,10,4,0,0,0,0,0,0,4,17,42,16,27,31,30,14,173,8,3,5,0,0,0,0,14,7,0,5,0,4,0,0,16,10,3,5,6,6,3,0,32,29,43,21,29,35,28,10,199,51,40,22,13,23,10,13,174,0,0,0,0,0,0,0,6,77,92,45,39,64,38,22,383
206031116,10,28,17,9,9,11,8,92,0,3,0,6,0,0,0,5,0,0,0,0,0,0,0,6,22,65,39,24,47,27,18,242,0,3,3,4,0,0,0,7,7,3,0,0,0,0,0,11,7,5,0,3,0,0,0,23,24,64,46,31,46,30,20,261,12,17,12,9,9,3,7,74,0,5,0,0,0,0,0,7,35,90,54,44,59,33,18,338
206031501,6,19,24,34,28,18,13,142,0,0,0,0,3,3,0,13,0,0,0,0,3,0,0,4,26,52,65,60,85,45,34,361,0,0,0,0,0,3,0,10,0,0,0,4,0,0,0,6,0,0,4,8,0,3,0,17,26,56,71,65,85,48,34,379,11,15,15,14,16,7,13,85,0,0,0,0,0,0,0,0,36,68,84,77,97,56,40,466
