SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
205041098,3,3,0,3,7,16,11,35,0,91,5,0,0,0,5,11,12,9,0,45,8,5,3,5,22,38,38,20,4,137,4,6,4,0,40,42,15,20,0,130,8,9,7,10,52,104,30,45,7,269,0,3,0,0,9,8,3,10,0,31,5,16,6,0,21,6,8,5,0,66,7,8,3,0,3,0,0,0,0,29,8,3,7,3,3,13,0,19,4,64,0,0,0,0,8,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,13,0,0,0,0,7,0,5,4,0,16,3,12,0,3,0,3,0,0,0,22,10,0,0,0,16,24,3,7,0,62,0,9,0,0,13,4,0,0,0,30,0,4,9,10,11,13,5,3,0,49,0,3,0,0,0,0,0,0,0,3,0,7,0,0,16,15,0,13,0,60,0,4,3,0,10,17,7,13,7,62
205041493,6,5,9,0,4,11,10,45,0,89,8,0,3,0,10,15,3,23,0,64,10,9,7,5,73,72,70,41,5,296,12,9,8,6,79,61,33,57,3,264,17,16,11,19,83,143,32,94,9,421,0,0,0,4,15,14,9,3,0,61,10,55,24,14,47,33,10,31,3,226,17,69,26,8,15,14,9,11,3,163,9,7,3,4,17,24,17,35,4,116,0,0,0,0,18,9,4,7,5,47,0,0,0,0,8,16,0,3,0,27,0,0,3,0,5,9,4,15,0,32,6,10,9,3,20,48,7,13,0,112,8,11,7,9,9,17,0,3,0,62,9,6,6,4,55,59,22,23,0,185,4,3,11,8,26,14,12,15,0,89,6,12,16,13,49,44,12,15,0,167,0,0,5,0,0,0,0,0,0,17,0,4,10,3,31,37,6,16,0,114,9,8,9,0,25,21,7,24,22,128
205041494,0,8,5,6,13,13,7,36,0,85,10,0,0,4,15,26,5,26,0,89,12,13,8,14,126,113,125,48,0,457,19,7,12,15,121,101,39,68,0,378,21,21,21,26,130,281,73,126,0,698,0,7,4,5,27,29,7,26,0,103,19,89,32,23,72,49,23,31,0,353,18,104,39,13,18,13,6,19,0,232,4,15,10,9,37,47,16,34,0,167,0,5,3,0,31,11,0,8,0,62,0,0,4,0,13,22,4,12,0,54,5,3,0,4,7,12,3,11,0,46,5,12,8,12,28,65,8,27,3,162,6,17,10,5,15,18,5,9,0,80,21,10,7,12,92,89,19,28,0,274,3,13,8,8,41,18,13,31,0,138,5,16,22,35,86,88,18,23,3,294,8,10,4,0,7,0,0,0,0,37,4,13,5,7,28,42,9,12,0,123,4,18,5,5,31,21,9,34,22,149
205051099,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,3,10,7,9,17,20,7,58,4,132,8,0,5,0,3,11,0,34,0,62,4,0,8,0,12,23,8,10,0,60,3,0,0,3,9,8,0,8,0,37,3,9,10,6,26,71,20,41,9,191,0,0,5,0,6,4,0,6,0,26,0,10,9,0,16,9,3,7,0,46,3,15,3,6,7,4,0,9,0,39,7,3,3,3,12,4,0,10,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,5,0,7,0,10,0,6,4,4,8,8,3,3,0,33,3,3,5,4,0,3,0,0,0,20,0,7,0,5,25,75,17,75,0,203,0,3,0,0,8,12,4,8,0,43,8,8,0,3,0,11,0,4,0,34,4,0,0,0,5,4,0,0,0,14,0,3,0,4,0,13,4,8,0,36,0,0,3,6,5,11,9,10,16,64
205051101,17,39,39,34,40,77,41,220,11,519,13,4,0,5,27,21,8,48,7,133,8,17,9,8,58,93,36,52,0,297,7,6,6,4,39,40,7,32,0,137,26,27,22,27,97,261,63,128,14,663,7,3,9,0,10,21,14,23,0,83,12,51,26,20,37,36,6,20,4,209,22,42,7,0,18,8,0,12,5,106,9,16,17,8,19,27,14,68,0,179,0,3,3,0,4,3,0,3,0,17,0,0,0,0,6,3,0,0,0,17,0,4,0,4,3,3,0,3,0,21,0,3,3,4,19,22,6,15,0,76,5,8,6,5,8,15,3,6,0,54,19,14,6,13,75,67,14,23,0,232,4,9,6,3,21,19,4,14,0,94,6,10,11,15,24,24,15,11,0,116,8,3,0,0,12,9,3,3,0,34,4,13,6,6,30,51,17,16,0,145,9,10,9,3,23,44,9,39,25,165
205051102,7,21,11,10,19,36,17,162,4,283,4,0,0,0,0,4,5,15,4,28,3,3,10,0,29,20,12,12,0,89,0,0,0,0,12,10,8,11,0,43,3,12,0,0,25,46,13,25,6,136,0,0,0,0,3,14,4,12,3,33,0,8,0,4,4,10,0,11,5,54,3,9,3,0,6,6,0,0,0,24,4,4,4,5,4,8,6,14,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,7,0,0,0,5,8,0,5,5,3,28,0,0,0,3,0,6,0,0,0,18,11,0,3,0,13,16,4,5,0,50,0,3,3,0,8,6,0,0,0,16,3,3,3,0,3,4,5,6,0,25,0,3,0,0,0,0,0,7,0,6,0,3,0,0,4,18,3,13,0,36,0,0,0,0,10,8,0,9,14,39
205051103,0,19,17,16,34,37,15,42,0,181,18,0,4,3,22,39,15,51,0,157,4,9,4,7,60,46,29,32,0,193,9,0,3,4,23,31,4,10,0,87,7,15,21,13,88,175,51,103,4,480,6,8,0,5,9,28,5,11,0,64,12,70,36,22,62,50,19,23,5,299,13,80,26,12,22,10,7,23,5,191,0,10,8,6,32,37,12,30,0,134,0,9,0,0,8,8,0,7,0,26,0,0,0,0,6,12,5,4,0,22,0,3,4,5,10,7,5,5,0,37,4,14,7,9,33,36,7,21,0,136,3,21,13,6,24,18,3,7,0,89,33,17,9,12,129,191,50,101,6,550,3,14,11,4,34,29,26,32,3,159,13,20,25,23,45,74,15,22,0,235,7,11,0,0,3,4,0,10,0,32,7,9,10,3,19,38,7,12,5,107,7,3,6,8,25,25,10,16,32,131
205051104,10,34,15,17,19,50,23,154,7,325,5,0,0,0,0,6,3,8,0,23,8,8,0,8,24,39,10,16,3,111,0,4,0,0,8,6,3,6,0,29,7,6,5,8,21,48,10,27,0,139,0,5,0,0,14,7,3,8,0,36,4,10,7,7,15,13,6,9,3,69,6,7,4,3,4,5,0,6,0,37,0,4,7,0,3,14,4,17,0,62,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,4,0,6,0,3,3,4,0,7,6,11,0,26,0,6,8,8,3,9,0,0,0,32,7,6,3,0,17,13,3,8,0,51,0,8,4,7,8,4,0,4,0,39,4,3,5,7,8,9,3,0,0,49,0,4,0,0,0,0,0,0,0,6,0,3,4,4,8,11,4,9,0,43,4,3,0,4,9,10,0,6,26,55
206011106,7,7,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,7,0,8,4,19,12,9,41,57,17,26,0,181,6,4,0,0,10,24,4,7,0,47,3,15,18,18,38,94,30,86,3,308,3,5,0,0,18,11,15,14,0,73,17,50,39,14,70,47,12,26,0,280,32,85,48,26,44,44,9,13,0,295,9,21,9,10,34,31,9,12,5,142,7,10,10,9,29,42,12,20,0,150,5,4,5,12,49,102,24,34,0,232,4,0,3,0,5,10,5,9,0,45,14,37,40,34,169,245,57,122,3,717,3,9,17,6,27,22,4,14,0,108,10,10,10,13,114,73,22,28,0,280,13,56,26,19,83,78,28,57,6,363,16,40,24,32,83,71,15,38,0,317,12,20,18,13,39,25,7,18,0,149,4,11,16,9,23,29,5,9,0,104,3,16,14,11,28,53,10,18,23,178
206011107,0,0,0,0,0,3,0,5,0,16,0,0,0,0,4,0,0,0,0,4,11,14,15,8,64,59,27,41,5,242,0,4,3,0,16,17,8,4,0,48,14,30,30,24,63,146,25,85,0,414,0,5,6,6,28,29,4,12,0,105,16,70,53,36,72,53,4,28,6,331,38,98,52,16,36,22,14,12,0,285,13,37,31,14,35,40,22,27,3,228,6,7,13,4,17,15,11,16,0,93,4,0,7,3,59,62,27,42,0,204,0,5,4,4,11,14,0,11,0,46,9,38,27,30,128,182,48,103,0,561,3,24,42,3,44,28,4,18,0,170,13,9,20,16,88,76,27,25,4,268,16,67,32,24,77,70,18,54,0,352,11,44,33,27,65,65,20,40,0,309,17,23,12,3,35,40,9,10,0,142,12,15,8,13,27,34,8,13,0,134,8,18,6,7,41,49,6,20,26,189
206011109,0,0,0,0,5,0,0,0,0,10,0,0,0,3,0,0,0,3,0,4,4,10,5,8,54,55,14,41,0,185,0,0,0,0,8,16,0,5,0,34,11,23,17,33,67,156,31,93,3,424,0,6,6,3,34,26,9,19,0,107,13,60,32,21,40,41,16,28,8,255,12,66,20,12,16,14,4,16,4,166,11,13,18,9,40,39,18,20,4,166,3,4,0,0,13,24,0,19,0,58,3,0,11,4,38,71,15,27,0,179,0,0,0,0,6,10,0,8,0,30,4,25,22,11,54,109,40,74,0,327,0,10,15,3,12,13,0,14,0,73,13,6,3,10,70,47,15,24,0,189,6,38,12,13,41,30,18,34,0,188,14,9,21,13,32,42,11,17,0,160,6,15,0,8,15,11,0,10,0,70,6,11,6,8,13,26,0,8,0,82,0,3,6,4,28,23,0,18,14,109
206011495,6,4,0,0,8,6,0,3,0,23,0,0,0,0,0,6,0,4,0,10,4,17,11,15,46,74,22,31,0,227,0,0,3,0,15,15,4,10,0,46,13,16,18,16,42,105,30,59,3,302,0,9,9,0,17,17,11,12,0,68,16,59,44,32,41,48,6,18,0,256,40,104,68,13,53,40,7,17,8,352,8,12,21,7,30,33,15,23,0,148,4,9,14,12,19,50,4,15,0,121,3,3,10,7,46,78,25,42,0,218,4,3,4,0,12,8,0,6,0,44,6,36,30,32,117,206,61,123,3,605,7,22,12,15,19,21,7,12,0,109,16,9,21,26,106,73,22,23,0,291,11,55,32,19,72,90,24,53,0,371,10,34,34,37,68,88,20,29,3,325,16,27,13,11,21,35,3,9,3,141,8,19,13,13,23,14,5,11,0,108,0,11,15,10,17,39,13,27,23,160
206011496,0,3,0,0,5,4,0,0,0,21,0,0,0,0,0,4,0,0,0,7,8,17,8,9,41,67,16,33,0,186,0,3,0,0,14,17,0,8,0,44,5,15,13,11,48,94,34,71,0,296,0,0,11,3,20,25,8,16,0,83,17,55,33,15,46,38,9,23,0,247,53,108,70,37,39,33,7,8,3,360,6,18,14,8,37,41,14,16,0,152,9,14,11,15,32,38,20,40,0,169,4,5,4,6,61,87,24,39,0,229,4,0,3,0,6,16,7,8,0,51,11,41,38,37,149,259,60,129,4,730,5,11,10,8,26,24,6,5,0,97,6,10,6,13,97,75,28,39,4,281,15,47,38,27,83,84,30,73,0,404,14,33,30,45,68,91,25,47,0,343,12,23,33,12,25,22,7,15,0,159,9,6,11,10,30,19,0,8,0,96,6,18,14,7,32,40,12,22,27,177
206011497,0,5,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,4,0,5,6,9,15,8,56,62,22,28,0,210,0,0,0,0,10,15,5,3,0,42,7,16,20,18,52,105,22,61,3,318,0,3,0,6,31,35,7,11,0,93,18,77,44,15,48,42,18,20,7,273,33,90,50,23,35,20,10,9,4,277,16,14,25,7,33,47,14,19,8,183,10,15,9,11,31,27,8,14,0,120,3,8,7,5,35,50,13,16,0,136,0,4,0,0,14,8,3,10,0,38,13,22,22,23,105,164,37,72,0,446,9,18,18,8,19,13,5,6,5,107,6,15,3,21,84,76,17,28,0,248,4,53,32,23,58,64,27,37,0,302,14,29,25,31,58,60,16,31,0,271,7,12,18,7,26,22,0,10,0,94,9,7,8,3,30,18,5,4,3,98,3,15,0,3,36,29,11,10,26,137
206011498,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,0,0,7,5,14,21,10,60,76,30,38,0,253,0,4,3,5,13,11,5,13,0,56,13,27,19,26,80,159,45,99,4,477,0,6,4,3,27,34,3,12,0,96,25,71,29,22,38,45,11,26,0,257,24,102,60,20,26,19,6,19,0,277,10,22,14,11,39,63,9,33,8,193,8,6,0,0,18,21,4,11,0,74,0,3,0,5,46,57,15,25,0,170,0,3,3,7,8,14,4,16,0,54,10,16,27,28,79,184,38,89,0,477,3,18,9,11,18,21,7,16,0,99,9,15,18,12,95,81,26,27,0,279,0,44,37,27,54,71,18,46,0,302,8,29,43,41,64,63,13,29,0,290,12,22,5,14,11,24,10,16,0,115,4,9,3,3,31,28,11,13,0,104,0,18,10,12,37,45,8,23,30,179
206021110,0,0,4,6,3,0,0,3,0,19,0,0,0,0,0,0,0,3,0,6,0,11,5,3,27,40,14,31,0,126,0,0,3,0,8,15,5,4,0,35,8,17,11,12,33,74,26,50,0,240,3,3,9,3,14,19,4,15,0,63,8,45,20,14,22,27,11,20,0,160,20,42,25,12,10,10,0,7,0,131,3,16,9,12,21,22,8,12,0,96,3,5,8,8,13,34,11,15,0,85,0,3,3,5,36,57,16,35,0,157,0,3,0,0,3,9,10,11,0,42,12,27,25,12,61,138,32,92,0,392,3,4,16,13,3,9,8,11,0,68,9,8,10,9,68,44,11,16,0,174,8,38,18,15,45,42,19,40,5,225,6,25,25,21,42,52,19,37,0,227,9,11,14,4,5,4,7,11,5,64,4,6,8,5,16,11,3,5,4,64,5,13,7,6,10,22,7,18,15,88
206021112,0,3,0,6,6,4,0,0,0,21,0,0,0,0,3,0,3,5,0,15,11,17,10,16,96,107,28,51,0,337,0,0,0,5,21,19,14,7,0,65,16,23,37,29,84,190,54,113,8,555,4,9,10,9,39,33,16,16,0,129,25,92,54,23,64,70,14,37,5,374,44,104,52,22,38,30,19,23,6,334,13,19,18,10,50,61,21,38,0,237,5,5,9,10,48,49,14,37,0,188,9,3,8,11,67,100,26,54,0,275,6,9,5,3,15,21,3,24,0,75,13,31,37,41,152,250,65,148,3,750,12,18,22,17,35,30,9,14,0,161,18,20,22,14,114,101,25,41,0,360,11,71,53,40,81,84,40,59,3,432,22,41,56,54,91,101,29,46,0,429,16,28,19,10,34,28,7,23,5,168,10,20,19,9,34,35,6,16,4,153,4,10,14,11,39,49,11,26,32,198
206021499,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,10,6,10,6,4,38,67,23,47,0,204,0,3,6,7,12,12,0,14,0,53,9,27,26,10,65,124,45,72,3,377,4,7,3,6,9,25,4,11,0,78,17,68,41,25,52,34,15,20,4,278,34,75,34,12,22,21,9,14,3,220,3,17,21,11,27,34,7,26,0,147,8,15,11,7,34,46,12,19,0,155,6,9,7,5,44,106,27,54,0,253,0,0,0,10,10,19,5,18,0,69,19,42,44,41,106,249,78,176,0,761,0,14,9,8,17,26,6,6,0,91,21,17,6,17,97,77,29,47,0,296,10,72,41,24,60,95,30,62,0,389,14,37,37,33,80,83,40,60,4,377,10,32,13,17,23,21,4,14,0,147,8,8,13,5,19,25,6,12,0,100,5,16,16,15,27,50,9,25,11,176
206021500,5,0,0,0,5,3,0,3,0,15,0,0,0,0,0,4,0,0,0,3,5,4,11,5,33,40,14,31,0,146,0,3,0,3,8,17,0,0,0,38,4,14,18,10,30,79,16,72,0,251,0,0,0,0,18,21,4,18,0,67,10,47,23,15,27,39,7,21,0,185,22,61,31,12,25,13,8,14,6,180,0,9,4,6,20,33,10,13,0,93,7,6,8,4,23,30,13,20,0,101,7,4,5,4,39,49,18,40,0,167,0,3,8,0,6,9,0,8,0,35,8,40,37,29,98,170,58,98,0,533,0,5,11,8,5,18,0,6,0,67,12,10,7,12,74,59,21,31,0,230,8,44,21,21,48,54,16,54,0,256,3,30,22,41,39,61,20,38,0,264,8,24,15,4,17,24,9,23,0,122,9,20,3,12,13,14,0,4,0,72,4,10,5,3,19,28,0,20,4,94
206031113,0,0,3,0,0,3,0,4,0,12,0,0,0,0,0,0,0,6,0,9,4,22,16,10,60,65,27,54,0,248,0,0,0,0,19,15,3,12,0,57,16,22,22,23,56,152,45,124,4,457,0,4,5,4,34,32,9,18,0,98,19,64,40,32,51,44,15,37,0,304,33,80,53,11,20,27,11,15,0,260,17,15,24,19,56,50,20,37,0,239,3,7,5,8,32,33,6,15,0,99,7,5,3,15,46,92,36,52,0,247,0,3,3,0,12,18,10,21,0,64,11,31,24,32,105,187,65,135,0,584,8,20,16,11,25,13,6,12,6,118,11,15,15,13,95,100,36,41,0,331,21,45,22,17,54,54,21,41,0,274,13,19,27,30,63,74,27,47,0,300,12,29,11,10,29,25,12,18,5,150,7,13,5,4,14,34,0,16,0,94,9,9,15,7,43,35,9,28,22,171
206031115,0,0,0,0,3,3,0,5,0,13,0,0,0,0,0,0,0,0,0,5,0,11,4,9,35,24,12,12,0,103,0,0,0,0,12,6,0,5,0,28,6,21,15,8,32,59,19,35,4,187,3,0,8,3,14,15,6,9,0,55,17,33,24,13,45,27,3,9,0,169,27,47,36,9,25,16,10,8,8,182,9,16,17,10,27,29,15,18,3,129,0,0,5,0,20,21,3,12,0,71,5,9,7,5,42,53,11,22,0,144,3,0,6,0,3,13,5,9,3,45,5,20,20,12,66,115,30,69,0,346,4,18,18,7,11,17,8,11,0,94,5,8,4,10,53,55,10,17,0,168,10,33,20,8,54,40,12,24,0,193,3,21,25,15,37,43,10,32,0,186,8,12,11,3,16,18,7,10,0,100,0,10,3,5,11,11,4,9,0,60,0,10,10,3,23,23,6,9,21,103
206031116,0,0,7,0,0,3,0,4,0,20,0,0,0,0,0,4,3,4,0,14,5,15,16,8,51,81,27,48,0,254,0,0,0,0,15,21,15,14,0,72,13,28,19,29,89,203,49,131,8,567,5,8,5,3,34,44,13,40,0,148,17,74,44,19,65,71,14,40,0,343,30,91,49,24,37,37,10,28,0,304,12,26,18,12,47,80,23,23,4,253,8,9,7,5,35,29,13,16,0,116,4,8,6,5,54,139,27,73,0,320,0,8,4,9,9,19,14,17,0,78,6,44,40,24,127,215,61,170,0,694,5,16,23,3,22,23,9,20,0,122,16,16,12,13,103,108,40,44,0,352,12,51,18,14,66,58,25,58,5,294,16,25,33,43,68,100,27,26,0,340,11,26,16,13,19,25,10,28,0,136,9,12,9,14,17,18,13,16,0,105,3,12,11,9,44,45,4,32,27,192
206031501,0,0,0,0,3,0,0,4,0,12,0,0,0,0,4,0,0,6,0,7,9,16,15,14,67,74,26,63,0,300,0,4,5,0,9,15,8,12,0,54,12,24,32,28,101,239,53,183,16,700,0,15,10,5,36,47,4,40,0,160,15,95,53,24,51,62,19,33,7,354,28,83,38,18,29,31,4,24,4,253,8,25,20,10,84,83,22,44,3,299,0,7,3,5,21,42,9,24,0,111,10,5,7,5,52,93,24,73,0,278,6,4,3,3,18,20,11,27,0,92,8,17,33,19,85,162,51,113,5,483,8,17,17,4,33,24,6,11,0,123,17,13,15,5,104,84,21,41,3,306,9,38,12,14,38,43,16,32,0,216,11,26,30,26,41,67,15,38,0,262,14,21,10,4,16,26,0,14,0,104,4,15,11,9,22,23,5,22,0,108,4,6,8,7,44,46,12,29,24,189
206031502,0,4,0,0,0,5,0,5,0,14,0,0,0,0,0,6,0,3,0,10,5,10,8,8,53,69,21,36,0,212,0,4,0,0,11,15,3,4,0,38,3,30,27,22,57,133,40,122,6,436,4,5,5,9,27,34,8,21,0,99,11,51,32,16,45,32,11,35,6,246,18,65,41,28,35,30,7,16,3,239,8,17,17,13,44,62,14,38,0,213,4,4,3,5,28,19,6,16,0,89,4,9,6,5,62,90,24,50,0,241,3,0,0,3,14,12,7,24,0,73,8,30,36,13,86,140,35,91,6,451,9,21,20,4,19,17,7,11,0,107,12,11,10,9,90,72,25,30,4,261,9,33,19,11,44,37,15,33,0,206,11,24,21,16,54,68,14,42,0,254,6,15,3,9,20,17,5,10,0,81,5,15,11,8,21,21,3,14,0,89,0,12,11,4,29,37,9,16,24,150
206041117,0,0,0,4,8,0,0,0,0,19,4,0,0,0,0,0,0,5,0,4,3,10,22,6,43,40,5,15,0,145,0,3,0,0,13,10,0,0,0,30,8,15,28,5,27,61,9,34,0,184,0,7,10,0,13,21,4,5,0,62,13,102,85,18,43,23,4,17,3,314,97,219,122,36,63,42,18,12,5,607,11,42,33,15,28,34,7,13,0,192,6,19,10,6,28,47,10,17,3,142,3,13,6,5,34,84,15,22,0,192,3,8,4,0,16,9,3,8,0,51,12,57,61,27,151,271,59,115,3,771,11,31,37,14,36,23,0,10,0,168,9,18,15,15,65,60,15,21,0,226,17,145,33,19,85,82,18,38,3,439,12,35,42,30,66,72,18,47,3,336,19,36,16,7,26,25,4,8,0,141,15,16,16,14,17,22,7,8,0,106,16,37,32,13,26,35,3,19,34,214
206041118,0,3,0,0,9,7,6,0,0,17,0,0,0,0,0,4,6,3,0,11,5,13,16,5,47,77,21,40,3,219,0,4,0,0,33,35,0,10,0,81,8,13,19,13,32,94,24,93,0,289,6,8,9,7,37,41,6,29,0,138,15,54,54,21,76,76,9,25,4,330,64,106,78,33,65,44,14,28,4,425,18,21,40,13,43,56,21,31,11,252,7,3,11,4,49,68,0,16,3,167,7,11,11,15,107,316,31,72,3,571,3,5,7,3,22,40,13,23,0,120,15,49,41,37,297,699,77,124,9,1347,9,20,39,7,39,32,5,8,0,164,16,8,4,9,87,87,18,44,5,270,4,35,21,8,46,28,14,20,0,182,16,23,19,19,50,55,12,34,0,227,16,12,10,12,22,22,0,11,0,99,10,18,16,8,12,20,11,12,0,101,8,16,21,11,41,60,0,24,35,216
206041119,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,4,8,6,4,16,12,4,8,0,58,0,0,0,4,4,8,0,0,0,16,4,8,11,4,9,17,6,24,0,86,0,3,0,0,11,8,0,4,0,30,3,20,16,3,18,20,9,10,0,93,12,16,10,3,11,10,4,10,0,78,6,0,4,0,7,14,5,8,0,42,0,7,0,5,9,12,5,13,0,45,0,7,6,8,23,44,9,50,0,151,0,0,0,6,0,12,3,20,0,42,10,28,17,14,45,120,35,90,6,369,0,5,6,0,4,6,0,3,0,35,4,3,0,0,23,22,9,14,0,81,0,4,8,4,24,27,11,18,3,101,3,17,12,21,32,46,10,35,0,178,3,8,7,4,9,17,0,5,0,57,0,3,3,0,17,10,3,14,0,42,0,0,0,4,10,12,0,16,3,45
