SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
206051129,84,114,34,46,42,28,12,6,5,378,128,124,48,114,90,64,13,19,6,600,119,58,297,87,90,52,24,49,24,798,10,6,0,10,12,13,4,4,0,59,26,22,13,12,21,19,0,4,0,110,14,20,3,3,4,7,0,0,0,50,13,34,6,12,16,13,0,5,10,114,1626,3432,569,578,724,440,90,160,112,7727
206051130,109,127,20,35,65,29,6,12,12,413,152,148,61,85,88,55,3,10,9,614,148,77,259,83,96,52,32,44,11,807,6,11,0,0,9,9,0,3,0,46,29,27,9,16,32,22,3,12,3,149,16,25,3,10,9,0,0,3,3,59,20,30,7,7,15,7,3,3,19,125,1873,2973,464,426,759,338,79,126,130,7169
206051134,83,114,50,40,56,40,9,12,4,412,113,136,104,122,83,56,11,34,7,667,114,85,327,119,110,70,28,54,13,921,8,6,8,15,11,6,3,4,0,52,10,22,17,21,22,17,5,7,0,116,3,22,5,8,7,5,0,6,0,59,18,21,11,13,13,3,7,9,14,107,1525,3594,717,665,835,443,143,258,111,8286
206051511,6,12,9,4,5,3,0,4,0,43,24,14,15,15,16,0,3,3,5,97,19,8,52,16,25,12,5,7,4,138,0,0,0,0,3,0,0,0,0,7,3,0,3,0,5,0,0,0,0,7,0,4,0,0,0,6,0,0,0,11,4,0,0,3,9,0,0,0,3,26,197,390,97,83,114,49,18,32,17,1000
206051512,59,90,18,33,44,19,7,13,11,282,90,83,51,54,59,34,10,3,8,391,76,50,117,57,58,22,18,35,4,430,8,7,0,3,9,4,0,0,0,37,10,19,0,4,18,4,3,0,3,71,10,18,7,0,10,7,0,12,0,61,11,21,0,10,6,0,4,6,19,80,1218,2558,326,347,607,254,54,128,104,5604
206051513,60,89,39,36,42,16,7,16,9,312,102,99,87,103,110,53,14,24,12,611,103,72,303,131,91,54,21,54,20,846,10,3,8,10,11,8,3,0,0,50,23,16,14,15,17,10,0,10,4,100,0,16,3,0,3,4,0,3,3,46,7,29,3,11,7,12,5,0,16,89,1094,2606,643,634,672,352,121,231,120,6476
206051514,56,98,34,24,36,25,5,9,3,296,98,126,72,115,88,40,17,27,8,584,108,74,270,90,83,53,24,41,15,761,14,12,0,11,8,4,0,7,0,62,14,23,8,11,18,8,6,4,4,116,15,27,10,8,8,3,0,8,0,74,26,25,12,12,3,4,0,10,25,118,1338,2980,588,577,744,334,120,219,133,7025
206061135,47,44,16,23,38,18,0,3,0,192,54,62,15,36,42,36,0,3,5,256,45,29,89,29,32,28,13,17,9,287,4,0,0,3,4,4,0,0,0,17,5,3,3,7,12,11,0,0,5,46,7,12,0,4,4,0,0,0,0,31,8,17,6,0,6,8,0,4,15,66,941,2149,234,251,431,289,49,86,76,4498
206061136,106,143,45,62,65,44,14,20,4,490,124,156,87,144,119,84,8,32,11,769,141,80,319,128,111,102,22,59,8,969,11,11,0,14,14,10,3,3,0,71,20,15,7,13,28,14,0,4,5,114,20,25,0,6,5,8,0,5,3,77,20,39,11,7,9,9,0,11,40,145,2080,4872,708,758,1104,655,102,235,155,10671
206061138,73,77,20,24,39,22,3,3,10,275,72,74,19,38,49,43,0,14,10,308,63,24,82,51,51,22,3,23,11,325,7,0,4,8,3,8,0,5,0,31,26,11,4,5,18,11,0,3,3,85,10,24,0,4,5,4,0,0,5,57,26,36,0,6,19,7,0,6,16,122,1319,2522,201,244,579,331,30,84,150,5467
206061515,60,65,16,17,35,26,3,3,3,227,88,106,45,66,57,41,4,21,3,431,63,53,103,55,57,43,9,27,3,408,7,5,5,3,5,7,5,0,0,40,15,16,4,13,12,18,3,4,3,80,8,24,3,8,9,3,0,0,3,60,20,21,7,0,9,3,0,9,9,76,1249,3336,334,400,680,364,67,120,100,6660
206061516,38,47,15,19,17,24,3,8,0,179,61,68,28,43,49,45,4,9,3,311,69,37,114,51,46,30,9,26,10,382,0,3,8,7,0,4,0,4,0,21,10,11,0,12,7,11,0,0,0,59,8,12,3,3,3,6,0,0,0,43,8,19,5,7,13,6,0,4,8,76,1008,2571,287,294,505,292,35,102,75,5174
206071139,42,63,24,12,23,12,0,7,0,190,73,71,37,58,48,33,6,14,7,354,50,45,150,51,53,36,17,30,7,428,9,4,0,6,3,3,4,5,0,38,14,4,5,9,4,8,0,4,0,52,13,17,7,0,8,3,0,0,0,46,5,10,3,8,6,3,0,3,16,60,971,2615,374,358,514,259,61,127,81,5358
206071140,29,50,25,18,17,9,7,3,0,158,37,43,31,32,26,16,0,10,4,196,40,20,100,54,25,19,8,11,6,280,6,0,3,0,5,0,0,4,0,19,8,3,4,11,4,0,0,0,0,35,9,15,0,0,0,0,0,0,0,30,6,17,0,4,0,4,0,0,9,47,672,2384,254,310,377,174,35,64,73,4360
206071141,38,58,13,15,13,13,5,3,0,173,57,97,27,54,49,26,7,15,0,326,50,50,120,71,50,21,14,30,8,422,5,5,6,5,0,0,4,3,0,29,10,15,3,6,9,10,0,6,0,57,4,20,0,4,5,0,3,0,0,34,9,12,4,13,4,7,0,4,15,69,869,2676,296,356,420,203,52,92,70,5035
206071142,41,59,11,22,19,16,3,15,0,170,53,69,28,56,36,22,7,11,4,289,50,38,107,55,35,20,13,28,8,343,6,4,4,7,10,4,0,6,0,39,9,7,5,11,11,0,4,5,0,50,7,16,0,0,0,0,0,0,0,38,5,14,9,11,3,8,0,3,15,63,941,2808,286,354,438,199,56,97,68,5251
206071143,32,86,17,23,36,30,0,0,0,220,67,69,29,65,38,24,3,10,6,311,63,43,149,46,52,26,15,26,4,424,9,0,3,15,5,4,0,0,0,38,8,11,9,6,7,0,0,0,0,48,5,23,3,5,0,0,0,4,0,32,9,19,9,3,0,7,0,3,11,63,1212,3616,354,423,587,233,41,78,86,6637
206071145,31,59,10,13,32,17,3,0,3,172,47,62,23,30,39,12,9,0,4,230,50,38,129,40,28,19,16,20,7,347,0,5,6,3,11,4,0,5,0,27,5,3,3,9,5,11,0,8,0,44,9,15,5,0,3,0,0,0,0,34,3,11,9,8,4,7,0,0,6,42,985,2636,288,269,440,175,56,74,55,5000
206071517,85,111,23,37,58,24,3,13,0,364,136,152,69,85,91,46,12,19,4,617,141,89,313,89,91,50,23,59,4,865,4,11,3,9,12,11,0,3,0,51,30,19,15,13,38,21,3,0,4,137,3,25,0,7,4,3,0,0,0,54,22,30,8,3,10,7,0,6,21,106,2160,5228,643,564,977,451,68,184,139,10417
206071518,57,69,33,42,41,20,3,19,0,283,104,106,59,96,77,34,8,22,12,522,92,56,253,102,90,46,23,62,8,724,9,8,3,13,13,4,0,6,0,53,13,10,10,10,11,10,0,8,5,82,7,17,4,3,9,6,0,4,0,44,12,23,10,13,7,9,7,8,19,104,1286,3297,522,525,713,328,82,200,101,7049
207011146,35,48,18,14,32,8,0,4,3,164,50,40,14,24,30,11,0,9,5,188,34,27,78,21,24,24,9,22,3,247,3,3,0,9,4,6,0,3,0,24,9,8,6,9,6,4,0,3,0,47,4,8,0,0,0,0,0,0,0,19,3,8,5,6,6,0,0,0,3,27,773,1462,189,168,342,146,22,66,43,3220
207011147,85,81,17,45,54,26,11,7,3,334,91,60,36,49,67,38,13,13,4,372,63,26,128,49,42,49,15,28,8,412,5,3,6,4,10,5,0,4,0,31,20,12,5,9,18,14,0,6,0,78,6,24,0,5,9,9,0,0,0,68,14,22,8,8,11,5,0,3,13,84,1253,2698,325,362,654,372,75,138,108,5991
207011148,96,106,43,32,70,42,15,21,8,426,98,82,49,72,85,59,9,13,10,471,115,41,182,72,62,52,15,41,16,583,14,3,3,8,13,4,0,0,0,47,26,9,6,16,28,20,6,8,3,124,14,20,3,5,11,3,4,4,0,67,25,32,8,8,18,14,4,0,19,125,1651,3360,492,475,978,512,87,174,146,7879
207011149,108,122,31,39,68,53,8,12,8,444,102,92,49,74,89,44,7,15,9,480,98,52,155,68,71,52,17,40,10,570,9,0,6,6,9,11,5,8,0,50,24,7,9,14,33,20,3,3,0,104,9,17,0,7,8,0,0,3,3,49,12,35,7,9,17,11,3,3,17,111,1961,4088,417,489,929,454,78,144,133,8691
207011150,75,94,26,33,69,26,4,11,9,350,83,64,33,48,72,28,4,18,6,365,102,46,155,51,55,46,13,22,10,496,4,8,3,0,17,5,0,3,0,42,20,10,12,10,20,20,0,7,4,99,7,26,7,4,7,5,0,3,0,57,13,21,4,5,10,7,0,0,9,78,1714,3478,371,349,719,352,56,112,91,7236
207011152,66,88,31,19,48,22,5,3,4,288,97,81,60,70,90,45,10,16,6,471,69,42,169,74,70,50,16,25,6,514,9,7,3,4,8,0,3,5,0,34,14,10,12,10,11,4,0,3,0,81,9,22,6,12,8,11,0,4,0,67,8,24,5,5,9,9,0,0,22,78,1469,3659,451,439,819,409,100,134,102,7579
207011154,29,40,13,11,27,12,0,6,0,133,29,30,12,27,28,13,0,10,0,145,46,22,86,30,22,14,0,18,5,241,0,0,0,7,0,0,0,0,0,21,8,4,3,11,12,6,0,0,0,42,0,12,0,0,4,4,0,0,3,23,3,11,3,0,4,0,0,0,3,29,555,1216,170,178,300,126,26,47,50,2664
207011155,64,83,29,33,50,21,3,6,3,296,64,54,31,54,64,39,7,10,3,322,82,40,125,45,52,27,15,24,5,417,0,5,5,4,7,10,0,4,0,38,22,15,0,13,17,12,4,3,0,80,7,14,0,7,10,5,0,0,0,44,6,27,3,3,4,4,0,3,15,68,1556,3015,290,332,653,291,52,94,104,6394
207011519,38,48,14,17,33,15,3,6,0,174,54,58,30,54,42,30,6,18,3,283,59,24,106,29,35,36,4,18,6,314,10,7,0,3,7,5,0,5,0,32,10,4,7,3,13,7,0,3,0,42,4,17,6,3,3,5,0,0,0,39,11,10,3,9,11,0,0,4,12,62,929,2284,258,269,471,218,48,118,70,4666
207011520,43,51,17,18,40,23,7,5,6,216,56,81,43,72,59,30,8,30,0,377,57,34,134,55,56,38,5,29,7,416,4,7,0,0,4,0,5,3,0,25,10,20,3,14,13,13,0,7,0,78,4,15,4,10,0,0,0,0,6,40,9,12,0,4,15,0,0,0,16,64,1055,2938,346,403,658,304,57,157,94,6017
207011521,60,74,18,24,44,22,0,10,6,265,64,35,23,29,48,33,7,14,9,248,43,38,94,48,33,25,4,14,14,322,0,4,0,4,9,3,0,0,0,25,15,5,0,13,10,7,0,4,0,44,11,20,0,0,3,9,0,0,7,39,5,26,3,0,12,7,0,3,11,71,1027,2371,222,264,538,223,35,72,89,4837
207011522,68,59,19,39,38,20,12,13,3,263,63,57,34,59,53,34,4,21,9,331,71,34,153,57,51,33,10,21,8,432,5,0,6,5,0,9,0,8,0,23,19,13,8,3,15,13,0,4,4,77,14,23,4,5,9,6,0,0,4,60,14,21,3,7,7,4,0,0,17,75,1114,2646,313,359,550,282,55,123,99,5550
207021156,58,52,28,37,38,23,9,18,6,270,58,57,43,63,53,38,14,12,7,340,58,25,254,92,52,44,24,47,8,601,5,0,0,5,8,6,0,3,0,34,11,9,9,13,14,16,3,6,0,87,5,8,5,0,0,5,0,0,4,25,24,17,10,9,9,11,0,0,19,96,708,1503,429,345,481,295,85,138,69,4054
207021157,82,97,66,60,75,52,24,34,13,500,118,101,99,148,119,81,31,47,11,750,110,54,329,157,89,85,42,85,22,968,3,5,7,7,12,10,5,9,0,66,28,16,10,27,31,16,4,15,4,150,13,22,8,9,7,12,3,5,0,74,20,25,18,15,21,13,3,12,36,171,1448,3438,852,805,1119,624,207,358,200,9050
207021159,78,76,30,29,59,30,7,19,9,329,91,78,46,67,88,42,5,11,9,441,123,38,267,93,82,62,23,51,18,753,8,5,0,0,8,9,0,0,0,35,19,11,21,14,37,18,3,11,0,131,12,18,12,7,7,10,0,0,5,67,23,31,13,11,14,9,0,3,27,133,1181,2175,552,406,776,416,76,146,132,5861
207021160,67,70,35,35,42,26,5,14,4,306,83,75,58,70,66,38,14,19,10,424,70,55,237,76,62,40,29,60,9,637,3,4,9,18,14,10,0,0,0,56,20,8,19,19,19,12,3,7,5,110,3,17,4,9,9,5,0,0,0,45,6,23,15,6,19,3,0,4,21,105,892,1915,509,407,621,299,84,144,84,4962
207021424,62,79,38,45,54,30,7,19,0,329,71,56,45,86,77,43,16,24,15,429,89,42,233,86,88,46,27,54,11,678,7,4,4,8,10,13,0,0,0,52,18,8,13,16,23,12,5,3,0,106,8,24,5,0,6,9,0,3,5,52,9,23,8,9,15,6,0,4,23,101,924,2134,507,489,764,351,117,190,110,5585
207021425,61,47,50,44,40,29,13,23,9,315,66,63,62,93,70,48,16,21,10,440,48,32,223,111,61,38,28,45,9,593,0,0,5,8,13,3,0,6,0,43,10,5,5,16,17,14,3,8,0,81,9,13,3,9,6,8,0,6,0,56,16,20,3,11,5,9,4,8,9,84,881,1961,521,521,709,373,125,198,110,5396
207031161,76,102,55,54,75,37,12,27,5,440,113,102,79,112,140,58,28,37,8,685,158,69,352,133,109,72,57,73,13,1044,6,7,3,16,21,6,8,6,0,69,20,12,9,16,32,7,11,13,0,127,4,23,10,6,7,7,3,0,5,66,16,16,4,14,22,15,3,11,22,117,1539,3778,751,666,1086,436,183,279,145,8860
207031162,28,59,17,25,38,18,11,3,4,211,57,55,46,54,70,20,19,9,4,336,78,22,199,74,73,42,24,37,6,545,5,0,3,4,0,3,4,4,0,26,10,9,10,9,16,5,0,9,0,64,4,7,0,3,4,0,0,6,0,25,5,12,5,4,9,0,0,0,13,47,703,1583,395,307,533,213,96,105,68,4003
207031163,88,83,57,61,53,34,14,40,5,433,102,107,116,164,69,91,47,87,15,796,69,50,268,154,100,68,38,69,4,822,4,8,14,13,16,14,0,13,0,75,19,9,17,22,28,18,6,14,3,124,3,19,7,9,4,0,3,6,0,58,8,20,18,18,19,13,12,13,44,169,1212,3351,817,902,1000,582,249,462,146,8721
207031164,57,91,54,66,62,36,10,24,8,406,88,81,74,83,94,58,14,32,12,540,107,40,265,112,85,47,41,58,12,774,5,6,10,10,17,3,3,11,0,65,9,18,10,19,23,17,5,9,0,110,12,21,7,6,12,7,6,0,0,63,13,31,12,11,11,12,0,4,15,110,1132,3000,639,618,817,401,147,251,117,7114
207031165,38,43,22,32,35,16,5,13,4,202,47,51,46,82,75,40,19,45,5,409,40,29,143,77,39,41,29,41,11,443,5,0,3,6,5,8,4,5,0,32,12,9,5,12,15,15,3,3,4,63,0,10,8,11,7,0,0,3,0,45,17,11,9,6,10,5,8,0,7,72,641,1716,386,459,543,374,164,232,91,4607
207031166,26,33,31,23,41,16,7,15,4,203,38,52,51,61,58,33,12,36,4,345,56,21,177,48,50,25,21,47,7,456,3,0,0,3,9,0,0,3,0,33,8,7,3,8,10,10,3,8,3,60,0,8,3,0,0,3,3,8,0,26,6,7,9,10,0,8,10,7,14,66,561,1453,407,317,503,259,115,236,63,3918
207031167,46,74,20,19,25,22,9,13,7,232,50,55,23,41,50,19,3,14,3,270,38,30,120,45,41,23,4,16,0,318,3,3,8,5,6,0,0,0,0,23,10,6,3,9,20,10,5,4,0,69,3,13,0,0,3,0,0,0,0,32,8,12,8,4,9,0,0,3,9,49,827,2138,239,258,475,193,35,102,50,4331
208011168,93,120,23,28,59,30,7,6,6,374,97,79,29,66,82,41,3,7,4,417,165,39,223,49,66,57,22,39,9,666,12,4,4,0,14,6,0,5,0,42,27,7,4,12,27,27,0,5,0,111,11,22,0,4,8,0,0,0,0,49,20,22,9,11,11,6,0,0,16,101,1448,2003,381,308,618,291,52,89,96,5279
208011169,161,127,23,40,88,44,4,6,6,507,133,113,42,61,91,58,12,4,15,527,194,49,211,75,69,67,5,26,14,705,8,4,0,10,8,4,0,0,4,42,33,20,7,17,27,29,6,4,6,144,20,31,4,11,8,7,0,0,0,81,46,45,6,8,15,15,0,3,35,178,2433,3766,402,432,859,504,56,103,180,8720
208011170,103,109,24,43,66,34,9,8,5,404,97,97,25,52,86,52,5,7,5,418,111,46,198,62,59,49,25,25,10,598,9,0,0,4,10,6,0,0,0,35,22,20,5,16,17,17,6,4,3,100,15,19,0,0,12,10,0,0,0,61,20,26,9,3,13,5,0,6,19,102,1665,2544,368,353,676,362,59,95,106,6235
208011171,73,92,38,46,42,19,5,6,4,331,99,73,55,83,90,40,5,15,7,469,97,49,282,91,76,59,31,43,11,746,4,8,8,5,8,7,0,0,0,38,12,19,6,27,22,12,4,7,4,115,5,11,3,0,3,0,0,0,0,32,8,12,8,4,5,3,0,0,3,48,1159,1899,515,427,578,281,73,128,64,5122
208011172,102,141,37,40,75,32,4,13,4,445,117,116,57,73,97,54,4,10,8,534,137,50,267,85,95,68,18,46,15,779,8,3,0,9,11,10,4,6,0,49,34,35,9,19,17,16,0,9,3,148,14,17,3,5,9,3,0,0,4,53,12,25,5,8,16,7,5,6,21,104,1912,2941,501,454,772,388,63,140,112,7287
208011173,130,139,24,56,75,31,4,6,3,465,115,104,41,65,73,37,3,16,11,476,170,51,263,72,81,59,20,50,11,766,4,7,7,6,7,5,5,3,0,43,28,9,14,17,30,21,0,5,0,120,16,18,6,3,6,4,0,0,0,51,17,21,3,8,26,20,0,4,21,126,1772,2692,477,411,714,380,50,128,112,6737
208021174,120,152,70,68,101,51,18,26,6,617,150,153,86,156,129,82,14,27,3,793,143,88,409,132,152,60,43,64,21,1125,10,12,5,11,27,11,0,7,0,76,30,26,17,34,41,18,0,7,0,188,15,29,12,5,10,7,3,4,3,87,22,39,11,20,19,9,12,9,33,181,2095,4195,835,803,1204,544,167,243,168,10260
208021176,65,88,55,43,68,24,10,15,0,373,101,94,94,108,101,63,22,45,9,636,82,65,302,134,87,68,30,57,10,853,8,5,8,4,12,13,0,3,0,58,17,16,17,13,28,11,3,12,0,119,14,27,7,4,10,3,0,6,0,80,13,24,14,8,13,4,11,7,34,138,1366,3778,753,717,1015,498,196,331,161,8815
208021177,88,124,39,46,71,38,13,23,9,455,98,122,57,130,96,47,20,24,7,598,117,80,249,124,88,68,21,43,12,800,7,8,7,9,10,12,5,10,0,64,20,21,7,26,27,15,4,12,0,132,16,36,6,4,5,8,0,4,5,91,30,64,8,19,15,18,3,10,47,213,1813,4436,582,722,961,503,123,235,206,9581
208021178,90,114,35,44,68,30,5,13,6,413,102,109,50,89,90,54,14,12,4,519,97,46,225,88,69,41,25,53,12,646,3,0,7,8,10,4,0,9,0,49,31,25,12,19,28,17,6,10,4,145,14,28,4,5,5,3,0,0,0,65,34,37,12,26,19,6,3,5,25,174,1528,3350,486,556,796,407,98,177,137,7535
208021179,55,90,15,31,42,27,0,3,0,261,73,82,44,60,58,28,8,8,6,365,66,45,167,84,65,34,17,30,13,514,9,4,3,3,10,6,3,0,0,39,14,15,3,14,10,12,0,0,0,64,7,10,4,5,9,4,0,4,3,35,7,27,7,9,11,7,5,4,12,81,1121,2465,357,386,557,273,66,98,91,5420
208021180,14,41,24,13,32,12,6,12,3,148,31,51,39,56,49,25,7,17,0,272,47,20,148,58,61,20,17,33,5,404,6,4,4,3,0,0,0,0,0,19,8,14,7,4,16,3,0,3,0,53,5,8,0,4,0,0,0,0,0,20,10,15,0,7,5,4,0,5,5,51,541,1359,318,287,419,153,64,119,51,3308
208021181,40,40,21,23,28,11,8,8,0,170,61,57,51,58,62,26,11,13,5,342,61,45,155,63,55,28,22,33,4,457,3,3,0,3,5,5,5,4,0,33,8,9,4,14,12,10,3,8,0,66,9,13,3,0,3,3,0,7,0,33,6,12,0,4,7,4,4,4,14,59,730,1809,383,325,519,205,96,144,68,4263
208021182,69,71,51,38,32,21,6,17,5,313,56,75,61,103,72,46,13,22,3,459,74,30,231,83,59,41,22,53,5,602,0,3,7,10,11,11,0,5,0,42,10,10,13,11,25,11,9,9,0,95,4,15,4,3,0,0,6,8,0,47,12,15,10,0,7,5,5,3,16,78,978,2593,566,545,667,327,126,230,118,6154
208021426,79,110,44,64,83,31,7,15,4,439,100,104,65,86,100,44,9,23,8,548,125,53,358,105,111,73,39,52,13,927,7,5,0,12,15,11,0,4,0,59,13,20,9,23,21,19,3,8,0,115,12,16,3,3,13,6,4,4,0,68,7,31,15,11,11,7,6,5,17,96,1244,2538,648,529,825,373,114,175,110,6555
208021427,73,89,38,33,66,30,0,19,0,357,103,83,52,83,99,35,4,14,4,477,134,43,368,104,117,64,26,49,15,920,3,8,3,4,5,4,8,9,0,45,13,19,3,11,25,19,0,7,0,106,16,17,3,0,9,4,0,5,0,52,19,8,14,7,16,5,6,9,16,107,1111,1989,616,458,725,317,81,150,81,5529
208031183,44,56,22,31,41,15,8,12,8,230,71,60,34,46,73,38,11,8,5,347,98,38,278,86,73,52,37,61,12,726,0,0,3,8,14,15,9,4,0,49,14,11,3,13,20,15,5,5,0,87,6,11,3,0,6,3,0,0,0,31,14,10,7,8,8,9,9,0,11,70,607,1049,419,315,433,227,92,128,51,3305
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,14
208031185,63,79,29,56,65,25,8,4,10,330,90,94,42,110,77,47,7,20,8,486,236,75,571,131,150,82,70,77,28,1426,0,3,11,4,13,9,11,5,0,56,25,15,6,13,31,16,9,8,0,112,7,10,7,4,3,0,0,3,0,40,21,19,14,16,19,5,0,5,22,108,794,1280,727,474,549,253,121,155,84,4444
208031186,70,73,39,44,65,16,7,15,3,334,115,110,72,143,131,50,23,32,6,677,158,75,623,186,161,77,66,104,16,1481,7,7,3,10,17,17,0,12,0,72,17,20,16,25,28,13,5,9,3,138,7,7,4,3,3,7,0,7,3,38,10,23,12,19,17,6,8,6,9,109,937,1979,869,656,740,266,138,218,69,5874
208031187,21,24,7,28,19,6,5,7,3,121,44,38,32,46,57,18,3,14,6,244,48,36,271,72,58,33,44,40,8,598,3,5,3,3,7,6,0,0,0,30,3,0,0,8,21,9,0,0,0,47,0,6,0,0,0,0,0,0,0,11,0,8,4,6,5,0,4,0,4,36,249,556,341,222,250,101,68,76,34,1895
208031188,122,144,72,93,122,43,11,18,3,628,174,145,119,158,190,88,38,35,15,954,188,99,670,213,205,106,83,103,26,1697,7,10,20,19,26,17,0,5,0,112,34,36,19,25,34,25,10,20,0,201,17,21,12,9,11,3,6,4,0,77,21,20,13,15,30,13,3,16,27,167,1662,3365,1153,914,1231,543,207,297,149,9532
208031189,67,90,36,61,44,19,3,6,8,342,102,102,60,121,114,46,12,15,10,571,166,71,497,130,130,65,43,77,20,1204,10,9,4,15,8,0,0,0,0,51,19,22,13,18,33,12,4,7,4,128,9,13,3,0,0,4,0,0,0,31,12,13,7,7,10,9,0,6,15,77,982,1967,712,534,617,271,93,147,87,5406
208031190,81,99,38,40,79,24,0,11,9,370,102,96,51,93,123,40,13,12,15,536,145,56,349,126,112,70,54,64,13,999,4,5,7,10,15,12,5,7,0,69,14,8,12,15,31,7,3,3,3,104,7,17,7,6,13,5,3,0,0,49,11,15,7,12,9,12,4,8,20,90,1002,1992,581,525,704,266,120,143,82,5412
208031191,48,55,34,33,33,11,4,11,0,235,65,62,58,69,69,32,10,16,0,390,81,52,245,66,57,27,24,47,12,611,8,0,3,15,15,3,0,5,0,45,22,7,12,18,22,4,0,6,0,91,0,9,0,3,3,4,0,5,0,26,13,14,3,12,9,4,3,3,8,70,670,1274,440,329,425,174,75,147,51,3585
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
208031193,141,145,55,72,114,58,7,17,5,607,165,158,94,148,154,73,21,31,10,849,253,112,667,190,169,77,49,95,34,1647,10,6,15,10,25,7,3,7,0,91,29,26,18,30,47,15,5,12,4,191,12,15,0,10,5,3,3,3,0,55,23,20,18,15,22,20,3,10,22,152,1694,3114,993,759,1036,454,134,213,108,8515
208041194,96,111,35,32,78,36,3,9,3,407,117,111,56,88,101,56,3,28,18,582,100,49,182,85,74,51,23,20,10,589,8,3,12,5,14,8,0,7,0,52,33,29,12,16,30,14,3,6,0,134,13,24,10,8,11,8,0,0,6,84,14,27,9,9,13,6,0,5,19,102,1989,4163,486,510,977,493,100,181,156,9056
208041195,95,128,30,45,70,41,14,23,4,460,113,134,60,109,118,37,15,28,10,631,106,57,268,115,92,66,18,48,8,775,7,5,0,13,11,15,0,3,0,62,32,19,11,18,40,18,0,6,3,156,9,32,6,10,14,0,0,0,4,81,23,30,5,11,14,11,9,8,24,130,1913,4186,608,633,1055,492,122,252,134,9406
209011196,42,48,16,35,40,24,8,4,0,220,54,42,57,84,67,29,20,23,5,386,89,30,305,115,68,39,40,53,15,753,3,3,9,6,15,4,5,0,4,41,10,6,7,22,25,7,0,0,0,79,3,3,0,0,5,3,0,3,0,22,14,15,12,12,13,7,7,7,4,88,456,1035,491,395,412,186,123,161,56,3319
209011197,95,136,52,91,99,18,8,17,3,517,124,142,82,165,133,50,10,31,12,748,196,98,790,196,216,89,72,124,28,1803,12,10,12,22,20,7,5,12,0,95,24,24,17,30,55,20,7,18,3,192,5,17,6,9,7,5,0,4,0,54,11,21,7,11,17,15,6,4,14,115,1266,2907,1128,823,985,319,152,256,104,7947
