SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
204021064,42,18,6,8,6,5,3,8,4,94,35,22,7,29,14,6,5,0,3,130,98,11,167,56,48,23,43,60,3,504,7,0,3,5,3,6,0,9,0,28,10,5,0,6,0,4,0,6,3,31,3,0,0,4,5,0,0,0,0,6,18,3,6,0,4,4,5,8,6,48,310,245,208,124,107,50,57,95,20,1222
204021065,16,18,7,8,12,4,4,8,0,79,20,26,5,37,19,9,3,8,3,132,73,21,178,58,46,22,48,71,7,526,10,3,0,4,0,4,5,12,0,40,0,8,3,9,4,6,3,5,0,36,0,0,0,0,0,0,0,3,0,7,9,6,0,3,0,5,0,11,7,40,214,267,207,150,121,46,70,130,24,1235
204021066,56,61,29,77,52,21,6,16,4,317,93,116,47,242,98,38,14,37,14,707,235,86,755,402,241,167,181,260,31,2355,10,0,9,25,24,26,11,19,0,128,12,8,18,38,17,16,4,21,7,133,5,6,4,3,12,0,0,8,0,32,19,19,11,33,18,16,16,23,27,184,672,1623,952,1007,575,329,259,427,88,5925
204021067,74,51,20,54,31,14,6,3,3,263,74,82,45,86,49,15,5,36,4,396,252,54,463,157,125,62,119,147,15,1401,7,5,8,15,15,11,4,16,0,78,23,8,4,11,10,11,7,10,0,81,7,3,0,0,0,4,3,4,0,23,29,9,12,8,11,18,9,10,7,121,752,845,592,415,330,159,168,255,55,3555
204031068,32,34,10,26,20,7,4,8,0,132,26,28,12,33,20,11,0,3,0,145,82,19,157,75,37,29,27,62,7,491,3,0,0,8,0,3,0,3,0,21,4,0,0,10,3,3,0,4,0,28,0,4,0,0,0,0,0,0,0,10,11,6,5,6,0,6,0,9,5,45,325,599,210,214,140,76,40,117,24,1742
204031069,68,44,31,36,21,8,8,13,6,232,52,47,42,57,39,28,5,31,0,303,194,40,393,106,74,51,77,114,11,1054,9,7,10,19,7,9,0,14,0,70,19,3,3,9,15,0,5,7,0,63,0,9,0,0,4,0,0,4,0,16,18,0,14,9,3,5,5,15,10,80,669,762,545,373,253,153,109,259,47,3173
204031070,24,13,5,15,6,10,0,3,0,74,24,17,9,27,12,3,0,9,5,112,50,24,166,60,43,19,59,60,4,484,4,4,0,8,5,4,4,3,0,26,4,0,0,6,0,3,0,0,0,18,0,0,0,3,0,0,0,5,0,8,0,0,0,8,5,0,4,5,9,38,170,218,196,152,104,47,69,84,21,1067
204031071,17,20,7,18,13,6,5,4,0,94,27,28,15,40,23,14,7,10,0,158,85,16,200,85,49,39,51,76,9,610,5,0,3,5,9,0,0,3,0,33,8,0,8,6,4,3,5,4,0,43,4,0,0,0,0,0,3,3,0,11,12,8,3,5,7,6,3,9,3,51,216,313,260,202,141,80,85,135,17,1456
204031072,43,20,7,17,15,5,0,7,3,113,33,32,22,48,27,12,4,13,3,193,196,28,240,96,75,30,59,92,12,834,7,0,3,9,13,4,4,12,0,52,11,3,9,6,12,5,3,5,0,46,4,5,0,0,0,0,0,0,0,12,15,4,3,9,9,3,7,24,3,77,431,383,289,222,183,68,93,156,37,1860
204031073,40,46,31,52,37,8,12,11,3,241,85,103,50,178,119,43,22,19,0,614,213,99,619,354,275,139,184,221,35,2131,3,0,14,16,19,20,8,15,0,96,11,11,0,28,24,12,10,20,3,119,6,4,0,7,8,0,3,0,0,27,4,4,7,14,8,3,8,14,22,87,592,1052,756,754,594,247,253,335,73,4649
204031075,32,36,9,16,10,0,0,8,0,106,46,25,20,46,32,8,0,11,0,183,144,34,246,54,75,32,69,72,14,739,3,3,3,5,6,0,0,7,0,27,17,3,7,5,9,4,10,5,0,46,0,3,0,0,5,0,0,0,0,9,5,5,0,4,8,11,5,8,5,50,389,561,303,179,184,72,93,126,23,1927
204031491,42,53,28,39,38,9,5,6,5,228,104,83,58,195,111,36,20,17,10,644,219,105,652,270,231,91,144,119,20,1850,14,0,17,11,25,10,9,11,0,90,10,11,4,24,17,12,5,11,0,100,4,5,4,5,0,4,0,4,0,30,9,16,12,17,9,3,7,5,10,84,667,1296,818,748,566,188,222,190,55,4747
204031492,40,45,25,44,23,5,10,14,3,222,61,91,46,169,86,48,22,31,8,558,161,101,637,357,226,115,163,211,41,2005,5,0,12,19,17,17,13,24,0,116,3,3,6,26,24,15,11,7,0,105,0,3,0,6,3,3,4,4,0,22,3,7,18,16,14,11,19,24,10,124,455,1010,796,778,483,251,271,357,76,4480
205011076,55,84,38,57,62,18,12,20,3,347,94,101,66,185,107,52,17,37,13,672,301,104,988,364,263,144,251,321,47,2772,16,4,16,11,21,20,9,23,0,116,20,13,16,42,20,21,11,21,0,168,8,13,4,5,4,0,0,3,0,42,10,13,8,30,18,11,20,19,21,160,718,1220,1197,865,627,320,333,501,102,5878
205011077,42,24,11,23,23,14,0,13,3,143,31,43,11,56,21,18,9,8,0,207,169,30,328,96,57,36,75,97,14,909,4,0,5,12,12,5,0,12,0,49,7,0,8,11,3,0,4,3,0,36,3,9,0,0,0,3,0,0,0,18,16,3,12,10,3,9,0,4,5,63,424,443,399,251,176,99,98,156,29,2077
205011078,34,26,13,26,23,7,3,9,6,127,57,52,25,74,40,15,0,21,5,282,151,32,382,150,113,57,108,117,11,1125,9,0,0,10,15,8,9,4,0,55,10,0,4,21,12,4,0,6,0,65,3,3,0,3,8,0,0,0,0,16,11,5,3,10,6,0,6,10,3,69,417,572,455,359,270,98,138,186,33,2526
205011079,61,99,44,77,69,19,6,28,11,424,128,129,78,263,135,48,24,56,9,869,331,114,979,341,285,175,221,306,38,2797,14,12,11,31,31,25,10,23,4,149,20,11,13,55,40,12,19,14,0,190,12,17,0,12,13,5,4,6,0,64,23,34,15,27,21,12,11,28,28,201,1008,2145,1221,1054,796,353,316,586,104,7581
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,33,47,13,47,35,22,8,14,5,228,68,103,28,136,82,30,11,24,13,500,182,68,569,284,208,142,137,178,26,1789,17,4,10,10,17,12,10,20,0,95,6,12,6,20,18,10,3,16,3,96,0,7,3,4,0,0,0,5,0,34,14,9,14,22,15,3,6,27,13,121,459,990,687,643,474,250,186,336,75,4090
205021082,39,28,13,22,23,3,5,18,8,163,49,46,27,84,46,10,6,14,4,283,186,41,359,131,98,61,92,133,31,1133,6,0,3,8,15,3,0,5,0,55,14,6,4,15,9,0,0,8,0,64,0,0,0,4,3,0,0,0,0,13,20,7,16,5,7,10,6,18,12,96,477,476,437,336,257,101,126,213,64,2490
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,32,31,20,37,24,4,6,10,0,161,45,54,23,104,46,20,4,21,3,308,146,45,327,165,110,55,72,116,27,1067,7,4,7,21,15,10,3,15,4,76,15,11,6,15,8,7,5,18,0,95,6,8,0,0,0,0,0,4,0,17,14,11,11,12,12,16,6,20,15,114,387,567,417,435,272,140,102,217,58,2588
205021085,30,23,9,21,8,3,3,0,3,96,32,24,15,50,27,7,4,19,5,170,126,32,145,94,54,30,59,83,8,634,5,3,3,8,0,3,3,10,0,38,10,3,4,8,6,5,0,12,0,53,4,4,0,0,0,0,0,0,0,8,16,9,11,8,4,8,3,23,9,87,321,353,200,245,135,65,81,165,29,1596
205021086,17,38,3,21,18,5,0,3,0,107,28,36,12,51,32,16,7,11,6,184,68,35,208,89,69,50,40,61,13,629,3,0,3,8,3,6,4,11,0,35,8,0,7,9,5,11,0,5,0,48,4,3,0,3,0,0,0,0,0,10,3,4,3,7,11,8,0,7,3,51,243,416,254,256,177,107,54,92,27,1625
205031087,46,30,11,25,25,11,3,17,3,172,55,33,14,48,33,10,5,23,5,232,234,35,325,102,72,56,67,119,20,1029,16,5,3,7,5,9,3,16,0,60,11,9,3,13,9,11,3,10,4,67,0,6,0,4,4,0,0,0,0,19,17,8,3,8,8,4,13,18,17,101,614,606,389,291,227,124,106,234,52,2640
205031088,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,3,37
205031089,54,34,12,23,30,13,12,8,4,185,56,45,27,90,65,27,6,8,4,333,222,45,466,139,101,65,137,142,17,1331,9,0,14,14,11,9,5,13,0,79,13,11,9,23,6,4,3,17,0,86,8,0,5,3,0,0,0,3,0,17,15,6,13,8,13,9,6,16,8,95,526,585,574,377,284,140,179,232,53,2944
205031090,40,60,18,26,26,8,3,10,0,181,47,57,35,96,46,16,4,28,3,339,214,51,490,158,125,83,128,131,18,1398,15,5,7,6,15,12,5,13,0,78,3,0,4,16,15,7,7,5,0,59,4,5,0,0,6,0,0,0,0,20,18,9,16,13,9,16,7,9,10,101,530,860,608,413,323,160,163,217,43,3317
205031091,48,59,26,61,36,19,0,18,4,274,69,77,53,102,73,40,5,34,3,448,202,53,503,150,75,112,59,142,29,1334,9,0,16,10,19,10,3,13,0,83,19,5,15,24,19,17,4,11,0,104,0,6,0,0,0,4,0,4,0,23,12,10,25,10,18,14,5,23,13,123,610,973,696,526,354,269,79,294,62,3867
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
205031093,97,104,58,76,67,28,7,15,3,455,117,112,65,208,121,63,17,43,10,752,382,98,1024,390,263,219,215,303,51,2948,23,11,13,23,25,20,4,29,0,151,23,8,16,33,23,20,14,16,3,154,7,15,9,4,6,0,0,5,3,41,38,25,18,45,19,27,23,33,19,254,1090,1821,1279,996,729,441,293,505,125,7274
205041094,31,34,32,24,35,6,12,3,4,172,56,54,42,115,78,18,17,7,9,397,128,56,601,212,143,88,165,157,30,1578,9,11,8,19,15,10,3,10,0,81,12,6,4,15,11,10,8,5,0,79,4,5,0,0,0,0,0,3,0,16,13,10,7,22,10,11,7,22,11,107,412,761,735,488,380,165,227,221,58,3465
205041095,32,37,23,39,35,7,9,8,0,179,67,76,39,157,74,31,10,20,0,484,155,81,815,398,255,116,167,219,49,2253,4,7,9,17,19,10,6,25,0,97,5,0,0,18,14,14,8,12,7,83,3,0,5,4,0,3,0,5,0,23,11,19,14,28,14,13,3,31,16,152,364,726,942,764,498,215,223,342,84,4160
205041096,18,19,14,21,27,3,0,3,0,106,36,46,33,110,38,14,15,19,7,319,84,48,410,254,169,86,127,152,23,1367,8,7,13,12,14,9,9,19,0,87,4,3,9,15,9,12,4,3,0,60,3,3,5,7,3,0,5,7,0,28,4,14,17,16,10,17,17,20,14,127,213,497,556,512,333,157,186,249,64,2773
205041098,13,18,4,4,12,6,5,0,0,58,17,27,15,51,33,7,4,6,5,161,73,27,317,109,84,23,101,86,13,838,0,0,0,7,7,3,5,4,0,27,0,0,3,5,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,9,3,3,6,46,152,277,353,209,176,55,124,112,27,1490
205041493,30,39,16,26,28,9,5,8,9,159,59,69,38,120,74,24,5,9,7,411,131,68,529,209,183,97,146,142,21,1525,7,0,6,11,18,11,9,9,0,76,18,4,4,9,8,13,8,10,0,68,6,6,0,0,0,0,4,0,0,24,16,14,11,10,10,6,8,12,9,93,380,891,649,499,408,183,192,211,56,3461
205041494,38,76,24,55,48,9,0,6,3,270,89,129,55,157,128,28,13,23,16,636,211,99,814,285,299,108,180,233,38,2261,5,3,12,16,24,14,9,11,5,106,12,4,6,27,25,13,14,6,0,99,4,11,9,4,3,4,0,0,0,38,13,11,17,13,19,0,4,13,7,104,596,1680,1005,686,721,218,231,318,84,5536
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
205051100,22,16,14,15,9,3,0,0,0,82,25,24,15,35,14,3,3,6,4,138,97,30,203,82,40,24,45,49,5,581,0,3,3,6,6,4,0,5,0,31,5,4,7,3,5,0,0,5,0,33,0,0,0,0,0,0,0,0,0,6,9,8,8,7,8,4,4,5,3,50,282,384,256,180,111,46,58,88,26,1424
205051101,50,46,21,44,18,10,10,14,5,219,62,59,39,126,49,18,16,23,9,406,243,73,742,280,167,74,199,208,30,2026,14,10,14,21,19,5,7,18,6,104,15,7,8,15,24,10,11,11,4,108,8,9,0,0,0,5,4,0,0,26,29,20,16,17,19,18,6,23,9,155,602,894,891,613,372,149,264,334,66,4181
205051102,27,11,0,10,11,0,0,8,0,68,21,17,8,28,21,3,3,7,5,111,104,19,204,66,32,24,50,73,14,583,10,0,4,3,4,3,3,8,5,33,8,0,3,5,9,0,8,3,0,38,0,0,3,3,0,0,0,0,0,10,13,3,5,3,8,4,8,9,6,60,247,210,231,151,96,40,71,129,25,1199
205051103,41,79,21,57,31,10,4,8,8,258,95,89,53,173,89,21,8,14,7,557,159,71,561,293,161,103,97,161,34,1641,7,4,13,16,17,16,3,20,0,101,15,10,8,18,12,12,4,11,0,89,3,0,5,0,6,0,6,3,0,25,19,12,8,11,12,10,4,14,9,101,599,1348,737,709,432,209,136,258,68,4493
205051104,19,25,10,16,5,0,0,15,0,89,31,28,8,42,10,11,4,16,0,151,117,21,189,86,47,35,65,93,12,667,6,3,0,0,6,8,0,3,0,25,8,4,3,9,0,3,6,7,0,36,0,5,0,0,0,0,0,0,0,16,15,6,3,11,4,3,6,9,10,68,276,263,229,187,108,72,84,149,25,1392
206011106,59,82,36,30,32,18,5,14,3,277,62,95,53,58,66,39,15,22,3,413,63,69,202,76,82,41,12,36,14,597,4,3,3,5,5,0,6,0,0,31,12,21,4,11,17,4,0,0,0,86,8,18,0,4,6,4,0,0,0,46,13,14,3,9,8,4,0,4,18,69,1194,3709,511,516,764,282,81,159,98,7327
206011107,33,87,41,41,46,22,11,17,0,312,84,100,54,96,78,45,11,30,6,499,97,62,288,130,103,48,27,69,6,832,3,5,13,6,7,5,4,0,0,50,9,19,8,12,25,9,3,3,4,95,7,16,7,7,6,4,3,6,0,54,5,15,10,12,13,7,9,12,15,94,1004,3133,615,667,785,291,154,244,98,6987
206011109,47,65,29,35,46,15,11,5,6,246,70,61,45,65,80,32,12,24,0,388,83,45,266,75,80,33,26,47,10,677,8,3,4,0,18,4,4,0,0,39,15,5,9,8,19,7,9,10,0,78,5,3,3,0,6,0,0,0,0,21,6,16,3,6,3,9,8,3,21,69,755,1660,447,328,560,203,82,110,69,4204
206011495,31,74,21,26,30,22,5,16,0,224,62,96,54,75,65,34,9,18,3,421,72,52,213,95,72,28,24,48,5,617,6,3,10,13,10,10,0,5,0,42,11,15,4,5,11,8,5,3,0,57,9,18,3,3,0,0,0,0,0,41,3,18,9,11,12,3,5,0,15,67,999,3298,524,581,706,273,87,193,87,6748
206011496,48,89,28,33,37,25,8,12,3,284,61,107,62,91,51,33,6,13,3,415,64,67,195,68,69,27,21,48,5,569,5,9,0,9,7,6,0,3,0,42,12,8,5,9,13,6,3,0,0,66,7,15,3,9,3,6,0,0,0,30,0,13,5,7,11,9,3,0,17,66,1122,3712,512,579,727,290,78,155,95,7270
206011497,43,67,35,54,38,34,3,16,4,292,89,101,62,87,62,31,12,25,3,477,85,56,264,96,60,41,34,52,9,691,3,5,8,7,9,7,0,3,0,42,10,11,5,11,13,8,6,7,0,73,9,12,6,8,5,6,0,4,0,43,13,10,9,0,11,9,0,12,12,70,804,2487,552,570,583,286,105,185,73,5649
206011498,38,65,41,31,39,25,7,12,6,268,58,89,83,82,76,38,3,15,16,462,68,43,315,114,96,54,34,56,12,795,0,8,7,5,11,6,0,4,0,43,14,19,11,16,25,3,9,10,0,103,3,16,3,3,0,5,0,3,0,38,10,15,9,10,12,4,8,3,17,79,919,2523,614,499,648,258,99,173,93,5834
206021110,36,53,31,21,26,15,3,4,5,184,40,60,35,37,38,22,3,14,0,258,41,31,142,48,45,36,18,30,10,393,4,5,0,4,7,0,0,0,0,21,8,3,9,4,12,12,0,4,4,59,6,14,0,0,3,0,0,0,0,26,7,7,0,5,9,5,0,3,12,53,765,2064,311,294,417,175,56,86,59,4228
206021112,59,113,50,50,67,36,13,13,5,406,109,137,77,114,120,48,18,30,4,657,128,88,363,147,109,39,51,66,10,993,3,4,8,10,10,9,9,7,0,58,22,22,7,16,19,10,9,7,3,113,11,16,4,4,3,3,4,0,0,51,11,16,12,5,13,3,6,8,25,98,1499,4113,772,765,918,352,157,247,107,8930
206021499,48,111,41,28,43,22,3,8,4,303,70,83,60,62,63,39,10,16,4,400,78,54,241,76,55,43,19,39,5,615,9,4,6,4,9,5,0,0,0,39,12,18,6,11,14,7,0,9,3,77,0,28,0,3,5,0,0,0,0,45,12,10,6,13,13,3,0,3,18,88,1336,3761,526,508,670,275,83,127,81,7366
206021500,46,76,23,28,38,13,0,5,3,229,35,52,38,53,46,28,9,16,4,282,46,33,145,61,41,20,18,27,3,392,0,5,5,3,3,4,0,6,0,29,9,7,10,6,14,5,3,11,0,58,0,17,0,0,4,0,0,0,0,31,7,12,4,4,7,5,0,6,14,47,947,2682,391,367,495,194,75,113,68,5328
206031113,53,85,29,27,47,22,13,12,8,292,84,93,40,82,86,29,15,24,5,462,101,63,260,116,88,49,44,58,11,788,9,7,9,9,5,3,6,8,0,49,16,18,16,18,24,21,0,15,5,132,5,28,4,6,5,3,0,5,0,54,12,20,7,15,10,0,5,10,16,98,1274,2856,490,513,725,293,126,197,94,6572
206031115,30,36,19,29,25,13,3,0,4,165,33,50,38,70,43,22,10,19,3,282,45,35,68,85,41,12,14,41,11,343,0,4,0,11,7,3,0,3,0,27,0,3,7,15,8,6,7,8,0,61,3,3,6,0,5,0,0,4,0,22,9,10,5,8,0,3,8,13,11,55,602,1813,245,386,436,174,76,158,71,3964
206031116,73,114,40,41,79,19,5,15,4,395,110,109,79,98,117,60,10,21,8,604,136,60,326,112,112,65,33,63,9,915,9,6,6,5,13,15,6,8,0,60,14,13,6,15,33,8,6,4,0,106,7,8,0,3,7,0,3,0,3,34,10,18,14,11,8,10,4,12,17,106,1381,3259,628,567,886,351,107,202,104,7488
206031501,71,84,51,45,69,24,9,14,7,369,114,92,62,94,96,46,12,22,12,562,182,51,371,102,138,70,34,88,23,1060,14,3,4,11,17,13,5,11,0,67,27,15,9,20,31,21,11,11,4,144,14,16,3,7,3,0,0,4,0,47,16,26,9,10,16,9,0,7,28,129,1237,2413,632,488,868,352,111,228,128,6458
206031502,64,68,34,44,46,24,0,25,3,302,92,84,50,83,88,38,9,26,5,472,95,52,221,95,87,43,32,46,14,679,9,3,4,3,9,4,0,0,0,44,15,14,7,10,24,13,3,7,0,86,0,4,0,3,5,0,0,5,0,25,10,22,7,18,12,9,3,3,16,100,991,2320,460,478,685,263,85,199,84,5564
206041117,32,44,36,35,24,18,8,13,3,209,29,53,71,108,41,39,26,35,10,421,36,40,123,89,37,35,17,51,9,436,6,0,0,13,10,11,3,3,0,47,10,7,6,15,3,6,5,6,3,58,12,19,3,13,3,0,9,6,0,64,14,15,7,17,6,6,4,9,23,100,721,3369,495,735,678,385,165,318,116,6987
206041118,66,71,42,26,51,30,4,10,4,308,111,90,100,74,83,49,18,31,3,565,99,57,146,95,80,45,29,35,8,586,5,4,4,3,11,4,0,0,0,44,15,22,14,11,10,13,3,0,4,104,15,38,8,10,10,4,0,6,9,93,11,28,5,8,8,3,0,14,20,99,1302,3809,543,565,857,462,150,323,140,8151
206041119,35,44,4,6,17,5,0,4,0,111,27,27,12,25,36,14,0,3,3,142,19,19,42,11,23,7,3,10,0,134,0,3,3,0,3,0,0,0,0,8,6,4,3,4,0,5,0,0,3,26,6,9,0,5,6,0,0,0,0,17,7,16,0,5,0,0,0,0,4,32,538,1452,101,131,248,98,15,42,41,2668
206041120,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,27,3,3,0,6,6,6,0,63
206041121,34,58,18,23,39,13,7,10,0,202,70,67,49,52,59,19,9,9,7,341,47,48,134,60,69,34,24,32,11,453,6,0,5,0,6,0,0,12,0,26,6,7,8,9,6,3,0,9,0,48,3,12,0,0,7,0,0,6,0,32,3,7,3,5,7,4,3,5,11,40,976,2726,354,364,595,206,87,138,59,5504
206041124,15,15,13,11,10,6,5,0,0,72,20,22,19,21,21,12,0,21,0,142,16,16,64,37,22,7,8,11,0,183,4,3,4,10,3,0,0,4,0,25,0,4,0,3,0,3,0,0,0,22,4,11,0,0,0,0,0,0,0,21,6,6,0,8,3,0,0,7,11,40,339,1404,196,248,290,119,44,106,40,2793
206041125,30,43,10,11,15,6,0,4,0,127,37,48,10,21,32,20,0,5,5,174,26,18,61,21,27,23,3,8,6,186,0,0,0,4,3,5,0,0,0,17,8,9,3,6,10,9,0,4,0,43,5,7,5,0,8,0,0,5,0,22,0,14,4,0,5,0,0,0,11,37,639,1658,148,151,331,149,12,54,53,3210
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,43,42,41,28,19,16,4,13,4,208,51,50,83,80,37,16,10,41,8,376,28,32,65,54,39,15,21,34,0,303,9,0,3,7,4,0,0,5,0,27,10,7,12,7,8,3,0,5,0,58,8,7,4,7,3,4,3,0,0,40,5,14,10,7,9,11,4,11,16,88,650,1969,396,499,514,268,96,307,90,4785
206041504,22,23,83,49,31,18,7,23,3,260,41,48,157,196,48,77,19,86,7,679,34,20,137,109,42,51,11,39,7,451,3,3,11,12,8,4,0,11,0,55,5,7,12,17,7,14,9,15,0,88,8,16,9,10,10,5,7,4,3,68,9,11,20,15,6,9,14,20,24,126,664,2830,789,1096,812,667,168,556,146,7725
206041505,33,59,86,53,22,26,8,29,4,323,65,65,187,194,76,65,22,76,18,760,57,45,145,127,59,51,24,69,20,591,3,3,7,13,4,0,0,7,0,44,11,9,10,21,7,4,3,18,0,87,13,34,15,10,3,4,4,10,0,99,15,20,20,19,5,3,3,20,36,146,916,3280,859,1026,834,523,196,641,196,8472
206041506,36,68,40,33,27,17,3,14,3,253,48,91,54,97,49,23,17,38,4,425,49,49,132,91,66,36,24,44,6,500,4,0,0,8,9,3,3,6,0,40,12,8,3,11,14,5,3,5,7,65,9,24,6,0,5,0,0,5,0,47,14,18,5,15,3,8,3,10,12,95,957,3706,487,618,731,301,148,290,107,7343
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,29,39,25,16,15,8,0,5,3,152,54,44,40,44,37,15,8,8,5,250,41,28,64,54,40,15,8,17,5,274,3,0,0,4,0,0,0,0,0,9,4,11,5,6,11,0,4,4,0,43,3,19,9,0,3,0,0,5,0,39,3,6,6,13,7,0,0,3,10,47,630,1544,234,327,411,173,70,157,64,3596
206041509,60,88,64,55,42,24,4,29,6,373,104,98,109,131,100,57,23,67,16,711,100,75,154,103,93,57,25,50,15,666,10,3,0,5,5,4,3,7,0,43,23,21,12,14,15,4,4,8,0,88,13,43,17,11,12,3,0,23,3,126,11,19,14,22,16,4,3,35,27,148,1402,4127,727,849,1109,527,181,607,184,9714
206041510,25,36,27,18,18,9,10,11,6,140,42,44,49,51,29,23,8,20,0,280,34,19,85,44,53,12,14,19,5,287,0,4,0,9,6,0,0,4,0,18,7,3,10,11,4,0,3,0,0,42,6,11,6,3,0,3,0,5,0,45,4,5,6,9,3,6,4,12,7,69,572,1824,332,350,447,188,92,226,69,4099
206051128,105,107,20,30,44,28,6,11,5,362,117,96,46,50,68,53,10,17,0,466,137,52,180,53,48,45,18,28,6,559,6,7,3,5,11,3,0,7,0,44,23,22,8,5,37,21,0,4,3,131,10,24,3,6,3,0,0,3,0,60,13,34,6,10,20,9,8,10,22,122,1761,3330,393,384,697,369,79,157,133,7307
