SA2_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
213051589,2430,1199,2110,1694,721,507,270,81,20,9032
213051590,3341,1716,2000,2321,1670,1262,839,324,76,13546
214011370,4218,2481,3684,3199,2883,2557,1703,835,423,21976
214011371,3810,2768,3674,3265,3109,2835,2408,1227,494,23586
214011372,3387,2065,3182,2620,2353,2257,1817,1264,504,19453
214011373,3589,2060,1568,2371,2704,2378,1996,1378,758,18801
214011374,4951,2961,3161,3479,3453,3167,2266,1123,373,24939
214011375,3032,1589,2352,2682,2445,2036,1682,1016,385,17215
214011376,2854,1667,1453,2079,2036,1691,1042,402,83,13303
214021377,1798,1237,1134,1324,1809,1958,2215,1442,451,13366
214021378,763,517,347,428,789,1196,1211,576,169,5995
214021379,4227,2934,2742,2745,2887,3067,3023,1843,511,23970
214021381,3848,2201,913,2140,2989,2471,2194,1446,531,18734
214021382,3814,2269,1144,2246,3132,2514,2445,1657,618,19846
214021383,2743,1464,1563,1859,2582,3211,3741,2054,592,19811
214021384,3216,1977,2163,2251,2633,3042,3572,2720,1365,22944
214021385,3236,2175,2443,2144,2386,2611,1999,1089,436,18522
214021591,2724,1655,1334,1746,2181,1590,1661,1541,744,15175
214021592,1141,825,765,961,1234,1551,2043,1456,596,10581
215011386,1223,868,1177,946,1052,1175,1093,664,303,8500
215011387,563,247,260,359,435,536,515,222,62,3204
215011388,3161,1932,2254,1913,1893,2136,1857,1245,589,16985
215011389,585,414,304,354,529,623,412,179,68,3471
215011390,1075,640,721,670,817,1119,971,628,320,6956
215011391,504,301,320,290,441,574,549,346,130,3453
215011392,1294,823,1028,838,1024,1315,1254,676,251,8504
215011393,459,188,240,260,356,493,427,235,97,2766
215011394,1000,583,591,567,731,1121,995,609,297,6501
215021395,1559,906,869,944,1106,976,786,415,133,7700
215021396,990,491,550,548,672,730,575,300,132,4976
215021398,629,344,393,431,432,614,530,241,106,3726
215021399,1142,703,752,733,796,909,629,326,153,6138
215021469,3173,2091,2734,2096,2144,2204,1940,1150,492,18027
215021470,3057,1915,2331,1975,1938,1945,1682,1068,507,16408
215031400,930,568,550,490,810,1051,950,547,286,6184
215031401,1025,581,532,638,853,1095,1138,670,193,6719
215031402,646,349,346,381,434,580,612,401,215,3960
215031403,688,364,661,610,392,454,362,132,74,3740
215031404,2146,1253,1643,1338,1133,1321,1116,813,417,11186
215031405,1172,677,768,728,799,1080,769,375,105,6477
216011406,2625,1733,1724,1605,1970,2173,1997,1270,540,15636
216011407,2034,1202,1123,1146,1352,1498,1428,919,412,11121
216011408,731,419,348,427,570,651,486,230,55,3927
216011409,623,410,325,364,498,643,583,398,171,4016
216011410,620,345,392,359,555,764,660,393,103,4193
216021411,1039,594,703,686,716,808,994,670,259,6465
216021412,495,268,266,286,404,520,394,175,34,2843
216021413,2170,1341,1335,1279,1607,1923,1661,879,364,12555
216021414,1350,739,758,787,934,1159,1536,1010,390,8661
216031415,1403,969,1060,886,1031,1058,1043,624,238,8312
216031416,3910,2460,2708,2467,2429,2422,1858,1102,573,19928
216031418,762,492,367,483,612,622,456,182,42,4017
216031419,1787,1030,1211,1128,1463,1557,1290,683,196,10346
216031593,2047,1044,1022,1226,1172,1058,842,489,185,9082
216031594,3272,1946,2506,1962,1787,1758,1702,1171,413,16520
217011420,1328,774,790,855,1190,1579,1431,732,245,8920
217011421,1738,1153,1161,1047,1174,1368,1362,928,426,10346
217011422,1764,1171,1080,1204,1474,1755,1622,816,346,11230
217011423,1093,582,503,648,856,1037,1003,422,161,6301
217031471,537,331,329,338,403,485,551,389,131,3491
217031472,2176,1387,1657,1409,1489,1553,1536,1056,502,12756
217031473,1037,578,556,658,754,901,813,303,77,5669
217031474,868,518,507,527,656,959,740,427,186,5395
217031475,1258,821,729,729,993,1086,863,501,198,7180
217031476,523,277,366,393,574,772,730,292,81,4008
217041477,1389,767,781,728,929,1091,830,381,128,7018
217041478,1839,973,917,1090,1297,1480,1491,676,245,10014
217041479,4206,2608,2850,2685,2817,2857,2443,1422,525,22405
217041480,2052,1372,1694,1605,1674,1761,1679,956,549,13337
297979799,0,0,6,16,3,14,4,0,0,38
299999499,1143,1131,1819,1736,1393,1074,613,152,29,9089
