SA2_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
206011498,20,8,70,24,29,14,8,17,3,198,0,0,0,0,0,0,0,0,0,8,25,44,10,20,7,8,3,4,7,131,6,11,16,6,10,5,8,5,23,104,919,2523,614,499,648,258,99,173,93,5834
206021110,15,4,25,16,11,6,0,5,0,82,0,0,0,0,0,0,0,0,0,5,19,45,4,10,15,3,0,4,6,108,8,8,12,5,3,3,0,0,17,63,765,2064,311,294,417,175,56,86,59,4228
206021112,29,13,83,41,34,18,10,20,0,239,0,0,0,0,0,0,0,0,0,4,60,97,18,13,42,12,8,4,6,266,8,21,15,14,9,0,6,11,29,115,1499,4113,772,765,918,352,157,247,107,8930
206021499,24,8,54,29,13,16,0,9,0,150,0,0,0,0,0,0,0,0,0,0,42,81,9,14,26,9,0,0,3,189,15,9,6,9,10,5,3,6,19,77,1336,3761,526,508,670,275,83,127,81,7366
206021500,13,8,40,22,12,6,0,11,0,107,0,0,0,0,0,0,0,0,0,0,41,66,3,11,21,9,0,4,3,160,8,9,8,4,7,0,0,0,8,48,947,2682,391,367,495,194,75,113,68,5328
206031113,28,5,59,41,29,12,5,19,5,195,0,0,0,0,0,0,0,0,0,5,27,50,13,6,9,10,9,7,0,121,21,24,11,15,12,3,13,3,21,108,1274,2856,490,513,725,293,126,197,94,6572
206031115,22,4,40,23,13,11,4,10,5,119,0,0,0,0,0,0,0,0,0,0,15,36,6,9,16,10,0,3,0,94,3,14,3,18,3,7,4,12,8,76,602,1813,245,386,436,174,76,158,71,3964
206031116,51,5,77,37,34,25,3,18,0,251,0,0,0,0,0,0,0,0,0,4,35,46,10,9,27,8,4,0,10,149,19,13,10,9,12,4,3,14,23,113,1381,3259,628,567,886,351,107,202,104,7488
206031501,24,8,61,36,39,23,4,20,3,218,0,0,0,0,0,0,0,0,0,7,24,23,3,16,25,10,3,6,5,116,18,21,13,9,14,11,0,8,34,144,1237,2413,632,488,868,352,111,228,128,6458
206031502,17,10,52,27,22,18,5,15,0,172,0,0,0,0,0,0,0,0,0,5,24,43,7,10,18,5,0,5,9,120,17,18,13,15,13,14,6,0,22,112,991,2320,460,478,685,263,85,199,84,5564
206041117,25,9,102,49,16,18,12,22,4,253,0,0,0,0,0,5,0,0,0,3,25,57,7,22,22,19,9,0,5,162,10,25,6,21,5,11,9,12,28,120,721,3369,495,735,678,385,165,318,116,6987
206041118,30,12,119,45,35,19,12,23,11,310,0,0,0,5,0,0,0,0,0,9,25,41,8,17,19,10,3,5,5,139,13,26,9,5,6,8,0,7,23,107,1302,3809,543,565,857,462,150,323,140,8151
206041119,9,9,15,15,3,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,16,27,0,3,8,4,0,0,0,56,5,9,0,0,0,3,0,3,6,28,538,1452,101,131,248,98,15,42,41,2668
206041120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,3,3,0,6,6,6,0,63
206041121,27,10,43,28,23,8,0,11,3,142,0,0,0,0,0,0,0,0,0,0,41,49,4,9,16,8,5,10,3,139,3,11,11,5,4,4,4,4,10,57,976,2726,354,364,595,206,87,138,59,5504
206041124,11,0,31,15,4,4,3,0,0,74,0,0,0,0,0,0,0,0,0,6,8,28,0,12,5,8,0,8,0,69,0,7,0,0,4,0,0,0,8,33,339,1404,196,248,290,119,44,106,40,2793
206041125,12,5,26,5,16,11,0,4,0,81,0,0,0,0,0,0,0,0,0,0,10,31,0,4,9,0,0,0,4,65,14,13,4,6,0,0,0,0,11,49,639,1658,148,151,331,149,12,54,53,3210
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,36,3,119,48,11,11,0,38,4,267,4,0,5,0,4,0,0,0,0,8,15,25,5,12,13,5,4,3,0,83,3,12,14,7,7,4,3,5,25,89,650,1969,396,499,514,268,96,307,90,4785
206041504,35,11,248,98,24,22,7,40,9,482,0,0,4,4,0,0,0,6,0,15,9,34,16,16,14,14,0,14,6,131,18,7,27,29,4,8,10,17,32,157,664,2830,789,1096,812,667,168,556,146,7725
206041505,38,9,278,118,37,18,11,52,6,572,0,0,0,6,0,0,0,3,0,12,19,46,16,21,16,11,4,11,3,146,11,28,22,24,8,13,3,15,49,169,916,3280,859,1026,834,523,196,641,196,8472
206041506,17,11,92,29,31,11,9,20,3,220,0,0,0,0,0,0,0,0,0,0,28,64,7,19,29,18,3,4,0,174,14,16,10,18,9,7,5,8,21,124,957,3706,487,618,731,301,148,290,107,7343
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,22,3,49,30,17,6,4,5,0,146,0,0,0,3,0,0,0,0,0,3,6,12,3,5,7,9,0,0,0,52,8,5,0,9,0,0,0,3,18,50,630,1544,234,327,411,173,70,157,64,3596
206041509,56,13,193,92,29,29,6,27,3,449,3,0,3,3,0,4,0,3,0,17,33,53,8,20,24,18,4,7,9,169,18,33,17,13,12,6,4,20,45,173,1402,4127,727,849,1109,527,181,607,184,9714
206041510,21,6,87,26,12,8,7,8,3,181,0,0,0,0,0,0,0,0,0,6,19,17,3,15,12,11,5,0,0,84,4,11,9,11,8,8,0,10,17,78,572,1824,332,350,447,188,92,226,69,4099
206051128,31,9,58,23,11,17,0,9,3,160,0,0,0,0,4,0,0,0,0,3,46,60,3,14,19,10,0,4,3,156,23,31,9,0,12,4,7,4,16,105,1761,3330,393,384,697,369,79,157,133,7307
206051129,52,12,72,42,28,22,4,16,5,242,0,0,0,0,0,0,0,0,0,8,34,64,12,19,30,17,3,5,5,182,19,29,18,7,7,5,0,8,20,117,1626,3432,569,578,724,440,90,160,112,7727
206051130,44,17,62,30,27,20,7,12,3,221,0,0,0,0,0,0,0,0,0,3,38,52,12,15,13,10,10,6,3,147,15,14,7,4,11,9,0,9,29,110,1873,2973,464,426,759,338,79,126,130,7169
206051134,53,17,172,51,36,23,8,16,6,383,0,5,3,0,0,0,0,3,0,4,56,52,16,17,25,10,3,14,9,192,16,31,5,9,12,4,7,8,24,116,1525,3594,717,665,835,443,143,258,111,8286
206051511,3,0,9,10,7,0,3,3,5,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,18,4,0,0,3,0,4,4,0,3,26,197,390,97,83,114,49,18,32,17,1000
206051512,38,8,56,19,23,14,3,13,0,170,4,0,0,0,0,0,0,0,0,3,27,39,8,7,22,10,0,0,5,115,17,11,10,6,7,4,4,4,27,95,1218,2558,326,347,607,254,54,128,104,5604
206051513,48,15,145,54,37,19,5,19,5,342,0,0,0,0,0,0,0,0,0,8,25,40,14,13,15,11,0,6,0,129,8,23,14,8,10,9,0,7,18,103,1094,2606,643,634,672,352,121,231,120,6476
206051514,52,23,134,43,26,25,5,19,4,325,0,0,0,0,0,0,0,0,0,3,33,62,11,22,27,12,10,7,9,192,17,22,12,13,8,7,0,4,34,117,1338,2980,588,577,744,334,120,219,133,7025
206061135,17,13,43,19,12,12,0,10,5,133,0,0,0,0,0,0,0,0,0,0,26,34,3,4,11,6,5,3,3,97,4,12,3,4,5,7,0,0,13,50,941,2149,234,251,431,289,49,86,76,4498
206061136,67,22,142,70,36,42,8,19,4,410,0,0,0,0,0,0,0,0,0,4,54,81,11,14,41,22,7,5,8,230,23,40,16,7,14,9,3,10,48,171,2080,4872,708,758,1104,655,102,235,155,10671
206061138,25,3,33,18,15,12,0,5,0,122,0,0,0,0,0,0,0,0,0,4,31,33,3,0,18,18,0,4,3,114,23,18,4,3,15,9,3,0,22,97,1319,2522,201,244,579,331,30,84,150,5467
206061515,29,13,81,29,20,25,6,10,0,218,0,0,0,0,0,0,0,0,0,3,33,51,0,3,15,12,0,4,3,127,16,15,11,11,12,4,0,8,15,81,1249,3336,334,400,680,364,67,120,100,6660
206061516,28,11,66,21,18,9,0,5,3,161,0,0,0,0,0,0,0,0,0,4,18,48,5,5,9,3,3,3,0,110,11,12,7,10,3,12,0,10,12,81,1008,2571,287,294,505,292,35,102,75,5174
206071139,25,7,73,24,16,14,3,12,0,171,0,0,0,0,0,0,0,0,0,0,24,42,9,13,10,9,0,0,4,118,0,11,7,5,5,7,0,6,21,62,971,2615,374,358,514,259,61,127,81,5358
206071140,10,7,48,19,6,4,0,3,0,102,0,0,0,0,0,0,0,0,0,3,29,55,4,11,17,13,0,0,8,137,3,17,7,6,7,5,0,0,16,61,672,2384,254,310,377,174,35,64,73,4360
206071141,28,11,61,20,12,11,6,0,6,162,0,0,0,0,0,6,0,0,0,4,25,44,4,14,20,10,0,5,0,115,8,19,7,7,4,3,0,3,22,77,869,2676,296,356,420,203,52,92,70,5035
206071142,26,8,54,23,8,9,6,11,0,144,0,0,0,0,0,0,0,0,0,6,46,54,0,7,18,7,0,3,3,141,0,12,11,14,7,8,3,12,20,80,941,2808,286,354,438,199,56,97,68,5251
206071143,24,9,45,30,11,13,3,8,0,135,0,0,0,0,0,0,0,0,0,0,46,95,14,25,37,9,5,4,0,230,12,24,10,3,3,0,0,5,13,73,1212,3616,354,423,587,233,41,78,86,6637
206071145,13,5,29,14,11,6,4,5,0,82,0,0,0,0,0,0,0,0,0,3,34,56,3,12,11,3,0,3,5,135,0,9,8,8,0,3,0,0,6,39,985,2636,288,269,440,175,56,74,55,5000
206071517,57,12,83,39,28,10,3,16,0,254,0,4,0,0,0,0,0,0,0,5,50,69,12,13,31,15,0,11,11,200,23,28,10,6,10,12,0,4,32,131,2160,5228,643,564,977,451,68,184,139,10417
206071518,43,11,79,55,30,21,4,13,7,251,0,0,0,0,0,0,0,4,0,5,29,43,7,10,19,12,3,0,4,142,20,24,17,17,14,11,5,10,22,133,1286,3297,522,525,713,328,82,200,101,7049
207011146,11,0,12,10,9,11,0,8,0,63,0,0,0,0,0,0,0,0,0,0,19,20,0,8,11,4,0,4,0,58,9,6,0,0,5,6,0,4,12,43,773,1462,189,168,342,146,22,66,43,3220
207011147,31,9,28,29,19,21,4,8,0,137,5,0,0,0,0,0,0,0,0,6,20,32,5,5,13,14,6,0,0,95,18,19,9,4,6,6,0,4,17,80,1253,2698,325,362,654,372,75,138,108,5991
207011148,29,7,46,24,21,18,0,9,3,160,0,0,0,0,0,0,0,0,0,8,29,42,11,9,27,13,0,5,4,142,16,28,5,11,12,17,3,0,22,116,1651,3360,492,475,978,512,87,174,146,7879
207011149,28,11,42,22,25,22,5,14,0,176,0,0,0,4,0,0,0,0,0,9,24,49,8,14,22,15,4,4,4,138,20,27,6,4,17,9,0,3,22,116,1961,4088,417,489,929,454,78,144,133,8691
207011150,35,3,34,19,23,9,0,9,4,139,0,0,0,0,0,0,0,0,0,0,39,34,5,14,22,11,3,3,4,137,14,10,7,5,6,6,0,0,15,73,1714,3478,371,349,719,352,56,112,91,7236
207011152,31,13,70,28,21,16,3,5,3,206,0,0,0,0,0,3,0,0,0,9,27,57,9,13,29,15,0,0,7,158,12,19,11,6,8,10,0,3,19,93,1469,3659,451,439,819,409,100,134,102,7579
207011154,5,0,23,6,9,0,0,7,5,58,0,0,0,0,0,0,0,0,0,0,9,21,5,8,7,7,0,0,0,59,8,7,0,0,6,0,0,3,11,38,555,1216,170,178,300,126,26,47,50,2664
207011155,24,3,33,18,16,17,5,11,0,123,0,0,0,0,0,0,0,0,0,4,23,40,5,10,24,4,4,3,0,114,11,21,4,4,5,6,0,3,24,86,1556,3015,290,332,653,291,52,94,104,6394
207011519,18,9,38,10,13,10,0,10,0,106,0,0,0,0,0,0,0,3,0,4,34,31,8,8,8,8,0,0,3,94,8,13,0,3,8,4,0,4,13,57,929,2284,258,269,471,218,48,118,70,4666
207011520,32,13,53,16,15,10,3,5,0,154,0,0,0,0,0,0,0,0,0,6,19,49,5,6,22,8,0,0,0,119,8,14,9,9,12,3,0,7,18,71,1055,2938,346,403,658,304,57,157,94,6017
207011521,28,11,19,10,14,9,5,0,6,97,0,0,0,0,0,0,0,0,0,4,16,34,8,5,11,14,0,3,3,94,9,14,0,0,10,8,0,0,21,70,1027,2371,222,264,538,223,35,72,89,4837
207011522,27,4,43,18,20,12,4,6,4,135,0,6,0,0,5,3,0,0,0,10,42,25,3,7,9,10,4,3,7,111,12,18,5,7,4,6,0,0,23,70,1114,2646,313,359,550,282,55,123,99,5550
207021156,14,0,52,21,12,15,9,9,4,143,0,0,0,0,0,0,0,0,0,0,18,11,3,15,15,6,4,3,7,71,18,8,15,9,14,12,6,0,26,103,708,1503,429,345,481,295,85,138,69,4054
207021157,44,6,111,38,34,52,12,32,5,335,0,0,5,0,0,0,0,0,0,11,26,39,14,11,20,11,0,4,5,132,16,20,29,18,19,8,3,16,43,181,1448,3438,852,805,1119,624,207,358,200,9050
207021159,40,5,53,32,29,22,6,19,4,211,0,0,0,0,0,0,0,0,0,4,27,24,11,15,19,12,0,0,0,114,14,15,13,3,14,12,0,3,32,118,1181,2175,552,406,776,416,76,146,132,5861
207021160,29,8,53,27,17,30,8,14,0,178,0,0,0,0,0,0,0,0,0,0,17,31,9,7,13,5,3,3,6,96,8,13,10,7,9,5,0,8,25,92,892,1915,509,407,621,299,84,144,84,4962
207021424,38,6,57,30,29,17,4,21,4,214,0,0,0,0,0,0,0,0,0,5,9,16,0,6,20,3,4,5,7,69,10,12,9,10,18,6,5,7,27,97,924,2134,507,489,764,351,117,190,110,5585
207021425,21,6,84,34,26,18,5,15,0,222,0,4,0,0,0,0,0,4,0,6,15,19,4,9,7,12,3,3,0,73,12,19,13,15,3,11,10,7,23,97,881,1961,521,521,709,373,125,198,110,5396
207031161,35,16,80,32,26,22,10,29,0,252,0,0,0,0,0,0,0,0,0,0,33,45,5,13,23,13,7,5,4,161,11,22,19,13,25,21,9,13,40,163,1539,3778,751,666,1086,436,183,279,145,8860
207031162,17,3,41,10,13,7,5,9,0,100,0,0,0,0,0,0,0,3,0,5,15,25,8,9,10,3,0,0,4,65,10,10,11,9,6,9,4,3,18,69,703,1583,395,307,533,213,96,105,68,4003
207031163,39,14,119,56,26,38,15,57,7,366,0,0,6,6,0,0,0,3,0,16,18,35,12,9,21,13,4,15,3,126,16,25,22,18,17,10,17,13,47,184,1212,3351,817,902,1000,582,249,462,146,8721
207031164,27,14,66,38,24,24,13,29,3,236,5,0,0,3,0,0,0,0,0,8,11,33,11,10,18,12,5,3,5,116,15,24,19,16,8,11,4,12,22,129,1132,3000,639,618,817,401,147,251,117,7114
207031165,17,5,46,40,15,12,4,20,0,146,0,0,0,0,0,0,0,3,0,0,10,22,5,7,3,11,4,0,3,59,10,17,14,4,12,9,8,7,24,96,641,1716,386,459,543,374,164,232,91,4607
207031166,16,4,61,14,9,8,9,19,3,147,0,0,0,0,0,0,0,0,0,0,11,17,0,9,10,3,0,0,0,56,7,17,17,0,0,5,3,11,19,86,561,1453,407,317,503,259,115,236,63,3918
207031167,13,4,28,8,11,11,0,9,0,87,0,0,0,0,0,0,0,3,0,7,22,30,0,8,11,0,6,0,4,79,6,19,6,5,7,3,0,4,13,58,827,2138,239,258,475,193,35,102,50,4331
208011168,29,6,28,18,15,21,0,5,3,124,0,0,0,3,0,0,0,0,0,3,33,31,6,11,17,3,0,3,3,114,18,9,7,7,7,5,0,5,22,87,1448,2003,381,308,618,291,52,89,96,5279
208011169,45,19,55,27,33,15,3,3,3,207,0,0,0,0,0,0,0,0,0,0,51,60,4,11,25,10,0,6,0,175,35,30,7,3,16,13,0,3,39,148,2433,3766,402,432,859,504,56,103,180,8720
208011170,41,7,34,20,23,26,0,11,0,166,0,4,0,0,0,0,0,0,0,9,38,37,10,10,15,7,0,0,4,132,17,16,12,6,4,10,0,5,21,92,1665,2544,368,353,676,362,59,95,106,6235
208011171,27,6,47,27,15,29,6,12,3,174,0,0,0,0,0,0,0,0,0,0,21,34,13,9,16,6,3,7,3,117,20,6,10,9,3,11,0,0,10,75,1159,1899,515,427,578,281,73,128,64,5122
208011172,47,16,51,21,35,26,4,7,6,213,0,0,0,0,0,0,0,0,0,0,40,57,4,9,16,14,0,4,8,139,17,31,7,5,12,10,0,3,23,105,1912,2941,501,454,772,388,63,140,112,7287
208011173,24,6,50,14,15,16,4,6,9,145,0,0,0,0,0,0,0,0,0,3,36,34,3,11,21,9,0,10,3,133,22,16,10,4,5,12,0,8,23,105,1772,2692,477,411,714,380,50,128,112,6737
208021174,40,20,127,50,44,25,9,12,3,334,0,0,3,0,0,3,3,0,0,14,42,82,13,15,26,18,9,3,10,209,28,30,15,16,17,14,7,5,35,172,2095,4195,835,803,1204,544,167,243,168,10260
208021176,32,8,105,44,21,28,8,14,3,273,4,0,0,0,0,0,0,0,0,3,25,52,13,16,28,17,10,13,9,180,15,15,26,12,10,10,7,0,42,146,1366,3778,753,717,1015,498,196,331,161,8815
208021177,36,11,100,44,31,24,5,24,4,276,0,0,4,0,0,0,0,0,0,8,35,64,9,20,32,15,0,3,9,192,29,40,10,12,9,8,3,8,49,169,1813,4436,582,722,961,503,123,235,206,9581
208021178,35,3,60,30,27,17,4,14,4,188,0,0,0,0,0,0,0,0,0,3,35,48,9,11,20,9,6,5,9,158,25,29,10,12,18,5,5,3,35,138,1528,3350,486,556,796,407,98,177,137,7535
208021179,23,7,57,24,32,8,0,6,0,157,0,0,0,0,0,0,0,0,0,0,36,37,10,6,15,7,0,4,0,121,3,18,7,6,7,12,4,4,17,80,1121,2465,357,386,557,273,66,98,91,5420
208021180,11,8,31,30,25,15,4,5,0,129,0,0,0,0,0,0,0,0,0,4,15,21,7,5,14,7,0,3,3,65,6,12,10,0,10,3,0,0,7,65,541,1359,318,287,419,153,64,119,51,3308
208021181,20,0,43,9,7,11,8,16,6,121,3,0,0,0,0,0,0,0,0,7,20,18,8,9,12,3,6,4,4,81,11,9,8,0,3,3,0,6,12,65,730,1809,383,325,519,205,96,144,68,4263
208021182,33,3,108,29,16,23,6,15,0,237,0,0,0,0,0,0,0,0,0,3,24,29,9,19,23,7,0,9,4,118,9,14,12,10,8,6,6,7,23,93,978,2593,566,545,667,327,126,230,118,6154
208021426,32,6,65,33,34,28,3,13,0,225,0,0,0,0,0,0,0,0,0,3,22,35,7,14,16,13,0,6,5,121,14,20,12,9,13,6,9,0,17,93,1244,2538,648,529,825,373,114,175,110,6555
208021427,44,8,69,24,27,28,11,16,3,223,4,0,0,0,0,0,0,0,0,3,18,31,10,6,18,4,3,0,5,97,18,18,16,4,14,9,4,10,18,119,1111,1989,616,458,725,317,81,150,81,5529
208031183,14,4,38,16,22,20,9,10,6,135,0,0,0,0,0,0,0,0,0,6,6,5,4,3,5,3,5,3,0,44,13,6,8,5,5,3,0,0,12,56,607,1049,419,315,433,227,92,128,51,3305
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,14
208031185,29,4,58,27,18,20,12,10,6,189,0,0,0,0,0,0,0,0,0,0,17,16,12,5,5,0,5,5,3,70,21,9,20,9,12,9,3,3,26,105,794,1280,727,474,549,253,121,155,84,4444
208031186,28,15,63,42,39,20,11,18,9,238,0,0,0,0,0,0,0,0,0,6,8,27,9,11,16,7,3,0,9,101,16,13,22,12,15,10,9,7,16,121,937,1979,869,656,740,266,138,218,69,5874
208031187,7,4,29,11,12,8,5,10,0,91,0,0,0,0,0,0,0,0,0,0,6,11,4,0,0,0,0,0,3,33,6,3,8,4,3,0,3,0,6,32,249,556,341,222,250,101,68,76,34,1895
208031188,51,18,110,44,57,34,15,23,0,350,0,4,0,0,0,0,0,3,0,10,35,45,15,26,31,7,4,10,0,174,26,16,32,15,29,14,4,21,40,184,1662,3365,1153,914,1231,543,207,297,149,9532
208031189,26,3,67,30,33,22,5,4,3,197,0,0,0,0,0,0,0,0,0,0,19,36,8,15,14,0,5,5,8,104,12,9,15,7,6,6,3,11,19,98,982,1967,712,534,617,271,93,147,87,5406
208031190,32,13,74,36,25,23,3,14,7,232,0,0,0,0,0,0,0,0,0,6,37,28,4,3,15,0,0,4,3,99,13,19,14,4,5,7,4,5,21,94,1002,1992,581,525,704,266,120,143,82,5412
208031191,25,10,57,15,15,17,7,21,0,167,0,0,0,0,0,0,0,0,0,0,16,17,5,4,11,3,0,10,4,70,11,11,8,6,5,9,0,3,10,72,670,1274,440,329,425,174,75,147,51,3585
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
208031193,45,12,89,55,43,34,6,18,4,310,0,0,0,0,0,0,0,0,0,5,29,35,9,12,25,14,12,3,0,139,18,14,27,13,13,15,3,12,32,138,1694,3114,993,759,1036,454,134,213,108,8515
208041194,40,10,71,27,24,20,0,11,4,212,0,0,0,0,0,0,0,0,0,4,57,66,5,15,26,13,7,0,4,193,21,21,7,4,6,11,0,10,27,109,1989,4163,486,510,977,493,100,181,156,9056
208041195,45,18,82,35,23,24,3,17,4,251,0,9,0,0,0,0,0,4,0,8,34,58,14,18,28,14,3,9,4,184,23,35,14,12,3,8,3,5,32,145,1913,4186,608,633,1055,492,122,252,134,9406
209011196,19,13,51,30,19,17,9,13,0,164,0,0,0,0,0,0,0,0,0,0,9,8,0,0,9,8,5,0,0,43,14,9,21,6,18,10,7,10,15,100,456,1035,491,395,412,186,123,161,56,3319
209011197,28,12,85,48,50,19,13,21,0,278,0,0,0,0,0,0,0,0,0,3,24,40,18,24,24,4,7,0,0,145,11,15,19,11,5,17,3,6,28,119,1266,2907,1128,823,985,319,152,256,104,7947
209011198,25,9,62,23,23,15,6,16,3,187,0,0,0,0,0,0,0,0,0,9,22,39,4,19,20,4,0,5,5,120,11,29,13,8,15,5,5,8,15,95,1153,3119,586,516,746,257,106,220,77,6787
209011199,30,9,67,36,24,19,9,32,6,222,0,0,0,0,0,0,0,0,0,0,16,25,11,16,17,4,11,8,0,103,21,14,16,18,12,13,14,16,34,155,735,2212,646,635,572,261,203,257,91,5612
209011200,17,8,32,15,19,14,6,6,0,116,0,0,0,0,0,0,0,0,0,0,24,37,5,9,18,0,0,9,3,102,8,13,7,8,8,7,0,12,17,77,1023,2609,383,354,604,252,81,117,74,5498
209011201,11,9,14,12,7,9,0,4,0,67,0,0,0,0,0,0,0,0,0,0,23,30,4,6,11,0,0,5,0,81,5,3,0,4,11,6,0,0,5,41,741,1523,205,159,344,152,31,56,43,3242
209011202,29,10,68,33,47,26,9,10,0,234,0,0,0,0,0,0,0,4,0,0,19,37,14,9,15,7,0,6,9,115,13,17,27,6,5,11,7,4,22,106,1139,2404,855,595,733,298,96,157,80,6379
209011203,24,7,79,40,32,24,10,17,0,236,0,0,0,0,0,0,0,3,0,9,24,33,15,17,23,0,0,3,0,116,13,17,17,14,18,3,7,11,18,127,1152,2845,864,697,891,300,134,205,102,7191
209011204,13,6,38,25,14,15,7,16,3,127,0,0,0,0,0,0,0,0,0,3,11,9,5,11,8,0,5,3,0,56,12,10,15,5,0,3,4,3,7,61,483,1270,543,378,431,152,108,126,42,3535
209021205,14,6,42,29,18,7,15,9,0,142,0,0,0,0,0,0,0,0,0,4,6,20,5,14,16,3,3,6,4,70,10,8,6,3,8,5,3,3,14,68,542,1285,404,405,466,217,193,263,62,3843
209021428,64,9,131,44,39,26,12,47,3,376,0,0,0,0,0,0,0,0,0,5,31,49,21,22,37,16,8,17,12,211,18,27,19,15,30,3,9,23,43,187,1309,3550,964,916,974,460,210,390,154,8918
209021429,19,5,73,34,27,15,8,22,0,211,0,0,0,4,0,0,0,0,0,3,28,50,6,14,24,13,3,3,3,138,11,17,13,5,11,9,7,3,15,96,802,2291,533,484,572,264,114,194,86,5322
209021523,28,6,99,44,28,21,17,38,4,287,0,0,0,0,0,0,0,0,0,3,16,30,11,14,22,6,3,11,0,117,8,7,15,15,15,4,4,16,25,118,627,1824,727,694,674,264,237,376,103,5525
209021524,21,0,47,21,16,18,9,17,0,149,0,0,0,0,0,0,0,0,0,0,4,12,5,7,4,4,0,0,0,49,10,8,25,5,13,16,12,12,26,119,313,753,426,287,377,172,164,176,70,2729
209021525,30,6,83,35,23,17,11,27,6,223,0,0,0,0,0,0,0,4,0,3,17,23,5,8,19,6,7,6,0,87,6,6,16,11,13,15,4,17,27,126,535,1427,563,512,527,248,176,274,86,4347
209021526,28,14,93,23,30,23,12,30,4,262,0,0,0,0,0,0,0,3,0,12,22,37,12,25,19,3,3,11,6,133,12,10,16,12,10,4,4,17,21,111,733,2040,667,632,648,278,203,315,97,5614
209031209,48,16,85,46,62,24,11,17,0,300,0,0,0,0,0,0,0,0,0,4,30,70,19,32,20,10,0,0,5,187,8,25,16,7,17,9,4,14,36,133,1856,3571,1153,818,1113,389,158,222,104,9385
209031210,6,0,18,3,12,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,18,7,0,0,3,0,0,3,6,5,25,214,454,302,161,154,45,48,58,18,1453
209031211,16,0,22,11,19,9,0,11,3,89,0,0,0,0,0,0,0,0,0,0,6,3,6,0,7,0,5,0,0,35,8,3,13,6,0,0,6,0,5,49,218,279,363,201,156,47,74,97,30,1469
209031212,8,0,17,8,13,3,3,5,0,56,0,0,0,0,0,0,0,0,0,0,7,8,0,3,4,0,0,0,0,39,10,4,12,6,6,3,4,4,8,63,358,546,359,177,241,85,63,78,26,1942
209031213,14,8,32,17,21,17,5,6,5,124,0,0,0,0,0,0,0,0,0,0,5,14,4,15,10,8,0,3,0,62,11,0,16,10,10,4,0,7,9,67,704,1122,544,309,421,179,82,108,43,3518
209031214,13,0,22,18,15,11,3,3,0,87,0,0,0,0,0,0,0,0,0,0,15,17,8,4,8,0,0,4,3,57,12,4,8,3,3,8,5,6,7,55,621,1005,363,238,290,106,38,90,47,2800
