SA2_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
215031401,16,4,34,14,15,10,0,14,0,110,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,0,18,17,0,9,8,3,5,8,12,9,77,412,294,266,184,138,63,96,141,27,1633
215031402,0,5,28,7,3,5,3,10,0,59,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,4,0,15,6,3,3,6,3,4,3,4,3,41,114,223,176,130,80,58,41,78,19,905
215031403,8,0,7,6,3,3,0,8,0,41,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,6,7,0,7,0,4,0,9,40,20,85,129,81,84,51,60,18,40,150,33,640
215031404,17,8,74,43,30,20,6,28,7,231,0,0,0,0,0,0,0,4,0,5,8,12,10,6,0,6,4,9,3,46,14,4,7,7,3,7,7,23,13,91,437,844,528,467,324,167,97,268,54,3188
215031405,16,0,25,17,15,9,4,20,7,111,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,7,0,20,29,3,15,7,4,8,10,34,15,122,413,290,256,209,159,72,82,220,37,1739
216011406,45,7,157,54,34,29,16,41,4,400,0,0,0,0,0,0,0,3,0,7,6,9,6,8,11,3,9,8,0,52,22,8,20,13,13,10,19,30,20,146,640,1107,874,694,410,258,201,333,55,4568
216011407,27,0,54,34,22,9,21,47,3,217,0,0,0,0,0,0,0,0,0,0,9,8,0,6,3,4,0,8,0,38,30,11,24,17,12,9,18,30,20,159,491,633,573,410,261,152,174,346,47,3077
216011408,9,0,12,19,3,4,3,6,0,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,13,11,4,3,0,3,0,8,12,0,51,288,200,188,128,91,45,55,121,20,1144
216011409,9,0,15,15,9,10,4,10,0,67,0,0,0,0,3,0,0,0,0,3,5,0,0,5,0,0,0,0,0,15,9,0,10,3,0,6,7,9,9,60,196,191,162,136,75,41,66,102,14,974
216011410,6,0,19,3,3,3,0,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,13,10,5,4,5,6,5,3,17,11,66,245,186,148,125,89,39,56,110,19,1023
216021411,15,0,36,23,19,10,8,23,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,16,8,0,12,13,0,10,11,22,9,85,206,229,246,211,147,64,93,199,28,1432
216021412,7,0,9,13,5,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,11,0,3,4,5,4,0,5,4,37,217,159,111,102,75,36,43,75,19,840
216021413,29,3,55,40,33,25,20,40,0,244,0,0,0,3,0,0,0,0,0,3,5,5,4,3,4,0,8,8,3,46,28,7,20,12,13,13,16,31,12,164,655,637,544,455,294,145,192,411,65,3408
216021414,29,5,73,32,22,24,3,13,4,208,0,0,0,0,0,0,0,0,0,3,10,6,9,4,0,0,0,6,0,27,13,6,3,4,10,16,12,17,0,86,292,490,432,311,206,126,81,173,35,2136
216031415,14,5,31,14,19,23,17,26,3,145,6,0,0,0,0,0,0,0,0,5,5,6,3,0,0,0,0,3,0,28,4,4,14,3,0,11,11,14,20,78,206,441,346,327,178,138,110,195,48,1992
216031416,28,10,128,54,47,36,18,40,0,354,0,0,0,0,0,0,0,7,0,10,8,17,11,13,11,5,14,9,3,82,19,15,25,12,13,14,13,35,24,175,751,2039,870,817,609,282,201,462,80,6112
216031418,4,0,11,4,11,8,7,4,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,9,13,0,10,3,5,0,3,8,8,48,274,318,226,128,121,52,66,84,15,1282
216031419,23,8,47,25,12,18,6,22,9,168,0,0,0,0,0,0,0,0,0,0,9,10,4,9,9,0,10,5,0,54,22,3,25,8,10,11,8,22,19,123,541,620,499,408,289,114,150,269,60,2954
216031593,26,3,45,29,32,10,8,14,3,166,0,0,0,0,0,0,0,0,0,0,8,12,3,5,0,3,3,5,0,46,11,3,10,9,7,3,3,8,14,66,456,848,470,410,339,130,96,172,40,2949
216031594,28,9,86,47,24,29,19,52,5,300,0,0,0,0,0,0,0,0,0,0,11,4,10,5,5,5,8,12,0,59,23,8,14,12,14,15,20,48,32,187,418,708,618,596,341,220,183,449,83,3617
217011420,24,0,51,23,13,23,9,19,5,167,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,6,3,5,30,30,10,14,9,7,4,19,10,23,124,553,448,411,320,182,107,181,220,41,2466
217011421,25,8,77,30,28,19,9,33,4,237,0,0,0,0,0,0,0,0,0,4,5,5,9,5,3,4,0,0,0,41,3,5,18,9,11,7,15,10,7,83,392,795,532,454,320,160,122,222,40,3036
217011422,19,3,50,31,20,26,10,25,7,202,0,0,0,0,0,0,0,0,0,5,6,7,15,10,4,4,4,8,0,49,7,7,9,16,7,9,19,22,20,118,287,691,533,514,260,124,209,214,63,2894
217011423,16,5,35,14,15,11,3,13,0,106,0,0,0,0,0,0,0,0,0,0,16,3,0,0,5,3,0,3,0,35,31,8,6,3,0,3,4,7,5,84,739,394,198,166,160,84,58,202,28,2029
217031471,7,4,20,6,3,4,0,12,4,69,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,6,0,17,6,6,3,7,5,3,0,6,11,47,109,242,165,127,74,49,47,79,17,912
217031472,23,3,106,39,20,25,23,63,3,308,0,0,0,0,0,0,0,3,0,3,12,6,3,7,13,4,4,9,0,54,14,8,19,7,10,10,12,33,27,136,379,615,606,598,293,171,195,478,60,3389
217031473,24,3,34,13,5,4,5,18,3,106,0,0,0,0,0,0,0,0,0,0,16,6,4,7,4,0,4,0,0,33,19,10,5,3,10,6,3,10,6,68,464,382,249,224,173,84,127,171,29,1896
217031474,12,0,27,13,6,8,3,8,0,73,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,6,5,32,21,6,5,8,0,5,11,12,8,68,401,257,205,201,112,57,86,140,22,1491
217031475,27,3,52,17,7,3,12,20,4,140,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,5,0,25,40,0,12,10,0,4,9,25,5,106,629,347,299,201,141,67,128,263,37,2113
217031476,21,0,34,0,12,13,0,16,0,95,0,0,0,0,0,0,0,0,0,4,14,9,3,6,0,0,0,0,0,30,6,9,7,3,7,7,0,6,5,47,298,291,183,124,105,76,33,119,26,1241
217041477,23,0,36,20,5,9,8,22,0,127,0,0,0,0,0,0,0,0,0,0,7,5,7,3,6,0,3,5,0,39,32,4,11,6,4,10,10,13,0,95,641,400,308,249,153,74,86,232,38,2187
217041478,39,7,76,39,20,17,10,31,3,239,0,0,0,0,0,0,0,0,0,0,9,16,7,4,0,0,0,5,0,38,33,5,17,17,4,7,10,5,23,129,656,826,506,407,280,126,119,245,57,3217
217041479,47,12,199,95,51,47,19,75,7,548,0,0,0,0,0,0,0,3,0,5,17,15,18,17,14,5,8,3,0,93,21,11,21,15,11,23,9,40,27,182,821,1954,1210,1077,756,397,249,538,95,7089
217041480,43,7,95,48,25,43,3,46,7,324,0,0,0,0,0,0,0,4,0,6,11,11,6,4,6,9,5,7,5,62,9,15,17,14,8,7,13,28,20,133,568,1361,637,626,411,214,140,364,69,4385
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
299999499,4,0,15,7,9,7,6,19,0,67,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,5,0,30,0,8,0,4,4,0,5,17,12,54,133,313,192,156,89,64,81,181,28,1239
