SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
203021047,27,16,47,18,48,72,0,0,0,0,0,0,18,12,35,2401,1884,4286,159,185,339,38,0,34,23,3,22,39,14,58,25,12,35,54,51,111,2810,2228,5036,3,0,6,0,0,0,7,0,5,9,5,10,0,0,0,0,0,0,8,11,21,0,0,0,0,0,0,6,0,5,4,5,11,0,3,8,12,9,18,27,14,35,49,35,86,0,4,3,7,0,7,0,0,0,6,4,11,527,669,1197,256,525,785,38,21,55,3683,3485,7170
203021485,30,12,36,11,20,30,0,0,0,0,0,0,8,9,12,1930,1646,3571,106,135,235,27,0,27,5,0,5,5,0,7,10,9,17,0,5,7,2119,1837,3960,4,0,0,0,0,0,3,0,3,7,0,8,0,0,0,0,3,0,10,8,16,0,0,0,0,0,0,0,3,4,0,4,5,0,0,3,7,5,10,9,10,20,25,24,46,3,3,3,4,0,3,0,0,0,7,8,12,425,523,945,229,441,661,6,15,26,2808,2837,5648
203021486,18,14,34,36,71,108,3,0,3,0,0,0,14,11,26,2779,2052,4831,227,253,479,34,0,34,9,0,16,27,11,33,18,11,31,55,58,121,3225,2491,5720,6,11,11,0,0,0,0,0,0,9,11,14,0,0,3,3,0,3,13,15,32,0,0,0,0,0,0,0,0,0,7,7,13,0,5,4,13,13,22,35,16,52,59,46,103,3,4,5,4,0,6,0,0,0,7,8,14,247,391,634,286,441,736,43,26,66,3860,3395,7257
203021487,48,24,70,47,65,109,0,0,0,0,0,0,10,18,28,4313,3446,7763,238,270,508,42,0,45,15,0,15,32,10,45,23,9,35,53,53,100,4829,3894,8724,0,5,5,0,0,0,0,0,0,11,3,15,0,0,0,5,0,8,18,13,27,0,0,0,0,0,0,3,0,7,0,9,10,3,0,5,9,12,21,45,26,66,69,48,120,8,4,9,3,0,3,0,0,0,7,3,11,946,1182,2130,552,1066,1620,13,9,23,6423,6205,12627
203021488,16,13,32,20,39,63,3,0,3,0,0,0,13,13,21,1182,833,2014,89,87,179,14,0,18,8,0,13,13,0,18,4,5,11,21,15,40,1391,1013,2407,3,3,5,0,0,0,0,4,4,3,6,7,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,9,9,15,10,28,17,27,47,0,3,3,0,6,6,0,0,0,0,3,7,77,177,254,125,225,351,23,19,40,1642,1463,3106
203031048,9,3,16,14,20,36,7,0,5,0,0,3,4,0,3,2533,2200,4728,145,145,287,30,0,30,7,0,8,23,6,25,14,12,26,47,36,88,2835,2424,5259,0,0,0,0,0,0,0,0,0,12,3,14,0,0,3,0,0,0,18,3,19,0,0,0,0,0,0,0,5,5,0,3,6,0,0,3,4,11,15,21,13,32,37,28,66,3,0,6,0,0,0,4,0,4,4,0,9,506,713,1228,365,614,982,17,11,20,3771,3796,7564
203031049,3,0,4,0,0,0,0,0,0,4,0,4,5,0,5,717,575,1293,38,32,64,13,0,13,6,6,8,13,6,26,14,9,26,68,64,136,883,689,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,9,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,416,458,874,160,230,388,13,15,28,1473,1401,2879
203031051,6,0,6,9,13,17,0,0,0,0,0,4,0,0,0,1024,843,1870,52,60,110,31,6,32,5,0,5,7,3,9,8,10,17,27,37,66,1184,968,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,6,13,14,9,25,0,0,0,0,0,0,0,0,5,0,3,5,368,446,810,171,291,454,18,11,29,1756,1727,3485
203031052,0,8,4,0,4,4,0,0,0,0,0,0,0,0,0,527,458,987,26,26,55,4,0,4,4,0,4,15,9,22,3,4,11,29,33,57,609,543,1153,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,10,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,309,349,657,124,193,317,10,7,21,1066,1105,2169
203031053,10,13,26,12,14,24,0,0,0,0,0,4,0,0,3,3544,2779,6330,170,195,368,40,0,43,11,0,17,52,19,75,37,20,52,128,133,253,4013,3166,7181,0,0,0,0,0,0,4,0,4,19,11,23,0,0,0,0,0,0,21,8,33,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,37,20,54,62,30,91,8,0,14,0,0,0,3,0,3,16,4,20,1591,1997,3591,555,918,1469,15,19,28,6248,6132,12382
203031489,13,11,22,4,13,21,5,0,5,0,0,0,4,4,9,1738,1520,3254,81,84,160,21,0,24,9,0,9,25,15,34,10,0,18,45,40,85,1952,1689,3648,0,0,4,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,5,3,22,6,29,31,13,49,0,0,8,0,0,0,0,0,0,8,3,8,655,741,1394,269,442,707,9,15,25,2925,2902,5828
203031490,11,3,16,9,21,27,0,0,0,0,0,0,5,3,6,2700,2306,5010,129,168,296,50,0,48,10,4,9,34,12,47,10,6,16,78,109,181,3031,2635,5664,0,0,0,0,0,0,0,0,0,6,5,17,0,0,0,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,35,26,21,52,6,0,6,0,0,0,0,0,0,6,0,6,1030,1246,2279,388,806,1194,43,35,83,4531,4747,9277
204011054,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,923,731,1648,52,44,97,30,0,26,3,0,8,8,3,15,19,9,26,100,92,199,1139,887,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,5,8,7,18,10,8,19,0,0,0,0,0,0,0,0,0,0,0,0,230,273,503,135,231,368,21,17,39,1536,1423,2957
204011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,749,1589,56,56,112,28,4,33,10,0,10,6,12,23,15,6,20,87,63,153,1045,896,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,14,15,6,18,0,0,0,0,0,0,0,4,5,0,4,5,271,325,598,106,192,296,17,16,30,1453,1438,2888
204011056,34,20,51,0,4,3,3,0,3,0,0,0,0,0,4,2601,2001,4604,140,115,253,89,3,95,14,0,14,0,6,9,12,14,25,53,60,112,2957,2225,5179,0,3,4,0,0,0,5,0,5,17,7,17,4,0,4,3,0,3,19,10,27,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,30,12,42,52,23,77,5,8,12,0,0,0,5,0,5,4,8,7,432,687,1117,309,479,792,16,22,39,3770,3447,7214
204011057,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,1449,1228,2679,88,93,186,40,0,40,0,0,0,11,11,28,27,19,43,202,205,406,1834,1573,3399,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,9,22,18,7,29,0,0,0,0,0,0,0,0,0,0,0,0,330,421,750,225,343,566,19,15,36,2423,2360,4785
204011058,3,0,7,0,0,4,0,0,0,0,0,0,0,0,0,692,566,1258,45,30,74,25,0,25,5,0,5,5,4,8,12,5,15,56,55,110,836,663,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,9,4,12,14,4,15,0,0,0,0,0,0,0,0,0,0,0,0,160,149,312,72,132,209,3,14,19,1093,958,2047
204011059,13,8,16,0,3,3,0,0,0,0,0,0,0,5,5,913,806,1715,85,74,158,24,0,24,4,0,4,17,0,13,9,3,10,69,71,138,1127,965,2096,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,23,20,7,31,0,0,0,0,0,0,0,0,0,0,0,0,98,135,232,109,198,303,13,11,25,1377,1316,2687
204011060,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,824,546,1371,44,35,85,30,0,30,16,0,16,17,4,21,12,8,20,158,50,207,1107,641,1751,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,18,22,7,25,0,0,0,0,0,0,5,0,5,5,0,5,203,253,450,81,124,213,16,8,20,1433,1031,2465
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,49,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,5,6,12,0,0,0,43,38,83
204011062,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,581,415,1000,24,20,50,25,4,22,6,0,5,0,0,0,5,6,11,33,37,72,680,493,1172,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,11,0,15,0,0,0,0,0,0,4,0,4,4,0,4,179,191,369,84,105,192,8,9,16,964,800,1760
204021063,0,0,0,4,4,12,0,0,0,0,0,0,9,0,8,1552,1340,2898,118,95,220,37,5,43,6,0,12,20,18,37,10,0,12,71,91,167,1843,1561,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,9,14,6,22,16,11,28,0,0,0,0,0,0,0,0,0,0,0,0,179,288,468,171,313,485,28,23,51,2241,2201,4437
204021064,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,568,487,1058,23,30,50,25,0,27,4,0,4,0,0,0,13,4,12,45,11,58,686,535,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,205,214,420,66,113,181,13,12,31,977,877,1858
204021065,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,686,573,1256,29,33,64,9,0,9,0,3,4,12,9,17,6,5,11,35,33,64,778,653,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,91,131,223,74,125,201,13,5,17,963,923,1881
204021066,0,0,0,0,15,16,0,5,0,0,0,0,15,13,32,3081,2818,5899,250,294,542,50,0,49,18,0,23,106,45,154,26,11,38,132,195,332,3686,3405,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,31,22,50,39,28,67,0,0,0,0,0,0,4,0,4,4,0,4,266,457,721,366,640,1002,33,27,54,4376,4552,8934
204021067,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,1633,1371,2998,94,78,175,46,0,48,13,0,18,15,5,16,15,10,27,122,77,195,1936,1552,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,14,14,28,19,11,34,0,0,0,0,0,0,3,0,3,4,0,4,468,494,961,188,373,561,29,35,59,2650,2467,5110
204031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,611,1258,32,32,67,7,0,7,6,0,6,10,0,12,8,5,13,62,78,135,773,733,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,5,4,8,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,201,250,446,110,211,326,8,10,21,1101,1203,2309
204031069,0,0,0,16,13,28,0,0,0,0,0,0,0,0,0,1040,975,2019,74,75,143,23,0,24,19,0,15,37,20,61,45,14,63,253,233,487,1511,1331,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,27,21,6,29,0,0,0,0,0,0,0,0,0,0,0,0,392,438,834,269,303,570,25,17,40,2217,2098,4318
204031070,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,540,493,1037,16,28,45,24,0,23,8,0,8,0,0,0,5,7,10,24,24,45,621,559,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,84,129,217,63,112,177,12,6,13,789,811,1600
204031071,0,0,0,5,0,10,0,0,0,0,0,0,5,0,5,733,667,1398,54,42,98,12,0,12,8,0,8,16,6,20,8,3,11,49,61,111,901,777,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,141,152,291,99,165,269,7,13,16,1157,1113,2275
204031072,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,870,730,1601,48,40,87,27,0,27,28,3,29,6,0,12,18,10,29,105,98,207,1111,885,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,258,252,503,116,176,289,12,14,26,1505,1332,2834
204031073,0,0,0,5,8,22,6,0,6,0,0,5,8,3,12,2721,2435,5158,176,181,359,48,3,50,24,0,26,37,12,50,14,0,18,31,40,77,3074,2697,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,6,3,20,16,32,23,22,39,0,0,0,0,5,5,0,0,0,0,5,7,233,408,644,264,470,729,27,13,40,3618,3613,7225
204031075,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,833,756,1592,41,40,84,15,0,15,11,5,6,5,0,10,8,4,9,67,41,108,987,845,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,224,246,471,114,175,292,8,12,23,1339,1287,2625
204031491,0,0,0,8,8,14,0,0,0,0,0,0,3,4,5,2438,2093,4534,132,142,278,36,0,38,17,0,17,28,6,27,30,18,43,270,127,399,2957,2404,5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,17,48,30,20,49,0,0,0,0,0,0,0,0,0,0,0,0,291,419,708,214,395,612,8,11,19,3498,3253,6750
204031492,0,0,0,14,8,26,0,0,5,0,0,3,9,12,21,2523,2230,4751,157,173,330,27,0,24,22,4,21,48,11,59,23,7,29,88,71,158,2910,2521,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,5,31,10,41,35,17,46,0,0,0,0,0,0,0,0,0,0,0,0,207,293,504,240,433,676,23,31,50,3412,3293,6707
205011076,43,20,70,5,0,8,0,0,0,0,0,0,6,4,10,3133,2546,5678,182,164,350,94,5,91,13,0,18,9,10,18,13,7,23,71,62,133,3584,2813,6397,5,3,16,0,0,0,0,0,0,3,8,14,0,0,3,0,0,0,17,14,35,0,0,0,0,0,0,5,4,6,5,0,5,0,0,0,9,4,9,43,8,57,68,25,95,0,5,8,0,0,0,3,0,3,6,5,10,506,759,1264,346,693,1042,30,22,49,4530,4325,8864
205011077,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1014,787,1808,49,45,93,37,0,40,11,0,12,3,4,3,5,8,16,63,53,116,1193,901,2095,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,14,12,20,0,0,0,0,0,0,0,0,0,0,0,0,286,337,624,130,202,331,20,14,32,1645,1466,3106
205011078,8,8,15,3,0,3,0,0,0,0,0,0,0,0,0,1358,1056,2414,82,70,155,37,0,37,10,0,12,6,3,8,9,7,14,72,65,137,1585,1213,2795,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,6,20,26,7,26,0,0,0,0,0,0,0,0,0,0,0,0,246,351,598,130,298,425,11,12,24,2001,1879,3869
205011079,30,11,39,12,9,25,0,0,0,0,0,0,11,3,13,3666,3133,6797,221,277,500,52,0,49,24,3,25,17,6,20,26,11,39,129,106,229,4181,3563,7746,5,3,9,0,0,0,0,0,0,7,3,13,5,0,5,5,0,5,22,14,32,0,0,0,0,0,0,5,3,3,0,4,4,3,0,3,5,6,10,38,20,56,64,35,93,6,0,8,0,0,0,3,0,3,12,0,14,730,937,1666,443,807,1248,37,30,63,5461,5373,10836
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,4,0,4,3,7,9,4,0,4,0,0,0,6,9,17,2288,2077,4364,169,178,349,47,0,50,8,0,8,38,11,50,22,9,30,96,106,206,2683,2405,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,24,20,50,20,31,47,0,0,0,0,0,0,5,0,5,5,0,5,234,363,598,262,416,673,27,33,60,3233,3239,6475
205021082,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,1332,1102,2431,79,76,160,46,0,46,3,0,7,0,0,0,21,11,36,91,57,149,1592,1254,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,4,27,27,4,33,0,0,0,0,0,0,0,0,0,0,0,0,262,331,589,134,241,376,26,18,47,2036,1851,3888
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,1282,1208,2484,88,107,187,28,0,30,14,0,15,10,8,16,18,15,32,62,46,109,1508,1383,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,3,14,5,27,20,9,32,0,0,0,0,0,0,0,0,0,0,0,0,192,262,460,199,289,491,25,25,48,1951,1973,3919
205021085,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,700,665,1366,54,48,95,31,0,31,14,0,18,15,13,32,17,16,33,95,73,176,930,820,1752,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,22,20,8,28,0,0,0,0,0,0,0,0,0,0,0,0,201,225,431,111,161,269,18,17,36,1283,1232,2515
205021086,0,0,0,8,3,5,0,3,5,0,0,0,0,0,0,770,743,1513,37,58,93,8,0,8,6,0,6,5,0,3,5,0,5,27,28,56,866,840,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,55,34,24,55,0,0,0,0,0,0,0,0,3,4,0,3,140,205,344,119,179,299,10,11,23,1172,1259,2431
205031087,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1160,970,2124,46,58,101,21,0,24,16,0,23,19,10,21,21,7,33,135,107,237,1415,1155,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,15,7,19,0,0,0,0,0,0,0,0,0,0,0,0,453,447,896,170,265,432,20,34,51,2074,1901,3973
205031088,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,24,8,0,5,0,0,0,31,26,57
205031089,0,0,3,0,0,5,4,0,4,0,0,0,0,0,0,1543,1238,2777,66,96,163,54,0,58,9,0,9,6,0,6,17,15,32,77,61,140,1773,1412,3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,6,4,20,6,30,27,9,33,0,0,0,0,0,0,0,0,0,0,0,0,367,453,821,183,332,518,22,24,45,2375,2225,4596
205031090,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,1668,1390,3058,92,116,199,33,0,37,23,0,20,15,4,20,21,9,32,132,110,245,1984,1635,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,4,20,16,6,20,0,0,0,0,0,0,0,0,0,0,0,0,409,451,860,215,389,602,31,26,58,2657,2512,5165
205031091,4,0,4,4,7,12,5,0,0,0,0,0,0,0,0,1652,1359,3009,79,118,191,49,0,51,12,4,12,39,17,57,16,9,26,92,102,191,1946,1617,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,26,12,9,27,0,0,0,0,0,0,5,0,5,3,0,3,454,627,1081,307,489,795,33,36,62,2756,2778,5536
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,8,8
205031093,5,0,5,8,18,27,4,0,3,0,0,0,0,4,4,3574,3024,6604,205,213,420,56,0,56,18,0,20,49,17,64,29,11,41,175,162,338,4127,3456,7580,0,0,0,0,0,0,0,0,0,3,4,4,0,0,5,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6,30,15,45,39,24,63,0,0,0,0,0,0,4,0,4,9,4,11,737,969,1703,531,850,1382,65,40,108,5506,5338,10846
205041094,0,0,4,3,7,16,0,0,0,0,0,0,0,0,0,1902,1549,3450,88,97,184,32,0,37,10,0,13,4,0,4,3,0,7,28,30,54,2082,1688,3769,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,12,3,12,15,7,24,0,4,3,0,0,0,0,0,0,0,4,3,263,437,706,210,385,594,21,29,51,2593,2555,5145
