SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
206011496,1678,3337,0,10,65,311,5,32,591,2089,669,2441,23,93,97,321,120,363,234,776,899,3217,0,0,18,55,4,11,97,216,115,278,12,45,39,84,128,273,178,400,300,681,98,201,2976,7439
206011497,1356,2716,21,128,108,483,11,50,719,2632,862,3303,67,274,109,393,238,811,412,1479,1270,4777,3,25,23,63,5,12,149,335,172,435,26,81,60,135,201,454,286,665,460,1107,87,179,3173,8778
206011498,1293,2597,20,109,150,688,20,95,1052,3999,1246,4898,94,402,174,622,289,952,551,1979,1804,6876,7,30,25,77,5,20,136,332,171,461,19,54,57,124,255,599,334,784,502,1241,88,179,3688,10888
206021110,876,1756,8,41,100,454,7,25,587,2226,702,2753,60,268,142,516,161,505,361,1291,1066,4046,0,5,18,55,0,11,100,229,117,292,13,44,48,103,101,217,160,362,283,663,39,83,2262,6542
206021112,1932,3862,14,84,192,865,17,67,1249,4572,1477,5599,83,373,224,807,268,883,581,2058,2059,7658,0,10,47,142,4,26,220,496,275,675,27,86,84,173,290,628,406,891,678,1568,93,193,4764,13285
206021499,1495,2988,9,47,167,752,16,51,968,3649,1154,4494,85,362,217,751,246,807,543,1924,1706,6417,4,17,35,120,6,14,149,341,193,493,19,64,71,157,203,446,295,669,489,1161,54,114,3736,10673
206021500,1116,2239,10,49,104,452,10,36,634,2373,754,2913,38,160,136,492,132,432,313,1079,1063,3992,0,7,28,77,4,20,98,214,134,314,5,10,57,118,106,229,168,362,300,678,51,103,2531,7014
206031113,1464,2938,12,65,130,581,14,49,1121,4216,1272,4912,88,374,190,656,257,823,532,1857,1803,6767,8,16,41,143,7,30,200,478,255,672,19,65,69,147,202,425,289,638,540,1307,98,195,3904,11207
206031115,956,1902,8,37,43,188,6,22,429,1615,485,1858,29,134,58,191,83,266,170,597,654,2454,7,32,28,98,8,21,146,371,184,519,15,61,47,113,149,335,223,503,404,1026,86,181,2104,5563
206031116,1826,3652,16,90,176,807,13,44,953,3604,1160,4540,106,474,210,756,292,955,608,2183,1767,6718,4,4,31,91,4,9,147,343,179,448,18,57,61,123,211,466,287,644,462,1096,106,218,4165,11689
206031501,1409,2819,25,143,229,1034,21,109,1024,3929,1303,5213,204,901,316,1164,401,1343,925,3415,2228,8626,8,25,51,165,7,29,149,368,220,582,30,106,94,200,209,459,335,766,552,1346,58,127,4242,12924
206031502,1271,2550,17,65,141,649,7,38,705,2680,869,3440,86,384,174,622,238,761,497,1770,1367,5206,0,3,21,76,3,12,126,276,155,370,19,57,63,130,149,319,228,509,379,884,73,162,3097,8801
206041117,1526,3040,7,47,37,173,7,38,321,1171,372,1425,17,62,53,173,53,167,118,404,494,1822,8,20,21,76,5,21,130,324,159,447,18,47,73,160,122,259,209,472,367,920,216,438,2593,6222
206041118,2535,5036,0,3,24,109,3,5,748,2483,777,2598,10,55,58,179,86,261,159,495,938,3090,0,0,11,29,0,5,109,216,120,251,14,32,60,139,91,188,170,357,286,613,139,280,3897,9022
206041119,858,1694,0,9,21,91,0,0,123,440,149,537,11,45,38,102,39,120,86,270,232,806,0,0,3,7,0,0,42,89,45,97,0,15,6,16,24,52,40,82,84,176,32,62,1199,2734
206041120,7,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27
206041121,1294,2575,10,41,71,342,0,13,687,2509,766,2905,36,141,92,333,63,195,184,662,957,3571,0,4,23,75,9,15,141,328,166,429,16,56,56,128,118,249,190,428,358,862,79,169,2683,7170
206041124,558,1113,0,26,30,140,0,3,199,686,232,856,9,30,35,140,33,102,78,269,307,1130,0,0,8,43,0,5,41,89,50,135,0,9,27,58,40,86,70,152,123,287,38,83,1032,2615
206041125,963,1904,0,5,19,70,0,5,264,916,278,995,13,42,46,133,34,103,89,287,370,1279,0,0,11,23,0,0,63,138,68,158,0,4,24,52,36,78,66,133,135,292,33,69,1499,3547
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,1170,2324,0,4,8,36,0,16,222,745,235,802,6,10,26,61,29,100,61,176,298,975,0,0,6,17,0,4,38,84,45,104,3,13,44,88,46,94,88,193,135,290,131,278,1732,3868
206041504,1933,3861,0,0,10,33,0,0,231,757,242,785,11,30,25,69,30,90,59,185,296,975,0,0,14,51,4,13,76,160,93,221,3,16,67,141,64,134,138,288,233,517,365,760,2827,6114
206041505,2100,4201,0,0,4,33,4,10,310,996,324,1043,6,39,32,92,31,100,70,233,391,1270,0,5,4,12,0,3,64,146,69,163,8,22,54,107,59,128,124,268,190,434,265,549,2951,6451
206041506,1637,3274,17,96,95,446,10,38,623,2273,737,2852,24,113,99,339,92,289,213,743,958,3597,9,51,39,133,19,50,235,550,297,773,13,47,93,201,137,285,241,533,539,1311,135,276,3267,8457
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,1015,2021,0,4,7,35,6,17,263,860,278,926,11,33,30,85,34,93,69,209,344,1135,0,0,5,4,0,3,60,136,64,144,10,25,27,55,44,90,76,168,142,313,73,143,1570,3605
206041509,2580,5130,0,8,19,86,4,14,483,1587,512,1692,5,21,42,126,55,175,107,323,614,2010,0,3,11,35,5,7,119,253,135,310,11,24,73,160,115,238,198,423,331,726,178,367,3705,8245
206041510,1083,2171,0,5,34,156,0,8,305,1027,344,1195,10,51,32,100,30,92,72,242,411,1432,0,0,6,31,0,0,48,97,52,128,4,0,43,83,56,114,93,203,152,335,69,135,1711,4069
206051128,2111,4170,8,25,139,630,4,13,934,3454,1085,4115,47,195,213,725,178,569,443,1487,1526,5600,0,0,33,96,0,0,166,353,199,459,27,72,106,239,142,304,277,618,476,1072,84,176,4192,11017
206051129,1690,3347,9,34,108,469,5,26,826,3007,945,3530,43,188,173,586,103,316,319,1087,1265,4620,0,3,25,77,3,12,213,462,245,556,9,36,75,153,143,280,230,475,472,1029,73,152,3500,9145
206051130,2088,4108,8,43,123,525,22,78,952,3512,1097,4154,57,237,185,627,203,649,448,1511,1546,5670,4,19,36,114,16,49,228,543,283,724,21,69,105,211,209,447,342,720,619,1449,62,128,4316,11354
206051134,1860,3703,14,102,107,507,12,64,803,2945,933,3624,33,127,114,397,82,257,228,783,1167,4403,3,10,19,67,3,16,167,364,195,455,9,21,73,157,145,299,224,474,414,933,105,211,3536,9243
206051511,241,489,0,5,6,44,0,9,80,260,90,312,5,13,8,36,8,39,27,86,113,401,0,0,0,5,0,0,25,54,30,64,0,0,10,18,16,27,24,49,47,106,13,25,417,1022
206051512,1579,3126,0,0,65,281,9,33,560,2036,633,2345,23,100,112,354,92,282,228,739,857,3083,4,16,23,80,8,35,143,342,180,474,13,32,73,158,129,273,215,464,398,931,79,160,2901,7302
206051513,1640,3271,5,27,31,133,4,6,395,1380,436,1543,12,45,44,148,49,133,103,335,537,1878,0,0,9,26,0,8,128,263,139,297,7,23,50,107,93,187,149,319,290,617,66,134,2539,5908
206051514,1747,3451,4,17,56,239,0,8,489,1703,546,1968,14,54,102,331,84,246,195,633,741,2597,0,7,17,40,3,12,114,227,131,293,6,27,54,118,90,185,152,327,285,619,69,133,2844,6799
206061135,1207,2401,12,49,70,306,7,22,488,1804,569,2179,32,137,112,370,97,309,244,818,809,2995,0,0,26,92,0,5,110,247,136,344,13,36,61,138,90,182,167,359,307,705,52,114,2376,6209
206061136,2542,5052,5,31,75,313,6,11,763,2688,850,3050,51,200,125,422,132,415,304,1040,1152,4090,0,4,25,70,0,4,135,296,161,373,13,46,75,161,191,394,279,604,443,976,147,299,4286,10416
206061138,1755,3492,10,30,144,648,7,30,515,1931,668,2641,89,349,196,690,203,645,489,1681,1155,4325,0,9,26,93,4,5,110,273,141,378,26,71,76,172,138,284,238,534,380,914,53,108,3350,8834
206061515,1688,3342,0,0,26,110,0,4,270,932,296,1042,14,55,41,130,42,131,97,318,396,1361,0,0,13,34,0,11,82,162,96,203,7,12,55,114,60,114,113,239,206,440,109,229,2404,5376
206061516,1310,2596,4,26,30,139,7,20,335,1168,373,1346,17,79,74,247,72,228,169,548,541,1898,5,22,18,64,5,29,90,223,120,338,10,30,47,97,125,277,178,403,300,742,81,164,2232,5393
206071139,1318,2624,0,16,33,136,3,15,371,1278,409,1448,21,84,48,160,75,250,142,492,555,1937,0,4,14,36,0,3,71,160,84,205,3,6,25,51,78,162,102,223,185,427,59,129,2127,5117
206071140,1031,2057,0,3,57,257,3,22,399,1433,463,1716,21,94,81,269,65,202,168,566,632,2277,0,7,14,35,7,12,83,192,102,242,10,33,29,70,80,169,126,274,228,519,61,127,1951,4980
206071141,1319,2613,3,8,21,100,8,37,273,1020,310,1177,8,41,33,116,51,162,99,315,406,1488,0,0,24,97,10,25,147,389,183,514,9,29,38,86,83,180,136,297,315,814,68,137,2109,5058
206071142,1292,2568,0,4,31,133,9,19,368,1359,404,1517,21,77,58,197,66,207,141,488,548,2000,6,32,11,56,10,35,148,415,182,542,7,33,49,108,120,246,182,381,364,922,76,160,2273,5649
206071143,1474,2926,0,0,99,450,7,27,662,2481,772,2953,40,176,145,500,110,348,295,1016,1066,3976,0,8,28,92,7,7,136,302,171,409,13,38,42,96,130,273,186,405,352,813,56,117,2956,7834
206071145,1137,2265,0,9,84,365,4,34,679,2537,767,2943,37,166,121,415,103,305,260,890,1033,3831,0,0,19,54,0,17,98,218,123,286,7,15,42,84,88,195,136,297,259,583,41,86,2472,6762
206071517,2341,4683,0,9,104,443,7,34,836,3029,952,3510,50,220,149,508,132,413,339,1143,1290,4654,0,5,18,36,0,0,121,273,137,319,7,24,62,148,173,363,245,538,383,849,122,250,4140,10441
206071518,1722,3425,6,31,50,235,13,40,509,1834,574,2140,23,102,88,308,151,484,263,890,838,3035,3,21,35,133,14,55,143,375,203,585,28,80,80,180,223,502,332,760,530,1342,132,279,3222,8080
207011146,619,1240,7,44,124,553,6,17,653,2548,788,3163,78,330,198,716,170,563,445,1609,1238,4770,3,5,25,81,3,18,78,188,110,300,16,44,47,97,94,208,151,344,265,645,25,46,2142,6696
207011147,1532,3073,10,45,291,1280,23,89,975,3708,1300,5120,170,726,373,1275,361,1150,912,3152,2206,8273,5,11,84,259,10,22,208,507,301,802,35,110,181,397,188,410,404,920,704,1724,67,144,4509,13222
207011148,1623,3253,27,153,498,2233,27,131,1356,5337,1917,7853,253,1088,582,2083,624,2056,1457,5227,3370,13083,9,26,88,297,6,27,209,554,321,901,55,178,186,442,274,582,509,1202,827,2108,60,140,5886,18585
207011149,2100,4206,15,63,343,1550,26,114,1318,5100,1705,6831,202,831,527,1925,413,1342,1141,4096,2848,10929,0,10,54,175,8,37,196,482,260,705,34,99,136,309,231,494,397,894,662,1604,87,178,5696,16913
207011150,1541,3075,18,92,307,1391,10,43,1273,4982,1611,6510,170,705,445,1635,363,1150,978,3484,2587,9996,0,0,49,147,3,12,147,345,200,509,16,48,96,238,149,308,261,598,461,1100,76,153,4667,14324
207011152,1797,3575,6,34,195,891,8,37,944,3573,1152,4535,96,414,238,855,191,612,528,1882,1680,6418,3,4,41,138,5,7,164,364,212,508,22,65,90,192,131,279,242,528,452,1043,84,171,4011,11208
207011154,564,1136,6,25,113,519,5,31,443,1744,571,2318,71,277,146,534,152,488,363,1304,933,3623,0,0,24,74,0,3,78,182,106,258,18,59,47,105,92,205,155,363,264,625,22,42,1778,5428
207011155,1610,3200,20,101,357,1646,15,65,908,3540,1297,5348,156,641,448,1595,337,1094,940,3333,2236,8679,10,28,54,154,3,13,157,368,220,563,37,107,120,286,146,313,304,709,526,1269,46,86,4413,13235
207011519,1087,2166,7,41,130,596,4,13,536,2029,681,2675,56,210,142,504,125,391,316,1111,998,3787,5,10,17,48,3,7,83,182,106,257,8,42,48,102,79,166,136,316,246,566,57,114,2386,6631
207011520,1376,2744,7,30,134,605,3,21,549,2057,698,2719,51,203,165,579,104,310,312,1092,1010,3809,0,0,24,69,0,0,102,227,121,293,17,42,62,141,78,158,151,342,273,635,102,214,2770,7404
207011521,1126,2243,9,55,214,951,10,43,607,2345,842,3394,110,489,243,893,200,638,561,2021,1398,5420,0,8,65,207,4,6,125,300,188,524,18,61,88,204,130,277,239,541,431,1070,60,125,3014,8849
207011522,1269,2549,16,63,201,910,7,33,792,2992,1010,3997,85,353,249,873,233,744,568,1977,1581,5972,0,7,41,124,4,9,133,310,180,449,13,45,99,213,150,315,257,570,441,1020,67,131,3349,9674
207021156,1250,2523,10,56,132,591,20,83,678,2579,840,3306,102,448,209,770,364,1199,678,2417,1517,5724,0,4,24,71,3,11,108,293,143,382,29,103,69,164,251,566,350,828,491,1216,49,97,3308,9554
207021157,2940,5934,20,111,250,1100,37,168,1479,5478,1786,6862,173,731,353,1248,626,2053,1153,4030,2937,10893,9,38,68,217,13,39,338,832,423,1119,66,220,209,459,420,925,692,1605,1115,2726,159,336,7154,19883
207021159,1831,3683,21,125,236,1079,27,106,1038,4044,1325,5363,176,780,306,1093,652,2138,1140,4011,2464,9370,0,15,46,158,12,26,150,389,210,591,30,111,86,199,222,504,342,818,549,1410,49,105,4894,14566
207021160,1448,2919,14,76,177,793,9,50,985,3755,1185,4675,128,537,251,882,424,1395,800,2815,1988,7490,3,12,56,167,6,33,154,397,219,607,35,93,78,182,269,592,374,875,593,1485,52,106,4082,12000
207021424,1613,3273,17,79,227,1049,21,87,1077,4189,1344,5409,165,710,283,1020,603,1980,1048,3706,2391,9113,4,17,36,127,7,25,140,365,192,539,35,112,88,204,232,526,356,845,543,1377,53,116,4609,13887
207021425,1417,2836,13,81,199,872,19,86,1342,5064,1575,6107,98,408,224,774,306,996,630,2175,2203,8286,0,15,43,153,13,51,204,496,273,716,43,129,100,236,273,608,408,972,681,1688,67,149,4375,12958
207031161,2108,4244,24,147,339,1511,42,175,1581,6063,1983,7891,199,830,406,1469,455,1465,1062,3758,3042,11651,0,17,61,208,13,35,189,479,263,734,54,169,144,331,302,641,500,1141,761,1876,86,187,6001,17951
207031162,959,1934,18,104,163,720,15,52,775,2986,971,3864,93,395,199,720,263,857,552,1970,1523,5835,7,23,25,79,3,15,109,277,146,396,17,70,72,174,160,365,259,604,407,998,49,98,2933,8862
207031163,2359,4758,19,112,222,967,13,59,1214,4463,1470,5596,115,508,344,1209,295,961,753,2682,2224,8278,3,14,71,211,6,18,276,653,350,898,43,134,210,442,291,616,538,1192,889,2084,177,382,5648,15500
207031164,1627,3292,20,101,258,1139,18,79,1293,4903,1595,6221,146,609,359,1274,345,1105,847,2989,2438,9206,4,25,65,200,13,46,221,555,308,825,37,110,146,350,291,630,474,1093,779,1918,107,227,4958,14647
207031165,1063,2141,11,45,113,505,13,45,589,2170,719,2767,74,325,170,618,180,561,421,1496,1144,4267,4,15,34,115,11,43,148,372,194,546,20,57,94,212,170,373,284,641,480,1188,91,193,2776,7784
207031166,1128,2283,7,25,118,534,23,98,672,2509,821,3168,91,383,156,550,291,934,537,1866,1355,5030,0,14,18,59,10,24,78,188,113,289,29,94,59,149,237,511,329,748,441,1033,51,109,2982,8464
207031167,1068,2130,14,76,156,687,6,26,666,2513,839,3298,67,282,252,905,210,668,530,1856,1372,5154,0,5,22,61,0,6,106,241,131,318,16,60,66,149,115,239,197,441,329,761,54,111,2819,8157
208011168,1549,3088,15,91,276,1207,18,77,908,3659,1214,5035,156,666,330,1207,363,1171,853,3044,2067,8076,4,7,47,127,4,11,102,247,152,395,23,71,75,174,145,305,240,557,394,949,30,60,4036,12173
208011169,2583,5127,20,108,379,1715,24,100,1328,5061,1743,6981,190,809,495,1745,422,1313,1103,3868,2848,10848,0,4,68,214,9,17,236,553,316,790,28,99,177,398,235,500,441,992,764,1783,68,136,6259,17896
208011170,1456,2913,27,139,325,1426,19,97,1203,4703,1579,6370,138,588,397,1407,298,964,835,2957,2411,9324,5,27,51,163,6,25,179,423,247,639,27,85,130,290,199,430,352,806,596,1441,30,69,4500,13748
208011171,1087,2167,15,79,170,762,16,60,1056,4022,1255,4926,77,329,188,674,220,714,484,1717,1740,6640,0,10,47,140,6,18,164,389,220,560,24,67,86,192,216,461,324,724,549,1281,31,69,3408,10159
208011172,1710,3416,13,80,278,1240,12,41,1262,4849,1569,6208,165,691,431,1554,355,1145,956,3396,2521,9600,9,18,55,173,6,18,198,475,257,680,31,94,128,301,234,522,397,910,656,1587,54,120,4940,14720
208011173,2032,4048,24,121,270,1229,19,72,1057,4093,1371,5513,135,573,374,1350,338,1077,848,3004,2216,8512,0,9,27,93,0,14,161,369,190,478,35,96,121,276,179,373,330,747,526,1222,35,74,4813,13860
208021174,2182,4362,23,134,435,1915,28,120,1855,7054,2340,9218,194,805,496,1798,496,1611,1187,4216,3524,13434,8,26,79,239,10,33,327,771,418,1068,50,150,223,503,328,701,600,1359,1020,2422,91,201,6814,20422
208021176,2151,4327,8,47,166,734,11,49,1247,4521,1436,5354,78,335,221,782,234,754,541,1865,1972,7219,0,7,25,70,9,18,186,405,215,504,16,55,83,188,229,505,333,740,548,1244,126,267,4802,13059
208021177,2378,4743,39,237,326,1680,18,90,1330,5427,1710,7434,144,619,291,1052,296,940,733,2609,2441,10045,5,16,53,157,4,9,217,499,276,683,23,73,101,233,174,366,299,676,575,1354,87,175,5487,16314
208021178,1874,3753,19,102,274,1216,18,81,1247,4809,1556,6208,152,641,295,1062,356,1130,801,2830,2352,9037,9,26,45,151,10,39,166,414,230,630,25,76,99,220,209,444,335,738,563,1367,64,142,4857,14298
208021179,1280,2540,10,95,177,836,11,48,773,3011,975,3987,51,200,190,682,133,422,373,1307,1351,5296,3,10,34,103,3,11,119,266,156,380,13,44,65,160,127,265,212,468,364,850,48,99,3037,8788
208021180,767,1540,0,5,77,319,8,50,557,2032,641,2405,51,220,130,455,148,483,330,1168,971,3573,0,3,21,57,0,5,80,194,103,267,12,48,40,84,118,261,172,395,278,663,55,120,2072,5899
208021181,998,2002,7,37,116,504,3,13,702,2633,824,3181,68,290,159,564,157,516,379,1369,1203,4553,0,0,24,66,6,22,78,189,106,276,16,52,46,105,112,241,175,392,281,673,47,100,2527,7326
208021182,1311,2638,14,63,172,757,20,82,906,3312,1106,4217,74,311,205,742,197,604,480,1660,1587,5879,4,10,30,81,6,24,160,345,192,458,30,94,82,188,168,351,281,640,474,1095,59,136,3433,9743
208021426,1271,2562,14,78,326,1442,33,147,1385,5309,1760,6972,137,566,311,1109,354,1159,802,2837,2559,9813,6,30,66,199,12,30,234,593,314,847,39,122,136,311,249,542,423,974,740,1825,68,146,4633,14351
208021427,1288,2582,13,69,193,868,20,90,1179,4480,1409,5509,117,479,224,799,331,1088,673,2370,2076,7875,5,14,44,130,7,35,160,378,215,557,34,121,75,167,249,543,358,832,576,1388,54,111,3993,11960
208031183,729,1480,23,103,169,747,33,146,609,2411,829,3409,127,537,207,732,345,1158,674,2428,1497,5836,10,29,17,61,5,11,78,194,102,301,19,59,48,110,109,250,175,419,274,720,17,41,2522,8078
208031184,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
208031185,1347,2717,19,87,122,529,19,91,788,2982,949,3690,82,344,161,560,282,915,531,1823,1478,5510,9,29,38,122,22,84,180,437,249,666,21,71,74,148,258,550,352,766,597,1437,27,54,3443,9716
208031186,1642,3295,15,66,125,551,15,79,1094,4089,1254,4787,61,251,127,419,220,717,406,1388,1665,6171,6,15,29,96,12,48,227,548,276,705,26,88,79,176,293,618,393,882,669,1588,62,127,4042,11181
208031187,483,971,8,38,64,268,20,74,430,1648,515,2036,51,224,63,207,159,519,269,944,785,2981,0,8,11,55,8,26,59,172,85,253,13,39,31,77,102,222,144,330,235,589,14,35,1517,4570
208031188,2452,4918,16,96,259,1148,11,60,1813,6741,2102,8037,144,587,298,1036,462,1488,902,3117,3000,11148,7,16,66,221,17,47,325,772,414,1064,49,147,169,353,409,900,624,1405,1039,2464,113,238,6608,18766
208031189,1274,2555,30,155,180,819,23,110,1094,4195,1329,5273,112,465,169,607,273,890,552,1961,1882,7239,3,26,40,121,7,28,189,467,246,635,29,83,105,229,224,459,351,768,595,1408,44,96,3795,11303
208031190,1503,2994,20,94,141,624,12,56,861,3198,1023,3978,78,330,214,747,239,777,531,1852,1555,5829,0,7,38,114,4,21,204,473,254,612,33,92,86,177,218,465,336,740,589,1352,50,100,3700,10283
208031191,808,1627,11,65,133,577,19,73,747,2844,913,3562,56,234,133,459,168,543,356,1240,1263,4799,4,10,21,60,3,16,117,262,137,350,17,64,60,136,159,354,244,557,379,902,39,79,2492,7411
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,1999,4022,26,148,353,1594,37,157,1510,5768,1922,7660,177,766,334,1194,424,1373,937,3330,2863,10991,4,14,62,190,9,25,277,630,346,861,60,173,114,264,335,731,509,1163,858,2027,71,144,5783,17179
208041194,2147,4294,15,78,299,1350,19,62,1183,4485,1511,5969,144,615,382,1385,292,925,818,2923,2333,8891,0,3,44,147,5,19,204,464,253,631,38,112,136,338,232,491,406,937,659,1565,109,227,5248,14977
208041195,2055,4122,15,82,307,1393,9,23,1422,5485,1744,6977,169,723,496,1817,387,1264,1047,3805,2797,10781,5,31,40,127,3,17,195,454,248,627,31,95,110,251,250,539,391,884,641,1511,107,233,5595,16642
209011196,911,1849,26,135,109,480,31,130,633,2407,788,3155,94,414,111,406,271,888,478,1704,1267,4863,4,17,25,92,15,41,117,324,160,477,24,87,36,88,215,477,276,654,437,1129,48,109,2671,7946
209011197,2169,4357,26,152,252,1123,37,173,1578,6067,1895,7514,186,787,262,954,580,1888,1028,3625,2924,11140,6,41,56,197,22,61,248,584,334,883,44,136,89,206,329,718,464,1061,800,1944,60,124,5951,17563
209011198,1628,3248,6,39,187,848,14,58,1224,4727,1432,5676,95,419,219,790,286,935,604,2148,2035,7826,0,3,35,102,0,0,189,432,223,536,30,100,76,154,209,434,320,685,539,1223,59,119,4266,12409
209011199,1337,2690,29,214,105,546,16,85,919,3395,1075,4241,56,255,92,302,221,730,362,1285,1439,5533,18,89,43,143,7,24,258,668,327,924,38,148,99,216,338,748,471,1115,798,2033,117,241,3688,10499
209011200,1329,2668,13,70,160,706,16,66,786,2994,972,3841,113,475,236,851,264,829,609,2157,1580,5994,0,3,26,87,0,7,135,314,164,413,16,52,74,156,174,384,261,584,426,999,47,107,3388,9768
209011201,847,1701,4,29,150,691,12,51,467,1819,636,2595,96,409,182,664,230,741,510,1816,1144,4407,0,0,16,39,0,0,55,119,69,160,11,43,52,112,81,182,142,335,210,491,20,38,2220,6646
209011202,1786,3560,18,106,204,951,23,106,1250,4840,1505,6010,123,523,195,700,364,1176,679,2400,2181,8410,5,17,55,158,5,24,253,601,314,795,26,85,83,180,305,645,415,914,730,1708,60,127,4763,13811
209011203,1721,3467,24,124,236,1047,34,144,1537,5912,1831,7236,121,530,267,961,455,1462,843,2949,2670,10175,9,35,51,163,14,44,220,535,288,772,35,116,116,279,318,704,472,1098,763,1868,49,99,5213,15612
209011204,963,1935,8,41,99,465,21,90,682,2608,810,3209,70,294,85,304,254,815,405,1407,1212,4614,5,16,26,100,9,29,124,325,170,467,19,62,43,105,187,413,254,583,417,1050,37,88,2637,7692
209021205,949,1907,13,58,126,561,12,40,531,2010,678,2663,86,353,168,619,260,885,518,1858,1191,4526,6,10,25,89,6,21,105,247,142,367,13,35,46,109,141,321,199,469,338,835,63,136,2547,7404
209021428,2169,4382,29,158,158,685,21,84,1226,4509,1428,5438,113,491,162,598,320,1052,594,2143,2026,7583,8,33,41,128,12,41,250,607,308,813,34,109,90,213,403,923,525,1243,836,2056,191,413,5227,14433
209021429,1153,2316,10,63,129,566,13,60,946,3564,1095,4254,90,398,136,487,270,884,493,1765,1592,6014,0,5,21,74,6,13,166,383,193,480,21,61,75,145,220,503,314,710,508,1185,72,155,3323,9673
209021523,1598,3249,14,76,99,459,19,82,943,3419,1071,4040,53,238,91,325,251,820,397,1389,1465,5424,4,30,34,113,20,65,202,514,257,725,22,84,71,168,333,749,435,998,692,1732,120,252,3872,10655
209021524,1007,2033,17,97,101,475,20,111,540,2127,679,2812,87,393,87,307,315,1083,486,1784,1172,4597,0,4,19,67,13,45,82,250,116,369,19,70,37,84,263,598,322,761,434,1126,65,131,2673,7883
209021525,1140,2281,16,75,113,532,28,143,699,2625,857,3385,75,334,126,417,222,750,418,1505,1276,4885,5,22,31,106,11,37,181,491,229,655,29,115,58,126,268,620,353,852,580,1509,101,216,3095,8892
209021526,1346,2704,16,97,137,611,22,90,1058,3923,1234,4721,64,272,108,390,231,761,401,1419,1635,6139,8,42,33,106,5,26,221,544,275,717,23,85,52,112,271,596,351,788,626,1506,93,201,3699,10550
209031209,2324,4648,42,222,389,1761,32,151,1736,6788,2200,8924,241,1047,414,1498,767,2504,1422,5048,3621,13975,3,14,51,152,18,50,247,612,320,834,67,200,114,280,299,659,482,1140,806,1973,48,97,6790,20690
209031210,338,677,14,65,55,256,14,64,260,1028,344,1410,32,131,29,107,131,418,187,657,530,2066,0,0,11,39,3,11,41,85,55,141,9,26,23,44,58,136,96,212,146,353,5,11,1022,3112
209031211,473,952,12,64,48,219,17,73,254,1011,328,1373,26,103,39,140,130,406,198,647,525,2017,4,18,11,38,5,14,40,105,55,181,4,13,18,47,61,135,80,189,141,368,4,16,1148,3348
209031212,597,1204,20,114,58,266,22,89,274,1111,378,1582,55,230,86,292,173,552,309,1076,689,2658,0,10,13,31,10,26,47,107,71,167,8,26,21,43,75,170,106,240,169,405,11,13,1467,4283
