SA2_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
206051134,104,371,79,69,7,962,305,107,520,136,105,25,1207,30,11,113,43,29,7,222,28,9,97,58,89,3,284,37,13,142,41,37,27,301,1611,497,3842,1077,1099,167,8286
206051511,10,33,6,9,7,79,20,4,45,10,10,0,80,7,3,7,7,8,0,34,4,0,11,14,8,0,45,9,0,16,5,8,8,39,201,36,432,151,153,30,1000
206051512,49,185,37,9,0,447,173,55,278,59,27,17,612,22,11,90,32,18,0,172,18,8,45,27,53,3,149,43,14,100,21,23,23,229,1257,324,2666,675,538,141,5604
206051513,71,211,45,38,11,581,208,73,390,124,80,22,892,17,9,95,29,24,4,182,24,9,69,40,99,4,240,48,5,105,52,41,15,272,1213,349,2848,932,996,131,6476
206051514,66,249,60,39,8,699,242,76,420,107,55,25,925,35,10,115,44,44,6,252,34,7,68,38,69,6,218,63,7,123,44,43,33,316,1557,396,3049,895,929,198,7025
206061135,51,146,20,13,8,391,207,51,333,53,28,17,694,12,3,65,20,8,0,115,13,3,30,17,31,0,95,25,4,88,17,9,13,155,1027,286,2291,443,353,94,4498
206061136,83,342,64,30,9,868,347,143,716,141,100,29,1476,28,14,169,36,33,5,297,34,11,97,55,92,0,293,57,12,219,41,44,47,422,1960,580,5497,1266,1147,225,10671
206061138,32,183,28,18,9,434,297,62,444,51,46,35,925,14,3,61,6,10,4,99,15,0,37,23,31,4,117,49,7,127,32,24,35,272,1206,299,2757,584,446,176,5467
206061515,66,207,28,19,5,565,246,39,427,57,43,20,826,30,10,93,24,14,0,165,28,3,57,21,36,8,161,59,5,130,18,25,20,255,1654,357,3315,667,531,137,6660
206061516,39,153,24,17,5,419,195,56,361,41,37,9,699,23,5,71,25,18,3,144,21,5,41,19,46,3,136,41,6,107,15,22,16,203,1141,260,2698,493,461,116,5174
206071139,46,192,21,16,4,489,244,65,379,61,57,8,805,23,9,74,18,13,3,143,14,11,52,26,37,6,141,34,10,96,24,23,23,212,1213,317,2656,547,519,99,5358
206071140,49,196,16,18,6,553,234,48,262,39,25,9,616,29,7,89,11,15,0,151,16,8,47,16,27,9,123,24,3,58,16,17,19,141,1176,285,2127,357,339,83,4360
206071141,51,179,14,24,3,480,213,49,360,50,57,16,743,51,3,83,22,14,0,179,19,9,27,21,33,4,111,46,8,100,25,20,22,225,1180,283,2469,494,505,100,5035
206071142,46,187,17,13,3,521,272,60,367,63,48,17,831,40,12,94,24,8,0,176,34,0,49,15,36,4,135,26,6,110,30,21,23,212,1344,320,2576,467,437,103,5251
206071143,96,290,24,26,7,789,367,100,483,61,58,9,1085,48,19,126,25,14,0,232,40,6,59,33,36,5,172,44,7,112,18,13,14,206,1714,527,3243,536,511,97,6637
206071145,88,237,30,23,6,650,311,101,390,54,34,16,912,29,6,86,10,12,5,149,35,11,47,15,33,0,140,35,7,84,13,16,15,162,1373,409,2323,403,420,74,5000
206071517,116,392,52,38,12,978,385,130,744,88,66,13,1432,38,17,173,48,29,3,310,37,12,77,41,85,9,247,49,13,165,32,29,36,326,2036,680,5495,991,1053,154,10417
206071518,62,266,42,24,5,620,242,91,505,94,70,18,1021,31,5,115,26,19,4,196,24,11,65,38,75,10,229,26,3,109,34,31,30,240,1300,415,3509,813,861,153,7049
207011146,60,183,25,9,4,384,113,52,240,52,29,9,508,8,6,28,5,6,0,55,11,0,39,14,17,0,85,12,15,51,21,21,4,132,680,270,1550,358,314,50,3220
207011147,67,238,46,33,9,643,305,79,561,113,54,21,1139,10,4,46,16,8,0,88,21,7,52,31,39,3,153,44,9,112,18,33,27,249,1441,350,2818,708,518,147,5991
207011148,118,328,45,38,6,805,364,115,707,144,85,32,1446,17,4,47,15,8,0,99,35,11,71,25,39,0,180,47,14,156,29,32,33,317,1707,505,3823,901,758,187,7879
207011149,113,423,65,30,15,1010,452,131,728,148,71,31,1557,23,8,81,21,13,3,144,38,5,78,22,45,4,196,48,15,155,30,26,33,305,2097,594,4184,926,726,163,8691
207011150,92,341,57,19,0,797,348,113,613,90,51,21,1233,22,10,56,12,10,3,118,28,12,67,29,46,3,193,49,10,98,18,13,22,209,1657,524,3565,720,636,130,7236
207011152,105,326,42,35,8,843,359,86,526,82,58,25,1139,14,13,77,28,18,4,149,18,4,51,31,44,6,151,52,17,123,24,14,28,250,1848,513,3685,765,629,140,7579
207011154,38,133,19,16,3,328,146,51,226,46,36,10,513,7,4,24,5,0,3,49,7,4,13,13,19,3,59,15,4,37,10,20,5,95,574,188,1259,284,300,55,2664
207011155,93,306,41,25,8,721,361,118,522,86,51,19,1146,17,8,47,10,8,5,96,15,12,59,32,26,3,146,60,8,107,28,21,8,230,1614,480,3032,614,541,111,6394
207011519,51,182,28,10,10,484,240,71,346,69,39,22,777,9,0,43,7,10,0,79,13,0,30,16,33,7,101,48,10,79,20,14,19,180,1091,323,2309,461,383,98,4666
207011520,86,268,25,28,10,702,284,75,428,80,42,20,932,15,10,72,15,12,0,124,17,10,57,27,35,0,150,32,7,94,27,18,26,204,1499,410,2891,598,515,103,6017
207011521,54,196,34,20,7,519,322,69,470,58,32,30,983,18,5,44,16,4,3,86,19,7,41,23,29,0,112,48,5,76,21,21,20,191,1222,320,2283,510,391,114,4837
207011522,66,222,35,26,9,562,360,66,534,89,63,33,1141,19,3,56,17,12,4,111,21,5,36,26,35,0,123,38,8,97,24,20,31,211,1299,344,2639,593,538,141,5550
207021156,55,146,44,37,4,396,142,55,277,91,95,14,672,3,3,24,11,11,0,53,12,7,42,23,60,3,144,18,4,56,16,32,21,153,655,213,1726,613,721,122,4054
207021157,73,333,83,55,5,849,365,107,665,193,159,22,1504,14,5,53,14,20,0,96,39,10,83,69,98,9,306,86,10,174,36,52,58,413,2004,410,3956,1257,1183,243,9050
207021159,62,241,45,34,3,537,211,64,458,112,89,33,967,4,3,30,5,10,5,55,27,6,46,38,89,3,201,34,4,78,36,41,39,233,1094,278,2586,782,922,196,5861
207021160,60,218,58,39,5,548,176,68,387,90,76,26,822,11,9,36,15,16,0,75,21,8,48,31,59,4,174,19,0,63,35,37,28,184,881,285,2114,724,808,148,4962
207021424,57,229,56,44,9,569,215,68,409,128,104,25,945,12,0,22,11,12,0,50,33,14,50,35,71,6,206,35,9,109,36,35,33,253,1174,275,2390,756,831,156,5585
207021425,46,196,55,29,8,499,177,66,365,114,118,22,853,10,6,28,16,13,0,63,19,3,58,39,75,4,196,50,5,104,33,30,21,248,1203,247,2322,767,719,143,5396
207031161,122,425,78,58,13,1038,297,143,672,194,148,34,1489,21,3,68,10,26,0,126,40,18,91,71,85,4,308,52,10,127,38,45,29,305,1858,597,3849,1129,1241,187,8860
207031162,72,211,42,38,5,508,117,64,279,94,90,13,655,6,3,36,13,10,0,69,11,11,41,16,49,3,132,29,7,47,20,30,18,150,786,288,1668,554,641,79,4003
207031163,103,330,73,47,7,908,330,104,701,190,141,28,1504,32,8,51,17,16,0,123,49,14,107,57,64,11,294,77,12,131,62,36,61,384,2153,443,3641,1234,1022,222,8721
207031164,98,344,77,45,15,848,285,110,606,141,136,29,1312,15,11,41,16,20,0,106,29,18,64,44,75,5,234,44,6,108,41,47,22,274,1532,475,3039,952,950,167,7114
207031165,59,197,43,34,3,557,167,50,342,97,70,16,752,10,0,29,13,3,0,59,15,4,56,34,37,4,153,72,0,74,25,27,21,220,1181,240,1913,619,540,115,4607
207031166,30,160,38,30,0,413,113,45,300,89,63,11,617,6,3,24,6,3,0,47,23,3,37,23,54,4,142,33,6,65,31,32,23,184,891,164,1663,553,554,96,3918
207031167,60,205,44,23,9,531,213,61,347,89,44,17,766,11,11,30,11,9,0,75,20,12,38,13,31,3,114,18,4,63,11,14,12,124,1041,308,1980,508,411,81,4331
208011168,79,290,64,41,9,654,148,58,300,101,59,22,688,11,12,56,13,15,3,102,14,8,41,24,42,8,139,40,6,81,26,48,24,223,861,342,2315,790,818,150,5279
208011169,87,310,76,31,14,779,331,100,589,132,70,42,1258,28,12,86,11,27,0,162,21,3,68,33,68,3,208,64,16,183,61,33,41,398,1774,550,4198,1048,895,259,8720
208011170,71,273,59,35,10,619,204,56,413,100,48,22,856,20,9,68,18,16,5,129,20,7,67,20,52,4,166,35,13,116,42,25,27,258,1171,377,2977,827,731,162,6235
208011171,77,266,70,43,5,628,150,70,281,124,103,9,725,11,5,40,25,20,3,106,12,6,42,37,60,6,165,31,3,73,17,28,5,163,804,331,2203,801,898,83,5122
208011172,113,290,73,42,6,761,214,91,447,139,102,28,1015,24,8,76,23,21,0,151,27,8,59,53,54,8,207,49,17,119,41,48,30,308,1333,504,3329,987,978,157,7287
208011173,105,299,68,39,13,737,220,82,395,135,91,22,941,21,3,63,26,23,4,131,11,13,53,30,67,5,177,53,15,136,37,37,37,310,1206,450,3028,945,933,173,6737
208021174,151,453,126,75,8,1171,289,140,667,228,157,50,1526,24,13,86,20,28,3,164,29,8,88,50,107,8,292,63,11,141,52,38,41,352,2034,630,4514,1418,1396,269,10260
208021176,106,426,73,43,9,1032,331,104,581,143,135,24,1320,26,7,74,20,15,6,147,25,6,52,37,62,5,194,81,11,135,51,46,46,375,2141,495,3924,1017,1023,215,8815
208021177,125,475,93,77,29,1202,431,113,802,152,96,39,1639,30,10,91,25,26,3,179,35,11,84,55,76,15,274,75,15,184,56,51,69,445,2111,536,4581,1061,995,300,9581
208021178,103,398,95,47,21,924,308,96,565,155,87,34,1241,21,10,65,18,18,11,140,21,10,81,31,68,9,227,47,10,149,49,42,33,330,1412,480,3625,936,840,239,7535
208021179,77,223,53,36,10,575,196,78,394,78,85,11,838,15,3,74,22,13,3,132,15,13,52,18,54,6,154,34,5,97,33,18,22,209,1050,402,2605,624,617,112,5420
208021180,42,169,18,29,5,381,112,41,224,65,68,12,522,3,3,16,13,11,3,49,13,4,28,28,42,3,118,28,0,55,16,10,16,122,683,189,1461,430,487,74,3308
208021181,63,235,30,32,8,552,133,62,293,73,65,11,630,4,5,37,8,11,0,67,10,6,33,22,39,0,109,34,6,71,20,18,25,171,890,294,1909,518,560,91,4263
208021182,81,270,64,46,6,711,202,76,408,114,97,16,910,24,6,46,20,19,0,105,19,4,46,31,67,0,174,60,9,102,31,29,18,255,1411,351,2744,776,740,126,6154
208021426,97,292,83,59,10,756,190,72,418,153,113,24,981,14,0,46,17,20,3,104,15,9,57,50,92,3,224,35,8,100,30,38,20,240,1192,388,2723,993,1099,160,6555
208021427,88,261,44,51,8,627,151,70,363,136,99,20,836,4,0,37,19,15,3,84,15,3,43,31,88,4,183,30,9,61,39,31,34,201,900,315,2241,835,1072,163,5529
208031183,36,163,35,45,5,358,89,50,204,92,77,9,524,0,3,13,11,16,0,47,5,0,16,21,61,3,113,3,3,43,25,40,12,126,397,153,1209,582,865,95,3305
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,14
208031185,53,199,74,53,11,457,95,53,236,168,141,25,719,6,0,29,8,19,0,61,10,9,22,36,116,5,194,17,6,57,38,77,36,219,365,213,1300,822,1594,155,4444
208031186,120,355,88,77,14,825,142,77,356,147,192,23,932,9,0,38,24,19,0,90,12,5,30,46,95,7,195,16,7,73,34,76,26,227,654,346,2011,1018,1689,155,5874
208031187,19,82,35,26,5,221,28,28,113,52,76,10,309,0,0,7,11,10,0,28,0,6,6,11,47,6,74,3,0,17,14,26,9,77,172,88,548,368,679,48,1895
208031188,149,454,107,81,11,1043,247,134,596,268,207,41,1486,19,7,70,33,31,10,174,24,8,76,66,138,12,323,47,6,130,63,79,42,374,1417,528,3741,1587,2012,247,9532
208031189,96,368,78,63,9,788,138,86,315,119,133,17,809,12,6,47,12,17,0,92,11,9,38,40,85,0,185,14,6,69,31,63,24,213,630,318,2042,919,1390,112,5406
208031190,103,269,85,46,4,671,135,65,366,127,122,15,827,14,6,31,21,11,3,89,17,3,53,36,81,4,192,11,8,63,28,43,19,178,749,338,2106,908,1166,139,5412
208031191,55,134,41,38,4,369,91,53,244,103,106,15,614,8,4,29,11,11,0,60,12,0,33,26,50,0,129,18,4,45,25,34,14,141,521,202,1399,625,743,95,3585
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
208031193,152,473,121,90,12,1121,211,130,548,193,188,24,1293,19,13,60,28,34,4,160,13,16,44,52,138,5,270,41,19,108,45,79,29,316,1107,553,3258,1467,1931,207,8515
208041194,112,369,54,30,11,877,432,123,762,167,86,31,1594,23,10,92,29,23,3,170,32,11,71,37,49,11,205,74,8,161,38,26,34,339,1975,573,4553,993,773,189,9056
208041195,131,414,67,48,14,1032,423,126,731,161,114,27,1577,22,10,62,36,27,6,166,31,0,53,37,65,4,196,74,19,193,36,38,36,401,2069,620,4421,1100,991,207,9406
209011196,53,161,56,46,7,420,100,43,217,121,128,16,623,0,5,17,4,16,0,44,4,0,24,28,60,0,124,22,7,26,22,43,22,139,470,158,1100,613,872,112,3319
209011197,182,500,132,89,9,1161,217,121,529,240,231,34,1370,14,3,54,21,41,4,142,25,4,54,51,157,3,300,26,3,72,29,66,24,226,1068,523,2818,1275,2090,166,7947
209011198,137,331,57,46,10,880,329,152,613,147,137,29,1402,22,11,56,17,17,0,122,25,14,56,24,60,0,176,34,6,82,25,36,24,204,1447,531,2854,770,1045,140,6787
209011199,82,273,45,37,9,659,277,110,483,140,165,22,1197,6,5,44,15,13,0,90,28,7,55,50,83,4,218,29,5,54,34,53,31,209,1025,346,2177,799,1096,162,5612
209011200,95,260,47,32,9,694,269,98,441,111,64,16,988,16,8,58,17,19,3,118,23,10,42,11,51,0,137,31,3,66,11,31,19,166,1240,401,2491,596,646,130,5498
209011201,41,133,17,21,3,372,198,50,285,41,31,13,615,6,5,33,4,9,0,59,17,3,34,13,21,0,94,16,4,53,11,9,10,110,718,221,1531,344,370,68,3242
209011202,154,416,81,74,7,948,185,111,446,166,167,16,1090,15,12,50,22,23,3,119,20,7,39,54,101,3,228,18,3,67,24,58,23,199,843,487,2338,1011,1587,113,6379
209011203,126,382,93,82,12,970,255,121,483,204,177,29,1270,18,11,45,20,22,0,100,20,3,40,36,109,6,214,24,3,77,35,48,21,209,1294,470,2689,1081,1497,162,7191
209011204,59,193,48,49,12,466,114,68,234,113,112,16,660,5,3,30,14,12,0,58,7,3,29,20,63,0,130,11,0,33,15,26,11,101,484,226,1240,561,945,80,3535
209021205,47,183,46,30,0,441,137,45,266,84,85,22,644,0,0,29,9,13,0,60,21,0,41,23,48,5,132,45,0,53,20,27,16,165,825,197,1479,572,677,100,3843
209021428,186,421,100,59,13,1129,357,119,589,202,170,29,1462,24,14,132,29,28,3,236,37,14,72,65,92,7,277,36,10,127,46,74,45,335,1582,587,3693,1330,1502,223,8918
209021429,135,279,64,45,11,776,169,86,379,100,87,12,843,32,9,59,22,17,0,139,16,3,55,33,42,8,160,23,5,78,20,40,20,183,960,412,2270,730,823,134,5322
209021523,79,234,64,53,3,600,178,87,332,163,196,23,988,11,0,38,13,16,0,79,20,7,41,46,88,0,208,41,5,66,34,50,43,228,930,291,2005,883,1247,163,5525
209021524,41,120,38,36,0,287,68,29,138,79,81,12,408,6,5,14,3,4,0,31,3,3,26,21,61,0,113,11,0,34,26,51,35,163,329,124,869,464,812,129,2729
209021525,59,205,40,44,8,503,133,62,295,115,113,14,732,9,3,40,22,9,5,90,12,0,32,32,70,5,146,28,4,51,26,40,39,188,697,240,1627,676,960,147,4347
209021526,114,264,57,61,12,710,163,91,374,145,141,19,929,9,9,47,19,15,6,100,23,6,49,35,67,3,189,19,8,70,33,38,27,198,937,344,2114,932,1123,162,5614
209031209,200,584,127,103,19,1377,294,159,593,236,237,37,1563,22,10,71,32,40,3,170,40,15,62,50,158,4,334,36,14,89,44,67,23,266,1402,664,3441,1451,2205,223,9385
209031210,39,94,20,27,0,218,32,20,98,48,42,5,241,5,3,7,4,7,0,26,8,0,8,9,40,0,70,0,4,14,4,11,5,42,132,91,446,233,528,23,1453
209031211,21,51,35,24,5,150,15,14,50,45,64,10,203,0,0,6,4,10,0,27,3,0,0,17,53,3,71,4,0,4,9,25,7,54,79,73,246,285,736,53,1469
209031212,42,85,34,17,5,213,43,36,100,56,39,8,281,4,3,13,8,12,4,42,4,0,16,15,32,0,71,0,0,14,9,25,9,67,167,122,547,349,678,69,1942
209031213,60,192,41,30,11,429,73,43,219,72,87,17,521,4,0,28,13,8,0,60,0,0,21,25,88,6,147,20,3,41,12,42,6,125,400,178,1167,599,1080,95,3518
209031214,49,152,32,22,3,350,86,51,166,55,50,14,427,7,6,23,9,15,0,56,16,9,22,24,49,0,118,13,6,29,15,30,11,98,390,196,1009,425,706,80,2800
209031215,102,375,96,111,11,825,115,99,333,209,199,20,981,3,6,44,14,34,0,108,11,5,29,44,136,7,234,17,9,43,32,79,17,197,517,348,1747,1045,2055,135,5851
209041216,20,106,31,31,0,276,88,42,227,59,64,11,483,4,0,19,5,13,0,33,10,3,15,18,31,4,83,9,3,39,11,25,17,104,417,120,1012,427,583,74,2635
209041217,26,89,32,19,3,247,67,25,111,76,62,23,371,0,0,8,6,4,0,21,8,0,20,17,41,6,91,16,3,23,11,19,19,87,361,79,632,354,494,106,2025
209041220,69,230,82,108,11,628,130,66,342,203,218,43,1003,4,0,23,23,22,0,77,20,0,44,57,140,13,267,22,6,68,50,70,28,241,678,235,1818,1102,1797,219,5851
209041221,54,158,51,59,6,417,100,44,255,142,156,18,717,3,0,13,10,12,0,44,14,3,13,26,69,7,126,18,0,45,40,61,24,187,418,152,1140,662,1140,132,3655
209041223,48,134,44,49,8,374,141,43,282,166,186,28,847,6,3,22,12,10,0,47,14,0,25,48,114,18,216,28,4,59,46,94,51,284,690,155,1461,878,1473,233,4888
209041224,79,228,131,173,11,702,110,92,335,260,327,34,1161,3,0,27,23,41,0,94,5,3,29,52,235,13,340,18,5,38,38,169,48,320,501,288,1433,1434,3351,261,7276
209041225,41,142,60,64,8,364,47,38,217,133,147,19,612,0,8,12,8,22,0,41,9,4,15,30,118,9,177,4,6,25,32,82,34,171,249,134,799,652,1546,133,3512
209041431,38,127,60,56,10,354,74,43,213,135,187,20,669,0,0,17,3,15,0,39,12,0,24,40,98,10,177,13,3,32,24,72,18,169,378,152,977,692,1349,157,3701
209041432,16,56,38,37,4,188,57,15,144,87,86,7,396,0,0,7,9,6,0,20,14,0,19,19,61,5,114,14,0,21,19,40,30,117,305,82,616,447,726,99,2280
209041433,44,122,58,42,3,339,101,49,335,157,141,23,812,6,4,14,8,13,0,41,20,0,16,33,63,10,142,17,0,60,34,54,25,198,561,169,1300,805,993,134,3963
209041435,58,175,63,67,9,446,120,66,298,163,174,21,844,7,0,14,18,19,7,58,3,0,17,29,103,4,158,25,3,36,25,63,23,173,518,197,1331,856,1466,148,4515
209041436,56,157,56,56,9,422,99,54,294,167,181,28,821,11,0,14,10,19,0,52,8,5,20,27,97,3,158,14,0,47,26,59,18,165,489,183,1261,761,1344,130,4171
209041437,91,236,87,69,11,678,295,93,735,379,284,50,1836,7,5,34,19,19,4,79,28,6,50,59,127,12,280,51,9,98,75,100,51,378,1467,315,2742,1701,1874,298,8397
209041527,124,308,113,116,7,765,89,78,335,201,217,31,948,9,4,19,15,24,0,68,14,3,27,55,174,3,272,14,4,41,27,75,20,180,438,286,1488,1120,2267,139,5735
209041528,60,208,64,68,3,495,75,57,264,140,162,22,727,3,4,11,28,22,0,66,4,8,22,46,101,0,173,9,0,28,23,33,11,108,405,190,1107,761,1411,86,3960
209041529,32,65,28,35,7,216,64,19,145,87,108,8,431,6,0,10,0,3,0,23,8,0,21,21,52,0,102,12,0,38,15,32,22,117,338,80,725,470,762,103,2480
209041530,31,108,47,33,4,277,80,37,230,113,111,17,590,7,3,8,5,8,0,36,10,5,24,35,61,5,138,20,4,37,30,59,31,179,391,129,1091,625,905,164,3308
209041531,47,158,55,47,5,403,109,68,320,167,179,18,861,0,7,18,11,12,4,49,20,0,20,40,75,3,165,20,3,26,23,48,19,148,550,180,1230,765,1168,111,4011
209041532,45,164,75,58,7,441,131,50,348,181,194,22,917,3,4,10,7,16,0,49,15,0,24,40,80,0,164,26,3,43,25,69,18,180,619,156,1323,883,1325,99,4406
210011226,53,170,32,36,0,368,68,46,139,83,44,11,389,6,0,25,14,10,0,52,7,0,16,30,77,4,128,5,4,37,14,44,15,122,305,166,1012,532,932,78,3027
210011227,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5
210011228,42,159,39,39,8,354,59,31,127,49,66,10,337,0,0,16,8,15,0,44,4,3,18,13,74,0,118,7,0,30,7,41,14,106,219,129,926,461,917,98,2746
210011230,51,173,35,27,4,367,71,33,174,59,38,9,394,7,3,23,9,12,0,56,5,9,15,15,36,0,82,11,0,35,17,25,17,106,373,177,1105,482,699,87,2925
210011231,59,227,54,36,10,493,107,48,235,78,52,11,529,3,0,38,12,11,0,65,7,4,43,21,58,0,126,23,5,51,14,25,18,132,503,235,1547,627,812,96,3825
210011533,57,187,43,39,6,415,86,35,247,88,90,20,559,13,0,18,9,15,0,55,6,4,33,23,78,11,148,16,3,71,21,42,20,171,442,172,1528,577,899,112,3731
210011534,90,273,67,58,14,619,123,51,295,91,103,12,671,4,6,30,13,15,0,75,11,0,34,42,106,4,200,15,0,51,34,59,22,189,529,276,1889,809,1291,149,4937
210021232,113,298,81,82,5,703,98,87,278,125,112,18,724,9,5,31,11,15,0,75,4,8,22,39,115,0,193,10,3,29,24,71,23,154,444,364,1513,925,1750,125,5116
210021233,26,71,13,5,0,185,28,18,74,22,20,12,173,6,3,10,5,3,4,37,4,0,7,5,12,0,35,7,3,18,3,12,5,47,218,96,486,180,292,45,1322
210021234,25,75,27,43,5,209,23,25,73,40,57,9,226,0,0,4,13,11,0,32,3,0,4,10,52,0,67,4,0,8,9,27,13,52,133,98,414,296,682,52,1673
210021235,77,166,51,63,0,411,40,52,154,107,109,14,468,5,0,19,13,23,0,63,7,4,20,26,137,5,202,8,0,24,21,75,25,155,214,197,883,651,1644,103,3697
210031236,78,146,46,25,6,476,123,56,189,81,57,11,518,12,7,39,15,14,0,85,11,3,25,27,47,3,118,16,4,27,12,19,13,83,644,245,1282,514,552,96,3330
210031237,59,158,49,44,4,447,112,47,210,119,105,17,611,4,5,19,6,12,0,53,16,0,30,33,72,10,155,29,3,76,30,45,31,214,730,192,1376,606,900,163,3975
210031439,16,59,12,15,0,139,22,11,55,19,28,3,147,0,0,0,4,3,0,12,8,0,0,15,25,0,48,4,0,13,5,7,7,33,122,54,389,220,305,29,1119
210031440,23,98,34,25,4,217,49,23,95,40,63,8,278,4,3,13,4,12,0,29,8,0,13,11,46,0,85,7,5,16,17,19,11,72,241,93,615,314,518,62,1847
210031535,59,182,44,45,8,467,138,58,297,156,120,27,789,4,3,25,16,14,0,70,15,4,38,29,81,0,165,43,10,68,34,42,28,220,836,217,1672,826,1042,143,4738
210031536,41,113,38,30,0,292,126,27,210,128,75,20,595,7,0,22,6,13,0,44,13,4,28,21,32,0,100,33,10,43,27,24,20,159,679,165,1272,578,667,108,3474
210031537,37,163,52,32,3,382,120,52,200,71,47,8,506,6,3,25,12,8,0,53,15,0,34,20,31,4,108,26,0,53,15,13,18,126,638,179,1388,512,606,106,3420
210031538,112,382,65,69,6,850,236,94,431,165,147,34,1106,5,3,61,17,21,0,113,24,10,60,43,95,5,236,17,7,94,45,73,43,280,1111,446,2837,1093,1486,187,7156
210041240,68,229,100,101,7,596,63,58,247,138,166,20,694,8,8,19,15,17,0,66,11,0,19,42,107,11,192,7,4,21,21,95,18,166,314,203,1121,942,2050,128,4754
210041539,22,101,22,32,0,220,26,30,89,57,80,7,295,3,0,7,10,10,0,33,0,0,9,15,61,0,97,4,0,12,4,23,16,60,174,96,578,396,748,68,2058
210041540,85,248,83,106,7,620,77,76,257,152,192,26,769,4,8,24,17,21,3,67,3,6,26,28,119,5,185,9,4,26,15,73,24,151,362,269,1262,960,2024,138,5013
210041541,65,193,61,88,9,493,50,56,184,124,172,16,591,0,0,23,8,22,0,53,3,4,16,30,116,0,173,3,4,21,22,75,17,142,231,201,930,747,1768,104,3977
210051242,27,79,30,19,3,225,69,20,164,97,116,21,488,0,0,12,5,16,0,34,17,0,19,27,54,4,123,25,4,35,36,52,37,176,519,94,934,549,762,138,2994
210051243,20,102,36,35,6,261,44,21,104,103,97,22,387,0,0,14,9,14,0,32,0,0,19,28,65,6,127,20,3,40,34,78,37,210,301,77,758,513,815,149,2620
210051245,59,249,90,104,9,610,74,44,230,127,177,36,695,0,0,21,14,17,5,57,3,3,26,36,157,0,235,5,3,38,45,86,27,198,354,183,1427,1005,2035,189,5195
210051246,78,362,88,94,10,781,130,60,371,181,180,27,956,4,0,32,18,16,0,77,8,3,41,62,167,3,285,23,3,104,56,93,46,326,685,272,2407,1356,2194,252,7162
210051247,44,117,41,45,8,312,58,30,146,94,102,11,445,0,0,9,0,5,0,18,3,4,15,21,63,0,111,5,5,36,29,54,30,171,264,108,760,469,817,124,2545
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,13,0,28
210051250,18,97,26,24,9,204,24,23,85,59,59,13,258,0,0,3,8,11,0,32,6,0,10,17,59,4,97,3,0,15,17,26,16,76,149,76,550,374,739,82,1969
210051441,19,36,34,39,10,170,31,29,109,70,92,10,338,3,0,9,4,12,0,21,6,0,10,10,60,0,86,5,0,16,18,38,23,109,224,68,480,405,853,91,2123
210051442,40,102,48,52,3,337,82,43,227,127,156,30,661,3,3,11,5,12,0,33,3,0,16,31,74,6,138,28,4,38,31,70,24,196,518,144,1062,765,1121,169,3782
210051443,43,167,84,84,9,496,134,59,421,224,234,24,1093,0,4,22,14,12,5,51,14,0,44,52,110,10,236,39,4,58,53,110,62,317,832,195,1859,1216,1824,227,6148
210051445,87,235,90,76,13,625,188,83,549,287,258,21,1384,7,3,23,16,14,0,63,17,4,38,59,176,5,291,54,13,69,74,80,61,356,1028,302,2336,1674,2203,271,7810
210051542,26,99,42,27,0,247,74,25,225,139,119,16,596,4,0,5,11,7,0,26,5,0,19,24,43,8,106,17,0,38,29,38,27,153,529,95,1033,707,681,124,3169
210051543,30,104,39,36,4,297,107,24,270,141,80,15,642,0,4,6,3,8,0,29,8,6,16,32,60,8,121,19,6,51,34,37,27,173,669,136,1235,768,804,137,3749
210051544,35,100,38,40,4,275,45,30,143,88,81,4,394,0,0,5,8,3,0,16,0,0,12,18,53,6,91,4,0,37,24,40,23,124,273,105,782,437,678,92,2369
